Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Oliver Aaron,2011-09-01,1,Arizona State,,California-Davis,W,4,0,4,1.0,0.0,oliver-aaron-1
Richard Abbe,2011-09-01,1,North Texas,@,Florida International,L,0,1,1,0.0,0.0,richard-abbe-1
Jahleel Addae,2011-09-01,1,Central Michigan,,South Carolina State,W,4,2,6,0.0,0.0,jahleel-addae-1
Bo Adebayo,2011-09-01,1,Western Kentucky,N,Kentucky,L,1,0,1,0.0,0.0,bo-adebayo-1
Olaniyi Adewole,2011-09-01,1,Temple,,Villanova,W,2,1,3,0.0,0.0,olaniyi-adewole-1
Jude Adjei-Barimah,2011-09-01,1,Bowling Green State,@,Idaho,W,2,0,2,0.0,0.0,jude-adjei-barimah-1
Johnathan Aiken,2011-09-01,1,Rutgers,,North Carolina Central,W,0,1,1,0.0,0.0,johnathan-aiken-1
Brandon Akpunku,2011-09-01,1,North Texas,@,Florida International,L,4,1,5,1.0,1.0,brandon-akpunku-1
Taj Alexander,2011-09-01,1,Rutgers,,North Carolina Central,W,0,2,2,1.0,0.5,taj-alexander-1
Beau Allen,2011-09-01,1,Wisconsin,,Nevada-Las Vegas,W,0,1,1,0.0,0.0,beau-allen-1
Boo Andersen,2011-09-01,1,Utah,,Montana State,W,1,3,4,0.0,0.0,boo-andersen-1
Terrell Anderson,2011-09-01,1,Toledo,,New Hampshire,W,2,1,3,0.0,0.0,terrell-anderson-1
Ethan Armstrong,2011-09-01,1,Wisconsin,,Nevada-Las Vegas,W,1,0,1,1.0,0.0,ethan-armstrong-1
Dee Arrington,2011-09-01,1,Mississippi State,@,Memphis,W,2,0,2,0.0,0.0,dee-arrington-1
Quin Ashley,2011-09-01,1,Idaho,,Bowling Green State,L,3,3,6,0.0,0.0,quin-ashley-1
Jeremiah Attaochu,2011-09-01,1,Georgia Tech,,Western Carolina,W,3,2,5,1.0,1.0,jeremiah-attaochu-1
Kevin Ayers,2011-09-01,1,Arizona State,,California-Davis,W,1,0,1,0.0,0.0,kevin-ayers-1
Torrey Ball,2011-09-01,1,Syracuse,,Wake Forest,W,1,3,4,1.5,0.5,torrey-ball-1
Lonnie Ballentine,2011-09-01,1,Memphis,,Mississippi State,L,1,0,1,0.0,0.0,lonnie-ballentine-1
