Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Sedric Griffin,2008-08-28,1,Georgia Tech,,Jacksonville State,W,0,0,0,1,sedric-griffin-1
Bryant Haines,2008-08-28,1,Ball State,,Northeastern,W,0,0,0,1,bryant-haines-1
Ryan Hamilton,2008-08-28,1,Vanderbilt,@,Miami (OH),W,0,0,0,1,ryan-hamilton-1
Dwayne Harrison,2008-08-28,1,Eastern Michigan,,Indiana State,W,1,0,0,1,dwayne-harrison-1
Casey Hayward,2008-08-28,1,Vanderbilt,@,Miami (OH),W,0,0,0,1,casey-hayward-1
Ivon Hickmon,2008-08-28,1,Middle Tennessee State,,Troy,L,1,11,0,1,ivon-hickmon-1
Arrington Hicks,2008-08-28,1,Eastern Michigan,,Indiana State,W,0,0,0,1,arrington-hicks-1
Jasper Howard,2008-08-28,1,Connecticut,,Hofstra,W,0,0,0,2,jasper-howard-1
Brandon Hughes,2008-08-28,1,Oregon State,@,Stanford,L,0,0,0,1,brandon-hughes-1
Nate Irving,2008-08-28,1,North Carolina State,@,South Carolina,L,1,9,0,1,nate-irving-1
Bruce Johnson,2008-08-28,1,Miami (FL),,Charleston Southern,W,0,0,0,1,bruce-johnson-1
Joe Joseph,2008-08-28,1,Miami (FL),,Charleston Southern,W,0,0,0,1,joe-joseph-1
Larry Knight,2008-08-28,1,Central Michigan,,Eastern Illinois,W,0,0,0,1,larry-knight-1
Jordan Lake,2008-08-28,1,Baylor,,Wake Forest,L,0,0,0,2,jordan-lake-1
Boris Lee,2008-08-28,1,Troy,@,Middle Tennessee State,W,1,18,0,1,boris-lee-1
Myron Lewis,2008-08-28,1,Vanderbilt,@,Miami (OH),W,1,0,0,2,myron-lewis-1
Kevin Long,2008-08-28,1,Eastern Michigan,,Indiana State,W,0,0,0,1,kevin-long-1
Scott Lutrus,2008-08-28,1,Connecticut,,Hofstra,W,1,0,0,2,scott-lutrus-1
Ryan Manalac,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,0,0,0,1,ryan-manalac-1
Sherrod Martin,2008-08-28,1,Troy,@,Middle Tennessee State,W,0,0,0,1,sherrod-martin-1
Pat Maynor,2008-08-28,1,Stanford,,Oregon State,W,0,0,0,1,pat-maynor-1
Chris McCoy,2008-08-28,1,Middle Tennessee State,,Troy,L,0,0,0,1,chris-mccoy-1
Devin McDowell,2008-08-28,1,Iowa State,,South Dakota State,W,1,3,0,2,devin-mcdowell-1
Bo McNally,2008-08-28,1,Stanford,,Oregon State,W,1,34,1,1,bo-mcnally-1
D.J. Moore,2008-08-28,1,Vanderbilt,@,Miami (OH),W,1,1,0,1,dj-moore-1
Deandre Morgan,2008-08-28,1,North Carolina State,@,South Carolina,L,1,20,0,1,deandre-morgan-1
Clayton Mullins,2008-08-28,1,Miami (OH),,Vanderbilt,L,0,0,0,1,clayton-mullins-1
Captain Munnerlyn,2008-08-28,1,South Carolina,,North Carolina State,W,0,0,0,2,captain-munnerlyn-1
Mike Newton,2008-08-28,1,Buffalo,,Texas-El Paso,W,0,0,0,1,mike-newton-1
Wopamo Osaisai,2008-08-28,1,Stanford,,Oregon State,W,0,0,0,1,wopamo-osaisai-1
Andrew Puthoff,2008-08-28,1,Ball State,,Northeastern,W,0,0,0,1,andrew-puthoff-1
Derec Schmidgall,2008-08-28,1,Iowa State,,South Dakota State,W,1,37,1,1,derec-schmidgall-1
Zac Scotton,2008-08-28,1,Baylor,,Wake Forest,L,0,0,0,1,zac-scotton-1
Davonte Shannon,2008-08-28,1,Buffalo,,Texas-El Paso,W,0,0,0,1,davonte-shannon-1
Alphonso Smith,2008-08-28,1,Wake Forest,@,Baylor,W,1,1,0,3,alphonso-smith-1
Andrae Smith,2008-08-28,1,Buffalo,,Texas-El Paso,W,0,0,0,1,andrae-smith-1
Spenser Smith,2008-08-28,1,Eastern Michigan,,Indiana State,W,0,0,0,1,spenser-smith-1
Darlron Spead,2008-08-28,1,Vanderbilt,@,Miami (OH),W,0,0,0,1,darlron-spead-1
Sean Spence,2008-08-28,1,Miami (FL),,Charleston Southern,W,0,0,0,1,sean-spence-1
Melvin Stephenson II,2008-08-28,1,Texas-El Paso,@,Buffalo,L,0,0,0,1,melvin-stephenson-ii-1
John Syty,2008-08-28,1,Buffalo,,Texas-El Paso,W,2,21,0,2,john-syty-1
Kurtis Taylor,2008-08-28,1,Iowa State,,South Dakota State,W,1,48,0,1,kurtis-taylor-1
Josh Thomas,2008-08-28,1,Buffalo,,Texas-El Paso,W,0,0,0,2,josh-thomas-3
Steven Wesley,2008-08-28,1,Miami (FL),,Charleston Southern,W,0,0,0,1,steven-wesley-1
Gary Wilburn,2008-08-28,1,Connecticut,,Hofstra,W,0,0,0,1,gary-wilburn-1
Jeremy Williams,2008-08-28,1,Baylor,,Wake Forest,L,0,0,0,1,jeremy-williams-2
Justin Winters,2008-08-28,1,Buffalo,,Texas-El Paso,W,1,5,0,2,justin-winters-1
Stoney Woodson,2008-08-28,1,South Carolina,,North Carolina State,W,1,0,0,1,stoney-woodson-1
Jahi Word-Daniels,2008-08-28,1,Georgia Tech,,Jacksonville State,W,0,0,0,1,jahi-word-daniels-1
Willie Young,2008-08-28,1,North Carolina State,@,South Carolina,L,0,0,0,1,willie-young-1
Derrius Bell,2008-08-29,1,Southern Methodist,@,Rice,L,0,0,0,1,derrius-bell-1
Chris Castro,2008-08-29,1,Southern Methodist,@,Rice,L,0,0,0,1,chris-castro-1
Rock Dennis,2008-08-29,1,Southern Methodist,@,Rice,L,0,0,0,1,rock-dennis-1
Pete Fleps,2008-08-29,1,Southern Methodist,@,Rice,L,0,0,0,1,pete-fleps-1
Junior Galette,2008-08-29,1,Temple,@,Army,W,0,0,0,1,junior-galette-1
Dominique Harris,2008-08-29,1,Temple,@,Army,W,1,0,0,1,dominique-harris-1
Brandon King,2008-08-29,1,Rice,,Southern Methodist,W,2,56,0,2,brandon-king-3
Richard King,2008-08-29,1,Army,,Temple,L,1,2,0,1,richard-king-1
Bryan McCann,2008-08-29,1,Southern Methodist,@,Rice,L,0,0,0,1,bryan-mccann-1
Josh McNary,2008-08-29,1,Army,,Temple,L,0,0,0,1,josh-mcnary-1
Brian Raines,2008-08-29,1,Rice,,Southern Methodist,W,0,0,0,1,brian-raines-1
Jamal Schulters,2008-08-29,1,Temple,@,Army,W,0,0,0,1,jamal-schulters-1
Andrew Sendejo,2008-08-29,1,Rice,,Southern Methodist,W,1,55,1,2,andrew-sendejo-1
Paul 'Unga,2008-08-30,1,Arizona State,,Northern Arizona,W,0,0,0,1,paul-unga-1
Kevin Akins,2008-08-30,1,Boston College,@,Kent State,W,0,0,0,1,kevin-akins-1
Russell Allen,2008-08-30,1,San Diego State,,Cal Poly,L,0,0,0,1,russell-allen-1
Prince Amukamara,2008-08-30,1,Nebraska,,Western Michigan,W,0,0,0,1,prince-amukamara-1
Quinton Andrews,2008-08-30,1,West Virginia,,Villanova,W,0,0,0,1,quinton-andrews-1
Pat Angerer,2008-08-30,1,Iowa,,Maine,W,1,3,0,1,pat-angerer-1
Antonio Appleby,2008-08-30,1,Virginia,,Southern California,L,1,12,0,1,antonio-appleby-1
Orkeys Auriene,2008-08-30,1,Louisiana,@,Southern Mississippi,L,1,23,0,1,orkeys-auriene-1
C.J. Bailey,2008-08-30,1,Southern Mississippi,,Louisiana,W,1,4,0,2,cj-bailey-1
Tim Bailey,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,0,0,0,2,tim-bailey-1
Antonio Baker,2008-08-30,1,Louisiana Tech,,Mississippi State,W,1,3,0,1,antonio-baker-1
Kevin Barnes,2008-08-30,1,Maryland,,Delaware,W,1,10,0,1,kevin-barnes-1
Kevin Basped,2008-08-30,1,Nevada,,Grambling State,W,0,0,0,1,kevin-basped-1
Beck,2008-08-30,1,Washington State,,Oklahoma State,L,0,0,0,1,beck-1
Travon Bellamy,2008-08-30,1,Illinois,N,Missouri,L,0,0,0,1,travon-bellamy-1
Dequan Bembry,2008-08-30,1,Marshall,,Illinois State,W,0,0,0,2,dequan-bembry-1
Aaron Berry,2008-08-30,1,Pittsburgh,,Bowling Green State,L,0,0,0,1,aaron-berry-1
Brandon Bice,2008-08-30,1,Northern Illinois,@,Minnesota,L,0,0,0,1,brandon-bice-1
Bront Bird,2008-08-30,1,Texas Tech,,Eastern Washington,W,0,0,0,1,bront-bird-1
Ahmad Black,2008-08-30,1,Florida,,Hawaii,W,2,80,1,2,ahmad-black-1
Caleb Blakesley,2008-08-30,1,Kansas,,Florida International,W,0,0,0,1,caleb-blakesley-1
Tay Bowser,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,0,0,0,1,tay-bowser-1
Blake Boyd,2008-08-30,1,Western Kentucky,@,Indiana,L,0,0,0,2,blake-boyd-1
Jerome Boyd,2008-08-30,1,Oregon,,Washington,W,0,0,0,1,jerome-boyd-1
Nate Brown Jr.,2008-08-30,1,Louisiana-Monroe,@,Auburn,L,0,0,0,1,nate-brown-jr-1
A.J. Brown,2008-08-30,1,Syracuse,@,Northwestern,L,1,1,0,1,aj-brown-1
Arkeith Brown,2008-08-30,1,Texas A&M,,Arkansas State,L,0,0,0,2,arkeith-brown-1
Curtis Brown,2008-08-30,1,Texas,,Florida Atlantic,W,0,0,0,1,curtis-brown-2
Deaundre Brown,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,1,0,0,1,deaundre-brown-1
Jahmal Brown,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,0,0,0,1,jahmal-brown-1
Kreg Brown,2008-08-30,1,Florida International,@,Kansas,L,0,0,0,1,kreg-brown-1
Omar Brown,2008-08-30,1,Marshall,,Illinois State,W,0,0,0,1,omar-brown-1
Weldon Brown,2008-08-30,1,Louisiana Tech,,Mississippi State,W,0,0,0,1,weldon-brown-1
Keith Browner,2008-08-30,1,California,,Michigan State,W,0,0,0,1,keith-browner-1
David Bryant,2008-08-30,1,Northern Illinois,@,Minnesota,L,0,0,0,1,david-bryant-1
Denzel Burrell,2008-08-30,1,Virginia,,Southern California,L,0,0,0,1,denzel-burrell-1
Derek Burrell,2008-08-30,1,Kent State,,Boston College,L,0,0,0,1,derek-burrell-1
Lorenzo Bursey Jr.,2008-08-30,1,Nevada-Las Vegas,,Utah State,W,1,2,0,1,lorenzo-bursey-jr-1
Nate Bussey,2008-08-30,1,Illinois,N,Missouri,L,0,0,0,1,nate-bussey-1
Jairus Byrd,2008-08-30,1,Oregon,,Washington,W,0,0,0,2,jairus-byrd-1
Roshaad Byrd,2008-08-30,1,Southern Mississippi,,Louisiana,W,0,0,0,1,roshaad-byrd-1
Trent Calhoun,2008-08-30,1,Western Kentucky,@,Indiana,L,1,0,0,1,trent-calhoun-1
Tyler Campbell,2008-08-30,1,Akron,@,Wisconsin,L,0,0,0,1,tyler-campbell-2
Rashad Carmichael,2008-08-30,1,Virginia Tech,N,East Carolina,L,0,0,0,1,rashad-carmichael-1
Alex Carrington,2008-08-30,1,Arkansas State,@,Texas A&M,W,0,0,0,1,alex-carrington-1
Nolan Carroll,2008-08-30,1,Maryland,,Delaware,W,0,0,0,1,nolan-carroll-1
Daniel Charbonnet,2008-08-30,1,Texas Tech,,Eastern Washington,W,1,17,0,2,daniel-charbonnet-1
Marquise Charles,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,0,0,0,1,marquise-charles-1
Brock Christopher,2008-08-30,1,Missouri,N,Illinois,W,0,0,0,1,brock-christopher-1
Patrick Chung,2008-08-30,1,Oregon,,Washington,W,0,0,0,1,patrick-chung-1
Adrian Clayborn,2008-08-30,1,Iowa,,Maine,W,0,0,0,2,adrian-clayborn-1
Steven Coleman,2008-08-30,1,Texas Christian,@,New Mexico,W,1,26,0,3,steven-coleman-1
Matt Conrath,2008-08-30,1,Virginia,,Southern California,L,0,0,0,1,matt-conrath-1
Jon Copper,2008-08-30,1,Virginia,,Southern California,L,0,0,0,1,jon-copper-1
Quentin Cotton,2008-08-30,1,East Carolina,N,Virginia Tech,W,1,1,0,2,quentin-cotton-1
Jared Crick,2008-08-30,1,Nebraska,,Western Michigan,W,0,0,0,1,jared-crick-1
Brian Cushing,2008-08-30,1,Southern California,@,Virginia,W,0,0,0,1,brian-cushing-1
Chase Daniel,2008-08-30,1,Alabama-Birmingham,,Tulsa,L,0,0,0,1,chase-daniel-2
Steve Davis,2008-08-30,1,Minnesota,,Northern Illinois,W,0,0,0,1,steve-davis-1
Vontae Davis,2008-08-30,1,Illinois,N,Missouri,L,0,0,0,2,vontae-davis-1
Wes Davis,2008-08-30,1,Boston College,@,Kent State,W,1,0,0,1,wes-davis-1
Will Davis,2008-08-30,1,Illinois,N,Missouri,L,0,0,0,1,will-davis-1
Dom Decicco,2008-08-30,1,Pittsburgh,,Bowling Green State,L,0,0,0,1,dom-decicco-1
Eric Decker,2008-08-30,1,Minnesota,,Northern Illinois,W,0,0,0,1,eric-decker-1
Louis Delmas,2008-08-30,1,Western Michigan,@,Nebraska,L,1,33,0,2,louis-delmas-1
Alton Dixon,2008-08-30,1,Texas A&M,,Arkansas State,L,0,0,0,1,alton-dixon-1
Shawn Doman,2008-08-30,1,Brigham Young,,Northern Iowa,W,0,0,0,1,shawn-doman-1
Nate Douglas,2008-08-30,1,Louisiana,@,Southern Mississippi,L,0,0,0,1,nate-douglas-1
Erique Dozier,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,0,0,0,2,erique-dozier-1
T.J. Drakeford,2008-08-30,1,Marshall,,Illinois State,W,0,0,0,1,tj-drakeford-1
Tommie Duhart,2008-08-30,1,Pittsburgh,,Bowling Green State,L,0,0,0,1,tommie-duhart-1
Brian Duncan,2008-08-30,1,Texas Tech,,Eastern Washington,W,1,0,0,3,brian-duncan-1
A.J. Edds,2008-08-30,1,Iowa,,Maine,W,0,0,0,1,aj-edds-1
Dannell Ellerbe,2008-08-30,1,Georgia,,Georgia Southern,W,1,0,0,1,dannell-ellerbe-1
Kevin Ellison,2008-08-30,1,Southern California,@,Virginia,W,0,0,0,2,kevin-ellison-1
Jai Eugene,2008-08-30,1,Louisiana State,,Appalachian State,W,0,0,0,1,jai-eugene-1
Bryan Evans,2008-08-30,1,Georgia,,Georgia Southern,W,0,0,0,1,bryan-evans-1
Chris Evans,2008-08-30,1,Auburn,,Louisiana-Monroe,W,0,0,0,2,chris-evans-1
Mike Evans,2008-08-30,1,Nevada,,Grambling State,W,0,0,0,1,mike-evans-2
Marcus Ezeff,2008-08-30,1,California,,Michigan State,W,0,0,0,2,marcus-ezeff-1
Obi Ezeh,2008-08-30,1,Michigan,,Utah,L,1,18,0,1,obi-ezeh-1
Faleoga Faumui,2008-08-30,1,Idaho,@,Arizona,L,0,0,0,1,faleoga-faumui-1
Herbert Felder,2008-08-30,1,New Mexico,,Texas Christian,L,0,0,0,1,herbert-felder-1
Keith Fitzhugh,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,2,11,0,2,keith-fitzhugh-1
Bradley Fletcher,2008-08-30,1,Iowa,,Maine,W,1,5,0,1,bradley-fletcher-1
Elton Ford,2008-08-30,1,Arkansas,,Western Illinois,W,0,0,0,2,elton-ford-1
Daryl Forte,2008-08-30,1,Nevada-Las Vegas,,Utah State,W,0,0,0,1,daryl-forte-1
Coye Francies,2008-08-30,1,San Jose State,,California-Davis,W,0,0,0,1,coye-francies-1
Dominique Franks,2008-08-30,1,Oklahoma,,Chattanooga,W,0,0,0,3,dominique-franks-1
Marcus Freeman,2008-08-30,1,Ohio State,,Youngstown State,W,0,0,0,1,marcus-freeman-2
Mack Frost,2008-08-30,1,Maryland,,Delaware,W,0,0,0,1,mack-frost-1
Londen Fryar,2008-08-30,1,Western Michigan,@,Nebraska,L,0,0,0,1,londen-fryar-1
Kepa Gaison,2008-08-30,1,Utah,@,Michigan,W,0,0,0,1,kepa-gaison-1
Justin Garrett,2008-08-30,1,Missouri,N,Illinois,W,0,0,0,1,justin-garrett-1
Wilson Garrison,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,0,0,0,1,wilson-garrison-1
Bani Gbadyu,2008-08-30,1,Penn State,,Coastal Carolina,W,1,2,0,1,bani-gbadyu-1
Justin Gent,2008-08-30,1,Oklahoma State,@,Washington State,W,1,0,0,1,justin-gent-1
Tashaun Gipson,2008-08-30,1,Wyoming,,Ohio,W,0,0,0,1,tashaun-gipson-1
Vincenzo Giruzzi,2008-08-30,1,Syracuse,@,Northwestern,L,0,0,0,1,vincenzo-giruzzi-1
De'Mon Glanton,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,0,0,0,1,demon-glanton-1
Byron Glaspy,2008-08-30,1,Virginia,,Southern California,L,0,0,0,2,byron-glaspy-1
Jordan Glass,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,0,0,0,1,jordan-glass-1
Cody Glenn,2008-08-30,1,Nebraska,,Western Michigan,W,0,0,0,3,cody-glenn-1
Trimane Goddard,2008-08-30,1,North Carolina,,McNeese State,W,1,0,0,1,trimane-goddard-1
Darby Golden,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,0,0,0,1,darby-golden-1
Michael Grandberry,2008-08-30,1,Memphis,@,Mississippi,L,0,0,0,1,michael-grandberry-1
Kevin Grimes,2008-08-30,1,Nevada,,Grambling State,W,1,0,0,1,kevin-grimes-1
Joe Haden,2008-08-30,1,Florida,,Hawaii,W,0,0,0,1,joe-haden-1
Darian Hagan,2008-08-30,1,California,,Michigan State,W,0,0,0,3,darian-hagan-1
Eric Hagg,2008-08-30,1,Nebraska,,Western Michigan,W,0,0,0,1,eric-hagg-1
Courtney Harden,2008-08-30,1,Auburn,,Louisiana-Monroe,W,0,0,0,1,courtney-harden-1
Cary Harris,2008-08-30,1,Southern California,@,Virginia,W,0,0,0,1,cary-harris-1
Chris Harris,2008-08-30,1,Kansas,,Florida International,W,0,0,0,1,chris-harris-1
Darin Harris,2008-08-30,1,Washington,@,Oregon,L,0,0,0,1,darin-harris-1
Brandon Harrison,2008-08-30,1,Michigan,,Utah,L,0,0,0,1,brandon-harrison-1
Mario Harvey,2008-08-30,1,Marshall,,Illinois State,W,1,29,0,1,mario-harvey-1
Jordan Hemby,2008-08-30,1,North Carolina,,McNeese State,W,0,0,0,1,jordan-hemby-1
Rajon Henley,2008-08-30,1,Texas Tech,,Eastern Washington,W,1,12,0,1,rajon-henley-1
Courtney Herndon,2008-08-30,1,Kansas State,,North Texas,W,0,0,0,1,courtney-herndon-1
Mark Herzlich,2008-08-30,1,Boston College,@,Kent State,W,1,1,0,1,mark-herzlich-1
Eddie Hicks,2008-08-30,1,Southern Mississippi,,Louisiana,W,1,9,0,1,eddie-hicks-1
Alonzo Higgins,2008-08-30,1,Western Kentucky,@,Indiana,L,0,0,0,1,alonzo-higgins-1
Royce Hill,2008-08-30,1,North Texas,@,Kansas State,L,0,0,0,1,royce-hill-1
John Holmes,2008-08-30,1,West Virginia,,Villanova,W,1,0,0,1,john-holmes-1
Vonnie Holmes,2008-08-30,1,San Diego State,,Cal Poly,L,0,0,0,3,vonnie-holmes-1
Geoffery Howard,2008-08-30,1,Nevada-Las Vegas,,Utah State,W,0,0,0,1,geoffery-howard-1
Steven Howze,2008-08-30,1,Louisiana Tech,,Mississippi State,W,1,19,0,1,steven-howze-1
Jerry Hughes,2008-08-30,1,Texas Christian,@,New Mexico,W,1,8,0,1,jerry-hughes-1
Marquis Hundley,2008-08-30,1,Arizona,,Idaho,W,0,0,0,2,marquis-hundley-1
Phillip Hunt,2008-08-30,1,Houston,,Southern,W,0,0,0,1,phillip-hunt-1
Chico Hunter,2008-08-30,1,Southern Mississippi,,Louisiana,W,0,0,0,1,chico-hunter-1
Jake Hutton,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,0,0,0,1,jake-hutton-1
Corvey Irvin,2008-08-30,1,Georgia,,Georgia Southern,W,0,0,0,2,corvey-irvin-1
Mortty Ivy,2008-08-30,1,West Virginia,,Villanova,W,1,29,1,1,mortty-ivy-1
Cardia Jackson,2008-08-30,1,Louisiana-Monroe,@,Auburn,L,1,2,0,1,cardia-jackson-1
Jonathan Jackson,2008-08-30,1,Florida International,@,Kansas,L,0,0,0,1,jonathan-jackson-1
Steven Jackson,2008-08-30,1,Ohio,@,Wyoming,L,1,18,0,1,steven-jackson-2
Michael Janac,2008-08-30,1,Marshall,,Illinois State,W,0,0,0,1,michael-janac-1
Ricky Jean-Francois,2008-08-30,1,Louisiana State,,Appalachian State,W,0,0,0,1,ricky-jean-francois-1
Malcolm Jenkins,2008-08-30,1,Ohio State,,Youngstown State,W,0,0,0,2,malcolm-jenkins-1
M.D. Jennings,2008-08-30,1,Arkansas State,@,Texas A&M,W,1,0,0,1,md-jennings-1
Neil Jereb,2008-08-30,1,Ohio,@,Wyoming,L,1,22,0,2,neil-jereb-1
Tony Jerod-Eddie,2008-08-30,1,Texas A&M,,Arkansas State,L,0,0,0,1,tony-jerod-eddie-1
Marquis Johnson,2008-08-30,1,Alabama,N,Clemson,W,1,7,0,1,marquis-johnson-2
Nick Johnson,2008-08-30,1,East Carolina,N,Virginia Tech,W,1,19,0,1,nick-johnson-1
Rashad Johnson,2008-08-30,1,Alabama,N,Clemson,W,0,0,0,1,rashad-johnson-1
Scott Johnson,2008-08-30,1,Brigham Young,,Northern Iowa,W,0,0,0,2,scott-johnson-2
Tremaine Johnson,2008-08-30,1,Louisiana State,,Appalachian State,W,0,0,0,2,tremaine-johnson-1
Arthur Jones,2008-08-30,1,Syracuse,@,Northwestern,L,0,0,0,1,arthur-jones-1
Chad Jones,2008-08-30,1,Louisiana State,,Appalachian State,W,0,0,0,1,chad-jones-1
Colin Jones,2008-08-30,1,Texas Christian,@,New Mexico,W,0,0,0,1,colin-jones-1
Reshad Jones,2008-08-30,1,Georgia,,Georgia Southern,W,0,0,0,1,reshad-jones-1
Travis Jones,2008-08-30,1,San Jose State,,California-Davis,W,0,0,0,2,travis-jones-1
Frantz Joseph,2008-08-30,1,Florida Atlantic,@,Texas,L,0,0,0,1,frantz-joseph-1
Eric Karcinski,2008-08-30,1,Florida International,@,Kansas,L,0,0,0,1,eric-karcinski-1
Xavier Kelley,2008-08-30,1,Arizona,,Idaho,W,0,0,0,1,xavier-kelley-1
Rashawn King,2008-08-30,1,Navy,,Towson,W,1,0,0,1,rashawn-king-1
Maurice Kitchens,2008-08-30,1,Marshall,,Illinois State,W,0,0,0,1,maurice-kitchens-1
Paul Kruger,2008-08-30,1,Utah,@,Michigan,W,0,0,0,1,paul-kruger-1
Jacob Lacey,2008-08-30,1,Oklahoma State,@,Washington State,W,0,0,0,1,jacob-lacey-1
Shaun Lane,2008-08-30,1,Ohio State,,Youngstown State,W,0,0,0,1,shaun-lane-1
Allen Langford,2008-08-30,1,Wisconsin,,Akron,W,0,0,0,1,allen-langford-1
Patrick Lavine,2008-08-30,1,Oklahoma State,@,Washington State,W,0,0,0,1,patrick-lavine-1
Kendrick Lewis,2008-08-30,1,Mississippi,,Memphis,W,1,33,0,4,kendrick-lewis-1
Kenny Lewis,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,1,0,0,2,kenny-lewis-1
Blake Ligon,2008-08-30,1,New Mexico,,Texas Christian,L,1,0,0,2,blake-ligon-1
Jamar Love,2008-08-30,1,Arkansas,,Western Illinois,W,0,0,0,1,jamar-love-1
P.J. Mahone,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,0,0,0,1,pj-mahone-1
Brandon Marshall,2008-08-30,1,Nevada,,Grambling State,W,1,22,0,2,brandon-marshall-3
Jabari Marshall,2008-08-30,1,Duke,,James Madison,W,1,67,0,1,jabari-marshall-1
Ryan Martinez,2008-08-30,1,Florida International,@,Kansas,L,0,0,0,1,ryan-martinez-1
Aaron Maybin,2008-08-30,1,Penn State,,Coastal Carolina,W,0,0,0,1,aaron-maybin-1
Taylor Mays,2008-08-30,1,Southern California,@,Virginia,W,0,0,0,1,taylor-mays-1
Albert McClellan,2008-08-30,1,Marshall,,Illinois State,W,0,0,0,1,albert-mcclellan-1
Shelton McCullough,2008-08-30,1,Penn State,,Coastal Carolina,W,0,0,0,1,shelton-mccullough-1
Jeremy McGee,2008-08-30,1,Mississippi,,Memphis,W,0,0,0,1,jeremy-mcgee-2
Tyrone McKenzie,2008-08-30,1,South Florida,,Tennessee-Martin,W,0,0,0,1,tyrone-mckenzie-1
Scott McKillop,2008-08-30,1,Pittsburgh,,Bowling Green State,L,0,0,0,2,scott-mckillop-1
Sherrick McManis,2008-08-30,1,Northwestern,,Syracuse,W,0,0,0,1,sherrick-mcmanis-1
Loyce Means,2008-08-30,1,Houston,,Southern,W,0,0,0,1,loyce-means-1
Henry Melton,2008-08-30,1,Texas,,Florida Atlantic,W,0,0,0,1,henry-melton-1
Wyatt Middleton,2008-08-30,1,Navy,,Towson,W,0,0,0,1,wyatt-middleton-1
J.J. Milbrook,2008-08-30,1,East Carolina,N,Virginia Tech,W,0,0,0,1,jj-milbrook-1
Doyle Miller,2008-08-30,1,Nevada,,Grambling State,W,0,0,0,1,doyle-miller-1
Ernest Miller,2008-08-30,1,Houston,,Southern,W,0,0,0,2,ernest-miller-1
Dontay Moch,2008-08-30,1,Nevada,,Grambling State,W,0,0,0,1,dontay-moch-1
Aaron Moore,2008-08-30,1,San Diego State,,Cal Poly,L,0,0,0,3,aaron-moore-1
Justin Moore,2008-08-30,1,Air Force,,Southern Utah,W,0,0,0,1,justin-moore-3
William Moore,2008-08-30,1,Missouri,N,Illinois,W,0,0,0,1,william-moore-1
