Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Cameron Walker,2016-08-26,1,California,N,Hawaii,W,1,3,0,0,cameron-walker-1
Ben Bach,2016-09-01,1,Indiana,@,Florida International,W,1,0,0,0,ben-bach-1
Winslow Chapman,2016-09-01,1,Central Michigan,,Presbyterian,W,1,0,0,0,winslow-chapman-1
Amari Coleman,2016-09-01,1,Central Michigan,,Presbyterian,W,1,27,1,0,amari-coleman-1
Dakota Cox,2016-09-01,1,New Mexico,,South Dakota,W,1,0,0,0,dakota-cox-1
Kedrick Davis,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,5,0,0,kedrick-davis-1
Rashard Fant,2016-09-01,1,Indiana,@,Florida International,W,1,34,1,1,rashard-fant-1
Jerod Fernandez,2016-09-01,1,North Carolina State,,William & Mary,W,1,11,0,0,jerod-fernandez-1
Tyrell Gilbert,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,1,58,1,1,tyrell-gilbert-1
Troy Hawthorne,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,0,0,0,troy-hawthorne-1
AJ Jackson,2016-09-01,1,Western Kentucky,,Rice,W,1,0,0,1,aj-jackson-1
Josh Jones,2016-09-01,1,North Carolina State,,William & Mary,W,1,9,0,0,josh-jones-3
Dallin Leavitt,2016-09-01,1,Utah State,,Weber State,W,1,0,0,0,dallin-leavitt-1
Tegray Scales,2016-09-01,1,Indiana,@,Florida International,W,1,16,1,0,tegray-scales-1
Russell Siavii,2016-09-01,1,Idaho,,Montana State,W,1,30,0,3,russell-siavii-1
De'Andre Simmons,2016-09-01,1,Western Kentucky,,Rice,W,1,0,0,1,deandre-simmons-1
Johnny Stanton,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,0,0,2,johnny-stanton-1
Linden Stephens,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,1,-7,0,0,linden-stephens-1
Cameron Sutton,2016-09-01,1,Tennessee,,Appalachian State,W,1,0,0,0,cameron-sutton-1
Marcus Williams,2016-09-01,1,Utah,,Southern Utah,W,1,0,0,1,marcus-williams-9
Chidobe Awuzie,2016-09-02,1,Colorado,N,Colorado State,W,1,14,0,1,chidobe-awuzie-1
Kenneth Brinson,2016-09-02,1,Army,@,Temple,W,1,0,0,0,kenneth-brinson-1
Andrew Dowell,2016-09-02,1,Michigan State,,Furman,W,1,0,0,0,andrew-dowell-1
Corey Hall,2016-09-02,1,Ball State,@,Georgia State,W,1,11,0,0,corey-hall-2
Marcus Hyatt,2016-09-02,1,Army,@,Temple,W,1,26,0,0,marcus-hyatt-1
Dallas Lloyd,2016-09-02,1,Stanford,,Kansas State,W,1,26,0,1,dallas-lloyd-1
Quenton Meeks,2016-09-02,1,Stanford,,Kansas State,W,1,0,0,1,quenton-meeks-1
Mike Reynolds,2016-09-02,1,Army,@,Temple,W,1,3,0,0,mike-reynolds-3
Jerome Smith,2016-09-02,1,Georgia State,,Ball State,L,2,50,1,0,jerome-smith-2
Tedric Thompson,2016-09-02,1,Colorado,N,Colorado State,W,1,20,0,1,tedric-thompson-1
Taylor Barton,2016-09-03,1,Illinois,,Murray State,W,1,0,0,0,taylor-barton-3
Bazie Bates IV,2016-09-03,1,Kansas,,Rhode Island,W,1,0,0,1,bazie-bates-iv-1
Brandon Beaver,2016-09-03,1,Washington,,Rutgers,W,1,46,0,0,brandon-beaver-1
Brandon Bell,2016-09-03,1,Penn State,,Kent State,W,1,0,0,0,brandon-bell-2
Francis Bernard,2016-09-03,1,Brigham Young,N,Arizona,W,1,0,0,0,francis-bernard-1
Breon Borders,2016-09-03,1,Duke,,North Carolina Central,W,1,0,0,1,breon-borders-1
Ben Boulware,2016-09-03,1,Clemson,@,Auburn,W,1,0,0,0,ben-boulware-1
Robert Brice,2016-09-03,1,Georgia Southern,,Savannah State,W,1,0,0,0,robert-brice-1
Jesse Brubaker,2016-09-03,1,Tulsa,,San Jose State,W,1,24,1,0,jesse-brubaker-1
Rodjay Burns,2016-09-03,1,Ohio State,,Bowling Green State,W,1,75,1,0,rodjay-burns-1
Anthony Cioffi,2016-09-03,1,Rutgers,@,Washington,L,1,0,0,1,anthony-cioffi-1
Leroy Clark,2016-09-03,1,Purdue,,Eastern Kentucky,W,1,17,0,0,leroy-clark-2
Adrian Colbert,2016-09-03,1,Miami (FL),,Florida A&M,W,1,46,0,0,adrian-colbert-1
Trae Collins,2016-09-03,1,Southern Mississippi,@,Kentucky,W,1,0,0,0,trae-collins-1
Chad Davis,2016-09-03,1,North Texas,,Southern Methodist,L,1,37,0,1,chad-davis-3
D'Cota Dixon,2016-09-03,1,Wisconsin,N,Louisiana State,W,1,0,0,0,dcota-dixon-1
Terrell Edmunds,2016-09-03,1,Virginia Tech,,Liberty,W,1,15,0,0,terrell-edmunds-1
Corn Elder,2016-09-03,1,Miami (FL),,Florida A&M,W,1,2,0,0,corn-elder-1
Deontay Evans,2016-09-03,1,Middle Tennessee State,,Alabama A&M,W,1,5,0,0,deontay-evans-1
Justin Evans,2016-09-03,1,Texas A&M,,UCLA,W,2,0,0,1,justin-evans-1
Dre Greenlaw,2016-09-03,1,Arkansas,,Louisiana Tech,W,1,3,0,0,dre-greenlaw-1
Chris Griffin,2016-09-03,1,Georgia Tech,N,Boston College,W,1,0,0,0,chris-griffin-2
Corey Griffin,2016-09-03,1,Georgia Tech,N,Boston College,W,1,11,0,0,corey-griffin-1
Shaquill Griffin,2016-09-03,1,Central Florida,,South Carolina State,W,1,0,0,1,shaquill-griffin-1
J.D. Harmon,2016-09-03,1,Kentucky,,Southern Mississippi,L,2,0,0,1,jd-harmon-1
Brandon Harris,2016-09-03,1,Bowling Green State,@,Ohio State,L,1,63,1,0,brandon-harris-10
Nigel Harris,2016-09-03,1,South Florida,,Towson,W,1,49,0,0,nigel-harris-1
Josh Hayes,2016-09-03,1,Purdue,,Eastern Kentucky,W,1,0,0,0,josh-hayes-1
Delano Hill,2016-09-03,1,Michigan,,Hawaii,W,1,27,1,1,delano-hill-1
Joshua Holsey,2016-09-03,1,Auburn,,Clemson,L,1,0,0,2,joshua-holsey-1
Malik Hooker,2016-09-03,1,Ohio State,,Bowling Green State,W,2,44,0,0,malik-hooker-1
Marlon Humphrey,2016-09-03,1,Alabama,N,Southern California,W,1,18,1,0,marlon-humphrey-1
Julian Hylton,2016-09-03,1,Illinois,,Murray State,W,1,-2,0,0,julian-hylton-1
Rickey Jefferson,2016-09-03,1,Louisiana State,N,Wisconsin,L,1,0,0,0,rickey-jefferson-1
Jalen Jelks,2016-09-03,1,Oregon,,California-Davis,W,1,1,0,0,jalen-jelks-1
Jadar Johnson,2016-09-03,1,Clemson,@,Auburn,W,1,0,0,2,jadar-johnson-1
Chris Jones,2016-09-03,1,Nebraska,,Fresno State,W,1,0,0,1,chris-jones-12
Iman Marshall,2016-09-03,1,Southern California,N,Alabama,L,1,0,0,0,iman-marshall-1
Arthur Maulet,2016-09-03,1,Memphis,,Southeast Missouri State,W,1,18,0,3,arthur-maulet-1
Blake McClain,2016-09-03,1,Kentucky,,Southern Mississippi,L,1,0,0,1,blake-mcclain-1
Na'Im McGee,2016-09-03,1,San Diego State,,New Hampshire,W,1,0,0,0,naim-mcgee-1
Kamryn Melton,2016-09-03,1,Troy,,Austin Peay,W,1,0,0,0,kamryn-melton-1
Darrion Millines,2016-09-03,1,Southern Methodist,@,North Texas,W,1,0,0,1,darrion-millines-1
Kai Nacua,2016-09-03,1,Brigham Young,N,Arizona,W,1,1,0,0,kai-nacua-1
Kylan Nelson,2016-09-03,1,Ohio,,Texas State,L,2,35,0,0,kylan-nelson-1
Thierry Nguema,2016-09-03,1,Texas Tech,,Stephen F. Austin,W,1,0,0,0,thierry-nguema-1
Amani Oruwariye,2016-09-03,1,Penn State,,Kent State,W,1,30,1,0,amani-oruwariye-1
Damien Packer,2016-09-03,2,Hawaii,@,Michigan,L,1,0,0,0,damien-packer-1
Aarion Penton,2016-09-03,1,Missouri,@,West Virginia,L,1,0,0,0,aarion-penton-2
Adarius Pickett,2016-09-03,1,UCLA,@,Texas A&M,L,1,0,0,1,adarius-pickett-1
Marcellus Pippins,2016-09-03,1,Washington State,,Eastern Washington,L,1,0,0,0,marcellus-pippins-1
Horace Richardson,2016-09-03,1,Southern Methodist,@,North Texas,W,2,15,0,0,horace-richardson-1
Galen Robinson,2016-09-03,1,Purdue,,Eastern Kentucky,W,1,78,1,0,galen-robinson-1
Prince Sam,2016-09-03,1,Louisiana Tech,@,Arkansas,L,1,34,0,2,prince-sam-1
Anthony Sherrils,2016-09-03,1,Missouri,@,West Virginia,L,1,-4,0,0,anthony-sherrils-1
Travon Simmons,2016-09-03,1,East Carolina,,Western Carolina,W,1,7,0,0,travon-simmons-1
Channing Stribling,2016-09-03,1,Michigan,,Hawaii,W,1,51,1,0,channing-stribling-1
Greg Stroman,2016-09-03,1,Virginia Tech,,Liberty,W,2,0,0,1,greg-stroman-1
Derrick Tindal,2016-09-03,1,Wisconsin,N,Louisiana State,W,1,43,0,1,derrick-tindal-1
Aaron Townsend,2016-09-03,1,Louisiana-Monroe,,Southern,W,1,0,0,0,aaron-townsend-1
Tre'Davious White,2016-09-03,1,Louisiana State,N,Wisconsin,L,1,21,1,1,tredavious-white-1
Keyan Williams,2016-09-03,1,Nebraska,,Fresno State,W,1,0,0,0,keyan-williams-1
Priest Willis,2016-09-03,1,Texas A&M,,UCLA,W,1,13,0,1,priest-willis-1
Xavier Woods,2016-09-03,1,Louisiana Tech,@,Arkansas,L,1,0,0,0,xavier-woods-1
Shaun Crawford,2016-09-04,1,Notre Dame,@,Texas,L,1,22,0,0,shaun-crawford-1
Aaron Young,2016-09-04,1,Old Dominion,,Hampton,W,1,15,1,0,aaron-young-2
Derwin James,2016-09-05,1,Florida State,N,Mississippi,W,1,0,0,0,derwin-james-1
Marcus Lewis,2016-09-05,1,Florida State,N,Mississippi,W,1,0,0,0,marcus-lewis-2
Tarvarus McFadden,2016-09-05,1,Florida State,N,Mississippi,W,1,0,0,1,tarvarus-mcfadden-1
Jaire Alexander,2016-09-09,2,Louisville,@,Syracuse,W,1,0,0,0,jaire-alexander-1
Jermaine Carter Jr.,2016-09-09,2,Maryland,@,Florida International,W,1,14,1,0,jermaine-carter-jr-1
Daivon Ellison,2016-09-09,2,Syracuse,,Louisville,L,1,50,0,0,daivon-ellison-1
Derrick Baity,2016-09-10,2,Kentucky,@,Florida,L,1,10,0,1,derrick-baity-1
Marcelino Ball,2016-09-10,2,Indiana,,Ball State,W,1,0,0,0,marcelino-ball-1
Dominic Barnes,2016-09-10,2,San Jose State,,Portland State,W,1,0,0,0,dominic-barnes-1
Al-Rasheed Benton,2016-09-10,2,West Virginia,,Youngstown State,W,1,13,0,0,al-rasheed-benton-1
Francis Bernard,2016-09-10,2,Brigham Young,@,Utah,L,1,0,0,1,francis-bernard-1
Juwuan Briscoe,2016-09-10,2,Georgia,,Nicholls State,W,1,0,0,0,juwuan-briscoe-1
Joey Burkett,2016-09-10,2,Missouri,,Eastern Michigan,W,1,1,1,0,joey-burkett-1
Oren Burks,2016-09-10,2,Vanderbilt,,Middle Tennessee State,W,1,59,0,3,oren-burks-1
Andre Chachere,2016-09-10,2,San Jose State,,Portland State,W,2,63,0,0,andre-chachere-1
Sean Chandler,2016-09-10,2,Temple,,Stony Brook,W,1,0,0,0,sean-chandler-2
Gareon Conley,2016-09-10,2,Ohio State,,Tulsa,W,1,0,0,0,gareon-conley-1
Josh Cox,2016-09-10,2,Central Michigan,@,Oklahoma State,W,1,0,0,0,josh-cox-1
Kedrick Davis,2016-09-10,2,UNC Charlotte,,Elon,W,1,2,0,1,kedrick-davis-1
Ben DeLuca,2016-09-10,2,UNC Charlotte,,Elon,W,1,0,0,1,ben-deluca-1
Clifton Duck,2016-09-10,2,Appalachian State,,Old Dominion,W,1,0,0,0,clifton-duck-1
Alex Duncan,2016-09-10,2,UNC Charlotte,,Elon,W,1,0,0,0,alex-duncan-1
Brooks Ellis,2016-09-10,2,Arkansas,@,Texas Christian,W,1,47,1,0,brooks-ellis-1
Jamal Ellis,2016-09-10,2,Fresno State,,Sacramento State,W,1,0,0,0,jamal-ellis-2
Noel Ellis,2016-09-10,2,Texas A&M,,Prairie View A&M,W,1,0,0,0,noel-ellis-2
Demetrius Flannigan-Fowles,2016-09-10,2,Arizona,,Grambling State,W,1,1,0,0,demetrius-flannigan-fowles-1
Nathan Gerry,2016-09-10,2,Nebraska,,Wyoming,W,2,8,0,1,nathan-gerry-1
Tyrell Gilbert,2016-09-10,2,Cincinnati,@,Purdue,W,1,26,0,0,tyrell-gilbert-1
Joe Giles-Harris,2016-09-10,2,Duke,,Wake Forest,L,1,3,0,0,joe-giles-harris-1
Tyquwan Glass,2016-09-10,2,Fresno State,,Sacramento State,W,1,0,0,2,tyquwan-glass-1
