Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Richard Allen,2015-09-03,1,Tulane,,Duke,L,0,0,0,3,richard-allen-2
Dionte Austin,2015-09-03,1,Wake Forest,,Elon,W,0,0,0,1,dionte-austin-1
Lance Austin,2015-09-03,1,Georgia Tech,,Alcorn State,W,0,0,0,1,lance-austin-1
Chidobe Awuzie,2015-09-03,1,Colorado,@,Hawaii,L,1,26,0,2,chidobe-awuzie-1
James Bailey,2015-09-03,1,Fresno State,,Abilene Christian,W,0,0,0,1,james-bailey-4
Devin Bass,2015-09-03,1,Ohio,@,Idaho,W,0,0,0,2,devin-bass-1
Chris Bradley,2015-09-03,1,Texas Christian,@,Minnesota,W,0,0,0,1,chris-bradley-1
Mark Bruno,2015-09-03,1,Florida International,@,Central Florida,W,0,0,0,1,mark-bruno-1
Oren Burks,2015-09-03,1,Vanderbilt,,Western Kentucky,L,0,0,0,2,oren-burks-1
De'Vondre Campbell,2015-09-03,1,Minnesota,,Texas Christian,L,0,0,0,1,devondre-campbell-1
Tevin Carter,2015-09-03,1,Utah,,Michigan,W,0,0,0,1,tevin-carter-1
Jeremy Cash,2015-09-03,1,Duke,@,Tulane,W,0,0,0,1,jeremy-cash-2
Andre Chachere,2015-09-03,1,San Jose State,,New Hampshire,W,0,0,0,1,andre-chachere-1
Simon Connette,2015-09-03,1,San Jose State,,New Hampshire,W,0,0,0,1,simon-connette-1
Kenneth Crawley,2015-09-03,1,Colorado,@,Hawaii,L,0,0,0,2,kenneth-crawley-1
Dedrick Cromartie,2015-09-03,1,Ball State,,Virginia Military Institute,W,0,0,0,1,dedrick-cromartie-1
Zach Cunningham,2015-09-03,1,Vanderbilt,,Western Kentucky,L,0,0,0,1,zach-cunningham-1
Jalen Davis,2015-09-03,1,Utah State,,Southern Utah,W,0,0,0,3,jalen-davis-1
Jamal Ellis,2015-09-03,1,Fresno State,,Abilene Christian,W,0,0,0,2,jamal-ellis-2
Marwin Evans,2015-09-03,1,Utah State,,Southern Utah,W,0,0,0,1,marwin-evans-1
Fie Faaituala,2015-09-03,1,Nevada,,California-Davis,W,0,0,0,2,fie-faaituala-1
Salesa Faraimo,2015-09-03,1,Nevada,,California-Davis,W,0,0,0,1,salesa-faraimo-1
Lt Filiaga,2015-09-03,1,Utah State,,Southern Utah,W,0,0,0,1,lt-filiaga-1
Tre Flowers,2015-09-03,1,Oklahoma State,@,Central Michigan,W,1,3,0,1,tre-flowers-1
Nate Gaines,2015-09-03,1,Texas-San Antonio,@,Arizona,L,0,0,0,1,nate-gaines-1
Devin Gaulden,2015-09-03,1,Wake Forest,,Elon,W,0,0,0,1,devin-gaulden-1
Addison Gillam,2015-09-03,1,Colorado,@,Hawaii,L,0,0,0,1,addison-gillam-1
Tyquwan Glass,2015-09-03,1,Fresno State,,Abilene Christian,W,0,0,0,1,tyquwan-glass-1
Cameron Glenn,2015-09-03,1,Wake Forest,,Elon,W,0,0,0,1,cameron-glenn-2
Daniel Gray,2015-09-03,1,Utah State,,Southern Utah,W,0,0,0,1,daniel-gray-2
Haden Gregory,2015-09-03,1,Arizona,,Texas-San Antonio,W,0,0,0,2,haden-gregory-1
Shaquill Griffin,2015-09-03,1,Central Florida,,Florida International,L,0,0,0,1,shaquill-griffin-1
