Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Devin Abraham,2017-08-26,1,South Florida,@,San Jose State,W,1,27,0,1,devin-abraham-1
Zayne Anderson,2017-08-26,1,Brigham Young,,Portland State,W,1,27,0,0,zayne-anderson-1
Anthony Hawkins,2017-08-26,1,Colorado State,,Oregon State,W,1,14,0,2,anthony-hawkins-1
Solomon Matautia,2017-08-26,1,Hawaii,@,Massachusetts,W,1,1,0,0,solomon-matautia-1
Isaiah Rodgers,2017-08-26,1,Massachusetts,,Hawaii,L,1,0,0,1,isaiah-rodgers-1
Nico Sawtelle,2017-08-26,1,South Florida,@,San Jose State,W,1,0,0,0,nico-sawtelle-1
Jovan Swann,2017-08-26,1,Stanford,N,Rice,W,1,2,0,0,jovan-swann-1
Tre Thomas,2017-08-26,1,Colorado State,,Oregon State,W,1,44,1,0,tre-thomas-2
Josh Watson,2017-08-26,1,Colorado State,,Oregon State,W,1,3,0,0,josh-watson-2
Kyle White,2017-08-26,1,Oregon State,@,Colorado State,L,1,0,0,0,kyle-white-4
Mazzi Wilkins,2017-08-26,1,South Florida,@,San Jose State,W,1,21,0,2,mazzi-wilkins-1
Julian Blackmon,2017-08-31,1,Utah,,North Dakota,W,1,17,0,2,julian-blackmon-1
Alex Briones,2017-08-31,1,Central Michigan,,Rhode Island,W,1,-5,0,0,alex-briones-1
Joey Bryant,2017-08-31,1,Arizona State,,New Mexico State,W,1,0,0,1,joey-bryant-1
Amari Coleman,2017-08-31,1,Central Michigan,,Rhode Island,W,2,0,0,0,amari-coleman-1
Josh Cox,2017-08-31,1,Central Michigan,,Rhode Island,W,2,0,0,1,josh-cox-1
Olin Cushion,2017-08-31,1,Florida International,@,Central Florida,L,1,33,0,0,olin-cushion-1
Jordan Fuller,2017-08-31,1,Ohio State,@,Indiana,W,1,40,0,0,jordan-fuller-1
Austin Hall,2017-08-31,1,Memphis,,Louisiana-Monroe,W,1,0,0,0,austin-hall-3
Jacob Huff,2017-08-31,1,Minnesota,,Buffalo,W,1,0,0,0,jacob-huff-1
Darwyn Kelly,2017-08-31,1,Central Michigan,,Rhode Island,W,1,0,0,0,darwyn-kelly-1
Cameron Lewis,2017-08-31,1,Buffalo,@,Minnesota,L,1,0,0,1,cameron-lewis-1
Tre Neal,2017-08-31,1,Central Florida,,Florida International,W,1,29,0,0,tre-neal-1
Kahlil Robinson,2017-08-31,1,Toledo,,Elon,W,1,0,0,0,kahlil-robinson-1
Justin Strnad,2017-08-31,1,Wake Forest,,Presbyterian,W,1,22,0,0,justin-strnad-1
Collin Turner,2017-08-31,1,Louisiana-Monroe,@,Memphis,L,1,18,0,2,collin-turner-1
Denzel Ward,2017-08-31,1,Ohio State,@,Indiana,W,1,0,0,5,denzel-ward-3
Kobe Williams,2017-08-31,1,Arizona State,,New Mexico State,W,1,49,1,1,kobe-williams-1
Bryan Wright,2017-08-31,1,Cincinnati,,Austin Peay,W,1,2,0,0,bryan-wright-5
Jason Beck,2017-09-01,1,Eastern Michigan,,UNC Charlotte,W,1,0,0,0,jason-beck-2
Lukas Denis,2017-09-01,1,Boston College,@,Northern Illinois,W,1,0,0,2,lukas-denis-1
D'Cota Dixon,2017-09-01,1,Wisconsin,,Utah State,W,1,-1,0,0,dcota-dixon-1
T.J. Edwards,2017-09-01,1,Wisconsin,,Utah State,W,1,7,0,2,tj-edwards-3
Joe Ferguson,2017-09-01,1,Wisconsin,,Utah State,W,1,99,1,0,joe-ferguson-2
