Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Steve Burke,2004-08-28,1,Miami (OH),,Indiana State,W,1,0,0,,steve-burke-1
Lofa Tatupu,2004-08-28,1,Southern California,N,Virginia Tech,W,1,32,0,,lofa-tatupu-1
Steven Bednarik,2004-09-02,1,Eastern Michigan,,Buffalo,W,1,22,0,,steven-bednarik-1
Quency Darley,2004-09-02,1,Arizona State,,Texas-El Paso,W,1,5,0,,quency-darley-1
Mike Davis Jr.,2004-09-02,1,Arizona State,,Texas-El Paso,W,1,9,0,,mike-davis-jr-1
Sir James Delgardo,2004-09-02,1,Texas-El Paso,@,Arizona State,L,1,0,0,,sir-james-delgardo-1
Emmanuel Franklin,2004-09-02,1,Arizona State,,Texas-El Paso,W,2,76,1,,emmanuel-franklin-1
David Gater,2004-09-02,1,Ball State,,Boston College,L,1,37,0,,david-gater-1
Mike Giorgianni,2004-09-02,1,Western Michigan,,Tennessee-Martin,W,1,33,1,,mike-giorgianni-1
Marvin Godbolt,2004-09-02,1,Texas Christian,,Northwestern,W,1,29,0,,marvin-godbolt-1
Steven Lewis,2004-09-02,1,Eastern Michigan,,Buffalo,W,1,22,0,,steven-lewis-1
Dominique Price,2004-09-02,1,Northwestern,@,Texas Christian,L,1,0,0,,dominique-price-1
Husain Abdullah,2004-09-03,1,Washington State,@,New Mexico,W,1,0,0,,husain-abdullah-1
Brandon Payne,2004-09-03,1,New Mexico,,Washington State,L,2,0,0,,brandon-payne-1
Alex Teems,2004-09-03,1,Washington State,@,New Mexico,W,2,0,0,,alex-teems-1
Theo Baines,2004-09-04,1,Kansas,,Tulsa,W,1,0,0,,theo-baines-1
Donny Baker,2004-09-04,1,San Diego State,,Idaho State,W,1,15,0,,donny-baker-1
Bobby Blackshire,2004-09-04,1,Tulsa,@,Kansas,L,1,0,0,,bobby-blackshire-1
Warren Braxton,2004-09-04,1,Wake Forest,@,Clemson,L,1,10,0,,warren-braxton-1
Darrell Brooks,2004-09-04,1,Arizona,,Northern Arizona,W,1,8,0,,darrell-brooks-1
Daniel Bullocks,2004-09-04,1,Nebraska,,Western Illinois,W,1,58,0,,daniel-bullocks-1
Terrance Butler,2004-09-04,1,Wyoming,,Appalachian State,W,1,0,0,,terrance-butler-1
Antoine Cason,2004-09-04,1,Arizona,,Northern Arizona,W,1,4,0,,antoine-cason-1
Simeon Castille,2004-09-04,1,Alabama,,Utah State,W,1,31,1,,simeon-castille-1
Ira Cooper,2004-09-04,1,Nebraska,,Western Illinois,W,1,51,0,,ira-cooper-1
Markus Curry,2004-09-04,1,Michigan,,Miami (OH),W,2,46,0,,markus-curry-1
Thomas Davis,2004-09-04,1,Georgia,,Georgia Southern,W,1,0,0,,thomas-davis-1
Josh Dean,2004-09-04,1,San Diego State,,Idaho State,W,1,0,0,,josh-dean-1
Abraham Elimimian,2004-09-04,1,Hawaii,,Florida Atlantic,L,2,0,0,,abraham-elimimian-1
Robby Farmer,2004-09-04,1,Troy,@,Marshall,W,1,0,0,,robby-farmer-1
Heath Farwell,2004-09-04,1,San Diego State,,Idaho State,W,1,0,0,,heath-farwell-1
Alfred Fincher,2004-09-04,1,Connecticut,,Murray State,W,1,16,1,,alfred-fincher-1
Wilrey Fontenot,2004-09-04,1,Arizona,,Northern Arizona,W,1,7,0,,wilrey-fontenot-1
Gabe Franklin,2004-09-04,1,Boise State,,Idaho,W,1,20,0,,gabe-franklin-1
Josh Gattis,2004-09-04,1,Wake Forest,@,Clemson,L,1,37,0,,josh-gattis-1
Matt Giordano,2004-09-04,1,California,@,Air Force,W,1,0,0,,matt-giordano-1
Vernon Grant,2004-09-04,1,Oklahoma State,@,UCLA,W,1,3,0,,vernon-grant-1
Chad Greenway,2004-09-04,1,Iowa,,Kent State,W,2,54,1,,chad-greenway-1
JaJuan Hall,2004-09-04,1,Cincinnati,@,Ohio State,L,1,0,0,,jajuan-hall-1
Adriel Hansbro,2004-09-04,1,Northern Illinois,@,Maryland,L,1,1,0,,adriel-hansbro-1
Jason Harmon,2004-09-04,1,Michigan State,@,Rutgers,L,1,19,0,,jason-harmon-2
Roman Harper,2004-09-04,1,Alabama,,Utah State,W,1,26,0,,roman-harper-1
Jermaine Harris,2004-09-04,1,South Carolina,@,Vanderbilt,W,1,0,0,,jermaine-harris-1
Anttaj Hawthorne,2004-09-04,1,Wisconsin,,Central Florida,W,1,15,0,,anttaj-hawthorne-1
Kelvin Hayden,2004-09-04,1,Illinois,,Florida A&M,W,2,23,1,,kelvin-hayden-1
Will Herring,2004-09-04,1,Auburn,,Louisiana-Monroe,W,1,0,0,,will-herring-1
Marcus Hudson,2004-09-04,1,North Carolina State,,Richmond,W,1,1,0,,marcus-hudson-1
Antonio Huffman,2004-09-04,1,Texas Tech,@,Southern Methodist,W,1,12,0,,antonio-huffman-1
Ernest Hunter,2004-09-04,1,West Virginia,,East Carolina,W,1,0,0,,ernest-hunter-1
Brian Iwuh,2004-09-04,1,Colorado,,Colorado State,W,1,37,1,,brian-iwuh-1
D'Qwell Jackson,2004-09-04,1,Maryland,,Northern Illinois,W,2,36,0,,dqwell-jackson-1
Jamacia Jackson,2004-09-04,1,South Carolina,@,Vanderbilt,W,1,98,1,,jamacia-jackson-1
Preston Jackson,2004-09-04,1,Notre Dame,@,Brigham Young,L,1,38,1,,preston-jackson-1
J.J. Jones,2004-09-04,1,North Carolina State,,Richmond,W,1,2,0,,jj-jones-2
Kevin Kane,2004-09-04,1,Kansas,,Tulsa,W,1,18,0,,kevin-kane-1
Miles Kochevar,2004-09-04,1,Colorado State,@,Colorado,L,1,0,0,,miles-kochevar-1
Richard Koonce,2004-09-04,1,East Carolina,@,West Virginia,L,1,2,0,,richard-koonce-1
Laron Landry,2004-09-04,1,Louisiana State,,Oregon State,W,1,0,0,,laron-landry-1
Maurice Linguist,2004-09-04,1,Baylor,@,Alabama-Birmingham,L,1,0,0,,maurice-linguist-1
Marcus Mark,2004-09-04,1,Alabama-Birmingham,,Baylor,W,1,31,1,,marcus-mark-1
Trumaine McBride,2004-09-04,1,Mississippi,,Memphis,L,1,0,0,,trumaine-mcbride-1
Clarence McDougal,2004-09-04,1,Mississippi State,,Tulane,W,1,0,0,,clarence-mcdougal-1
Corey McKeon,2004-09-04,1,Nebraska,,Western Illinois,W,1,5,0,,corey-mckeon-1
Doug Monaghan,2004-09-04,1,Cincinnati,@,Ohio State,L,1,5,0,,doug-monaghan-1
Ryan Mundy,2004-09-04,1,Michigan,,Miami (OH),W,1,38,0,,ryan-mundy-1
Ryan Neill,2004-09-04,1,Rutgers,,Michigan State,W,1,31,1,,ryan-neill-1
Keon Newson,2004-09-04,1,Bowling Green State,@,Oklahoma,L,1,28,1,,keon-newson-1
Alex Peoples,2004-09-04,1,Arkansas State,@,Missouri,L,1,2,0,,alex-peoples-1
Leonard Peters,2004-09-04,1,Hawaii,,Florida Atlantic,L,1,0,0,,leonard-peters-1
Anwar Phillips,2004-09-04,1,Penn State,,Akron,W,2,47,0,,anwar-phillips-1
Sabby Piscitelli,2004-09-04,1,Oregon State,@,Louisiana State,L,1,7,0,,sabby-piscitelli-1
Phil Pitts,2004-09-04,1,Missouri,,Arkansas State,W,1,49,1,,phil-pitts-1
Tracy Porter,2004-09-04,1,Indiana,,Central Michigan,W,2,98,1,,tracy-porter-1
Matt Pusateri,2004-09-04,2,Miami (OH),@,Michigan,L,1,18,0,,matt-pusateri-1
Brandon Register,2004-09-04,1,Alabama-Birmingham,,Baylor,W,1,24,0,,brandon-register-1
Ron Rockett,2004-09-04,1,Wyoming,,Appalachian State,W,1,33,0,,ron-rockett-1
DeMarcus Rodgers,2004-09-04,1,Alabama-Birmingham,,Baylor,W,1,7,0,,demarcus-rodgers-1
Chris Royal,2004-09-04,1,Marshall,,Troy,L,2,42,0,,chris-royal-1
J.R. Ruffin,2004-09-04,1,Idaho,@,Boise State,L,1,17,0,,jr-ruffin-1
Ernest Shazor,2004-09-04,1,Michigan,,Miami (OH),W,1,88,1,,ernest-shazor-1
Antwain Spann,2004-09-04,1,Louisiana,,Northwestern State,W,1,14,0,,antwain-spann-1
Jacob Stewart,2004-09-04,1,Michigan,,Miami (OH),W,1,31,0,,jacob-stewart-1
Jamie Thompson,2004-09-04,1,Oklahoma State,@,UCLA,W,1,26,0,,jamie-thompson-1
Guy Tuell,2004-09-04,1,Wyoming,,Appalachian State,W,1,0,0,,guy-tuell-1
Fabian Washington,2004-09-04,1,Nebraska,,Western Illinois,W,1,0,0,,fabian-washington-1
Donald Whitehead,2004-09-04,1,East Carolina,@,West Virginia,L,1,0,0,,donald-whitehead-1
Darren Williams,2004-09-04,1,Mississippi State,,Tulane,W,1,19,0,,darren-williams-1
Jack Williams,2004-09-04,1,Kent State,@,Iowa,L,1,99,1,,jack-williams-1
Larry Williams,2004-09-04,1,West Virginia,,East Carolina,W,1,0,0,,larry-williams-1
Shelton Williams,2004-09-04,1,Louisiana-Monroe,@,Auburn,L,1,42,0,,shelton-williams-1
T.J. Wright,2004-09-04,1,Ohio,,Virginia Military Institute,W,1,41,1,,tj-wright-1
Chad Anderson,2004-09-05,1,Kentucky,@,Louisville,L,1,14,0,,chad-anderson-1
Evan Benjamin,2004-09-05,1,Washington,,Fresno State,L,1,15,0,,evan-benjamin-1
Corey Campbell,2004-09-05,1,Tennessee,,Nevada-Las Vegas,W,1,1,0,,corey-campbell-1
Awan Diles,2004-09-05,1,Fresno State,@,Washington,W,1,34,0,,awan-diles-1
Will Gulley,2004-09-05,1,Houston,N,Rice,L,1,16,0,,will-gulley-1
Terry Holley,2004-09-05,1,Rice,N,Houston,W,1,0,0,,terry-holley-1
Paul Long,2004-09-05,1,Purdue,,Syracuse,W,1,0,0,,paul-long-1
Richard Marshall,2004-09-05,1,Fresno State,@,Washington,W,1,75,1,,richard-marshall-1
Bernard Pollard,2004-09-05,1,Purdue,,Syracuse,W,1,19,0,,bernard-pollard-1
Kerry Rhodes,2004-09-05,1,Louisville,,Kentucky,W,2,56,1,,kerry-rhodes-1
James Sanders,2004-09-05,1,Fresno State,@,Washington,W,2,19,1,,james-sanders-1
Nick Hawthrone,2004-09-06,1,Nevada,@,Louisiana Tech,L,1,17,0,,nick-hawthrone-1
Arthur Adams,2004-09-09,2,Troy,,Missouri,W,1,8,0,,arthur-adams-1
Johnny Faulk,2004-09-09,2,Troy,,Missouri,W,1,0,0,,johnny-faulk-1
A.J. Kincade,2004-09-09,2,Missouri,@,Troy,L,1,0,0,,aj-kincade-1
Marcus King,2004-09-09,2,Missouri,@,Troy,L,1,0,0,,marcus-king-1
Shridonya Mitchell,2004-09-09,2,Missouri,@,Troy,L,1,26,0,,shridonya-mitchell-1
Deshan Cabaong,2004-09-10,2,Boise State,,Oregon State,W,1,28,0,,deshan-cabaong-1
Antonio Cromartie,2004-09-10,1,Florida State,@,Miami (FL),L,1,-3,0,,antonio-cromartie-1
Korey Hall,2004-09-10,2,Boise State,,Oregon State,W,3,46,1,,korey-hall-1
Kelly Jennings,2004-09-10,1,Miami (FL),,Florida State,W,1,1,0,,kelly-jennings-1
Sabby Piscitelli,2004-09-10,2,Oregon State,@,Boise State,L,1,17,0,,sabby-piscitelli-1
Greg Threat,2004-09-10,1,Miami (FL),,Florida State,W,1,0,0,,greg-threat-1
Mike Anderson,2004-09-11,2,Idaho,@,Utah State,L,1,0,0,,mike-anderson-1
Oshiomogho Atogwe,2004-09-11,2,Stanford,,Brigham Young,W,1,0,0,,oshiomogho-atogwe-1
Zachary Baker,2004-09-11,2,East Carolina,,Wake Forest,L,1,7,0,,zachary-baker-1
Trumaine Banks,2004-09-11,2,Minnesota,,Illinois State,W,1,20,0,,trumaine-banks-1
Tramaine Billie,2004-09-11,2,Clemson,,Georgia Tech,L,1,0,0,,tramaine-billie-1
Will Blackmon,2004-09-11,2,Boston College,,Penn State,W,1,-5,0,,will-blackmon-1
Jeremy Bohannon,2004-09-11,2,Washington State,,Colorado,L,1,0,0,,jeremy-bohannon-1
Eric Brock,2004-09-11,2,Auburn,@,Mississippi State,W,1,0,0,,eric-brock-1
Aaron Brown,2004-09-11,2,Texas A&M,,Wyoming,W,1,6,0,,aaron-brown-1
Jonte' Buhl,2004-09-11,2,Texas A&M,,Wyoming,W,1,5,0,,jonte-buhl-1
Daniel Bullocks,2004-09-11,2,Nebraska,,Southern Mississippi,L,1,16,0,,daniel-bullocks-1
Casey Carroll,2004-09-11,2,Stanford,,Brigham Young,W,1,6,0,,casey-carroll-1
Markus Curry,2004-09-11,2,Michigan,@,Notre Dame,L,1,5,0,,markus-curry-1
Shannon Davis,2004-09-11,2,Kent State,,Liberty,W,1,45,0,,shannon-davis-1
Ukee Dozier,2004-09-11,2,Minnesota,,Illinois State,W,1,2,0,,ukee-dozier-1
Dion Elie,2004-09-11,2,Akron,,Middle Tennessee State,L,1,0,0,,dion-elie-1
Dwight Ellick,2004-09-11,2,Notre Dame,,Michigan,W,1,2,0,,dwight-ellick-1
John Eubanks,2004-09-11,1,Southern Mississippi,@,Nebraska,W,1,12,0,,john-eubanks-1
James Evans,2004-09-11,2,Buffalo,,Syracuse,L,1,41,0,,james-evans-1
Lance Evans,2004-09-11,2,Virginia,,North Carolina,W,1,12,0,,lance-evans-1
Brandon Flowers,2004-09-11,2,Virginia Tech,,Western Michigan,W,1,38,1,,brandon-flowers-1
Terrance Ford,2004-09-11,1,Southern Mississippi,@,Nebraska,W,1,31,0,,terrance-ford-1
Gabriel Fulbright,2004-09-11,2,New Mexico,,Texas Tech,W,1,0,0,,gabriel-fulbright-1
Elvis Gallegos,2004-09-11,2,Texas Christian,,Southern Methodist,W,1,0,0,,elvis-gallegos-1
Josh Gattis,2004-09-11,2,Wake Forest,@,East Carolina,W,1,6,0,,josh-gattis-1
Mike Gawelek,2004-09-11,2,Illinois,,UCLA,L,1,0,0,,mike-gawelek-1
Phillip Geiggar,2004-09-11,2,Texas,@,Arkansas,W,1,19,0,,phillip-geiggar-1
Cedric Griffin,2004-09-11,2,Texas,@,Arkansas,W,1,0,0,,cedric-griffin-1
Matt Grootegoed,2004-09-11,2,Southern California,,Colorado State,W,2,57,0,,matt-grootegoed-1
David Hawthorne,2004-09-11,2,Texas Christian,,Southern Methodist,W,1,40,0,,david-hawthorne-1
Ray Henderson,2004-09-11,2,Boston College,,Penn State,W,2,24,0,,ray-henderson-1
Dionte Henry,2004-09-11,2,Akron,,Middle Tennessee State,L,1,2,0,,dionte-henry-1
Ali Highsmith,2004-09-11,2,Louisiana State,,Arkansas State,W,1,10,0,,ali-highsmith-1
Chris Horton,2004-09-11,2,UCLA,@,Illinois,W,1,0,0,,chris-horton-1
Reuben Houston,2004-09-11,2,Georgia Tech,@,Clemson,W,1,4,0,,reuben-houston-1
Bryan Jackson,2004-09-11,2,Bowling Green State,,Southeast Missouri State,W,1,0,0,,bryan-jackson-1
Keon Jackson,2004-09-11,2,Toledo,@,Kansas,L,1,0,0,,keon-jackson-1
Tanard Jackson,2004-09-11,2,Syracuse,@,Buffalo,W,1,0,0,,tanard-jackson-1
Michael Johnson,2004-09-11,2,Louisiana Tech,,Louisiana,W,1,4,0,,michael-johnson-5
Bret Jones,2004-09-11,2,Kansas State,,Fresno State,L,2,42,1,,bret-jones-1
Herana-Daze Jones,2004-09-11,2,Indiana,@,Oregon,W,1,0,0,,herana-daze-jones-1
Vaughn Kelley,2004-09-11,2,Navy,,Northeastern,W,1,0,0,,vaughn-kelley-1
Kyle Killion,2004-09-11,2,Indiana,@,Oregon,W,1,15,0,,kyle-killion-1
Eric King,2004-09-11,2,Wake Forest,@,East Carolina,W,1,0,0,,eric-king-1
Cornelius Lamb,2004-09-11,2,Utah State,,Idaho,W,1,0,0,,cornelius-lamb-1
Dawan Landry,2004-09-11,2,Georgia Tech,@,Clemson,W,1,0,0,,dawan-landry-1
Buster Larkins,2004-09-11,2,Indiana,@,Oregon,W,1,0,0,,buster-larkins-1
Maurice Mack,2004-09-11,2,Kansas State,,Fresno State,L,1,0,0,,maurice-mack-1
Eric Mahl,2004-09-11,2,Kent State,,Liberty,W,1,6,0,,eric-mahl-1
Richard Marshall,2004-09-11,2,Fresno State,@,Kansas State,W,1,30,0,,richard-marshall-1
Joe Miklos,2004-09-11,2,Nevada-Las Vegas,@,Wisconsin,L,1,0,0,,joe-miklos-1
Ryan Mundy,2004-09-11,2,Michigan,@,Notre Dame,L,1,0,0,,ryan-mundy-1
Paul Oliver,2004-09-11,2,Georgia,@,South Carolina,W,1,14,0,,paul-oliver-1
Brandon Payne,2004-09-11,2,New Mexico,,Texas Tech,W,1,37,0,,brandon-payne-1
Justin Perkins,2004-09-11,2,Connecticut,,Duke,W,1,27,1,,justin-perkins-1
Joe Porter,2004-09-11,2,Rutgers,,New Hampshire,L,1,0,0,,joe-porter-1
Malcolm Postell,2004-09-11,1,Pittsburgh,,Ohio,W,1,42,1,,malcolm-postell-1
Sione Pouha,2004-09-11,2,Utah,@,Arizona,W,1,0,0,,sione-pouha-1
