Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Zach Mettenberger,2013-09-14,3,Louisiana State,,Kent State,W,13,18,72.2,264,3,0,250.4,zach-mettenberger-1
Clayton Mitchem,2013-09-14,3,New Mexico,@,Pittsburgh,L,8,15,53.3,64,0,0,89.2,clayton-mitchem-1
Matthew Moseley,2013-09-14,3,Southern Mississippi,@,Arkansas,L,1,1,100.0,2,0,0,116.8,matthew-moseley-1
Philip Nelson,2013-09-14,2,Minnesota,,Western Illinois,W,3,4,75.0,19,0,0,114.9,philip-nelson-1
Gary Nova,2013-09-14,3,Rutgers,,Eastern Michigan,W,4,4,100.0,44,0,0,192.4,gary-nova-1
Tyler O'Connor,2013-09-14,2,Michigan State,,Youngstown State,W,7,10,70.0,68,0,0,127.1,tyler-oconnor-1
Zack Oliver,2013-09-14,3,Northwestern,,Western Michigan,W,0,1,0.0,0,0,0,0.0,zack-oliver-1
Miles Osei,2013-09-14,3,Illinois,N,Washington,L,1,1,100.0,35,0,0,394.0,miles-osei-1
Terrance Owens,2013-09-14,2,Toledo,,Eastern Washington,W,2,2,100.0,20,0,0,184.0,terrance-owens-1
Nathan Peterman,2013-09-14,3,Tennessee,@,Oregon,L,2,4,50.0,12,0,0,75.2,nathan-peterman-1
Kyle Pohl,2013-09-14,3,Akron,@,Michigan,L,25,49,51.0,311,2,2,109.6,kyle-pohl-1
Dak Prescott,2013-09-14,3,Mississippi State,@,Auburn,L,15,28,53.6,213,0,0,117.5,dak-prescott-1
Keith Price,2013-09-14,2,Washington,N,Illinois,W,28,35,80.0,342,2,0,180.9,keith-price-1
Tanner Price,2013-09-14,3,Wake Forest,,Louisiana-Monroe,L,28,47,59.6,310,2,0,129.0,tanner-price-1
Colin Reardon,2013-09-14,3,Kent State,@,Louisiana State,L,20,29,69.0,190,0,0,124.0,colin-reardon-1
Tommy Rees,2013-09-14,3,Notre Dame,@,Purdue,W,20,33,60.6,309,2,0,159.3,tommy-rees-1
Connor Reilly,2013-09-14,2,Temple,,Fordham,L,7,8,87.5,69,1,0,201.2,connor-reilly-1
Chase Rettig,2013-09-14,3,Boston College,@,Southern California,L,11,24,45.8,83,0,0,74.9,chase-rettig-1
Keenan Reynolds,2013-09-14,1,Navy,,Delaware,W,10,13,76.9,233,2,0,278.2,keenan-reynolds-1
Sam B. Richardson,2013-09-14,2,Iowa State,,Iowa,L,22,39,56.4,260,3,2,127.5,sam-b-richardson-1
Jake Rudock,2013-09-14,3,Iowa,@,Iowa State,W,14,23,60.9,160,2,0,148.0,jake-rudock-1
Cooper Rush,2013-09-14,3,Central Michigan,@,Nevada-Las Vegas,L,23,46,50.0,265,1,2,96.9,cooper-rush-1
Daniel Sams,2013-09-14,3,Kansas State,,Massachusetts,W,2,2,100.0,12,0,0,150.4,daniel-sams-1
Angel Santiago,2013-09-14,3,Army,,Stanford,L,2,5,40.0,24,0,0,80.3,angel-santiago-1
Tom Savage,2013-09-14,2,Pittsburgh,,New Mexico,W,13,17,76.5,236,2,2,208.4,tom-savage-1
Nathan Scheelhaase,2013-09-14,3,Illinois,N,Washington,L,9,25,36.0,156,1,1,93.6,nathan-scheelhaase-1
Matt Schilz,2013-09-14,3,Bowling Green State,@,Indiana,L,3,7,42.9,25,0,0,72.9,matt-schilz-1
Mason Schreck,2013-09-14,2,Buffalo,,Stony Brook,W,1,1,100.0,23,0,0,293.2,mason-schreck-1
A.J. Schurr,2013-09-14,3,Army,,Stanford,L,4,5,80.0,25,1,0,188.0,aj-schurr-1
Connor Shaw,2013-09-14,3,South Carolina,,Vanderbilt,W,21,29,72.4,284,3,0,188.8,connor-shaw-1
Nick Sherry,2013-09-14,3,Nevada-Las Vegas,,Central Michigan,W,0,1,0.0,0,0,1,-200.0,nick-sherry-1
Jameill Showers,2013-09-14,2,Texas-El Paso,@,New Mexico State,W,18,28,64.3,253,1,1,144.8,jameill-showers-1
Trevor Siemian,2013-09-14,3,Northwestern,,Western Michigan,W,9,14,64.3,99,0,0,123.7,trevor-siemian-1
Brett Smith,2013-09-14,2,Wyoming,,Northern Colorado,W,30,47,63.8,264,1,1,113.8,brett-smith-1
Maxwell Smith,2013-09-14,3,Kentucky,,Louisville,L,9,20,45.0,109,0,0,90.8,maxwell-smith-1
Eric Soza,2013-09-14,3,Texas-San Antonio,@,Arizona,L,30,46,65.2,277,0,1,111.5,eric-soza-1
Joel Stave,2013-09-14,3,Wisconsin,@,Arizona State,L,15,30,50.0,187,1,0,113.4,joel-stave-1
Tyler Stewart,2013-09-14,3,Nevada,@,Florida State,L,7,15,46.7,49,0,1,60.8,tyler-stewart-1
Nate Sudfeld,2013-09-14,3,Indiana,,Bowling Green State,W,17,26,65.4,335,2,0,199.0,nate-sudfeld-1
Tyler Tettleton,2013-09-14,3,Ohio,,Marshall,W,25,38,65.8,266,1,0,133.3,tyler-tettleton-1
Logan Thomas,2013-09-14,3,Virginia Tech,@,East Carolina,W,25,43,58.1,258,2,1,119.2,logan-thomas-1
Derek Thompson,2013-09-14,3,North Texas,,Ball State,W,31,47,66.0,274,1,0,121.9,derek-thompson-1
Dylan Thompson,2013-09-14,3,South Carolina,,Vanderbilt,W,7,9,77.8,75,0,1,125.6,dylan-thompson-1
Laquon Treadwell,2013-09-14,3,Mississippi,@,Texas,W,0,1,0.0,0,0,0,0.0,laquon-treadwell-1
Tyler Van Tubbergen,2013-09-14,3,Western Michigan,@,Northwestern,L,16,41,39.0,202,2,1,91.6,tyler-van-tubbergen-1
Derrius Vick,2013-09-14,3,Ohio,,Marshall,W,1,1,100.0,9,0,0,175.6,derrius-vick-1
Chad Voytik,2013-09-14,2,Pittsburgh,,New Mexico,W,1,1,100.0,8,0,0,167.2,chad-voytik-1
P.J. Walker,2013-09-14,2,Temple,,Fordham,L,1,3,33.3,13,0,0,69.7,pj-walker-1
Bo Wallace,2013-09-14,3,Mississippi,@,Texas,W,17,25,68.0,177,2,0,153.9,bo-wallace-1
J.W. Walsh,2013-09-14,2,Oklahoma State,,Lamar,W,17,30,56.7,181,1,1,111.7,jw-walsh-1
Jake Waters,2013-09-14,3,Kansas State,,Massachusetts,W,5,10,50.0,115,2,1,192.6,jake-waters-1
Keith Wenning,2013-09-14,3,Ball State,@,North Texas,L,27,46,58.7,333,2,2,125.2,keith-wenning-1
Jalen Whitlow,2013-09-14,3,Kentucky,,Louisville,L,8,17,47.1,105,1,1,106.6,jalen-whitlow-1
Chandler Whitmer,2013-09-14,2,Connecticut,,Maryland,L,29,45,64.4,349,1,2,128.0,chandler-whitmer-1
Anthony Williams,2013-09-14,3,Nevada-Las Vegas,,Central Michigan,W,1,1,100.0,23,0,0,293.2,anthony-williams-14
Travis Wilson,2013-09-14,3,Utah,,Oregon State,L,19,33,57.6,279,2,3,130.4,travis-wilson-4
Jameis Winston,2013-09-14,2,Florida State,,Nevada,W,15,18,83.3,214,2,1,208.8,jameis-winston-1
Max Wittek,2013-09-14,3,Southern California,,Boston College,W,2,2,100.0,27,0,0,213.4,max-wittek-1
Logan Woodside,2013-09-14,2,Toledo,,Eastern Washington,W,14,24,58.3,185,1,0,136.8,logan-woodside-1
Justin Worley,2013-09-14,3,Tennessee,@,Oregon,L,13,25,52.0,126,1,0,107.5,justin-worley-1
Tajh Boyd,2013-09-19,3,Clemson,@,North Carolina State,W,24,37,64.9,244,3,0,147.0,tajh-boyd-1
Pete Thomas,2013-09-19,3,North Carolina State,,Clemson,L,20,36,55.6,213,0,1,99.7,pete-thomas-1
Derek Carr,2013-09-20,4,Fresno State,,Boise State,W,39,60,65.0,460,4,0,151.4,derek-carr-1
Trevor Harman,2013-09-20,4,Boise State,@,Fresno State,L,1,1,100.0,30,0,0,352.0,trevor-harman-1
Grant Hedrick,2013-09-20,4,Boise State,@,Fresno State,L,1,1,100.0,18,1,0,581.2,grant-hedrick-1
Joe Southwick,2013-09-20,4,Boise State,@,Fresno State,L,31,45,68.9,313,0,1,122.9,joe-southwick-1
Drew Allen,2013-09-21,4,Syracuse,,Tulane,W,3,5,60.0,25,0,0,102.0,drew-allen-2
Deon Anthony,2013-09-21,4,Troy,@,Mississippi State,L,1,3,33.3,29,0,0,114.5,deon-anthony-1
Tommy Armstrong Jr,2013-09-21,3,Nebraska,,South Dakota State,W,12,15,80.0,169,1,0,196.6,tommy-armstrong-jr-1
Tyler Arndt,2013-09-21,3,Texas State,@,Texas Tech,L,12,23,52.2,108,0,1,82.9,tyler-arndt-1
David Ash,2013-09-21,4,Texas,,Kansas State,W,14,25,56.0,166,1,0,125.0,david-ash-1
Jaleel Awini,2013-09-21,4,Air Force,,Wyoming,L,11,18,61.1,89,0,0,102.6,jaleel-awini-1
C.J. Beathard,2013-09-21,4,Iowa,,Western Michigan,W,1,3,33.3,54,0,0,184.5,cj-beathard-1
Ronnie Bell,2013-09-21,3,Georgia State,,Jacksonville State,L,16,40,40.0,250,2,1,104.0,ronnie-bell-1
Tyler Benz,2013-09-21,4,Eastern Michigan,,Ball State,L,20,32,62.5,212,1,2,116.0,tyler-benz-1
Austin Boucher,2013-09-21,3,Miami (OH),,Cincinnati,L,7,16,43.8,80,0,2,60.8,austin-boucher-1
Teddy Bridgewater,2013-09-21,4,Louisville,,Florida International,W,17,22,77.3,212,4,0,218.2,teddy-bridgewater-1
Terrance Broadway,2013-09-21,4,Louisiana,@,Akron,W,25,37,67.6,305,3,1,158.2,terrance-broadway-2
Austin Brown,2013-09-21,2,Alabama-Birmingham,,Northwestern State,W,10,20,50.0,159,2,1,139.8,austin-brown-2
Brayle Brown,2013-09-21,4,Louisiana-Monroe,@,Baylor,L,1,5,20.0,1,0,1,-18.3,brayle-brown-1
C.J. Brown,2013-09-21,4,Maryland,N,West Virginia,W,17,26,65.4,210,1,0,145.9,cj-brown-1
Kolton Browning,2013-09-21,4,Louisiana-Monroe,@,Baylor,L,17,41,41.5,219,1,2,84.6,kolton-browning-1
Neal Burcham,2013-09-21,3,Southern Methodist,@,Texas A&M,L,4,5,80.0,31,0,0,132.1,neal-burcham-1
Austyn Carta-Samuels,2013-09-21,4,Vanderbilt,@,Massachusetts,W,18,27,66.7,219,2,1,151.8,austyn-carta-samuels-1
Rakeem Cato,2013-09-21,4,Marshall,@,Virginia Tech,L,19,41,46.3,228,2,2,99.4,rakeem-cato-1
Chad Chalich,2013-09-21,4,Idaho,@,Washington State,L,17,23,73.9,167,0,0,134.9,chad-chalich-1
Ford Childress,2013-09-21,4,West Virginia,N,Maryland,L,11,22,50.0,62,0,2,55.5,ford-childress-1
Jacob Coker,2013-09-21,2,Florida State,,Bethune-Cookman,W,3,6,50.0,78,0,0,159.2,jacob-coker-1
Kain Colter,2013-09-21,3,Northwestern,,Maine,W,5,9,55.6,85,1,1,149.3,kain-colter-1
Brandon Connette,2013-09-21,4,Duke,,Pittsburgh,L,21,32,65.6,323,4,4,166.7,brandon-connette-1
Connor Cook,2013-09-21,4,Michigan State,@,Notre Dame,L,16,32,50.0,135,1,0,95.8,connor-cook-1
Gray Crow,2013-09-21,2,Miami (FL),,Savannah State,W,6,6,100.0,55,1,0,232.0,gray-crow-1
King Davis III,2013-09-21,4,New Mexico State,@,UCLA,L,6,13,46.2,48,0,1,61.8,king-davis-iii-1
Duke Delancellotti,2013-09-21,3,Texas State,@,Texas Tech,L,1,5,20.0,4,0,0,26.7,duke-delancellotti-1
A.J. Derby,2013-09-21,4,Arkansas,@,Rutgers,L,14,26,53.8,137,1,0,110.8,aj-derby-1
Brandon Doughty,2013-09-21,3,Western Kentucky,,Morgan State,W,7,7,100.0,55,0,0,166.0,brandon-doughty-1
A.J. Doyle,2013-09-21,4,Massachusetts,,Vanderbilt,L,20,28,71.4,133,1,0,123.1,aj-doyle-1
Jeff Driskel,2013-09-21,3,Florida,,Tennessee,W,3,6,50.0,33,0,1,62.9,jeff-driskel-1
Mike Fafaul,2013-09-21,3,UCLA,,New Mexico State,W,3,3,100.0,18,0,0,150.4,mike-fafaul-1
David Fales,2013-09-21,3,San Jose State,@,Minnesota,L,22,35,62.9,439,3,2,185.1,david-fales-1
Tyler Ferguson,2013-09-21,4,Penn State,,Kent State,W,0,1,0.0,0,0,0,0.0,tyler-ferguson-1
Nelson Fishback,2013-09-21,3,Western Kentucky,,Morgan State,W,3,4,75.0,49,0,0,177.9,nelson-fishback-1
David Fisher,2013-09-21,4,Kent State,@,Penn State,L,5,8,62.5,34,0,0,98.2,david-fisher-1
James Franklin,2013-09-21,3,Missouri,@,Indiana,W,32,47,68.1,343,2,2,134.9,james-franklin-1
Ryker Fyfe,2013-09-21,3,Nebraska,,South Dakota State,W,1,1,100.0,5,0,0,142.0,ryker-fyfe-1
Devin Gardner,2013-09-21,4,Michigan,@,Connecticut,W,11,23,47.8,97,0,2,65.9,devin-gardner-1
Will Gardner,2013-09-21,4,Louisville,,Florida International,W,5,5,100.0,42,1,0,236.6,will-gardner-1
Garrett Gilbert,2013-09-21,3,Southern Methodist,@,Texas A&M,L,37,62,59.7,310,1,1,103.8,garrett-gilbert-1
Taylor Graham,2013-09-21,3,Hawaii,@,Nevada,L,9,15,60.0,77,0,0,103.1,taylor-graham-1
Austin Grammer,2013-09-21,4,Middle Tennessee State,@,Florida Atlantic,W,0,1,0.0,0,0,1,-200.0,austin-grammer-1
Garrett Grayson,2013-09-21,4,Colorado State,@,Alabama,L,24,38,63.2,228,0,0,113.6,garrett-grayson-1
Jake Guidry,2013-09-21,4,Louisiana,@,Akron,W,1,1,100.0,-1,0,0,91.6,jake-guidry-1
Kenny Guiton,2013-09-21,3,Ohio State,,Florida A&M,W,24,34,70.6,215,6,1,176.1,kenny-guiton-1
Christian Hackenberg,2013-09-21,4,Penn State,,Kent State,W,13,35,37.1,176,1,1,83.1,christian-hackenberg-1
Connor Halliday,2013-09-21,4,Washington State,,Idaho,W,31,43,72.1,346,4,2,161.1,connor-halliday-1
Jake Heaps,2013-09-21,3,Kansas,,Louisiana Tech,W,28,46,60.9,279,1,2,110.3,jake-heaps-1
Rob Henry,2013-09-21,4,Purdue,@,Wisconsin,L,18,36,50.0,135,0,1,75.9,rob-henry-1
Caleb Herring,2013-09-21,3,Nevada-Las Vegas,,Western Illinois,W,14,20,70.0,140,1,0,145.3,caleb-herring-1
Jeremy Higgins,2013-09-21,3,Hawaii,@,Nevada,L,5,11,45.5,51,0,0,84.4,jeremy-higgins-1
Ryan Higgins,2013-09-21,4,Louisiana Tech,@,Kansas,L,35,55,63.6,289,1,1,110.1,ryan-higgins-1
Kelton Hill,2013-09-21,3,Georgia State,,Jacksonville State,L,0,1,0.0,0,0,0,0.0,kelton-hill-1
Kenny Hill,2013-09-21,4,Texas A&M,,Southern Methodist,W,1,5,20.0,9,0,0,35.1,kenny-hill-1
Taysom Hill,2013-09-21,3,Brigham Young,,Utah,L,18,48,37.5,260,0,1,78.8,taysom-hill-1
E.J. Hilliard,2013-09-21,4,Florida International,@,Louisville,L,4,9,44.4,27,0,0,69.6,ej-hilliard-1
Kevin Hogan,2013-09-21,3,Stanford,,Arizona State,W,11,17,64.7,151,2,1,166.4,kevin-hogan-2
Brett Hundley,2013-09-21,3,UCLA,,New Mexico State,W,23,35,65.7,280,3,2,149.8,brett-hundley-1
Terrel Hunt,2013-09-21,4,Syracuse,,Tulane,W,16,21,76.2,175,4,0,209.0,terrel-hunt-1
Sam Irwin-Hill,2013-09-21,4,Arkansas,@,Rutgers,L,1,1,100.0,24,0,0,301.6,sam-irwin-hill-1
Matt Joeckel,2013-09-21,4,Texas A&M,,Southern Methodist,W,4,9,44.4,63,0,0,103.2,matt-joeckel-1
Jaquez Johnson,2013-09-21,4,Florida Atlantic,,Middle Tennessee State,L,31,50,62.0,326,3,2,128.6,jaquez-johnson-1
Matt Johnson,2013-09-21,3,Bowling Green State,,Murray State,W,19,22,86.4,244,2,1,200.4,matt-johnson-3
Quinn Kaehler,2013-09-21,3,San Diego State,,Oregon State,L,16,25,64.0,251,2,2,158.7,quinn-kaehler-1
Brendon Kay,2013-09-21,4,Cincinnati,@,Miami (OH),W,23,37,62.2,171,0,2,90.2,brendon-kay-1
Chuckie Keeton,2013-09-21,4,Utah State,@,Southern California,L,21,39,53.8,179,2,0,109.3,chuckie-keeton-1
Ron Kellogg III,2013-09-21,3,Nebraska,,South Dakota State,W,8,9,88.9,136,1,0,252.5,ron-kellogg-iii-1
Taylor Kelly,2013-09-21,3,Arizona State,@,Stanford,L,30,55,54.5,367,3,2,121.3,taylor-kelly-1
Adam Kennedy,2013-09-21,4,Arkansas State,@,Memphis,L,20,37,54.1,166,0,1,86.3,adam-kennedy-3
Cody Kessler,2013-09-21,4,Southern California,,Utah State,W,13,26,50.0,164,1,0,115.7,cody-kessler-1
Logan Kilgore,2013-09-21,4,Middle Tennessee State,@,Florida Atlantic,W,13,23,56.5,150,2,1,131.3,logan-kilgore-1
James Knapke,2013-09-21,3,Bowling Green State,,Murray State,W,4,4,100.0,71,1,0,331.6,james-knapke-1
Fredi Knighten,2013-09-21,4,Arkansas State,@,Memphis,L,2,2,100.0,15,1,0,328.0,fredi-knighten-1
Greyson Lambert,2013-09-21,2,Virginia,,Virginia Military Institute,W,2,5,40.0,17,0,0,68.6,greyson-lambert-1
Vad Lee,2013-09-21,3,Georgia Tech,,North Carolina,W,7,12,58.3,104,1,0,158.6,vad-lee-1
Mitch Leidner,2013-09-21,4,Minnesota,,San Jose State,W,5,12,41.7,71,0,0,91.4,mitch-leidner-1
Jameon Lewis,2013-09-21,4,Mississippi State,,Troy,W,1,1,100.0,36,1,0,732.4,jameon-lewis-1
Jordan Lynch,2013-09-21,3,Northern Illinois,,Eastern Illinois,W,21,30,70.0,235,1,2,133.5,jordan-lynch-1
Paxton Lynch,2013-09-21,3,Memphis,,Arkansas State,W,17,26,65.4,176,1,0,134.9,paxton-lynch-1
Ozzie Mann,2013-09-21,4,Ball State,@,Eastern Michigan,W,2,3,66.7,29,0,0,147.9,ozzie-mann-1
Sean Mannion,2013-09-21,4,Oregon State,@,San Diego State,W,38,55,69.1,367,3,0,143.1,sean-mannion-1
Johnny Manziel,2013-09-21,4,Texas A&M,,Southern Methodist,W,14,21,66.7,244,1,1,170.5,johnny-manziel-1
Nick Marshall,2013-09-21,4,Auburn,@,Louisiana State,L,17,33,51.5,224,0,2,96.4,nick-marshall-2
Andrew Maxwell,2013-09-21,4,Michigan State,@,Notre Dame,L,0,3,0.0,0,0,0,0.0,andrew-maxwell-1
Baker Mayfield,2013-09-21,4,Texas Tech,,Texas State,W,14,20,70.0,124,0,1,112.1,baker-mayfield-1
Joshua McCain,2013-09-21,4,Idaho,@,Washington State,L,1,2,50.0,7,0,1,-20.6,joshua-mccain-1
A.J. McCarron,2013-09-21,3,Alabama,,Colorado State,W,20,26,76.9,258,1,1,165.3,aj-mccarron-1
Case McCoy,2013-09-21,4,Texas,,Kansas State,W,5,9,55.6,59,0,0,110.6,case-mccoy-1
Andrew McDonald,2013-09-21,4,New Mexico State,@,UCLA,L,9,13,69.2,98,1,0,157.9,andrew-mcdonald-2
Taylor McHargue,2013-09-21,3,Rice,N,Houston,L,21,36,58.3,232,0,1,106.9,taylor-mchargue-1
Ben McLane,2013-09-21,3,Georgia State,,Jacksonville State,L,0,1,0.0,0,0,0,0.0,ben-mclane-1
Andrew McNulty,2013-09-21,4,North Texas,@,Georgia,L,5,5,100.0,36,0,0,160.5,andrew-mcnulty-1
Zach Mettenberger,2013-09-21,4,Louisiana State,,Auburn,W,14,22,63.6,229,1,1,157.0,zach-mettenberger-1
Cyler Miles,2013-09-21,2,Washington,,Idaho State,W,5,7,71.4,97,1,0,235.0,cyler-miles-1
Will Monday,2013-09-21,4,Duke,,Pittsburgh,L,1,1,100.0,-4,0,0,66.4,will-monday-1
Nick Montana,2013-09-21,4,Tulane,@,Syracuse,L,22,38,57.9,213,1,1,108.4,nick-montana-1
Jordan Moore,2013-09-21,3,Texas State,@,Texas Tech,L,2,3,66.7,21,0,0,125.5,jordan-moore-2
Stephen Morris,2013-09-21,2,Miami (FL),,Savannah State,W,3,4,75.0,82,1,0,329.7,stephen-morris-1
Tyler Murphy,2013-09-21,3,Florida,,Tennessee,W,8,14,57.1,134,1,0,161.1,tyler-murphy-1
Aaron Murray,2013-09-21,3,Georgia,,North Texas,W,22,30,73.3,408,3,1,213.9,aaron-murray-1
Jerry Neuheisel,2013-09-21,3,UCLA,,New Mexico State,W,9,11,81.8,96,0,0,155.1,jerry-neuheisel-1
Gary Nova,2013-09-21,4,Rutgers,,Arkansas,W,22,43,51.2,346,3,1,137.1,gary-nova-1
John O'Korn,2013-09-21,3,Houston,N,Rice,W,15,33,45.5,281,3,1,140.9,john-okorn-1
Terrance Owens,2013-09-21,4,Toledo,@,Central Michigan,W,13,17,76.5,139,1,0,164.6,terrance-owens-1
Jonathan Perry,2013-09-21,2,Alabama-Birmingham,,Northwestern State,W,3,7,42.9,53,1,0,153.6,jonathan-perry-1
Nathan Peterman,2013-09-21,4,Tennessee,@,Florida,L,4,11,36.4,5,0,2,3.8,nathan-peterman-1
Bryce Petty,2013-09-21,3,Baylor,,Louisiana-Monroe,W,18,27,66.7,351,4,0,224.8,bryce-petty-1
Curt Phillips,2013-09-21,4,Wisconsin,,Purdue,W,0,2,0.0,0,0,0,0.0,curt-phillips-1
Kyle Pohl,2013-09-21,4,Akron,,Louisiana,L,27,43,62.8,321,3,2,139.2,kyle-pohl-1
Todd Porter,2013-09-21,3,Western Kentucky,,Morgan State,W,5,10,50.0,76,0,1,93.8,todd-porter-1
Devin Powell,2013-09-21,4,Tulane,@,Syracuse,L,1,2,50.0,-4,0,0,33.2,devin-powell-1
Dak Prescott,2013-09-21,4,Mississippi State,,Troy,W,13,21,61.9,233,1,0,170.8,dak-prescott-1
Keith Price,2013-09-21,2,Washington,,Idaho State,W,16,21,76.2,213,3,0,208.5,keith-price-1
Tanner Price,2013-09-21,4,Wake Forest,@,Army,W,6,17,35.3,132,1,1,108.2,tanner-price-1
Colin Reardon,2013-09-21,4,Kent State,@,Penn State,L,12,28,42.9,100,0,1,65.7,colin-reardon-1
Tommy Rees,2013-09-21,4,Notre Dame,,Michigan State,W,14,34,41.2,142,1,0,86.0,tommy-rees-1
Bryn Renner,2013-09-21,3,North Carolina,@,Georgia Tech,L,14,29,48.3,218,2,1,127.3,bryn-renner-1
Tre Roberson,2013-09-21,4,Indiana,,Missouri,L,8,14,57.1,148,1,0,169.5,tre-roberson-1
Karson Roberts,2013-09-21,4,Air Force,,Wyoming,L,1,1,100.0,38,1,0,749.2,karson-roberts-1
Corey Robinson,2013-09-21,4,Troy,@,Mississippi State,L,15,25,60.0,105,1,1,100.5,corey-robinson-1
Nate Romine,2013-09-21,4,Air Force,,Wyoming,L,0,1,0.0,0,0,0,0.0,nate-romine-1
Jake Rudock,2013-09-21,4,Iowa,,Western Michigan,W,10,15,66.7,134,2,0,185.7,jake-rudock-1
Ezell Ruffin,2013-09-21,3,San Diego State,,Oregon State,L,0,1,0.0,0,0,0,0.0,ezell-ruffin-1
Cooper Rush,2013-09-21,4,Central Michigan,,Toledo,L,14,24,58.3,214,1,2,130.3,cooper-rush-1
Seth Russell,2013-09-21,3,Baylor,,Louisiana-Monroe,W,7,9,77.8,119,1,1,203.3,seth-russell-1
Angel Santiago,2013-09-21,4,Army,,Wake Forest,L,4,9,44.4,19,0,0,62.2,angel-santiago-1
Tom Savage,2013-09-21,3,Pittsburgh,@,Duke,W,23,33,69.7,424,6,0,237.6,tom-savage-1
Matt Schilz,2013-09-21,3,Bowling Green State,,Murray State,W,5,6,83.3,63,0,0,171.5,matt-schilz-1
Sean Schroeder,2013-09-21,3,Hawaii,@,Nevada,L,8,14,57.1,74,1,2,96.5,sean-schroeder-1
A.J. Schurr,2013-09-21,4,Army,,Wake Forest,L,1,1,100.0,22,0,0,284.8,aj-schurr-1
R.J. Shelton,2013-09-21,4,Michigan State,@,Notre Dame,L,0,1,0.0,0,0,1,-200.0,rj-shelton-1
Nick Sherry,2013-09-21,3,Nevada-Las Vegas,,Western Illinois,W,0,2,0.0,0,0,0,0.0,nick-sherry-1
Jameill Showers,2013-09-21,3,Texas-El Paso,,Texas-San Antonio,L,17,31,54.8,119,0,0,87.1,jameill-showers-1
Trevor Siemian,2013-09-21,3,Northwestern,,Maine,W,5,8,62.5,37,0,0,101.4,trevor-siemian-1
Blake Sims,2013-09-21,3,Alabama,,Colorado State,W,1,1,100.0,14,1,0,547.6,blake-sims-2
Brett Smith,2013-09-21,4,Wyoming,@,Air Force,W,35,41,85.4,373,4,0,194.0,brett-smith-1
Damarcus Smith,2013-09-21,3,Western Kentucky,,Morgan State,W,2,3,66.7,33,0,1,92.4,damarcus-smith-1
Eric Soza,2013-09-21,4,Texas-San Antonio,@,Texas-El Paso,W,18,24,75.0,204,1,0,160.2,eric-soza-1
Joel Stave,2013-09-21,4,Wisconsin,,Purdue,W,12,19,63.2,158,0,1,122.5,joel-stave-1
Tyler Stewart,2013-09-21,4,Nevada,,Hawaii,W,14,20,70.0,202,3,0,204.3,tyler-stewart-1
Nate Sudfeld,2013-09-21,4,Indiana,,Missouri,L,21,39,53.8,229,1,3,96.2,nate-sudfeld-1
Wesley Tate,2013-09-21,4,Vanderbilt,@,Massachusetts,W,1,1,100.0,21,0,0,276.4,wesley-tate-1
Zach Terrell,2013-09-21,4,Western Michigan,@,Iowa,L,2,6,33.3,21,0,1,29.4,zach-terrell-1
Tyler Tettleton,2013-09-21,3,Ohio,,Austin Peay,W,13,15,86.7,213,3,0,271.9,tyler-tettleton-1
Logan Thomas,2013-09-21,4,Virginia Tech,,Marshall,W,18,34,52.9,181,1,2,95.6,logan-thomas-1
Derek Thompson,2013-09-21,4,North Texas,@,Georgia,L,21,36,58.3,202,1,1,109.1,derek-thompson-1
D.J. Tialavea,2013-09-21,4,Utah State,@,Southern California,L,0,1,0.0,0,0,0,0.0,dj-tialavea-1
Dallas Tidwell,2013-09-21,4,Troy,@,Mississippi State,L,1,3,33.3,5,0,0,47.3,dallas-tidwell-1
Luke Turner,2013-09-21,3,Rice,N,Houston,L,1,1,100.0,57,1,0,908.8,luke-turner-1
Tyler Van Tubbergen,2013-09-21,4,Western Michigan,@,Iowa,L,14,32,43.8,114,0,2,61.2,tyler-van-tubbergen-1
Derrius Vick,2013-09-21,3,Ohio,,Austin Peay,W,3,8,37.5,30,0,0,69.0,derrius-vick-1
Greg Ward Jr.,2013-09-21,3,Houston,N,Rice,W,3,3,100.0,48,0,0,234.4,greg-ward-jr-1
Jake Waters,2013-09-21,4,Kansas State,@,Texas,L,19,30,63.3,275,0,0,140.3,jake-waters-1
David Watford,2013-09-21,2,Virginia,,Virginia Military Institute,W,18,25,72.0,206,2,2,151.6,david-watford-1
Davis Webb,2013-09-21,4,Texas Tech,,Texas State,W,19,43,44.2,310,2,2,110.8,davis-webb-1
Mike Wegzyn,2013-09-21,4,Massachusetts,,Vanderbilt,L,3,5,60.0,16,0,0,86.9,mike-wegzyn-1
Keith Wenning,2013-09-21,4,Ball State,@,Eastern Michigan,W,17,28,60.7,317,2,0,179.4,keith-wenning-1
Kelvin White,2013-09-21,4,Army,,Wake Forest,L,5,6,83.3,45,0,0,146.3,kelvin-white-2
Chandler Whitmer,2013-09-21,3,Connecticut,,Michigan,L,16,32,50.0,159,2,1,106.1,chandler-whitmer-1
Damian Williams,2013-09-21,4,Mississippi State,,Troy,W,3,5,60.0,47,0,0,139.0,damian-williams-3
Jonathan Williams,2013-09-21,4,Arkansas,@,Rutgers,L,1,1,100.0,21,1,0,606.4,jonathan-williams-2
Ryan Williams,2013-09-21,2,Miami (FL),,Savannah State,W,11,13,84.6,176,2,0,249.1,ryan-williams-7
