Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Tony Moss,2007-09-01,1,Louisiana Tech,,Central Arkansas,W,tony-moss-1,3.0,40.0,0.0,3.0
Dustin Mouzon,2007-09-01,1,Mississippi,@,Memphis,W,dustin-mouzon-1,2.0,99.0,1.0,2.0
Jordan Nevels,2007-09-01,1,Kentucky,,Eastern Kentucky,W,jordan-nevels-1,1.0,0.0,0.0,
Joseph Nicolas,2007-09-01,1,Miami (FL),,Marshall,W,joseph-nicolas-1,1.0,0.0,0.0,
Mike Pagnotta,2007-09-01,1,Colorado State,N,Colorado,L,mike-pagnotta-1,1.0,3.0,0.0,1.0
Ashlee Palmer,2007-09-01,1,Mississippi,@,Memphis,W,ashlee-palmer-1,1.0,0.0,0.0,2.0
Mark Parson,2007-09-01,1,Ohio,,Gardner-Webb,W,mark-parson-1,1.0,1.0,0.0,2.0
Chris Phillips,2007-09-01,1,Indiana,,Indiana State,W,chris-phillips-1,1.0,0.0,0.0,
Jason Phillips,2007-09-01,1,Texas Christian,,Baylor,W,jason-phillips-1,1.0,34.0,0.0,1.0
Tavious Polo,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,tavious-polo-1,1.0,0.0,0.0,1.0
Drey'Lon Pree,2007-09-01,1,Toledo,,Purdue,L,dreylon-pree-1,1.0,0.0,0.0,
Tyronne Pruitt,2007-09-01,1,Boston College,,Wake Forest,W,tyronne-pruitt-1,1.0,0.0,0.0,1.0
Charles Robinson,2007-09-01,1,Duke,,Connecticut,L,charles-robinson-1,1.0,9.0,0.0,1.0
Lamont Robinson,2007-09-01,1,Oklahoma,,North Texas,W,lamont-robinson-1,1.0,26.0,0.0,1.0
Chris L. Rucker,2007-09-01,1,Michigan State,,Alabama-Birmingham,W,chris-l-rucker-1,1.0,10.0,0.0,0.0
Nick Sanders,2007-09-01,1,Texas Christian,,Baylor,W,nick-sanders-1,1.0,0.0,0.0,2.0
Justin Scott,2007-09-01,1,Purdue,@,Toledo,W,justin-scott-1,1.0,42.0,0.0,1.0
Corey Small,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,corey-small-1,1.0,5.0,0.0,2.0
Alphonso Smith,2007-09-01,1,Wake Forest,@,Boston College,L,alphonso-smith-1,1.0,21.0,1.0,2.0
David Smith,2007-09-01,1,Arizona State,,San Jose State,W,david-smith-1,1.0,18.0,0.0,1.0
Julius Stinson,2007-09-01,1,Wyoming,,Virginia,W,julius-stinson-1,2.0,30.0,0.0,2.0
Davanzo Tate,2007-09-01,1,Akron,,Army,W,davanzo-tate-1,1.0,2.0,0.0,3.0
Marcus Tillman,2007-09-01,1,Mississippi,@,Memphis,W,marcus-tillman-1,1.0,34.0,0.0,1.0
Morgan Trent,2007-09-01,1,Michigan,,Appalachian State,L,morgan-trent-1,1.0,0.0,0.0,1.0
Dejuan Tribble,2007-09-01,1,Boston College,,Wake Forest,W,dejuan-tribble-1,3.0,42.0,0.0,3.0
Robert Vaughn,2007-09-01,1,Connecticut,@,Duke,W,robert-vaughn-1,1.0,24.0,0.0,2.0
Reggie Walker,2007-09-01,1,Kansas State,@,Auburn,L,reggie-walker-1,1.0,-8.0,0.0,0.0
Marcus Watts,2007-09-01,1,Kansas State,@,Auburn,L,marcus-watts-1,1.0,0.0,0.0,2.0
Terrence Wheatley,2007-09-01,1,Colorado,N,Colorado State,W,terrence-wheatley-1,1.0,0.0,0.0,1.0
Deunta Williams,2007-09-01,1,North Carolina,,James Madison,W,deunta-williams-1,1.0,45.0,0.0,1.0
Marcus Williams,2007-09-01,1,Wake Forest,@,Boston College,L,marcus-williams-4,1.0,0.0,0.0,1.0
Reed Williams,2007-09-01,1,West Virginia,,Western Michigan,W,reed-williams-1,1.0,12.0,0.0,2.0
Torri Williams,2007-09-01,1,Purdue,@,Toledo,W,torri-williams-1,1.0,0.0,0.0,0.0
Deandre Wright,2007-09-01,1,New Mexico,@,Texas-El Paso,L,deandre-wright-1,1.0,25.0,0.0,3.0
Lawrence Young,2007-09-01,1,Central Florida,@,North Carolina State,W,lawrence-young-1,1.0,6.0,0.0,2.0
Daniel Charbonnet,2007-09-03,1,Texas Tech,@,Southern Methodist,W,daniel-charbonnet-1,1.0,3.0,0.0,1.0
Anthony Hines,2007-09-03,1,Texas Tech,@,Southern Methodist,W,anthony-hines-1,1.0,11.0,0.0,1.0
Rod Council,2007-09-06,2,Louisville,,Middle Tennessee State,W,rod-council-1,1.0,0.0,0.0,1.0
Malik Jackson,2007-09-06,2,Louisville,,Middle Tennessee State,W,malik-jackson-1,1.0,7.0,0.0,1.0
Brad Jones,2007-09-06,2,Cincinnati,,Oregon State,W,brad-jones-1,1.0,10.0,0.0,1.0
Haruki Nakamura,2007-09-06,2,Cincinnati,,Oregon State,W,haruki-nakamura-1,2.0,47.0,0.0,2.0
Corey Smith,2007-09-06,2,Cincinnati,,Oregon State,W,corey-smith-1,1.0,25.0,0.0,1.0
Deangelo Smith,2007-09-06,2,Cincinnati,,Oregon State,W,deangelo-smith-1,2.0,28.0,0.0,3.0
Ketric Buffin,2007-09-07,2,Navy,@,Rutgers,L,ketric-buffin-1,1.0,16.0,0.0,1.0
Ron Girault,2007-09-07,2,Rutgers,,Navy,W,ron-girault-1,1.0,0.0,0.0,1.0
Courtney Greene,2007-09-07,2,Rutgers,,Navy,W,courtney-greene-1,1.0,0.0,0.0,1.0
Taheem Acevedo,2007-09-08,2,Florida Atlantic,@,Oklahoma State,L,taheem-acevedo-1,1.0,0.0,0.0,1.0
Nate Allen,2007-09-08,2,South Florida,@,Auburn,W,nate-allen-1,1.0,7.0,0.0,2.0
Adrian Baker,2007-09-08,2,Bowling Green State,@,Michigan State,L,adrian-baker-1,1.0,0.0,0.0,2.0
Kevin Barnes,2007-09-08,2,Maryland,@,Florida International,W,kevin-barnes-1,1.0,21.0,0.0,2.0
Zackary Bowman,2007-09-08,2,Nebraska,@,Wake Forest,W,zackary-bowman-1,1.0,0.0,0.0,1.0
Jasper Brinkley,2007-09-08,2,South Carolina,@,Georgia,W,jasper-brinkley-1,1.0,30.0,0.0,1.0
Cornelius Brown,2007-09-08,2,Texas-El Paso,@,Texas Tech,L,cornelius-brown-2,1.0,43.0,0.0,1.0
Trey Brown,2007-09-08,2,UCLA,,Brigham Young,W,trey-brown-1,1.0,56.0,1.0,6.0
Kayle Buchanan,2007-09-08,2,Brigham Young,@,UCLA,L,kayle-buchanan-1,1.0,12.0,0.0,2.0
Jairus Byrd,2007-09-08,2,Oregon,@,Michigan,W,jairus-byrd-1,1.0,22.0,0.0,1.0
Shane Carter,2007-09-08,2,Wisconsin,@,Nevada-Las Vegas,W,shane-carter-1,1.0,32.0,0.0,1.0
Marquise Charles,2007-09-08,2,Utah State,@,Wyoming,L,marquise-charles-1,1.0,28.0,0.0,2.0
Brad Cloud,2007-09-08,2,Western Kentucky,,West Virginia Tech,W,brad-cloud-1,1.0,0.0,0.0,1.0
Georg Coleman,2007-09-08,2,Temple,,Buffalo,L,georg-coleman-1,1.0,24.0,0.0,1.0
Jon Copper,2007-09-08,2,Virginia,,Duke,W,jon-copper-1,1.0,6.0,0.0,1.0
Reggie Corner,2007-09-08,2,Akron,@,Ohio State,L,reggie-corner-1,1.0,0.0,0.0,3.0
Scott Derry,2007-09-08,2,Texas,,Texas Christian,W,scott-derry-1,1.0,0.0,0.0,1.0
Tyler Donaldson,2007-09-08,2,New Mexico,,New Mexico State,W,tyler-donaldson-1,1.0,17.0,0.0,1.0
Andy Dorcely,2007-09-08,2,Western Michigan,,Indiana,L,andy-dorcely-1,1.0,5.0,0.0,2.0
Erique Dozier,2007-09-08,2,Bowling Green State,@,Michigan State,L,erique-dozier-1,1.0,26.0,0.0,1.0
Jolonn Dunbar,2007-09-08,2,Boston College,,North Carolina State,W,jolonn-dunbar-1,1.0,14.0,1.0,1.0
Will Dunbar,2007-09-08,2,Alabama-Birmingham,@,Florida State,L,will-dunbar-1,1.0,21.0,1.0,2.0
Mitchell Evans,2007-09-08,2,Indiana,@,Western Michigan,W,mitchell-evans-1,2.0,18.0,0.0,3.0
Joe Fields,2007-09-08,2,Syracuse,@,Iowa,L,joe-fields-1,1.0,35.0,0.0,2.0
Justin Garrett,2007-09-08,2,Missouri,@,Mississippi,W,justin-garrett-1,1.0,0.0,0.0,1.0
Jeremy Gray,2007-09-08,2,North Carolina State,@,Boston College,L,jeremy-gray-1,1.0,15.0,0.0,1.0
Devin Gregg,2007-09-08,2,Texas A&M,,Fresno State,W,devin-gregg-1,1.0,0.0,0.0,1.0
Greyson Gunheim,2007-09-08,2,Washington,,Boise State,W,greyson-gunheim-1,1.0,5.0,0.0,1.0
Devon Hall,2007-09-08,2,Utah State,@,Wyoming,L,devon-hall-1,1.0,38.0,1.0,1.0
Matthew Harper,2007-09-08,2,Oregon,@,Michigan,W,matthew-harper-1,1.0,55.0,0.0,2.0
Jamal Harris,2007-09-08,2,Minnesota,,Miami (OH),W,jamal-harris-1,2.0,0.0,0.0,3.0
Calvin Harrison,2007-09-08,2,Kentucky,,Kent State,W,calvin-harrison-1,1.0,0.0,0.0,1.0
Kendric Hawkins,2007-09-08,2,Buffalo,@,Temple,W,kendric-hawkins-1,1.0,0.0,0.0,1.0
Jerek Hewett,2007-09-08,2,East Carolina,,North Carolina,W,jerek-hewett-1,1.0,0.0,0.0,3.0
Dere Hicks,2007-09-08,2,Illinois,,Western Illinois,W,dere-hicks-1,1.0,0.0,0.0,1.0
B.J. Hill,2007-09-08,2,Ball State,@,Eastern Michigan,W,bj-hill-2,1.0,33.0,0.0,1.0
Derrick Hill,2007-09-08,2,California,@,Colorado State,W,derrick-hill-1,1.0,3.0,0.0,1.0
Vonnie Holmes,2007-09-08,1,San Diego State,@,Washington State,L,vonnie-holmes-1,1.0,0.0,0.0,1.0
Bryce Hudman,2007-09-08,2,Southern Methodist,,North Texas,W,bryce-hudman-1,1.0,49.0,1.0,1.0
Mike Humpal,2007-09-08,2,Iowa,,Syracuse,W,mike-humpal-1,1.0,13.0,0.0,1.0
Alfonso Jackson,2007-09-08,2,Washington State,,San Diego State,W,alfonso-jackson-1,1.0,0.0,0.0,1.0
Carlis Jackson,2007-09-08,1,Tulane,,Mississippi State,L,carlis-jackson-1,1.0,6.0,0.0,1.0
Mike Jenkins,2007-09-08,2,South Florida,@,Auburn,W,mike-jenkins-1,1.0,38.0,0.0,2.0
Roderick Jenrette,2007-09-08,2,Michigan State,,Bowling Green State,W,roderick-jenrette-1,1.0,1.0,0.0,
Rashad Johnson,2007-09-08,2,Alabama,@,Vanderbilt,W,rashad-johnson-1,1.0,0.0,0.0,2.0
Jarrett Jones,2007-09-08,2,Louisiana,,Ohio,L,jarrett-jones-1,1.0,0.0,0.0,1.0
Justin King,2007-09-08,2,Penn State,,Notre Dame,W,justin-king-1,1.0,0.0,0.0,3.0
Reshard Langford,2007-09-08,2,Vanderbilt,,Alabama,L,reshard-langford-1,1.0,17.0,0.0,2.0
Roy Lewis,2007-09-08,2,Washington,,Boise State,W,roy-lewis-1,1.0,0.0,0.0,4.0
Jonathan Lindley,2007-09-08,2,Southern Methodist,,North Texas,W,jonathan-lindley-1,1.0,0.0,0.0,1.0
Dwight Lowery,2007-09-08,2,San Jose State,@,Kansas State,L,dwight-lowery-1,1.0,0.0,0.0,0.0
Scott Lutrus,2007-09-08,2,Connecticut,,Maine,W,scott-lutrus-1,1.0,25.0,1.0,1.0
Mikhail Mabry,2007-09-08,2,Kentucky,,Kent State,W,mikhail-mabry-1,1.0,0.0,0.0,1.0
John Mackey,2007-09-08,2,Akron,@,Ohio State,L,john-mackey-1,1.0,0.0,0.0,1.0
Kerry Major,2007-09-08,2,Wake Forest,,Nebraska,L,kerry-major-1,1.0,0.0,0.0,1.0
Marquis McBeath,2007-09-08,2,Louisiana Tech,,Hawaii,L,marquis-mcbeath-1,1.0,16.0,0.0,1.0
Robert McClain,2007-09-08,2,Connecticut,,Maine,W,robert-mcclain-1,1.0,26.0,0.0,
Rico McCoy,2007-09-08,2,Tennessee,,Southern Mississippi,W,rico-mccoy-1,1.0,0.0,0.0,2.0
Vonzell McDowell,2007-09-08,2,Washington,,Boise State,W,vonzell-mcdowell-1,1.0,0.0,0.0,1.0
Corey McKeon,2007-09-08,2,Nebraska,@,Wake Forest,W,corey-mckeon-1,1.0,3.0,0.0,1.0
Reggie McPherson,2007-09-08,2,Northwestern,,Nevada,W,reggie-mcpherson-1,1.0,38.0,0.0,1.0
Derek Mendoza,2007-09-08,2,North Texas,@,Southern Methodist,L,derek-mendoza-1,1.0,12.0,0.0,1.0
Taji Morris,2007-09-08,2,Boston College,,North Carolina State,W,taji-morris-1,1.0,0.0,0.0,1.0
Adrian Moten,2007-09-08,2,Maryland,@,Florida International,W,adrian-moten-1,1.0,19.0,0.0,1.0
Justin Moye,2007-09-08,2,California,@,Colorado State,W,justin-moye-1,1.0,27.0,0.0,1.0
Mike Newton,2007-09-08,2,Buffalo,@,Temple,W,mike-newton-1,1.0,50.0,1.0,1.0
Troy Nolan,2007-09-08,2,Arizona State,,Colorado,W,troy-nolan-1,1.0,26.0,1.0,2.0
Gabe O'Neal,2007-09-08,2,Mississippi State,@,Tulane,W,gabe-oneal-1,1.0,47.0,1.0,1.0
Christopher Owens,2007-09-08,2,San Jose State,@,Kansas State,L,christopher-owens-1,1.0,0.0,0.0,1.0
Mike Phillips,2007-09-08,2,Pittsburgh,,Grambling State,W,mike-phillips-2,1.0,17.0,0.0,1.0
Jim Ramella,2007-09-08,2,Boston College,,North Carolina State,W,jim-ramella-1,1.0,0.0,0.0,1.0
David Roach,2007-09-08,2,Texas Christian,@,Texas,L,david-roach-1,1.0,25.0,0.0,1.0
Lowell Robinson,2007-09-08,2,Pittsburgh,,Grambling State,W,lowell-robinson-1,1.0,0.0,0.0,1.0
John Russell,2007-09-08,2,Wake Forest,,Nebraska,L,john-russell-1,1.0,0.0,0.0,1.0
Garrett Rybak,2007-09-08,2,Air Force,@,Utah,W,garrett-rybak-1,1.0,1.0,0.0,2.0
Andre Sexton,2007-09-08,2,Oklahoma State,,Florida Atlantic,W,andre-sexton-1,1.0,14.0,1.0,1.0
Jamie Silva,2007-09-08,2,Boston College,,North Carolina State,W,jamie-silva-1,2.0,42.0,0.0,3.0
Bo Smith,2007-09-08,2,Western Kentucky,,West Virginia Tech,W,bo-smith-2,1.0,30.0,0.0,
Frankie Solomon,2007-09-08,2,New Mexico,,New Mexico State,W,frankie-solomon-1,1.0,10.0,0.0,1.0
Craig Steltz,2007-09-08,2,Louisiana State,,Virginia Tech,W,craig-steltz-1,1.0,11.0,0.0,1.0
Clay Stephens,2007-09-08,2,Western Kentucky,,West Virginia Tech,W,clay-stephens-1,1.0,0.0,0.0,1.0
Torrey Stewart,2007-09-08,2,Texas Christian,@,Texas,L,torrey-stewart-1,1.0,45.0,1.0,1.0
Marty Tadman,2007-09-08,2,Boise State,@,Washington,L,marty-tadman-1,1.0,0.0,0.0,1.0
Eric Thatcher,2007-09-08,2,Pittsburgh,,Grambling State,W,eric-thatcher-1,1.0,0.0,0.0,1.0
Chris Thomas,2007-09-08,2,Air Force,@,Utah,W,chris-thomas-1,1.0,0.0,0.0,1.0
Jeff Thompson,2007-09-08,2,Miami (OH),@,Minnesota,L,jeff-thompson-1,1.0,0.0,0.0,1.0
Justin Trattou,2007-09-08,2,Florida,,Troy,W,justin-trattou-1,1.0,0.0,0.0,1.0
Darrin Walls,2007-09-08,2,Notre Dame,@,Penn State,L,darrin-walls-1,1.0,73.0,1.0,1.0
Terrence Wheatley,2007-09-08,2,Colorado,@,Arizona State,L,terrence-wheatley-1,1.0,35.0,1.0,3.0
Alton Widemon,2007-09-08,2,Baylor,,Rice,W,alton-widemon-1,1.0,20.0,0.0,1.0
Otis Wiley,2007-09-08,2,Michigan State,,Bowling Green State,W,otis-wiley-1,1.0,9.0,0.0,2.0
Bruce Williams,2007-09-08,2,Syracuse,@,Iowa,L,bruce-williams-1,1.0,23.0,0.0,1.0
Donovan Woods,2007-09-08,2,Oklahoma State,,Florida Atlantic,W,donovan-woods-1,1.0,4.0,0.0,1.0
Carson Bird,2007-09-13,3,Air Force,,Texas Christian,W,carson-bird-1,1.0,0.0,0.0,1.0
Steven Coleman,2007-09-13,3,Texas Christian,@,Air Force,L,steven-coleman-1,1.0,4.0,0.0,2.0
Drew Fowler,2007-09-13,3,Air Force,,Texas Christian,W,drew-fowler-1,1.0,0.0,0.0,2.0
Eric Wicks,2007-09-13,3,West Virginia,@,Maryland,W,eric-wicks-1,2.0,0.0,0.0,2.0
Perrish Cox,2007-09-14,3,Oklahoma State,@,Troy,L,perrish-cox-1,1.0,0.0,0.0,2.0
Boris Lee,2007-09-14,3,Troy,,Oklahoma State,W,boris-lee-1,1.0,32.0,0.0,1.0
Elbert Mack,2007-09-14,3,Troy,,Oklahoma State,W,elbert-mack-1,1.0,0.0,0.0,2.0
Husain Abdullah,2007-09-15,3,Washington State,,Idaho,W,husain-abdullah-1,1.0,34.0,0.0,1.0
Markihe Anderson,2007-09-15,3,Florida,,Tennessee,W,markihe-anderson-1,1.0,0.0,0.0,1.0
Stanley Arnoux,2007-09-15,3,Wake Forest,,Army,W,stanley-arnoux-1,1.0,2.0,0.0,1.0
Christian Bass,2007-09-15,3,Washington State,,Idaho,W,christian-bass-1,1.0,0.0,0.0,1.0
Eric Berry,2007-09-15,3,Tennessee,@,Florida,L,eric-berry-1,1.0,96.0,1.0,1.0
Demario Bobo,2007-09-15,3,Mississippi State,@,Auburn,W,demario-bobo-1,1.0,0.0,0.0,1.0
Jasper Brinkley,2007-09-15,3,South Carolina,,South Carolina State,W,jasper-brinkley-1,1.0,10.0,0.0,2.0
Stevie Brown,2007-09-15,3,Michigan,,Notre Dame,W,stevie-brown-1,1.0,26.0,0.0,1.0
Weldon Brown,2007-09-15,3,Louisiana Tech,@,California,L,weldon-brown-1,1.0,0.0,0.0,1.0
Ketric Buffin,2007-09-15,3,Navy,,Ball State,L,ketric-buffin-1,1.0,0.0,0.0,2.0
Joe Burnett,2007-09-15,2,Central Florida,,Texas,L,joe-burnett-1,1.0,0.0,0.0,1.0
Crezdon Butler,2007-09-15,3,Clemson,,Furman,W,crezdon-butler-1,1.0,2.0,0.0,1.0
Shane Carter,2007-09-15,3,Wisconsin,,Citadel,W,shane-carter-1,1.0,0.0,0.0,1.0
Tony Carter,2007-09-15,3,Florida State,@,Colorado,W,tony-carter-1,2.0,20.0,0.0,2.0
Chris Chamberlain,2007-09-15,2,Tulsa,,Brigham Young,W,chris-chamberlain-1,1.0,0.0,0.0,1.0
Brock Christopher,2007-09-15,3,Missouri,,Western Michigan,W,brock-christopher-1,1.0,0.0,0.0,3.0
Chris Clemons,2007-09-15,3,Clemson,,Furman,W,chris-clemons-1,1.0,18.0,0.0,2.0
Quentin Cotton,2007-09-15,3,East Carolina,,Southern Mississippi,L,quentin-cotton-1,1.0,16.0,0.0,1.0
Ben Criddle,2007-09-15,3,Brigham Young,@,Tulsa,L,ben-criddle-1,1.0,13.0,0.0,1.0
Aaron Curry,2007-09-15,3,Wake Forest,,Army,W,aaron-curry-1,1.0,84.0,1.0,2.0
Quintin Demps,2007-09-15,3,Texas-El Paso,@,New Mexico State,L,quintin-demps-1,1.0,100.0,1.0,1.0
Michael Dominguez,2007-09-15,3,Florida International,@,Miami (FL),L,michael-dominguez-1,1.0,0.0,0.0,1.0
