Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Kyle Burkhardt,2011-09-01,1,Bowling Green State,@,Idaho,W,3,4,75.0,1,1,100.0,6,kyle-burkhardt-1
Ryan Casano,2011-09-01,1,Toledo,,New Hampshire,W,7,7,100.0,3,3,100.0,16,ryan-casano-1
Derek Depasquale,2011-09-01,1,Mississippi State,@,Memphis,W,5,5,100.0,1,2,50.0,8,derek-depasquale-1
Kyle French,2011-09-01,1,Wisconsin,,Nevada-Las Vegas,W,6,7,85.7,1,1,100.0,9,kyle-french-1
Alex Garoutte,2011-09-01,1,Arizona State,,California-Davis,W,6,6,100.0,2,2,100.0,12,alex-garoutte-1
Jack Griffin,2011-09-01,1,Florida International,,North Texas,W,5,5,100.0,2,2,100.0,11,jack-griffin-1
David Harman,2011-09-01,1,Central Michigan,,South Carolina State,W,3,3,100.0,0,1,0.0,3,david-harman-1
Paulo Henriques,2011-09-01,1,Memphis,,Mississippi State,L,2,2,100.0,0,1,0.0,2,paulo-henriques-1
Nolan Kohorst,2011-09-01,1,Nevada-Las Vegas,@,Wisconsin,L,2,2,100.0,1,3,33.3,5,nolan-kohorst-1
Ross Krautman,2011-09-01,1,Syracuse,,Wake Forest,W,4,4,100.0,0,1,0.0,4,ross-krautman-1
Brandon McManus,2011-09-01,1,Temple,,Villanova,W,6,6,100.0,0,1,0.0,6,brandon-mcmanus-1
Justin Moore,2011-09-01,1,Georgia Tech,,Western Carolina,W,9,9,100.0,0,1,0.0,9,justin-moore-4
Jimmy Newman,2011-09-01,1,Wake Forest,@,Syracuse,L,2,3,66.7,3,4,75.0,11,jimmy-newman-1
Zach Olen,2011-09-01,1,North Texas,@,Florida International,L,2,2,100.0,0,2,0.0,2,zach-olen-1
Coleman Petersen,2011-09-01,1,Utah,,Montana State,W,3,3,100.0,2,2,100.0,9,coleman-petersen-1
San San Te,2011-09-01,1,Rutgers,,North Carolina Central,W,6,6,100.0,2,2,100.0,12,san-san-te-1
Casey Tinius,2011-09-01,1,Western Kentucky,N,Kentucky,L,0,0,,1,2,50.0,3,casey-tinius-1
Dan Conroy,2011-09-02,1,Michigan State,,Youngstown State,W,4,4,100.0,0,1,0.0,4,dan-conroy-1
Ross Evans,2011-09-02,1,Texas Christian,@,Baylor,L,2,3,66.7,2,4,50.0,8,ross-evans-1
Aaron Jones,2011-09-02,1,Baylor,,Texas Christian,W,5,7,71.4,1,1,100.0,8,aaron-jones-2
Corey Acosta,2011-09-03,1,Southern Mississippi,,Louisiana Tech,W,0,0,,2,2,100.0,6,corey-acosta-1
James Aho,2011-09-03,1,New Mexico,,Colorado State,L,1,1,100.0,1,2,50.0,4,james-aho-1
Drew Alleman,2011-09-03,1,Louisiana State,N,Oregon,W,4,5,80.0,2,2,100.0,10,drew-alleman-1
Brett Baer,2011-09-03,1,Louisiana,@,Oklahoma State,L,4,4,100.0,2,2,100.0,10,brett-baer-1
Michael Barbour,2011-09-03,1,East Carolina,N,South Carolina,L,4,5,80.0,1,1,100.0,7,michael-barbour-1
Drew Basil,2011-09-03,1,Ohio State,,Akron,W,6,6,100.0,0,1,0.0,6,drew-basil-1
Rob Beard,2011-09-03,1,Oregon,N,Louisiana State,L,3,3,100.0,2,2,100.0,9,rob-beard-1
Maikon Bonani,2011-09-03,1,South Florida,@,Notre Dame,W,2,2,100.0,3,4,75.0,11,maikon-bonani-1
Chris Boswell,2011-09-03,1,Rice,@,Texas,L,0,0,,3,3,100.0,9,chris-boswell-1
Jeff Budzien,2011-09-03,1,Northwestern,@,Boston College,W,3,3,100.0,1,1,100.0,6,jeff-budzien-1
Anthony Cantele,2011-09-03,1,Kansas State,,Eastern Kentucky,W,1,1,100.0,1,2,50.0,4,anthony-cantele-1
Chandler Catanzaro,2011-09-03,1,Clemson,,Troy,W,4,5,80.0,3,3,100.0,13,chandler-catanzaro-1
Kenton Chun,2011-09-03,1,Hawaii,,Colorado,W,4,4,100.0,1,1,100.0,7,kenton-chun-1
Brian Davis,2011-09-03,1,Arkansas State,@,Illinois,L,1,1,100.0,1,1,100.0,4,brian-davis-1
Ben Deline,2011-09-03,1,Colorado State,@,New Mexico,W,2,2,100.0,0,2,0.0,2,ben-deline-1
Derek Dimke,2011-09-03,1,Illinois,,Arkansas State,W,3,3,100.0,2,2,100.0,9,derek-dimke-1
Mitch Ewald,2011-09-03,1,Indiana,N,Ball State,L,2,2,100.0,2,2,100.0,8,mitch-ewald-1
Peter Fardon,2011-09-03,1,Buffalo,@,Pittsburgh,L,1,1,100.0,1,1,100.0,4,peter-fardon-1
Erik Folk,2011-09-03,1,Washington,,Eastern Washington,W,3,3,100.0,3,3,100.0,12,erik-folk-1
Cade Foster,2011-09-03,1,Alabama,,Kent State,W,0,0,,0,1,0.0,0,cade-foster-1
Nate Freese,2011-09-03,1,Boston College,,Northwestern,L,2,2,100.0,1,3,33.3,5,nate-freese-1
Andrew Furney,2011-09-03,1,Washington State,,Idaho State,W,6,7,85.7,2,2,100.0,12,andrew-furney-1
Alex Gauper,2011-09-03,1,Washington State,,Idaho State,W,1,1,100.0,1,1,100.0,4,alex-gauper-1
Alan Gendreau,2011-09-03,1,Middle Tennessee State,@,Purdue,L,3,3,100.0,1,3,33.3,6,alan-gendreau-1
Kevin Goessling,2011-09-03,1,Fresno State,N,California,L,3,3,100.0,0,1,0.0,3,kevin-goessling-1
Tyler Hadden,2011-09-03,1,Hawaii,,Colorado,W,0,0,,1,1,100.0,3,tyler-hadden-1
Kevin Harper,2011-09-03,1,Pittsburgh,,Buffalo,W,5,5,100.0,0,2,0.0,5,kevin-harper-1
Hawthorne,2011-09-03,1,Minnesota,@,Southern California,L,2,2,100.0,1,3,33.3,5,hawthorne-1
Parker Herrington,2011-09-03,1,Air Force,,South Dakota,W,4,5,80.0,1,1,100.0,7,parker-herrington-1
Zach Hocker,2011-09-03,1,Arkansas,,Missouri State,W,6,7,85.7,1,1,100.0,9,zach-hocker-1
Matt Hogan,2011-09-03,1,Houston,,UCLA,W,5,5,100.0,1,1,100.0,8,matt-hogan-1
Dustin Hopkins,2011-09-03,1,Florida State,,Louisiana-Monroe,W,4,4,100.0,2,2,100.0,10,dustin-hopkins-1
Danny Hrapmann,2011-09-03,1,Southern Mississippi,,Louisiana Tech,W,1,1,100.0,2,3,66.7,7,danny-hrapmann-1
Michael Hunnicutt,2011-09-03,1,Oklahoma,,Tulsa,W,1,1,100.0,1,1,100.0,4,michael-hunnicutt-1
Cody Journell,2011-09-03,1,Virginia Tech,,Appalachian State,W,9,9,100.0,1,1,100.0,12,cody-journell-1
Mason Krysinski,2011-09-03,1,Miami (OH),@,Missouri,L,0,1,0.0,0,1,0.0,0,mason-krysinski-1
Evan Lewis,2011-09-03,1,Penn State,,Indiana State,W,4,5,80.0,0,2,0.0,4,evan-lewis-1
Brett Maher,2011-09-03,1,Nebraska,,Chattanooga,W,4,4,100.0,4,4,100.0,16,brett-maher-1
T.J. Marchese,2011-09-03,1,Akron,@,Ohio State,L,0,0,,0,1,0.0,0,tj-marchese-1
Mike Meyer,2011-09-03,1,Iowa,,Tennessee Tech,W,4,4,100.0,2,2,100.0,10,mike-meyer-1
Tony Miliano,2011-09-03,1,Cincinnati,,Austin Peay,W,7,8,87.5,1,1,100.0,10,tony-miliano-1
