Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Rob Andrews,2011-09-10,2,San Diego State,@,Army,W,0,0,0,1,rob-andrews-1
Kenny Anunike,2011-09-10,2,Duke,,Stanford,L,0,0,0,1,kenny-anunike-1
Devin Arrington,2011-09-10,2,Marshall,,Southern Mississippi,W,0,0,0,1,devin-arrington-1
Demetrius Barksdale,2011-09-10,2,San Diego State,@,Army,W,0,0,0,1,demetrius-barksdale-1
Dominique Battle,2011-09-10,2,Cincinnati,@,Tennessee,L,0,0,0,1,dominique-battle-1
Travaras Battle,2011-09-10,2,Texas Christian,@,Air Force,W,0,0,0,1,travaras-battle-1
Dwight Bentley,2011-09-10,2,Louisiana,@,Kent State,W,0,0,0,1,dwight-bentley-1
Brian Blechen,2011-09-10,2,Utah,@,Southern California,L,0,0,0,1,brian-blechen-1
Travonte Boles,2011-09-10,2,Western Michigan,,Nicholls State,W,0,0,0,1,travonte-boles-1
Alfred Bowden,2011-09-10,2,Utah State,,Weber State,W,0,0,0,1,alfred-bowden-1
Matt Brewer,2011-09-10,2,Navy,@,Western Kentucky,W,0,0,0,1,matt-brewer-1
Omar Brown,2011-09-10,2,Marshall,,Southern Mississippi,W,0,0,0,1,omar-brown-1
Marvin Burdette,2011-09-10,1,Alabama-Birmingham,@,Florida,L,0,0,0,1,marvin-burdette-1
Dante Caro,2011-09-10,2,New Mexico,@,Arkansas,L,0,0,0,1,dante-caro-1
George Carpenter,2011-09-10,2,Marshall,,Southern Mississippi,W,1,6,0,1,george-carpenter-1
Isaiah Carter,2011-09-10,2,Texas-El Paso,@,Southern Methodist,L,0,0,0,1,isaiah-carter-1
Dasmine Cathey,2011-09-10,2,Memphis,@,Arkansas State,L,0,0,0,1,dasmine-cathey-1
Jadeveon Clowney,2011-09-10,2,South Carolina,@,Georgia,W,0,0,0,1,jadeveon-clowney-1
Audie Cole,2011-09-10,2,North Carolina State,@,Wake Forest,L,0,0,0,1,audie-cole-1
Donyae Coleman,2011-09-10,2,New Mexico State,@,Minnesota,W,0,0,0,1,donyae-coleman-1
Jamil Cooks,2011-09-10,2,Air Force,,Texas Christian,L,1,10,0,1,jamil-cooks-1
Keanon Cooper,2011-09-10,2,Minnesota,,New Mexico State,L,0,0,0,1,keanon-cooper-1
Talia Crichton,2011-09-10,2,Washington,,Hawaii,W,0,0,0,1,talia-crichton-1
Izaan Cross,2011-09-10,2,Georgia Tech,@,Middle Tennessee State,W,0,0,0,1,izaan-cross-1
Claude Davis,2011-09-10,2,South Florida,,Ball State,W,0,0,0,1,claude-davis-1
Ja'Gared Davis,2011-09-10,2,Southern Methodist,,Texas-El Paso,W,0,0,1,1,jagared-davis-1
Cort Dennison,2011-09-10,2,Washington,,Hawaii,W,0,0,0,1,cort-dennison-1
Dwight Dobbins,2011-09-10,2,Tulsa,@,Tulane,W,0,0,0,1,dwight-dobbins-1
Jake Dooley,2011-09-10,2,Kent State,,Louisiana,L,0,0,0,1,jake-dooley-1
Cory Dorris,2011-09-10,2,Tulsa,@,Tulane,W,0,0,0,1,cory-dorris-1
Jarrell Drane,2011-09-10,2,Indiana,,Virginia,L,0,0,0,1,jarrell-drane-1
Kurtis Drummond,2011-09-10,2,Michigan State,,Florida Atlantic,W,0,0,0,1,kurtis-drummond-1
Leron Eaddy,2011-09-10,2,Central Michigan,@,Kentucky,L,0,0,0,1,leron-eaddy-1
Edmond,2011-09-10,2,Texas,,Brigham Young,W,0,0,0,1,edmond-1
Matt Elam,2011-09-10,2,Florida,,Alabama-Birmingham,W,0,0,0,1,matt-elam-1
Quincy Enunwa,2011-09-10,2,Nebraska,,Fresno State,W,0,0,0,1,quincy-enunwa-1
Jake Fely,2011-09-10,2,San Diego State,@,Army,W,0,0,0,1,jake-fely-1
Jiajuan Fennell,2011-09-10,2,Middle Tennessee State,,Georgia Tech,L,0,0,0,2,jiajuan-fennell-1
Erique Florence,2011-09-10,2,Auburn,,Mississippi State,W,0,0,0,1,erique-florence-1
Bre' Ford,2011-09-10,2,Akron,,Temple,L,0,0,0,1,bre-ford-1
Chase Garnham,2011-09-10,2,Vanderbilt,,Connecticut,W,0,0,0,1,chase-garnham-1
Jabari Gorman,2011-09-10,2,Florida,,Alabama-Birmingham,W,0,0,0,1,jabari-gorman-1
Deshawn Grayson,2011-09-10,2,Texas-El Paso,@,Southern Methodist,L,0,0,0,1,deshawn-grayson-1
Jonte Green,2011-09-10,2,New Mexico State,@,Minnesota,W,0,0,0,1,jonte-green-1
Khaseem Greene,2011-09-10,2,Rutgers,@,North Carolina,L,0,0,0,1,khaseem-greene-1
Patrick Hampton,2011-09-10,2,South Florida,,Ball State,W,0,0,0,1,patrick-hampton-1
Paul Hazel,2011-09-10,2,Western Michigan,,Nicholls State,W,0,0,0,1,paul-hazel-1
Greg Henderson,2011-09-10,2,Colorado,,California,L,0,0,0,1,greg-henderson-2
Tevin Holliman,2011-09-10,2,Western Kentucky,,Navy,L,0,0,0,1,tevin-holliman-1
Duke Ihenacho,2011-09-10,2,San Jose State,@,UCLA,L,0,0,0,1,duke-ihenacho-1
Andrew Jackson,2011-09-10,2,Western Kentucky,,Navy,L,0,0,0,1,andrew-jackson-3
Mike Jeune,2011-09-10,2,South Florida,,Ball State,W,0,0,0,1,mike-jeune-1
Cam Johnson,2011-09-10,2,Virginia,@,Indiana,W,0,0,0,1,cam-johnson-1
Derrell Johnson,2011-09-10,2,East Carolina,,Virginia Tech,L,0,0,0,1,derrell-johnson-1
Leonard Johnson,2011-09-10,2,Iowa State,,Iowa,W,0,0,0,1,leonard-johnson-1
Randell Johnson,2011-09-10,2,Florida Atlantic,@,Michigan State,L,0,0,0,1,randell-johnson-1
Shelton Johnson,2011-09-10,2,Wisconsin,,Oregon State,W,0,0,0,1,shelton-johnson-1
Stephen Johnson,2011-09-10,2,Temple,@,Akron,W,0,0,0,1,stephen-johnson-1
Brandon Joiner,2011-09-10,2,Arkansas State,,Memphis,W,0,0,0,1,brandon-joiner-1
Dre Kirkpatrick,2011-09-10,2,Alabama,@,Penn State,W,0,0,0,2,dre-kirkpatrick-1
Christian Kirksey,2011-09-10,2,Iowa,@,Iowa State,L,0,0,0,1,christian-kirksey-1
Dede Lattimore,2011-09-10,2,South Florida,,Ball State,W,0,0,0,1,dede-lattimore-1
Cameron Lawrence,2011-09-10,2,Mississippi State,@,Auburn,L,0,0,0,1,cameron-lawrence-1
Mike Ledgerwood,2011-09-10,2,Washington State,,Nevada-Las Vegas,W,0,0,0,1,mike-ledgerwood-1
Corey Lemonier,2011-09-10,2,Auburn,,Mississippi State,W,0,0,0,1,corey-lemonier-1
Kapron Lewis-Moore,2011-09-10,2,Notre Dame,@,Michigan,L,0,0,0,1,kapron-lewis-moore-1
Al Louis-Jean,2011-09-10,2,Boston College,@,Central Florida,L,0,0,0,1,al-louis-jean-1
Robert Maci,2011-09-10,2,Purdue,@,Rice,L,0,0,0,1,robert-maci-1
Khalil Mack,2011-09-10,2,Buffalo,,Stony Brook,W,0,0,0,2,khalil-mack-1
Stansly Maponga,2011-09-10,2,Texas Christian,@,Air Force,W,0,0,0,1,stansly-maponga-1
Jake McGee,2011-09-10,2,Virginia,@,Indiana,W,0,0,0,1,jake-mcgee-1
Terrance Mitchell,2011-09-10,2,Oregon,,Nevada,W,0,0,0,1,terrance-mitchell-1
C.J. Mizell,2011-09-10,2,Washington State,,Nevada-Las Vegas,W,0,0,0,1,cj-mizell-1
Sio Moore,2011-09-10,2,Connecticut,@,Vanderbilt,L,0,0,0,1,sio-moore-1
Dezman Moses,2011-09-10,2,Tulane,,Tulsa,L,0,0,0,1,dezman-moses-2
Thomas Nardo,2011-09-10,2,Iowa,@,Iowa State,L,0,0,0,1,thomas-nardo-1
Taikwon Paige,2011-09-10,2,Toledo,@,Ohio State,L,0,0,0,1,taikwon-paige-1
Scott Pettigrew,2011-09-10,2,Buffalo,,Stony Brook,W,0,0,0,1,scott-pettigrew-1
Sonny Puletasi,2011-09-10,2,Wyoming,,Texas State,W,0,0,0,1,sonny-puletasi-1
Rashaad Reid,2011-09-10,2,Georgia Tech,@,Middle Tennessee State,W,0,0,0,1,rashaad-reid-1
Logan Ryan,2011-09-10,2,Rutgers,@,North Carolina,L,0,0,0,2,logan-ryan-1
Dontavis Sapp,2011-09-10,2,Tennessee,,Cincinnati,W,0,0,0,1,dontavis-sapp-1
Kawann Short,2011-09-10,2,Purdue,@,Rice,L,0,0,0,1,kawann-short-1
Floyd Simmons,2011-09-10,2,Michigan,,Notre Dame,W,0,0,0,1,floyd-simmons-1
Derron Smith,2011-09-10,2,Fresno State,@,Nebraska,L,0,0,0,1,derron-smith-1
Dezmen Southward,2011-09-10,2,Wisconsin,,Oregon State,W,0,0,0,1,dezmen-southward-1
Ken Spigner,2011-09-10,2,Nevada-Las Vegas,@,Washington State,L,0,0,0,1,ken-spigner-1
Walter Stewart,2011-09-10,2,Cincinnati,@,Tennessee,L,0,0,0,1,walter-stewart-1
Mike Taylor,2011-09-10,2,Wisconsin,,Oregon State,W,0,0,0,1,mike-taylor-1
Nick Tenhaeff,2011-09-10,2,San Diego State,@,Army,W,0,0,0,1,nick-tenhaeff-1
Chase Thomas,2011-09-10,2,Stanford,@,Duke,W,0,0,0,1,chase-thomas-1
Peyton Thompson,2011-09-10,2,San Jose State,@,UCLA,L,0,0,0,1,peyton-thompson-1
Taylor Thompson,2011-09-10,2,Southern Methodist,,Texas-El Paso,W,0,0,0,1,taylor-thompson-1
Calvin Tiggle,2011-09-10,2,Kent State,,Louisiana,L,0,0,0,1,calvin-tiggle-1
Jeremiah Toma,2011-09-10,2,Fresno State,@,Nebraska,L,0,0,0,1,jeremiah-toma-1
Frederick Trujillo,2011-09-10,2,San Diego State,@,Army,W,0,0,0,1,frederick-trujillo-1
Ugo Uzodinma,2011-09-10,2,New Mexico,@,Arkansas,L,0,0,0,1,ugo-uzodinma-1
Tahir Whitehead,2011-09-10,2,Temple,@,Akron,W,0,0,0,1,tahir-whitehead-1
Kyle Wilber,2011-09-10,2,Wake Forest,,North Carolina State,W,0,0,0,1,kyle-wilber-1
Rod Wilks,2011-09-10,2,Tennessee,,Cincinnati,W,0,0,0,1,rod-wilks-1
Jamar Williams,2011-09-10,2,Akron,,Temple,L,0,0,0,1,jamar-williams-2
Luke Wollet,2011-09-10,2,Kent State,,Louisiana,L,0,0,0,1,luke-wollet-1
Dwayne Woods,2011-09-10,2,Bowling Green State,,Morgan State,W,0,0,0,1,dwayne-woods-2
Tenarius Wright,2011-09-10,2,Arkansas,,New Mexico,W,0,0,0,1,tenarius-wright-1
Barkevious Mingo,2011-09-15,3,Louisiana State,@,Mississippi State,W,0,0,0,1,barkevious-mingo-1
Cedric Febis,2011-09-16,2,Boise State,@,Toledo,W,0,0,0,1,cedric-febis-1
Jake Knott,2011-09-16,3,Iowa State,@,Connecticut,W,0,0,0,1,jake-knott-1
Matt Morton,2011-09-16,3,Iowa State,@,Connecticut,W,0,0,0,1,matt-morton-1
Jeremy Reeves,2011-09-16,3,Iowa State,@,Connecticut,W,0,0,0,1,jeremy-reeves-1
Jermaine Robinson,2011-09-16,3,Toledo,,Boise State,L,0,0,0,1,jermaine-robinson-1
Chas Alecxih,2011-09-17,3,Pittsburgh,@,Iowa,L,0,0,0,1,chas-alecxih-1
Antonio Allen,2011-09-17,3,South Carolina,,Navy,W,0,0,0,1,antonio-allen-1
Dominic Alvis,2011-09-17,3,Iowa,,Pittsburgh,W,0,0,0,1,dominic-alvis-1
Marcus Andrews,2011-09-17,3,San Diego State,,Washington State,W,0,0,0,1,marcus-andrews-1
Stanley Arukwe,2011-09-17,2,Troy,@,Arkansas,L,0,0,0,1,stanley-arukwe-1
Adam Ayala,2011-09-17,3,Texas-El Paso,@,New Mexico State,W,0,0,0,1,adam-ayala-1
Dion Bailey,2011-09-17,3,Southern California,,Syracuse,W,0,0,0,1,dion-bailey-1
Lawrence Barnett,2011-09-17,3,Indiana,,South Carolina State,W,0,0,0,1,lawrence-barnett-1
Jordan Bernstein,2011-09-17,3,Iowa,,Pittsburgh,W,0,0,0,1,jordan-bernstein-1
Josh Biezuns,2011-09-17,3,Wyoming,@,Bowling Green State,W,0,0,0,1,josh-biezuns-1
Jibreel Black,2011-09-17,3,Michigan,,Eastern Michigan,W,0,0,0,1,jibreel-black-1
Tevin Blanchard,2011-09-17,3,Florida International,,Central Florida,W,0,0,0,1,tevin-blanchard-1
Kerry Boykins,2011-09-17,2,Maryland,,West Virginia,L,0,0,0,1,kerry-boykins-1
Nickolas Brassell,2011-09-17,3,Mississippi,@,Vanderbilt,L,0,0,0,1,nickolas-brassell-1
Matt Brewer,2011-09-17,3,Navy,@,South Carolina,L,0,0,0,1,matt-brewer-1
Kent Brooks,2011-09-17,3,Houston,@,Louisiana Tech,W,0,0,0,1,kent-brooks-1
Zach Brown,2011-09-17,3,North Carolina,,Virginia,W,0,0,0,1,zach-brown-2
Serderius Bryant,2011-09-17,3,Mississippi,@,Vanderbilt,L,0,0,0,1,serderius-bryant-1
Nathan Carpenter,2011-09-17,3,Ohio,,Marshall,W,0,0,0,1,nathan-carpenter-1
Nate Carter,2011-09-17,3,Nevada-Las Vegas,,Hawaii,W,0,0,0,1,nate-carter-1
Will Chandler,2011-09-17,3,Nevada-Las Vegas,,Hawaii,W,0,0,0,1,will-chandler-1
Vinny Curry,2011-09-17,3,Marshall,@,Ohio,L,0,0,0,1,vinny-curry-1
Derek Day,2011-09-17,3,Penn State,@,Temple,W,0,0,0,1,derek-day-1
Wayne Dorsey,2011-09-17,3,Mississippi,@,Vanderbilt,L,0,0,0,1,wayne-dorsey-1
James Dunlap,2011-09-17,3,Nevada-Las Vegas,,Hawaii,W,0,0,0,1,james-dunlap-1
Ben Durbin,2011-09-17,3,Wyoming,@,Bowling Green State,W,0,0,0,1,ben-durbin-1
Chris Ferguson,2011-09-17,3,Navy,@,South Carolina,L,0,0,0,1,chris-ferguson-1
Clint Floyd,2011-09-17,3,Arizona State,@,Illinois,L,0,0,0,1,clint-floyd-1
Jeremy Gainer,2011-09-17,3,Michigan State,@,Notre Dame,L,0,0,0,1,jeremy-gainer-1
Jerry Booboo Gates,2011-09-17,3,Bowling Green State,,Wyoming,L,0,0,0,1,jerry-booboo-gates-1
Dan Giordano,2011-09-17,3,Cincinnati,,Akron,W,0,0,0,1,dan-giordano-1
Brad Graham,2011-09-17,3,North Texas,@,Alabama,L,0,0,0,1,brad-graham-1
Kellen Harris,2011-09-17,3,Marshall,@,Ohio,L,0,0,0,1,kellen-harris-1
Daryle Hawkins,2011-09-17,3,Oregon,,Missouri State,W,0,0,0,1,daryle-hawkins-1
Dexter Heyman,2011-09-17,3,Louisville,@,Kentucky,W,0,0,0,1,dexter-heyman-1
Anthony Hill,2011-09-17,3,South Florida,,Florida A&M,W,0,0,0,1,anthony-hill-3
Damante Horton,2011-09-17,3,Washington State,@,San Diego State,L,0,0,0,1,damante-horton-1
Xavier Hughes,2011-09-17,3,Ohio,,Marshall,W,0,0,0,1,xavier-hughes-1
Kerry Hyder,2011-09-17,2,Texas Tech,@,New Mexico,W,0,0,0,1,kerry-hyder-1
Martin Ifedi,2011-09-17,3,Memphis,,Austin Peay,W,0,0,0,1,martin-ifedi-1
Greg Irvin,2011-09-17,2,Alabama-Birmingham,,Tulane,L,0,0,0,1,greg-irvin-1
Kyle Ishman,2011-09-17,3,Syracuse,@,Southern California,L,0,0,0,1,kyle-ishman-1
Jamaar Jarrett,2011-09-17,3,Arizona State,@,Illinois,L,0,0,0,1,jamaar-jarrett-1
A.J. Johnson,2011-09-17,3,Tennessee,@,Florida,L,1,19,0,1,aj-johnson-5
Donnell Jones,2011-09-17,3,Indiana,,South Carolina State,W,0,0,0,1,donnell-jones-1
Uona Kaveinga,2011-09-17,3,Brigham Young,,Utah,L,0,0,0,1,uona-kaveinga-1
