Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Chris Bowens,2008-08-28,1,Troy,@,Middle Tennessee State,W,7,1,8,0.0,0.0,chris-bowens-1
Tim Brazzel,2008-08-28,1,Central Michigan,,Eastern Illinois,W,1,4,5,0.5,0.0,tim-brazzel-1
Jasper Brinkley,2008-08-28,1,South Carolina,,North Carolina State,W,2,0,2,0.0,0.0,jasper-brinkley-1
Cody Brown,2008-08-28,1,Connecticut,,Hofstra,W,1,5,6,2.0,2.0,cody-brown-1
Cornelius Brown,2008-08-28,1,Texas-El Paso,@,Buffalo,L,1,2,3,0.0,0.0,cornelius-brown-2
Jamarial Brown,2008-08-28,1,South Carolina,,North Carolina State,W,1,0,1,0.0,0.0,jamarial-brown-1
Kevin Brown,2008-08-28,1,Middle Tennessee State,,Troy,L,1,1,2,0.0,0.0,kevin-brown-2
Moe Brown,2008-08-28,1,South Carolina,,North Carolina State,W,2,0,2,0.0,0.0,moe-brown-1
Steve Brown,2008-08-28,1,Eastern Michigan,,Indiana State,W,1,0,1,0.0,0.0,steve-brown-7
Wendell Brown,2008-08-28,1,Ball State,,Northeastern,W,0,2,2,0.5,0.0,wendell-brown-1
Wendell Brunson,2008-08-28,1,Miami (OH),,Vanderbilt,L,1,0,1,0.0,0.0,wendell-brunson-1
Antareis Bryan,2008-08-28,1,Baylor,,Wake Forest,L,2,0,2,0.0,0.0,antareis-bryan-1
Aaron Bryant,2008-08-28,1,Connecticut,,Hofstra,W,1,2,3,0.0,0.0,aaron-bryant-1
Trey Bryant,2008-08-28,1,Baylor,,Wake Forest,L,0,3,3,0.5,0.0,trey-bryant-1
Krys Buerck,2008-08-28,1,Baylor,,Wake Forest,L,1,0,1,0.0,0.0,krys-buerck-1
Trey Buice,2008-08-28,1,Ball State,,Northeastern,W,4,2,6,0.0,0.0,trey-buice-1
Brian Bulcke,2008-08-28,1,Stanford,,Oregon State,W,1,0,1,0.0,0.0,brian-bulcke-1
Leroy Burgess,2008-08-28,1,North Carolina State,@,South Carolina,L,0,1,1,0.0,0.0,leroy-burgess-1
Morgan Burnett,2008-08-28,1,Georgia Tech,,Jacksonville State,W,1,3,4,0.5,0.0,morgan-burnett-1
Kennard Burton,2008-08-28,1,Troy,@,Middle Tennessee State,W,1,0,1,1.0,0.0,kennard-burton-1
Josh Bush,2008-08-28,1,Wake Forest,@,Baylor,W,2,0,2,0.0,0.0,josh-bush-1
Darius Butler,2008-08-28,1,Connecticut,,Hofstra,W,2,1,3,0.5,0.0,darius-butler-1
Mario Butler,2008-08-28,1,Georgia Tech,,Jacksonville State,W,3,0,3,0.0,0.0,mario-butler-1
Victor Butler,2008-08-28,1,Oregon State,@,Stanford,L,1,5,6,2.0,0.5,victor-butler-1
Justin Byers,2008-08-28,1,North Carolina State,@,South Carolina,L,4,1,5,0.0,0.0,justin-byers-1
Joel Caldwell,2008-08-28,1,Vanderbilt,@,Miami (OH),W,2,2,4,0.0,0.0,joel-caldwell-1
Chris Callahan,2008-08-28,1,Buffalo,,Texas-El Paso,W,0,1,1,0.0,0.0,chris-callahan-1
Jorrick Calvin,2008-08-28,1,Troy,@,Middle Tennessee State,W,4,0,4,1.0,0.0,jorrick-calvin-1
Marcus Campbell,2008-08-28,1,Connecticut,,Hofstra,W,0,1,1,0.0,0.0,marcus-campbell-1
Nate Campbell,2008-08-28,1,Vanderbilt,@,Miami (OH),W,1,0,1,0.0,0.0,nate-campbell-1
Craig Carey,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,2,1,3,0.5,0.0,craig-carey-1
Danny Carmichael,2008-08-28,1,Middle Tennessee State,,Troy,L,4,0,4,0.0,0.0,danny-carmichael-1
Jawan Carson,2008-08-28,1,Middle Tennessee State,,Troy,L,2,0,2,0.0,0.0,jawan-carson-1
Isaiah Carter,2008-08-28,1,Texas-El Paso,@,Buffalo,L,2,2,4,0.0,0.0,isaiah-carter-1
Landon Carter,2008-08-28,1,Central Michigan,,Eastern Illinois,W,0,1,1,0.0,0.0,landon-carter-1
Michael Carter,2008-08-28,1,Wake Forest,@,Baylor,W,1,1,2,0.0,0.0,michael-carter-3
Alan-Michael Cash,2008-08-28,1,North Carolina State,@,South Carolina,L,1,2,3,0.5,0.5,alan-michael-cash-1
Josh Catron,2008-08-28,1,Stanford,,Oregon State,W,2,0,2,0.0,0.0,josh-catron-1
Travis Chambers,2008-08-28,1,Georgia Tech,,Jacksonville State,W,2,1,3,0.0,0.0,travis-chambers-1
Martin Channels,2008-08-28,1,Miami (OH),,Vanderbilt,L,1,2,3,1.5,0.0,martin-channels-1
Imani Chatman,2008-08-28,1,Buffalo,,Texas-El Paso,W,1,0,1,0.0,0.0,imani-chatman-1
Tony Clark,2008-08-28,1,Georgia Tech,,Jacksonville State,W,2,1,3,0.0,0.0,tony-clark-1
Maurice Coleman,2008-08-28,1,Troy,@,Middle Tennessee State,W,2,0,2,0.0,0.0,maurice-coleman-1
Cameron Collins,2008-08-28,1,Oregon State,@,Stanford,L,2,1,3,0.0,0.0,cameron-collins-1
Joe Coniglio,2008-08-28,1,Miami (OH),,Vanderbilt,L,3,0,3,2.0,1.0,joe-coniglio-1
Domonic Cook,2008-08-28,1,Buffalo,,Texas-El Paso,W,1,1,2,0.0,0.0,domonic-cook-1
Emmanuel Cook,2008-08-28,1,South Carolina,,North Carolina State,W,8,0,8,0.0,0.0,emmanuel-cook-1
Glenn Cook,2008-08-28,1,Miami (FL),,Charleston Southern,W,2,0,2,1.0,0.0,glenn-cook-1
Isaiah Cook,2008-08-28,1,Oregon State,@,Stanford,L,0,2,2,0.0,0.0,isaiah-cook-1
Bryant Cornell,2008-08-28,1,Oregon State,@,Stanford,L,6,5,11,0.0,0.0,bryant-cornell-1
Torry Cornett,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,0,1,1,0.0,0.0,torry-cornett-1
Spain Cosby,2008-08-28,1,Ball State,,Northeastern,W,0,2,2,0.5,0.0,spain-cosby-1
Morris Council,2008-08-28,1,Miami (OH),,Vanderbilt,L,1,0,1,0.0,0.0,morris-council-1
Tom Crabtree,2008-08-28,1,Miami (OH),,Vanderbilt,L,1,0,1,0.0,0.0,tom-crabtree-1
Joe Craddock,2008-08-28,1,Middle Tennessee State,,Troy,L,1,0,1,0.0,0.0,joe-craddock-1
Travis Craven,2008-08-28,1,Miami (OH),,Vanderbilt,L,2,0,2,1.0,1.0,travis-craven-1
Brandon Crawford,2008-08-28,1,Ball State,,Northeastern,W,1,2,3,0.5,0.0,brandon-crawford-1
Dwain Crawford,2008-08-28,1,Baylor,,Wake Forest,L,3,4,7,0.0,0.0,dwain-crawford-1
Da-Mon Cromartie-Smith,2008-08-28,1,Texas-El Paso,@,Buffalo,L,3,5,8,0.0,0.0,da-mon-cromartie-smith-1
Derrick Crumpton,2008-08-28,1,Middle Tennessee State,,Troy,L,1,0,1,0.0,0.0,derrick-crumpton-1
Chris Culliver,2008-08-28,1,South Carolina,,North Carolina State,W,1,0,1,0.0,0.0,chris-culliver-1
Aaron Curry,2008-08-28,1,Wake Forest,@,Baylor,W,5,2,7,1.5,0.5,aaron-curry-1
Alex Daniels,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,1,0,1,0.0,0.0,alex-daniels-2
Anthony Davis,2008-08-28,1,Wake Forest,@,Baylor,W,0,1,1,0.0,0.0,anthony-davis-5
Mike Davis,2008-08-28,1,South Carolina,,North Carolina State,W,1,0,1,0.0,0.0,mike-davis-1
Romeo Davis,2008-08-28,1,Miami (FL),,Charleston Southern,W,3,0,3,0.0,0.0,romeo-davis-1
Chris Day,2008-08-28,1,Texas-El Paso,@,Buffalo,L,1,1,2,0.0,0.0,chris-day-1
Dahna Deleston,2008-08-28,1,Connecticut,,Hofstra,W,1,0,1,0.0,0.0,dahna-deleston-1
Mark Dietz,2008-08-28,1,Central Michigan,,Eastern Illinois,W,0,1,1,0.0,0.0,mark-dietz-1
Antonio Dixon,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,1,2,0.0,0.0,antonio-dixon-1
Keith Dixon,2008-08-28,1,Eastern Michigan,,Indiana State,W,0,1,1,0.0,0.0,keith-dixon-1
Ryan Downard,2008-08-28,1,Eastern Michigan,,Indiana State,W,4,0,4,0.0,0.0,ryan-downard-1
Brandon Downs,2008-08-28,1,Eastern Michigan,,Indiana State,W,3,2,5,2.5,0.0,brandon-downs-1
Tom Drewes,2008-08-28,1,Buffalo,,Texas-El Paso,W,3,3,6,1.5,1.0,tom-drewes-1
Casey Droscha,2008-08-28,1,Central Michigan,,Eastern Illinois,W,1,2,3,0.0,0.0,casey-droscha-1
Drew Duffin,2008-08-28,1,Ball State,,Northeastern,W,0,2,2,0.5,0.0,drew-duffin-1
Robert Eddins,2008-08-28,1,Ball State,,Northeastern,W,1,3,4,1.0,1.0,robert-eddins-1
Kirkston Edwards,2008-08-28,1,Central Michigan,,Eastern Illinois,W,1,0,1,0.0,0.0,kirkston-edwards-1
Mario Edwards,2008-08-28,1,Georgia Tech,,Jacksonville State,W,1,0,1,0.0,0.0,mario-edwards-2
Peris Edwards,2008-08-28,1,Miami (OH),,Vanderbilt,L,1,0,1,0.0,0.0,peris-edwards-1
Pannel Egboh,2008-08-28,1,Stanford,,Oregon State,W,0,3,3,0.0,0.0,pannel-egboh-1
Anthony Egbuniwe,2008-08-28,1,Georgia Tech,,Jacksonville State,W,0,1,1,0.0,0.0,anthony-egbuniwe-1
Dominique Ellis,2008-08-28,1,North Carolina State,@,South Carolina,L,0,1,1,0.0,0.0,dominique-ellis-1
Marcus English,2008-08-28,1,Eastern Michigan,,Indiana State,W,1,1,2,0.5,0.0,marcus-english-1
Kris Evans,2008-08-28,1,Stanford,,Oregon State,W,9,0,9,1.0,0.0,kris-evans-1
Jared Fagan,2008-08-28,1,Vanderbilt,@,Miami (OH),W,0,1,1,0.0,0.0,jared-fagan-1
Delbert Ferguson,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,1,1,2,0.0,0.0,delbert-ferguson-1
Ernest Ferguson,2008-08-28,1,Iowa State,,South Dakota State,W,0,1,1,0.0,0.0,ernest-ferguson-1
Josh Ferguson,2008-08-28,1,Texas-El Paso,@,Buffalo,L,6,2,8,1.0,1.0,josh-ferguson-2
Travis Ferguson,2008-08-28,1,Iowa State,,South Dakota State,W,0,1,1,0.0,0.0,travis-ferguson-2
Ty Findley,2008-08-28,1,Baylor,,Wake Forest,L,1,0,1,0.0,0.0,ty-findley-1
Bobby Floyd,2008-08-28,1,North Carolina State,@,South Carolina,L,0,1,1,0.0,0.0,bobby-floyd-1
Trevor Ford,2008-08-28,1,Troy,@,Middle Tennessee State,W,3,0,3,1.0,0.0,trevor-ford-1
Marcus Forston,2008-08-28,1,Miami (FL),,Charleston Southern,W,2,0,2,0.0,0.0,marcus-forston-1
Tim Fort,2008-08-28,1,Eastern Michigan,,Indiana State,W,2,0,2,1.0,0.0,tim-fort-1
Chris Francis,2008-08-28,1,Baylor,,Wake Forest,L,1,0,1,0.0,0.0,chris-francis-1
Eric Fraser,2008-08-28,1,Central Michigan,,Eastern Illinois,W,2,3,5,1.0,1.0,eric-fraser-1
Kashawn Fraser,2008-08-28,1,Central Michigan,,Eastern Illinois,W,0,1,1,0.5,0.5,kashawn-fraser-1
Leon Freeman,2008-08-28,1,Baylor,,Wake Forest,L,3,3,6,3.0,0.0,leon-freeman-1
Nate Frere,2008-08-28,1,Iowa State,,South Dakota State,W,1,0,1,0.0,0.0,nate-frere-1
Nick Frere,2008-08-28,1,Iowa State,,South Dakota State,W,2,0,2,1.0,1.0,nick-frere-1
Drew Frey,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,1,1,2,0.5,0.0,drew-frey-1
Martin Frierson,2008-08-28,1,Georgia Tech,,Jacksonville State,W,3,0,3,0.0,0.0,martin-frierson-1
Alex Frye,2008-08-28,1,Wake Forest,@,Baylor,W,1,0,1,0.0,0.0,alex-frye-1
Sione Fua,2008-08-28,1,Stanford,,Oregon State,W,1,0,1,1.0,1.0,sione-fua-1
Jordan Gafford,2008-08-28,1,Miami (OH),,Vanderbilt,L,3,2,5,0.0,0.0,jordan-gafford-1
Dion Gales,2008-08-28,1,Troy,@,Middle Tennessee State,W,4,0,4,2.0,1.0,dion-gales-1
Michael Garcia,2008-08-28,1,Vanderbilt,@,Miami (OH),W,0,2,2,0.0,0.0,michael-garcia-1
Troy Garside,2008-08-28,1,Georgia Tech,,Jacksonville State,W,0,1,1,0.0,0.0,troy-garside-1
Clifton Geathers,2008-08-28,1,South Carolina,,North Carolina State,W,1,0,1,0.0,0.0,clifton-geathers-1
Desmond Gee,2008-08-28,1,Middle Tennessee State,,Troy,L,2,0,2,0.0,0.0,desmond-gee-1
Koyal George,2008-08-28,1,North Carolina State,@,South Carolina,L,2,0,2,0.0,0.0,koyal-george-1
Brandon Ghee,2008-08-28,1,Wake Forest,@,Baylor,W,2,0,2,0.0,0.0,brandon-ghee-1
Deandre Gilmore,2008-08-28,1,Miami (OH),,Vanderbilt,L,1,0,1,0.0,0.0,deandre-gilmore-1
Anthony Glover,2008-08-28,1,Middle Tennessee State,,Troy,L,5,0,5,0.0,0.0,anthony-glover-1
Travis Golia,2008-08-28,1,Stanford,,Oregon State,W,2,0,2,0.0,0.0,travis-golia-1
Dominick Goodman,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,0,1,1,0.0,0.0,dominick-goodman-1
Ryan Goodman,2008-08-28,1,North Carolina State,@,South Carolina,L,1,0,1,0.0,0.0,ryan-goodman-2
Landon Goodwell,2008-08-28,1,Texas-El Paso,@,Buffalo,L,2,2,4,0.0,0.0,landon-goodwell-1
Josh Gordy,2008-08-28,1,Central Michigan,,Eastern Illinois,W,4,4,8,0.0,0.0,josh-gordy-1
Chavez Grant,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,0,1,0.0,0.0,chavez-grant-1
Jeremy Gray,2008-08-28,1,North Carolina State,@,South Carolina,L,4,0,4,0.0,0.0,jeremy-gray-1
Meares Green,2008-08-28,1,North Carolina State,@,South Carolina,L,1,0,1,0.0,0.0,meares-green-1
T.J. Greenstone,2008-08-28,1,Vanderbilt,@,Miami (OH),W,3,1,4,2.0,0.0,tj-greenstone-1
Jakeem Gregory,2008-08-28,1,Ball State,,Northeastern,W,2,1,3,0.0,0.0,jakeem-gregory-1
Josh Gregory,2008-08-28,1,Middle Tennessee State,,Troy,L,1,0,1,0.0,0.0,josh-gregory-1
Sedric Griffin,2008-08-28,1,Georgia Tech,,Jacksonville State,W,0,3,3,0.0,0.0,sedric-griffin-1
Chris Hail,2008-08-28,1,South Carolina,,North Carolina State,W,1,0,1,0.0,0.0,chris-hail-1
Bryant Haines,2008-08-28,1,Ball State,,Northeastern,W,0,5,5,1.0,0.0,bryant-haines-1
Austin Hall,2008-08-28,1,Oregon State,@,Stanford,L,0,1,1,0.0,0.0,austin-hall-2
Robert Hall,2008-08-28,1,Georgia Tech,,Jacksonville State,W,1,2,3,0.5,0.0,robert-hall-1
Marquis Hamilton,2008-08-28,1,Iowa State,,South Dakota State,W,1,0,1,0.0,0.0,marquis-hamilton-1
Ryan Hamilton,2008-08-28,1,Vanderbilt,@,Miami (OH),W,2,3,5,0.0,0.0,ryan-hamilton-1
Jamie Hampton,2008-08-28,1,Troy,@,Middle Tennessee State,W,1,0,1,0.0,0.0,jamie-hampton-1
Brandon Hardin,2008-08-28,1,Oregon State,@,Stanford,L,1,0,1,0.0,0.0,brandon-hardin-1
Andrew Harrington,2008-08-28,1,Middle Tennessee State,,Troy,L,1,0,1,0.0,0.0,andrew-harrington-1
Brandon Harris,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,2,3,1.0,0.0,brandon-harris-1
Eugene Harris,2008-08-28,1,Miami (OH),,Vanderbilt,L,1,0,1,0.0,0.0,eugene-harris-1
Dwayne Harrison,2008-08-28,1,Eastern Michigan,,Indiana State,W,2,0,2,0.0,0.0,dwayne-harrison-1
Hunter Haynes,2008-08-28,1,Wake Forest,@,Baylor,W,3,2,5,0.5,0.5,hunter-haynes-1
Casey Hayward,2008-08-28,1,Vanderbilt,@,Miami (OH),W,0,1,1,0.0,0.0,casey-hayward-1
Dwayne Hendricks,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,0,1,0.0,0.0,dwayne-hendricks-1
Derrick Henry,2008-08-28,1,Ball State,,Northeastern,W,3,2,5,0.0,0.0,derrick-henry-1
Ivon Hickmon,2008-08-28,1,Middle Tennessee State,,Troy,L,3,1,4,1.0,0.0,ivon-hickmon-1
Arrington Hicks,2008-08-28,1,Eastern Michigan,,Indiana State,W,1,0,1,0.0,0.0,arrington-hicks-1
B.J. Hill,2008-08-28,1,Ball State,,Northeastern,W,3,0,3,0.0,0.0,bj-hill-2
Ryan Hill,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,1,2,0.0,0.0,ryan-hill-1
Tomaz Hilton,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,1,0,1,0.0,0.0,tomaz-hilton-1
Wes Hofacker,2008-08-28,1,Middle Tennessee State,,Troy,L,4,0,4,1.0,1.0,wes-hofacker-1
Antoine Holmes,2008-08-28,1,North Carolina State,@,South Carolina,L,2,0,2,1.0,1.0,antoine-holmes-1
Daniel Holtzclaw,2008-08-28,1,Eastern Michigan,,Indiana State,W,2,3,5,0.5,0.0,daniel-holtzclaw-1
Patrick Honeycutt,2008-08-28,1,Middle Tennessee State,,Troy,L,1,0,1,0.0,0.0,patrick-honeycutt-1
Adam Hoppel,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,0,1,1,0.0,0.0,adam-hoppel-1
Jasper Howard,2008-08-28,1,Connecticut,,Hofstra,W,3,1,4,0.0,0.0,jasper-howard-1
Joshua Howard,2008-08-28,1,Ball State,,Northeastern,W,1,2,3,0.5,0.0,joshua-howard-1
Joey Hudson,2008-08-28,1,Miami (OH),,Vanderbilt,L,5,9,14,2.5,0.0,joey-hudson-1
Brandon Hughes,2008-08-28,1,Oregon State,@,Stanford,L,2,2,4,0.0,0.0,brandon-hughes-1
John Hughes,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,0,2,2,0.5,0.0,john-hughes-2
Brandon Hunley,2008-08-28,1,Iowa State,,South Dakota State,W,3,1,4,0.0,0.0,brandon-hunley-1
Josh Hunt,2008-08-28,1,Eastern Michigan,,Indiana State,W,0,2,2,0.5,0.0,josh-hunt-1
Daniel Ifft,2008-08-28,1,Ball State,,Northeastern,W,0,1,1,0.0,0.0,daniel-ifft-1
Nate Irving,2008-08-28,1,North Carolina State,@,South Carolina,L,9,1,10,2.0,0.0,nate-irving-1
Rod Issac,2008-08-28,1,Middle Tennessee State,,Troy,L,3,0,3,1.0,0.0,rod-issac-1
Kyle Jackson,2008-08-28,1,Georgia Tech,,Jacksonville State,W,3,2,5,0.0,0.0,kyle-jackson-2
Nicolas Jean-Baptiste,2008-08-28,1,Baylor,,Wake Forest,L,1,0,1,0.0,0.0,nicolas-jean-baptiste-1
Brad Jefferson,2008-08-28,1,Georgia Tech,,Jacksonville State,W,2,1,3,0.0,0.0,brad-jefferson-1
Jermaine Jenkins,2008-08-28,1,Eastern Michigan,,Indiana State,W,2,1,3,0.5,0.0,jermaine-jenkins-1
Trevor Jenkins,2008-08-28,1,Middle Tennessee State,,Troy,L,1,0,1,0.0,0.0,trevor-jenkins-1
Antonio Johnson,2008-08-28,1,Baylor,,Wake Forest,L,2,4,6,1.0,0.0,antonio-johnson-1
Bruce Johnson,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,1,2,0.0,0.0,bruce-johnson-1
Chris Johnson,2008-08-28,1,Vanderbilt,@,Miami (OH),W,1,2,3,0.0,0.0,chris-johnson-5
Steve Johnson,2008-08-28,1,Iowa State,,South Dakota State,W,2,4,6,0.0,0.0,steve-johnson-1
Antonio Jones,2008-08-28,1,Baylor,,Wake Forest,L,5,4,9,1.0,0.0,antonio-jones-1
Davyd Jones,2008-08-28,1,Ball State,,Northeastern,W,1,7,8,1.5,0.0,davyd-jones-1
Jonathan Jones,2008-08-28,1,Wake Forest,@,Baylor,W,1,1,2,0.0,0.0,jonathan-jones-2
Khalil Jones,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,0,1,0.0,0.0,khalil-jones-1
Tyler Jones,2008-08-28,1,Eastern Michigan,,Indiana State,W,1,0,1,0.0,0.0,tyler-jones-1
Joe Joseph,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,0,1,1.0,0.0,joe-joseph-1
Andrew Judy,2008-08-28,1,Baylor,,Wake Forest,L,1,1,2,0.0,0.0,andrew-judy-1
Theron Kadri,2008-08-28,1,Vanderbilt,@,Miami (OH),W,1,0,1,0.0,0.0,theron-kadri-1
Jeremy Kellem,2008-08-28,1,Middle Tennessee State,,Troy,L,7,0,7,0.0,0.0,jeremy-kellem-1
George Kelly,2008-08-28,1,Texas-El Paso,@,Buffalo,L,4,3,7,0.0,0.0,george-kelly-1
Ryan Kennedy,2008-08-28,1,Miami (OH),,Vanderbilt,L,0,3,3,0.0,0.0,ryan-kennedy-1
Alex Knipp,2008-08-28,1,Ball State,,Northeastern,W,1,2,3,0.0,0.0,alex-knipp-1
Keaton Kristick,2008-08-28,1,Oregon State,@,Stanford,L,2,5,7,1.0,0.0,keaton-kristick-1
Markus Kuhn,2008-08-28,1,North Carolina State,@,South Carolina,L,2,0,2,0.0,0.0,markus-kuhn-1
Kyle Kuntz,2008-08-28,1,Ball State,,Northeastern,W,0,2,2,0.0,0.0,kyle-kuntz-1
Luke La Mar,2008-08-28,1,Baylor,,Wake Forest,L,1,1,2,0.0,0.0,luke-la-mar-1
Jordan Lake,2008-08-28,1,Baylor,,Wake Forest,L,5,4,9,0.0,0.0,jordan-lake-1
Jason Lamb,2008-08-28,1,Baylor,,Wake Forest,L,0,4,4,0.5,0.0,jason-lamb-1
Xavier Lamb,2008-08-28,1,Troy,@,Middle Tennessee State,W,1,0,1,0.0,0.0,xavier-lamb-1
Brandon Lang,2008-08-28,1,Troy,@,Middle Tennessee State,W,3,0,3,0.0,0.0,brandon-lang-1
Reshard Langford,2008-08-28,1,Vanderbilt,@,Miami (OH),W,3,4,7,0.0,0.0,reshard-langford-1
Jamari Lattimore,2008-08-28,1,Middle Tennessee State,,Troy,L,1,0,1,0.0,0.0,jamari-lattimore-1
Greg Laybourn,2008-08-28,1,Oregon State,@,Stanford,L,4,3,7,0.5,0.5,greg-laybourn-1
Boris Lee,2008-08-28,1,Troy,@,Middle Tennessee State,W,6,5,11,2.5,0.5,boris-lee-1
Ja-Boy Leomiti,2008-08-28,1,Texas-El Paso,@,Buffalo,L,2,1,3,0.0,0.0,ja-boy-leomiti-1
Robbie Leonard,2008-08-28,1,North Carolina State,@,South Carolina,L,5,2,7,0.0,0.0,robbie-leonard-1
Jeremy Lewis,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,1,2,0.5,0.0,jeremy-lewis-1
Keenan Lewis,2008-08-28,1,Oregon State,@,Stanford,L,3,1,4,0.0,0.0,keenan-lewis-1
