Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Phillip Tanner,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,22,22.0,0,phillip-tanner-1
Nick Turner,2010-09-02,1,Indiana,,Towson,W,2,72,36.0,0,nick-turner-2
Eric Williams,2010-09-02,1,Ball State,,Southeast Missouri State,W,2,71,35.5,0,eric-williams-1
Cody Wilson,2010-09-02,1,Central Michigan,,Hampton,W,1,81,81.0,0,cody-wilson-1
Duwyce Wilson,2010-09-02,1,Indiana,,Towson,W,1,46,46.0,0,duwyce-wilson-1
Robert Woods,2010-09-02,1,Southern California,@,Hawaii,W,6,96,16.0,0,robert-woods-1
Khalid Wooten,2010-09-02,1,Nevada,,Eastern Washington,W,1,22,22.0,0,khalid-wooten-1
Julian Bellinger,2010-09-03,1,Toledo,,Arizona,L,2,18,9.0,0,julian-bellinger-1
Matt Brown,2010-09-03,1,Temple,,Villanova,W,2,38,19.0,0,matt-brown-1
Travis Cobb,2010-09-03,1,Arizona,@,Toledo,W,1,19,19.0,0,travis-cobb-1
James Nixon,2010-09-03,1,Temple,,Villanova,W,3,68,22.7,0,james-nixon-1
Eric Page,2010-09-03,1,Toledo,,Arizona,L,2,26,13.0,0,eric-page-1
Morgan Williams,2010-09-03,1,Toledo,,Arizona,L,3,52,17.3,0,morgan-williams-1
Cameron Allen,2010-09-04,1,Georgia,,Louisiana,W,1,24,24.0,0,cameron-allen-1
Keenan Allen,2010-09-04,1,California,,California-Davis,W,1,18,18.0,0,keenan-allen-1
Usua Amanam,2010-09-04,1,Stanford,,Sacramento State,W,1,38,38.0,0,usua-amanam-1
Chris Anderson,2010-09-04,1,Troy,,Bowling Green State,W,1,15,15.0,0,chris-anderson-1
Vic Anderson,2010-09-04,1,Louisville,,Kentucky,L,2,91,45.5,0,vic-anderson-1
Doug Baldwin,2010-09-04,1,Stanford,,Sacramento State,W,3,62,20.7,0,doug-baldwin-1
Joe Banyard,2010-09-04,1,Texas-El Paso,,Arkansas-Pine Bluff,W,1,35,35.0,0,joe-banyard-1
Kenjon Barner,2010-09-04,1,Oregon,,New Mexico,W,1,9,9.0,0,kenjon-barner-1
Tyler Beck,2010-09-04,1,Bowling Green State,@,Troy,L,1,12,12.0,0,tyler-beck-1
Leon Berry,2010-09-04,1,Mississippi State,,Memphis,W,1,22,22.0,0,leon-berry-1
D.J. Beshears,2010-09-04,1,Kansas,,North Dakota State,L,2,84,42.0,0,dj-beshears-1
Dontavia Bogan,2010-09-04,1,South Florida,,Stony Brook,W,2,31,15.5,0,dontavia-bogan-1
Chris Borland,2010-09-04,1,Wisconsin,@,Nevada-Las Vegas,W,1,9,9.0,0,chris-borland-1
Chad Boyd,2010-09-04,1,Louisiana Tech,,Grambling State,W,1,14,14.0,0,chad-boyd-1
Jheranie Boyd,2010-09-04,1,North Carolina,N,Louisiana State,L,3,66,22.0,0,jheranie-boyd-1
Brandon Boykin,2010-09-04,1,Georgia,,Louisiana,W,1,31,31.0,0,brandon-boykin-1
Kent Brooks,2010-09-04,1,Houston,,Texas State,W,1,7,7.0,0,kent-brooks-1
Ron Brooks,2010-09-04,1,Louisiana State,N,North Carolina,W,2,63,31.5,0,ron-brooks-1
Davon Brown,2010-09-04,1,San Diego State,,Nicholls State,W,1,9,9.0,0,davon-brown-1
Malcolm Brown,2010-09-04,1,Army,@,Eastern Michigan,W,4,66,16.5,0,malcolm-brown-1
Jesse Callier,2010-09-04,1,Washington,@,Brigham Young,L,1,16,16.0,0,jesse-callier-1
James Caraway,2010-09-04,1,Wyoming,,Southern Utah,W,1,12,12.0,0,james-caraway-1
Tyron Carrier,2010-09-04,1,Houston,,Texas State,W,1,39,39.0,0,tyron-carrier-1
O'Neill Chambers,2010-09-04,1,Brigham Young,,Washington,W,4,72,18.0,0,oneill-chambers-1
Brennan Clay,2010-09-04,1,Oklahoma,,Utah State,W,1,22,22.0,0,brennan-clay-1
Randall Cobb,2010-09-04,1,Kentucky,@,Louisville,W,2,59,29.5,0,randall-cobb-1
Myles Daughtry,2010-09-04,1,New Mexico,@,Oregon,L,7,134,19.1,0,myles-daughtry-1
John Delahunt,2010-09-04,1,Connecticut,@,Michigan,L,2,15,7.5,0,john-delahunt-1
Jeff Demps,2010-09-04,1,Florida,,Miami (OH),W,2,56,28.0,0,jeff-demps-1
Noel Devine,2010-09-04,1,West Virginia,,Coastal Carolina,W,1,15,15.0,0,noel-devine-1
Dan Dierking,2010-09-04,1,Purdue,@,Notre Dame,L,1,15,15.0,0,dan-dierking-1
Brandon Driver,2010-09-04,1,San Jose State,@,Alabama,L,5,119,23.8,0,brandon-driver-1
Lyle Fitte,2010-09-04,1,Louisiana Tech,,Grambling State,W,1,20,20.0,0,lyle-fitte-1
Billy Foster,2010-09-04,1,Memphis,@,Mississippi State,L,7,160,22.9,0,billy-foster-1
Chris Fox,2010-09-04,1,Boston College,,Weber State,W,2,45,22.5,0,chris-fox-1
Dwayne Frampton,2010-09-04,1,Arkansas State,@,Auburn,L,3,50,16.7,0,dwayne-frampton-1
Trey Franks,2010-09-04,1,Oklahoma,,Utah State,W,1,17,17.0,0,trey-franks-1
Hunter Furr,2010-09-04,1,North Carolina,N,Louisiana State,L,1,4,4.0,0,hunter-furr-1
Deleon Gause,2010-09-04,1,Boston College,,Weber State,W,2,44,22.0,0,deleon-gause-1
Justin Gilbert,2010-09-04,1,Oklahoma State,,Washington State,W,1,18,18.0,0,justin-gilbert-1
Marcus Gilchrist,2010-09-04,1,Clemson,,North Texas,W,2,58,29.0,0,marcus-gilchrist-1
Mike Gillislee,2010-09-04,1,Florida,,Miami (OH),W,2,65,32.5,0,mike-gillislee-1
David Gilreath,2010-09-04,1,Wisconsin,@,Nevada-Las Vegas,W,2,43,21.5,0,david-gilreath-1
Bud Golden,2010-09-04,1,Illinois,N,Missouri,L,1,15,15.0,0,bud-golden-1
Kelip Goodwin,2010-09-04,1,Eastern Michigan,,Army,L,3,55,18.3,0,kelip-goodwin-1
T.J. Graham,2010-09-04,1,North Carolina State,,Western Carolina,W,1,50,50.0,0,tj-graham-1
Jesse Grandy,2010-09-04,1,Mississippi,,Jacksonville State,L,1,17,17.0,0,jesse-grandy-1
William Green,2010-09-04,1,Florida,,Miami (OH),W,1,8,8.0,0,william-green-2
H.R. Greer,2010-09-04,1,Mississippi,,Jacksonville State,L,1,8,8.0,0,hr-greer-1
Prince-Tyson Gulley,2010-09-04,1,Syracuse,@,Akron,W,1,22,22.0,0,prince-tyson-gulley-1
Roderick Hall,2010-09-04,1,Arkansas State,@,Auburn,L,3,81,27.0,0,roderick-hall-1
Dujuan Harris,2010-09-04,1,Troy,,Bowling Green State,W,2,29,14.5,0,dujuan-harris-1
Vidal Hazelton,2010-09-04,1,Cincinnati,@,Fresno State,L,3,41,13.7,0,vidal-hazelton-1
Lucious Henderson,2010-09-04,1,Arkansas State,@,Auburn,L,1,3,3.0,0,lucious-henderson-1
Derrick Herman,2010-09-04,1,Mississippi,,Jacksonville State,L,2,30,15.0,0,derrick-herman-1
Reggie Hicks,2010-09-04,1,Mississippi,,Jacksonville State,L,1,0,0.0,0,reggie-hicks-1
Sidney Hodge,2010-09-04,1,Nevada-Las Vegas,,Wisconsin,L,2,39,19.5,0,sidney-hodge-1
Tausean Holmes,2010-09-04,1,Arkansas State,@,Auburn,L,1,13,13.0,0,tausean-holmes-1
Raynard Horne,2010-09-04,1,Virginia,,Richmond,W,3,57,19.0,0,raynard-horne-1
Dominique Hunsucker,2010-09-04,1,San Jose State,@,Alabama,L,1,15,15.0,0,dominique-hunsucker-1
Kendall Hunter,2010-09-04,1,Oklahoma State,,Washington State,W,1,23,23.0,0,kendall-hunter-1
Derek Jackson,2010-09-04,1,Purdue,@,Notre Dame,L,1,12,12.0,0,derek-jackson-1
Jamaal Jackson,2010-09-04,1,North Texas,@,Clemson,L,3,73,24.3,0,jamaal-jackson-2
Jerrel Jernigan,2010-09-04,1,Troy,,Bowling Green State,W,2,61,30.5,0,jerrel-jernigan-1
Dennis Johnson,2010-09-04,1,Arkansas,,Tennessee Tech,W,2,50,25.0,0,dennis-johnson-1
Dontae Johnson,2010-09-04,1,North Carolina State,,Western Carolina,W,1,3,3.0,0,dontae-johnson-1
Derrell Johnson-Koulianos,2010-09-04,1,Iowa,,Eastern Illinois,W,2,59,29.5,0,derrell-johnson-koulianos-1
Eddie Jones,2010-09-04,1,Texas,@,Rice,W,3,41,13.7,0,eddie-jones-1
Perry Jones,2010-09-04,1,Virginia,,Richmond,W,1,10,10.0,0,perry-jones-1
Will Kapp,2010-09-04,1,California,,California-Davis,W,1,3,3.0,0,will-kapp-1
Donavon Kemp,2010-09-04,1,Texas-El Paso,,Arkansas-Pine Bluff,W,2,42,21.0,0,donavon-kemp-1
Cameron Kenney,2010-09-04,1,Oklahoma,,Utah State,W,1,31,31.0,0,cameron-kenney-1
Jeremy Kerley,2010-09-04,1,Texas Christian,,Oregon State,W,5,105,21.0,0,jeremy-kerley-1
Brandon Kinnie,2010-09-04,1,Nebraska,,Western Kentucky,W,1,14,14.0,0,brandon-kinnie-1
Luke Kuechly,2010-09-04,1,Boston College,,Weber State,W,1,0,0.0,0,luke-kuechly-1
Patrick Kurunwune,2010-09-04,1,Duke,,Elon,W,2,38,19.0,0,patrick-kurunwune-1
Jeremy Lafrance,2010-09-04,1,Akron,,Syracuse,L,5,102,20.4,0,jeremy-lafrance-1
Lequan Lewis,2010-09-04,1,Arizona State,,Portland State,W,1,43,43.0,0,lequan-lewis-1
Derrick Locke,2010-09-04,1,Kentucky,@,Louisville,W,1,23,23.0,0,derrick-locke-1
Brian Lockridge,2010-09-04,1,Colorado,N,Colorado State,W,1,31,31.0,0,brian-lockridge-1
Venric Mark,2010-09-04,1,Northwestern,@,Vanderbilt,W,1,19,19.0,0,venric-mark-1
Tim Marlowe,2010-09-04,1,Nebraska,,Western Kentucky,W,2,69,34.5,0,tim-marlowe-1
Al-Terek McBurse,2010-09-04,1,Purdue,@,Notre Dame,L,3,38,12.7,0,al-terek-mcburse-1
Quincy McDuffie,2010-09-04,1,Central Florida,,South Dakota,W,1,18,18.0,0,quincy-mcduffie-1
Willie McNeal,2010-09-04,1,Western Kentucky,@,Nebraska,L,6,132,22.0,0,willie-mcneal-1
Emmanuel McPhearson,2010-09-04,1,New Mexico,@,Oregon,L,4,102,25.5,0,emmanuel-mcphearson-1
Patrick Mealy,2010-09-04,1,Army,@,Eastern Michigan,W,1,3,3.0,0,patrick-mealy-1
Kyle Middlebrooks,2010-09-04,1,Arizona State,,Portland State,W,1,13,13.0,0,kyle-middlebrooks-1
Jamal Miles,2010-09-04,1,Arizona State,,Portland State,W,1,9,9.0,0,jamal-miles-1
Darius Millines,2010-09-04,1,Illinois,N,Missouri,L,1,14,14.0,0,darius-millines-1
John Mosure,2010-09-04,1,Colorado State,N,Colorado,L,2,34,17.0,0,john-mosure-1
Ghaali Muhammad,2010-09-04,1,Wyoming,,Southern Utah,W,4,90,22.5,0,ghaali-muhammad-1
Demarco Murray,2010-09-04,1,Oklahoma,,Utah State,W,2,38,19.0,0,demarco-murray-1
Latavius Murray,2010-09-04,1,Central Florida,,South Dakota,W,1,5,5.0,0,latavius-murray-1
Warren Norman,2010-09-04,1,Vanderbilt,,Northwestern,L,2,58,29.0,0,warren-norman-1
Martavious Odoms,2010-09-04,1,Michigan,,Connecticut,W,1,18,18.0,0,martavious-odoms-1
David Oku,2010-09-04,1,Tennessee,,Tennessee-Martin,W,1,12,12.0,0,david-oku-1
DeMarco Paine,2010-09-04,1,Miami (OH),@,Florida,L,6,125,20.8,0,demarco-paine-1
Ladarius Perkins,2010-09-04,1,Mississippi State,,Memphis,W,1,26,26.0,0,ladarius-perkins-1
Patrick Peterson,2010-09-04,1,Louisiana State,N,North Carolina,W,3,100,33.3,0,patrick-peterson-1
Chris Polk,2010-09-04,1,Washington,@,Brigham Young,L,2,4,2.0,0,chris-polk-1
Troy Pollard,2010-09-04,1,Illinois,N,Missouri,L,1,19,19.0,0,troy-pollard-1
Ansel Ponder,2010-09-04,1,Western Michigan,@,Michigan State,L,4,69,17.3,0,ansel-ponder-1
Julian Posey,2010-09-04,1,Ohio,,Wofford,W,3,70,23.3,0,julian-posey-1
Chaz Powell,2010-09-04,1,Penn State,,Youngstown State,W,2,128,64.0,1,chaz-powell-1
Tyrone Pronty,2010-09-04,1,Bowling Green State,@,Troy,L,5,151,30.2,0,tyrone-pronty-1
Deante' Purvis,2010-09-04,1,Nevada-Las Vegas,,Wisconsin,L,1,18,18.0,0,deante-purvis-1
Aubrey Quarles,2010-09-04,1,Kansas State,,UCLA,W,1,23,23.0,0,aubrey-quarles-1
Jack Ramsey,2010-09-04,1,Illinois,N,Missouri,L,3,78,26.0,0,jack-ramsey-1
Bradley Randle,2010-09-04,1,Nevada-Las Vegas,,Wisconsin,L,1,18,18.0,0,bradley-randle-1
Gregory Ray,2010-09-04,1,Memphis,@,Mississippi State,L,1,24,24.0,0,gregory-ray-1
Trent Richardson,2010-09-04,1,Alabama,,San Jose State,W,1,34,34.0,0,trent-richardson-1
Mychal Rivera,2010-09-04,1,Tennessee,,Tennessee-Martin,W,1,7,7.0,0,mychal-rivera-1
Ryan Roberson,2010-09-04,1,Texas,@,Rice,W,1,10,10.0,0,ryan-roberson-1
Terrence Robinson,2010-09-04,1,Michigan,,Connecticut,W,1,4,4.0,0,terrence-robinson-1
Trenton Robinson,2010-09-04,1,Michigan State,,Western Michigan,W,2,42,21.0,0,trenton-robinson-1
James Rodgers,2010-09-04,1,Oregon State,@,Texas Christian,L,5,114,22.8,0,james-rodgers-1
O.J. Ross,2010-09-04,1,Purdue,@,Notre Dame,L,1,17,17.0,0,oj-ross-1
Brandon Rutley,2010-09-04,1,San Jose State,@,Alabama,L,1,16,16.0,0,brandon-rutley-1
Eric Samuels,2010-09-04,1,Vanderbilt,,Northwestern,L,2,68,34.0,0,eric-samuels-1
Colin Sandeman,2010-09-04,1,Iowa,,Eastern Illinois,W,1,14,14.0,0,colin-sandeman-1
Desmond Scott,2010-09-04,1,Duke,,Elon,W,3,55,18.3,0,desmond-scott-1
Jeff Scott,2010-09-04,1,Mississippi,,Jacksonville State,L,2,68,34.0,0,jeff-scott-2
Julian Shankle,2010-09-04,1,Louisiana,@,Georgia,L,1,10,10.0,0,julian-shankle-1
Anthony Sherman,2010-09-04,1,Connecticut,@,Michigan,L,1,6,6.0,0,anthony-sherman-1
Jasper Simmons,2010-09-04,1,Missouri,N,Illinois,W,3,60,20.0,0,jasper-simmons-1
Stephen Simmons,2010-09-04,1,Northwestern,@,Vanderbilt,W,3,53,17.7,0,stephen-simmons-1
Eric Smith,2010-09-04,1,Auburn,,Arkansas State,W,1,5,5.0,0,eric-smith-1
Ira Smith,2010-09-04,1,North Texas,@,Clemson,L,2,56,28.0,0,ira-smith-1
Josh Smith,2010-09-04,1,UCLA,@,Kansas State,L,2,55,27.5,0,josh-smith-6
Chandler Spence,2010-09-04,1,Louisiana Tech,,Grambling State,W,1,10,10.0,0,chandler-spence-1
Aaron Spikes,2010-09-04,1,Louisiana,@,Georgia,L,2,21,10.5,0,aaron-spikes-1
Chantz Staden,2010-09-04,1,Washington State,@,Oklahoma State,L,1,20,20.0,0,chantz-staden-1
Sean Stanley,2010-09-04,1,Penn State,,Youngstown State,W,1,14,14.0,0,sean-stanley-1
Darryl Stonum,2010-09-04,1,Michigan,,Connecticut,W,1,19,19.0,0,darryl-stonum-1
Kevis Streeter,2010-09-04,1,Louisiana,@,Georgia,L,4,85,21.3,0,kevis-streeter-1
Marcus Sullivan,2010-09-04,1,Nevada-Las Vegas,,Wisconsin,L,2,38,19.0,0,marcus-sullivan-1
Max Suter,2010-09-04,1,Syracuse,@,Akron,W,1,7,7.0,0,max-suter-1
Isaiah Sweeney,2010-09-04,1,Houston,,Texas State,W,2,43,21.5,0,isaiah-sweeney-1
Ryan Swope,2010-09-04,1,Texas A&M,,Stephen F. Austin,W,2,28,14.0,0,ryan-swope-1
Johnny Thomas,2010-09-04,1,Oklahoma State,,Washington State,W,1,15,15.0,0,johnny-thomas-1
Juwan Thompson,2010-09-04,1,Duke,,Elon,W,1,27,27.0,0,juwan-thompson-1
Jordan Todman,2010-09-04,1,Connecticut,@,Michigan,L,1,26,26.0,0,jordan-todman-1
Shane Turner,2010-09-04,1,Rice,,Texas,L,7,140,20.0,0,shane-turner-1
Johnathan Warzeka,2010-09-04,1,Air Force,,Northwestern State,W,2,87,43.5,0,johnathan-warzeka-1
Demond Washington,2010-09-04,1,Auburn,,Arkansas State,W,5,126,25.2,0,demond-washington-1
Kayvon Webster,2010-09-04,1,South Florida,,Stony Brook,W,1,10,10.0,0,kayvon-webster-1
Corey Welch,2010-09-04,1,Eastern Michigan,,Army,L,3,61,20.3,0,corey-welch-1
Bryant Williams,2010-09-04,1,New Mexico,@,Oregon,L,1,15,15.0,0,bryant-williams-1
Kerwynn Williams,2010-09-04,1,Utah State,@,Oklahoma,L,6,131,21.8,0,kerwynn-williams-1
Michael Williams,2010-09-04,1,Alabama,,San Jose State,W,1,9,9.0,0,michael-williams-3
Terrance Williams,2010-09-04,1,Baylor,,Sam Houston State,W,2,50,25.0,0,terrance-williams-2
Vince Williams,2010-09-04,1,Florida State,,Samford,W,1,10,10.0,0,vince-williams-1
Trey Wilson,2010-09-04,1,Vanderbilt,,Northwestern,L,1,2,2.0,0,trey-wilson-1
Cierre Wood,2010-09-04,1,Notre Dame,,Purdue,W,2,50,25.0,0,cierre-wood-1
D.J. Woods,2010-09-04,1,Cincinnati,@,Fresno State,L,1,37,37.0,0,dj-woods-1
Darryl Fields,2010-09-05,1,Southern Methodist,@,Texas Tech,L,4,157,39.3,0,darryl-fields-1
Dwayne Harris,2010-09-05,1,East Carolina,,Tulsa,W,2,40,20.0,0,dwayne-harris-1
Milton Howell,2010-09-05,1,Tulsa,@,East Carolina,L,1,8,8.0,0,milton-howell-1
Damaris Johnson,2010-09-05,1,Tulsa,@,East Carolina,L,5,151,30.2,0,damaris-johnson-1
Ricky Johnson,2010-09-05,1,Tulsa,@,East Carolina,L,1,15,15.0,0,ricky-johnson-1
Dustin Lineback,2010-09-05,1,East Carolina,,Tulsa,W,2,14,7.0,0,dustin-lineback-1
Zico Pasut,2010-09-05,1,East Carolina,,Tulsa,W,2,17,8.5,0,zico-pasut-1
Eric Stephens,2010-09-05,1,Texas Tech,,Southern Methodist,W,5,122,24.4,0,eric-stephens-1
Jon Williams,2010-09-05,1,East Carolina,,Tulsa,W,2,39,19.5,0,jon-williams-1
Avery Graham,2010-09-06,1,Maryland,N,Navy,W,1,21,21.0,0,avery-graham-1
Dexter McDougle,2010-09-06,1,Maryland,N,Navy,W,2,26,13.0,0,dexter-mcdougle-1
Dyrell Roberts,2010-09-06,1,Virginia Tech,,Boise State,L,1,29,29.0,0,dyrell-roberts-1
Alexander Teich,2010-09-06,1,Navy,N,Maryland,L,4,107,26.8,0,alexander-teich-1
David Wilson,2010-09-06,1,Virginia Tech,,Boise State,L,6,122,20.3,0,david-wilson-1
Titus Young,2010-09-06,1,Boise State,@,Virginia Tech,W,4,104,26.0,0,titus-young-1
Jahleel Addae,2010-09-09,2,Central Michigan,@,Temple,L,1,15,15.0,0,jahleel-addae-1
Leon Berry,2010-09-09,2,Mississippi State,,Auburn,L,3,79,26.3,0,leon-berry-1
Chad Bumphis,2010-09-09,2,Mississippi State,,Auburn,L,1,11,11.0,0,chad-bumphis-1
James Nixon,2010-09-09,2,Temple,,Central Michigan,W,1,27,27.0,0,james-nixon-1
Kito Poblah,2010-09-09,2,Central Michigan,@,Temple,L,2,47,23.5,0,kito-poblah-1
Demond Washington,2010-09-09,2,Auburn,@,Mississippi State,W,2,64,32.0,0,demond-washington-1
Tavon Austin,2010-09-10,2,West Virginia,@,Marshall,W,3,85,28.3,0,tavon-austin-1
Joe Banyard,2010-09-10,2,Texas-El Paso,@,Houston,L,1,14,14.0,0,joe-banyard-1
Andre Booker,2010-09-10,2,Marshall,,West Virginia,L,3,50,16.7,0,andre-booker-1
Tyron Carrier,2010-09-10,2,Houston,,Texas-El Paso,W,5,92,18.4,0,tyron-carrier-1
Ryan Clarke,2010-09-10,2,West Virginia,@,Marshall,W,1,18,18.0,0,ryan-clarke-1
Troy Evans,2010-09-10,2,Marshall,,West Virginia,L,1,26,26.0,0,troy-evans-2
Marlon McClure,2010-09-10,2,Texas-El Paso,@,Houston,L,6,165,27.5,0,marlon-mcclure-1
Zach Akenberger,2010-09-11,2,Bowling Green State,@,Tulsa,L,1,10,10.0,0,zach-akenberger-1
Cameron Allen,2010-09-11,2,Georgia,@,South Carolina,L,1,9,9.0,0,cameron-allen-1
Keenan Allen,2010-09-11,2,California,,Colorado,W,1,17,17.0,0,keenan-allen-1
Moncell Allen,2010-09-11,2,Kentucky,,Western Kentucky,W,1,17,17.0,0,moncell-allen-1
Usua Amanam,2010-09-11,2,Stanford,@,UCLA,W,1,23,23.0,0,usua-amanam-1
Luther Ambrose,2010-09-11,1,Louisiana-Monroe,@,Arkansas,L,5,113,22.6,0,luther-ambrose-1
Colt Anderson,2010-09-11,1,Florida International,,Rutgers,L,1,2,2.0,0,colt-anderson-1
Vic Anderson,2010-09-11,2,Louisville,,Eastern Kentucky,W,1,59,59.0,0,vic-anderson-1
Mookie Assad,2010-09-11,2,Southern Mississippi,,Prairie View A&M,W,1,25,25.0,0,mookie-assad-1
Kama Bailey,2010-09-11,2,Idaho,@,Nebraska,L,1,23,23.0,0,kama-bailey-1
Mikail Baker,2010-09-11,2,Baylor,,Buffalo,W,1,26,26.0,0,mikail-baker-1
Isaiah Ballard,2010-09-11,2,Toledo,@,Ohio,W,2,66,33.0,0,isaiah-ballard-1
Kenjon Barner,2010-09-11,2,Oregon,@,Tennessee,W,4,107,26.8,0,kenjon-barner-1
Isiah Barton,2010-09-11,2,Washington State,,Montana State,W,5,127,25.4,0,isiah-barton-1
Jaamal Berry,2010-09-11,2,Ohio State,,Miami (FL),W,2,87,43.5,0,jaamal-berry-1
D.J. Beshears,2010-09-11,2,Kansas,,Georgia Tech,W,3,40,13.3,0,dj-beshears-1
Jeff Blanchard,2010-09-11,2,Florida Atlantic,@,Michigan State,L,2,32,16.0,0,jeff-blanchard-1
Zach Bolger,2010-09-11,2,Wyoming,@,Texas,L,1,26,26.0,0,zach-bolger-1
Giorgio Bowers,2010-09-11,2,Akron,,Gardner-Webb,L,1,15,15.0,0,giorgio-bowers-1
Anthony Bowman,2010-09-11,2,Kent State,@,Boston College,L,5,114,22.8,0,anthony-bowman-1
Brandon Boykin,2010-09-11,2,Georgia,@,South Carolina,L,2,40,20.0,0,brandon-boykin-1
Davon Brown,2010-09-11,2,San Diego State,@,New Mexico State,W,3,61,20.3,0,davon-brown-1
Devon Brown,2010-09-11,2,Wake Forest,,Duke,W,2,9,4.5,0,devon-brown-1
Malcolm Brown,2010-09-11,2,Army,,Hawaii,L,5,120,24.0,0,malcolm-brown-1
Nate Burney,2010-09-11,2,Akron,,Gardner-Webb,L,1,26,26.0,0,nate-burney-1
Michael Campanaro,2010-09-11,2,Wake Forest,,Duke,W,1,43,43.0,0,michael-campanaro-1
James Caraway,2010-09-11,2,Wyoming,@,Texas,L,1,12,12.0,0,james-caraway-1
Jalil Carter,2010-09-11,2,Akron,,Gardner-Webb,L,3,79,26.3,0,jalil-carter-1
O'Neill Chambers,2010-09-11,2,Brigham Young,@,Air Force,L,3,46,15.3,0,oneill-chambers-1
Ryan Clark,2010-09-11,2,Ohio,,Toledo,L,1,16,16.0,0,ryan-clark-2
Eduardo Clements,2010-09-11,2,Miami (FL),@,Ohio State,L,1,14,14.0,0,eduardo-clements-1
Randall Cobb,2010-09-11,2,Kentucky,,Western Kentucky,W,1,16,16.0,0,randall-cobb-1
Travis Cobb,2010-09-11,2,Arizona,,Citadel,W,2,60,30.0,0,travis-cobb-1
Chris Culliver,2010-09-11,2,South Carolina,,Georgia,W,3,69,23.0,0,chris-culliver-1
