"Player","Date","G","School","Loc","Opponent","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","unique_id"
"Tyler Huntley","2018-08-30",1,"Utah",,"Weber State","W",25,40,62.5,279,4,1,149.1,"tyler-huntley-1"
"Tyler Johnston III","2018-08-30",1,"Alabama-Birmingham",,"Savannah State","W",1,1,100,35,0,0,394,"tyler-johnston-iii-1"
"Josh Love","2018-08-30",1,"San Jose State",,"California-Davis","L",14,29,48.3,109,1,1,84.3,"josh-love-1"
"Darriel Mack Jr.","2018-08-30",1,"Central Florida","@","Connecticut","W",2,2,100,10,0,0,142,"darriel-mack-jr-1"
"McKenzie Milton","2018-08-30",1,"Central Florida","@","Connecticut","W",24,32,75,346,5,0,217.4,"mckenzie-milton-1"
"Kellen Mond","2018-08-30",1,"Texas A&M",,"Northwestern State","W",17,25,68,184,2,0,156.2,"kellen-mond-1"
"Tanner Morgan","2018-08-30",1,"Minnesota",,"New Mexico State","W",1,1,100,7,0,0,158.8,"tanner-morgan-2"
"Riley Neal","2018-08-30",1,"Ball State",,"Central Connecticut State","W",23,30,76.7,259,2,0,171.2,"riley-neal-1"
"David Pindell","2018-08-30",1,"Connecticut",,"Central Florida","L",27,41,65.9,266,1,1,123.5,"david-pindell-1"
"Drew Plitt","2018-08-30",1,"Ball State",,"Central Connecticut State","W",5,6,83.3,77,1,0,246.1,"drew-plitt-1"
"Matt Romero","2018-08-30",2,"New Mexico State","@","Minnesota","L",29,58,50,233,1,1,86,"matt-romero-1"
"Jason Shelley","2018-08-30",1,"Utah",,"Weber State","W",2,2,100,40,0,0,268,"jason-shelley-2"
"Elijah Sindelar","2018-08-30",1,"Purdue",,"Northwestern","L",18,30,60,196,1,3,105.9,"elijah-sindelar-1"
"Nick Starkel","2018-08-30",1,"Texas A&M",,"Northwestern State","W",5,8,62.5,63,1,0,169.9,"nick-starkel-1"
"Clayton Thorson","2018-08-30",1,"Northwestern","@","Purdue","W",16,26,61.5,172,0,0,117.1,"clayton-thorson-1"
"Keondre Wudtee","2018-08-30",1,"Oklahoma State",,"Missouri State","W",1,3,33.3,1,0,0,36.1,"keondre-wudtee-1"
"K.J. Carta-Samuels","2018-08-31",2,"Colorado State","N","Colorado","L",18,33,54.5,176,1,1,103.3,"kj-carta-samuels-1"
"Christian Chapman","2018-08-31",1,"San Diego State","@","Stanford","L",10,15,66.7,113,0,0,129.9,"christian-chapman-1"
"K.J. Costello","2018-08-31",1,"Stanford",,"San Diego State","W",21,31,67.7,332,4,1,193.8,"kj-costello-1"
"Tommy Devito","2018-08-31",1,"Syracuse","@","Western Michigan","W",4,9,44.4,42,0,0,83.6,"tommy-devito-1"
"Eric Dungey","2018-08-31",1,"Syracuse","@","Western Michigan","W",7,17,41.2,184,2,0,170.9,"eric-dungey-1"
"Drew Eckels","2018-08-31",1,"Western Kentucky","@","Wisconsin","L",15,26,57.7,167,0,0,111.6,"drew-eckels-1"
"Ty Gangi","2018-08-31",1,"Nevada",,"Portland State","W",16,26,61.5,342,3,1,202.4,"ty-gangi-1"
"Mike Glass III","2018-08-31",1,"Eastern Michigan",,"Monmouth","W",3,5,60,30,2,0,242.4,"mike-glass-iii-1"
"Colin Hill","2018-08-31",2,"Colorado State","N","Colorado","L",1,4,25,5,0,0,35.5,"colin-hill-1"
"Isaac Holder","2018-08-31",1,"Eastern Michigan",,"Monmouth","W",1,1,100,34,1,0,715.6,"isaac-holder-1"
"Kelvin Hopkins Jr","2018-08-31",1,"Army","@","Duke","L",10,21,47.6,197,1,0,142.1,"kelvin-hopkins-jr-1"
"Alex Hornibrook","2018-08-31",1,"Wisconsin",,"Western Kentucky","W",17,29,58.6,257,2,0,155.8,"alex-hornibrook-1"
"Quin Jernighan","2018-08-31",1,"Western Kentucky","@","Wisconsin","L",0,1,0,0,0,1,-200,"quin-jernighan-1"
"Daniel Jones","2018-08-31",1,"Duke",,"Army","W",13,17,76.5,197,1,0,193.2,"daniel-jones-4"
"Brian Lewerke","2018-08-31",1,"Michigan State",,"Utah State","W",23,33,69.7,287,2,1,156.7,"brian-lewerke-1"
"Jordan Love","2018-08-31",1,"Utah State","@","Michigan State","L",29,44,65.9,319,0,2,117.7,"jordan-love-2"
"Steven Montez","2018-08-31",1,"Colorado","N","Colorado State","W",22,25,88,338,4,1,246.4,"steven-montez-1"
"Davis Shanley","2018-08-31",1,"Western Kentucky","@","Wisconsin","L",2,3,66.7,14,0,0,105.9,"davis-shanley-1"
"Cristian Solano","2018-08-31",1,"Nevada",,"Portland State","W",1,1,100,5,0,0,142,"cristian-solano-1"
"Toa Taua","2018-08-31",1,"Nevada",,"Portland State","W",1,1,100,73,1,0,1043.2,"toa-taua-1"
"Jon Wassink","2018-08-31",1,"Western Michigan",,"Syracuse","L",19,36,52.8,379,3,2,157.6,"jon-wassink-1"
"Tyler Wiegers","2018-08-31",1,"Eastern Michigan",,"Monmouth","W",18,21,85.7,238,2,0,212.3,"tyler-wiegers-1"
"Zach Abey","2018-09-01",1,"Navy","@","Hawaii","L",0,1,0,0,0,0,0,"zach-abey-1"
"Jack Abraham","2018-09-01",1,"Southern Mississippi",,"Jackson State","W",21,27,77.8,242,4,0,202,"jack-abraham-1"
"Connor Adair","2018-09-01",1,"Memphis",,"Mercer","W",0,1,0,0,0,0,0,"connor-adair-1"
"Christian Alexander","2018-09-01",1,"Florida International",,"Indiana","L",6,8,75,67,0,0,145.4,"christian-alexander-1"
"Kilton Anderson","2018-09-01",1,"Coastal Carolina","@","South Carolina","L",11,13,84.6,91,0,0,143.4,"kilton-anderson-1"
"Brennan Armstrong","2018-09-01",1,"Virginia",,"Richmond","W",1,2,50,6,0,0,75.2,"brennan-armstrong-1"
"Kaleb Barker","2018-09-01",1,"Troy",,"Boise State","L",20,29,69,211,1,1,134.6,"kaleb-barker-1"
"Blake Barnett","2018-09-01",1,"South Florida",,"Elon","W",24,34,70.6,305,3,0,175.1,"blake-barnett-2"
"Woody Barrett","2018-09-01",1,"Kent State","@","Illinois","L",28,41,68.3,270,2,2,130,"woody-barrett-2"
"Peyton Bender","2018-09-01",1,"Kansas",,"Nicholls State","L",19,35,54.3,187,2,0,118,"peyton-bender-1"
"Jake Bentley","2018-09-01",1,"South Carolina",,"Coastal Carolina","W",22,29,75.9,250,4,0,193.8,"jake-bentley-2"
"Conor Blount","2018-09-01",1,"Oregon State","@","Ohio State","L",12,19,63.2,169,2,0,172.6,"conor-blount-1"
"Logan Bonner","2018-09-01",1,"Arkansas State",,"Southeast Missouri State","W",2,3,66.7,74,1,1,317.2,"logan-bonner-1"
"Ross Bowers","2018-09-01",1,"California",,"North Carolina","W",8,17,47.1,56,0,0,74.7,"ross-bowers-1"
"Alan Bowman","2018-09-01",1,"Texas Tech","N","Mississippi","L",29,49,59.2,273,1,0,112.7,"alan-bowman-1"
"Carter Bradley","2018-09-01",1,"Toledo",,"Virginia Military Institute","W",3,3,100,52,0,0,245.6,"carter-bradley-1"
"Charlie Brewer","2018-09-01",1,"Baylor",,"Abilene Christian","W",8,15,53.3,138,0,1,117.3,"charlie-brewer-1"
"Chase Brice","2018-09-01",1,"Clemson",,"Furman","W",3,4,75,13,0,0,102.3,"chase-brice-1"
"Anthony Brown","2018-09-01",1,"Boston College",,"Massachusetts","W",15,21,71.4,279,4,0,245.9,"anthony-brown-11"
"D.J. Brown","2018-09-01",1,"Northern Illinois","@","Iowa","L",1,1,100,5,0,0,142,"dj-brown-3"
"Jake Browning","2018-09-01",1,"Washington","N","Auburn","L",18,32,56.3,296,1,1,138,"jake-browning-1"
"Kelly Bryant","2018-09-01",1,"Clemson",,"Furman","W",11,17,64.7,132,1,0,149.3,"kelly-bryant-1"
"Braxton Burmeister","2018-09-01",1,"Oregon",,"Bowling Green State","W",1,5,20,11,0,0,38.5,"braxton-burmeister-1"
"Logan Burnett","2018-09-01",1,"Mississippi State",,"Stephen F. Austin","W",1,1,100,25,0,0,310,"logan-burnett-1"
"AJ Bush","2018-09-01",1,"Illinois",,"Kent State","W",13,23,56.5,190,0,0,125.9,"aj-bush-1"
"Stephen Calvert","2018-09-01",1,"Liberty",,"Old Dominion","W",25,36,69.4,345,4,0,186.6,"stephen-calvert-1"
"Bryce Carpenter","2018-09-01",1,"Coastal Carolina","@","South Carolina","L",2,5,40,21,1,0,141.3,"bryce-carpenter-1"
"McLane Carter","2018-09-01",1,"Texas Tech","N","Mississippi","L",4,7,57.1,49,0,0,115.9,"mclane-carter-1"
"Kolney Cassel","2018-09-01",2,"Hawaii",,"Navy","W",1,1,100,8,0,0,167.2,"kolney-cassel-1"
"Todd Centeio","2018-09-01",1,"Temple",,"Villanova","L",1,1,100,20,0,0,268,"todd-centeio-1"
"Marcus Childers","2018-09-01",1,"Northern Illinois","@","Iowa","L",14,25,56,105,1,1,96.5,"marcus-childers-1"
"Jack Colletto","2018-09-01",1,"Oregon State","@","Ohio State","L",1,4,25,2,0,0,29.2,"jack-colletto-1"
"Michael Collins","2018-09-01",1,"Texas Christian",,"Southern","W",3,5,60,71,1,0,245.3,"michael-collins-4"
"Ross Comis","2018-09-01",2,"Massachusetts","@","Boston College","L",7,10,70,120,1,0,203.8,"ross-comis-1"
"Mason Cunningham","2018-09-01",1,"Liberty",,"Old Dominion","W",1,1,100,8,0,0,167.2,"mason-cunningham-1"
"Michael Curtis","2018-09-01",2,"Massachusetts","@","Boston College","L",3,3,100,26,0,0,172.8,"michael-curtis-2"
"JT Daniels","2018-09-01",1,"Southern California",,"Nevada-Las Vegas","W",21,35,60,282,1,0,137.1,"jt-daniels-1"
"Alex Delton","2018-09-01",1,"Kansas State",,"South Dakota","W",5,14,35.7,91,0,1,76,"alex-delton-1"
"Peyton Derrick","2018-09-01",1,"Appalachian State","@","Penn State","L",1,1,100,22,0,0,284.8,"peyton-derrick-1"
"Jarret Doege","2018-09-01",1,"Bowling Green State","@","Oregon","L",22,38,57.9,253,3,2,129.3,"jarret-doege-1"
"Matthew Downing","2018-09-01",1,"Georgia",,"Austin Peay","W",2,3,66.7,4,0,0,77.9,"matthew-downing-1"
"Sam Ehlinger","2018-09-01",1,"Texas","N","Maryland","L",21,39,53.8,263,2,2,117.2,"sam-ehlinger-1"
"Nathan Elliott","2018-09-01",1,"North Carolina","@","California","L",15,35,42.9,137,1,4,62.3,"nathan-elliott-1"
"Justin Fields","2018-09-01",1,"Georgia",,"Austin Peay","W",7,8,87.5,63,1,0,194.9,"justin-fields-2"
"Mason Fine","2018-09-01",1,"North Texas",,"Southern Methodist","W",40,50,80,444,3,0,174.4,"mason-fine-1"
"Ryan Finley","2018-09-01",1,"North Carolina State",,"James Madison","W",29,43,67.4,309,2,0,143.2,"ryan-finley-1"
"Andrew Ford","2018-09-01",2,"Massachusetts","@","Boston College","L",12,21,57.1,104,0,2,79.7,"andrew-ford-1"
"Feleipe Franks","2018-09-01",1,"Florida",,"Charleston Southern","W",16,24,66.7,219,5,0,212.1,"feleipe-franks-1"
"Jake Fromm","2018-09-01",1,"Georgia",,"Austin Peay","W",12,16,75,157,2,0,198.7,"jake-fromm-1"
"Chase Garbers","2018-09-01",1,"California",,"North Carolina","W",7,13,53.8,54,1,0,114.1,"chase-garbers-1"
"Cole Garvin","2018-09-01",1,"South Alabama",,"Louisiana Tech","L",7,16,43.8,47,1,2,64.1,"cole-garvin-1"
"Coltin Gerhart","2018-09-01",1,"New Mexico",,"Incarnate Word","W",1,1,100,12,0,0,200.8,"coltin-gerhart-1"
"D.J. Gillins","2018-09-01",1,"Texas-San Antonio","@","Arizona State","L",3,10,30,31,0,0,56,"dj-gillins-1"
"Isaiah Green","2018-09-01",1,"Marshall","@","Miami (OH)","W",24,37,64.9,272,2,0,144.5,"isaiah-green-2"
"Will Grier","2018-09-01",1,"West Virginia","N","Tennessee","W",25,34,73.5,429,5,0,228,"will-grier-1"
"Cordale Grundy","2018-09-01",1,"Texas-San Antonio","@","Arizona State","L",16,33,48.5,187,0,1,90,"cordale-grundy-1"
"Mitchell Guadagni","2018-09-01",1,"Toledo",,"Virginia Military Institute","W",11,16,68.8,265,3,0,269.8,"mitchell-guadagni-1"
"Jarrett Guarantano","2018-09-01",1,"Tennessee","N","West Virginia","L",19,25,76,172,1,0,147,"jarrett-guarantano-1"
"Justice Hansen","2018-09-01",1,"Arkansas State",,"Southeast Missouri State","W",26,36,72.2,423,6,1,220.4,"justice-hansen-1"
"Dwayne Haskins","2018-09-01",1,"Ohio State",,"Oregon State","W",22,30,73.3,313,5,1,209.3,"dwayne-haskins-1"
"Justin Herbert","2018-09-01",1,"Oregon",,"Bowling Green State","W",10,21,47.6,281,5,2,219.5,"justin-herbert-1"
"Ben Hicks","2018-09-01",1,"Southern Methodist","@","North Texas","L",12,24,50,252,2,1,157.4,"ben-hicks-1"
"Kasim Hill","2018-09-01",1,"Maryland","N","Texas","W",17,29,58.6,222,1,0,134.3,"kasim-hill-1"
"Gunnar Hoak","2018-09-01",1,"Kentucky",,"Central Michigan","W",4,9,44.4,50,1,0,127.8,"gunnar-hoak-1"
"Jalen Hurts","2018-09-01",1,"Alabama","N","Louisville","W",5,9,55.6,70,0,0,120.9,"jalen-hurts-1"
"Tyree Jackson","2018-09-01",1,"Buffalo",,"Delaware State","W",17,27,63,189,6,0,195.1,"tyree-jackson-1"
"Cephus Johnson","2018-09-01",1,"South Alabama",,"Louisiana Tech","L",0,1,0,0,0,0,0,"cephus-johnson-2"
"Deandre Johnson","2018-09-01",1,"Florida Atlantic","@","Oklahoma","L",1,3,33.3,11,0,0,64.1,"deandre-johnson-4"
"Willie Jones III","2018-09-01",1,"Texas State","@","Rutgers","L",7,20,35,79,0,1,58.2,"willie-jones-iii-1"
"Jeshaun Jones","2018-09-01",1,"Maryland","N","Texas","W",1,1,100,20,1,0,598,"jeshaun-jones-1"
"Mac Jones","2018-09-01",1,"Alabama","N","Louisville","W",0,1,0,0,0,0,0,"mac-jones-1"
"Sheriron Jones","2018-09-01",1,"New Mexico",,"Incarnate Word","W",1,3,33.3,22,1,0,204.9,"sheriron-jones-1"
"Brett Kean","2018-09-01",1,"South Florida",,"Elon","W",3,7,42.9,37,0,0,87.3,"brett-kean-1"
"Cole Kelley","2018-09-01",1,"Arkansas",,"Eastern Illinois","W",9,12,75,92,1,0,166.9,"cole-kelley-1"
"Austin Kendall","2018-09-01",1,"Oklahoma",,"Florida Atlantic","W",8,10,80,88,1,0,186.9,"austin-kendall-1"
"Miles Kendrick","2018-09-01",1,"Kansas",,"Nicholls State","L",2,3,66.7,12,0,0,100.3,"miles-kendrick-1"
"D'Eriq King","2018-09-01",1,"Houston","@","Rice","W",17,24,70.8,320,3,0,224.1,"deriq-king-1"
"Blake LaRussa","2018-09-01",1,"Old Dominion","@","Liberty","L",4,4,100,40,0,0,184,"blake-larussa-1"
"Trevor Lawrence","2018-09-01",1,"Clemson",,"Furman","W",9,14,64.3,137,3,0,217.2,"trevor-lawrence-1"
"Garret Lewis","2018-09-01",1,"Navy","@","Hawaii","L",5,9,55.6,66,0,0,117.2,"garret-lewis-1"
"Levi Lewis","2018-09-01",1,"Louisiana",,"Grambling State","W",4,8,50,57,2,1,167.4,"levi-lewis-1"
"Drew Lock","2018-09-01",1,"Missouri",,"Tennessee-Martin","W",19,25,76,289,4,0,225.9,"drew-lock-1"
"Kai Locksley","2018-09-01",1,"Texas-El Paso",,"Northern Arizona","L",13,26,50,120,0,1,81.1,"kai-locksley-1"
"Jake Luton","2018-09-01",1,"Oregon State","@","Ohio State","L",1,1,100,25,0,0,310,"jake-luton-1"
"Tanner Mangum","2018-09-01",1,"Brigham Young","@","Arizona","W",18,28,64.3,209,1,0,138.8,"tanner-mangum-1"
"Peyton Mansell","2018-09-01",1,"Iowa",,"Northern Illinois","W",2,2,100,35,0,0,247,"peyton-mansell-1"
"TaQuon Marshall","2018-09-01",1,"Georgia Tech",,"Alcorn State","W",9,18,50,104,1,1,105.8,"taquon-marshall-1"
"Tate Martell","2018-09-01",1,"Ohio State",,"Oregon State","W",3,4,75,33,0,0,144.3,"tate-martell-1"
"Quinton Maxwell","2018-09-01",1,"Ohio",,"Howard","W",17,25,68,233,2,0,172.7,"quinton-maxwell-1"
"Jalen Mayden","2018-09-01",1,"Mississippi State",,"Stephen F. Austin","W",1,2,50,9,0,0,87.8,"jalen-mayden-1"
"Brady McBride","2018-09-01",1,"Memphis",,"Mercer","W",6,10,60,70,0,0,118.8,"brady-mcbride-1"
"Dylan McCaffrey","2018-09-01",1,"Michigan","@","Notre Dame","L",4,6,66.7,22,0,0,97.5,"dylan-mccaffrey-1"
"Jalan McClendon","2018-09-01",1,"Baylor",,"Abilene Christian","W",10,13,76.9,173,2,0,239.5,"jalan-mcclendon-2"
"Cole McDonald","2018-09-01",2,"Hawaii",,"Navy","W",30,41,73.2,428,6,0,209.2,"cole-mcdonald-1"
"Matt McDonald","2018-09-01",1,"Boston College",,"Massachusetts","W",2,2,100,11,0,0,146.2,"matt-mcdonald-1"
"Brandon Mcllwain","2018-09-01",1,"California",,"North Carolina","W",1,2,50,9,0,0,87.8,"brandon-mcllwain-1"
"Marcus McMaryion","2018-09-01",1,"Fresno State",,"Idaho","W",19,26,73.1,207,0,0,140,"marcus-mcmaryion-1"
"Trace McSorley","2018-09-01",1,"Penn State",,"Appalachian State","W",20,35,57.1,229,1,0,121.5,"trace-mcsorley-1"
"Ryan Metz","2018-09-01",1,"Texas-El Paso",,"Northern Arizona","L",2,5,40,7,0,1,11.8,"ryan-metz-1"
"Gardner Minshew","2018-09-01",1,"Washington State","@","Wyoming","W",38,57,66.7,319,3,1,127.5,"gardner-minshew-1"
"Hayden Moore","2018-09-01",1,"Cincinnati","@","UCLA","W",1,2,50,10,0,0,92,"hayden-moore-1"
"Tanner Mordecai","2018-09-01",1,"Oklahoma",,"Florida Atlantic","W",2,2,100,37,0,0,255.4,"tanner-mordecai-1"
"James Morgan","2018-09-01",1,"Florida International",,"Indiana","L",11,20,55,90,1,1,99.3,"james-morgan-1"
"Grayson Muehlstein","2018-09-01",1,"Texas Christian",,"Southern","W",1,3,33.3,11,0,0,64.1,"grayson-muehlstein-1"
"Kyler Murray","2018-09-01",1,"Oklahoma",,"Florida Atlantic","W",9,11,81.8,209,2,0,301.4,"kyler-murray-1"
"Andre Nunez","2018-09-01",1,"Louisiana",,"Grambling State","W",19,22,86.4,184,2,0,186.6,"andre-nunez-1"
"Frank Nutile","2018-09-01",1,"Temple",,"Villanova","L",18,32,56.3,185,1,2,102.6,"frank-nutile-1"
"Chris Oladokun","2018-09-01",1,"South Florida",,"Elon","W",2,5,40,25,0,0,82,"chris-oladokun-1"
"Evan Orth","2018-09-01",1,"South Alabama",,"Louisiana Tech","L",4,6,66.7,44,0,0,128.3,"evan-orth-1"
"Jawon Pass","2018-09-01",1,"Louisville","N","Alabama","L",20,39,51.3,252,2,2,112.2,"jawon-pass-1"
"Shea Patterson","2018-09-01",1,"Michigan","@","Notre Dame","L",20,30,66.7,227,0,1,123.6,"shea-patterson-1"
"Rafe Peavey","2018-09-01",1,"Florida Atlantic","@","Oklahoma","L",2,3,66.7,24,0,1,67.2,"rafe-peavey-1"
"Michael Penix Jr.","2018-09-01",1,"Indiana","@","Florida International","W",8,10,80,96,1,0,193.6,"michael-penix-jr-1"
"Bryce Perkins","2018-09-01",1,"Virginia",,"Richmond","W",13,24,54.2,185,2,1,138.1,"bryce-perkins-1"
"EJ Perry","2018-09-01",1,"Boston College",,"Massachusetts","W",4,4,100,36,0,0,175.6,"ej-perry-1"
"Malcolm Perry","2018-09-01",1,"Navy","@","Hawaii","L",1,3,33.3,19,1,0,196.5,"malcolm-perry-1"
"Eli Peters","2018-09-01",1,"Toledo",,"Virginia Military Institute","W",8,13,61.5,73,0,0,108.7,"eli-peters-1"
"Kenny Pickett","2018-09-01",1,"Pittsburgh",,"Albany","W",16,22,72.7,154,2,1,152.4,"kenny-pickett-1"
"Tyrell Pigrome","2018-09-01",1,"Maryland","N","Texas","W",3,4,75,22,0,0,121.2,"tyrell-pigrome-1"
"Tony Poljan","2018-09-01",1,"Central Michigan","@","Kentucky","L",17,27,63,137,0,0,105.6,"tony-poljan-1"
"Taylor Powell","2018-09-01",1,"Missouri",,"Tennessee-Martin","W",4,9,44.4,105,0,0,142.4,"taylor-powell-1"
"Gus Ragland","2018-09-01",1,"Miami (OH)",,"Marshall","L",25,46,54.3,357,3,0,141.1,"gus-ragland-1"
"Peyton Ramsey","2018-09-01",1,"Indiana","@","Florida International","W",20,27,74.1,156,3,1,151.9,"peyton-ramsey-1"
"Jorge Reyna","2018-09-01",1,"Fresno State",,"Idaho","W",2,3,66.7,40,1,0,288.7,"jorge-reyna-1"
"Chris Reynolds","2018-09-01",1,"UNC Charlotte",,"Fordham","W",13,20,65,267,1,0,193.6,"chris-reynolds-1"
"Desmond Ridder","2018-09-01",1,"Cincinnati","@","UCLA","W",13,24,54.2,100,0,0,89.2,"desmond-ridder-1"
"Shawn Robinson","2018-09-01",1,"Texas Christian",,"Southern","W",17,24,70.8,182,3,0,175.8,"shawn-robinson-2"
"Chris Robison","2018-09-01",1,"Florida Atlantic","@","Oklahoma","L",15,26,57.7,157,0,0,108.4,"chris-robison-1"
"Marcelo Rodriguez","2018-09-01",1,"Southern Mississippi",,"Jackson State","W",3,5,60,8,0,2,-6.6,"marcelo-rodriguez-1"
"Armani Rogers","2018-09-01",1,"Nevada-Las Vegas","@","Southern California","L",12,27,44.4,97,2,0,99.1,"armani-rogers-1"
"Nathan Rourke","2018-09-01",1,"Ohio",,"Howard","W",2,8,25,44,0,0,71.2,"nathan-rourke-1"
"Brett Rypien","2018-09-01",1,"Boise State","@","Troy","W",20,28,71.4,305,4,0,210.1,"brett-rypien-1"
"Michael Scarnecchia","2018-09-01",1,"South Carolina",,"Coastal Carolina","W",3,6,50,44,1,0,166.6,"michael-scarnecchia-1"
"Quinn Shanbour","2018-09-01",1,"North Texas",,"Southern Methodist","W",1,1,100,17,0,0,242.8,"quinn-shanbour-1"
"Kyle Shurmur","2018-09-01",1,"Vanderbilt",,"Middle Tennessee State","W",10,17,58.8,170,2,0,181.6,"kyle-shurmur-1"
"Artur Sitkowski","2018-09-01",1,"Rutgers",,"Texas State","W",20,30,66.7,205,1,3,115.1,"artur-sitkowski-1"
"Luke Skipper","2018-09-01",1,"Tulsa",,"Central Arkansas","W",15,24,62.5,196,2,0,158.6,"luke-skipper-1"
"Bryson Smith","2018-09-01",1,"Houston","@","Rice","W",1,1,100,0,0,0,100,"bryson-smith-1"
"J'mar Smith","2018-09-01",1,"Louisiana Tech","@","South Alabama","W",19,29,65.5,209,2,3,128.1,"jmar-smith-1"
"Sawyer Smith","2018-09-01",1,"Troy",,"Boise State","L",4,5,80,44,0,0,153.9,"sawyer-smith-1"
"Wilton Speight","2018-09-01",1,"UCLA",,"Cincinnati","L",8,12,66.7,45,0,1,81.5,"wilton-speight-1"
"Shawn Stankavage","2018-09-01",2,"Rice",,"Houston","L",20,31,64.5,204,3,1,145.3,"shawn-stankavage-1"
"Nathan Stanley","2018-09-01",1,"Iowa",,"Northern Illinois","W",11,23,47.8,108,1,1,92.9,"nathan-stanley-2"
"Jarrett Stidham","2018-09-01",1,"Auburn","N","Washington","W",26,36,72.2,273,1,0,145.1,"jarrett-stidham-1"
"Brent Stockstill","2018-09-01",1,"Middle Tennessee State","@","Vanderbilt","L",24,36,66.7,178,1,1,111.8,"brent-stockstill-1"
"Ty Storey","2018-09-01",1,"Arkansas",,"Eastern Illinois","W",12,17,70.6,261,3,0,257.8,"ty-storey-1"
"Jordan Ta'amu","2018-09-01",1,"Mississippi","N","Texas Tech","W",22,32,68.8,336,2,0,177.6,"jordan-taamu-1"
"Tua Tagovailoa","2018-09-01",1,"Alabama","N","Louisville","W",12,16,75,227,2,0,235.4,"tua-tagovailoa-1"
"Khalil Tate","2018-09-01",1,"Arizona",,"Brigham Young","L",17,34,50,197,1,0,108.4,"khalil-tate-1"
"Zac Thomas","2018-09-01",1,"Appalachian State","@","Penn State","L",25,38,65.8,270,2,1,137.6,"zac-thomas-2"
"Keytaon Thompson","2018-09-01",1,"Mississippi State",,"Stephen F. Austin","W",13,31,41.9,364,5,0,193.8,"keytaon-thompson-1"
"Skylar Thompson","2018-09-01",1,"Kansas State",,"South Dakota","W",8,14,57.1,61,1,1,103,"skylar-thompson-1"
"Dorian Thompson-Robinson","2018-09-01",1,"UCLA",,"Cincinnati","L",15,25,60,117,0,0,99.3,"dorian-thompson-robinson-1"
"Ricky Town","2018-09-01",1,"Pittsburgh",,"Albany","W",1,1,100,15,0,0,226,"ricky-town-1"
"Kyle Trask","2018-09-01",1,"Florida",,"Charleston Southern","W",3,3,100,22,0,0,161.6,"kyle-trask-1"
