Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Keith Nichol,2009-09-05,1,Michigan State,,Montana State,W,9,18,50.0,135,2,0,149.7,keith-nichol-1
Aaron Opelt,2009-09-05,1,Toledo,@,Purdue,L,41,67,61.2,423,3,2,123.0,aaron-opelt-1
Brock Osweiler,2009-09-05,1,Arizona State,,Idaho State,W,4,5,80.0,43,1,0,218.2,brock-osweiler-1
Kyle Parker,2009-09-05,1,Clemson,,Middle Tennessee State,W,9,20,45.0,159,2,0,144.8,kyle-parker-1
Greg Paulus,2009-09-05,1,Syracuse,,Minnesota,L,19,31,61.3,167,1,1,110.7,greg-paulus-1
Dan Persa,2009-09-05,1,Northwestern,,Towson,W,1,2,50.0,72,1,1,417.4,dan-persa-1
Curt Phillips,2009-09-05,1,Wisconsin,,Northern Illinois,W,3,5,60.0,24,0,0,100.3,curt-phillips-1
Kale Pick,2009-09-05,1,Kansas,,Northern Colorado,W,2,2,100.0,11,0,0,146.2,kale-pick-1
Patrick Pinkney,2009-09-05,1,East Carolina,,Appalachian State,W,12,27,44.4,131,1,2,82.6,patrick-pinkney-1
Donovan Porterie,2009-09-05,1,New Mexico,@,Texas A&M,L,29,40,72.5,210,0,0,116.6,donovan-porterie-1
Taylor Potts,2009-09-05,1,Texas Tech,,North Dakota,W,34,48,70.8,405,2,3,143.0,taylor-potts-1
Kevin Prince,2009-09-05,1,UCLA,,San Diego State,W,18,29,62.1,176,1,2,110.6,kevin-prince-1
Terrelle Pryor,2009-09-05,1,Ohio State,,Navy,W,14,21,66.7,174,1,1,142.5,terrelle-pryor-1
Daniel Raudabaugh,2009-09-05,1,Miami (OH),N,Kentucky,L,13,34,38.2,126,0,2,57.6,daniel-raudabaugh-1
Kyle Reed,2009-09-05,1,San Jose State,@,Southern California,L,9,17,52.9,66,0,0,85.6,kyle-reed-1
Todd Reesing,2009-09-05,1,Kansas,,Northern Colorado,W,13,20,65.0,208,2,0,185.4,todd-reesing-1
Chris Relf,2009-09-05,1,Mississippi State,,Jackson State,W,7,10,70.0,75,3,0,232.0,chris-relf-1
Trey Revell,2009-09-05,1,Louisiana-Monroe,@,Texas,L,14,30,46.7,197,1,1,106.2,trey-revell-1
Kevin Riley,2009-09-05,1,California,,Maryland,W,17,26,65.4,298,4,0,212.4,kevin-riley-1
Denard Robinson,2009-09-05,1,Michigan,,Western Michigan,W,2,4,50.0,18,0,0,87.8,denard-robinson-1
Zac Robinson,2009-09-05,1,Oklahoma State,,Georgia,W,11,22,50.0,135,2,0,131.5,zac-robinson-1
Matt Rodgers,2009-09-05,1,Akron,@,Penn State,L,0,2,0.0,0,0,0,0.0,matt-rodgers-1
Tyler Sargent,2009-09-05,1,Kentucky,N,Miami (OH),W,0,1,0.0,0,0,0,0.0,tyler-sargent-1
Andy Schmitt,2009-09-05,1,Eastern Michigan,,Army,L,18,31,58.1,183,1,2,105.4,andy-schmitt-1
Matt Scott,2009-09-05,1,Arizona,,Central Michigan,W,19,30,63.3,202,0,1,113.2,matt-scott-1
Theo Scott,2009-09-05,1,Ohio,,Connecticut,L,7,12,58.3,69,1,1,117.5,theo-scott-1
Jameel Sewell,2009-09-05,1,Virginia,,William & Mary,L,9,17,52.9,80,0,3,57.2,jameel-sewell-1
John Thomas Shepherd,2009-09-05,1,Rice,@,Alabama-Birmingham,L,10,22,45.5,81,0,1,67.3,john-thomas-shepherd-1
Nick Sheridan,2009-09-05,1,Michigan,,Western Michigan,W,0,2,0.0,0,0,1,-100.0,nick-sheridan-1
Dave Shinskie,2009-09-05,1,Boston College,,Northeastern,W,7,10,70.0,110,1,0,195.4,dave-shinskie-1
Riley Skinner,2009-09-05,1,Wake Forest,,Baylor,L,20,31,64.5,143,2,3,105.2,riley-skinner-1
Brandon Smith,2009-09-05,1,Western Kentucky,@,Tennessee,L,8,13,61.5,44,0,0,90.0,brandon-smith-6
Ernest Smith,2009-09-05,1,Baylor,@,Wake Forest,W,1,1,100.0,33,1,0,707.2,ernest-smith-1
Larry Smith,2009-09-05,1,Vanderbilt,,Western Carolina,W,10,18,55.6,153,1,0,145.3,larry-smith-1
Rusty Smith,2009-09-05,1,Florida Atlantic,@,Nebraska,L,15,31,48.4,164,0,2,79.9,rusty-smith-1
Jeffrey Solomon,2009-09-05,1,Washington State,,Stanford,L,1,1,100.0,47,0,0,494.8,jeffrey-solomon-1
Ricky Stanzi,2009-09-05,1,Iowa,,Northern Iowa,W,22,34,64.7,242,1,0,134.2,ricky-stanzi-1
Trent Steelman,2009-09-05,1,Army,@,Eastern Michigan,W,2,5,40.0,8,0,0,53.4,trent-steelman-1
Will Stein,2009-09-05,1,Louisville,,Indiana State,W,3,4,75.0,20,0,0,117.0,will-stein-1
Nick Stephens,2009-09-05,1,Tennessee,,Western Kentucky,W,4,4,100.0,44,0,0,192.4,nick-stephens-1
Bill Stull,2009-09-05,1,Pittsburgh,,Youngstown State,W,11,16,68.8,123,2,1,162.1,bill-stull-1
Danny Sullivan,2009-09-05,1,Arizona State,,Idaho State,W,13,25,52.0,165,0,0,107.4,danny-sullivan-1
Tino Sunseri,2009-09-05,1,Pittsburgh,,Youngstown State,W,5,8,62.5,80,1,0,187.8,tino-sunseri-1
Tyrod Taylor,2009-09-05,1,Virginia Tech,N,Alabama,L,9,20,45.0,91,0,0,83.2,tyrod-taylor-1
Tim Tebow,2009-09-05,1,Florida,,Charleston Southern,W,10,15,66.7,188,1,0,193.9,tim-tebow-1
Chris Todd,2009-09-05,1,Auburn,,Louisiana Tech,W,17,26,65.4,255,2,0,173.2,chris-todd-1
Scott Tolzien,2009-09-05,1,Wisconsin,,Northern Illinois,W,15,20,75.0,257,1,2,179.4,scott-tolzien-1
Justin Tuggle,2009-09-05,1,Boston College,,Northeastern,W,3,5,60.0,56,1,0,220.1,justin-tuggle-1
Chris Turner,2009-09-05,1,Maryland,@,California,L,17,30,56.7,176,0,0,105.9,chris-turner-1
Cotton Turner,2009-09-05,1,Houston,,Northwestern State,W,9,14,64.3,88,1,0,140.7,cotton-turner-1
Jeff Van Camp,2009-09-05,1,Florida Atlantic,@,Nebraska,L,5,10,50.0,72,0,0,110.5,jeff-van-camp-1
Marc Verica,2009-09-05,1,Virginia,,William & Mary,L,7,11,63.6,50,0,0,101.8,marc-verica-1
Trevor Vittatoe,2009-09-05,1,Texas-El Paso,,Buffalo,L,27,45,60.0,233,0,0,103.5,trevor-vittatoe-1
Trevor Walls,2009-09-05,1,New Mexico State,,Idaho,L,1,1,100.0,5,0,0,142.0,trevor-walls-1
Tevin Washington,2009-09-05,1,Georgia Tech,,Jacksonville State,W,1,1,100.0,21,0,0,276.4,tevin-washington-1
Joe Webb,2009-09-05,1,Alabama-Birmingham,,Rice,W,12,15,80.0,221,2,0,247.8,joe-webb-2
Adam Weber,2009-09-05,1,Minnesota,@,Syracuse,W,19,42,45.2,248,1,1,97.9,adam-weber-1
Juice Williams,2009-09-05,1,Illinois,N,Missouri,L,18,28,64.3,179,0,1,110.8,juice-williams-1
Tyler Wilson,2009-09-05,1,Arkansas,,Missouri State,W,13,19,68.4,138,2,1,153.6,tyler-wilson-1
T.J. Yates,2009-09-05,1,North Carolina,,Citadel,W,9,20,45.0,114,2,1,115.9,tj-yates-1
Martevious Young,2009-09-05,1,Southern Mississippi,,Alcorn State,W,2,4,50.0,16,0,0,83.6,martevious-young-1
Arkelon Hall,2009-09-06,1,Memphis,,Mississippi,L,15,30,50.0,110,0,2,67.5,arkelon-hall-1
Cody Hawkins,2009-09-06,1,Colorado,,Colorado State,L,24,40,60.0,222,1,1,109.9,cody-hawkins-1
Will Hudgens,2009-09-06,1,Memphis,,Mississippi,L,2,5,40.0,24,0,0,80.3,will-hudgens-1
Jevan Snead,2009-09-06,1,Mississippi,@,Memphis,W,12,22,54.5,175,2,2,133.2,jevan-snead-1
Grant Stucker,2009-09-06,1,Colorado State,@,Colorado,W,10,17,58.8,208,1,2,157.5,grant-stucker-1
Zach Collaros,2009-09-07,1,Cincinnati,@,Rutgers,W,2,2,100.0,34,0,0,242.8,zach-collaros-1
Jacory Harris,2009-09-07,1,Miami (FL),@,Florida State,W,21,34,61.8,386,2,2,164.8,jacory-harris-1
Jabu Lovelace,2009-09-07,1,Rutgers,,Cincinnati,L,0,2,0.0,0,0,0,0.0,jabu-lovelace-1
Domenic Natale,2009-09-07,1,Rutgers,,Cincinnati,L,8,12,66.7,108,0,3,92.3,domenic-natale-1
Tony Pike,2009-09-07,1,Cincinnati,@,Rutgers,W,27,34,79.4,362,3,1,192.1,tony-pike-1
Christian Ponder,2009-09-07,1,Florida State,,Miami (FL),L,24,41,58.5,294,2,1,130.0,christian-ponder-1
Tom Savage,2009-09-07,1,Rutgers,,Cincinnati,L,15,23,65.2,135,1,0,128.9,tom-savage-1
Scott Blair,2009-09-10,2,Georgia Tech,,Clemson,W,1,1,100.0,34,1,0,715.6,scott-blair-1
Josh Nesbitt,2009-09-10,2,Georgia Tech,,Clemson,W,3,14,21.4,83,0,2,42.7,josh-nesbitt-1
Kyle Parker,2009-09-10,2,Clemson,@,Georgia Tech,L,15,31,48.4,261,3,2,138.1,kyle-parker-1
C.J. Spiller,2009-09-10,2,Clemson,@,Georgia Tech,L,0,1,0.0,0,0,0,0.0,cj-spiller-1
Cody Hawkins,2009-09-11,2,Colorado,@,Toledo,L,30,64,46.9,356,4,3,104.9,cody-hawkins-1
Aaron Opelt,2009-09-11,2,Toledo,,Colorado,W,15,23,65.2,319,4,0,239.1,aaron-opelt-1
Greg Alexander,2009-09-12,2,Hawaii,@,Washington State,W,26,36,72.2,453,3,0,205.4,greg-alexander-1
Brian Anderson,2009-09-12,2,Marshall,@,Virginia Tech,L,15,31,48.4,116,0,0,79.8,brian-anderson-1
Chazz Anderson,2009-09-12,2,Cincinnati,,Southeast Missouri State,W,2,2,100.0,8,0,0,133.6,chazz-anderson-1
Austen Arnaud,2009-09-12,2,Iowa State,,Iowa,L,10,22,45.5,79,0,4,39.3,austen-arnaud-1
Matt Asiata,2009-09-12,2,Utah,@,San Jose State,W,0,1,0.0,0,0,0,0.0,matt-asiata-1
Matt Barkley,2009-09-12,2,Southern California,@,Ohio State,W,15,31,48.4,195,0,1,94.8,matt-barkley-1
Tyler Bass,2009-09-12,2,Memphis,@,Middle Tennessee State,L,4,4,100.0,33,0,0,169.3,tyler-bass-1
Robert Benjamin,2009-09-12,2,Wyoming,,Texas,L,16,38,42.1,120,0,0,68.6,robert-benjamin-1
Malcolm Beyah,2009-09-12,2,Middle Tennessee State,,Memphis,W,1,1,100.0,41,0,0,444.4,malcolm-beyah-1
Jacob Bower,2009-09-12,2,Tulsa,@,New Mexico,W,1,1,100.0,28,1,0,665.2,jacob-bower-1
John Brantley,2009-09-12,2,Florida,,Troy,W,10,12,83.3,135,1,0,205.3,john-brantley-1
Antonio Brown,2009-09-12,2,Central Michigan,@,Michigan State,W,1,1,100.0,24,0,0,301.6,antonio-brown-1
Jarrett Brown,2009-09-12,2,West Virginia,,East Carolina,W,24,31,77.4,334,4,1,204.1,jarrett-brown-1
Levi Brown,2009-09-12,2,Troy,@,Florida,L,8,24,33.3,66,0,1,48.1,levi-brown-1
Kodi Burns,2009-09-12,2,Auburn,,Mississippi State,W,1,1,100.0,13,1,0,539.2,kodi-burns-1
Terrance Cain,2009-09-12,2,Utah,@,San Jose State,W,18,31,58.1,248,1,0,135.9,terrance-cain-1
Rob Calabrese,2009-09-12,2,Central Florida,@,Southern Mississippi,L,2,4,50.0,21,0,0,94.1,rob-calabrese-1
Sean Canfield,2009-09-12,2,Oregon State,@,Nevada-Las Vegas,W,25,31,80.6,198,2,0,155.6,sean-canfield-1
Austyn Carta-Samuels,2009-09-12,2,Wyoming,,Texas,L,7,12,58.3,68,0,0,105.9,austyn-carta-samuels-1
Ben Chappell,2009-09-12,2,Indiana,,Western Michigan,W,18,28,64.3,185,0,0,119.8,ben-chappell-1
Daryll Clark,2009-09-12,2,Penn State,,Syracuse,W,20,31,64.5,240,3,1,155.0,daryll-clark-1
Jimmy Clausen,2009-09-12,2,Notre Dame,@,Michigan,L,25,42,59.5,336,3,0,150.3,jimmy-clausen-1
Mike Clausen,2009-09-12,2,Nevada-Las Vegas,,Oregon State,L,6,9,66.7,58,2,0,194.1,mike-clausen-1
Ju-Ju Clayton,2009-09-12,2,Virginia Tech,,Marshall,W,0,3,0.0,0,0,0,0.0,ju-ju-clayton-1
Omar Clayton,2009-09-12,2,Nevada-Las Vegas,,Oregon State,L,18,26,69.2,170,1,1,129.2,omar-clayton-1
Carson Coffman,2009-09-12,2,Kansas State,@,Louisiana,L,13,25,52.0,178,0,1,103.8,carson-coffman-1
Ryan Colburn,2009-09-12,2,Fresno State,@,Wisconsin,L,22,36,61.1,289,4,3,148.5,ryan-colburn-1
