Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Dion Bailey,2013-08-29,1,Southern California,@,Hawaii,W,1,0,0,1,dion-bailey-1
Bene Benwikere,2013-08-29,1,San Jose State,,Sacramento State,W,1,33,0,3,bene-benwikere-1
Briean Boddy-Calhoun,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,89,1,0,briean-boddy-calhoun-1
Brandon Chubb,2013-08-29,1,Wake Forest,,Presbyterian,W,1,29,1,0,brandon-chubb-1
Tony Conner,2013-08-29,1,Mississippi,@,Vanderbilt,W,1,0,0,1,tony-conner-1
Su'A Cravens,2013-08-29,1,Southern California,@,Hawaii,W,1,0,0,0,sua-cravens-1
Kyle Davis,2013-08-29,1,Tulane,,Jackson State,W,1,0,0,0,kyle-davis-1
Dwight Dobbins,2013-08-29,1,Tulsa,@,Bowling Green State,L,1,11,0,0,dwight-dobbins-1
Lorenzo Doss,2013-08-29,1,Tulane,,Jackson State,W,1,24,0,0,lorenzo-doss-1
Jarrod Franklin,2013-08-29,1,Tulane,,Jackson State,W,1,0,0,0,jarrod-franklin-1
Troy Gray,2013-08-29,1,Central Florida,,Akron,W,1,6,0,0,troy-gray-1
Tajh Hasson,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,1,0,0,0,tajh-hasson-1
Michael Hunter,2013-08-29,1,Indiana,,Indiana State,W,1,28,0,0,michael-hunter-1
Ben Ingle,2013-08-29,1,Ball State,,Illinois State,W,1,26,0,0,ben-ingle-1
Marrell Jackson,2013-08-29,1,Hawaii,,Southern California,L,1,0,0,1,marrell-jackson-1
Antonio Johnson,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,0,0,0,antonio-johnson-4
Kevin Johnson,2013-08-29,1,Wake Forest,,Presbyterian,W,1,0,0,2,kevin-johnson-7
Sean Linton,2013-08-29,1,San Jose State,,Sacramento State,W,1,0,0,0,sean-linton-1
Obi Melifonwu,2013-08-29,1,Connecticut,,Towson,L,1,0,0,1,obi-melifonwu-1
Mike Olson,2013-08-29,1,Wake Forest,,Presbyterian,W,1,0,0,0,mike-olson-1
Cody Prewitt,2013-08-29,1,Mississippi,@,Vanderbilt,W,1,2,0,1,cody-prewitt-1
Hayes Pullard,2013-08-29,1,Southern California,@,Hawaii,W,1,0,0,0,hayes-pullard-1
Stephen Roberts,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,1,1,0,0,stephen-roberts-1
Chris Sharpe,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,1,0,0,0,chris-sharpe-1
Joshua Shaw,2013-08-29,1,Southern California,@,Hawaii,W,1,35,0,0,joshua-shaw-1
Derron Smith,2013-08-29,1,Fresno State,,Rutgers,W,1,2,0,1,derron-smith-1
Jordan Sullen,2013-08-29,1,Tulane,,Jackson State,W,1,0,0,1,jordan-sullen-1
