"Player","Date","G","School","Loc","Opponent","WL","Rush Att","Rush Yard","Rush Avg","Rush TD","unique_id"
"Anthony Mariscal","2018-09-22",4,"Arizona","@","Oregon State","W",2,8,4,0,"anthony-mariscal-1"
"Kevin Marks","2018-09-22",4,"Buffalo","@","Rutgers","W",12,63,5.3,1,"kevin-marks-1"
"RB Marlow III","2018-09-22",4,"Bowling Green State",,"Miami (OH)","L",1,4,4,0,"rb-marlow-iii-1"
"TaQuon Marshall","2018-09-22",4,"Georgia Tech",,"Clemson","L",25,47,1.9,1,"taquon-marshall-1"
"Tate Martell","2018-09-22",4,"Ohio State",,"Tulane","W",8,22,2.8,1,"tate-martell-1"
"Kam Martin","2018-09-22",4,"Auburn",,"Arkansas","W",8,39,4.9,0,"kam-martin-1"
"Adrian Martinez","2018-09-22",3,"Nebraska","@","Michigan","L",7,-12,-1.7,0,"adrian-martinez-2"
"Ben Mason","2018-09-22",4,"Michigan",,"Nebraska","W",6,18,3,3,"ben-mason-1"
"Jordan Mason","2018-09-22",4,"Georgia Tech",,"Clemson","L",4,30,7.5,0,"jordan-mason-1"
"Will Mathews","2018-09-22",4,"Kent State","@","Mississippi","L",1,-3,-3,0,"will-mathews-1"
"Izzy Matthews","2018-09-22",5,"Colorado State",,"Illinois State","L",14,71,5.1,0,"izzy-matthews-1"
"Kentory Matthews","2018-09-22",3,"Liberty",,"North Texas","L",8,39,4.9,0,"kentory-matthews-1"
"Napoleon Maxwell","2018-09-22",4,"Florida International","@","Miami (FL)","L",10,25,2.5,0,"napoleon-maxwell-1"
"Maurice Mayo","2018-09-22",4,"South Alabama","@","Memphis","L",4,12,3,0,"maurice-mayo-1"
"Wyatt Mazour","2018-09-22",3,"Nebraska","@","Michigan","L",5,18,3.6,1,"wyatt-mazour-1"
"Aaron McAllister","2018-09-22",4,"UNC Charlotte","@","Massachusetts","L",9,38,4.2,0,"aaron-mcallister-1"
"Dylan McCaffrey","2018-09-22",4,"Michigan",,"Nebraska","W",2,23,11.5,0,"dylan-mccaffrey-1"
"Demario McCall","2018-09-22",4,"Ohio State",,"Tulane","W",4,26,6.5,0,"demario-mccall-1"
"Deshawn McClease","2018-09-22",3,"Virginia Tech","@","Old Dominion","L",12,75,6.3,0,"deshawn-mcclease-1"
"Jalan McClendon","2018-09-22",4,"Baylor",,"Kansas","W",1,-4,-4,0,"jalan-mcclendon-2"
"Sandon McCoy","2018-09-22",4,"Army","@","Oklahoma","L",1,3,3,0,"sandon-mccoy-1"
"Markis McCray","2018-09-22",4,"Louisiana-Monroe",,"Troy","L",2,20,10,0,"markis-mccray-1"
"Cole McDonald","2018-09-22",5,"Hawaii",,"Duquesne","W",12,56,4.7,0,"cole-mcdonald-1"
"Marcus McElroy","2018-09-22",5,"Colorado State",,"Illinois State","L",1,4,4,0,"marcus-mcelroy-1"
"Anthony McFarland","2018-09-22",4,"Maryland",,"Minnesota","W",6,112,18.7,2,"anthony-mcfarland-2"
"Sean McGrew","2018-09-22",4,"Washington",,"Arizona State","W",1,3,3,0,"sean-mcgrew-1"
"Kameron McKnight","2018-09-22",3,"Louisiana Tech","@","Louisiana State","L",4,26,6.5,0,"kameron-mcknight-1"
"Kennedy McKoy","2018-09-22",3,"West Virginia",,"Kansas State","W",12,73,6.1,0,"kennedy-mckoy-1"
"Justin McMillan","2018-09-22",4,"Tulane","@","Ohio State","L",3,-19,-6.3,0,"justin-mcmillan-1"
"Kevin Mensah","2018-09-22",4,"Connecticut","@","Syracuse","L",19,76,4,0,"kevin-mensah-1"
"Dax Milne","2018-09-22",4,"Brigham Young",,"McNeese State","W",2,4,2,0,"dax-milne-1"
"Tra Minter","2018-09-22",4,"South Alabama","@","Memphis","L",14,35,2.5,1,"tra-minter-1"
"Elijah Mitchell","2018-09-22",3,"Louisiana",,"Coastal Carolina","L",5,43,8.6,1,"elijah-mitchell-2"
"Kellen Mond","2018-09-22",4,"Texas A&M","@","Alabama","L",18,98,5.4,1,"kellen-mond-1"
"David Montgomery","2018-09-22",3,"Iowa State",,"Akron","W",23,107,4.7,1,"david-montgomery-1"
"Deonta Moore","2018-09-22",4,"South Alabama","@","Memphis","L",6,18,3,0,"deonta-moore-1"
"Jalin Moore","2018-09-22",3,"Appalachian State",,"Gardner-Webb","W",8,119,14.9,2,"jalin-moore-1"
"Kelton Moore","2018-09-22",4,"Nevada","@","Toledo","L",9,74,8.2,1,"kelton-moore-1"
"Rondale Moore","2018-09-22",4,"Purdue",,"Boston College","W",2,4,2,0,"rondale-moore-1"
"James Morgan","2018-09-22",4,"Florida International","@","Miami (FL)","L",3,-12,-4,0,"james-morgan-1"
"Dalen Morris","2018-09-22",4,"Navy","@","Southern Methodist","L",1,1,1,0,"dalen-morris-1"
"Trivenskey Mosley","2018-09-22",3,"Southern Mississippi",,"Rice","W",9,42,4.7,0,"trivenskey-mosley-1"
"Kyler Murray","2018-09-22",4,"Oklahoma",,"Army","W",7,71,10.1,1,"kyler-murray-1"
"Marcel Murray","2018-09-22",4,"Arkansas State",,"Nevada-Las Vegas","W",8,95,11.9,1,"marcel-murray-1"
"Nyqwan Murray","2018-09-22",4,"Florida State",,"Northern Illinois","W",2,-5,-2.5,0,"nyqwan-murray-1"
"Jordan Myers","2018-09-22",4,"Rice","@","Southern Mississippi","L",1,2,2,0,"jordan-myers-1"
"Jalen Nailor","2018-09-22",3,"Michigan State","@","Indiana","W",3,79,26.3,1,"jalen-nailor-1"
"Moe Neal","2018-09-22",4,"Syracuse",,"Connecticut","W",13,116,8.9,0,"moe-neal-1"
"Riley Neal","2018-09-22",4,"Ball State",,"Western Kentucky","L",3,21,7,0,"riley-neal-1"
"Kato Nelson","2018-09-22",3,"Akron","@","Iowa State","L",15,56,3.7,0,"kato-nelson-1"
"Jordan Nettles","2018-09-22",4,"Northern Illinois","@","Florida State","L",3,13,4.3,0,"jordan-nettles-1"
"Jamie Newman","2018-09-22",4,"Wake Forest",,"Notre Dame","L",8,73,9.1,1,"jamie-newman-1"
"Zeb Noland","2018-09-22",3,"Iowa State",,"Akron","W",1,-5,-5,0,"zeb-noland-1"
"Andre Nunez","2018-09-22",3,"Louisiana",,"Coastal Carolina","L",4,-11,-2.8,0,"andre-nunez-1"
"Kene Nwangwu","2018-09-22",3,"Iowa State",,"Akron","W",2,3,1.5,0,"kene-nwangwu-1"
"Ike Ogbogu","2018-09-22",4,"Houston",,"Texas Southern","W",1,6,6,0,"ike-ogbogu-1"
"Chigoziem Okonkwo","2018-09-22",4,"Maryland",,"Minnesota","W",1,21,21,1,"chigoziem-okonkwo-1"
"Tobias Oliver","2018-09-22",4,"Georgia Tech",,"Clemson","L",9,34,3.8,0,"tobias-oliver-1"
"Qadree Ollison","2018-09-22",4,"Pittsburgh","@","North Carolina","L",12,72,6,1,"oadree-ollison-1"
"Sewo Olonilua","2018-09-22",4,"Texas Christian","@","Texas","L",12,55,4.6,0,"sewo-olonilua-1"
"Evan Orth","2018-09-22",4,"South Alabama","@","Memphis","L",7,9,1.3,0,"evan-orth-1"
"K.J. Osborn","2018-09-22",4,"Buffalo","@","Rutgers","W",1,-4,-4,0,"kj-osborn-1"
"A.J. Ouellette","2018-09-22",3,"Ohio","@","Cincinnati","L",21,71,3.4,1,"aj-ouellette-1"
"Marcus Outlow","2018-09-22",4,"Coastal Carolina","@","Louisiana","W",20,96,4.8,2,"marcus-outlow-1"
"Evan Owens","2018-09-22",4,"Nevada-Las Vegas","@","Arkansas State","L",3,47,15.7,1,"evan-owens-1"
"Devine Ozigbo","2018-09-22",3,"Nebraska","@","Michigan","L",6,5,0.8,0,"devine-ozigbo-1"
"Isaih Pacheco","2018-09-22",4,"Rutgers",,"Buffalo","L",5,15,3,0,"isaih-pacheco-1"
"Seth Paige","2018-09-22",4,"Georgia State",,"Western Michigan","L",2,4,2,0,"seth-paige-1"
"Tez Parks","2018-09-22",3,"Southern Mississippi",,"Rice","W",6,31,5.2,0,"tez-parks-1"
"Jawon Pass","2018-09-22",4,"Louisville","@","Virginia","L",3,1,0.3,0,"jawon-pass-1"
"Jacques Patrick","2018-09-22",4,"Florida State",,"Northern Illinois","W",16,56,3.5,0,"jacques-patrick-1"
"Jaret Patterson","2018-09-22",4,"Buffalo","@","Rutgers","W",14,104,7.4,2,"jaret-patterson-1"
"Shea Patterson","2018-09-22",4,"Michigan",,"Nebraska","W",1,-9,-9,0,"shea-patterson-1"
"Jahcour Pearson","2018-09-22",4,"Western Kentucky","@","Ball State","W",1,0,0,0,"jahcour-pearson-1"
"Trent Pennix","2018-09-22",3,"North Carolina State","@","Marshall","W",9,33,3.7,0,"trent-pennix-1"
"Camerun Peoples","2018-09-22",3,"Appalachian State",,"Gardner-Webb","W",9,53,5.9,0,"camerun-peoples-1"
"Steven Peoples","2018-09-22",3,"Virginia Tech","@","Old Dominion","L",20,156,7.8,2,"steven-peoples-1"
"Lamical Perine","2018-09-22",4,"Florida","@","Tennessee","W",6,16,2.7,0,"lamical-perine-1"
"Bryce Perkins","2018-09-22",4,"Virginia",,"Louisville","W",14,78,5.6,1,"bryce-perkins-1"
"EJ Perry","2018-09-22",4,"Boston College","@","Purdue","L",2,3,1.5,1,"ej-perry-1"
"Malcolm Perry","2018-09-22",4,"Navy","@","Southern Methodist","L",14,33,2.4,0,"malcolm-perry-1"
"N'Kosi Perry","2018-09-22",4,"Miami (FL)",,"Florida International","W",9,32,3.6,0,"nkosi-perry-1"
"Martell Pettaway","2018-09-22",3,"West Virginia",,"Kansas State","W",6,18,3,0,"martell-pettaway-1"
"Scottie Phillips","2018-09-22",4,"Mississippi",,"Kent State","W",19,112,5.9,1,"scottie-phillips-1"
"Shawndarrius Phillips","2018-09-22",4,"Florida International","@","Miami (FL)","L",8,1,0.1,0,"shawndarrius-phillips-1"
"Kenny Pickett","2018-09-22",4,"Pittsburgh","@","North Carolina","L",13,37,2.8,1,"kenny-pickett-1"
"Peytton Pickett","2018-09-22",3,"Liberty",,"North Texas","L",7,29,4.1,0,"peytton-pickett-1"
"Dameon Pierce","2018-09-22",4,"Florida","@","Tennessee","W",7,63,9,1,"dameon-pierce-1"
"Merek Pierce","2018-09-22",4,"Southern Methodist",,"Navy","W",2,0,0,0,"merek-pierce-1"
"Markenzy Pierre","2018-09-22",4,"Syracuse",,"Connecticut","W",5,17,3.4,0,"markenzy-pierre-1"
"Nicodem Pierre","2018-09-22",4,"Duke",,"North Carolina Central","W",5,13,2.6,1,"nicodem-pierre-1"
"Tyrell Pigrome","2018-09-22",4,"Maryland",,"Minnesota","W",2,2,1,0,"tyrell-pigrome-1"
"David Pindell","2018-09-22",4,"Connecticut","@","Syracuse","L",12,76,6.3,1,"david-pindell-1"
"Darius Pinnix","2018-09-22",3,"East Carolina","@","South Florida","L",12,30,2.5,0,"darius-pinnix-1"
"Chris Platt","2018-09-22",4,"Baylor",,"Kansas","W",1,19,19,0,"chris-platt-1"
"Kamari Pleasant","2018-09-22",4,"Washington",,"Arizona State","W",3,18,6,0,"kamari-pleasant-1"
"Tony Pollard","2018-09-22",4,"Memphis",,"South Alabama","W",3,30,10,1,"tony-pollard-1"
"Mark Pope","2018-09-22",4,"Miami (FL)",,"Florida International","W",1,4,4,0,"mark-pope-1"
"D'Vonte Price","2018-09-22",4,"Florida International","@","Miami (FL)","L",3,3,1,0,"dvonte-price-1"
"Kendric Pryor","2018-09-22",4,"Wisconsin","@","Iowa","W",1,-4,-4,0,"kendric-pryor-1"
"Brock Purdy","2018-09-22",3,"Iowa State",,"Akron","W",1,-1,-1,0,"brock-purdy-1"
"Trey Ragas","2018-09-22",3,"Louisiana",,"Coastal Carolina","L",15,103,6.9,1,"trey-ragas-1"
"Gus Ragland","2018-09-22",4,"Miami (OH)","@","Bowling Green State","W",6,40,6.7,1,"gus-ragland-1"
"T.J. Rahming","2018-09-22",4,"Duke",,"North Carolina Central","W",1,38,38,0,"tj-rahming-1"
"Peyton Ramsey","2018-09-22",4,"Indiana",,"Michigan State","L",18,13,0.7,0,"peyton-ramsey-1"
"Justin Rankin","2018-09-22",4,"Kent State","@","Mississippi","L",15,64,4.3,0,"justin-rankin-1"
"Amir Rasul","2018-09-22",4,"Florida State",,"Northern Illinois","W",6,28,4.7,1,"amir-rasul-1"
"Anthony Ratliff-Williams","2018-09-22",3,"North Carolina",,"Pittsburgh","W",2,19,9.5,0,"anthony-ratliff-williams-1"
"Jaylon Redd","2018-09-22",4,"Oregon",,"Stanford","L",1,16,16,0,"jaylon-redd-1"
"Emmanuel Reed","2018-09-22",4,"Buffalo","@","Rutgers","W",1,0,0,0,"emmanuel-reed-1"
"Miles Reed","2018-09-22",5,"Hawaii",,"Duquesne","W",2,9,4.5,0,"miles-reed-1"
"Kadin Remsberg","2018-09-22",3,"Air Force","@","Utah State","L",17,94,5.5,1,"kadin-remsberg-1"
"Giovanni Rescigno","2018-09-22",4,"Rutgers",,"Buffalo","L",5,-7,-1.4,0,"giovanni-rescigno-1"
"Chris Reynolds","2018-09-22",4,"UNC Charlotte","@","Massachusetts","L",11,-33,-3,0,"chris-reynolds-1"
"Jalen Rhodes","2018-09-22",4,"Texas-San Antonio",,"Texas State","W",17,76,4.5,0,"jalen-rhodes-1"
"Desmond Ridder","2018-09-22",4,"Cincinnati",,"Ohio","W",10,28,2.8,1,"desmond-ridder-1"
"Sean Riley","2018-09-22",4,"Syracuse",,"Connecticut","W",1,11,11,0,"sean-riley-2"
"Reggie Roberson Jr.","2018-09-22",4,"Southern Methodist",,"Navy","W",1,5,5,0,"reggie-roberson-jr-1"
"Shawn Robinson","2018-09-22",4,"Texas Christian","@","Texas","L",9,57,6.3,0,"shawn-robinson-2"
"Daniel Rodriguez","2018-09-22",4,"Oregon State",,"Arizona","L",1,-15,-15,0,"daniel-rodriguez-3"
"Rhett Rodriguez","2018-09-22",4,"Arizona","@","Oregon State","W",1,8,8,0,"rhett-rodriguez-1"
"Armani Rogers","2018-09-22",4,"Nevada-Las Vegas","@","Arkansas State","L",26,181,7,1,"armani-rogers-1"
"Kase Rogers","2018-09-22",4,"Oregon State",,"Arizona","L",8,13,1.6,0,"kase-rogers-1"
"Gunner Romney","2018-09-22",4,"Brigham Young",,"McNeese State","W",1,5,5,0,"gunner-romney-1"
"Asim Rose","2018-09-22",4,"Kentucky",,"Mississippi State","W",9,47,5.2,0,"asim-rose-1"
"Malik Rosier","2018-09-22",4,"Miami (FL)",,"Florida International","W",2,0,0,0,"malik-rosier-1"
"Brady Ross","2018-09-22",4,"Iowa",,"Wisconsin","L",1,3,3,0,"brady-ross-1"
"Julian Ross","2018-09-22",3,"Ohio","@","Cincinnati","L",3,3,1,0,"julian-ross-1"
"Larry Rountree III","2018-09-22",4,"Missouri",,"Georgia","L",8,33,4.1,1,"larry-rountree-iii-1"
"Nathan Rourke","2018-09-22",3,"Ohio","@","Cincinnati","L",9,96,10.7,1,"nathan-rourke-1"
"Mychale Salahuddin","2018-09-22",4,"Pittsburgh","@","North Carolina","L",3,34,11.3,0,"mychale-salahuddin-1"
"Joshua Samuel","2018-09-22",4,"Western Kentucky","@","Ball State","W",19,91,4.8,1,"joshua-samuel-1"
"O'Maury Samuels","2018-09-22",4,"Michigan",,"Nebraska","W",6,23,3.8,0,"omaury-samuels-1"
"Isaiah Sanders","2018-09-22",3,"Air Force","@","Utah State","L",26,58,2.2,1,"isaiah-sanders-1"
"Deltron Sands","2018-09-22",3,"Akron","@","Iowa State","L",2,7,3.5,0,"deltron-sands-1"
"Mekhi Sargent","2018-09-22",4,"Iowa",,"Wisconsin","L",6,14,2.3,0,"mekhi-sargent-1"
"Cameron Scarlett","2018-09-22",4,"Stanford","@","Oregon","W",3,1,0.3,0,"cameron-scarlett-1"
"Jordan Scarlett","2018-09-22",4,"Florida","@","Tennessee","W",11,77,7,1,"jordan-scarlett-1"
"Anthony Schwartz","2018-09-22",4,"Auburn",,"Arkansas","W",2,9,4.5,0,"anthony-schwartz-1"
"Anthony Scott","2018-09-22",3,"East Carolina","@","South Florida","L",11,39,3.5,0,"anthony-scott-2"
"Stevie Scott","2018-09-22",4,"Indiana",,"Michigan State","L",11,18,1.6,0,"stevie-scott-1"
"Zavier Scott","2018-09-22",4,"Connecticut","@","Syracuse","L",4,22,5.5,0,"zavier-scott-1"
"Qua Searcy","2018-09-22",4,"Georgia Tech",,"Clemson","L",3,7,2.3,0,"qua-searcy-1"
"Trey Sermon","2018-09-22",4,"Oklahoma",,"Army","W",18,119,6.6,0,"trey-sermon-1"
"Shakif Seymour","2018-09-22",3,"Toledo",,"Nevada","W",12,57,4.8,0,"shakif-seymour-1"
"Quinn Shanbour","2018-09-22",4,"North Texas","@","Liberty","W",4,29,7.3,0,"quinn-shanbour-1"
"Davis Shanley","2018-09-22",4,"Western Kentucky","@","Ball State","W",5,16,3.2,0,"davis-shanley-1"
"Jo-El Shaw","2018-09-22",4,"Kent State","@","Mississippi","L",5,22,4.4,0,"jo-el-shaw-1"
"Shaun Shivers","2018-09-22",4,"Auburn",,"Arkansas","W",2,1,0.5,0,"shaun-shivers-1"
"Kyle Shurmur","2018-09-22",4,"Vanderbilt",,"South Carolina","L",3,-12,-4,0,"kyle-shurmur-1"
"Justin Silmon","2018-09-22",4,"Kansas State","@","West Virginia","L",1,0,0,0,"justin-silmon-1"
"Micah Simon","2018-09-22",4,"Brigham Young",,"McNeese State","W",1,-12,-12,0,"micah-simon-1"
"Steven Sims Jr.","2018-09-22",4,"Kansas","@","Baylor","L",1,6,6,0,"steven-sims-jr-1"
"Artur Sitkowski","2018-09-22",4,"Rutgers",,"Buffalo","L",2,3,1.5,0,"artur-sitkowski-1"
"Jacquez Sloan","2018-09-22",4,"Western Kentucky","@","Ball State","W",1,3,3,0,"jacquez-sloan-1"
"Connor Slomka","2018-09-22",4,"Army","@","Oklahoma","L",3,7,2.3,1,"connor-slomka-1"
"Alonzo Smith","2018-09-22",4,"Miami (OH)","@","Bowling Green State","W",19,164,8.6,0,"alonzo-smith-2"
"B.J. Smith","2018-09-22",4,"Troy","@","Louisiana-Monroe","W",16,63,3.9,0,"bj-smith-1"
"Chandler Smith","2018-09-22",4,"Houston",,"Texas Southern","W",11,80,7.3,2,"chandler-smith-1"
"J'mar Smith","2018-09-22",3,"Louisiana Tech","@","Louisiana State","L",6,8,1.3,0,"jmar-smith-1"
"Jahmir Smith","2018-09-22",4,"Notre Dame","@","Wake Forest","W",2,16,8,0,"jahmir-smith-1"
"Jeff Smith","2018-09-22",4,"Boston College","@","Purdue","L",2,6,3,0,"jeff-smith-10"
"Jeremy Smith","2018-09-22",4,"Louisville","@","Virginia","L",7,9,1.3,0,"jeremy-smith-4"
"Kwadarrius Smith","2018-09-22",3,"Akron","@","Iowa State","L",1,1,1,0,"kwadarrius-smith-1"
"Nelson Smith","2018-09-22",4,"Navy","@","Southern Methodist","L",11,60,5.5,0,"nelson-smith-1"
"Nick Smith","2018-09-22",4,"North Texas","@","Liberty","W",1,66,66,1,"nick-smith-5"
"Sawyer Smith","2018-09-22",4,"Troy","@","Louisiana-Monroe","W",2,5,2.5,0,"sawyer-smith-1"
"Trelon Smith","2018-09-22",4,"Arizona State","@","Washington","L",8,45,5.6,0,"trelon-smith-1"
"Trey Smith","2018-09-22",4,"Louisville","@","Virginia","L",6,24,4,0,"trey-smith-4"
"Ihmir Smith-Marsette","2018-09-22",4,"Iowa",,"Wisconsin","L",1,20,20,0,"ihmir-smith-marsette-1"
"Benjamin Snell Jr.","2018-09-22",4,"Kentucky",,"Mississippi State","W",25,165,6.6,4,"benjamin-snell-jr-1"
"Brandon Sowards","2018-09-22",3,"Michigan State","@","Indiana","W",1,-1,-1,0,"brandon-sowards-1"
"Jared Sparks","2018-09-22",4,"Purdue",,"Boston College","W",1,9,9,0,"jared-sparks-1"
"Shawn Stankavage","2018-09-22",4,"Rice","@","Southern Mississippi","L",4,17,4.3,0,"shawn-stankavage-1"
"Carter Stanley","2018-09-22",4,"Kansas","@","Baylor","L",3,27,9,0,"carter-stanley-1"
"Nathan Stanley","2018-09-22",4,"Iowa",,"Wisconsin","L",2,2,1,0,"nathan-stanley-2"
"Jarrison Stewart","2018-09-22",4,"Texas Christian","@","Texas","L",1,4,4,0,"jarrison-stewart-1"
"Jarrett Stidham","2018-09-22",4,"Auburn",,"Arkansas","W",10,-5,-0.5,1,"jarrett-stidham-1"
"Ty Storey","2018-09-22",4,"Arkansas","@","Auburn","L",12,44,3.7,0,"ty-storey-1"
"Dontae Strickland","2018-09-22",4,"Syracuse",,"Connecticut","W",5,61,12.2,0,"dontae-strickland-2"
"D'Andre Swift","2018-09-22",4,"Georgia","@","Missouri","W",16,71,4.4,0,"dandre-swift-1"
"Eric Swinney","2018-09-22",4,"Mississippi",,"Kent State","W",2,19,9.5,0,"eric-swinney-1"
"Jordan Ta'amu","2018-09-22",4,"Mississippi",,"Kent State","W",6,0,0,1,"jordan-taamu-1"
"Tua Tagovailoa","2018-09-22",4,"Alabama",,"Texas A&M","W",4,10,2.5,1,"tua-tagovailoa-1"
"Khalil Tate","2018-09-22",4,"Arizona","@","Oregon State","W",4,-9,-2.3,0,"khalil-tate-1"
"Toa Taua","2018-09-22",4,"Nevada","@","Toledo","L",15,170,11.3,3,"toa-taua-1"
"Patrick Taylor Jr.","2018-09-22",4,"Memphis",,"South Alabama","W",17,75,4.4,2,"patrick-taylor-jr-1"
"Anthony Taylor","2018-09-22",4,"Texas State","@","Texas-San Antonio","L",5,10,2,0,"anthony-taylor-7"
"J.J. Taylor","2018-09-22",4,"Arizona","@","Oregon State","W",27,284,10.5,2,"jj-taylor-1"
"Jonathan Taylor","2018-09-22",4,"Wisconsin","@","Iowa","W",25,113,4.5,0,"jonathan-taylor-1"
"Reese Taylor","2018-09-22",4,"Indiana",,"Michigan State","L",1,0,0,0,"reese-taylor-1"
"Master Teague","2018-09-22",4,"Ohio State",,"Tulane","W",6,25,4.2,0,"master-teague-1"
"Lexington Thomas","2018-09-22",4,"Nevada-Las Vegas","@","Arkansas State","L",18,82,4.6,1,"lexington-thomas-1"
"Maurice Thomas","2018-09-22",4,"Miami (OH)","@","Bowling Green State","W",6,48,8,1,"maurice-thomas-2"
"Zac Thomas","2018-09-22",3,"Appalachian State",,"Gardner-Webb","W",4,8,2,1,"zac-thomas-2"
"Art Thompkins","2018-09-22",3,"Toledo",,"Nevada","W",7,13,1.9,0,"art-thompkins-1"
"Darwin Thompson","2018-09-22",4,"Utah State",,"Air Force","W",6,34,5.7,2,"darwin-thompson-1"
"SaRodorick Thompson","2018-09-22",4,"Texas Tech","@","Oklahoma State","W",13,57,4.4,1,"sarodorick-thompson-1"
"Skylar Thompson","2018-09-22",4,"Kansas State","@","West Virginia","L",12,18,1.5,0,"skylar-thompson-1"
"Kadarius Toney","2018-09-22",4,"Florida","@","Tennessee","W",1,34,34,0,"kadarius-toney-1"
"Deandre Torrey","2018-09-22",4,"North Texas","@","Liberty","W",8,51,6.4,1,"deandre-torrey-1"
"Israel Tucker","2018-09-22",3,"Louisiana Tech","@","Louisiana State","L",9,22,2.4,0,"israel-tucker-1"
"Clayton Tune","2018-09-22",4,"Houston",,"Texas Southern","W",5,25,5,0,"clayton-tune-1"
"A.J. Turner","2018-09-22",3,"South Carolina","@","Vanderbilt","W",9,64,7.1,0,"aj-turner-2"
"Christian Turner","2018-09-22",4,"Michigan",,"Nebraska","W",10,55,5.5,0,"christian-turner-1"
"DJ Turner","2018-09-22",4,"Maryland",,"Minnesota","W",2,5,2.5,0,"dj-turner-1"
"Shaq Vann","2018-09-22",4,"Eastern Michigan","@","San Diego State","L",21,76,3.6,0,"shaq-vann-1"
"Austin Vaughn","2018-09-22",4,"Louisiana-Monroe",,"Troy","L",4,12,3,0,"austin-vaughn-1"
"Ke'Shawn Vaughn","2018-09-22",4,"Vanderbilt",,"South Carolina","L",9,30,3.3,1,"keshawn-vaughn-1"
"CJ Verdell","2018-09-22",4,"Oregon",,"Stanford","L",20,115,5.8,1,"cj-verdell-1"
"Tyler Vitt","2018-09-22",4,"Texas State","@","Texas-San Antonio","L",12,11,0.9,1,"tyler-vitt-1"
"Quadraiz Wadley","2018-09-22",4,"Texas-El Paso",,"New Mexico State","L",20,111,5.6,0,"quadraiz-wadley-1"
"Jamauri Wakefield","2018-09-22",4,"Vanderbilt",,"South Carolina","L",14,72,5.1,0,"jamauri-wakefield-1"
"Ronnie Walker Jr.","2018-09-22",4,"Indiana",,"Michigan State","L",1,0,0,0,"ronnie-walker-jr-1"
"Kelan Walker","2018-09-22",4,"Houston",,"Texas Southern","W",9,105,11.7,1,"kelan-walker-1"
"Kell Walker","2018-09-22",4,"Army","@","Oklahoma","L",12,80,6.7,0,"kell-walker-1"
"Tre Walker","2018-09-22",4,"Navy","@","Southern Methodist","L",8,60,7.5,0,"tre-walker-2"
"Austin Walter","2018-09-22",4,"Rice","@","Southern Mississippi","L",6,81,13.5,1,"austin-walter-1"
"Warren Wand","2018-09-22",4,"Arkansas State",,"Nevada-Las Vegas","W",7,44,6.3,0,"warren-wand-1"
"Jonathan Ward","2018-09-22",4,"Central Michigan",,"Maine","W",15,17,1.1,0,"jonathan-ward-3"
"Dalvin Warmack","2018-09-22",4,"Kansas State","@","West Virginia","L",3,-4,-1.3,0,"dalvin-warmack-1"
"Michael Warren II","2018-09-22",4,"Cincinnati",,"Ohio","W",23,124,5.4,2,"michael-warren-ii-1"
"Juwan Washington","2018-09-22",4,"San Diego State",,"Eastern Michigan","W",12,61,5.1,0,"juwan-washington-1"
"Marvin Washington","2018-09-22",4,"Connecticut","@","Syracuse","L",4,4,1,0,"marvin-washington-1"
"Maurice Washington","2018-09-22",3,"Nebraska","@","Michigan","L",3,2,0.7,0,"maurice-washington-2"
"Jon Wassink","2018-09-22",4,"Western Michigan","@","Georgia State","W",1,18,18,0,"jon-wassink-1"
"Quez Watkins","2018-09-22",3,"Southern Mississippi",,"Rice","W",1,8,8,0,"quez-watkins-1"
"Tre Watson","2018-09-22",4,"Texas",,"Texas Christian","W",15,58,3.9,1,"tre-watson-2"
"Mike Weber","2018-09-22",4,"Ohio State",,"Tulane","W",6,18,3,0,"mike-weber-1"
"Armond Weh-Weh","2018-09-22",4,"Arkansas State",,"Nevada-Las Vegas","W",7,26,3.7,0,"armond-weh-weh-1"
"Cade Weldon","2018-09-22",4,"Miami (FL)",,"Florida International","W",1,-11,-11,0,"cade-weldon-1"
"Antoine Wesley","2018-09-22",4,"Texas Tech","@","Oklahoma State","W",1,-2,-2,0,"antoine-wesley-1"
"Braeden West","2018-09-22",4,"Southern Methodist",,"Navy","W",26,145,5.6,0,"braeden-west-1"
"Devwah Whaley","2018-09-22",4,"Arkansas","@","Auburn","L",8,26,3.3,0,"devwah-whaley-1"
"Brady White","2018-09-22",4,"Memphis",,"South Alabama","W",2,-14,-7,0,"brady-white-1"
"Kayin White","2018-09-22",4,"Louisiana-Monroe",,"Troy","L",3,11,3.7,1,"kayin-white-1"
"JaTarvious Whitlow","2018-09-22",4,"Auburn",,"Arkansas","W",13,49,3.8,2,"jatarvious-whitlow-1"
"Tyler Wiegers","2018-09-22",4,"Eastern Michigan","@","San Diego State","L",2,-7,-3.5,0,"tyler-wiegers-1"
"Manny Wilkins","2018-09-22",4,"Arizona State","@","Washington","L",4,13,3.3,1,"manny-wilkins-1"
"Marcus Williams Jr.","2018-09-22",3,"Appalachian State",,"Gardner-Webb","W",7,49,7,0,"marcus-williams-12"
"Aeris Williams","2018-09-22",4,"Mississippi State","@","Kentucky","L",8,22,2.8,0,"aeris-williams-1"
"Andre Williams","2018-09-22",3,"Akron","@","Iowa State","L",1,4,4,0,"andre-williams-5"
"Antonio Williams","2018-09-22",3,"North Carolina",,"Pittsburgh","W",16,114,7.1,2,"antonio-williams-1"
