Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Bryson Henderson,2015-09-12,2,Texas Christian,,Stephen F. Austin,W,0,,,1,bryson-henderson-1
Lewis Hill,2015-09-12,2,New Mexico State,,Georgia State,L,0,,,1,lewis-hill-1
Mike Hilton,2015-09-12,2,Mississippi,,Fresno State,W,0,,,1,mike-hilton-1
Travin Howard,2015-09-12,2,Texas Christian,,Stephen F. Austin,W,0,,,1,travin-howard-1
Marlon Humphrey,2015-09-12,2,Alabama,,Middle Tennessee State,W,0,,,1,marlon-humphrey-1
Joey Ivie,2015-09-12,2,Florida,,East Carolina,W,0,,,1,joey-ivie-1
Eddie Jackson,2015-09-12,2,Alabama,,Middle Tennessee State,W,1,,,1,eddie-jackson-6
Malik Jenkins,2015-09-12,2,Texas Tech,,Texas-El Paso,W,0,,,1,malik-jenkins-1
Gerrand Johnson,2015-09-12,2,Louisiana-Monroe,,Nicholls State,W,0,,,1,gerrand-johnson-1
Kawe Johnson,2015-09-12,2,New Mexico State,,Georgia State,L,0,,,1,kawe-johnson-1
Shafer Johnson,2015-09-12,2,Central Michigan,,Monmouth,W,0,,,1,shafer-johnson-1
Jonathan Jones,2015-09-12,2,Auburn,,Jacksonville State,W,0,,,1,jonathan-jones-3
Peter Kalambayi,2015-09-12,2,Stanford,,Central Florida,W,0,,,1,peter-kalambayi-1
Darron Lee,2015-09-12,2,Ohio State,,Hawaii,W,0,,,1,darron-lee-1
Dallas Lloyd,2015-09-12,2,Stanford,,Central Florida,W,0,,,1,dallas-lloyd-1
Rommel Mageo,2015-09-12,2,Oregon State,@,Michigan,L,1,,,1,rommel-mageo-1
Nick Mangieri,2015-09-12,2,Indiana,,Florida International,W,1,,,1,nick-mangieri-1
Corey Marshall,2015-09-12,2,Virginia Tech,,Furman,W,0,,,1,corey-marshall-1
Kevin Maurice,2015-09-12,2,Nebraska,,South Alabama,W,0,,,1,kevin-maurice-2
Marcus Maye,2015-09-12,2,Florida,,East Carolina,W,0,,,1,marcus-maye-1
Derek McCartney,2015-09-12,2,Colorado,,Massachusetts,W,0,,,1,derek-mccartney-1
Kishawn McClain,2015-09-12,1,North Texas,@,Southern Methodist,L,0,,,1,kishawn-mcclain-1
Andrew McCleneghen,2015-09-12,2,Southern Methodist,,North Texas,W,0,,,2,andrew-mccleneghen-1
Cassanova McKinzy,2015-09-12,2,Auburn,,Jacksonville State,W,0,,,1,cassanova-mckinzy-1
Leon McQuay III,2015-09-12,2,Southern California,,Idaho,W,0,,,1,leon-mcquay-iii-1
Nate Meier,2015-09-12,2,Iowa,@,Iowa State,W,0,,,1,nate-meier-1
Carl Nassib,2015-09-12,2,Penn State,,Buffalo,W,0,,,2,carl-nassib-1
Shawn Oakman,2015-09-12,2,Baylor,,Lamar,W,0,,,1,shawn-oakman-1
William Ossai,2015-09-12,2,San Jose State,@,Air Force,L,0,,,1,william-ossai-1
William Parks,2015-09-12,2,Arizona,@,Nevada,W,0,,,1,william-parks-1
Brian Peavy,2015-09-12,2,Iowa State,,Iowa,L,0,,,1,brian-peavy-1
Peyton Pelluer,2015-09-12,2,Washington State,@,Rutgers,W,0,,,1,peyton-pelluer-1
Rontrell Peyton,2015-09-12,2,Ball State,@,Texas A&M,L,0,,,1,rontrell-peyton-1
Quentin Poling,2015-09-12,2,Ohio,,Marshall,W,0,,,1,quentin-poling-1
Cody Poock,2015-09-12,2,Minnesota,@,Colorado State,W,0,,,1,cody-poock-1
Reggie Ragland,2015-09-12,2,Alabama,,Middle Tennessee State,W,0,,,1,reggie-ragland-1
Shakeel Rashad,2015-09-12,2,North Carolina,,North Carolina A&T,W,0,,,1,shakeel-rashad-1
Jalen Reeves-Maybin,2015-09-12,2,Tennessee,,Oklahoma,L,0,,,1,jalen-reeves-maybin-1
Steven Richardson,2015-09-12,2,Minnesota,@,Colorado State,W,1,,,1,steven-richardson-1
Ja'Von Rolland-Jones,2015-09-12,2,Arkansas State,,Missouri,L,0,,,1,javon-rolland-jones-1
Keivarae Russell,2015-09-12,2,Notre Dame,@,Virginia,W,0,,,1,keivarae-russell-1
Sojourn Shelton,2015-09-12,2,Wisconsin,,Miami (OH),W,0,,,1,sojourn-shelton-1
Jordan Smith,2015-09-12,2,Army,@,Connecticut,L,0,,,1,jordan-smith-4
Anthony Smithson,2015-09-12,2,Kansas,,Memphis,L,0,,,1,anthony-smithson-1
Brandon Stewart,2015-09-12,2,Kansas,,Memphis,L,0,,,1,brandon-stewart-3
Temario Strong,2015-09-12,2,Mississippi,,Fresno State,W,0,,,1,temario-strong-1
Charles Tapper,2015-09-12,2,Oklahoma,@,Tennessee,W,0,,,1,charles-tapper-1
Nate Terhune,2015-09-12,2,Kent State,,Delaware State,W,1,1,1,1,nate-terhune-1
Michael Wakefield,2015-09-12,2,Florida International,@,Indiana,L,0,,,1,michael-wakefield-1
John Walker,2015-09-12,2,Colorado,,Massachusetts,W,0,,,1,john-walker-7
Jonathan Walton,2015-09-12,2,South Carolina,,Kentucky,L,0,,,1,jonathan-walton-1
Brad Watson,2015-09-12,2,Wake Forest,@,Syracuse,L,0,,,1,brad-watson-1
Terrence Waugh,2015-09-12,2,Kent State,,Delaware State,W,0,,,1,terrence-waugh-1
Terrish Webb,2015-09-12,2,Pittsburgh,@,Akron,W,0,,,1,terrish-webb-1
Jordan Whitehead,2015-09-12,2,Pittsburgh,@,Akron,W,0,,,1,jordan-whitehead-1
Eric Wilson,2015-09-12,2,Cincinnati,,Temple,L,0,,,1,eric-wilson-5
Anthony Winbush,2015-09-12,2,Ball State,@,Texas A&M,L,1,,,1,anthony-winbush-1
Jay Woods,2015-09-12,2,Vanderbilt,,Georgia,L,0,,,1,jay-woods-1
Zach Wright,2015-09-12,2,Rice,@,Texas,L,0,,,1,zach-wright-1
Andy Teasdall,2015-09-17,3,Clemson,@,Louisville,W,0,,,1,andy-teasdall-1
Demarcus Christmas,2015-09-18,3,Florida State,@,Boston College,W,0,,,1,demarcus-christmas-1
Tyler Gray,2015-09-18,3,Boise State,,Idaho State,W,0,,,1,tyler-gray-1
Keion Adams,2015-09-19,3,Western Michigan,,Murray State,W,0,,,1,keion-adams-1
Bryson Albright,2015-09-19,3,Miami (OH),,Cincinnati,L,2,,,1,bryson-albright-1
Brian Allen,2015-09-19,3,Utah,@,Fresno State,W,0,,,1,brian-allen-6
Okezie Alozie,2015-09-19,3,Buffalo,@,Florida Atlantic,W,0,,,1,okezie-alozie-1
Troy Apke,2015-09-19,3,Penn State,,Rutgers,W,0,,,1,troy-apke-1
Zik Asiegbu,2015-09-19,3,Tulsa,@,Oklahoma,L,0,,,1,zik-asiegbu-1
Tarell Basham,2015-09-19,3,Ohio,,Southeastern Louisiana,W,0,,,1,tarell-basham-1
Brandon Berry,2015-09-19,3,Buffalo,@,Florida Atlantic,W,0,,,1,brandon-berry-1
Roman Braglio,2015-09-19,3,Maryland,,South Florida,W,0,,,1,roman-braglio-1
Niemus Bryant,2015-09-19,3,Georgia State,@,Oregon,L,0,,,1,niemus-bryant-1
Luke Carrezola,2015-09-19,3,Connecticut,@,Missouri,L,0,,,1,luke-carrezola-1
Jeremy Cash,2015-09-19,3,Duke,,Northwestern,L,0,,,1,jeremy-cash-2
Tyson Coleman,2015-09-19,3,Oregon,,Georgia State,W,0,,,1,tyson-coleman-1
Alex Dale,2015-09-19,3,Middle Tennessee State,,UNC Charlotte,W,0,,,1,alex-dale-1
Zach Dancel,2015-09-19,3,Wake Forest,@,Army,W,0,,,1,zach-dancel-1
Sean Davis,2015-09-19,3,Maryland,,South Florida,W,0,,,1,sean-davis-1
Shiro Davis,2015-09-19,3,Texas,,California,L,0,,,1,shiro-davis-1
Toran Davis,2015-09-19,3,Ohio,,Southeastern Louisiana,W,0,,,1,toran-davis-1
Gerald Dixon Jr.,2015-09-19,3,South Carolina,@,Georgia,L,0,,,1,gerald-dixon-jr-1
Michael Dogbe,2015-09-19,3,Temple,@,Massachusetts,W,0,,,1,michael-dogbe-1
Devon Earl,2015-09-19,3,South Alabama,@,San Diego State,W,0,,,2,devon-earl-1
Kyler Fackrell,2015-09-19,3,Utah State,@,Washington,L,0,,,1,kyler-fackrell-1
Matthias Farley,2015-09-19,3,Notre Dame,,Georgia Tech,W,0,,,1,matthias-farley-1
Kylie Fitts,2015-09-19,3,Utah,@,Fresno State,W,0,,,1,kylie-fitts-1
Patrick Flowe,2015-09-19,3,Georgia Southern,,Citadel,W,0,,,1,patrick-flowe-1
Desmond Floyd,2015-09-19,3,UNC Charlotte,@,Middle Tennessee State,L,0,,,1,desmond-floyd-1
Kendall Fuller,2015-09-19,3,Virginia Tech,@,Purdue,W,0,,,1,kendall-fuller-1
Julian Gener,2015-09-19,3,Hawaii,,California-Davis,W,0,,,1,julian-gener-1
Ed Hall,2015-09-19,3,Idaho,,Wofford,W,0,,,1,ed-hall-2
Chris Hardeman,2015-09-19,3,Oklahoma State,,Texas-San Antonio,W,0,,,1,chris-hardeman-1
Darius Harris,2015-09-19,3,Middle Tennessee State,,UNC Charlotte,W,0,,,1,darius-harris-2
Cody Henessee,2015-09-19,3,Rice,@,North Texas,W,0,,,1,cody-henessee-1
Frank Herron,2015-09-19,3,Louisiana State,,Auburn,W,1,,,1,frank-herron-1
Deshane Hines,2015-09-19,3,Utah State,@,Washington,L,0,,,1,deshane-hines-1
Dawan Hunte,2015-09-19,3,Purdue,,Virginia Tech,L,0,,,1,dawan-hunte-1
D.J. Hunter,2015-09-19,3,Marshall,,Norfolk State,W,0,,,1,dj-hunter-1
Derek Ibekwe,2015-09-19,3,New Mexico State,,Texas-El Paso,L,0,,,1,derek-ibekwe-1
Godwin Igwebuike,2015-09-19,3,Northwestern,@,Duke,W,0,,,1,godwin-igwebuike-1
Mustafa Jalil,2015-09-19,3,California,@,Texas,W,0,,,1,mustafa-jalil-1
Devon Johnson,2015-09-19,3,UNC Charlotte,@,Middle Tennessee State,L,0,,,1,devon-johnson-3
Jah'Shawn Johnson,2015-09-19,3,Texas Tech,@,Arkansas,W,1,,,1,jahshawn-johnson-1
Miketavius Jones,2015-09-19,3,Oklahoma State,,Texas-San Antonio,W,0,,,1,miketavius-jones-1
Shane Jones,2015-09-19,3,Michigan State,,Air Force,W,0,,,1,shane-jones-2
Sidney Jones,2015-09-19,3,Washington,,Utah State,W,0,,,1,sidney-jones-1
Damontae Kazee,2015-09-19,3,San Diego State,,South Alabama,L,0,,,1,damontae-kazee-1
Micah Kiser,2015-09-19,3,Virginia,,William & Mary,W,0,,,1,micah-kiser-1
Elijah Lee,2015-09-19,3,Kansas State,,Louisiana Tech,W,0,,,1,elijah-lee-1
Matt Linscott,2015-09-19,3,Tulsa,@,Oklahoma,L,0,,,1,matt-linscott-1
A.J. Logan,2015-09-19,3,Missouri,,Connecticut,W,0,,,1,aj-logan-1
Shalom Luani,2015-09-19,3,Washington State,,Wyoming,W,0,,,1,shalom-luani-1
Jordan Lucas,2015-09-19,3,Penn State,,Rutgers,W,0,,,1,jordan-lucas-1
Tyrie Mack,2015-09-19,3,Eastern Michigan,,Ball State,L,0,,,1,tyrie-mack-1
Tyler Marcordes,2015-09-19,3,Georgia Tech,@,Notre Dame,L,0,,,1,tyler-marcordes-1
Amos Mason,2015-09-19,2,Navy,,East Carolina,W,0,,,1,amos-mason-1
Boomer Mays,2015-09-19,3,Northern Illinois,@,Ohio State,L,0,,,1,boomer-mays-1
Tabari McGaskey,2015-09-19,3,Rice,@,North Texas,W,0,,,1,tabari-mcgaskey-1
Trey McGowen,2015-09-19,3,Texas State,,Southern Mississippi,L,0,,,1,trey-mcgowen-1
Kahlil McKenzie,2015-09-19,3,Tennessee,,Western Carolina,W,0,,,1,kahlil-mckenzie-1
Kevin McReynolds,2015-09-19,3,Nevada,@,Texas A&M,L,0,,,1,kevin-mcreynolds-1
Antoine Miles,2015-09-19,3,Purdue,,Virginia Tech,L,0,,,1,antoine-miles-1
Rolan Milligan,2015-09-19,3,Toledo,,Iowa State,W,0,,,1,rolan-milligan-2
Darrien Molton,2015-09-19,3,Washington State,,Wyoming,W,0,,,1,darrien-molton-1
Demetrius Monday,2015-09-19,3,Kent State,@,Minnesota,L,1,80,1,1,demetrius-monday-1
A.J. Moore,2015-09-19,3,Mississippi,@,Alabama,W,1,,,1,aj-moore-2
Marlon Moore,2015-09-19,3,Northern Illinois,@,Ohio State,L,0,,,1,marlon-moore-3
RJ Murray,2015-09-19,3,Georgia Southern,,Citadel,W,0,,,1,rj-murray-1
Nick Nelson,2015-09-19,3,Hawaii,,California-Davis,W,0,,,1,nick-nelson-2
James Onwualu,2015-09-19,3,Notre Dame,,Georgia Tech,W,0,,,1,james-onwualu-1
Denzell Perine,2015-09-19,3,Florida International,,North Carolina Central,W,0,,,1,denzell-perine-1
Max Perisse,2015-09-19,3,Buffalo,@,Florida Atlantic,W,0,,,1,max-perisse-1
Kalif Phillips,2015-09-19,3,UNC Charlotte,@,Middle Tennessee State,L,0,,,1,kalif-phillips-1
Nathan Renfro,2015-09-19,3,Tennessee,,Western Carolina,W,0,,,1,nathan-renfro-1
Steve Rhodes,2015-09-19,3,Middle Tennessee State,,UNC Charlotte,W,1,,,1,steve-rhodes-2
John Robinson-Woodgett,2015-09-19,2,Massachusetts,,Temple,L,0,,,1,john-robinson-woodgett-1
Joe Schobert,2015-09-19,3,Wisconsin,,Troy,W,0,,,1,joe-schobert-1
Da'Mari Scott,2015-09-19,3,Fresno State,,Utah,L,0,,,1,damari-scott-1
Robert Seals,2015-09-19,3,Southern Methodist,@,Texas Christian,L,0,,,1,robert-seals-1
Anthony Sherrils,2015-09-19,3,Missouri,,Connecticut,W,1,,,1,anthony-sherrils-1
Sam Sizelove,2015-09-19,3,Kansas State,,Louisiana Tech,W,0,,,1,sam-sizelove-1
Jaylon Smith,2015-09-19,3,Notre Dame,,Georgia Tech,W,1,,,1,jaylon-smith-1
Domenic Spencer,2015-09-19,3,Central Florida,,Furman,L,0,,,1,domenic-spencer-1
Jordan Sterns,2015-09-19,3,Oklahoma State,,Texas-San Antonio,W,0,,,1,jordan-sterns-1
Cameron Sutton,2015-09-19,3,Tennessee,,Western Carolina,W,0,,,1,cameron-sutton-1
