Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Ryan Griffin,2012-08-30,1,Connecticut,,Massachusetts,W,1,34,34.0,0,ryan-griffin-1
Kyle Griswould,2012-08-30,1,Middle Tennessee State,,McNeese State,L,5,63,12.6,1,kyle-griswould-1
Rannell Hall,2012-08-30,1,Central Florida,@,Akron,W,4,94,23.5,2,rannell-hall-1
Marcus Henry,2012-08-30,1,Middle Tennessee State,,McNeese State,L,2,24,12.0,0,marcus-henry-2
Bronson Hill,2012-08-30,1,Eastern Michigan,@,Ball State,L,1,33,33.0,0,bronson-hill-1
Joe Hill,2012-08-30,1,Utah State,,Southern Utah,W,1,17,17.0,0,joe-hill-2
Quentin Hines,2012-08-30,1,Akron,,Central Florida,L,1,16,16.0,0,quentin-hines-2
Cody Hoffman,2012-08-30,1,Brigham Young,,Washington State,W,3,46,15.3,0,cody-hoffman-1
Austin Holt,2012-08-30,1,Brigham Young,,Washington State,W,1,9,9.0,0,austin-holt-1
Garrett Hoskins,2012-08-30,1,Eastern Michigan,@,Ball State,L,3,13,4.3,1,garrett-hoskins-1
Chris Humphrey,2012-08-30,1,Kent State,,Towson,W,2,14,7.0,0,chris-humphrey-1
Matthew Hurdle,2012-08-30,1,Kent State,,Towson,W,1,5,5.0,0,matthew-hurdle-1
Chuck Jacobs,2012-08-30,1,Utah State,,Southern Utah,W,4,64,16.0,1,chuck-jacobs-1
Jordon James,2012-08-30,1,UCLA,@,Rice,W,4,45,11.3,0,jordon-james-1
Tavarres Jefferson,2012-08-30,1,Middle Tennessee State,,McNeese State,L,4,24,6.0,0,tavarres-jefferson-1
Jerry Johnson,2012-08-30,1,UCLA,@,Rice,W,1,11,11.0,1,jerry-johnson-1
Storm Johnson,2012-08-30,1,Central Florida,@,Akron,W,1,-2,-2.0,0,storm-johnson-1
Marcus Jones,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,1,6,6.0,0,marcus-jones-8
Quincy Jones,2012-08-30,1,Eastern Michigan,@,Ball State,L,1,10,10.0,0,quincy-jones-1
Tebucky Jones,2012-08-30,1,Connecticut,,Massachusetts,W,1,6,6.0,0,tebucky-jones-2
Donnell Kirkwood,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,1,8,8.0,0,donnell-kirkwood-1
Jonathan Krause,2012-08-30,1,Vanderbilt,,South Carolina,L,2,9,4.5,0,jonathan-krause-1
Michael Lagrone,2012-08-30,1,Idaho,,Eastern Washington,L,1,10,10.0,0,michael-lagrone-1
Marcus Lattimore,2012-08-30,1,South Carolina,@,Vanderbilt,W,3,21,7.0,0,marcus-lattimore-1
Hakeem Lawrence,2012-08-30,1,Akron,,Central Florida,L,1,12,12.0,0,hakeem-lawrence-1
Andrei Lintz,2012-08-30,1,Washington State,@,Brigham Young,L,1,2,2.0,0,andrei-lintz-1
Najee Lovett,2012-08-30,1,Idaho,,Eastern Washington,L,8,110,13.8,0,najee-lovett-1
Devin Lucien,2012-08-30,1,UCLA,@,Rice,W,2,45,22.5,0,devin-lucien-1
Steven Manfro,2012-08-30,1,UCLA,@,Rice,W,3,22,7.3,0,steven-manfro-1
Gabe Marks,2012-08-30,1,Washington State,@,Brigham Young,L,3,16,5.3,0,gabe-marks-1
Cameron Marshall,2012-08-30,1,Arizona State,,Northern Arizona,W,2,28,14.0,0,cameron-marshall-1
Chris Martin,2012-08-30,1,Central Florida,@,Akron,W,1,5,5.0,1,chris-martin-5
Jordan Matthews,2012-08-30,1,Vanderbilt,,South Carolina,L,8,147,18.4,1,jordan-matthews-1
Joseph Matthews,2012-08-30,1,New Mexico State,,Sacramento State,W,1,28,28.0,0,joseph-matthews-1
K.J. Maye,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,3,23,7.7,0,kj-maye-1
Lyle McCombs,2012-08-30,1,Connecticut,,Massachusetts,W,2,23,11.5,0,lyle-mccombs-1
Andre McDonald,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,1,7,7.0,0,andre-mcdonald-2
Vance McDonald,2012-08-30,1,Rice,,UCLA,L,2,26,13.0,0,vance-mcdonald-1
Quincy McDuffie,2012-08-30,1,Central Florida,@,Akron,W,3,47,15.7,0,quincy-mcduffie-1
Sam McGuffie,2012-08-30,1,Rice,,UCLA,L,8,63,7.9,1,sam-mcguffie-1
Marken Michel,2012-08-30,1,Massachusetts,@,Connecticut,L,3,14,4.7,0,marken-michel-1
Sam Miller,2012-08-30,1,Kent State,,Towson,W,1,10,10.0,0,sam-miller-3
Donte Moore,2012-08-30,1,Rice,,UCLA,L,1,18,18.0,0,donte-moore-1
Jake Murphy,2012-08-30,1,Utah,,Northern Colorado,W,6,78,13.0,2,jake-murphy-1
Latavius Murray,2012-08-30,1,Central Florida,@,Akron,W,1,3,3.0,0,latavius-murray-1
Isiah Myers,2012-08-30,1,Washington State,@,Brigham Young,L,5,50,10.0,0,isiah-myers-1
Bruce Natson,2012-08-30,1,Utah State,,Southern Utah,W,2,19,9.5,0,bruce-natson-1
Connor Odykirk,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,1,7,7.0,0,connor-odykirk-1
Michael Osiecki,2012-08-30,1,Connecticut,,Massachusetts,W,1,16,16.0,0,michael-osiecki-1
Kevin Ozier,2012-08-30,1,Arizona State,,Northern Arizona,W,2,29,14.5,0,kevin-ozier-1
Jordan Parker,2012-08-30,1,Middle Tennessee State,,McNeese State,L,1,-2,-2.0,0,jordan-parker-1
Kyle Payton,2012-08-30,1,Kent State,,Towson,W,1,10,10.0,0,kyle-payton-1
Breshad Perriman,2012-08-30,1,Central Florida,@,Akron,W,1,8,8.0,0,breshad-perriman-1
Turner Petersen,2012-08-30,1,Rice,,UCLA,L,1,2,2.0,0,turner-petersen-1
Phillips,2012-08-30,1,Connecticut,,Massachusetts,W,2,21,10.5,0,phillips-3
Dylan Potts,2012-08-30,1,Akron,,Central Florida,L,2,2,1.0,0,dylan-potts-1
John Rabe,2012-08-30,1,Minnesota,@,Nevada-Las Vegas,W,2,35,17.5,2,john-rabe-1
Demarius Reed,2012-08-30,1,Eastern Michigan,@,Ball State,L,2,25,12.5,0,demarius-reed-1
Travis Reynolds,2012-08-30,1,Utah State,,Southern Utah,W,3,18,6.0,0,travis-reynolds-1
Skyler Ridley,2012-08-30,1,Brigham Young,,Washington State,W,6,54,9.0,1,skyler-ridley-1
Dallin Rogers,2012-08-30,1,Utah,,Northern Colorado,W,1,11,11.0,0,dallin-rogers-1
David Rolf,2012-08-30,1,Utah,,Northern Colorado,W,2,14,7.0,0,david-rolf-2
Rashad Ross,2012-08-30,1,Arizona State,,Northern Arizona,W,1,50,50.0,0,rashad-ross-1
Roman Runner,2012-08-30,1,Idaho,,Eastern Washington,L,1,5,5.0,0,roman-runner-1
Connor Ryan,2012-08-30,1,Ball State,,Eastern Michigan,W,6,53,8.8,0,connor-ryan-1
Ace Sanders,2012-08-30,1,South Carolina,@,Vanderbilt,W,2,13,6.5,0,ace-sanders-1
David Schneider,2012-08-30,1,Ball State,,Eastern Michigan,W,2,7,3.5,0,david-schneider-1
Keith Sconiers,2012-08-30,1,Akron,,Central Florida,L,3,44,14.7,0,keith-sconiers-1
Donald Scott,2012-08-30,1,Eastern Michigan,@,Ball State,L,2,22,11.0,1,donald-scott-1
Kenneth Scott,2012-08-30,1,Utah,,Northern Colorado,W,1,11,11.0,0,kenneth-scott-1
Mike Scott,2012-08-30,1,Idaho,,Eastern Washington,L,2,14,7.0,0,mike-scott-5
Tajae Sharpe,2012-08-30,1,Massachusetts,@,Connecticut,L,1,15,15.0,0,tajae-sharpe-1
Gino Simone,2012-08-30,1,Washington State,@,Brigham Young,L,3,10,3.3,0,gino-simone-1
Jamill Smith,2012-08-30,1,Ball State,,Eastern Michigan,W,7,119,17.0,0,jamill-smith-1
L.T. Smith,2012-08-30,1,Akron,,Central Florida,L,7,87,12.4,1,lt-smith-1
Michael Smith,2012-08-30,1,Connecticut,,Massachusetts,W,3,30,10.0,0,michael-smith-1
Richard Smith,2012-08-30,1,Arizona State,,Northern Arizona,W,5,45,9.0,1,richard-smith-4
Willie Snead,2012-08-30,1,Ball State,,Eastern Michigan,W,4,27,6.8,0,willie-snead-3
Caleb Southworth,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,1,17,17.0,0,caleb-southworth-1
Taylor Spencer,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,3,17,5.7,0,taylor-spencer-1
Marquelo Suel,2012-08-30,1,Akron,,Central Florida,L,7,62,8.9,1,marquelo-suel-1
Marcus Sullivan,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,5,53,10.6,0,marcus-sullivan-1
Wesley Tate,2012-08-30,1,Vanderbilt,,South Carolina,L,1,17,17.0,0,wesley-tate-1
Jordan Taylor,2012-08-30,1,Rice,,UCLA,L,2,47,23.5,0,jordan-taylor-2
Damien Thigpen,2012-08-30,1,UCLA,@,Rice,W,4,42,10.5,0,damien-thigpen-1
Jack Tomlinson,2012-08-30,1,Ball State,,Eastern Michigan,W,1,6,6.0,0,jack-tomlinson-1
Harold Turner,2012-08-30,1,Middle Tennessee State,,McNeese State,L,1,6,6.0,0,harold-turner-1
Vincent Van Horne,2012-08-30,1,Middle Tennessee State,,McNeese State,L,1,16,16.0,0,vincent-van-horne-1
Travis Van Leeuwen,2012-08-30,1,Utah State,,Southern Utah,W,1,8,8.0,0,travis-van-leeuwen-1
Justin Veltung,2012-08-30,1,Idaho,,Eastern Washington,L,3,21,7.0,0,justin-veltung-1
Kenneth Walker,2012-08-30,1,UCLA,@,Rice,W,2,39,19.5,0,kenneth-walker-1
Cameron Webb,2012-08-30,1,Utah State,,Southern Utah,W,2,7,3.5,0,cameron-webb-1
Reggie Whatley,2012-08-30,1,Middle Tennessee State,,McNeese State,L,1,4,4.0,0,reggie-whatley-1
John White,2012-08-30,1,Utah,,Northern Colorado,W,2,13,6.5,0,john-white-9
Anthony Williams,2012-08-30,1,Nevada-Las Vegas,,Minnesota,L,1,10,10.0,0,anthony-williams-14
Courtney Williams,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,1,6,6.0,0,courtney-williams-2
Dom Williams,2012-08-30,1,Washington State,@,Brigham Young,L,2,25,12.5,0,dom-williams-1
Kerwynn Williams,2012-08-30,1,Utah State,,Southern Utah,W,2,15,7.5,0,kerwynn-williams-1
Nick Williams,2012-08-30,1,Connecticut,,Massachusetts,W,1,16,16.0,0,nick-williams-1
Tyler Williams,2012-08-30,1,Akron,,Central Florida,L,2,13,6.5,0,tyler-williams-1
Luke Willson,2012-08-30,1,Rice,,UCLA,L,2,18,9.0,1,luke-willson-1
Cody Wilson,2012-08-30,1,Central Michigan,,Southeast Missouri State,W,2,16,8.0,0,cody-wilson-1
Marquess Wilson,2012-08-30,1,Washington State,@,Brigham Young,L,4,61,15.3,0,marquess-wilson-1
Carl Winston,2012-08-30,1,Washington State,@,Brigham Young,L,1,5,5.0,0,carl-winston-1
Ben Bartholomew,2012-08-31,1,Tennessee,N,North Carolina State,W,2,19,9.5,0,ben-bartholomew-1
Le'Veon Bell,2012-08-31,1,Michigan State,,Boise State,W,6,55,9.2,0,leveon-bell-1
Cody Booth,2012-08-31,1,Temple,,Villanova,W,1,12,12.0,0,cody-booth-1
Mitch Burroughs,2012-08-31,1,Boise State,@,Michigan State,L,2,24,12.0,0,mitch-burroughs-1
Jabari Carr,2012-08-31,1,San Jose State,@,Stanford,L,6,33,5.5,0,jabari-carr-1
Jacob Carter,2012-08-31,1,Tennessee,N,North Carolina State,W,1,20,20.0,0,jacob-carter-1
Mario Carter,2012-08-31,1,North Carolina State,N,Tennessee,L,5,46,9.2,0,mario-carter-1
Tony Creecy,2012-08-31,1,North Carolina State,N,Tennessee,L,1,1,1.0,0,tony-creecy-1
Marcus Cunningham,2012-08-31,1,Florida Atlantic,,Wagner,W,2,7,3.5,0,marcus-cunningham-1
Vincent Dallas,2012-08-31,1,Tennessee,N,North Carolina State,W,1,7,7.0,0,vincent-dallas-1
Nexon Dorvilus,2012-08-31,1,Florida Atlantic,,Wagner,W,2,24,12.0,0,nexon-dorvilus-1
William Dukes,2012-08-31,1,Florida Atlantic,,Wagner,W,1,4,4.0,0,william-dukes-1
Zach Ertz,2012-08-31,1,Stanford,,San Jose State,W,4,26,6.5,0,zach-ertz-1
Tyler Ervin,2012-08-31,1,San Jose State,@,Stanford,L,1,1,1.0,0,tyler-ervin-1
De'Leon Eskridge,2012-08-31,1,San Jose State,@,Stanford,L,3,3,1.0,0,deleon-eskridge-1
Jalen Fitzpatrick,2012-08-31,1,Temple,,Villanova,W,2,33,16.5,0,jalen-fitzpatrick-1
Bennie Fowler,2012-08-31,1,Michigan State,,Boise State,W,2,36,18.0,0,bennie-fowler-1
Andrew Gleichert,2012-08-31,1,Michigan State,,Boise State,W,1,8,8.0,0,andrew-gleichert-1
Mustafa Greene,2012-08-31,1,North Carolina State,N,Tennessee,L,1,9,9.0,0,mustafa-greene-1
Noel Grigsby,2012-08-31,1,San Jose State,@,Stanford,L,7,93,13.3,1,noel-grigsby-1
Byron Hankerson,2012-08-31,1,Florida Atlantic,,Wagner,W,5,93,18.6,1,byron-hankerson-1
D.J. Harper,2012-08-31,1,Boise State,@,Michigan State,L,2,7,3.5,0,dj-harper-1
Kenny Harper,2012-08-31,1,Temple,,Villanova,W,1,8,8.0,1,kenny-harper-1
Montel Harris,2012-08-31,1,Temple,,Villanova,W,1,8,8.0,0,montel-harris-1
Charlie Hegedus,2012-08-31,1,North Carolina State,N,Tennessee,L,1,7,7.0,0,charlie-hegedus-1
Justin Hunter,2012-08-31,1,Tennessee,N,North Carolina State,W,9,73,8.1,0,justin-hunter-1
Travis Jones,2012-08-31,1,Florida Atlantic,,Wagner,W,3,29,9.7,0,travis-jones-2
Marlin Lane Jr.,2012-08-31,1,Tennessee,N,North Carolina State,W,2,19,9.5,0,marlin-lane-jr-1
Gabe Linehan,2012-08-31,1,Boise State,@,Michigan State,L,1,23,23.0,0,gabe-linehan-1
Tony Lippett,2012-08-31,1,Michigan State,,Boise State,W,3,62,20.7,0,tony-lippett-1
Daniel McKinney,2012-08-31,1,Florida Atlantic,,Wagner,W,1,6,6.0,0,daniel-mckinney-1
Matt Miller,2012-08-31,1,Boise State,@,Michigan State,L,2,54,27.0,0,matt-miller-6
Ty Montgomery,2012-08-31,1,Stanford,,San Jose State,W,5,49,9.8,0,ty-montgomery-1
Kirby Moore,2012-08-31,1,Boise State,@,Michigan State,L,6,52,8.7,0,kirby-moore-1
Keith Mumphery,2012-08-31,1,Michigan State,,Boise State,W,2,17,8.5,0,keith-mumphery-1
Rajion Neal,2012-08-31,1,Tennessee,N,North Carolina State,W,2,-2,-1.0,0,rajion-neal-1
Kyle Nunn,2012-08-31,1,San Jose State,@,Stanford,L,2,13,6.5,0,kyle-nunn-1
Ryan Otten,2012-08-31,1,San Jose State,@,Stanford,L,2,31,15.5,0,ryan-otten-1
Tobias Palmer,2012-08-31,1,North Carolina State,N,Tennessee,L,4,28,7.0,0,tobias-palmer-1
Cordarrelle Patterson,2012-08-31,1,Tennessee,N,North Carolina State,W,6,93,15.5,1,cordarrelle-patterson-1
Quintin Payton,2012-08-31,1,North Carolina State,N,Tennessee,L,4,129,32.3,0,quintin-payton-1
Chris Potter,2012-08-31,1,Boise State,@,Michigan State,L,1,1,1.0,0,chris-potter-1
Mychal Rivera,2012-08-31,1,Tennessee,N,North Carolina State,W,1,13,13.0,0,mychal-rivera-1
Zach Rogers,2012-08-31,1,Tennessee,N,North Carolina State,W,2,87,43.5,1,zach-rogers-1
Andre Sims,2012-08-31,1,Michigan State,,Boise State,W,1,5,5.0,0,andre-sims-1
Dion Sims,2012-08-31,1,Michigan State,,Boise State,W,7,65,9.3,0,dion-sims-1
Stepfan Taylor,2012-08-31,1,Stanford,,San Jose State,W,2,3,1.5,0,stepfan-taylor-1
Drew Terrell,2012-08-31,1,Stanford,,San Jose State,W,3,33,11.0,1,drew-terrell-1
Levine Toilolo,2012-08-31,1,Stanford,,San Jose State,W,1,13,13.0,0,levine-toilolo-1
Peter Tuitupou,2012-08-31,1,San Jose State,@,Stanford,L,3,43,14.3,0,peter-tuitupou-1
Bryan Underwood,2012-08-31,1,North Carolina State,N,Tennessee,L,3,9,3.0,1,bryan-underwood-1
James Washington,2012-08-31,1,North Carolina State,N,Tennessee,L,3,10,3.3,0,james-washington-1
Asa Watson,2012-08-31,1,North Carolina State,N,Tennessee,L,4,50,12.5,0,asa-watson-1
Shane Williams-Rhodes,2012-08-31,1,Boise State,@,Michigan State,L,1,8,8.0,0,shane-williams-rhodes-1
Devrin Young,2012-08-31,1,Tennessee,N,North Carolina State,W,1,4,4.0,0,devrin-young-1
Kelsey Young,2012-08-31,1,Stanford,,San Jose State,W,1,1,1.0,0,kelsey-young-1
Jared Abbrederis,2012-09-01,1,Wisconsin,,Northern Iowa,W,6,84,14.0,2,jared-abbrederis-1
Ameer Abdullah,2012-09-01,1,Nebraska,,Southern Mississippi,W,4,39,9.8,1,ameer-abdullah-1
Davante Adams,2012-09-01,1,Fresno State,,Weber State,W,7,118,16.9,2,davante-adams-1
Nick Adams,2012-09-01,1,Alabama-Birmingham,,Troy,L,2,7,3.5,0,nick-adams-1
Bralon Addison,2012-09-01,1,Oregon,,Arkansas State,W,3,15,5.0,0,bralon-addison-1
Nelson Agholor,2012-09-01,1,Southern California,,Hawaii,W,1,6,6.0,0,nelson-agholor-1
Austin Aikens,2012-09-01,1,Western Kentucky,,Austin Peay,W,2,72,36.0,0,austin-aikens-1
Donnell Alexander,2012-09-01,1,Colorado State,N,Colorado,W,1,19,19.0,0,donnell-alexander-1
Davonte Allen,2012-09-01,1,Marshall,@,West Virginia,L,2,18,9.0,0,davonte-allen-1
Ferbia Allen,2012-09-01,1,Mississippi,,Central Arkansas,W,2,25,12.5,0,ferbia-allen-1
Keenan Allen,2012-09-01,1,California,,Nevada,L,6,67,11.2,0,keenan-allen-1
Jace Amaro,2012-09-01,1,Texas Tech,,Northwestern State,W,4,49,12.3,0,jace-amaro-1
Alex Amidon,2012-09-01,1,Boston College,,Miami (FL),L,10,149,14.9,0,alex-amidon-1
Jonathan Amosa,2012-09-01,1,Washington,,San Diego State,W,1,10,10.0,0,jonathan-amosa-1
C.J. Anderson,2012-09-01,1,California,,Nevada,L,1,12,12.0,0,cj-anderson-1
Isaiah Anderson,2012-09-01,1,Oklahoma State,,Savannah State,W,4,63,15.8,0,isaiah-anderson-1
Antonio Andrews,2012-09-01,1,Western Kentucky,,Austin Peay,W,4,59,14.8,0,antonio-andrews-1
Kolby Arendse,2012-09-01,1,Nevada,@,California,W,3,44,14.7,0,kolby-arendse-1
Brandon Armstrong,2012-09-01,1,Texas-San Antonio,@,South Alabama,W,3,19,6.3,0,brandon-armstrong-1
Tavon Austin,2012-09-01,1,West Virginia,,Marshall,W,10,53,5.3,1,tavon-austin-1
Stedman Bailey,2012-09-01,1,West Virginia,,Marshall,W,9,104,11.6,2,stedman-bailey-1
Montee Ball,2012-09-01,1,Wisconsin,,Northern Iowa,W,3,31,10.3,0,montee-ball-1
Kenjon Barner,2012-09-01,1,Oregon,,Arkansas State,W,1,8,8.0,0,kenjon-barner-1
Isaiah Battle,2012-09-01,1,Texas State,@,Houston,W,5,75,15.0,0,isaiah-battle-1
Alex Bayer,2012-09-01,1,Bowling Green State,@,Florida,L,2,44,22.0,0,alex-bayer-1
Odell Beckham Jr.,2012-09-01,1,Louisiana State,,North Texas,W,3,30,10.0,0,odell-beckham-jr-1
Kenny Bell,2012-09-01,1,Nebraska,,Southern Mississippi,W,1,26,26.0,1,kenny-bell-2
Kenny Bell,2012-09-01,1,Alabama,N,Michigan,W,2,26,13.0,0,kenny-bell-1
Bill Belton,2012-09-01,1,Penn State,,Ohio,L,3,16,5.3,1,bill-belton-1
Kelvin Benjamin,2012-09-01,1,Florida State,,Murray State,W,3,50,16.7,0,kelvin-benjamin-1
Michael Bennett,2012-09-01,1,Georgia,,Buffalo,W,5,76,15.2,1,michael-bennett-4
Justin Berger,2012-09-01,1,Wyoming,@,Texas,L,1,12,12.0,0,justin-berger-1
Joe Bergeron,2012-09-01,1,Texas,,Wyoming,W,1,3,3.0,0,joe-bergeron-1
Giovani Bernard,2012-09-01,1,North Carolina,,Elon,W,2,10,5.0,1,giovani-bernard-1
D.J. Beshears,2012-09-01,1,Kansas,,South Dakota State,W,5,27,5.4,0,dj-beshears-1
Corey Besteda,2012-09-01,1,South Alabama,,Texas-San Antonio,L,3,40,13.3,0,corey-besteda-1
Chance Blackmon,2012-09-01,1,Houston,,Texas State,L,2,19,9.5,0,chance-blackmon-1
Victor Blackwell,2012-09-01,1,Southern California,,Hawaii,W,1,9,9.0,0,victor-blackwell-1
