Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Trenton Irwin,2018-08-31,1,Stanford,,San Diego State,W,1,10,10.0,0,trenton-irwin-1
Olabisi Johnson,2018-08-31,2,Colorado State,N,Colorado,L,1,0,0.0,0,olabisi-johnson-1
Donovan Lee,2018-08-31,1,Colorado,N,Colorado State,W,1,3,3.0,0,donovan-lee-1
McLane Mannix,2018-08-31,1,Nevada,,Portland State,W,2,21,10.5,0,mclane-mannix-1
Jordan Nathan,2018-08-31,1,Utah State,@,Michigan State,L,1,13,13.0,0,jordan-nathan-1
T.J. Rahming,2018-08-31,1,Duke,,Army,W,2,23,11.5,0,tj-rahming-1
Juwan Washington,2018-08-31,1,San Diego State,@,Stanford,L,1,3,3.0,0,juwan-washington-1
Connor Wedington,2018-08-31,1,Stanford,,San Diego State,W,2,18,9.0,0,connor-wedington-1
Brandon Aiyuk,2018-09-01,1,Arizona State,,Texas-San Antonio,W,2,5,2.5,0,brandon-aiyuk-1
Ugo Amadi,2018-09-01,1,Oregon,,Bowling Green State,W,1,1,1.0,0,ugo-amadi-1
Jarion Anderson,2018-09-01,1,Tulsa,,Central Arkansas,W,2,14,7.0,0,jarion-anderson-1
Rafael Araujo-Lopes,2018-09-01,1,Pittsburgh,,Albany,W,2,2,1.0,0,rafael-araujo-lopes-1
Raheem Blackshear,2018-09-01,1,Rutgers,,Texas State,W,1,-1,-1.0,0,raheem-blackshear-1
David Bouvier,2018-09-01,1,Kentucky,,Central Michigan,W,4,41,10.3,0,david-bouvier-1
Keegan Brewer,2018-09-01,1,North Texas,,Southern Methodist,W,1,1,1.0,0,keegan-brewer-1
Devon Brown,2018-09-01,1,Old Dominion,@,Liberty,L,1,15,15.0,0,devon-brown-2
Cedric Byrd,2018-09-01,2,Hawaii,,Navy,W,1,3,3.0,0,cedric-byrd-1
Marquez Callaway,2018-09-01,1,Tennessee,N,West Virginia,L,1,6,6.0,0,marquez-callaway-1
Greg Campbell Jr.,2018-09-01,1,Texas-San Antonio,@,Arizona State,L,1,15,15.0,0,greg-campbell-3
Rona Cleveland,2018-09-01,1,Air Force,,Stony Brook,W,1,0,0.0,0,rona-cleveland-1
Austin Conway,2018-09-01,2,Wyoming,,Washington State,L,2,7,3.5,0,austin-conway-1
Dante Cousart,2018-09-01,1,Florida Atlantic,@,Oklahoma,L,1,-1,-1.0,0,dante-cousart-1
Xavier Crawford,2018-09-01,1,Central Michigan,@,Kentucky,L,1,0,0.0,0,xavier-crawford-2
Ahkil Crumpton,2018-09-01,1,Georgia,,Austin Peay,W,3,9,3.0,0,ahkil-crumpton-1
Jaelon Darden,2018-09-01,1,North Texas,,Southern Methodist,W,1,4,4.0,0,jaelon-darden-1
Chuck Davis,2018-09-01,1,Virginia,,Richmond,W,3,-1,-0.3,0,chuck-davis-3
Daythan Davis,2018-09-01,1,Texas Christian,,Southern,W,2,80,40.0,1,daythan-davis-1
Ryan Davis,2018-09-01,1,Auburn,N,Washington,W,3,42,14.0,0,ryan-davis-5
Clifton Duck,2018-09-01,1,Appalachian State,@,Penn State,L,1,11,11.0,0,clifton-duck-1
Mike Dudek,2018-09-01,1,Illinois,,Kent State,W,1,26,26.0,0,mike-dudek-1
Travis Dye,2018-09-01,1,Oregon,,Bowling Green State,W,1,1,1.0,0,travis-dye-1
Bryan Edwards,2018-09-01,1,South Carolina,,Coastal Carolina,W,1,3,3.0,0,bryan-edwards-1
Johnny Ford,2018-09-01,1,South Florida,,Elon,W,1,11,11.0,0,johnny-ford-1
Dominic Gicinto,2018-09-01,1,Missouri,,Tennessee-Martin,W,1,1,1.0,0,dominic-gicinto-1
Kyle Groenweg,2018-09-01,1,Iowa,,Northern Illinois,W,5,42,8.4,0,kyle-groenweg-1
Mecole Hardman,2018-09-01,1,Georgia,,Austin Peay,W,1,5,5.0,0,mecole-hardman-1
J-Shun Harris II,2018-09-01,1,Indiana,@,Florida International,W,1,6,6.0,0,j-shun-harris-ii-1
Marcus Hayes,2018-09-01,1,New Mexico,,Incarnate Word,W,1,9,9.0,0,marcus-hayes-1
Jevon Holland,2018-09-01,1,Oregon,,Bowling Green State,W,1,0,0.0,0,jevon-holland-1
Darnay Holmes,2018-09-01,1,UCLA,,Cincinnati,L,4,18,4.5,0,darnay-holmes-1
Jalen Hurd,2018-09-01,1,Baylor,,Abilene Christian,W,1,13,13.0,0,jalen-hurd-1
Taivon Jacobs,2018-09-01,1,Maryland,N,Texas,W,1,9,9.0,0,taivon-jacobs-1
Johnathon Johnson,2018-09-01,1,Missouri,,Tennessee-Martin,W,2,-11,-5.5,0,johnathon-johnson-2
KeeSean Johnson,2018-09-01,1,Fresno State,,Idaho,W,2,3,1.5,0,keesean-johnson-1
Brandon Jones,2018-09-01,1,Texas,N,Maryland,L,3,56,18.7,0,brandon-jones-13
Terry Juniel,2018-09-01,1,Texas-El Paso,,Northern Arizona,L,4,24,6.0,0,terry-juniel-1
Jeffery Keene,2018-09-01,2,Hawaii,,Navy,W,1,11,11.0,0,jeffery-keene-1
Wesley Kennedy III,2018-09-01,1,Georgia Southern,,South Carolina State,W,2,38,19.0,0,wesley-kennedy-iii-1
Tyler King,2018-09-01,1,Marshall,@,Miami (OH),W,2,50,25.0,0,tyler-king-4
Aulden Knight,2018-09-01,1,Cincinnati,@,UCLA,W,1,12,12.0,0,aulden-knight-1
CeeDee Lamb,2018-09-01,1,Oklahoma,,Florida Atlantic,W,3,18,6.0,0,ceedee-lamb-1
Kwamie Lassiter II,2018-09-01,1,Kansas,,Nicholls State,L,2,26,13.0,0,kwamie-lassiter-ii-1
Demario McCall,2018-09-01,1,Ohio State,,Oregon State,W,1,26,26.0,0,demario-mccall-1
Tyree McCants,2018-09-01,1,South Florida,,Elon,W,2,26,13.0,0,tyree-mccants-1
Danzel Mckinley-Lewis,2018-09-01,1,Toledo,,Virginia Military Institute,W,4,74,18.5,0,danzel-mckinley-lewis-1
Marcus Milton,2018-09-01,1,Bowling Green State,@,Oregon,L,2,4,2.0,0,marcus-milton-1
Bryce Mitchell,2018-09-01,1,Toledo,,Virginia Military Institute,W,2,7,3.5,0,bryce-mitchell-1
Keith Mixon,2018-09-01,1,Mississippi State,,Stephen F. Austin,W,6,64,10.7,0,keith-mixon-1
Lee Morris,2018-09-01,1,Oklahoma,,Florida Atlantic,W,1,28,28.0,0,lee-morris-2
Dazz Newsome,2018-09-01,1,North Carolina,@,California,L,2,28,14.0,0,dazz-newsome-1
Tony Nicholson,2018-09-01,1,Baylor,,Abilene Christian,W,1,21,21.0,0,tony-nicholson-1
K.J. Osborn,2018-09-01,1,Buffalo,,Delaware State,W,3,29,9.7,0,kj-osborn-1
Donovan Peoples-Jones,2018-09-01,1,Michigan,@,Notre Dame,L,2,4,2.0,0,donovan-peoples-jones-1
James Proche,2018-09-01,1,Southern Methodist,@,North Texas,L,1,8,8.0,0,james-proche-1
Mark Quattlebaum,2018-09-01,1,UNC Charlotte,,Fordham,W,2,20,10.0,0,mark-quattlebaum-1
Amari Rodgers,2018-09-01,1,Clemson,,Furman,W,2,87,43.5,0,amari-rodgers-1
Cedarius Rookard,2018-09-01,1,Troy,,Boise State,L,1,4,4.0,0,cedarius-rookard-1
Jamil Sabbagh,2018-09-01,1,Central Michigan,@,Kentucky,L,1,1,1.0,0,jamil-sabbagh-1
C.J. Saunders,2018-09-01,1,Ohio State,,Oregon State,W,2,5,2.5,0,cj-saunders-1
Duke Shelley,2018-09-01,1,Kansas State,,South Dakota,W,3,10,3.3,0,duke-shelley-1
Michael Shelton,2018-09-01,1,Brigham Young,@,Arizona,W,3,45,15.0,0,michael-shelton-2
Marcus Simms,2018-09-01,1,West Virginia,N,Tennessee,W,1,-1,-1.0,0,marcus-simms-1
Bryson Smith,2018-09-01,1,Houston,@,Rice,W,1,-2,-2.0,0,bryson-smith-1
Jake Springer,2018-09-01,1,Navy,@,Hawaii,L,1,8,8.0,0,jake-springer-1
Amon-Ra St. Brown,2018-09-01,1,Southern California,,Nevada-Las Vegas,W,1,9,9.0,0,amon-ra-st-brown-1
D.J. Stubbs,2018-09-01,1,Liberty,,Old Dominion,W,1,-1,-1.0,0,dj-stubbs-1
Feddie Swain,2018-09-01,1,Florida,,Charleston Southern,W,2,17,8.5,0,feddie-swain-1
Kyle Sweet,2018-09-01,1,Washington State,@,Wyoming,W,4,7,1.8,0,kyle-sweet-1
Juanyeh Thomas,2018-09-01,1,Georgia Tech,,Alcorn State,W,3,31,10.3,0,juanyeh-thomas-1
Thayer Thomas,2018-09-01,1,North Carolina State,,James Madison,W,1,40,40.0,0,thayer-thomas-1
DeAndre Thompkins,2018-09-01,1,Penn State,,Appalachian State,W,1,29,29.0,0,deandre-thompkins-1
Cody Thompson,2018-09-01,1,Toledo,,Virginia Military Institute,W,1,11,11.0,1,cody-thompson-1
KaVontae Turpin,2018-09-01,1,Texas Christian,,Southern,W,4,33,8.3,0,kavontae-turpin-1
Zaquon Tyson,2018-09-01,1,Kent State,@,Illinois,L,3,30,10.0,0,zaquon-tyson-1
Tyler Vaughns,2018-09-01,1,Southern California,,Nevada-Las Vegas,W,2,54,27.0,0,tyler-vaughns-1
Jaylen Waddle,2018-09-01,1,Alabama,N,Louisville,W,4,80,20.0,0,jaylen-waddle-1
Michael Walker,2018-09-01,1,Boston College,,Massachusetts,W,1,11,11.0,0,michael-walker-2
Warren Wand,2018-09-01,1,Arkansas State,,Southeast Missouri State,W,5,60,12.0,0,warren-wand-1
Quez Watkins,2018-09-01,1,Southern Mississippi,,Jackson State,W,3,103,34.3,1,quez-watkins-1
Jauan Wesley,2018-09-01,1,Northern Illinois,@,Iowa,L,1,10,10.0,0,jauan-wesley-1
Vic Wharton,2018-09-01,1,California,,North Carolina,W,3,7,2.3,0,vic-wharton-1
Hutch White,2018-09-01,1,Texas State,@,Rutgers,L,1,-1,-1.0,0,hutch-white-1
Papi White,2018-09-01,1,Ohio,,Howard,W,1,4,4.0,0,papi-white-1
Avery Williams,2018-09-01,1,Boise State,@,Troy,W,3,6,2.0,0,avery-williams-6
John Williams,2018-09-01,1,Memphis,,Mercer,W,2,-6,-3.0,0,john-williams-16
Ty Williams,2018-09-01,1,Southern Mississippi,,Jackson State,W,2,43,21.5,0,ty-williams-2
Isaiah Wright,2018-09-01,1,Temple,,Villanova,L,2,28,14.0,0,isaiah-wright-1
Avery Young,2018-09-01,1,Rutgers,,Texas State,W,1,-2,-2.0,0,avery-young-2
Kenny Young,2018-09-01,1,Miami (OH),,Marshall,L,2,15,7.5,0,kenny-young-2
Isaiah Zuber,2018-09-01,1,Kansas State,,South Dakota,W,2,97,48.5,1,isaiah-zuber-1
Trevon Brown,2018-09-02,1,East Carolina,,North Carolina A&T,L,4,48,12.0,0,trevon-brown-1
Jonathan Giles,2018-09-02,1,Louisiana State,N,Miami (FL),W,1,22,22.0,0,jonathan-giles-1
Colby Gore,2018-09-02,1,East Carolina,,North Carolina A&T,L,2,16,8.0,0,colby-gore-1
C.J. Carroll,2018-09-03,1,Virginia Tech,@,Florida State,W,2,18,9.0,0,cj-carroll-1
Chris Cunningham,2018-09-03,1,Virginia Tech,@,Florida State,W,1,11,11.0,0,chris-cunningham-2
James Proche,2018-09-07,2,Southern Methodist,,Texas Christian,L,1,0,0.0,0,james-proche-1
Reggie Roberson Jr.,2018-09-07,2,Southern Methodist,,Texas Christian,L,1,14,14.0,0,reggie-roberson-jr-1
KaVontae Turpin,2018-09-07,2,Texas Christian,@,Southern Methodist,W,3,112,37.3,1,kavontae-turpin-1
Jaylond Adams,2018-09-08,2,Southern Mississippi,,Louisiana-Monroe,L,1,33,33.0,0,jaylond-adams-1
Brandon Aiyuk,2018-09-08,2,Arizona State,,Michigan State,W,1,4,4.0,0,brandon-aiyuk-1
Maurice Alexander,2018-09-08,2,Florida International,@,Old Dominion,W,1,2,2.0,0,maurice-alexander-2
Otis Anderson,2018-09-08,2,Central Florida,,South Carolina State,W,3,74,24.7,0,otis-anderson-1
Jackson Anthrop,2018-09-08,2,Purdue,,Eastern Michigan,L,1,0,0.0,0,jackson-anthrop-1
Rafael Araujo-Lopes,2018-09-08,2,Pittsburgh,,Penn State,L,3,-5,-1.7,0,rafael-araujo-lopes-1
Tyron Arnett,2018-09-08,2,Western Michigan,@,Michigan,L,1,10,10.0,0,tyron-arnett-1
Alex Bachman,2018-09-08,2,Wake Forest,,Towson,W,1,5,5.0,0,alex-bachman-1
Ronnie Blackmon,2018-09-08,2,Colorado,@,Nebraska,W,2,10,5.0,0,ronnie-blackmon-1
Reed Blankenship,2018-09-08,2,Middle Tennessee State,,Tennessee-Martin,W,2,35,17.5,0,reed-blankenship-1
De'Quan Bowman,2018-09-08,2,Texas Tech,,Lamar,W,2,57,28.5,0,dequan-bowman-1
Trevon Bradford,2018-09-08,2,Oregon State,,Southern Utah,W,1,46,46.0,0,trevon-bradford-1
Devon Brown,2018-09-08,2,Old Dominion,,Florida International,L,2,25,12.5,0,devon-brown-2
Shun Brown,2018-09-08,2,Arizona,@,Houston,L,2,14,7.0,0,shun-brown-1
Rodjay Burns,2018-09-08,2,Louisville,,Indiana State,W,3,86,28.7,1,rodjay-burns-1
Marquez Callaway,2018-09-08,2,Tennessee,,East Tennessee State,W,1,-1,-1.0,0,marquez-callaway-1
Greg Campbell Jr.,2018-09-08,2,Texas-San Antonio,,Baylor,L,1,0,0.0,0,greg-campbell-3
C.J. Carroll,2018-09-08,2,Virginia Tech,,William & Mary,W,1,0,0.0,0,cj-carroll-1
OJ Clark,2018-09-08,3,New Mexico State,@,Utah State,L,1,13,13.0,0,oj-clark-1
Antwan Cordy,2018-09-08,2,Syracuse,,Wagner,W,3,40,13.3,0,antwan-cordy-1
Britain Covey,2018-09-08,2,Utah,@,Northern Illinois,W,1,5,5.0,0,britain-covey-1
Roger Cray,2018-09-08,2,Western Kentucky,,Maine,L,1,2,2.0,0,roger-cray-1
Ahkil Crumpton,2018-09-08,2,Georgia,@,South Carolina,W,1,9,9.0,0,ahkil-crumpton-1
Deejay Dallas,2018-09-08,2,Miami (FL),,Savannah State,W,1,16,16.0,0,deejay-dallas-1
Jaelon Darden,2018-09-08,2,North Texas,,Incarnate Word,W,3,61,20.3,0,jaelon-darden-1
Chuck Davis,2018-09-08,2,Virginia,@,Indiana,L,2,0,0.0,0,chuck-davis-3
Ryan Davis,2018-09-08,2,Auburn,,Alabama State,W,1,0,0.0,0,ryan-davis-5
Ethan Dedeaux,2018-09-08,2,San Diego State,,Sacramento State,W,1,5,5.0,0,ethan-dedeaux-1
Dawson DeGroot,2018-09-08,2,Illinois,,Western Illinois,W,1,14,14.0,0,dawson-degroot-1
Greg Dortch,2018-09-08,2,Wake Forest,,Towson,W,3,131,43.7,2,greg-dortch-1
Clifton Duck,2018-09-08,2,Appalachian State,@,UNC Charlotte,W,1,-3,-3.0,0,clifton-duck-1
Jack Dunn,2018-09-08,2,Wisconsin,,New Mexico,W,1,10,10.0,0,jack-dunn-1
Travis Dye,2018-09-08,2,Oregon,,Portland State,W,1,11,11.0,0,travis-dye-1
Trey Ellis,2018-09-08,2,Vanderbilt,,Nevada,W,3,23,7.7,0,trey-ellis-1
B.J. Farrow,2018-09-08,2,Liberty,@,Army,L,1,5,5.0,0,bj-farrow-1
Shawn Featherstone,2018-09-08,1,Akron,,Morgan State,W,2,10,5.0,0,shawn-featherstone-1
Jameson Field,2018-09-08,2,Utah,@,Northern Illinois,W,1,4,4.0,0,jameson-field-1
Chris Finke,2018-09-08,2,Notre Dame,,Ball State,W,5,24,4.8,0,chris-finke-1
Kaleb Fossum,2018-09-08,2,Nevada,@,Vanderbilt,L,1,27,27.0,0,kaleb-fossum-1
Jabir Frye,2018-09-08,2,Troy,,Florida A&M,W,1,13,13.0,0,jabir-frye-1
Aaron Fuller,2018-09-08,2,Washington,,North Dakota,W,2,0,0.0,0,aaron-fuller-1
Xavier Gaines,2018-09-08,2,Marshall,,Eastern Kentucky,W,1,0,0.0,0,xavier-gaines-2
Dominic Gicinto,2018-09-08,2,Missouri,,Wyoming,W,1,-1,-1.0,0,dominic-gicinto-1
Jonathan Giles,2018-09-08,2,Louisiana State,,Southeastern Louisiana,W,1,20,20.0,0,jonathan-giles-1
Richie Grant,2018-09-08,2,Central Florida,,South Carolina State,W,1,13,13.0,0,richie-grant-1
Kyle Groenweg,2018-09-08,2,Iowa,,Iowa State,W,1,1,1.0,0,kyle-groenweg-1
Isaiah Harper,2018-09-08,2,Old Dominion,,Florida International,L,2,22,11.0,0,isaiah-harper-1
J-Shun Harris II,2018-09-08,2,Indiana,,Virginia,W,3,2,0.7,0,j-shun-harris-ii-1
Smoke Harris,2018-09-08,2,Louisiana Tech,,Southern,W,1,-3,-3.0,0,smoke-harris-1
Marcus Hayes,2018-09-08,2,New Mexico,@,Wisconsin,L,1,8,8.0,0,marcus-hayes-1
Damon Hazelton Jr,2018-09-08,2,Virginia Tech,,William & Mary,W,2,28,14.0,0,damon-hazelton-jr-1
Thomas Hennigan,2018-09-08,2,Appalachian State,@,UNC Charlotte,W,2,55,27.5,1,thomas-hennigan-1
Jordan Holmes,2018-09-08,2,Illinois,,Western Illinois,W,1,6,6.0,0,jordan-holmes-2
Khaleke Hudson,2018-09-08,2,Michigan,,Western Michigan,W,1,20,20.0,0,khaleke-hudson-1
Trenton Irwin,2018-09-08,2,Stanford,,Southern California,W,1,8,8.0,0,trenton-irwin-1
Taivon Jacobs,2018-09-08,2,Maryland,@,Bowling Green State,W,1,-3,-3.0,0,taivon-jacobs-1
Nesta Jade Silvera,2018-09-08,2,Miami (FL),,Savannah State,W,1,15,15.0,0,nesta-jade-silvera-1
D'Shawn Jamison,2018-09-08,2,Texas,,Tulsa,W,1,-6,-6.0,0,dshawn-jamison-1
Olabisi Johnson,2018-09-08,3,Colorado State,,Arkansas,W,4,0,0.0,0,olabisi-johnson-1
Terry Juniel,2018-09-08,2,Texas-El Paso,@,Nevada-Las Vegas,L,4,28,7.0,0,terry-juniel-1
Garrett Kauppila,2018-09-08,2,Air Force,@,Florida Atlantic,L,1,19,19.0,0,garrett-kauppila-1
Wesley Kennedy III,2018-09-08,2,Georgia Southern,,Massachusetts,W,1,9,9.0,0,wesley-kennedy-iii-1
Griffin King,2018-09-08,2,Auburn,,Alabama State,W,1,0,0.0,0,griffin-king-1
Aulden Knight,2018-09-08,2,Cincinnati,@,Miami (OH),W,4,-3,-0.8,0,aulden-knight-1
Corey Lacanaria,2018-09-08,2,Ball State,@,Notre Dame,L,1,5,5.0,0,corey-lacanaria-1
CeeDee Lamb,2018-09-08,2,Oklahoma,,UCLA,W,2,63,31.5,0,ceedee-lamb-1
Deven Lamp,2018-09-08,2,Tulsa,@,Texas,L,1,10,10.0,0,deven-lamp-1
Kwamie Lassiter II,2018-09-08,2,Kansas,@,Central Michigan,W,3,24,8.0,0,kwamie-lassiter-ii-1
Riley Lees,2018-09-08,2,Northwestern,,Duke,L,4,9,2.3,0,riley-lees-1
Tyjon Lindsey,2018-09-08,1,Nebraska,,Colorado,L,3,-2,-0.7,0,tyjon-lindsey-1
Branden Mack,2018-09-08,2,Temple,,Buffalo,L,1,15,15.0,0,branden-mack-1
Jason Maitre,2018-09-08,2,Boston College,,Holy Cross,W,1,6,6.0,0,jason-maitre-1
Darryl Marshall,2018-09-08,2,Kent State,,Howard,W,1,22,22.0,0,darryl-marshall-1
D.J. Matthews,2018-09-08,2,Florida State,,Samford,W,1,8,8.0,0,dj-matthews-1
Demario McCall,2018-09-08,2,Ohio State,,Rutgers,W,2,6,3.0,0,demario-mccall-1
Tyree McCants,2018-09-08,2,South Florida,,Georgia Tech,W,1,0,0.0,0,tyree-mccants-1
Marcus Milton,2018-09-08,2,Bowling Green State,,Maryland,L,1,0,0.0,0,marcus-milton-1
Tra Minter,2018-09-08,2,South Alabama,@,Oklahoma State,L,1,5,5.0,0,tra-minter-1
Dillon Mitchell,2018-09-08,2,Oregon,,Portland State,W,2,10,5.0,0,dillon-mitchell-1
Keith Mixon,2018-09-08,2,Mississippi State,@,Kansas State,W,1,-1,-1.0,0,keith-mixon-1
Elijah Moore,2018-09-08,2,Mississippi,,Southern Illinois,W,2,3,1.5,0,elijah-moore-1
Rondale Moore,2018-09-08,2,Purdue,,Eastern Michigan,L,1,0,0.0,0,rondale-moore-1
Jestin Morrow,2018-09-08,2,Marshall,,Eastern Kentucky,W,1,0,0.0,0,jestin-morrow-1
Jordan Myers,2018-09-08,3,Rice,@,Hawaii,L,1,-1,-1.0,0,jordan-myers-1
Jordan Nathan,2018-09-08,2,Utah State,,New Mexico State,W,3,45,15.0,0,jordan-nathan-1
Dazz Newsome,2018-09-08,2,North Carolina,@,East Carolina,L,2,3,1.5,0,dazz-newsome-1
Ryan Newsome,2018-09-08,2,Arizona State,,Michigan State,W,2,8,4.0,0,ryan-newsome-1
Tony Nicholson,2018-09-08,2,Baylor,@,Texas-San Antonio,W,1,3,3.0,0,tony-nicholson-1
K.J. Osborn,2018-09-08,2,Buffalo,@,Temple,W,2,25,12.5,0,kj-osborn-1
Marquill Osborne,2018-09-08,2,Tennessee,,East Tennessee State,W,1,26,26.0,1,marquill-osborne-1
Wayne Parks,2018-09-08,2,Middle Tennessee State,,Tennessee-Martin,W,1,35,35.0,1,wayne-parks-1
Roshauud Paul,2018-09-08,2,Texas A&M,,Clemson,L,2,25,12.5,0,roshauud-paul-1
Donovan Peoples-Jones,2018-09-08,2,Michigan,,Western Michigan,W,1,-5,-5.0,0,donovan-peoples-jones-1
Jordyn Peters,2018-09-08,2,Auburn,,Alabama State,W,1,12,12.0,0,jordyn-peters-1
Brandon Presley,2018-09-08,2,Nevada-Las Vegas,,Texas-El Paso,W,1,-2,-2.0,0,brandon-presley-1
Jayden Reed,2018-09-08,2,Western Michigan,@,Michigan,L,1,9,9.0,0,jayden-reed-1
Mike Reynolds,2018-09-08,2,Army,,Liberty,W,1,22,22.0,0,mike-reynolds-3
Sean Riley,2018-09-08,2,Syracuse,,Wagner,W,2,42,21.0,0,sean-riley-2
Amari Rodgers,2018-09-08,2,Clemson,@,Texas A&M,W,2,9,4.5,0,amari-rodgers-1
Jamil Sabbagh,2018-09-08,2,Central Michigan,,Kansas,L,2,0,0.0,0,jamil-sabbagh-1
Carlos Sandy,2018-09-08,2,Illinois,,Western Illinois,W,2,3,1.5,0,carlos-sandy-1
C.J. Saunders,2018-09-08,2,Ohio State,,Rutgers,W,3,29,9.7,0,cj-saunders-1
Khalil Shakir,2018-09-08,2,Boise State,,Connecticut,W,4,44,11.0,0,khalil-shakir-1
Michael Shelton,2018-09-08,2,Brigham Young,,California,L,3,-4,-1.3,0,michael-shelton-2
Marcus Simms,2018-09-08,2,West Virginia,,Youngstown State,W,2,13,6.5,0,marcus-simms-1
Dredrick Snelson,2018-09-08,2,Central Florida,,South Carolina State,W,1,-4,-4.0,0,dredrick-snelson-1
Jake Springer,2018-09-08,2,Navy,,Memphis,W,1,8,8.0,0,jake-springer-1
Brad Stewart,2018-09-08,2,Georgia Tech,@,South Florida,L,1,11,11.0,0,brad-stewart-2
Deon Stewart,2018-09-08,2,Arkansas,@,Colorado State,L,1,45,45.0,0,deon-stewart-1
Dillon Stoner,2018-09-08,2,Oklahoma State,,South Alabama,W,2,25,12.5,0,dillon-stoner-1
Feddie Swain,2018-09-08,2,Florida,,Kentucky,L,1,25,25.0,0,feddie-swain-1
Kyle Sweet,2018-09-08,2,Washington State,,San Jose State,W,4,49,12.3,0,kyle-sweet-1
Jeff Thomas,2018-09-08,2,Miami (FL),,Savannah State,W,2,90,45.0,0,jeff-thomas-6
DeAndre Thompkins,2018-09-08,2,Penn State,@,Pittsburgh,W,2,38,19.0,1,deandre-thompkins-1
Devin Thompkins,2018-09-08,2,Utah State,,New Mexico State,W,1,2,2.0,0,devin-thompkins-1
Christian Tutt,2018-09-08,2,Auburn,,Alabama State,W,1,32,32.0,0,christian-tutt-1
Zaquon Tyson,2018-09-08,2,Kent State,,Howard,W,3,10,3.3,0,zaquon-tyson-1
Tyler Vaughns,2018-09-08,2,Southern California,@,Stanford,L,1,4,4.0,0,tyler-vaughns-1
Jaylen Waddle,2018-09-08,2,Alabama,,Arkansas State,W,2,-6,-3.0,0,jaylen-waddle-1
Michael Walker,2018-09-08,2,Boston College,,Holy Cross,W,2,17,8.5,0,michael-walker-2
Jonathan Ward,2018-09-08,2,Central Michigan,,Kansas,L,1,0,0.0,0,jonathan-ward-3
Vic Wharton,2018-09-08,2,California,@,Brigham Young,W,2,1,0.5,0,vic-wharton-1
Hutch White,2018-09-08,2,Texas State,,Texas Southern,W,3,29,9.7,0,hutch-white-1
Andre Williams,2018-09-08,1,Akron,,Morgan State,W,1,-7,-7.0,0,andre-williams-5
