Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Kevin Johnson,2012-09-22,4,Wake Forest,,Army,W,2,1,3,0.0,0.0,kevin-johnson-7
Nico Johnson,2012-09-22,4,Alabama,,Florida Atlantic,W,0,1,1,0.0,0.0,nico-johnson-1
Orhian Johnson,2012-09-22,4,Ohio State,,Alabama-Birmingham,W,3,1,4,0.0,0.0,orhian-johnson-1
Randell Johnson,2012-09-22,4,Florida Atlantic,@,Alabama,L,0,1,1,0.0,0.0,randell-johnson-1
Roland Johnson,2012-09-22,4,Minnesota,,Syracuse,W,1,0,1,1.0,1.0,roland-johnson-2
Tejay Johnson,2012-09-22,4,Rutgers,@,Arkansas,W,0,1,1,0.0,0.0,tejay-johnson-2
Travis Johnson,2012-09-22,4,San Jose State,@,San Diego State,W,4,2,6,1.0,1.0,travis-johnson-3
Tristian Johnson,2012-09-22,4,Kentucky,@,Florida,L,1,3,4,1.0,0.0,tristian-johnson-1
Zamel Johnson,2012-09-22,3,Temple,@,Penn State,L,4,0,4,0.0,0.0,zamel-johnson-1
Nic Johnston,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,2,1,3,0.0,0.0,nic-johnston-1
Abry Jones,2012-09-22,4,Georgia,,Vanderbilt,W,0,4,4,0.0,0.0,abry-jones-1
Brandon Jones,2012-09-22,4,Rutgers,@,Arkansas,W,0,1,1,0.0,0.0,brandon-jones-5
Brian Jones,2012-09-22,4,Ball State,,South Florida,W,1,6,7,0.0,0.0,brian-jones-5
Byran Jones,2012-09-22,4,Arkansas,,Rutgers,L,0,4,4,0.5,0.0,byran-jones-1
Byron Jones,2012-09-22,4,Connecticut,@,Western Michigan,L,4,5,9,0.0,0.0,byron-jones-2
C.J. Jones,2012-09-22,3,Texas A&M,,South Carolina State,W,0,1,1,0.0,0.0,cj-jones-4
Calvin Jones,2012-09-22,3,Alabama-Birmingham,@,Ohio State,L,5,3,8,0.0,0.0,calvin-jones-5
Carl Jones,2012-09-22,4,Ohio,,Norfolk State,W,1,2,3,0.0,0.0,carl-jones-2
Chandler Jones,2012-09-22,4,San Jose State,@,San Diego State,W,1,0,1,0.0,0.0,chandler-jones-1
Chris Jones,2012-09-22,4,Bowling Green State,@,Virginia Tech,L,1,4,5,2.0,1.0,chris-jones-6
Christian Jones,2012-09-22,4,Florida State,,Clemson,W,5,2,7,0.0,0.0,christian-jones-1
Christion Jones,2012-09-22,4,Alabama,,Florida Atlantic,W,1,0,1,0.0,0.0,christion-jones-1
Corey Jones,2012-09-22,4,Memphis,@,Duke,L,1,3,4,0.0,0.0,corey-jones-2
Daquan Jones,2012-09-22,4,Penn State,,Temple,W,0,1,1,0.0,0.0,daquan-jones-1
Datone Jones,2012-09-22,4,UCLA,,Oregon State,L,1,1,2,0.0,0.0,datone-jones-1
Deandre Jones,2012-09-22,4,Wyoming,@,Idaho,W,3,1,4,0.0,0.0,deandre-jones-2
Deion Jones,2012-09-22,4,Louisiana State,@,Auburn,W,1,0,1,1.0,0.0,deion-jones-1
Dequinta Jones,2012-09-22,4,Arkansas,,Rutgers,L,2,4,6,1.0,0.0,dequinta-jones-1
Don Jones,2012-09-22,4,Arkansas State,,Alcorn State,W,2,0,2,0.0,0.0,don-jones-1
Elijah Jones,2012-09-22,4,Toledo,,Coastal Carolina,W,1,2,3,0.5,0.5,elijah-jones-1
Hakim Jones,2012-09-22,4,North Carolina State,,Citadel,W,0,1,1,0.0,0.0,hakim-jones-1
Jairus Jones,2012-09-22,4,Michigan State,,Eastern Michigan,W,1,2,3,0.0,0.0,jairus-jones-1
Jared Jones,2012-09-22,3,Air Force,@,Nevada-Las Vegas,L,1,3,4,1.0,0.0,jared-jones-3
Jarvis Jones,2012-09-22,4,Georgia,,Vanderbilt,W,4,3,7,3.0,1.0,jarvis-jones-1
Jason Jones,2012-09-22,4,Mississippi,,Tulane,W,3,1,4,1.0,1.0,jason-jones-2
Korey Jones,2012-09-22,4,Wyoming,@,Idaho,W,2,3,5,0.0,0.0,korey-jones-1
L.J. Jones,2012-09-22,4,Fresno State,@,Tulsa,L,2,0,2,0.0,0.0,lj-jones-1
Orion Jones,2012-09-22,4,Toledo,,Coastal Carolina,W,1,2,3,0.0,0.0,orion-jones-1
Taiwan Jones,2012-09-22,4,Michigan State,,Eastern Michigan,W,0,1,1,0.0,0.0,taiwan-jones-1
Zian Jones,2012-09-22,4,Syracuse,@,Minnesota,L,1,1,2,0.0,0.0,zian-jones-1
Dion Jordan,2012-09-22,4,Oregon,,Arizona,W,2,2,4,0.0,0.0,dion-jordan-1
Karl Joseph,2012-09-22,3,West Virginia,,Maryland,W,5,2,7,1.5,1.0,karl-joseph-1
Mark Joyce,2012-09-22,4,South Florida,@,Ball State,L,3,4,7,0.0,0.0,mark-joyce-1
Anthony Joyner,2012-09-22,4,New Mexico State,,New Mexico,L,3,9,12,0.0,0.0,anthony-joyner-1
Lamarcus Joyner,2012-09-22,4,Florida State,,Clemson,W,2,1,3,0.0,0.0,lamarcus-joyner-1
Ethan Kagy,2012-09-22,4,Toledo,,Coastal Carolina,W,2,0,2,0.0,0.0,ethan-kagy-1
Mike Kaiser,2012-09-22,4,New Mexico State,,New Mexico,L,0,1,1,0.0,0.0,mike-kaiser-1
Ted Karras,2012-09-22,4,Illinois,,Louisiana Tech,L,1,0,1,0.0,0.0,ted-karras-1
Kalonji Kashama,2012-09-22,4,Eastern Michigan,@,Michigan State,L,0,4,4,0.0,0.0,kalonji-kashama-1
Vince Keener,2012-09-22,4,Idaho,,Wyoming,L,3,0,3,1.0,0.0,vince-keener-1
Hank Keighley,2012-09-22,4,Toledo,,Coastal Carolina,W,3,1,4,1.0,0.0,hank-keighley-1
Alex Keith,2012-09-22,4,Minnesota,,Syracuse,W,0,1,1,0.0,0.0,alex-keith-1
Wade Keliikipi,2012-09-22,4,Oregon,,Arizona,W,2,1,3,1.0,0.0,wade-keliikipi-1
Devon Kell,2012-09-22,2,Oregon State,@,UCLA,W,1,0,1,0.0,0.0,devon-kell-1
Jesse Kelley,2012-09-22,4,South Alabama,@,Mississippi State,L,1,1,2,0.0,0.0,jesse-kelley-1
Rob Kelley,2012-09-22,3,Tulane,@,Mississippi,L,1,0,1,0.0,0.0,rob-kelley-1
Sean Kelley,2012-09-22,4,Florida Atlantic,@,Alabama,L,1,0,1,0.0,0.0,sean-kelley-1
Kaelon Kelleybrew,2012-09-22,4,Arkansas,,Rutgers,L,3,4,7,0.0,0.0,kaelon-kelleybrew-1
Luke Kelly,2012-09-22,4,Miami (OH),,Massachusetts,W,0,2,2,0.0,0.0,luke-kelly-1
Eric Kendricks,2012-09-22,4,UCLA,,Oregon State,L,6,1,7,0.0,0.0,eric-kendricks-1
Richard Kent,2012-09-22,4,Vanderbilt,@,Georgia,L,1,0,1,0.0,0.0,richard-kent-1
Kent Kern,2012-09-22,4,Miami (OH),,Massachusetts,W,1,2,3,0.5,0.0,kent-kern-1
Noah Key,2012-09-22,4,Toledo,,Coastal Carolina,W,0,1,1,0.0,0.0,noah-key-1
Kenny Keys,2012-09-22,4,Nevada-Las Vegas,,Air Force,W,7,2,9,0.0,0.0,kenny-keys-1
Joel Kight,2012-09-22,4,Mississippi,,Tulane,W,2,0,2,1.0,0.0,joel-kight-1
Derrick Kindred,2012-09-22,3,Texas Christian,,Virginia,W,2,0,2,0.0,0.0,derrick-kindred-1
Brian King,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,3,0,3,0.0,0.0,brian-king-3
Corey King,2012-09-22,4,Miami (FL),@,Georgia Tech,W,1,0,1,0.0,0.0,corey-king-1
David King,2012-09-22,3,Oklahoma,,Kansas State,L,2,2,4,0.0,0.0,david-king-1
Eric Kinsey,2012-09-22,3,West Virginia,,Maryland,W,0,1,1,0.0,0.0,eric-kinsey-1
Andrae Kirk,2012-09-22,4,Florida Atlantic,@,Alabama,L,1,6,7,0.0,0.0,andrae-kirk-1
Christian Kirksey,2012-09-22,4,Iowa,,Central Michigan,L,3,6,9,0.5,0.0,christian-kirksey-1
Kevin Kisseberth,2012-09-22,3,Louisiana Tech,@,Illinois,W,2,3,5,1.5,1.5,kevin-kisseberth-1
Darrin Kitchens,2012-09-22,4,Florida,,Kentucky,W,1,0,1,0.0,0.0,darrin-kitchens-1
Kittredge,2012-09-22,4,Michigan State,,Eastern Michigan,W,3,2,5,2.5,0.0,kittredge-1
Storm Klein,2012-09-22,4,Ohio State,,Alabama-Birmingham,W,1,1,2,0.0,0.0,storm-klein-1
Ben Kline,2012-09-22,4,Penn State,,Temple,W,1,0,1,0.0,0.0,ben-kline-1
Marvin Kloss,2012-09-22,4,South Florida,@,Ball State,L,0,1,1,0.0,0.0,marvin-kloss-1
Andreas Knappe,2012-09-22,4,Connecticut,@,Western Michigan,L,0,1,1,0.0,0.0,andreas-knappe-1
Todd Knight,2012-09-22,4,Wyoming,@,Idaho,W,0,1,1,0.0,0.0,todd-knight-1
Kipeli Koniseti,2012-09-22,4,Arizona State,,Utah,W,1,0,1,0.0,0.0,kipeli-koniseti-1
Dan Kottman,2012-09-22,4,San Diego State,,San Jose State,L,1,0,1,0.0,0.0,dan-kottman-1
Jordan Kovacs,2012-09-22,4,Michigan,@,Notre Dame,L,5,2,7,1.0,0.0,jordan-kovacs-1
Micah Kreikemeier,2012-09-22,4,Nebraska,,Idaho State,W,0,1,1,0.0,0.0,micah-kreikemeier-1
Josh Kristoff,2012-09-22,4,Ohio,,Norfolk State,W,2,1,3,0.0,0.0,josh-kristoff-1
Dave Kruger,2012-09-22,4,Utah,@,Arizona State,L,2,1,3,0.0,0.0,dave-kruger-1
Steven Kurfehs,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,1,0,1,0.0,0.0,steven-kurfehs-1
Sean Kurtz,2012-09-22,4,Eastern Michigan,@,Michigan State,L,1,0,1,0.0,0.0,sean-kurtz-1
Josh Kusan,2012-09-22,3,Air Force,@,Nevada-Las Vegas,L,4,1,5,0.0,0.0,josh-kusan-1
Nick Kwiatkoski,2012-09-22,3,West Virginia,,Maryland,W,1,0,1,0.0,0.0,nick-kwiatkoski-1
Tim Kynard,2012-09-22,4,Illinois,,Louisiana Tech,L,2,1,3,0.0,0.0,tim-kynard-1
Matt Lacosse,2012-09-22,4,Illinois,,Louisiana Tech,L,0,1,1,0.0,0.0,matt-lacosse-1
Anthony Lacoste,2012-09-22,3,Air Force,@,Nevada-Las Vegas,L,2,0,2,0.0,0.0,anthony-lacoste-1
Kenny Ladler,2012-09-22,4,Vanderbilt,@,Georgia,L,7,4,11,0.0,0.0,kenny-ladler-1
Royce Lafrance,2012-09-22,3,Tulane,@,Mississippi,L,1,0,1,0.0,0.0,royce-lafrance-1
Darren Lake,2012-09-22,4,Alabama,,Florida Atlantic,W,0,1,1,0.0,0.0,darren-lake-1
Michael Lanaris,2012-09-22,4,South Florida,@,Ball State,L,4,6,10,0.0,0.0,michael-lanaris-1
Vashon Landers,2012-09-22,3,Alabama-Birmingham,@,Ohio State,L,0,1,1,0.0,0.0,vashon-landers-1
Derek Landisch,2012-09-22,4,Wisconsin,,Texas-El Paso,W,1,1,2,0.0,0.0,derek-landisch-1
Bryan Lane Jr.,2012-09-22,4,Nevada,@,Hawaii,W,3,0,3,0.0,0.0,bryan-lane-jr-1
Chase Lansford,2012-09-22,4,Nevada-Las Vegas,,Air Force,W,0,1,1,0.0,0.0,chase-lansford-1
Al Lapuaho,2012-09-22,4,Utah State,@,Colorado State,W,2,1,3,0.5,0.0,al-lapuaho-1
Anthony Larceval,2012-09-22,4,San Jose State,@,San Diego State,W,2,0,2,1.0,1.0,anthony-larceval-1
Derek Largent,2012-09-22,4,San Diego State,,San Jose State,L,2,0,2,0.0,0.0,derek-largent-1
Kyle Lark,2012-09-22,4,Western Michigan,,Connecticut,W,0,1,1,0.0,0.0,kyle-lark-1
B.J. Larsen,2012-09-22,4,Utah State,@,Colorado State,W,0,3,3,0.0,0.0,bj-larsen-1
Havea Lasike,2012-09-22,4,Utah State,@,Colorado State,W,1,1,2,1.0,1.0,havea-lasike-1
Dede Lattimore,2012-09-22,4,South Florida,@,Ball State,L,4,5,9,0.0,0.0,dede-lattimore-1
Kevin Laudermill,2012-09-22,4,New Mexico State,,New Mexico,L,0,4,4,0.5,0.0,kevin-laudermill-1
Art Laurel,2012-09-22,3,Hawaii,,Nevada,L,4,0,4,0.0,0.0,art-laurel-1
Alex Lauricella,2012-09-22,3,Tulane,@,Mississippi,L,1,0,1,0.0,0.0,alex-lauricella-1
Bryant Lavender,2012-09-22,4,South Alabama,@,Mississippi State,L,0,1,1,0.0,0.0,bryant-lavender-1
Cameron Lawrence,2012-09-22,4,Mississippi State,,South Alabama,W,1,1,2,0.0,0.0,cameron-lawrence-1
Nevin Lawson,2012-09-22,4,Utah State,@,Colorado State,W,4,1,5,2.0,0.0,nevin-lawson-1
Brandon Lebeau,2012-09-22,3,Tulane,@,Mississippi,L,1,1,2,0.0,0.0,brandon-lebeau-1
Cre'Von Leblanc,2012-09-22,4,Florida Atlantic,@,Alabama,L,3,0,3,0.0,0.0,crevon-leblanc-1
Champ Lee,2012-09-22,4,Louisville,@,Florida International,W,1,0,1,0.0,0.0,champ-lee-1
Kenneth Lee,2012-09-22,4,Ball State,,South Florida,W,2,3,5,0.0,0.0,kenneth-lee-2
Lairamie Lee,2012-09-22,4,North Texas,,Troy,L,7,3,10,0.0,0.0,lairamie-lee-1
Mike Lee,2012-09-22,4,Massachusetts,@,Miami (OH),L,2,2,4,1.0,0.0,mike-lee-3
Qushaun Lee,2012-09-22,4,Arkansas State,,Alcorn State,W,3,1,4,0.0,0.0,qushaun-lee-1
Wilbert Lee,2012-09-22,4,Connecticut,@,Western Michigan,L,1,0,1,0.0,0.0,wilbert-lee-1
Octavius Leftwich,2012-09-22,4,Ohio,,Norfolk State,W,0,2,2,0.0,0.0,octavius-leftwich-1
Dominick Legrande,2012-09-22,4,Marshall,@,Rice,W,8,3,11,1.0,0.0,dominick-legrande-1
Jimmy Legree,2012-09-22,4,South Carolina,,Missouri,W,2,3,5,0.0,0.0,jimmy-legree-1
Deauntay Legrier,2012-09-22,4,Western Michigan,,Connecticut,W,1,0,1,0.0,0.0,deauntay-legrier-1
Jon Lejiste,2012-09-22,4,South Florida,@,Ball State,L,3,4,7,0.0,0.0,jon-lejiste-1
Gabe Lemon,2012-09-22,4,San Diego State,,San Jose State,L,2,0,2,0.0,0.0,gabe-lemon-1
Corey Lemonier,2012-09-22,4,Auburn,,Louisiana State,L,3,0,3,2.0,2.0,corey-lemonier-1
Richard Leonard,2012-09-22,4,Florida International,,Louisville,L,3,1,4,0.0,0.0,richard-leonard-1
Niasi Leota,2012-09-22,4,Utah,@,Arizona State,L,2,1,3,1.0,0.0,niasi-leota-1
Robert Lester,2012-09-22,4,Alabama,,Florida Atlantic,W,2,0,2,1.0,1.0,robert-lester-1
Cecil Level,2012-09-22,3,West Virginia,,Maryland,W,1,0,1,0.0,0.0,cecil-level-1
Richard Levy,2012-09-22,4,Connecticut,@,Western Michigan,L,1,0,1,0.0,0.0,richard-levy-1
Alphonso Lewis,2012-09-22,4,Ohio,,Norfolk State,W,5,1,6,0.0,0.0,alphonso-lewis-1
Deantre Lewis,2012-09-22,4,Arizona State,,Utah,W,0,1,1,0.0,0.0,deantre-lewis-1
Donavan Lewis,2012-09-22,4,Fresno State,@,Tulsa,L,3,1,4,0.0,0.0,donavan-lewis-1
Isaiah Lewis,2012-09-22,4,Michigan State,,Eastern Michigan,W,7,5,12,0.0,0.0,isaiah-lewis-1
Jon Lewis,2012-09-22,3,Texas Christian,,Virginia,W,0,2,2,0.0,0.0,jon-lewis-1
Phil Lewis,2012-09-22,4,Toledo,,Coastal Carolina,W,0,2,2,0.0,0.0,phil-lewis-1
Rammell Lewis,2012-09-22,4,Western Kentucky,,Southern Mississippi,W,2,1,3,2.0,0.0,rammell-lewis-1
Kapron Lewis-Moore,2012-09-22,4,Notre Dame,,Michigan,W,2,4,6,0.0,0.0,kapron-lewis-moore-1
Levander Liggins,2012-09-22,3,Louisiana Tech,@,Illinois,W,4,2,6,0.0,0.0,levander-liggins-1
Jamie Lindley,2012-09-22,4,Georgia,,Vanderbilt,W,1,0,1,0.0,0.0,jamie-lindley-1
Brian Lindsay,2012-09-22,3,Air Force,@,Nevada-Las Vegas,L,6,4,10,0.0,0.0,brian-lindsay-1
Colin Linkul,2012-09-22,3,Army,@,Wake Forest,L,0,1,1,0.5,0.5,colin-linkul-1
Dexter Linton,2012-09-22,4,Kansas,@,Northern Illinois,L,7,1,8,0.0,0.0,dexter-linton-1
John Lister,2012-09-22,3,Hawaii,,Nevada,L,1,0,1,0.0,0.0,john-lister-1
Deandre Little,2012-09-22,4,Texas-El Paso,@,Wisconsin,L,0,1,1,0.0,0.0,deandre-little-1
Joseph Lizcano,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,0,2,2,0.0,0.0,joseph-lizcano-1
Casey Locker,2012-09-22,4,Washington State,,Colorado,L,7,3,10,0.0,0.0,casey-locker-1
Alex Logan,2012-09-22,4,California,@,Southern California,L,3,0,3,0.0,0.0,alex-logan-1
Bennie Logan,2012-09-22,4,Louisiana State,@,Auburn,W,0,1,1,0.5,0.0,bennie-logan-1
Rob Lohr,2012-09-22,4,Vanderbilt,@,Georgia,L,0,2,2,0.5,0.0,rob-lohr-1
Travis Long,2012-09-22,4,Washington State,,Colorado,L,6,1,7,2.5,2.5,travis-long-1
Gabe Loper,2012-09-22,4,South Alabama,@,Mississippi State,L,2,1,3,0.0,0.0,gabe-loper-1
Cody Lopez,2012-09-22,3,Central Michigan,@,Iowa,W,1,1,2,0.5,0.0,cody-lopez-1
Matt Losiniecki,2012-09-22,3,Central Michigan,@,Iowa,W,0,2,2,0.0,0.0,matt-losiniecki-1
Craig Loston,2012-09-22,4,Louisiana State,@,Auburn,W,4,0,4,1.0,0.0,craig-loston-1
John Lotulelei,2012-09-22,4,Nevada-Las Vegas,,Air Force,W,8,6,14,0.0,0.0,john-lotulelei-1
Star Lotulelei,2012-09-22,4,Utah,@,Arizona State,L,3,2,5,1.0,0.0,star-lotulelei-1
Jake Love,2012-09-22,4,Kansas,@,Northern Illinois,L,1,1,2,0.0,0.0,jake-love-1
Jamerson Love,2012-09-22,4,Mississippi State,,South Alabama,W,2,3,5,0.0,0.0,jamerson-love-1
Monterius Lovett,2012-09-22,4,Marshall,@,Rice,W,5,2,7,0.0,0.0,monterius-lovett-1
Duran Lowe,2012-09-22,4,Wake Forest,,Army,W,3,0,3,0.0,0.0,duran-lowe-1
Keanon Lowe,2012-09-22,4,Oregon,,Arizona,W,1,0,1,0.0,0.0,keanon-lowe-1
Michael Lowe,2012-09-22,4,California,@,Southern California,L,2,2,4,0.0,0.0,michael-lowe-1
Ashely Lowery,2012-09-22,4,Kentucky,@,Florida,L,1,3,4,0.0,0.0,ashely-lowery-1
B.J. Lowery,2012-09-22,4,Iowa,,Central Michigan,L,2,3,5,0.0,0.0,bj-lowery-1
Dean Lowry,2012-09-22,4,Northwestern,,South Dakota,W,0,2,2,0.0,0.0,dean-lowry-1
David Lozandier,2012-09-22,4,Florida Atlantic,@,Alabama,L,1,0,1,0.0,0.0,david-lozandier-1
Shakeil Lucas,2012-09-22,3,Louisiana Tech,@,Illinois,W,0,1,1,0.5,0.0,shakeil-lucas-1
Sterling Lucas,2012-09-22,4,North Carolina State,,Citadel,W,0,6,6,0.0,0.0,sterling-lucas-1
Sean Luchnick,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,0,2,2,0.0,0.0,sean-luchnick-1
Leroy Lutu,2012-09-22,3,Hawaii,,Nevada,L,5,0,5,0.0,0.0,leroy-lutu-2
Vai Lutui,2012-09-22,4,Kansas State,@,Oklahoma,W,2,0,2,0.0,0.0,vai-lutui-1
Colt Lyerla,2012-09-22,4,Oregon,,Arizona,W,0,1,1,0.0,0.0,colt-lyerla-1
Keon Lyn,2012-09-22,4,Syracuse,@,Minnesota,L,3,0,3,0.0,0.0,keon-lyn-1
Cameron Lynch,2012-09-22,4,Syracuse,@,Minnesota,L,2,0,2,1.0,1.0,cameron-lynch-1
D.J. Lynch,2012-09-22,4,Bowling Green State,@,Virginia Tech,L,1,0,1,0.0,0.0,dj-lynch-1
Gabe Lynn,2012-09-22,3,Oklahoma,,Kansas State,L,3,0,3,0.0,0.0,gabe-lynn-1
Ashaad Mabry,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,0,3,3,0.0,0.0,ashaad-mabry-1
Daniel Mack,2012-09-22,4,Wake Forest,,Army,W,5,4,9,0.0,0.0,daniel-mack-1
Taylor Mack,2012-09-22,4,Connecticut,@,Western Michigan,L,0,1,1,0.0,0.0,taylor-mack-1
Ferrington Macon,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,1,1,2,0.0,0.0,ferrington-macon-1
Luther Maddy,2012-09-22,4,Virginia Tech,,Bowling Green State,W,1,2,3,0.0,0.0,luther-maddy-1
Brad Madison,2012-09-22,4,Missouri,@,South Carolina,L,1,0,1,0.0,0.0,brad-madison-1
Damon Magazu,2012-09-22,4,East Carolina,@,North Carolina,L,2,4,6,0.0,0.0,damon-magazu-1
Brandon Magee,2012-09-22,4,Arizona State,,Utah,W,5,5,10,0.0,0.0,brandon-magee-1
Craig Mager,2012-09-22,3,Texas State,,Stephen F. Austin,W,8,0,8,0.0,0.0,craig-mager-1
Curt Maggitt,2012-09-22,4,Tennessee,,Akron,W,1,0,1,0.0,0.0,curt-maggitt-1
Dee Maggitt,2012-09-22,3,Hawaii,,Nevada,L,1,0,1,0.0,0.0,dee-maggitt-1
Jon Major,2012-09-22,4,Colorado,@,Washington State,W,3,1,4,0.0,0.0,jon-major-1
Tani Maka,2012-09-22,4,Nevada-Las Vegas,,Air Force,W,5,5,10,0.0,0.0,tani-maka-1
Derrick Malone Jr.,2012-09-22,4,Oregon,,Arizona,W,2,0,2,0.0,0.0,derrick-malone-jr-1
Nigel Malone,2012-09-22,4,Kansas State,@,Oklahoma,W,3,3,6,0.0,0.0,nigel-malone-1
Kurt Mangum,2012-09-22,4,Akron,@,Tennessee,L,5,4,9,0.0,0.0,kurt-mangum-1
Peter Mangum,2012-09-22,4,North Carolina,,East Carolina,W,1,0,1,0.0,0.0,peter-mangum-1
Andrew Manley,2012-09-22,4,New Mexico State,,New Mexico,L,1,0,1,0.0,0.0,andrew-manley-1
Corey Manns,2012-09-22,4,Eastern Michigan,@,Michigan State,L,0,2,2,0.0,0.0,corey-manns-1
James Manuel,2012-09-22,4,Minnesota,,Syracuse,W,4,1,5,0.0,0.0,james-manuel-1
Stansly Maponga,2012-09-22,3,Texas Christian,,Virginia,W,3,1,4,0.0,0.0,stansly-maponga-1
Jamal Marcus,2012-09-22,4,Ohio State,,Alabama-Birmingham,W,1,0,1,0.0,0.0,jamal-marcus-1
Mike Marry,2012-09-22,4,Mississippi,,Tulane,W,2,1,3,0.0,0.0,mike-marry-1
Cassius Marsh,2012-09-22,4,UCLA,,Oregon State,L,4,0,4,0.0,0.0,cassius-marsh-1
A.J. Marshall,2012-09-22,4,Wake Forest,,Army,W,3,4,7,0.0,0.0,aj-marshall-1
Corey Marshall,2012-09-22,4,Virginia Tech,,Bowling Green State,W,0,1,1,0.0,0.0,corey-marshall-1
Javon Marshall,2012-09-22,4,Vanderbilt,@,Georgia,L,4,1,5,0.0,0.0,javon-marshall-1
Carlton Martin,2012-09-22,4,Mississippi,,Tulane,W,2,0,2,0.0,0.0,carlton-martin-1
Eric Martin,2012-09-22,4,Nebraska,,Idaho State,W,3,2,5,4.0,2.5,eric-martin-1
Gabe Martin,2012-09-22,4,Bowling Green State,@,Virginia Tech,L,3,0,3,0.0,0.0,gabe-martin-1
Kareem Martin,2012-09-22,4,North Carolina,,East Carolina,W,0,2,2,1.0,0.5,kareem-martin-1
Kenny Martin,2012-09-22,4,Western Kentucky,,Southern Mississippi,W,1,0,1,1.0,0.0,kenny-martin-2
Kyler Martin,2012-09-22,3,Army,@,Wake Forest,L,1,0,1,0.0,0.0,kyler-martin-1
Ronald Martin,2012-09-22,4,Louisiana State,@,Auburn,W,0,2,2,0.0,0.0,ronald-martin-1
Ross Martin,2012-09-22,4,Duke,,Memphis,W,0,1,1,0.0,0.0,ross-martin-1
Sean Martin,2012-09-22,2,Oregon State,@,UCLA,W,3,1,4,0.0,0.0,sean-martin-1
Steffon Martin,2012-09-22,4,Arizona State,,Utah,W,4,1,5,2.0,0.0,steffon-martin-1
Tony Martin,2012-09-22,4,Ball State,,South Florida,W,5,9,14,0.0,0.0,tony-martin-1
Trent Martin,2012-09-22,4,Tulsa,,Fresno State,W,1,0,1,0.0,0.0,trent-martin-1
Will Martin,2012-09-22,4,Mississippi,,Tulane,W,1,0,1,0.0,0.0,will-martin-2
Castro Masaniai,2012-09-22,2,Oregon State,@,UCLA,W,1,0,1,0.0,0.0,castro-masaniai-1
Daryl Mason,2012-09-22,4,North Texas,,Troy,L,1,0,1,0.0,0.0,daryl-mason-1
Tre Mason,2012-09-22,4,Auburn,,Louisiana State,L,1,0,1,0.0,0.0,tre-mason-1
Siasau Matagiese,2012-09-22,3,Hawaii,,Nevada,L,0,1,1,0.0,0.0,siasau-matagiese-1
Hunter Matt,2012-09-22,4,Eastern Michigan,@,Michigan State,L,0,1,1,0.0,0.0,hunter-matt-1
Howard Matthews,2012-09-22,3,Texas A&M,,South Carolina State,W,1,1,2,0.0,0.0,howard-matthews-1
Trent Matthews,2012-09-22,4,Colorado State,,Utah State,L,2,4,6,0.0,0.0,trent-matthews-1
Homer Mauga,2012-09-22,4,Idaho,,Wyoming,L,6,3,9,2.0,1.0,homer-mauga-1
Cy Maughmer,2012-09-22,4,Eastern Michigan,@,Michigan State,L,0,2,2,0.0,0.0,cy-maughmer-1
Lorenzo Mauldin,2012-09-22,4,Louisville,@,Florida International,W,0,1,1,0.0,0.0,lorenzo-mauldin-1
James Mauro,2012-09-22,4,Western Kentucky,,Southern Mississippi,W,1,0,1,0.0,0.0,james-mauro-1
Vinnie Mauro,2012-09-22,3,Navy,,Virginia Military Institute,W,1,0,1,0.0,0.0,vinnie-mauro-1
Michael Mauti,2012-09-22,4,Penn State,,Temple,W,5,4,9,0.0,0.0,michael-mauti-1
Walker May,2012-09-22,4,Vanderbilt,@,Georgia,L,1,2,3,1.5,0.0,walker-may-1
Logan Mayes,2012-09-22,4,Washington State,,Colorado,L,1,0,1,1.0,1.0,logan-mayes-1
Sam Mayes,2012-09-22,3,Texas State,,Stephen F. Austin,W,1,0,1,1.0,0.0,sam-mayes-1
David Mayo,2012-09-22,3,Texas State,,Stephen F. Austin,W,5,3,8,0.0,0.0,david-mayo-1
Benson Mayowa,2012-09-22,4,Idaho,,Wyoming,L,2,1,3,1.0,0.0,benson-mayowa-1
Boomer Mays,2012-09-22,4,Northern Illinois,,Kansas,W,4,0,4,1.0,0.0,boomer-mays-1
Demonte McAllister,2012-09-22,4,Florida State,,Clemson,W,2,3,5,0.0,0.0,demonte-mcallister-1
Drew McAllister,2012-09-22,4,Southern California,,California,W,0,1,1,0.0,0.0,drew-mcallister-1
Peter McBride,2012-09-22,4,Southern California,,California,W,1,0,1,0.0,0.0,peter-mcbride-1
Dylan McCagg,2012-09-22,3,Hawaii,,Nevada,L,2,0,2,0.0,0.0,dylan-mccagg-1
Bobby McCain,2012-09-22,4,Memphis,@,Duke,L,1,0,1,0.0,0.0,bobby-mccain-1
Chris McCain,2012-09-22,4,California,@,Southern California,L,1,1,2,0.0,0.0,chris-mccain-1
