Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Brandon Baker,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,1,0,1,0.0,0.0,brandon-baker-2
Jeremy Baltazar,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,0,1,0.0,0.0,jeremy-baltazar-1
Josh Banks,2013-08-29,1,Wake Forest,,Presbyterian,W,1,0,1,0.0,0.0,josh-banks-2
T.T. Barber,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,7,2,9,2.0,0.0,tt-barber-1
Will Barrow,2013-08-29,1,Tulsa,@,Bowling Green State,L,0,1,1,0.0,0.0,will-barrow-1
Shubert Bastien,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,1,1,2,0.5,0.5,shubert-bastien-1
Tyler Bellia,2013-08-29,1,Rutgers,@,Fresno State,L,3,0,3,0.0,0.0,tyler-bellia-1
Bryon Bennett,2013-08-29,1,Mississippi,@,Vanderbilt,W,0,1,1,0.0,0.0,bryon-bennett-1
Jimmy Bennett,2013-08-29,1,Connecticut,,Towson,L,1,0,1,0.0,0.0,jimmy-bennett-2
Tim Bennett,2013-08-29,1,Indiana,,Indiana State,W,1,1,2,0.0,0.0,tim-bennett-1
Bene Benwikere,2013-08-29,1,San Jose State,,Sacramento State,W,3,2,5,0.0,0.0,bene-benwikere-1
Tyler Bergsten,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,1,0,1,0.0,0.0,tyler-bergsten-1
Roderic Blunt,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,5,2,7,0.0,0.0,roderic-blunt-1
Briean Boddy-Calhoun,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,3,0,3,0.0,0.0,briean-boddy-calhoun-1
Ted Bolser,2013-08-29,1,Indiana,,Indiana State,W,0,1,1,0.0,0.0,ted-bolser-1
Nick Borgese,2013-08-29,1,Rutgers,@,Fresno State,L,1,1,2,0.0,0.0,nick-borgese-1
Tre Boston,2013-08-29,1,North Carolina,@,South Carolina,L,3,5,8,0.0,0.0,tre-boston-1
Cameron Botticelli,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,3,4,0.0,0.0,cameron-botticelli-1
Devin Boutte,2013-08-29,1,Tulane,,Jackson State,W,1,0,1,0.0,0.0,devin-boutte-1
Kwamane Bowens,2013-08-29,1,Hawaii,,Southern California,L,2,0,2,0.0,0.0,kwamane-bowens-1
Jeremy Brady,2013-08-29,1,Tulsa,@,Bowling Green State,L,0,1,1,0.0,0.0,jeremy-brady-1
O'Shae Bridges,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,0,1,1,0.0,0.0,oshae-bridges-1
Terrell Brigham,2013-08-29,1,South Alabama,,Southern Utah,L,1,1,2,0.0,0.0,terrell-brigham-1
Coy Brown III,2013-08-29,1,Bowling Green State,,Tulsa,W,1,0,1,0.0,0.0,
Anthony Brown,2013-08-29,1,Southern California,@,Hawaii,W,2,0,2,0.0,0.0,anthony-brown-4
Chief Brown,2013-08-29,1,Mississippi,@,Vanderbilt,W,1,2,3,0.0,0.0,chief-brown-1
Jatavis Brown,2013-08-29,1,Akron,@,Central Florida,L,5,1,6,1.5,0.0,jatavis-brown-1
Ty-Meer Brown,2013-08-29,1,Connecticut,,Towson,L,0,1,1,0.0,0.0,ty-meer-brown-1
Jesse Brubaker,2013-08-29,1,Tulsa,@,Bowling Green State,L,1,0,1,0.0,0.0,jesse-brubaker-1
Barry Brunetti,2013-08-29,1,Mississippi,@,Vanderbilt,W,1,0,1,0.0,0.0,barry-brunetti-1
Aaron Bryant,2013-08-29,1,Tulane,,Jackson State,W,0,1,1,0.0,0.0,aaron-bryant-2
Roman Buchanon,2013-08-29,1,South Alabama,,Southern Utah,L,2,0,2,0.0,0.0,roman-buchanon-1
Colt Buehner,2013-08-29,1,Tulsa,@,Bowling Green State,L,0,2,2,0.0,0.0,colt-buehner-1
Quintavius Burdette,2013-08-29,1,Mississippi,@,Vanderbilt,W,2,1,3,0.0,0.0,quintavius-burdette-1
Chequan Burkett,2013-08-29,1,Central Florida,,Akron,W,1,2,3,0.0,0.0,chequan-burkett-1
Adam Butler,2013-08-29,1,Vanderbilt,,Mississippi,L,1,0,1,0.0,0.0,adam-butler-1
Karl Butler,2013-08-29,1,Vanderbilt,,Mississippi,L,3,0,3,0.0,0.0,karl-butler-1
Kevin Byard,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,3,1,4,0.0,0.0,kevin-byard-1
Quinton Byrd,2013-08-29,1,Utah State,@,Utah,L,5,4,9,0.0,0.0,quinton-byrd-1
Christopher Calloway,2013-08-29,1,Ball State,,Illinois State,W,1,1,2,0.0,0.0,christopher-calloway-1
De'Vondre Campbell,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,3,0,3,1.0,0.0,devondre-campbell-1
Jairus Campbell,2013-08-29,1,Bowling Green State,,Tulsa,W,0,2,2,0.5,0.0,jairus-campbell-1
Julian Campenni,2013-08-29,1,Connecticut,,Towson,L,0,3,3,0.0,0.0,julian-campenni-1
Nico Caponi,2013-08-29,1,Akron,@,Central Florida,L,2,1,3,2.0,2.0,nico-caponi-1
Hayden Carman,2013-08-29,1,Tulsa,@,Bowling Green State,L,2,0,2,0.0,0.0,hayden-carman-1
Randon Carnathan,2013-08-29,1,South Alabama,,Southern Utah,L,0,4,4,0.5,0.0,randon-carnathan-1
Derek Carr,2013-08-29,1,Fresno State,,Rutgers,W,0,1,1,0.0,0.0,derek-carr-1
Allen Champagne,2013-08-29,1,North Carolina,@,South Carolina,L,1,0,1,0.0,0.0,allen-champagne-1
Quade Chappuis,2013-08-29,1,Utah,,Utah State,W,2,1,3,0.0,0.0,quade-chappuis-1
Bryce Cheek,2013-08-29,1,Akron,@,Central Florida,L,0,1,1,0.0,0.0,bryce-cheek-1
Ahmad Christian,2013-08-29,1,South Carolina,,North Carolina,W,3,0,3,0.0,0.0,ahmad-christian-1
Brandon Chubb,2013-08-29,1,Wake Forest,,Presbyterian,W,3,4,7,0.0,0.0,brandon-chubb-1
Steven Clarke,2013-08-29,1,Vanderbilt,,Mississippi,L,2,1,3,0.0,0.0,steven-clarke-1
Charles Clay,2013-08-29,1,Hawaii,,Southern California,L,1,1,2,0.0,0.0,charles-clay-4
Jadeveon Clowney,2013-08-29,1,South Carolina,,North Carolina,W,3,0,3,0.0,0.0,jadeveon-clowney-1
Thieren Cockran,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,1,2,0.0,0.0,thieren-cockran-1
Dehendret Collins,2013-08-29,1,Mississippi,@,Vanderbilt,W,3,0,3,0.0,0.0,dehendret-collins-1
Zach Colvin,2013-08-29,1,Bowling Green State,,Tulsa,W,1,0,1,0.0,0.0,zach-colvin-1
Tony Conner,2013-08-29,1,Mississippi,@,Vanderbilt,W,3,0,3,0.0,0.0,tony-conner-1
Simon Connette,2013-08-29,1,San Jose State,,Sacramento State,W,7,3,10,0.0,0.0,simon-connette-1
David Cooper,2013-08-29,1,Indiana,,Indiana State,W,3,5,8,0.5,0.5,david-cooper-2
Caleb Cornett,2013-08-29,1,Indiana,,Indiana State,W,1,0,1,0.0,0.0,caleb-cornett-1
Joel Cox,2013-08-29,1,Ball State,,Illinois State,W,0,2,2,2.0,0.0,joel-cox-1
Su'A Cravens,2013-08-29,1,Southern California,@,Hawaii,W,3,1,4,0.0,0.0,sua-cravens-1
Frank Crawford,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,5,1,6,0.0,0.0,frank-crawford-3
Clifton Crews,2013-08-29,1,South Alabama,,Southern Utah,L,2,4,6,0.5,0.0,clifton-crews-1
Griffen Dahlstrom,2013-08-29,1,Indiana,,Indiana State,W,1,0,1,0.0,0.0,griffen-dahlstrom-1
Brenden Daley,2013-08-29,1,Hawaii,,Southern California,L,8,2,10,4.0,1.0,brenden-daley-1
Deonte Davis,2013-08-29,1,Wake Forest,,Presbyterian,W,1,0,1,0.0,0.0,deonte-davis-1
Leonard Davis,2013-08-29,1,Tulane,,Jackson State,W,1,0,1,0.0,0.0,leonard-davis-2
Tyeler Davison,2013-08-29,1,Fresno State,,Rutgers,W,1,3,4,1.0,0.0,tyeler-davison-1
Lamar Dawson,2013-08-29,1,Southern California,@,Hawaii,W,3,0,3,0.0,0.0,lamar-dawson-1
Jeremy Deering,2013-08-29,1,Rutgers,@,Fresno State,L,6,0,6,0.0,0.0,jeremy-deering-1
Matt Dellinger,2013-08-29,1,Kent State,,Liberty,W,5,6,11,0.0,0.0,matt-dellinger-1
Joey Demartino,2013-08-29,1,Utah State,@,Utah,L,1,0,1,0.0,0.0,joey-demartino-1
Nick Depaola,2013-08-29,1,Rutgers,@,Fresno State,L,1,0,1,0.0,0.0,nick-depaola-1
Jordan Diggs,2013-08-29,1,South Carolina,,North Carolina,W,1,0,1,1.0,0.0,jordan-diggs-1
Ryan Dillard,2013-08-29,1,Southern California,@,Hawaii,W,1,0,1,0.0,0.0,ryan-dillard-1
Hunter Dimick,2013-08-29,1,Utah,,Utah State,W,2,3,5,0.0,0.0,hunter-dimick-1
Barron Dixon,2013-08-29,1,Vanderbilt,,Mississippi,L,0,1,1,0.0,0.0,barron-dixon-1
Gerald Dixon,2013-08-29,1,South Carolina,,North Carolina,W,2,1,3,1.0,1.0,gerald-dixon-2
Dwight Dobbins,2013-08-29,1,Tulsa,@,Bowling Green State,L,3,0,3,0.0,0.0,dwight-dobbins-1
Ryan Donohue,2013-08-29,1,Connecticut,,Towson,L,1,9,10,0.0,0.0,ryan-donohue-1
Joshua Donovan,2013-08-29,1,Hawaii,,Southern California,L,0,1,1,0.0,0.0,joshua-donovan-1
Lorenzo Doss,2013-08-29,1,Tulane,,Jackson State,W,2,0,2,0.0,0.0,lorenzo-doss-1
Jake Doughty,2013-08-29,1,Utah State,@,Utah,L,3,13,16,0.0,0.0,jake-doughty-1
E.J. Dunston,2013-08-29,1,Central Florida,,Akron,W,1,2,3,0.5,0.0,ej-dunston-1
Michael Easton,2013-08-29,1,Central Florida,,Akron,W,1,1,2,0.0,0.0,michael-easton-1
Ejiro Ederaine,2013-08-29,1,Fresno State,,Rutgers,W,0,1,1,0.5,0.0,ejiro-ederaine-1
Shannon Edwards,2013-08-29,1,Fresno State,,Rutgers,W,1,1,2,0.0,0.0,shannon-edwards-1
Max Ehlert,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,2,0,2,0.0,0.0,max-ehlert-1
Hendrick Ekpe,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,1,2,0.0,0.0,hendrick-ekpe-1
Scott Ekpe,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,2,2,4,0.0,0.0,scott-ekpe-1
Brandon Ellerbe,2013-08-29,1,North Carolina,@,South Carolina,L,3,2,5,0.0,0.0,brandon-ellerbe-1
Trae Elston,2013-08-29,1,Mississippi,@,Vanderbilt,W,3,0,3,0.0,0.0,trae-elston-1
Darius English,2013-08-29,1,South Carolina,,North Carolina,W,3,0,3,2.0,0.0,darius-english-1
Dylan Evans,2013-08-29,1,Akron,@,Central Florida,L,1,3,4,1.0,1.0,dylan-evans-1
Brice Fackler,2013-08-29,1,Kent State,,Liberty,W,2,2,4,0.0,0.0,brice-fackler-1
Kyler Fackrell,2013-08-29,1,Utah State,@,Utah,L,4,4,8,2.0,1.0,kyler-fackrell-1
Chris Fairchild,2013-08-29,1,Kent State,,Liberty,W,2,1,3,1.0,0.0,chris-fairchild-1
Ethan Farmer,2013-08-29,1,North Carolina,@,South Carolina,L,0,2,2,0.0,0.0,ethan-farmer-1
Reginald Farmer,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,3,0,3,0.0,0.0,reginald-farmer-1
V.J. Fehoko,2013-08-29,1,Utah,,Utah State,W,2,4,6,0.0,0.0,vj-fehoko-1
Jiajuan Fennell,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,1,0,1,0.0,0.0,jiajuan-fennell-1
Lt Filiaga,2013-08-29,1,Utah,,Utah State,W,1,1,2,0.0,0.0,lt-filiaga-1
Dawson Fletcher,2013-08-29,1,Indiana,,Indiana State,W,0,1,1,0.0,0.0,dawson-fletcher-1
Bre' Ford,2013-08-29,1,Akron,@,Central Florida,L,3,1,4,0.0,0.0,bre-ford-1
Justin Ford,2013-08-29,1,Bowling Green State,,Tulsa,W,2,0,2,0.0,0.0,justin-ford-1
Quadarius Ford,2013-08-29,1,South Alabama,,Southern Utah,L,5,1,6,0.0,0.0,quadarius-ford-1
Aaron Foster,2013-08-29,1,Bowling Green State,,Tulsa,W,2,0,2,0.0,0.0,aaron-foster-1
Jarrod Franklin,2013-08-29,1,Tulane,,Jackson State,W,2,2,4,0.5,0.0,jarrod-franklin-1
Larry Franklin,2013-08-29,1,Vanderbilt,,Mississippi,L,1,0,1,0.0,0.0,larry-franklin-2
Malachi Freeman,2013-08-29,1,Akron,@,Central Florida,L,0,3,3,0.5,0.0,malachi-freeman-1
Dasheon Frierson,2013-08-29,1,San Jose State,,Sacramento State,W,2,0,2,0.0,0.0,dasheon-frierson-1
Steffon Fuller,2013-08-29,1,South Alabama,,Southern Utah,L,0,1,1,0.0,0.0,steffon-fuller-1
Steven Funderburk,2013-08-29,1,Indiana,,Indiana State,W,1,1,2,0.0,0.0,steven-funderburk-2
Chris Gallon,2013-08-29,1,Bowling Green State,,Tulsa,W,1,0,1,0.0,0.0,chris-gallon-1
Sean Galvin,2013-08-29,1,Central Florida,,Akron,W,0,1,1,0.0,0.0,sean-galvin-1
Jerrol Garcia-Williams,2013-08-29,1,Hawaii,,Southern California,L,6,2,8,1.0,1.0,jerrol-garcia-williams-1
Montell Garner,2013-08-29,1,South Alabama,,Southern Utah,L,4,2,6,0.0,0.0,montell-garner-1
Chase Garnham,2013-08-29,1,Vanderbilt,,Mississippi,L,1,1,2,0.0,0.0,chase-garnham-1
Jeffery Garrett,2013-08-29,1,Ball State,,Illinois State,W,1,2,3,0.0,0.0,jeffery-garrett-1
Mark Garrick,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,2,1,3,1.0,0.0,mark-garrick-1
Leighton Gasque,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,2,3,5,1.0,0.0,leighton-gasque-1
Tyler Gaston,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,1,1,2,0.0,0.0,tyler-gaston-1
Jerry Gates,2013-08-29,1,Bowling Green State,,Tulsa,W,5,2,7,1.0,0.0,
Quentin Gause,2013-08-29,1,Rutgers,@,Fresno State,L,2,0,2,0.0,0.0,quentin-gause-1
Clayton Geathers,2013-08-29,1,Central Florida,,Akron,W,3,4,7,0.5,0.0,clayton-geathers-1
Julian Gener,2013-08-29,1,Hawaii,,Southern California,L,1,2,3,0.0,0.0,julian-gener-1
Tyler Gilbert,2013-08-29,1,Tulane,,Jackson State,W,0,1,1,0.0,0.0,tyler-gilbert-2
Kenneth Gilstrap,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,1,0,1,0.0,0.0,kenneth-gilstrap-1
Gareef Glashen,2013-08-29,1,Rutgers,@,Fresno State,L,5,1,6,1.0,0.0,gareef-glashen-1
Jacoby Glenn,2013-08-29,1,Central Florida,,Akron,W,3,1,4,0.0,0.0,jacoby-glenn-1
Tay Glover-Wright,2013-08-29,1,Utah State,@,Utah,L,0,1,1,0.0,0.0,tay-glover-wright-1
Ronnie Goble,2013-08-29,1,Bowling Green State,,Tulsa,W,1,4,5,1.0,0.0,ronnie-goble-1
Sharrod Golightly,2013-08-29,1,South Carolina,,North Carolina,W,4,2,6,1.0,0.0,sharrod-golightly-1
Senquez Golson,2013-08-29,1,Mississippi,@,Vanderbilt,W,3,0,3,0.0,0.0,senquez-golson-1
Troy Gray,2013-08-29,1,Central Florida,,Akron,W,2,5,7,0.5,0.0,troy-gray-1
Deion Green,2013-08-29,1,Central Florida,,Akron,W,1,0,1,1.0,1.0,deion-green-1
Dominique Green,2013-08-29,1,North Carolina,@,South Carolina,L,1,1,2,0.0,0.0,dominique-green-2
Ralphael Green,2013-08-29,1,Indiana,,Indiana State,W,0,2,2,0.0,0.0,ralphael-green-1
Steve Greene,2013-08-29,1,Connecticut,,Towson,L,0,1,1,0.0,0.0,steve-greene-2
Danny Gress,2013-08-29,1,Kent State,,Liberty,W,0,1,1,0.0,0.0,danny-gress-1
Cody Grice,2013-08-29,1,Akron,@,Central Florida,L,2,0,2,1.0,0.0,cody-grice-1
Kelsey Griffin,2013-08-29,1,South Carolina,,North Carolina,W,2,2,4,0.5,0.5,kelsey-griffin-1
Issac Gross,2013-08-29,1,Mississippi,@,Vanderbilt,W,1,1,2,1.5,0.5,issac-gross-1
Garrett Guanella,2013-08-29,1,San Jose State,,Sacramento State,W,1,3,4,0.0,0.0,garrett-guanella-1
T.J. Gurley,2013-08-29,1,South Carolina,,North Carolina,W,7,2,9,0.0,0.0,tj-gurley-1
Ra'Shede Hageman,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,4,5,0.5,0.0,rashede-hageman-1
Andre Hal,2013-08-29,1,Vanderbilt,,Mississippi,L,7,2,9,0.0,0.0,andre-hal-1
Jacoby Hale,2013-08-29,1,Utah,,Utah State,W,3,1,4,1.0,0.0,jacoby-hale-1
Darius Hamilton,2013-08-29,1,Rutgers,@,Fresno State,L,5,0,5,1.0,0.0,darius-hamilton-1
Woodrow Hamilton,2013-08-29,1,Mississippi,@,Vanderbilt,W,0,1,1,0.0,0.0,woodrow-hamilton-1
Jadareius Hamlin,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,1,0,1,0.0,0.0,jadareius-hamlin-1
Victor Hampton,2013-08-29,1,South Carolina,,North Carolina,W,4,0,4,1.0,0.0,victor-hampton-1
Forisse Hardin,2013-08-29,1,Indiana,,Indiana State,W,2,3,5,1.0,0.0,forisse-hardin-1
John Hardy-Tuliau,2013-08-29,1,Hawaii,,Southern California,L,2,1,3,0.0,0.0,john-hardy-tuliau-1
Maleki Harris,2013-08-29,1,South Alabama,,Southern Utah,L,2,5,7,2.5,1.0,maleki-harris-1
Mason Harris,2013-08-29,1,South Carolina,,North Carolina,W,0,2,2,0.5,0.5,mason-harris-1
Torin Harris,2013-08-29,1,Southern California,@,Hawaii,W,4,1,5,0.0,0.0,torin-harris-1
Tylor Harris,2013-08-29,1,Wake Forest,,Presbyterian,W,1,0,1,0.0,0.0,tylor-harris-1
Nat Harrison,2013-08-29,1,Fresno State,,Rutgers,W,1,0,1,0.0,0.0,nat-harrison-1
Tajh Hasson,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,2,1,3,0.0,0.0,tajh-hasson-1
Tim Hasson,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,2,4,6,0.0,0.0,tim-hasson-1
Paris Head,2013-08-29,1,Vanderbilt,,Mississippi,L,1,0,1,0.0,0.0,paris-head-1
Greg Heban,2013-08-29,1,Indiana,,Indiana State,W,2,1,3,0.0,0.0,greg-heban-1
Shawn Heffern,2013-08-29,1,Indiana,,Indiana State,W,0,1,1,0.0,0.0,shawn-heffern-1
Tommy Heffernan,2013-08-29,1,North Carolina,@,South Carolina,L,0,1,1,0.0,0.0,tommy-heffernan-1
Latu Heimuli,2013-08-29,1,Utah,,Utah State,W,1,0,1,0.0,0.0,latu-heimuli-1
Christian Henry,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,6,3,9,1.0,1.0,christian-henry-1
Jared Henry,2013-08-29,1,Central Florida,,Akron,W,1,0,1,0.0,0.0,jared-henry-1
Darreon Herring,2013-08-29,1,Vanderbilt,,Mississippi,L,4,1,5,1.0,1.0,darreon-herring-1
Martez Hester,2013-08-29,1,Ball State,,Illinois State,W,3,2,5,0.0,0.0,martez-hester-1
Forrest Hightower,2013-08-29,1,San Jose State,,Sacramento State,W,0,1,1,0.0,0.0,forrest-hightower-1
Aaron Hill,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,4,0,4,0.0,0.0,aaron-hill-2
Chris Hill,2013-08-29,1,San Jose State,,Sacramento State,W,4,1,5,0.0,0.0,chris-hill-3
Mike Hilton,2013-08-29,1,Mississippi,@,Vanderbilt,W,4,1,5,2.0,0.0,mike-hilton-1
Zack Hitchens,2013-08-29,1,Kent State,,Liberty,W,1,0,1,1.0,1.0,zack-hitchens-1
Sidney Hodge,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,2,0,2,0.0,0.0,sidney-hodge-1
Greg Hohenstein,2013-08-29,1,Bowling Green State,,Tulsa,W,0,1,1,0.0,0.0,greg-hohenstein-1
Keontae Hollis,2013-08-29,1,Akron,@,Central Florida,L,0,4,4,0.0,0.0,keontae-hollis-1
T.J. Holloman,2013-08-29,1,South Carolina,,North Carolina,W,2,2,4,0.0,0.0,tj-holloman-1
Anthony Holmes,2013-08-29,1,Akron,@,Central Florida,L,2,1,3,0.0,0.0,anthony-holmes-1
Jordan Hopgood,2013-08-29,1,Bowling Green State,,Tulsa,W,1,0,1,0.0,0.0,jordan-hopgood-1
Alfonso Horner,2013-08-29,1,Akron,@,Central Florida,L,2,1,3,0.0,0.0,alfonso-horner-1
Mike Horsey,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,1,2,3,0.0,0.0,mike-horsey-1
Charles Howard,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,1,0,1,0.0,0.0,charles-howard-1
Shaquille Huff,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,1,0,1,1.0,0.0,shaquille-huff-1
Travis Hughes,2013-08-29,1,North Carolina,@,South Carolina,L,5,3,8,0.0,0.0,travis-hughes-1
Chris Hummingbird,2013-08-29,1,Tulsa,@,Bowling Green State,L,1,1,2,1.5,0.0,chris-hummingbird-1
Andre Hunt,2013-08-29,1,Rutgers,@,Fresno State,L,1,0,1,0.0,0.0,andre-hunt-1
Todd Hunt,2013-08-29,1,Fresno State,,Rutgers,W,1,0,1,0.0,0.0,todd-hunt-1
Michael Hunter,2013-08-29,1,Indiana,,Indiana State,W,1,0,1,0.0,0.0,michael-hunter-1
Dae'Shaun Hurley,2013-08-29,1,Ball State,,Illinois State,W,1,3,4,0.0,0.0,daeshaun-hurley-1
Sese Ianu,2013-08-29,1,Utah,,Utah State,W,0,2,2,0.0,0.0,sese-ianu-1
Ben Ingle,2013-08-29,1,Ball State,,Illinois State,W,3,6,9,3.0,1.0,ben-ingle-1
Marrell Jackson,2013-08-29,1,Hawaii,,Southern California,L,5,0,5,0.0,0.0,marrell-jackson-1
Myles Jackson,2013-08-29,1,Rutgers,@,Fresno State,L,1,0,1,0.0,0.0,myles-jackson-1
Shawn Jackson,2013-08-29,1,Tulsa,@,Bowling Green State,L,5,0,5,0.0,0.0,shawn-jackson-1
Tim Jackson,2013-08-29,1,North Carolina,@,South Carolina,L,3,0,3,0.0,0.0,tim-jackson-1
Davon Jacobs,2013-08-29,1,Rutgers,@,Fresno State,L,1,1,2,0.0,0.0,davon-jacobs-1
Bryson James,2013-08-29,1,South Alabama,,Southern Utah,L,1,3,4,0.0,0.0,bryson-james-1
C.J. James,2013-08-29,1,Akron,@,Central Florida,L,0,1,1,0.0,0.0,cj-james-1
Ryan Janvion,2013-08-29,1,Wake Forest,,Presbyterian,W,2,1,3,1.0,0.0,ryan-janvion-1
Andy Jennings,2013-08-29,1,Fresno State,,Rutgers,W,5,2,7,0.5,0.5,andy-jennings-1
Dewitt Jennings,2013-08-29,1,Tulsa,@,Bowling Green State,L,0,1,1,0.0,0.0,dewitt-jennings-1
T.J. Jiles,2013-08-29,1,North Carolina,@,South Carolina,L,1,0,1,0.0,0.0,tj-jiles-1
Antonio Johnson,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,0,1,0.0,0.0,antonio-johnson-4
C.J. Johnson,2013-08-29,1,Mississippi,@,Vanderbilt,W,1,1,2,0.0,0.0,cj-johnson-3
Ceasare Johnson,2013-08-29,1,South Alabama,,Southern Utah,L,1,1,2,0.0,0.0,ceasare-johnson-1
Drico Johnson,2013-08-29,1,Central Florida,,Akron,W,1,0,1,0.0,0.0,drico-johnson-1
Kevin Johnson,2013-08-29,1,Wake Forest,,Presbyterian,W,1,0,1,0.0,0.0,kevin-johnson-7
Roland Johnson,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,3,0,3,1.0,0.0,roland-johnson-2
Shaan Johnson,2013-08-29,1,Utah State,@,Utah,L,0,1,1,0.0,0.0,shaan-johnson-1
Tejay Johnson,2013-08-29,1,Rutgers,@,Fresno State,L,2,0,2,0.0,0.0,tejay-johnson-2
Brian Jones,2013-08-29,1,Ball State,,Illinois State,W,3,7,10,0.0,0.0,brian-jones-5
Byron Jones,2013-08-29,1,Connecticut,,Towson,L,3,4,7,0.0,0.0,byron-jones-2
D.J. Jones,2013-08-29,1,Akron,@,Central Florida,L,1,0,1,0.0,0.0,dj-jones-3
Kevis Jones,2013-08-29,1,Wake Forest,,Presbyterian,W,1,0,1,0.0,0.0,kevis-jones-1
L.J. Jones,2013-08-29,1,Fresno State,,Rutgers,W,6,0,6,1.0,0.0,lj-jones-1
Marcus Jones,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,3,0,3,0.0,0.0,marcus-jones-8
Robert Jones,2013-08-29,1,Rutgers,@,Fresno State,L,1,0,1,0.0,0.0,robert-jones-5
Romelle Jones,2013-08-29,1,South Alabama,,Southern Utah,L,0,1,1,0.0,0.0,romelle-jones-1
Jesse Joseph,2013-08-29,1,Connecticut,,Towson,L,1,5,6,1.0,0.0,jesse-joseph-1
Elvis Kamana-Matagi,2013-08-29,1,Utah State,@,Utah,L,1,2,3,0.0,0.0,elvis-kamana-matagi-1
