Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Carlos Alsup,2003-08-23,1,Kansas State,,California,W,1,7,7.0,0,carlos-alsup-1
J.J. Arrington,2003-08-23,1,California,@,Kansas State,L,4,10,2.5,0,jj-arrington-1
Jamall Broussard,2003-08-23,1,San Jose State,,Grambling State,W,2,16,8.0,0,jamall-broussard-1
Yonus Davis,2003-08-23,1,San Jose State,,Grambling State,W,16,69,4.3,1,yonus-davis-1
Adimchinobe Echemandu,2003-08-23,1,California,@,Kansas State,L,4,18,4.5,0,adimchinobe-echemandu-1
Jonathan Makonnen,2003-08-23,1,California,@,Kansas State,L,1,4,4.0,0,jonathan-makonnen-1
Chris Manderino,2003-08-23,1,California,@,Kansas State,L,1,2,2.0,0,chris-manderino-1
Lance Martin,2003-08-23,1,San Jose State,,Grambling State,W,10,44,4.4,0,lance-martin-1
Danny Morris,2003-08-23,1,Kansas State,,California,W,1,-4,-4.0,0,danny-morris-1
Marcus O'Keith,2003-08-23,1,California,@,Kansas State,L,7,32,4.6,0,marcus-okeith-1
Scott Rislov,2003-08-23,1,San Jose State,,Grambling State,W,3,-20,-6.7,0,scott-rislov-1
Ell Roberson,2003-08-23,1,Kansas State,,California,W,18,145,8.1,1,ell-roberson-1
Reggie Robertson,2003-08-23,1,California,@,Kansas State,L,5,-5,-1.0,0,reggie-robertson-1
Aaron Rodgers,2003-08-23,1,California,@,Kansas State,L,4,-4,-1.0,0,aaron-rodgers-1
Ayo Saba,2003-08-23,1,Kansas State,,California,W,1,0,0.0,0,ayo-saba-1
Darren Sproles,2003-08-23,1,Kansas State,,California,W,22,175,8.0,1,darren-sproles-1
Ezekiel Staples,2003-08-23,1,San Jose State,,Grambling State,W,9,23,2.6,0,ezekiel-staples-1
Kendrick Starling,2003-08-23,1,San Jose State,,Grambling State,W,1,-14,-14.0,0,kendrick-starling-1
Vincent Strang,2003-08-23,1,California,@,Kansas State,L,1,5,5.0,0,vincent-strang-1
Travis Wilson,2003-08-23,1,Kansas State,,California,W,3,7,2.3,0,travis-wilson-1
Josh Allen,2003-08-28,1,Maryland,@,Northern Illinois,L,20,67,3.4,1,josh-allen-1
David Alston,2003-08-28,1,Kent State,@,Akron,W,16,70,4.4,0,david-alston-1
Wardell Alsup,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,1,3,3.0,0,wardell-alsup-1
Derek Anderson,2003-08-28,1,Oregon State,,Sacramento State,W,2,3,1.5,0,derek-anderson-1
Reggie Ball,2003-08-28,1,Georgia Tech,@,Brigham Young,L,5,39,7.8,0,reggie-ball-1
Dan Basch,2003-08-28,1,Akron,,Kent State,L,2,3,1.5,0,dan-basch-1
Jon Beason,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,3,3.0,0,jon-beason-1
John Beck,2003-08-28,1,Brigham Young,,Georgia Tech,W,2,-15,-7.5,0,john-beck-1
Brock Berlin,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,2,-28,-14.0,0,brock-berlin-1
Matt Berry,2003-08-28,1,Brigham Young,,Georgia Tech,W,5,-8,-1.6,0,matt-berry-1
Scott Blair,2003-08-28,1,Ball State,,Indiana State,W,8,33,4.1,1,scott-blair-2
Larry Bostic,2003-08-28,1,Ball State,,Indiana State,W,1,-8,-8.0,0,larry-bostic-1
Reynaldo Brathwaite,2003-08-28,1,Brigham Young,,Georgia Tech,W,13,61,4.7,0,reynaldo-brathwaite-1
Elijah Brooks,2003-08-28,1,Kent State,@,Akron,W,7,21,3.0,0,elijah-brooks-1
Don Calloway,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,14,84,6.0,0,don-calloway-1
Maxie Causey,2003-08-28,1,Louisiana Tech,,Miami (FL),L,2,-7,-3.5,0,maxie-causey-1
Kyle Cobia,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,2,16,8.0,0,kyle-cobia-1
Ryan Cole,2003-08-28,1,Oregon State,,Sacramento State,W,6,30,5.0,0,ryan-cole-1
Travis Cox,2003-08-28,1,Utah State,@,Utah,L,9,6,0.7,1,travis-cox-1
Joshua Cribbs,2003-08-28,1,Kent State,@,Akron,W,15,57,3.8,1,joshua-cribbs-1
Jeff Crooks,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,4,-22,-5.5,0,jeff-crooks-1
Derrick Crudup,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,1,1.0,0,derrick-crudup-1
D.J. Curry,2003-08-28,1,Louisiana Tech,,Miami (FL),L,1,-1,-1.0,0,dj-curry-1
P.J. Daniels,2003-08-28,1,Georgia Tech,@,Brigham Young,L,16,57,3.6,0,pj-daniels-1
Kevin Davis,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,1,-6,-6.0,0,kevin-davis-1
Ralph Davis,2003-08-28,1,Louisiana Tech,,Miami (FL),L,5,-4,-0.8,0,ralph-davis-1
Darrell Dowery,2003-08-28,1,Kent State,@,Akron,W,1,5,5.0,0,darrell-dowery-1
Nelson Drew,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,2,4,2.0,0,nelson-drew-1
Jerome Eason,2003-08-28,1,Utah State,@,Utah,L,1,0,0.0,0,jerome-eason-1
Brett Elliott,2003-08-28,1,Utah,,Utah State,W,9,35,3.9,1,brett-elliott-1
Kenny Farley,2003-08-28,1,Oregon State,,Sacramento State,W,1,-20,-20.0,0,kenny-farley-1
David Fiefia,2003-08-28,1,Utah State,@,Utah,L,9,54,6.0,0,david-fiefia-1
Phillip Fountain,2003-08-28,1,Ohio,,Southeast Missouri State,W,7,24,3.4,0,phillip-fountain-1
Charlie Frye,2003-08-28,1,Akron,,Kent State,L,10,7,0.7,1,charlie-frye-1
Frank Gore,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,21,118,5.6,0,frank-gore-1
Eugene Gross,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,19,86,4.5,1,eugene-gross-1
Josh Haldi,2003-08-28,1,Northern Illinois,,Maryland,W,12,-30,-2.5,0,josh-haldi-1
Josh Harris,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,7,29,4.1,0,josh-harris-2
Ryan Hawk,2003-08-28,1,Ohio,,Southeast Missouri State,W,4,-2,-0.5,0,ryan-hawk-1
Bobby Hendry,2003-08-28,1,Akron,,Kent State,L,18,30,1.7,1,bobby-hendry-1
Devin Hester,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,12,12.0,0,devin-hester-1
Quadtrine Hill,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,4,4.0,0,quadtrine-hill-1
Andrico Hines,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,9,16,1.8,0,andrico-hines-1
Ray Huston,2003-08-28,1,Ohio,,Southeast Missouri State,W,5,20,4.0,0,ray-huston-1
Steven Jackson,2003-08-28,1,Oregon State,,Sacramento State,W,23,129,5.6,2,steven-jackson-3
