Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Ben Deline,2010-09-04,1,Colorado State,N,Colorado,L,0,0,,1,2,50.0,3,ben-deline-1
Stefan Demos,2010-09-04,1,Northwestern,@,Vanderbilt,W,2,2,100.0,1,2,50.0,5,stefan-demos-1
Derek Dimke,2010-09-04,1,Illinois,N,Missouri,L,1,1,100.0,2,2,100.0,7,derek-dimke-1
Erik Folk,2010-09-04,1,Washington,@,Brigham Young,L,2,2,100.0,1,1,100.0,5,erik-folk-1
Kai Forbath,2010-09-04,1,UCLA,@,Kansas State,L,1,1,100.0,3,3,100.0,10,kai-forbath-1
Cade Foster,2010-09-04,1,Alabama,,San Jose State,W,2,2,100.0,2,2,100.0,8,cade-foster-1
Ryan Fowler,2010-09-04,1,Vanderbilt,,Northwestern,L,0,1,0.0,1,2,50.0,3,ryan-fowler-2
Nate Freese,2010-09-04,1,Boston College,,Weber State,W,5,5,100.0,1,1,100.0,8,nate-freese-1
Brendan Gibbons,2010-09-04,1,Michigan,,Connecticut,W,3,4,75.0,1,2,50.0,6,brendan-gibbons-1
Aric Goodman,2010-09-04,1,Colorado,N,Colorado State,W,3,3,100.0,1,1,100.0,6,aric-goodman-1
Nico Grasu,2010-09-04,1,Washington State,@,Oklahoma State,L,2,2,100.0,1,1,100.0,5,nico-grasu-1
Paulo Henriques,2010-09-04,1,Memphis,@,Mississippi State,L,1,1,100.0,0,2,0.0,1,paulo-henriques-1
Chris Hinkebein,2010-09-04,1,Virginia,,Richmond,W,0,0,,0,1,0.0,0,chris-hinkebein-1
Dustin Hopkins,2010-09-04,1,Florida State,,Samford,W,8,8,100.0,1,1,100.0,11,dustin-hopkins-1
Igor Iveljic,2010-09-04,1,Akron,,Syracuse,L,0,0,,1,2,50.0,3,igor-iveljic-1
Josh Jasper,2010-09-04,1,Louisiana State,N,North Carolina,W,4,4,100.0,0,1,0.0,4,josh-jasper-1
Aaron Jones,2010-09-04,1,Baylor,,Sam Houston State,W,4,4,100.0,2,3,66.7,10,aaron-jones-2
Justin Kahut,2010-09-04,1,Oregon State,@,Texas Christian,L,3,3,100.0,0,1,0.0,3,justin-kahut-1
Nolan Kohorst,2010-09-04,1,Nevada-Las Vegas,,Wisconsin,L,3,3,100.0,0,1,0.0,3,nolan-kohorst-1
Ross Krautman,2010-09-04,1,Syracuse,@,Akron,W,2,3,66.7,1,1,100.0,5,ross-krautman-1
Daniel Lincoln,2010-09-04,1,Tennessee,,Tennessee-Martin,W,6,6,100.0,2,2,100.0,12,daniel-lincoln-1
Matt Nelson,2010-09-04,1,Louisiana Tech,,Grambling State,W,2,2,100.0,2,3,66.7,8,matt-nelson-1
Patrick O'Hara,2010-09-04,1,Oklahoma,,Utah State,W,4,4,100.0,1,1,100.0,7,patrick-ohara-1
Mitch Payne,2010-09-04,1,Brigham Young,,Washington,W,1,1,100.0,2,3,66.7,7,mitch-payne-1
Abel Perez,2010-09-04,1,San Diego State,,Nicholls State,W,4,5,80.0,2,3,66.7,10,abel-perez-1
Chris Philpott,2010-09-04,1,Louisville,,Kentucky,L,1,1,100.0,3,3,100.0,10,chris-philpott-1
Robert Randolph,2010-09-04,1,Virginia,,Richmond,W,4,4,100.0,0,1,0.0,4,robert-randolph-1
Grant Ressel,2010-09-04,1,Missouri,N,Illinois,W,2,2,100.0,3,4,75.0,11,grant-ressel-1
Jacob Rogers,2010-09-04,1,Cincinnati,@,Fresno State,L,2,2,100.0,0,1,0.0,2,jacob-rogers-1
Bryson Rose,2010-09-04,1,Mississippi,,Jacksonville State,L,6,6,100.0,2,2,100.0,12,bryson-rose-1
David Ruffer,2010-09-04,1,Notre Dame,,Purdue,W,2,2,100.0,3,3,100.0,11,david-ruffer-1
Eric Schwartz,2010-09-04,1,South Florida,,Stony Brook,W,8,8,100.0,1,2,50.0,11,eric-schwartz-1
Will Snyderwine,2010-09-04,1,Duke,,Elon,W,5,5,100.0,2,3,66.7,11,will-snyderwine-1
Erik Soderberg,2010-09-04,1,Air Force,,Northwestern State,W,8,8,100.0,1,1,100.0,11,erik-soderberg-1
Eric Solis,2010-09-04,1,Oregon,,New Mexico,W,9,9,100.0,3,4,75.0,18,eric-solis-1
Caleb Sturgis,2010-09-04,1,Florida,,Miami (OH),W,4,5,80.0,0,1,0.0,4,caleb-sturgis-1
Giorgio Tavecchio,2010-09-04,1,California,,California-Davis,W,7,7,100.0,1,1,100.0,10,giorgio-tavecchio-1
Michael Taylor,2010-09-04,1,Troy,,Bowling Green State,W,3,3,100.0,3,4,75.0,12,michael-taylor-1
Dave Teggart,2010-09-04,1,Connecticut,@,Michigan,L,1,1,100.0,1,2,50.0,4,dave-teggart-1
Casey Tinius,2010-09-04,1,Western Kentucky,@,Nebraska,L,1,1,100.0,1,1,100.0,4,casey-tinius-1
Justin Tucker,2010-09-04,1,Texas,@,Rice,W,4,4,100.0,2,4,50.0,10,justin-tucker-1
Ryan Tydlacka,2010-09-04,1,Kentucky,@,Louisville,W,2,3,66.7,1,2,50.0,5,ryan-tydlacka-1
Collin Wagner,2010-09-04,1,Penn State,,Youngstown State,W,4,4,100.0,3,3,100.0,13,collin-wagner-1
Harrison Waid,2010-09-04,1,San Jose State,@,Alabama,L,0,0,,1,2,50.0,3,harrison-waid-1
Blair Walsh,2010-09-04,1,Georgia,,Louisiana,W,7,7,100.0,2,2,100.0,13,blair-walsh-1
Dakota Warren,2010-09-04,1,Texas-El Paso,,Arkansas-Pine Bluff,W,4,4,100.0,1,1,100.0,7,dakota-warren-1
Thomas Weber,2010-09-04,1,Arizona State,,Portland State,W,7,7,100.0,1,2,50.0,10,thomas-weber-1
Philip Welch,2010-09-04,1,Wisconsin,@,Nevada-Las Vegas,W,5,5,100.0,2,2,100.0,11,philip-welch-1
Matt Weller,2010-09-04,1,Ohio,,Wofford,W,3,4,75.0,2,2,100.0,9,matt-weller-1
Nate Whitaker,2010-09-04,1,Stanford,,Sacramento State,W,7,7,100.0,1,1,100.0,10,nate-whitaker-1
Carson Wiggs,2010-09-04,1,Purdue,@,Notre Dame,L,1,1,100.0,1,1,100.0,4,carson-wiggs-1
Bryan Wright,2010-09-04,1,Bowling Green State,@,Troy,L,3,3,100.0,2,3,66.7,9,bryan-wright-3
Michael Barbour,2010-09-05,1,East Carolina,,Tulsa,W,6,6,100.0,1,1,100.0,9,michael-barbour-1
Donnie Carona,2010-09-05,1,Texas Tech,,Southern Methodist,W,0,0,,0,1,0.0,0,donnie-carona-1
Kevin Fitzpatrick,2010-09-05,1,Tulsa,@,East Carolina,L,4,4,100.0,1,2,50.0,7,kevin-fitzpatrick-1
Matt Szymanski,2010-09-05,1,Southern Methodist,@,Texas Tech,L,3,3,100.0,2,2,100.0,9,matt-szymanski-1
Matt Williams,2010-09-05,1,Texas Tech,,Southern Methodist,W,5,5,100.0,0,1,0.0,5,matt-williams-1
Travis Baltz,2010-09-06,1,Maryland,N,Navy,W,2,2,100.0,1,1,100.0,5,travis-baltz-1
Kyle Brotzman,2010-09-06,1,Boise State,@,Virginia Tech,W,3,4,75.0,2,3,66.7,9,kyle-brotzman-1
Joe Buckley,2010-09-06,1,Navy,N,Maryland,L,2,2,100.0,0,1,0.0,2,joe-buckley-1
Chris Hazley,2010-09-06,1,Virginia Tech,,Boise State,L,3,3,100.0,1,2,50.0,6,chris-hazley-1
Wes Byrum,2010-09-09,2,Auburn,@,Mississippi State,W,2,2,100.0,1,2,50.0,5,wes-byrum-1
David Harman,2010-09-09,2,Central Michigan,@,Temple,L,0,0,,1,1,100.0,3,david-harman-1
Brandon McManus,2010-09-09,2,Temple,,Central Michigan,W,1,1,100.0,2,4,50.0,7,brandon-mcmanus-1
Paul Mudgett,2010-09-09,2,Central Michigan,@,Temple,L,1,1,100.0,0,1,0.0,1,paul-mudgett-1
Tyler Bitancurt,2010-09-10,2,West Virginia,@,Marshall,W,1,1,100.0,3,4,75.0,10,tyler-bitancurt-1
Matt Hogan,2010-09-10,2,Houston,,Texas-El Paso,W,6,7,85.7,2,2,100.0,12,matt-hogan-1
Tyler Warner,2010-09-10,2,Marshall,,West Virginia,L,3,3,100.0,0,1,0.0,3,tyler-warner-1
Dakota Warren,2010-09-10,2,Texas-El Paso,@,Houston,L,3,3,100.0,1,2,50.0,6,dakota-warren-1
James Aho,2010-09-11,2,New Mexico,,Texas Tech,L,2,2,100.0,1,1,100.0,5,james-aho-1
Tyler Albrecht,2010-09-11,2,Louisiana,,Arkansas State,W,4,4,100.0,1,4,25.0,7,tyler-albrecht-1
Dan Bailey,2010-09-11,2,Oklahoma State,,Troy,W,5,5,100.0,2,2,100.0,11,dan-bailey-1
Travis Baltz,2010-09-11,2,Maryland,,Morgan State,W,8,8,100.0,2,2,100.0,14,travis-baltz-1
Michael Barbour,2010-09-11,2,East Carolina,,Memphis,W,7,7,100.0,0,1,0.0,7,michael-barbour-1
Devin Barclay,2010-09-11,2,Ohio State,,Miami (FL),W,3,3,100.0,5,6,83.3,18,devin-barclay-1
Rob Beard,2010-09-11,2,Oregon,@,Tennessee,W,6,6,100.0,2,2,100.0,12,rob-beard-1
Scott Blair,2010-09-11,2,Georgia Tech,@,Kansas,L,2,2,100.0,1,1,100.0,5,scott-blair-1
Matt Bosher,2010-09-11,2,Miami (FL),@,Ohio State,L,3,3,100.0,1,3,33.3,6,matt-bosher-1
Chris Boswell,2010-09-11,2,Rice,@,North Texas,W,2,2,100.0,4,6,66.7,14,chris-boswell-1
Joe Buckley,2010-09-11,2,Navy,,Georgia Southern,W,1,1,100.0,2,2,100.0,7,joe-buckley-1
Randy Bullock,2010-09-11,2,Texas A&M,,Louisiana Tech,W,6,6,100.0,2,3,66.7,12,randy-bullock-1
Peter Caldwell,2010-09-11,2,Utah State,,Idaho State,W,5,5,100.0,1,2,50.0,8,peter-caldwell-1
Anthony Cantele,2010-09-11,2,Kansas State,,Missouri State,W,2,3,66.7,0,1,0.0,2,anthony-cantele-1
Alex Carlton,2010-09-11,2,Army,,Hawaii,L,4,4,100.0,0,1,0.0,4,alex-carlton-1
Ryan Casano,2010-09-11,2,Toledo,@,Ohio,W,2,2,100.0,0,4,0.0,2,ryan-casano-1
Chandler Catanzaro,2010-09-11,2,Clemson,,Presbyterian,W,6,6,100.0,1,1,100.0,9,chandler-catanzaro-1
Nick Cattoi,2010-09-11,2,Central Florida,,North Carolina State,L,3,3,100.0,0,1,0.0,3,nick-cattoi-1
Dan Conroy,2010-09-11,2,Michigan State,,Florida Atlantic,W,3,3,100.0,3,3,100.0,12,dan-conroy-1
Freddy Cortez,2010-09-11,2,Kent State,@,Boston College,L,1,1,100.0,2,2,100.0,7,freddy-cortez-1
Trent Deans,2010-09-11,2,North Texas,,Rice,L,4,4,100.0,1,1,100.0,7,trent-deans-1
Ben Deline,2010-09-11,2,Colorado State,@,Nevada,L,0,0,,2,2,100.0,6,ben-deline-1
Stefan Demos,2010-09-11,2,Northwestern,,Illinois State,W,3,4,75.0,1,2,50.0,6,stefan-demos-1
Eric Ellestad,2010-09-11,2,Minnesota,,South Dakota,L,5,5,100.0,1,2,50.0,8,eric-ellestad-1
Scott Enos,2010-09-11,2,Hawaii,@,Army,W,4,4,100.0,1,1,100.0,7,scott-enos-1
Trey Farquhar,2010-09-11,2,Idaho,@,Nebraska,L,2,2,100.0,1,2,50.0,5,trey-farquhar-1
Kevin Fitzpatrick,2010-09-11,2,Tulsa,,Bowling Green State,W,3,3,100.0,4,4,100.0,15,kevin-fitzpatrick-1
Erik Folk,2010-09-11,2,Washington,,Syracuse,W,5,5,100.0,2,2,100.0,11,erik-folk-1
Kai Forbath,2010-09-11,2,UCLA,,Stanford,L,0,0,,0,1,0.0,0,kai-forbath-1
Cade Foster,2010-09-11,2,Alabama,,Penn State,W,0,0,,0,1,0.0,0,cade-foster-1
Ryan Fowler,2010-09-11,2,Vanderbilt,,Louisiana State,L,0,0,,1,1,100.0,3,ryan-fowler-2
Nate Freese,2010-09-11,2,Boston College,,Kent State,W,2,2,100.0,4,4,100.0,14,nate-freese-1
Alan Gendreau,2010-09-11,2,Middle Tennessee State,,Austin Peay,W,8,8,100.0,0,1,0.0,8,alan-gendreau-1
Brendan Gibbons,2010-09-11,2,Michigan,@,Notre Dame,W,3,3,100.0,0,2,0.0,3,brendan-gibbons-1
Aric Goodman,2010-09-11,2,Colorado,@,California,L,1,1,100.0,0,1,0.0,1,aric-goodman-1
Ross Gornall,2010-09-11,2,Florida Atlantic,@,Michigan State,L,2,2,100.0,1,1,100.0,5,ross-gornall-1
Nico Grasu,2010-09-11,2,Washington State,,Montana State,W,2,2,100.0,1,1,100.0,5,nico-grasu-1
Jack Griffin,2010-09-11,1,Florida International,,Rutgers,L,2,2,100.0,0,1,0.0,2,jack-griffin-1
Chris Hazley,2010-09-11,2,Virginia Tech,,James Madison,L,1,1,100.0,3,3,100.0,10,chris-hazley-1
Alex Henery,2010-09-11,2,Nebraska,,Idaho,W,5,5,100.0,1,1,100.0,8,alex-henery-1
Paulo Henriques,2010-09-11,2,Memphis,@,East Carolina,L,3,3,100.0,2,2,100.0,9,paulo-henriques-1
Zach Hocker,2010-09-11,2,Arkansas,,Louisiana-Monroe,W,4,4,100.0,1,1,100.0,7,zach-hocker-1
Dustin Hopkins,2010-09-11,2,Florida State,@,Oklahoma,L,2,2,100.0,1,1,100.0,5,dustin-hopkins-1
Joe Houston,2010-09-11,2,Southern California,,Virginia,W,2,2,100.0,1,2,50.0,5,joe-houston-1
Danny Hrapmann,2010-09-11,2,Southern Mississippi,,Prairie View A&M,W,4,4,100.0,2,2,100.0,10,danny-hrapmann-1
Dan Hutchins,2010-09-11,2,Pittsburgh,,New Hampshire,W,5,5,100.0,1,2,50.0,8,dan-hutchins-1
Igor Iveljic,2010-09-11,2,Akron,,Gardner-Webb,L,4,5,80.0,1,2,50.0,7,igor-iveljic-1
Josh Jasper,2010-09-11,2,Louisiana State,@,Vanderbilt,W,3,3,100.0,2,2,100.0,9,josh-jasper-1
Aaron Jones,2010-09-11,2,Baylor,,Buffalo,W,4,4,100.0,2,2,100.0,10,aaron-jones-2
Nolan Kohorst,2010-09-11,2,Nevada-Las Vegas,@,Utah,L,1,1,100.0,1,1,100.0,4,nolan-kohorst-1
Ross Krautman,2010-09-11,2,Syracuse,@,Washington,L,2,2,100.0,2,3,66.7,8,ross-krautman-1
Spencer Lanning,2010-09-11,2,South Carolina,,Georgia,W,2,2,100.0,1,2,50.0,5,spencer-lanning-1
Daniel Lincoln,2010-09-11,2,Tennessee,,Oregon,L,1,1,100.0,2,2,100.0,7,daniel-lincoln-1
Anthony Martinez,2010-09-11,2,Nevada,,Colorado State,W,6,6,100.0,3,3,100.0,15,anthony-martinez-3
Ian McGarvey,2010-09-11,2,Ball State,,Liberty,L,2,2,100.0,3,4,75.0,11,ian-mcgarvey-1
Matt Nelson,2010-09-11,2,Louisiana Tech,@,Texas A&M,L,1,2,50.0,1,1,100.0,4,matt-nelson-1
Patrick O'Hara,2010-09-11,2,Oklahoma,,Florida State,W,5,6,83.3,2,3,66.7,11,patrick-ohara-1
Abel Perez,2010-09-11,2,San Diego State,@,New Mexico State,W,5,5,100.0,2,4,50.0,11,abel-perez-1
Joe Phillips,2010-09-11,2,Utah,,Nevada-Las Vegas,W,5,5,100.0,1,1,100.0,8,joe-phillips-1
A.J. Principe,2010-09-11,2,Buffalo,@,Baylor,L,0,0,,2,3,66.7,6,aj-principe-1
Robert Randolph,2010-09-11,2,Virginia,@,Southern California,L,2,2,100.0,0,2,0.0,2,robert-randolph-1
Grant Ressel,2010-09-11,2,Missouri,,McNeese State,W,6,6,100.0,2,2,100.0,12,grant-ressel-1
Jacob Rogers,2010-09-11,2,Cincinnati,,Indiana State,W,5,5,100.0,1,1,100.0,8,jacob-rogers-1
Bryson Rose,2010-09-11,2,Mississippi,@,Tulane,W,3,3,100.0,2,2,100.0,9,bryson-rose-1
David Ruffer,2010-09-11,2,Notre Dame,,Michigan,L,3,3,100.0,1,1,100.0,6,david-ruffer-1
Cairo Santos,2010-09-11,2,Tulane,,Mississippi,L,1,1,100.0,2,2,100.0,7,cairo-santos-1
Jeremy Shelley,2010-09-11,2,Alabama,,Penn State,W,3,3,100.0,1,1,100.0,6,jeremy-shelley-1
Mathew Sims,2010-09-11,2,Northern Illinois,,North Dakota,W,2,3,66.7,1,2,50.0,5,mathew-sims-1
Will Snyderwine,2010-09-11,2,Duke,@,Wake Forest,L,6,6,100.0,2,2,100.0,12,will-snyderwine-1
Erik Soderberg,2010-09-11,2,Air Force,,Brigham Young,W,5,5,100.0,0,1,0.0,5,erik-soderberg-1
Tyler Stampler,2010-09-11,1,New Mexico State,,San Diego State,L,3,3,100.0,0,1,0.0,3,tyler-stampler-1
Caleb Sturgis,2010-09-11,2,Florida,,South Florida,W,5,5,100.0,1,2,50.0,8,caleb-sturgis-1
Giorgio Tavecchio,2010-09-11,2,California,,Colorado,W,7,7,100.0,1,1,100.0,10,giorgio-tavecchio-1
Michael Taylor,2010-09-11,2,Troy,@,Oklahoma State,L,3,3,100.0,3,3,100.0,12,michael-taylor-1
San San Te,2010-09-11,2,Rutgers,@,Florida International,W,1,1,100.0,2,3,66.7,7,san-san-te-1
Dave Teggart,2010-09-11,2,Connecticut,,Texas Southern,W,7,7,100.0,2,2,100.0,13,dave-teggart-1
Justin Tucker,2010-09-11,2,Texas,,Wyoming,W,4,4,100.0,2,2,100.0,10,justin-tucker-1
Ryan Tydlacka,2010-09-11,2,Kentucky,,Western Kentucky,W,8,8,100.0,0,1,0.0,8,ryan-tydlacka-1
Collin Wagner,2010-09-11,2,Penn State,@,Alabama,L,0,0,,1,1,100.0,3,collin-wagner-1
Harrison Waid,2010-09-11,2,San Jose State,@,Wisconsin,L,2,2,100.0,0,1,0.0,2,harrison-waid-1
Blair Walsh,2010-09-11,2,Georgia,@,South Carolina,L,0,0,,2,2,100.0,6,blair-walsh-1
Thomas Weber,2010-09-11,2,Arizona State,,Northern Arizona,W,5,5,100.0,2,2,100.0,11,thomas-weber-1
Philip Welch,2010-09-11,2,Wisconsin,,San Jose State,W,3,3,100.0,2,2,100.0,9,philip-welch-1
Matt Weller,2010-09-11,2,Ohio,,Toledo,L,1,1,100.0,2,2,100.0,7,matt-weller-1
Nate Whitaker,2010-09-11,2,Stanford,@,UCLA,W,3,3,100.0,2,2,100.0,9,nate-whitaker-1
Carson Wiggs,2010-09-11,2,Purdue,,Western Illinois,W,4,4,100.0,1,1,100.0,7,carson-wiggs-1
Matt Williams,2010-09-11,2,Texas Tech,@,New Mexico,W,7,7,100.0,1,1,100.0,10,matt-williams-1
Bobby Zalud,2010-09-11,2,Arkansas State,@,Louisiana,L,3,3,100.0,1,2,50.0,6,bobby-zalud-1
Alex Zendejas,2010-09-11,2,Arizona,,Citadel,W,7,7,100.0,1,1,100.0,10,alex-zendejas-1
Josh Czajkowski,2010-09-16,3,North Carolina State,,Cincinnati,W,3,4,75.0,1,1,100.0,6,josh-czajkowski-1
Jacob Rogers,2010-09-16,3,Cincinnati,@,North Carolina State,L,1,1,100.0,0,1,0.0,1,jacob-rogers-1
Jacob Branstetter,2010-09-17,3,Kansas,@,Southern Mississippi,L,1,2,50.0,1,1,100.0,4,jacob-branstetter-1
Danny Hrapmann,2010-09-17,3,Southern Mississippi,,Kansas,W,4,4,100.0,1,1,100.0,7,danny-hrapmann-1
Anthony Martinez,2010-09-17,3,Nevada,,California,W,7,7,100.0,1,1,100.0,10,anthony-martinez-3
Giorgio Tavecchio,2010-09-17,3,California,@,Nevada,L,4,4,100.0,1,1,100.0,7,giorgio-tavecchio-1
James Aho,2010-09-18,3,New Mexico,,Utah,L,2,2,100.0,0,1,0.0,2,james-aho-1
Dan Bailey,2010-09-18,3,Oklahoma State,,Tulsa,W,8,8,100.0,3,3,100.0,17,dan-bailey-1
Travis Baltz,2010-09-18,3,Maryland,@,West Virginia,L,2,2,100.0,1,1,100.0,5,travis-baltz-1
Michael Barbour,2010-09-18,3,East Carolina,@,Virginia Tech,L,3,3,100.0,2,2,100.0,9,michael-barbour-1
Devin Barclay,2010-09-18,3,Ohio State,,Ohio,W,5,5,100.0,2,2,100.0,11,devin-barclay-1
Casey Barth,2010-09-18,2,North Carolina,,Georgia Tech,L,3,3,100.0,1,1,100.0,6,casey-barth-1
Rob Beard,2010-09-18,3,Oregon,,Portland State,W,9,9,100.0,2,2,100.0,15,rob-beard-1
Tyler Bitancurt,2010-09-18,3,West Virginia,,Maryland,W,4,4,100.0,1,1,100.0,7,tyler-bitancurt-1
Scott Blair,2010-09-18,3,Georgia Tech,@,North Carolina,W,3,3,100.0,3,3,100.0,12,scott-blair-1
Chris Boswell,2010-09-18,3,Rice,,Northwestern,L,1,1,100.0,2,2,100.0,7,chris-boswell-1
Seth Broekhuizen,2010-09-18,3,Michigan,,Massachusetts,W,6,6,100.0,0,1,0.0,6,seth-broekhuizen-1
Kyle Brotzman,2010-09-18,2,Boise State,@,Wyoming,W,4,4,100.0,3,3,100.0,13,kyle-brotzman-1
Joe Buckley,2010-09-18,3,Navy,@,Louisiana Tech,W,4,5,80.0,1,1,100.0,7,joe-buckley-1
Randy Bullock,2010-09-18,3,Texas A&M,,Florida International,W,3,3,100.0,2,2,100.0,9,randy-bullock-1
Wes Byrum,2010-09-18,3,Auburn,,Clemson,W,3,3,100.0,2,2,100.0,9,wes-byrum-1
Peter Caldwell,2010-09-18,3,Utah State,,Fresno State,L,3,3,100.0,1,2,50.0,6,peter-caldwell-1
Alex Carlton,2010-09-18,3,Army,,North Texas,W,3,3,100.0,1,2,50.0,6,alex-carlton-1
Ryan Casano,2010-09-18,3,Toledo,@,Western Michigan,W,4,5,80.0,1,1,100.0,7,ryan-casano-1
Chandler Catanzaro,2010-09-18,3,Clemson,@,Auburn,L,3,3,100.0,1,2,50.0,6,chandler-catanzaro-1
Nick Cattoi,2010-09-18,3,Central Florida,@,Buffalo,W,3,3,100.0,1,1,100.0,6,nick-cattoi-1
Josh Cherry,2010-09-18,3,Kansas State,,Iowa State,W,3,3,100.0,2,2,100.0,9,josh-cherry-1
Michael Cklamovski,2010-09-18,3,Northern Illinois,@,Illinois,L,1,1,100.0,1,1,100.0,4,michael-cklamovski-1
Trevor Cook,2010-09-18,3,Miami (OH),,Colorado State,W,4,4,100.0,1,1,100.0,7,trevor-cook-1
