Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Brandon Bowling,2018-09-08,2,Arkansas State,@,Alabama,L,5,25,5.0,0,brandon-bowling-1
De'Quan Bowman,2018-09-08,2,Texas Tech,,Lamar,W,2,22,11.0,0,dequan-bowman-1
Bronson Boyd,2018-09-08,2,Utah,@,Northern Illinois,W,1,25,25.0,0,bronson-boyd-1
Miles Boykin,2018-09-08,2,Notre Dame,,Ball State,W,6,119,19.8,0,miles-boykin-1
Trevon Bradford,2018-09-08,2,Oregon State,,Southern Utah,W,3,47,15.7,1,trevon-bradford-1
Tyre Brady,2018-09-08,2,Marshall,,Eastern Kentucky,W,6,66,11.0,1,tyre-brady-1
Cade Brewer,2018-09-08,2,Texas,,Tulsa,W,1,6,6.0,0,cade-brewer-1
Charlie Brewer,2018-09-08,2,Baylor,@,Texas-San Antonio,W,1,36,36.0,0,charlie-brewer-1
Keegan Brewer,2018-09-08,2,North Texas,,Incarnate Word,W,1,30,30.0,0,keegan-brewer-1
Jessie Britt,2018-09-08,3,Massachusetts,@,Georgia Southern,L,1,12,12.0,0,jessie-britt-1
Romello Brooker,2018-09-08,2,Houston,,Arizona,W,2,76,38.0,1,romello-brooker-1
Shamari Brooks,2018-09-08,2,Tulsa,@,Texas,L,2,16,8.0,0,shamari-brooks-1
Tony Brooks-James,2018-09-08,2,Oregon,,Portland State,W,1,9,9.0,0,tony-brooks-james-1
Nick Brossette,2018-09-08,2,Louisiana State,,Southeastern Louisiana,W,1,12,12.0,0,nick-brossette-1
A.J. Brown,2018-09-08,2,Mississippi,,Southern Illinois,W,8,158,19.8,2,aj-brown-3
Cam Brown,2018-09-08,2,Georgia Southern,,Massachusetts,W,1,5,5.0,1,cam-brown-1
Chase Brown,2018-09-08,2,Western Michigan,@,Michigan,L,1,-3,-3.0,0,chase-brown-2
D.J. Brown,2018-09-08,2,Northern Illinois,,Utah,L,4,23,5.8,0,dj-brown-3
Devon Brown,2018-09-08,2,Old Dominion,,Florida International,L,2,19,9.5,0,devon-brown-2
Dyami Brown,2018-09-08,2,North Carolina,@,East Carolina,L,3,24,8.0,0,dyami-brown-1
Jordon Brown,2018-09-08,2,North Carolina,@,East Carolina,L,2,26,13.0,0,jordon-brown-1
Keenen Brown,2018-09-08,2,Texas State,,Texas Southern,W,7,108,15.4,1,keenen-brown-2
Marquise Brown,2018-09-08,2,Oklahoma,,UCLA,W,4,88,22.0,1,marquise-brown-1
Nate Brown,2018-09-08,2,Missouri,,Wyoming,W,1,27,27.0,0,nate-brown-2
Shun Brown,2018-09-08,2,Arizona,@,Houston,L,9,73,8.1,0,shun-brown-1
Spencer Brown,2018-09-08,2,Alabama-Birmingham,@,Coastal Carolina,L,1,0,0.0,0,spencer-brown-3
Tony Brown,2018-09-08,2,Colorado,@,Nebraska,W,2,28,14.0,0,tony-brown-9
Trevon Brown,2018-09-08,2,East Carolina,,North Carolina,W,4,90,22.5,1,trevon-brown-1
Xavier Brown,2018-09-08,2,Louisiana-Monroe,@,Southern Mississippi,W,1,16,16.0,0,xavier-brown-2
Harrison Bryant,2018-09-08,2,Florida Atlantic,,Air Force,W,2,28,14.0,0,harrison-bryant-1
Ventell Bryant,2018-09-08,2,Temple,,Buffalo,L,2,30,15.0,0,ventell-bryant-1
Camron Buckley,2018-09-08,2,Texas A&M,,Clemson,L,4,93,23.3,0,camron-buckley-1
Jaeger Bull,2018-09-08,3,Rice,@,Hawaii,L,1,4,4.0,0,jaeger-bull-1
Tevin Bush,2018-09-08,2,West Virginia,,Youngstown State,W,1,9,9.0,0,tevin-bush-1
Matt Bushman,2018-09-08,2,Brigham Young,,California,L,2,22,11.0,0,matt-bushman-1
Rico Bussey Jr.,2018-09-08,2,North Texas,,Incarnate Word,W,8,128,16.0,3,rico-bussey-jr-1
Akilian Butler,2018-09-08,2,Boise State,,Connecticut,W,2,32,16.0,1,akilian-butler-1
Cameron Butler,2018-09-08,3,Colorado State,,Arkansas,W,4,107,26.8,0,cameron-butler-1
Devin Butler,2018-09-08,2,Syracuse,,Wagner,W,4,37,9.3,0,devin-butler-2
Hakeem Butler,2018-09-08,1,Iowa State,@,Iowa,L,3,35,11.7,0,hakeem-butler-1
Dontavius Butler-Jenkins,2018-09-08,2,Pittsburgh,,Penn State,L,1,4,4.0,0,dontavius-butler-jenkins-1
Cedric Byrd,2018-09-08,3,Hawaii,,Rice,W,5,48,9.6,2,cedric-byrd-1
Lawrence Cager,2018-09-08,2,Miami (FL),,Savannah State,W,2,22,11.0,1,lawrence-cager-1
Grant Calcaterra,2018-09-08,2,Oklahoma,,UCLA,W,3,26,8.7,0,grant-calcaterra-1
Marquez Callaway,2018-09-08,2,Tennessee,,East Tennessee State,W,5,78,15.6,0,marquez-callaway-1
Jamire Calvin,2018-09-08,2,Washington State,,San Jose State,W,4,36,9.0,0,jamire-calvin-1
Jalen Camp,2018-09-08,2,Georgia Tech,@,South Florida,L,1,8,8.0,0,jalen-camp-1
Greg Campbell Jr.,2018-09-08,2,Texas-San Antonio,,Baylor,L,4,62,15.5,0,greg-campbell-3
George Campbell,2018-09-08,2,Florida State,,Samford,W,2,36,18.0,0,george-campbell-1
Parris Campbell,2018-09-08,2,Ohio State,,Rutgers,W,5,64,12.8,1,parris-campbell-1
Squally Canada,2018-09-08,2,Brigham Young,,California,L,1,7,7.0,0,squally-canada-1
Austin Cantrell,2018-09-08,2,Arkansas,@,Colorado State,L,1,10,10.0,0,austin-cantrell-1
Colton Cardinal,2018-09-08,2,Boston College,,Holy Cross,W,1,0,0.0,0,colton-cardinal-1
Rhett Cardwell,2018-09-08,3,Rice,@,Hawaii,L,3,20,6.7,0,rhett-cardwell-1
Stephen Carr,2018-09-08,2,Southern California,@,Stanford,L,3,12,4.0,0,stephen-carr-2
Mike Carrigan,2018-09-08,2,Kent State,,Howard,W,2,-3,-1.5,0,mike-carrigan-1
Edwin Carter,2018-09-08,2,Illinois,,Western Illinois,W,2,34,17.0,2,edwin-carter-1
KeSean Carter,2018-09-08,2,Texas Tech,,Lamar,W,6,76,12.7,0,kesean-carter-1
Malachi Carter,2018-09-08,2,Georgia Tech,@,South Florida,L,1,13,13.0,0,malachi-carter-1
Trae Carter-Wells,2018-09-08,2,Nevada,@,Vanderbilt,L,1,13,13.0,0,trae-carter-wells-2
Aaron Cephus,2018-09-08,3,Rice,@,Hawaii,L,5,97,19.4,1,aaron-cephus-1
Cedric Chambers,2018-09-08,2,Auburn,,Alabama State,W,1,22,22.0,0,cedric-chambers-1
Diondre Champaigne,2018-09-08,2,Georgia State,@,North Carolina State,L,1,9,9.0,0,diondre-champaigne-1
Dylan Charlot,2018-09-08,2,Kansas,@,Central Michigan,W,1,8,8.0,0,dylan-charlot-1
Ja'Marr Chase,2018-09-08,2,Louisiana State,,Southeastern Louisiana,W,3,25,8.3,1,jamarr-chase-1
Ramaud Chiaokhiao-Bowman,2018-09-08,2,Northwestern,,Duke,L,2,19,9.5,0,ramaud-chiaokhiao-bowman-1
Brandon Childress,2018-09-08,2,Central Michigan,,Kansas,L,4,35,8.8,0,brandon-childress-1
Andrew Clair,2018-09-08,2,Bowling Green State,,Maryland,L,3,4,1.3,0,andrew-clair-1
Derrick Clark,2018-09-08,2,California,@,Brigham Young,W,1,3,3.0,0,derrick-clark-1
OJ Clark,2018-09-08,3,New Mexico State,@,Utah State,L,3,8,2.7,0,oj-clark-1
Chase Claypool,2018-09-08,2,Notre Dame,,Ball State,W,3,36,12.0,0,chase-claypool-1
Rona Cleveland,2018-09-08,2,Air Force,@,Florida Atlantic,L,2,23,11.5,0,rona-cleveland-1
Tyrie Cleveland,2018-09-08,2,Florida,,Kentucky,L,2,21,10.5,0,tyrie-cleveland-1
Jabril Clewis,2018-09-08,2,Tulane,,Nicholls State,W,1,25,25.0,0,jabril-clewis-1
Destin Coates,2018-09-08,2,Georgia State,@,North Carolina State,L,1,7,7.0,0,destin-coates-1
Matt Colburn,2018-09-08,2,Wake Forest,,Towson,W,1,25,25.0,0,matt-colburn-1
Cameron Cole,2018-09-08,2,Central Michigan,,Kansas,L,3,40,13.3,0,cameron-cole-2
Dylan Collie,2018-09-08,2,Brigham Young,,California,L,2,25,12.5,0,dylan-collie-1
Nico Collins,2018-09-08,2,Michigan,,Western Michigan,W,1,44,44.0,1,nico-collins-1
Seth Collins,2018-09-08,2,Texas Tech,,Lamar,W,3,47,15.7,0,seth-collins-1
Tyleek Collins,2018-09-08,2,Nevada-Las Vegas,,Texas-El Paso,W,1,3,3.0,1,tyleek-collins-1
C.J. Conrad,2018-09-08,2,Kentucky,@,Florida,W,2,3,1.5,0,cj-conrad-1
Austin Conway,2018-09-08,3,Wyoming,@,Missouri,L,3,1,0.3,0,austin-conway-1
Alex Cook,2018-09-08,2,Washington,,North Dakota,W,1,26,26.0,0,alex-cook-1
Elijah Cooks,2018-09-08,2,Nevada,@,Vanderbilt,L,1,6,6.0,0,elijah-cooks-1
Devaughn Cooper,2018-09-08,2,Arizona,@,Houston,L,1,16,16.0,0,devaughn-cooper-1
Max Cooper,2018-09-08,2,Iowa,,Iowa State,W,1,3,3.0,0,max-cooper-1
Keith Corbin,2018-09-08,2,Houston,,Arizona,W,3,44,14.7,1,keith-corbin-1
Reggie Corbin,2018-09-08,2,Illinois,,Western Illinois,W,1,14,14.0,0,reggie-corbin-1
Keegan Cossou,2018-09-08,2,Central Michigan,,Kansas,L,1,0,0.0,0,keegan-cossou-1
Chase Cota,2018-09-08,2,UCLA,@,Oklahoma,L,4,45,11.3,0,chase-cota-1
Nate Cottrell,2018-09-08,2,Georgia Tech,@,South Florida,L,1,6,6.0,0,nate-cottrell-1
Thai Cottrell,2018-09-08,2,San Jose State,@,Washington State,L,1,10,10.0,0,thai-cottrell-1
Brandon Council,2018-09-08,1,Akron,,Morgan State,W,1,8,8.0,0,brandon-council-1
Dante Cousart,2018-09-08,2,Florida Atlantic,,Air Force,W,1,10,10.0,0,dante-cousart-1
Britain Covey,2018-09-08,2,Utah,@,Northern Illinois,W,8,129,16.1,0,britain-covey-1
Tanner Cowley,2018-09-08,2,Virginia,@,Indiana,L,1,15,15.0,0,tanner-cowley-1
Jeremy Cox,2018-09-08,2,Old Dominion,,Florida International,L,4,24,6.0,0,jeremy-cox-1
Damonte Coxie,2018-09-08,2,Memphis,@,Navy,L,5,38,7.6,0,damonte-coxie-1
Damarea Crockett,2018-09-08,2,Missouri,,Wyoming,W,1,32,32.0,0,damarea-crockett-1
Sheldon Croney Jr.,2018-09-08,1,Iowa State,@,Iowa,L,1,10,10.0,0,sheldon-croney-jr-1
Jordan Cronkrite,2018-09-08,2,South Florida,,Georgia Tech,W,1,4,4.0,0,jordan-cronkrite-1
Kevin Crosby,2018-09-08,2,South Carolina,,Georgia,L,2,25,12.5,0,kevin-crosby-1
Micky Crum,2018-09-08,2,Louisville,,Indiana State,W,2,47,23.5,0,micky-crum-1
Jamal Custis,2018-09-08,2,Syracuse,,Wagner,W,5,41,8.2,1,jamal-custis-1
Deejay Dallas,2018-09-08,2,Miami (FL),,Savannah State,W,1,15,15.0,0,deejay-dallas-1
Danny Dalton,2018-09-08,2,Penn State,@,Pittsburgh,W,2,17,8.5,0,danny-dalton-1
Drew Dan,2018-09-08,3,New Mexico State,@,Utah State,L,4,56,14.0,0,drew-dan-1
Jaquis Dancy,2018-09-08,2,Louisiana Tech,,Southern,W,2,9,4.5,0,jaquis-dancy-1
B.J. Daniels,2018-09-08,2,Texas-San Antonio,,Baylor,L,1,9,9.0,0,bj-daniels-2
Frank Darby,2018-09-08,2,Arizona State,,Michigan State,W,2,21,10.5,0,frank-darby-1
Jaelon Darden,2018-09-08,2,North Texas,,Incarnate Word,W,2,10,5.0,0,jaelon-darden-1
Jahrvis Davenport,2018-09-08,2,Maryland,@,Bowling Green State,W,2,41,20.5,1,jahrvis-davenport-1
Felton Davis III,2018-09-08,2,Michigan State,@,Arizona State,L,5,64,12.8,0,felton-davis-iii-1
Gabriel Davis,2018-09-08,2,Central Florida,,South Carolina State,W,9,111,12.3,1,gabriel-davis-1
Keion Davis,2018-09-08,2,Marshall,,Eastern Kentucky,W,3,14,4.7,0,keion-davis-1
Malik Davis,2018-09-08,2,Florida,,Kentucky,L,2,25,12.5,0,malik-davis-1
Quartney Davis,2018-09-08,2,Texas A&M,,Clemson,L,2,39,19.5,1,quartney-davis-1
Randrecous Davis,2018-09-08,2,South Carolina,,Georgia,L,1,-4,-4.0,0,randrecous-davis-1
Ryan Davis,2018-09-08,2,Auburn,,Alabama State,W,3,34,11.3,0,ryan-davis-5
Sidney Davis,2018-09-08,2,Troy,,Florida A&M,W,3,33,11.0,1,sidney-davis-1
Trenard Davis,2018-09-08,2,Illinois,,Western Illinois,W,4,28,7.0,0,trenard-davis-1
Tyler Davis,2018-09-08,2,Connecticut,@,Boise State,L,3,13,4.3,0,tyler-davis-2
Seth Dawkins,2018-09-08,2,Louisville,,Indiana State,W,2,12,6.0,0,seth-dawkins-1
Walter Dawn,2018-09-08,2,Texas-El Paso,@,Nevada-Las Vegas,L,1,27,27.0,0,walter-dawn-1
Mik'Quan Deane,2018-09-08,2,Western Kentucky,,Maine,L,5,45,9.0,0,mikquan-deane-1
Tahj Deans,2018-09-08,2,East Carolina,,North Carolina,W,2,54,27.0,0,tahj-deans-1
Ethan Dedeaux,2018-09-08,2,San Diego State,,Sacramento State,W,6,90,15.0,0,ethan-dedeaux-1
Josiah Deguara,2018-09-08,2,Cincinnati,@,Miami (OH),W,4,34,8.5,1,josiah-deguara-1
Bryson Denley,2018-09-08,2,Bowling Green State,,Maryland,L,1,9,9.0,0,bryson-denley-1
Brayden Dickey,2018-09-08,2,New Mexico,@,Wisconsin,L,1,1,1.0,0,brayden-dickey-1
Kano Dillon,2018-09-08,2,Oregon,,Portland State,W,3,41,13.7,1,kano-dillon-1
Brennon Dingle,2018-09-08,3,Massachusetts,@,Georgia Southern,L,2,22,11.0,0,brennon-dingle-1
Jaylen Dixon,2018-09-08,2,Utah,@,Northern Illinois,W,2,50,25.0,0,jaylen-dixon-1
Johnnie Dixon,2018-09-08,2,Ohio State,,Rutgers,W,4,89,22.3,2,johnnie-dixon-1
Terrance Dixon,2018-09-08,2,Georgia State,@,North Carolina State,L,2,33,16.5,0,terrance-dixon-1
J.K. Dobbins,2018-09-08,2,Ohio State,,Rutgers,W,2,18,9.0,0,jk-dobbins-1
Sam Dobbs,2018-09-08,2,Vanderbilt,,Nevada,W,2,20,10.0,0,sam-dobbs-1
Brian Dooley,2018-09-08,2,Eastern Michigan,@,Purdue,W,1,20,20.0,0,brian-dooley-1
Austin Dorris,2018-09-08,2,Indiana,,Virginia,W,1,-1,-1.0,0,austin-dorris-1
Greg Dortch,2018-09-08,2,Wake Forest,,Towson,W,7,94,13.4,1,greg-dortch-1
Romeo Doubs,2018-09-08,2,Nevada,@,Vanderbilt,L,2,25,12.5,0,romeo-doubs-1
Deondre Douglas,2018-09-08,2,Troy,,Florida A&M,W,3,26,8.7,1,deondre-douglas-1
Rico Dowdle,2018-09-08,2,South Carolina,,Georgia,L,4,36,9.0,0,rico-dowdle-1
Hasise Dubois,2018-09-08,2,Virginia,@,Indiana,L,4,49,12.3,0,hasise-dubois-1
Jonathan Duhart,2018-09-08,2,Old Dominion,,Florida International,L,3,150,50.0,2,jonathan-duhart-1
Adam Dulka,2018-09-08,2,Kent State,,Howard,W,2,29,14.5,0,adam-dulka-2
Jordan Duncan,2018-09-08,2,California,@,Brigham Young,W,2,30,15.0,0,jordan-duncan-1
Malik Dunner,2018-09-08,2,Ball State,@,Notre Dame,L,1,-3,-3.0,0,malik-dunner-1
Jovon Durante,2018-09-08,2,Florida Atlantic,,Air Force,W,12,174,14.5,1,jovon-durante-1
Devin Duvernay,2018-09-08,2,Texas,,Tulsa,W,1,6,6.0,0,devin-duvernay-1
Travis Dye,2018-09-08,2,Oregon,,Portland State,W,2,17,8.5,0,travis-dye-1
Sean Dykes,2018-09-08,2,Memphis,@,Navy,L,1,14,14.0,0,sean-dykes-2
Tray Eafford,2018-09-08,2,Troy,,Florida A&M,W,2,22,11.0,1,tray-eafford-1
Brennan Eagles,2018-09-08,2,Texas,,Tulsa,W,1,35,35.0,0,brennan-eagles-1
Nick Easley,2018-09-08,2,Iowa,,Iowa State,W,1,15,15.0,0,nick-easley-1
Matt Eaton,2018-09-08,1,Iowa State,@,Iowa,L,3,18,6.0,0,matt-eaton-1
Trestan Ebner,2018-09-08,2,Baylor,@,Texas-San Antonio,W,1,9,9.0,0,trestan-ebner-1
Van Edwards Jr.,2018-09-08,1,Akron,,Morgan State,W,2,22,11.0,0,van-edwards-jr-1
Bryan Edwards,2018-09-08,2,South Carolina,,Georgia,L,7,111,15.9,2,bryan-edwards-1
Kendrick Edwards,2018-09-08,2,Arkansas State,@,Alabama,L,1,23,23.0,1,kendrick-edwards-1
Taylor Edwards,2018-09-08,3,Massachusetts,@,Georgia Southern,L,4,32,8.0,0,taylor-edwards-2
Brayden El-Bakri,2018-09-08,2,Brigham Young,,California,L,1,1,1.0,1,brayden-el-bakri-1
Jordan Ellis,2018-09-08,2,Virginia,@,Indiana,L,1,7,7.0,0,jordan-ellis-2
Tony Ellison,2018-09-08,2,Arizona,@,Houston,L,4,85,21.3,0,tony-ellison-1
Emeka Emezie,2018-09-08,2,North Carolina State,,Georgia State,W,4,25,6.3,0,emeka-emezie-1
Terren Encalade,2018-09-08,2,Tulane,,Nicholls State,W,2,38,19.0,0,terren-encalade-1
Solomon Enis,2018-09-08,2,Utah,@,Northern Illinois,W,1,8,8.0,0,solomon-enis-1
Mike Epstein,2018-09-08,2,Illinois,,Western Illinois,W,1,5,5.0,0,mike-epstein-2
Nolan Eriksen,2018-09-08,2,Air Force,@,Florida Atlantic,L,1,9,9.0,0,nolan-eriksen-1
D'Wayne Eskridge,2018-09-08,2,Western Michigan,@,Michigan,L,2,20,10.0,0,dwayne-eskridge-1
Travis Etienne,2018-09-08,2,Clemson,@,Texas A&M,W,3,23,7.7,0,travis-etienne-1
Chris Evans,2018-09-08,2,Michigan,,Western Michigan,W,1,0,0.0,0,chris-evans-2
Darrynton Evans,2018-09-08,2,Appalachian State,@,UNC Charlotte,W,1,3,3.0,0,darrynton-evans-1
Kyle Evans,2018-09-08,2,Colorado,@,Nebraska,W,1,9,9.0,0,kyle-evans-1
Michael Ezeike,2018-09-08,2,UCLA,@,Oklahoma,L,1,9,9.0,1,michael-ezeike-1
Erik Ezukanma,2018-09-08,2,Texas Tech,,Lamar,W,1,44,44.0,1,erik-ezukanma-1
Marquez Ezzard,2018-09-08,2,Miami (FL),,Savannah State,W,1,17,17.0,0,marquez-ezzard-1
John Fadule,2018-09-08,2,Boston College,,Holy Cross,W,1,3,3.0,0,john-fadule-1
Noah Fant,2018-09-08,2,Iowa,,Iowa State,W,4,31,7.8,0,noah-fant-1
Luke Farrell,2018-09-08,2,Ohio State,,Rutgers,W,2,19,9.5,1,luke-farrell-1
Deondre Farrier,2018-09-08,2,East Carolina,,North Carolina,W,5,52,10.4,0,deondre-farrier-1
B.J. Farrow,2018-09-08,2,Liberty,@,Army,L,2,49,24.5,1,bj-farrow-1
D'Andre Ferby,2018-09-08,2,Western Kentucky,,Maine,L,1,13,13.0,0,dandre-ferby-1
Jake Ferguson,2018-09-08,2,Wisconsin,,New Mexico,W,1,4,4.0,0,jake-ferguson-1
Joshua Fields,2018-09-08,2,Texas-El Paso,@,Nevada-Las Vegas,L,2,-7,-3.5,0,joshua-fields-1
Chris Finke,2018-09-08,2,Notre Dame,,Ball State,W,2,40,20.0,0,chris-finke-1
Tayon Fleet-Davis,2018-09-08,2,Maryland,@,Bowling Green State,W,1,2,2.0,0,tayon-fleet-davis-1
Davyn Flenord,2018-09-08,2,South Alabama,@,Oklahoma State,L,2,17,8.5,0,davyn-flenord-1
Kaleb Fossum,2018-09-08,2,Nevada,@,Vanderbilt,L,6,56,9.3,0,kaleb-fossum-1
Keynan Foster,2018-09-08,2,Texas-El Paso,@,Nevada-Las Vegas,L,2,23,11.5,0,keynan-foster-1
Cole Fotheringham,2018-09-08,2,Utah,@,Northern Illinois,W,1,8,8.0,0,cole-fotheringham-1
Kyle Fourtenbary,2018-09-08,2,Western Kentucky,,Maine,L,1,24,24.0,0,kyle-fourtenbary-1
Jordan Fredericks,2018-09-08,3,Massachusetts,@,Georgia Southern,L,2,30,15.0,0,jordan-fredericks-1
Pat Freiermuth,2018-09-08,2,Penn State,@,Pittsburgh,W,1,5,5.0,0,pat-freiermuth-1
Jack Freudenthal,2018-09-08,2,Wake Forest,,Towson,W,1,6,6.0,0,jack-freudenthal-1
Jabir Frye,2018-09-08,2,Troy,,Florida A&M,W,2,24,12.0,0,jabir-frye-1
Ty Fryfogle,2018-09-08,2,Indiana,,Virginia,W,2,28,14.0,0,ty-fryfogle-1
Travis Fulgham,2018-09-08,2,Old Dominion,,Florida International,L,1,24,24.0,0,travis-fulgham-1
Aaron Fuller,2018-09-08,2,Washington,,North Dakota,W,6,74,12.3,0,aaron-fuller-1
Tario Fuller,2018-09-08,2,Purdue,,Eastern Michigan,L,1,10,10.0,0,tario-fuller-1
Brenden Fulton,2018-09-08,3,Colorado State,,Arkansas,W,2,30,15.0,0,brenden-fulton-1
Brandon Gahagan,2018-09-08,2,Nevada-Las Vegas,,Texas-El Paso,W,1,0,0.0,0,brandon-gahagan-1
Xavier Gaines,2018-09-08,2,Marshall,,Eastern Kentucky,W,3,60,20.0,0,xavier-gaines-2
Kenny Gainwell,2018-09-08,2,Memphis,@,Navy,L,2,25,12.5,0,kenny-gainwell-1
Tony Gaiter IV,2018-09-08,2,Florida International,@,Old Dominion,W,2,18,9.0,1,tony-gaiter-iv-1
Bailey Gaither,2018-09-08,2,San Jose State,@,Washington State,L,2,3,1.5,0,bailey-gaither-1
Antonio Gandy-Golden,2018-09-08,2,Liberty,@,Army,L,3,33,11.0,0,antonio-gandy-golden-1
James Gardner,2018-09-08,2,Miami (OH),,Cincinnati,L,7,80,11.4,0,james-gardner-1
Anthony Gargiulo,2018-09-08,2,Navy,,Memphis,W,1,6,6.0,0,anthony-gargiulo-1
Ruben Garnett,2018-09-08,2,Middle Tennessee State,,Tennessee-Martin,W,1,28,28.0,0,ruben-garnett-1
Myles Gaskin,2018-09-08,2,Washington,,North Dakota,W,1,2,2.0,0,myles-gaskin-1
Keith Gavin,2018-09-08,2,Florida State,,Samford,W,2,11,5.5,0,keith-gavin-1
Giovanni Gentosi,2018-09-08,3,Rice,@,Hawaii,L,1,5,5.0,0,giovanni-gentosi-1
Devin Gentry,2018-09-08,2,Georgia State,@,North Carolina State,L,5,83,16.6,0,devin-gentry-1
Zach Gentry,2018-09-08,2,Michigan,,Western Michigan,W,1,10,10.0,0,zach-gentry-2
Nick Gibson,2018-09-08,2,Mississippi State,@,Kansas State,W,1,9,9.0,0,nick-gibson-1
Timmie Gibson,2018-09-08,2,Troy,,Florida A&M,W,1,1,1.0,0,timmie-gibson-1
Dominic Gicinto,2018-09-08,2,Missouri,,Wyoming,W,1,9,9.0,0,dominic-gicinto-1
James Gilbert,2018-09-08,2,Ball State,@,Notre Dame,L,1,8,8.0,0,james-gilbert-2
Cullen Gillaspia,2018-09-08,2,Texas A&M,,Clemson,L,1,21,21.0,0,cullen-gillaspia-1
Nolan Givan,2018-09-08,2,Ball State,@,Notre Dame,L,2,7,3.5,1,nolan-givan-1
Ben Glines,2018-09-08,2,Boston College,,Holy Cross,W,1,17,17.0,1,ben-glines-1
Terry Godwin,2018-09-08,2,Georgia,@,South Carolina,W,1,12,12.0,0,terry-godwin-1
Derrick Gore,2018-09-08,2,Louisiana-Monroe,@,Southern Mississippi,W,1,2,2.0,0,derrick-gore-1
T.J. Graham,2018-09-08,2,Texas State,,Texas Southern,W,1,31,31.0,0,tj-graham-2
Noah Gray,2018-09-08,2,Duke,@,Northwestern,W,2,26,13.0,0,noah-gray-1
Trayone Gray,2018-09-08,2,Miami (FL),,Savannah State,W,1,9,9.0,0,trayone-gray-1
Antoine Green,2018-09-08,2,North Carolina,@,East Carolina,L,1,12,12.0,0,antoine-green-1
Cameron Green,2018-09-08,2,Northwestern,,Duke,L,1,8,8.0,0,cameron-green-1
Farrod Green,2018-09-08,2,Mississippi State,@,Kansas State,W,1,5,5.0,0,farrod-green-1
Marcus Green,2018-09-08,2,Louisiana-Monroe,@,Southern Mississippi,W,4,96,24.0,2,marcus-green-6
Jalen Greene,2018-09-08,2,Utah State,,New Mexico State,W,1,14,14.0,1,jalen-greene-1
Jay Griffin IV,2018-09-08,2,New Mexico,@,Wisconsin,L,3,34,11.3,0,jay-griffin-iv-1
Taj Griffin,2018-09-08,2,Oregon,,Portland State,W,1,6,6.0,0,taj-griffin-1
Trevon Grimes,2018-09-08,2,Florida,,Kentucky,L,1,9,9.0,0,trevon-grimes-1
Hezekiah Grimsley,2018-09-08,2,Virginia Tech,,William & Mary,W,3,68,22.7,0,hezekiah-grimsley-1
Kyle Groenweg,2018-09-08,2,Iowa,,Iowa State,W,1,5,5.0,0,kyle-groenweg-1
Garrett Groshek,2018-09-08,2,Wisconsin,,New Mexico,W,1,7,7.0,0,garrett-groshek-1
Rontavius Groves,2018-09-08,2,North Carolina,@,East Carolina,L,2,40,20.0,0,rontavius-groves-1
Stephen Guidry,2018-09-08,2,Mississippi State,@,Kansas State,W,2,42,21.0,0,stephen-guidry-1
Jalen Guyton,2018-09-08,2,North Texas,,Incarnate Word,W,5,111,22.2,1,jalen-guyton-1
Kumehnnu Gwilly,2018-09-08,2,Central Michigan,,Kansas,L,2,10,5.0,0,kumehnnu-gwilly-1
Donavan Hale,2018-09-08,2,Indiana,,Virginia,W,4,56,14.0,1,donavan-hale-1
Darrin Hall,2018-09-08,2,Pittsburgh,,Penn State,L,1,4,4.0,0,darrin-hall-1
Emanuel Hall,2018-09-08,2,Missouri,,Wyoming,W,10,171,17.1,1,emanuel-hall-1
Justin Hall,2018-09-08,2,Ball State,@,Notre Dame,L,6,71,11.8,0,justin-hall-3
Connor Haller,2018-09-08,2,Utah,@,Northern Illinois,W,1,8,8.0,0,connor-haller-1
Richard Hallman,2018-09-08,2,Troy,,Florida A&M,W,2,9,4.5,0,richard-hallman-1
KJ Hamler,2018-09-08,2,Penn State,@,Pittsburgh,W,3,40,13.3,1,kj-hamler-1
Griffin Hammer,2018-09-08,3,Colorado State,,Arkansas,W,1,9,9.0,0,griffin-hammer-1
Josh Hammond,2018-09-08,2,Florida,,Kentucky,L,1,11,11.0,0,josh-hammond-1
T.J. Hammonds,2018-09-08,2,Arkansas,@,Colorado State,L,1,64,64.0,1,tj-hammonds-1
Quan Hampton,2018-09-08,2,Kansas,@,Central Michigan,W,2,11,5.5,0,quan-hampton-1
Justice Hansen,2018-09-08,2,Arkansas State,@,Alabama,L,1,25,25.0,0,justice-hansen-1
Mecole Hardman,2018-09-08,2,Georgia,@,South Carolina,W,6,103,17.2,1,mecole-hardman-1
Adrian Hardy,2018-09-08,2,Louisiana Tech,,Southern,W,6,111,18.5,0,adrian-hardy-1
Mike Harley,2018-09-08,2,Miami (FL),,Savannah State,W,2,12,6.0,0,mike-harley-1
Kelvin Harmon,2018-09-08,2,North Carolina State,,Georgia State,W,8,129,16.1,0,kelvin-harmon-1
Ty Harmston,2018-09-08,2,Northern Illinois,,Utah,L,3,21,7.0,0,ty-harmston-1
Isaiah Harper,2018-09-08,2,Old Dominion,,Florida International,L,4,36,9.0,0,isaiah-harper-1
Keith Harrington,2018-09-08,2,Washington State,,San Jose State,W,1,6,6.0,0,keith-harrington-1
Damien Harris,2018-09-08,2,Alabama,,Arkansas State,W,1,14,14.0,0,damien-harris-1
