Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Michael Griffin,2006-11-11,11,Texas,@,Kansas State,L,michael-griffin-1,1.0,12.0,0.0,3.0
Corey Hall,2006-11-11,10,Arizona,,California,W,corey-hall-1,1.0,0.0,0.0,3.0
Victor Harris,2006-11-11,10,Virginia Tech,,Kent State,W,victor-harris-1,1.0,0.0,0.0,1.0
Caleb Hendrix,2006-11-11,10,Southern Mississippi,@,Tulane,W,caleb-hendrix-1,1.0,0.0,0.0,
Ross Homan,2006-11-11,11,Ohio State,@,Northwestern,W,ross-homan-1,1.0,5.0,0.0,1.0
Chris Horn,2006-11-11,10,Stanford,@,Washington,W,chris-horn-1,1.0,1.0,0.0,1.0
Antonio Huffman,2006-11-11,11,Texas Tech,@,Oklahoma,L,antonio-huffman-1,1.0,54.0,1.0,1.0
Chevis Jackson,2006-11-11,10,Louisiana State,,Alabama,W,chevis-jackson-1,1.0,0.0,0.0,4.0
Joe Jiannoni,2006-11-11,10,Utah,,Colorado State,W,joe-jiannoni-1,1.0,0.0,0.0,2.0
Torres Kingsby,2006-11-11,9,Louisiana,,North Texas,L,torres-kingsby-1,1.0,7.0,0.0,1.0
Klint Kubiak,2006-11-11,10,Colorado State,@,Utah,L,klint-kubiak-1,1.0,0.0,0.0,1.0
Boris Lee,2006-11-11,9,Troy,@,Florida Atlantic,W,boris-lee-1,1.0,7.0,0.0,1.0
Gerard Lewis,2006-11-11,10,Hawaii,,Louisiana Tech,W,gerard-lewis-1,1.0,33.0,0.0,2.0
Jamal Lewis,2006-11-11,10,Georgia Tech,@,North Carolina,W,jamal-lewis-1,1.0,17.0,0.0,1.0
Alex Magee,2006-11-11,11,Purdue,@,Illinois,W,alex-magee-1,1.0,0.0,0.0,1.0
Leslie Majors,2006-11-11,11,Indiana,,Michigan,L,leslie-majors-1,1.0,30.0,0.0,1.0
Taylor Mays,2006-11-11,9,Southern California,,Oregon,W,taylor-mays-1,1.0,38.0,0.0,1.0
Brice McCain,2006-11-11,10,Utah,,Colorado State,W,brice-mccain-1,1.0,-4.0,0.0,3.0
Marcus McClinton,2006-11-11,10,Kentucky,,Vanderbilt,W,marcus-mcclinton-1,1.0,0.0,0.0,1.0
Leodis McKelvin,2006-11-11,9,Troy,@,Florida Atlantic,W,leodis-mckelvin-1,1.0,0.0,0.0,1.0
Sherrick McManis,2006-11-11,11,Northwestern,,Ohio State,L,sherrick-mcmanis-1,1.0,0.0,0.0,3.0
Bo McNally,2006-11-11,10,Stanford,@,Washington,W,bo-mcnally-1,2.0,49.0,1.0,2.0
Jeromy Miles,2006-11-11,10,Navy,@,Eastern Michigan,W,jeromy-miles-1,1.0,28.0,0.0,1.0
Brandon Mitchell,2006-11-11,11,Ohio State,@,Northwestern,W,brandon-mitchell-1,1.0,46.0,1.0,1.0
Dajuan Morgan,2006-11-11,10,North Carolina State,@,Clemson,L,dajuan-morgan-1,1.0,0.0,0.0,1.0
J.D. Nelson,2006-11-11,10,Oregon,@,Southern California,L,jd-nelson-1,1.0,14.0,0.0,1.0
Myron Newberry,2006-11-11,10,Hawaii,,Louisiana Tech,W,myron-newberry-1,1.0,49.0,0.0,2.0
Stephen Nicholas,2006-11-11,10,South Florida,,Syracuse,W,stephen-nicholas-1,1.0,0.0,0.0,1.0
Paul Oliver,2006-11-11,11,Georgia,@,Auburn,W,paul-oliver-1,1.0,14.0,0.0,1.0
Christopher Owens,2006-11-11,9,San Jose State,,Boise State,L,christopher-owens-1,1.0,24.0,0.0,1.0
Ronnie Palmer,2006-11-11,10,Arizona,,California,W,ronnie-palmer-1,1.0,2.0,0.0,2.0
Pierre Parker,2006-11-11,10,East Carolina,,Marshall,W,pierre-parker-1,1.0,2.0,0.0,1.0
Kevin Patterson,2006-11-11,10,Wake Forest,@,Florida State,W,kevin-patterson-1,1.0,48.0,1.0,1.0
Jeremy Payton,2006-11-11,10,Arizona State,,Washington State,W,jeremy-payton-1,1.0,4.0,0.0,
Blair Phillips,2006-11-11,10,Oregon,@,Southern California,L,blair-phillips-1,1.0,36.0,0.0,1.0
Chad Price,2006-11-11,10,Rice,@,Tulsa,W,chad-price-1,1.0,0.0,0.0,1.0
David Reese,2006-11-11,11,Temple,@,Penn State,L,david-reese-1,1.0,0.0,0.0,1.0
Chase Rice,2006-11-11,10,North Carolina,,Georgia Tech,L,chase-rice-1,1.0,0.0,0.0,1.0
Boo Robinson,2006-11-11,10,Wake Forest,@,Florida State,W,boo-robinson-1,1.0,14.0,0.0,2.0
Bradley Robinson,2006-11-11,10,Middle Tennessee State,@,Arkansas State,W,bradley-robinson-1,1.0,88.0,1.0,2.0
Roderick Rogers,2006-11-11,11,Wisconsin,@,Iowa,W,roderick-rogers-1,1.0,28.0,0.0,2.0
Andrew Schantz,2006-11-11,9,San Diego State,,Nevada-Las Vegas,W,andrew-schantz-1,1.0,10.0,0.0,
Kenny Scott,2006-11-11,10,Georgia Tech,@,North Carolina,W,kenny-scott-1,1.0,0.0,0.0,1.0
Alphonso Smith,2006-11-11,10,Wake Forest,@,Florida State,W,alphonso-smith-1,1.0,7.0,0.0,1.0
Darnell Smith,2006-11-11,10,Oklahoma State,,Baylor,W,darnell-smith-1,1.0,23.0,1.0,
Clint Sovie,2006-11-11,10,Navy,@,Eastern Michigan,W,clint-sovie-1,1.0,13.0,0.0,1.0
Jay Staggs,2006-11-11,10,Nevada-Las Vegas,@,San Diego State,L,jay-staggs-1,1.0,39.0,0.0,1.0
John Talley,2006-11-11,10,Duke,@,Boston College,L,john-talley-1,1.0,0.0,0.0,
Brandon Tate,2006-11-11,9,West Virginia,,Cincinnati,W,brandon-tate-2,1.0,24.0,0.0,1.0
Calvin Thibodeaux,2006-11-11,10,Oklahoma,,Texas Tech,W,calvin-thibodeaux-1,1.0,0.0,0.0,2.0
James Thomas,2006-11-11,9,West Virginia,,Cincinnati,W,james-thomas-1,1.0,0.0,0.0,
Walter Thurmond III,2006-11-11,10,Oregon,@,Southern California,L,walter-thurmond-iii-1,1.0,0.0,0.0,0.0
Brian Toal,2006-11-11,10,Boston College,,Duke,W,brian-toal-1,1.0,29.0,0.0,2.0
Morgan Trent,2006-11-11,11,Michigan,@,Indiana,W,morgan-trent-1,1.0,0.0,0.0,1.0
Martel Van Zant,2006-11-11,10,Oklahoma State,,Baylor,W,martel-van-zant-1,1.0,24.0,0.0,1.0
Shalamar Walker,2006-11-11,10,Louisiana Tech,@,Hawaii,L,shalamar-walker-1,1.0,8.0,0.0,1.0
Nick Watkins,2006-11-11,11,Clemson,,North Carolina State,W,nick-watkins-1,1.0,0.0,0.0,1.0
Chaz Williams,2006-11-11,9,Louisiana-Monroe,@,Florida International,W,chaz-williams-1,1.0,26.0,1.0,1.0
Kevin Woods,2006-11-11,10,Arkansas,,Tennessee,W,kevin-woods-1,1.0,25.0,0.0,2.0
Stoney Woodson,2006-11-11,10,South Carolina,@,Florida,L,stoney-woodson-1,1.0,3.0,0.0,1.0
Willie Young,2006-11-11,10,North Carolina State,@,Clemson,L,willie-young-1,1.0,34.0,1.0,1.0
Tyler Russ,2006-11-16,11,Ohio,,Akron,W,tyler-russ-1,1.0,2.0,0.0,1.0
T.J. Wright,2006-11-16,11,Ohio,,Akron,W,tj-wright-1,1.0,0.0,0.0,3.0
Gary Ham,2006-11-17,11,Kent State,,Eastern Michigan,W,gary-ham-1,2.0,45.0,0.0,3.0
Pacino Horne,2006-11-17,11,Central Michigan,@,Northern Illinois,L,pacino-horne-1,1.0,0.0,0.0,1.0
Daniel Muir,2006-11-17,11,Kent State,,Eastern Michigan,W,daniel-muir-1,1.0,5.0,1.0,1.0
Mark Reiter,2006-11-17,11,Northern Illinois,,Central Michigan,W,mark-reiter-1,1.0,2.0,0.0,2.0
Melvin Rice,2006-11-17,11,Northern Illinois,,Central Michigan,W,melvin-rice-1,1.0,0.0,0.0,1.0
Corey Riley,2006-11-17,11,Eastern Michigan,@,Kent State,L,corey-riley-1,1.0,78.0,0.0,1.0
Usama Young,2006-11-17,11,Kent State,,Eastern Michigan,W,usama-young-1,1.0,0.0,0.0,1.0
Husain Abdullah,2006-11-18,12,Washington State,,Washington,L,husain-abdullah-1,1.0,14.0,0.0,1.0
Taheem Acevedo,2006-11-18,11,Florida Atlantic,@,North Texas,W,taheem-acevedo-1,2.0,3.0,0.0,2.0
Anthony Arline,2006-11-18,12,Baylor,,Oklahoma,L,anthony-arline-1,1.0,15.0,0.0,1.0
Adrian Aye-Darko,2006-11-18,11,Duke,@,Georgia Tech,L,adrian-aye-darko-1,1.0,13.0,0.0,1.0
Kris Bartels,2006-11-18,11,Florida Atlantic,@,North Texas,W,kris-bartels-1,1.0,39.0,1.0,1.0
Quincy Black,2006-11-18,11,New Mexico,@,Brigham Young,L,quincy-black-1,1.0,88.0,1.0,1.0
Gerren Blount,2006-11-18,10,Louisiana,@,Florida International,W,gerren-blount-1,1.0,0.0,0.0,1.0
Karl Booker,2006-11-18,11,Kentucky,,Louisiana-Monroe,W,karl-booker-1,1.0,6.0,0.0,1.0
Alan Branch,2006-11-18,12,Michigan,@,Ohio State,L,alan-branch-1,1.0,0.0,0.0,1.0
Trey Brown,2006-11-18,11,UCLA,@,Arizona State,W,trey-brown-1,1.0,19.0,0.0,2.0
Ketric Buffin,2006-11-18,11,Navy,,Temple,W,ketric-buffin-1,1.0,17.0,0.0,1.0
Khayyam Burns,2006-11-18,11,Arkansas State,@,Troy,W,khayyam-burns-1,1.0,21.0,0.0,2.0
Kyle Chase,2006-11-18,11,East Carolina,@,Rice,L,kyle-chase-1,1.0,3.0,0.0,1.0
Nicholas Chestnut,2006-11-18,11,Syracuse,,Connecticut,W,nicholas-chestnut-1,1.0,16.0,0.0,1.0
Tyler Clutts,2006-11-18,10,Fresno State,,Idaho,W,tyler-clutts-1,1.0,14.0,0.0,1.0
Steven Coleman,2006-11-18,10,Texas Christian,,San Diego State,W,steven-coleman-1,1.0,39.0,0.0,
Andray Downs,2006-11-18,11,Rice,,East Carolina,W,andray-downs-1,1.0,0.0,0.0,1.0
Nate Draughon,2006-11-18,11,Texas-El Paso,@,Marshall,L,nate-draughon-1,1.0,0.0,0.0,
Jasper Faulk,2006-11-18,11,Southern Mississippi,,Alabama-Birmingham,W,jasper-faulk-1,1.0,48.0,1.0,1.0
Joe Fields,2006-11-18,11,Syracuse,,Connecticut,W,joe-fields-1,2.0,6.0,0.0,2.0
Eric Frampton,2006-11-18,12,Washington State,,Washington,L,eric-frampton-1,1.0,43.0,1.0,2.0
Coye Francies,2006-11-18,11,Oregon State,@,Stanford,W,coye-francies-1,1.0,17.0,0.0,2.0
Stanley Franks,2006-11-18,11,Idaho,@,Fresno State,L,stanley-franks-1,1.0,0.0,0.0,1.0
Joe Garcia,2006-11-18,11,Nevada,@,Louisiana Tech,W,joe-garcia-2,1.0,13.0,0.0,1.0
Terrance Garmon,2006-11-18,11,Rice,,East Carolina,W,terrance-garmon-1,1.0,20.0,0.0,1.0
Josh Gattis,2006-11-18,11,Wake Forest,,Virginia Tech,L,josh-gattis-1,1.0,0.0,0.0,1.0
William Gay,2006-11-18,10,Louisville,,South Florida,W,william-gay-1,1.0,0.0,0.0,2.0
De'Mon Glanton,2006-11-18,11,Mississippi State,,Arkansas,L,demon-glanton-1,1.0,10.0,0.0,
Troy Grosfield,2006-11-18,12,Indiana,@,Purdue,L,troy-grosfield-1,1.0,2.0,0.0,1.0
Will Gulley,2006-11-18,12,Houston,@,Memphis,W,will-gulley-1,2.0,17.0,0.0,2.0
Ashton Hall,2006-11-18,11,Marshall,,Texas-El Paso,W,ashton-hall-1,1.0,12.0,0.0,2.0
Marcus Hamilton,2006-11-18,11,Virginia,,Miami (FL),W,marcus-hamilton-1,1.0,14.0,0.0,1.0
Jonathan Hefney,2006-11-18,11,Tennessee,@,Vanderbilt,W,jonathan-hefney-1,1.0,29.0,0.0,1.0
Chris Houston,2006-11-18,11,Arkansas,@,Mississippi State,W,chris-houston-1,2.0,129.0,1.0,3.0
Jack Ikegwuonu,2006-11-18,12,Wisconsin,,Buffalo,W,jack-ikegwuonu-1,1.0,5.0,0.0,2.0
David Irons,2006-11-18,12,Auburn,@,Alabama,W,david-irons-1,1.0,0.0,0.0,3.0
Cameron Jensen,2006-11-18,11,Brigham Young,,New Mexico,W,cameron-jensen-1,1.0,0.0,0.0,1.0
Domonique Johnson,2006-11-18,11,Missouri,@,Iowa State,L,domonique-johnson-1,1.0,0.0,0.0,3.0
Djay Jones,2006-11-18,11,Georgia Tech,,Duke,W,djay-jones-1,1.0,0.0,0.0,1.0
Michael Klyce,2006-11-18,11,Arizona,@,Oregon,W,michael-klyce-1,2.0,22.0,0.0,2.0
Spencer Larsen,2006-11-18,11,Arizona,@,Oregon,W,spencer-larsen-1,1.0,0.0,0.0,2.0
Kevin Mannion,2006-11-18,12,Minnesota,,Iowa,W,kevin-mannion-1,2.0,22.0,0.0,3.0
Joshua Mauga,2006-11-18,11,Nevada,@,Louisiana Tech,W,joshua-mauga-1,1.0,11.0,0.0,1.0
Taylor Mays,2006-11-18,10,Southern California,,California,W,taylor-mays-1,1.0,0.0,0.0,1.0
Darcel McBath,2006-11-18,12,Texas Tech,,Oklahoma State,W,darcel-mcbath-1,1.0,28.0,0.0,1.0
Mozique McCurtis,2006-11-18,10,Southern California,,California,W,mozique-mccurtis-1,1.0,0.0,0.0,
Kiel McDonald,2006-11-18,11,Idaho,@,Fresno State,L,kiel-mcdonald-1,1.0,0.0,0.0,2.0
Miguel Merrick,2006-11-18,12,Iowa,@,Minnesota,L,miguel-merrick-1,1.0,2.0,0.0,1.0
Will Meyers,2006-11-18,12,Indiana,@,Purdue,L,will-meyers-1,2.0,37.0,0.0,2.0
Mike Mickens,2006-11-18,11,Cincinnati,,Rutgers,W,mike-mickens-1,2.0,0.0,0.0,6.0
Jeromy Miles,2006-11-18,11,Navy,,Temple,W,jeromy-miles-1,1.0,24.0,0.0,1.0
Joshua Moore,2006-11-18,12,Kansas State,@,Kansas,L,joshua-moore-1,1.0,0.0,0.0,1.0
Jordan Murray,2006-11-18,11,Army,@,Notre Dame,L,jordan-murray-1,1.0,22.0,0.0,1.0
Johnell Neal,2006-11-18,11,Central Florida,@,Tulane,L,johnell-neal-1,1.0,0.0,0.0,1.0
Mike Newton,2006-11-18,11,Buffalo,@,Wisconsin,L,mike-newton-1,1.0,0.0,0.0,1.0
Chris Page,2006-11-18,12,Temple,@,Navy,L,chris-page-1,1.0,11.0,0.0,
Ronnie Palmer,2006-11-18,11,Arizona,@,Oregon,W,ronnie-palmer-1,1.0,16.0,0.0,2.0
Pierre Parker,2006-11-18,11,East Carolina,@,Rice,L,pierre-parker-1,1.0,0.0,0.0,2.0
Jacob Patek,2006-11-18,11,Hawaii,,San Jose State,W,jacob-patek-1,1.0,31.0,0.0,1.0
Quinton Person,2006-11-18,11,North Carolina,,North Carolina State,W,quinton-person-1,1.0,0.0,0.0,1.0
Kelly Poppinga,2006-11-18,11,Brigham Young,,New Mexico,W,kelly-poppinga-1,1.0,33.0,0.0,1.0
Tracy Porter,2006-11-18,12,Indiana,@,Purdue,L,tracy-porter-1,1.0,11.0,0.0,1.0
Mario Reese,2006-11-18,12,Minnesota,,Iowa,W,mario-reese-1,1.0,5.0,0.0,1.0
Mike Richardson,2006-11-18,11,Notre Dame,,Army,W,mike-richardson-1,2.0,1.0,0.0,
Levance Richmond,2006-11-18,11,Southern Mississippi,,Alabama-Birmingham,W,levance-richmond-1,1.0,0.0,0.0,1.0
Kevin Sanders,2006-11-18,11,Alabama-Birmingham,@,Southern Mississippi,L,kevin-sanders-1,1.0,0.0,0.0,1.0
Mike Sherels,2006-11-18,12,Minnesota,,Iowa,W,mike-sherels-1,1.0,5.0,0.0,1.0
Jamie Silva,2006-11-18,11,Boston College,,Maryland,W,jamie-silva-1,1.0,0.0,0.0,1.0
Deangelo Smith,2006-11-18,11,Cincinnati,,Rutgers,W,deangelo-smith-1,1.0,84.0,1.0,2.0
Reggie Smith,2006-11-18,11,Oklahoma,@,Baylor,W,reggie-smith-1,2.0,94.0,1.0,5.0
C.J. Spillman,2006-11-18,11,Marshall,,Texas-El Paso,W,cj-spillman-1,1.0,0.0,0.0,2.0
Jay Staggs,2006-11-18,11,Nevada-Las Vegas,,Wyoming,L,jay-staggs-1,2.0,0.0,0.0,2.0
O.J. Swift,2006-11-18,11,New Mexico,@,Brigham Young,L,oj-swift-1,1.0,12.0,0.0,0.0
Marty Tadman,2006-11-18,11,Boise State,,Utah State,W,marty-tadman-1,1.0,7.0,0.0,1.0
Aqib Talib,2006-11-18,11,Kansas,,Kansas State,W,aqib-talib-1,1.0,23.0,0.0,3.0
John Talley,2006-11-18,11,Duke,@,Georgia Tech,L,john-talley-1,1.0,20.0,0.0,3.0
Kareen Taylor,2006-11-18,11,North Carolina,,North Carolina State,W,kareen-taylor-1,2.0,51.0,0.0,5.0
Dennis Thornton,2006-11-18,11,Marshall,,Texas-El Paso,W,dennis-thornton-1,1.0,28.0,0.0,1.0
Lawrence Timmons,2006-11-18,11,Florida State,,Western Michigan,W,lawrence-timmons-1,1.0,22.0,1.0,4.0
Darren Toney,2006-11-18,11,Arkansas State,@,Troy,W,darren-toney-1,1.0,43.0,0.0,
Rakine Toomes,2006-11-18,10,San Jose State,@,Hawaii,L,rakine-toomes-1,1.0,2.0,0.0,1.0
Dejuan Tribble,2006-11-18,11,Boston College,,Maryland,W,dejuan-tribble-1,1.0,42.0,1.0,1.0
Jason Venson,2006-11-18,11,Central Florida,@,Tulane,L,jason-venson-1,1.0,0.0,0.0,5.0
Jonathan Wade,2006-11-18,11,Tennessee,@,Vanderbilt,W,jonathan-wade-1,1.0,39.0,0.0,2.0
Shalamar Walker,2006-11-18,11,Louisiana Tech,,Nevada,L,shalamar-walker-1,1.0,0.0,0.0,2.0
Jeremiah Weatherspoon,2006-11-18,10,Florida International,,Louisiana,L,jeremiah-weatherspoon-1,1.0,24.0,0.0,1.0
Anthony Webb,2006-11-18,11,Kansas,,Kansas State,W,anthony-webb-1,2.0,42.0,1.0,3.0
John Wendling,2006-11-18,12,Wyoming,@,Nevada-Las Vegas,W,john-wendling-1,1.0,15.0,0.0,2.0
Marvin White,2006-11-18,10,Texas Christian,,San Diego State,W,marvin-white-1,1.0,11.0,0.0,1.0
Anthony Williams,2006-11-18,11,Cincinnati,,Rutgers,W,anthony-williams-1,1.0,4.0,0.0,1.0
Roger Williams,2006-11-18,11,Florida State,,Western Michigan,W,roger-williams-1,1.0,7.0,0.0,2.0
Jahi Word-Daniels,2006-11-18,11,Georgia Tech,,Duke,W,jahi-word-daniels-1,1.0,2.0,0.0,1.0
Barry Church,2006-11-21,12,Toledo,,Bowling Green State,W,barry-church-1,1.0,31.0,1.0,1.0
Glenn Sharpe,2006-11-23,12,Miami (FL),,Boston College,W,glenn-sharpe-1,1.0,0.0,0.0,4.0
Dejuan Tribble,2006-11-23,12,Boston College,@,Miami (FL),L,dejuan-tribble-1,3.0,30.0,1.0,3.0
Antonio Baker,2006-11-24,12,Louisiana Tech,,Fresno State,L,antonio-baker-1,1.0,0.0,0.0,1.0
Duan Bracey,2006-11-24,12,Eastern Michigan,,Northern Illinois,L,duan-bracey-1,2.0,32.0,0.0,4.0
Japhus Brown,2006-11-24,12,Texas A&M,@,Texas,W,japhus-brown-1,1.0,8.0,0.0,1.0
Wendell Brown,2006-11-24,12,Ball State,,Kent State,W,wendell-brown-1,1.0,0.0,0.0,1.0
Melvin Bullitt,2006-11-24,12,Texas A&M,@,Texas,W,melvin-bullitt-1,1.0,0.0,0.0,1.0
Joey Card,2006-11-24,12,Miami (OH),,Ohio,L,joey-card-1,1.0,27.0,0.0,4.0
Reggie Corner,2006-11-24,12,Akron,,Western Michigan,L,reggie-corner-1,1.0,38.0,0.0,1.0
Mark Dodge,2006-11-24,12,Texas A&M,@,Texas,W,mark-dodge-1,1.0,4.0,0.0,2.0
Derrick Doggett,2006-11-24,12,Oregon State,,Oregon,W,derrick-doggett-1,1.0,34.0,1.0,1.0
Victor Doman,2006-11-24,12,Central Michigan,@,Buffalo,W,victor-doman-1,1.0,0.0,0.0,1.0
Jameson Hartke,2006-11-24,12,Ohio,@,Miami (OH),W,jameson-hartke-1,1.0,21.0,0.0,1.0
Damon Jenkins,2006-11-24,11,Fresno State,@,Louisiana Tech,W,damon-jenkins-1,2.0,14.0,0.0,2.0
Andre Kirkland,2006-11-24,12,Kent State,@,Ball State,L,andre-kirkland-1,1.0,0.0,0.0,1.0
Laron Landry,2006-11-24,12,Louisiana State,@,Arkansas,W,laron-landry-1,1.0,23.0,0.0,2.0
Chris May,2006-11-24,12,Eastern Michigan,,Northern Illinois,L,chris-may-1,1.0,1.0,0.0,1.0
Cyril Obiozor,2006-11-24,12,Texas A&M,@,Texas,W,cyril-obiozor-1,1.0,0.0,0.0,
Keith Schultz,2006-11-24,12,Western Michigan,@,Akron,W,keith-schultz-1,1.0,0.0,0.0,1.0
Quinton Andrews,2006-11-25,11,West Virginia,,South Florida,L,quinton-andrews-1,1.0,0.0,0.0,1.0
Patrick Bailey,2006-11-25,12,Duke,,North Carolina,L,patrick-bailey-1,1.0,21.0,1.0,1.0
Courtney Bryan,2006-11-25,11,New Mexico State,@,Utah State,W,courtney-bryan-1,1.0,34.0,1.0,2.0
Jeremy Burnett,2006-11-25,12,South Florida,@,West Virginia,W,jeremy-burnett-1,1.0,0.0,0.0,1.0
Khayyam Burns,2006-11-25,12,Arkansas State,@,Louisiana,L,khayyam-burns-1,1.0,15.0,0.0,1.0
Steven Coleman,2006-11-25,11,Texas Christian,@,Colorado State,W,steven-coleman-1,1.0,0.0,0.0,1.0
Chris Felder,2006-11-25,12,Alabama-Birmingham,@,Central Florida,L,chris-felder-1,1.0,0.0,0.0,
Jeffrey Fitzgerald,2006-11-25,12,Virginia,@,Virginia Tech,L,jeffrey-fitzgerald-1,1.0,0.0,0.0,1.0
C.J. Gaddis,2006-11-25,12,Clemson,,South Carolina,L,cj-gaddis-1,1.0,0.0,0.0,2.0
Isaiah Gardner,2006-11-25,12,Maryland,,Wake Forest,L,isaiah-gardner-1,1.0,4.0,0.0,1.0
Terrance Garmon,2006-11-25,12,Rice,,Southern Methodist,W,terrance-garmon-1,1.0,0.0,0.0,1.0
William Gay,2006-11-25,11,Louisville,@,Pittsburgh,W,william-gay-1,1.0,3.0,0.0,3.0
Courtney Greene,2006-11-25,11,Rutgers,,Syracuse,W,courtney-greene-1,1.0,26.0,0.0,1.0
Tony Hawkins,2006-11-25,12,Southern Methodist,@,Rice,L,tony-hawkins-1,1.0,14.0,0.0,1.0
Nick Hawthrone,2006-11-25,12,Nevada,,Boise State,L,nick-hawthrone-1,1.0,45.0,1.0,1.0
Caleb Hendrix,2006-11-25,12,Southern Mississippi,,Marshall,W,caleb-hendrix-1,1.0,8.0,0.0,1.0
Jarvis Jackson,2006-11-25,12,Georgia,,Georgia Tech,W,jarvis-jackson-1,1.0,0.0,0.0,1.0
Greg James,2006-11-25,11,Louisiana-Monroe,,North Texas,W,greg-james-1,1.0,0.0,0.0,1.0
Domonique Johnson,2006-11-25,12,Missouri,,Kansas,W,domonique-johnson-1,1.0,13.0,0.0,1.0
Cody Kase,2006-11-25,12,New Mexico,,San Diego State,W,cody-kase-1,1.0,0.0,0.0,1.0
Michael Klyce,2006-11-25,12,Arizona,,Arizona State,L,michael-klyce-1,1.0,42.0,0.0,2.0
Danny Lansanah,2006-11-25,11,Connecticut,,Cincinnati,L,danny-lansanah-1,1.0,3.0,0.0,1.0
Trevor Laws,2006-11-25,12,Notre Dame,@,Southern California,L,trevor-laws-1,1.0,0.0,0.0,1.0
Adam Leonard,2006-11-25,12,Hawaii,,Purdue,W,adam-leonard-1,1.0,5.0,0.0,2.0
Gerard Lewis,2006-11-25,12,Hawaii,,Purdue,W,gerard-lewis-1,1.0,0.0,0.0,1.0
Blake Ligon,2006-11-25,12,New Mexico,,San Diego State,W,blake-ligon-1,1.0,24.0,1.0,1.0
Jonathan Lindley,2006-11-25,12,Southern Methodist,@,Rice,L,jonathan-lindley-1,1.0,0.0,0.0,1.0
Tremaine McCollum,2006-11-25,12,Florida,@,Florida State,W,tremaine-mccollum-1,1.0,1.0,0.0,1.0
Brandon McDonald,2006-11-25,12,Memphis,@,Texas-El Paso,W,brandon-mcdonald-1,2.0,11.0,0.0,2.0
Jock McKissic,2006-11-25,12,Clemson,,South Carolina,L,jock-mckissic-1,1.0,82.0,1.0,1.0
Dustin Mouzon,2006-11-25,12,Mississippi,,Mississippi State,W,dustin-mouzon-1,1.0,0.0,0.0,2.0
Reggie Nelson,2006-11-25,12,Florida,@,Florida State,W,reggie-nelson-1,1.0,0.0,0.0,2.0
Paul Oliver,2006-11-25,12,Georgia,,Georgia Tech,W,paul-oliver-1,1.0,0.0,0.0,4.0
Christopher Owens,2006-11-25,11,San Jose State,@,Idaho,W,christopher-owens-1,1.0,0.0,0.0,2.0
D.J. Parker,2006-11-25,12,Virginia Tech,,Virginia,W,dj-parker-1,1.0,10.0,0.0,3.0
Nathan Pepper,2006-11-25,12,South Carolina,@,Clemson,W,nathan-pepper-1,1.0,33.0,0.0,1.0
Troy Pindell,2006-11-25,12,Florida Atlantic,N,Florida International,W,troy-pindell-1,1.0,0.0,0.0,2.0
Justin Rainey,2006-11-25,12,Middle Tennessee State,,Troy,L,justin-rainey-1,1.0,29.0,0.0,1.0
Mike Richardson,2006-11-25,12,Notre Dame,@,Southern California,L,mike-richardson-1,1.0,0.0,0.0,1.0
Levance Richmond,2006-11-25,12,Southern Mississippi,,Marshall,W,levance-richmond-1,1.0,31.0,0.0,2.0
Kasey Ross,2006-11-25,12,East Carolina,@,North Carolina State,W,kasey-ross-1,1.0,0.0,0.0,1.0
Justin Scott,2006-11-25,13,Purdue,@,Hawaii,L,justin-scott-1,1.0,2.0,0.0,2.0
Gavin Smart,2006-11-25,11,Louisville,@,Pittsburgh,W,gavin-smart-1,2.0,20.0,0.0,2.0
Alphonso Smith,2006-11-25,12,Wake Forest,@,Maryland,W,alphonso-smith-1,2.0,16.0,0.0,3.0
Bencil Smith,2006-11-25,12,Rice,,Southern Methodist,W,bencil-smith-1,1.0,0.0,0.0,1.0
Chris Smith,2006-11-25,12,Idaho,,San Jose State,L,chris-smith-2,1.0,0.0,0.0,1.0
David Smith,2006-11-25,12,Arizona State,@,Arizona,W,david-smith-1,1.0,0.0,0.0,
Ryan Smith,2006-11-25,12,Florida,@,Florida State,W,ryan-smith-2,1.0,0.0,0.0,2.0
Torrey Stewart,2006-11-25,11,Texas Christian,@,Colorado State,W,torrey-stewart-1,1.0,0.0,0.0,1.0
Riley Swanson,2006-11-25,12,Wake Forest,@,Maryland,W,riley-swanson-1,1.0,30.0,0.0,2.0
Caleb Taylor,2006-11-25,12,Utah State,,New Mexico State,L,caleb-taylor-1,1.0,0.0,0.0,1.0
Kareen Taylor,2006-11-25,12,North Carolina,@,Duke,W,kareen-taylor-1,2.0,43.0,0.0,2.0
Christopher Vedder,2006-11-25,11,San Jose State,@,Idaho,W,christopher-vedder-1,1.0,7.0,0.0,2.0
Nick Watkins,2006-11-25,12,Clemson,,South Carolina,L,nick-watkins-1,1.0,0.0,0.0,1.0
Eric Wicks,2006-11-25,11,West Virginia,,South Florida,L,eric-wicks-1,1.0,32.0,0.0,2.0
Trae Williams,2006-11-25,12,South Florida,@,West Virginia,W,trae-williams-1,1.0,8.0,0.0,1.0
Deandre Wright,2006-11-25,12,New Mexico,,San Diego State,W,deandre-wright-1,1.0,0.0,0.0,1.0
David Lawrence,2006-11-30,13,Central Michigan,N,Ohio,W,david-lawrence-1,1.0,18.0,0.0,1.0
