Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Toby Gerhart,2008-08-28,1,Stanford,,Oregon State,W,19,147,7.7,2,toby-gerhart-1
John Goebel,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,9,62,6.9,1,john-goebel-1
Maurice Greer,2008-08-28,1,Troy,@,Middle Tennessee State,W,2,1,0.5,0,maurice-greer-1
Robert Griffin III,2008-08-28,1,Baylor,,Wake Forest,L,11,29,2.6,1,robert-griffin-iii-1
Dustin Grutza,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,10,33,3.3,1,dustin-grutza-1
Jamie Hampton,2008-08-28,1,Troy,@,Middle Tennessee State,W,11,41,3.7,1,jamie-hampton-1
Dujuan Harris,2008-08-28,1,Troy,@,Middle Tennessee State,W,19,148,7.8,2,dujuan-harris-1
Jacory Harris,2008-08-28,1,Miami (FL),,Charleston Southern,W,3,22,7.3,1,jacory-harris-1
Jason Harris,2008-08-28,1,Iowa State,,South Dakota State,W,8,78,9.8,1,jason-harris-1
Jared Hawkins,2008-08-28,1,Vanderbilt,@,Miami (OH),W,13,51,3.9,1,jared-hawkins-1
D.J. Hernandez,2008-08-28,1,Connecticut,,Hofstra,W,1,8,8.0,0,dj-hernandez-1
Justin Hoskins,2008-08-28,1,Central Michigan,,Eastern Illinois,W,8,41,5.1,0,justin-hoskins-1
Terrell Jackson,2008-08-28,1,Texas-El Paso,@,Buffalo,L,18,67,3.7,1,terrell-jackson-2
Javarris James,2008-08-28,1,Miami (FL),,Charleston Southern,W,12,73,6.1,1,javarris-james-1
Jerrel Jernigan,2008-08-28,1,Troy,@,Middle Tennessee State,W,1,2,2.0,0,jerrel-jernigan-1
Scott Johnson,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,9,79,8.8,0,scott-johnson-1
Jacoby Jones,2008-08-28,1,Baylor,,Wake Forest,L,3,17,5.7,1,jacoby-jones-1
Roddy Jones,2008-08-28,1,Georgia Tech,,Jacksonville State,W,3,61,20.3,1,roddy-jones-1
Quincy Kelly,2008-08-28,1,Georgia Tech,,Jacksonville State,W,5,11,2.2,0,quincy-kelly-1
Anthony Kimble,2008-08-28,1,Stanford,,Oregon State,W,18,49,2.7,0,anthony-kimble-1
Dan Lefevour,2008-08-28,1,Central Michigan,,Eastern Illinois,W,11,42,3.8,0,dan-lefevour-1
Miquale Lewis,2008-08-28,1,Ball State,,Northeastern,W,11,95,8.6,1,miquale-lewis-1
Tyler Lorenzen,2008-08-28,1,Connecticut,,Hofstra,W,2,22,11.0,0,tyler-lorenzen-1
Alex Loukas,2008-08-28,1,Stanford,,Oregon State,W,2,-3,-1.5,0,alex-loukas-1
Dante Love,2008-08-28,1,Ball State,,Northeastern,W,3,22,7.3,1,dante-love-1
Brian Maddox,2008-08-28,1,South Carolina,,North Carolina State,W,2,9,4.5,0,brian-maddox-1
Ryan McCants,2008-08-28,1,Oregon State,@,Stanford,L,4,11,2.8,0,ryan-mccants-1
Kyle McMahon,2008-08-28,1,Eastern Michigan,,Indiana State,W,4,14,3.5,0,kyle-mcmahon-1
Shawnbrey McNeal,2008-08-28,1,Miami (FL),,Charleston Southern,W,5,45,9.0,1,shawnbrey-mcneal-1
Thomas Merriweather,2008-08-28,1,Miami (OH),,Vanderbilt,L,10,59,5.9,0,thomas-merriweather-1
Gaston Miller,2008-08-28,1,Vanderbilt,@,Miami (OH),W,10,41,4.1,0,gaston-miller-1
Lyle Moevao,2008-08-28,1,Oregon State,@,Stanford,L,4,-30,-7.5,0,lyle-moevao-1
Josh Nesbitt,2008-08-28,1,Georgia Tech,,Jacksonville State,W,11,60,5.5,2,josh-nesbitt-1
Chris Nickson,2008-08-28,1,Vanderbilt,@,Miami (OH),W,20,166,8.3,2,chris-nickson-1
Briggs Orsbon,2008-08-28,1,Ball State,,Northeastern,W,1,0,0.0,0,briggs-orsbon-1
Embry Peeples,2008-08-28,1,Georgia Tech,,Jacksonville State,W,2,18,9.0,0,embry-peeples-1
Brandon Pendergrass,2008-08-28,1,Wake Forest,@,Baylor,W,14,34,2.4,1,brandon-pendergrass-1
Kyle Petersen,2008-08-28,1,Texas-El Paso,@,Buffalo,L,1,-13,-13.0,0,kyle-petersen-1
Tony Pike,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,3,-15,-5.0,0,tony-pike-1
Dwayne Priest,2008-08-28,1,Eastern Michigan,,Indiana State,W,8,39,4.9,2,dwayne-priest-1
Tavita Pritchard,2008-08-28,1,Stanford,,Oregon State,W,6,22,3.7,0,tavita-pritchard-1
Jacob Ramsey,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,9,34,3.8,0,jacob-ramsey-1
Taylor Rank,2008-08-28,1,South Carolina,,North Carolina State,W,14,36,2.6,1,taylor-rank-1
Daniel Raudabaugh,2008-08-28,1,Miami (OH),,Vanderbilt,L,6,-8,-1.3,0,daniel-raudabaugh-1
Alexander Robinson,2008-08-28,1,Iowa State,,South Dakota State,W,15,74,4.9,0,alexander-robinson-1
Jacquizz Rodgers,2008-08-28,1,Oregon State,@,Stanford,L,14,54,3.9,0,jacquizz-rodgers-1
James Rodgers,2008-08-28,1,Oregon State,@,Stanford,L,5,49,9.8,0,james-rodgers-1
Jamal Rogers,2008-08-28,1,Miami (OH),,Vanderbilt,L,2,32,16.0,0,jamal-rogers-1
Jeremy Sanders,2008-08-28,1,Baylor,,Wake Forest,L,1,2,2.0,0,jeremy-sanders-1
Marvon Sanders,2008-08-28,1,Eastern Michigan,,Indiana State,W,2,53,26.5,0,marvon-sanders-1
Jason Scales,2008-08-28,1,Iowa State,,South Dakota State,W,7,19,2.7,0,jason-scales-1
Andy Schmitt,2008-08-28,1,Eastern Michigan,,Indiana State,W,5,33,6.6,1,andy-schmitt-1
Jaybo Shaw,2008-08-28,1,Georgia Tech,,Jacksonville State,W,9,51,5.7,1,jaybo-shaw-1
Dominique Sherrer,2008-08-28,1,Eastern Michigan,,Indiana State,W,3,6,2.0,0,dominique-sherrer-1
Ray Sims,2008-08-28,1,Baylor,,Wake Forest,L,4,16,4.0,0,ray-sims-1
Riley Skinner,2008-08-28,1,Wake Forest,@,Baylor,W,7,9,1.3,0,riley-skinner-1
Cannon Smith,2008-08-28,1,Miami (FL),,Charleston Southern,W,1,2,2.0,0,cannon-smith-1
Greg Smith,2008-08-28,1,Georgia Tech,,Jacksonville State,W,3,14,4.7,0,greg-smith-1
Ontario Sneed,2008-08-28,1,Central Michigan,,Eastern Illinois,W,13,88,6.8,1,ontario-sneed-1
James Starks,2008-08-28,1,Buffalo,,Texas-El Paso,W,31,179,5.8,0,james-starks-1
Sammie Stroughter,2008-08-28,1,Oregon State,@,Stanford,L,1,2,2.0,0,sammie-stroughter-1
Cory Sykes,2008-08-28,1,Ball State,,Northeastern,W,6,31,5.2,1,cory-sykes-1
Phillip Tanner,2008-08-28,1,Middle Tennessee State,,Troy,L,16,61,3.8,1,phillip-tanner-1
Brandon Thermilus,2008-08-28,1,Buffalo,,Texas-El Paso,W,16,102,6.4,2,brandon-thermilus-1
James Thomas II,2008-08-28,1,Texas-El Paso,@,Buffalo,L,1,15,15.0,0,james-thomas-ii-1
Derron Thomas,2008-08-28,1,Miami (FL),,Charleston Southern,W,8,35,4.4,1,derron-thomas-1
Curtis Underwood,2008-08-28,1,North Carolina State,@,South Carolina,L,8,24,3.0,0,curtis-underwood-1
Trevor Vittatoe,2008-08-28,1,Texas-El Paso,@,Buffalo,L,3,-10,-3.3,0,trevor-vittatoe-1
Carl Volny,2008-08-28,1,Central Michigan,,Eastern Illinois,W,10,22,2.2,0,carl-volny-1
Sean Walker,2008-08-28,1,Vanderbilt,@,Miami (OH),W,2,26,13.0,0,sean-walker-1
C.J. Washington,2008-08-28,1,Wake Forest,@,Baylor,W,2,63,31.5,0,cj-washington-1
Marcus Waugh,2008-08-28,1,Cincinnati,,Eastern Kentucky,W,2,11,5.5,0,marcus-waugh-1
Corey Welch,2008-08-28,1,Eastern Michigan,,Indiana State,W,5,65,13.0,0,corey-welch-1
Rashaad White,2008-08-28,1,Ball State,,Northeastern,W,3,8,2.7,0,rashaad-white-1
Jason Williams,2008-08-28,1,Eastern Michigan,,Indiana State,W,2,28,14.0,1,jason-williams-2
Marshall Williams,2008-08-28,1,Wake Forest,@,Baylor,W,1,4,4.0,0,marshall-williams-1
Drew Willy,2008-08-28,1,Buffalo,,Texas-El Paso,W,2,-17,-8.5,0,drew-willy-1
Russell Wilson,2008-08-28,1,North Carolina State,@,South Carolina,L,4,7,1.8,0,russell-wilson-1
Ray Winkler,2008-08-28,1,Ball State,,Northeastern,W,1,11,11.0,0,ray-winkler-1
Kendall Wright,2008-08-28,1,Baylor,,Wake Forest,L,2,9,4.5,0,kendall-wright-1
Meme Wylie,2008-08-28,1,Connecticut,,Hofstra,W,6,23,3.8,0,meme-wylie-1
Bryson Carl,2008-08-29,1,Army,,Temple,L,3,17,5.7,0,bryson-carl-1
James Casey,2008-08-29,1,Rice,,Southern Methodist,W,9,47,5.2,1,james-casey-1
Chase Clement,2008-08-29,1,Rice,,Southern Methodist,W,13,87,6.7,0,chase-clement-2
Tony Dace,2008-08-29,1,Army,,Temple,L,6,40,6.7,1,tony-dace-1
Adam Dimichele,2008-08-29,1,Temple,@,Army,W,3,6,2.0,0,adam-dimichele-1
Geoffrey Hewitt,2008-08-29,1,Army,,Temple,L,3,23,7.7,0,geoffrey-hewitt-1
Joe Jones,2008-08-29,1,Temple,@,Army,W,2,2,1.0,0,joe-jones-1
Marcus Knox,2008-08-29,1,Rice,,Southern Methodist,W,5,25,5.0,0,marcus-knox-1
Marquise Liverpool,2008-08-29,1,Temple,@,Army,W,16,54,3.4,1,marquise-liverpool-1
Demyron Martin,2008-08-29,1,Southern Methodist,@,Rice,L,8,28,3.5,0,demyron-martin-1
Robert McClary,2008-08-29,1,Army,,Temple,L,2,11,5.5,0,robert-mcclary-1
Andrew McKinney,2008-08-29,1,Southern Methodist,@,Rice,L,3,10,3.3,0,andrew-mckinney-1
Wesley McMahand,2008-08-29,1,Army,,Temple,L,3,6,2.0,0,wesley-mcmahand-1
Patrick Mealy,2008-08-29,1,Army,,Temple,L,5,16,3.2,0,patrick-mealy-1
Bo Levi Mitchell,2008-08-29,1,Southern Methodist,@,Rice,L,3,-27,-9.0,0,bo-levi-mitchell-1
Collin Mooney,2008-08-29,1,Army,,Temple,L,26,81,3.1,0,collin-mooney-1
James Nixon,2008-08-29,1,Temple,@,Army,W,1,9,9.0,0,james-nixon-1
John Thomas Shepherd,2008-08-29,1,Rice,,Southern Methodist,W,1,1,1.0,0,john-thomas-shepherd-1
Ahkeem Smith,2008-08-29,1,Temple,@,Army,W,7,15,2.1,0,ahkeem-smith-1
Shane Turner,2008-08-29,1,Rice,,Southern Methodist,W,4,8,2.0,0,shane-turner-1
C.J. Ugokwe,2008-08-29,1,Rice,,Southern Methodist,W,12,40,3.3,0,cj-ugokwe-1
Carson Williams,2008-08-29,1,Army,,Temple,L,10,16,1.6,0,carson-williams-1
Joe Adams,2008-08-30,1,Arkansas,,Western Illinois,W,1,11,11.0,0,joe-adams-1
Tarrion Adams,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,12,63,5.3,2,tarrion-adams-1
Edner Alcin,2008-08-30,1,South Florida,,Tennessee-Martin,W,1,11,11.0,0,edner-alcin-1
Greg Alexander,2008-08-30,1,Hawaii,@,Florida,L,5,-29,-5.8,0,greg-alexander-1
Alex Allen,2008-08-30,1,Akron,@,Wisconsin,L,4,13,3.3,0,alex-allen-1
Remene Alston,2008-08-30,1,Oregon,,Washington,W,4,17,4.3,0,remene-alston-1
Justin Anderson,2008-08-30,1,Northern Illinois,@,Minnesota,L,13,34,2.6,1,justin-anderson-1
Shane Anderson,2008-08-30,1,Nevada,,Grambling State,W,2,-3,-1.5,0,shane-anderson-1
Keola Antolin,2008-08-30,1,Arizona,,Idaho,W,4,11,2.8,1,keola-antolin-1
Spencer Armstrong,2008-08-30,1,Air Force,,Southern Utah,W,2,34,17.0,0,spencer-armstrong-1
Reggie Arnold,2008-08-30,1,Arkansas State,@,Texas A&M,W,21,145,6.9,0,reggie-arnold-1
Zack Asack,2008-08-30,1,Duke,,James Madison,W,2,12,6.0,0,zack-asack-1
Quin Ashley,2008-08-30,1,Idaho,@,Arizona,L,2,4,2.0,0,quin-ashley-1
Matt Asiata,2008-08-30,1,Utah,@,Michigan,W,13,77,5.9,0,matt-asiata-1
Jeremy Avery,2008-08-30,1,Boise State,,Idaho State,W,8,40,5.0,0,jeremy-avery-1
C.J. Bacher,2008-08-30,1,Northwestern,,Syracuse,W,4,19,4.8,0,cj-bacher-1
Daniel Bailey,2008-08-30,1,Syracuse,@,Northwestern,L,1,2,2.0,0,daniel-bailey-1
Kama Bailey,2008-08-30,1,Idaho,@,Arizona,L,2,12,6.0,0,kama-bailey-1
Paul Baker,2008-08-30,1,New Mexico,,Texas Christian,L,5,19,3.8,0,paul-baker-1
Freddie Barnes,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,5,14,2.8,0,freddie-barnes-1
Ryan Bass,2008-08-30,1,Arizona State,,Northern Arizona,W,2,6,3.0,0,ryan-bass-1
Baron Batch,2008-08-30,1,Texas Tech,,Eastern Washington,W,5,40,8.0,1,baron-batch-1
Joe Bauserman,2008-08-30,1,Ohio State,,Youngstown State,W,2,9,4.5,0,joe-bauserman-1
Brandon Beachum,2008-08-30,1,Penn State,,Coastal Carolina,W,8,43,5.4,1,brandon-beachum-1
Bryce Beall,2008-08-30,1,Houston,,Southern,W,6,53,8.8,0,bryce-beall-1
Arrelious Benn,2008-08-30,1,Illinois,N,Missouri,L,1,-5,-5.0,0,arrelious-benn-1
Duane Bennett,2008-08-30,1,Minnesota,,Northern Illinois,W,18,92,5.1,2,duane-bennett-1
Taylor Bennett,2008-08-30,1,Louisiana Tech,,Mississippi State,W,3,5,1.7,0,taylor-bennett-2
Jahvid Best,2008-08-30,1,California,,Michigan State,W,24,111,4.6,1,jahvid-best-1
Tanyon Bissell,2008-08-30,1,Boise State,,Idaho State,W,2,46,23.0,0,tanyon-bissell-1
K.J. Black,2008-08-30,1,Western Kentucky,@,Indiana,L,15,47,3.1,0,kj-black-1
Steven Black,2008-08-30,1,Memphis,@,Mississippi,L,1,5,5.0,0,steven-black-1
Jeff Blanchard,2008-08-30,1,Florida Atlantic,@,Texas,L,2,2,1.0,0,jeff-blanchard-1
Legarrette Blount,2008-08-30,1,Oregon,,Washington,W,4,21,5.3,0,legarrette-blount-1
Todd Boeckman,2008-08-30,1,Ohio State,,Youngstown State,W,4,10,2.5,0,todd-boeckman-1
Brandon Bolden,2008-08-30,1,Mississippi,,Memphis,W,8,76,9.5,1,brandon-bolden-1
Greg Bolling,2008-08-30,1,Wyoming,,Ohio,W,2,7,3.5,0,greg-bolling-1
Marell Booker,2008-08-30,1,Western Kentucky,@,Indiana,L,5,6,1.2,0,marell-booker-1
Greg Boone,2008-08-30,1,Virginia Tech,N,East Carolina,L,3,4,1.3,0,greg-boone-1
Nick Booth,2008-08-30,1,Arizona,,Idaho,W,5,19,3.8,0,nick-booth-1
Diondre Borel,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,15,70,4.7,0,diondre-borel-1
Jacob Bower,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,3,20,6.7,0,jacob-bower-1
Allen Bradford,2008-08-30,1,Southern California,@,Virginia,W,9,41,4.6,1,allen-bradford-1
John Brantley,2008-08-30,1,Florida,,Hawaii,W,1,1,1.0,0,john-brantley-1
Curtis Brinkley,2008-08-30,1,Syracuse,@,Northwestern,L,9,49,5.4,1,curtis-brinkley-1
Dezmon Briscoe,2008-08-30,1,Kansas,,Florida International,W,1,5,5.0,0,dezmon-briscoe-1
Edward Britton,2008-08-30,1,Texas Tech,,Eastern Washington,W,1,9,9.0,0,edward-britton-1
Richie Brockel,2008-08-30,1,Boise State,,Idaho State,W,2,5,2.5,2,richie-brockel-1
Andy Brodell,2008-08-30,1,Iowa,,Maine,W,1,24,24.0,0,andy-brodell-1
Derrius Brooks,2008-08-30,1,Western Kentucky,@,Indiana,L,2,5,2.5,0,derrius-brooks-1
Carlos Brown,2008-08-30,1,Michigan,,Utah,L,1,4,4.0,0,carlos-brown-1
Chris Brown,2008-08-30,1,Oklahoma,,Chattanooga,W,14,63,4.5,3,chris-brown-4
Davon Brown,2008-08-30,1,San Diego State,,Cal Poly,L,1,2,2.0,0,davon-brown-1
Jarrett Brown,2008-08-30,1,West Virginia,,Villanova,W,1,9,9.0,0,jarrett-brown-1
Meco Brown,2008-08-30,1,Northern Illinois,@,Minnesota,L,4,11,2.8,0,meco-brown-1
Zach Brown,2008-08-30,1,Wisconsin,,Akron,W,15,87,5.8,1,zach-brown-3
Jeremy Bruce,2008-08-30,1,Akron,@,Wisconsin,L,2,12,6.0,0,jeremy-bruce-1
Jarod Bryant,2008-08-30,1,Navy,,Towson,W,17,75,4.4,1,jarod-bryant-1
Chris Bullock,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,7,44,6.3,0,chris-bullock-1
Trea Burgess,2008-08-30,1,Indiana,,Western Kentucky,W,2,6,3.0,0,trea-burgess-1
Travis Burkhalter,2008-08-30,1,Wyoming,,Ohio,W,1,6,6.0,0,travis-burkhalter-1
Kodi Burns,2008-08-30,1,Auburn,,Louisiana-Monroe,W,6,69,11.5,0,kodi-burns-1
Mark Cann,2008-08-30,1,Marshall,,Illinois State,W,5,10,2.0,0,mark-cann-1
Shawn Cannon,2008-08-30,1,South Florida,,Tennessee-Martin,W,2,5,2.5,0,shawn-cannon-1
Rudy Carpenter,2008-08-30,1,Arizona State,,Northern Arizona,W,5,40,8.0,0,rudy-carpenter-1
Wesley Carroll,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,2,4,2.0,0,wesley-carroll-1
Brent Carter,2008-08-30,1,Penn State,,Coastal Carolina,W,9,67,7.4,0,brent-carter-1
Delone Carter,2008-08-30,1,Syracuse,@,Northwestern,L,6,45,7.5,0,delone-carter-1
Brent Casteel,2008-08-30,1,Utah,@,Michigan,W,1,0,0.0,0,brent-casteel-1
Quentin Castille,2008-08-30,1,Nebraska,,Western Michigan,W,6,5,0.8,0,quentin-castille-1
Ben Chappell,2008-08-30,1,Indiana,,Western Kentucky,W,1,1,1.0,0,ben-chappell-1
Jason Chery,2008-08-30,1,Louisiana,@,Southern Mississippi,L,1,9,9.0,0,jason-chery-1
John Chiles,2008-08-30,1,Texas,,Florida Atlantic,W,4,3,0.8,0,john-chiles-1
Jake Christensen,2008-08-30,1,Iowa,,Maine,W,3,-1,-0.3,0,jake-christensen-1
Ryan Christian,2008-08-30,1,Texas Christian,@,New Mexico,W,11,40,3.6,0,ryan-christian-1
Montell Clanton,2008-08-30,1,Northern Illinois,@,Minnesota,L,5,17,3.4,0,montell-clanton-1
Asher Clark,2008-08-30,1,Air Force,,Southern Utah,W,5,21,4.2,0,asher-clark-1
Mike Clausen,2008-08-30,1,Nevada-Las Vegas,,Utah State,W,4,4,1.0,0,mike-clausen-1
Charles Clay,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,5,45,9.0,0,charles-clay-1
John Clay,2008-08-30,1,Wisconsin,,Akron,W,12,71,5.9,1,john-clay-1
Omar Clayton,2008-08-30,1,Nevada-Las Vegas,,Utah State,W,4,13,3.3,0,omar-clayton-1
Glen Coffee,2008-08-30,1,Alabama,N,Clemson,W,17,90,5.3,0,glen-coffee-1
Carson Coffman,2008-08-30,1,Kansas State,,North Texas,W,5,20,4.0,0,carson-coffman-1
Conredge Collins,2008-08-30,1,Pittsburgh,,Bowling Green State,L,1,7,7.0,0,conredge-collins-1
Omar Conteh,2008-08-30,1,Northwestern,,Syracuse,W,12,71,5.9,0,omar-conteh-1
Michael Coughlin,2008-08-30,1,Boise State,,Idaho State,W,3,8,2.7,0,michael-coughlin-1
Joe Cox,2008-08-30,1,Georgia,,Georgia Southern,W,1,3,3.0,0,joe-cox-1
Chris Crane,2008-08-30,1,Boston College,@,Kent State,W,7,47,6.7,2,chris-crane-1
Aaron Crawford,2008-08-30,1,Texas Tech,,Eastern Washington,W,3,11,3.7,1,aaron-crawford-1
Jocques Crawford,2008-08-30,1,Kansas,,Florida International,W,11,32,2.9,1,jocques-crawford-1
Ricky Crider,2008-08-30,1,Northern Illinois,@,Minnesota,L,1,0,0.0,0,ricky-crider-1
Dax Crum,2008-08-30,1,Wyoming,,Ohio,W,3,14,4.7,0,dax-crum-1
De'Anthony Curtis,2008-08-30,1,Arkansas,,Western Illinois,W,6,36,6.0,0,deanthony-curtis-1
Andy Dalton,2008-08-30,1,Texas Christian,@,New Mexico,W,17,56,3.3,2,andy-dalton-1
Chase Daniel,2008-08-30,1,Missouri,N,Illinois,W,9,46,5.1,0,chase-daniel-1
B.J. Daniels,2008-08-30,1,South Florida,,Tennessee-Martin,W,1,-8,-8.0,0,bj-daniels-1
Vince Davidson,2008-08-30,1,Ohio,@,Wyoming,L,2,6,3.0,0,vince-davidson-1
Austin Davis,2008-08-30,1,Southern Mississippi,,Louisiana,W,12,63,5.3,2,austin-davis-1
Brandon Davis,2008-08-30,1,Central Florida,,South Carolina State,W,2,7,3.5,0,brandon-davis-1
Derrick Davis,2008-08-30,1,Mississippi,,Memphis,W,3,17,5.7,0,derrick-davis-1
Enrique Davis,2008-08-30,1,Mississippi,,Memphis,W,6,24,4.0,1,enrique-davis-1
James Davis,2008-08-30,1,Clemson,N,Alabama,L,6,13,2.2,0,james-davis-1
Preston Davis,2008-08-30,1,Idaho,@,Arizona,L,1,6,6.0,0,preston-davis-1
Yonus Davis,2008-08-30,1,San Jose State,,California-Davis,W,7,26,3.7,0,yonus-davis-1
Zach Davis-Walker,2008-08-30,1,Indiana,,Western Kentucky,W,2,-2,-1.0,0,zach-davis-walker-1
Jeff Demps,2008-08-30,1,Florida,,Hawaii,W,2,76,38.0,1,jeff-demps-1
Michael Desormeaux,2008-08-30,1,Louisiana,@,Southern Mississippi,L,16,146,9.1,0,michael-desormeaux-1
Noel Devine,2008-08-30,1,West Virginia,,Villanova,W,9,47,5.2,0,noel-devine-1
J.J. Di Luigi,2008-08-30,1,Brigham Young,,Northern Iowa,W,1,2,2.0,0,jj-di-luigi-1
Casey Dick,2008-08-30,1,Arkansas,,Western Illinois,W,7,12,1.7,2,casey-dick-1
Anthony Dixon,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,18,91,5.1,0,anthony-dixon-1
Ricky Dobbs,2008-08-30,1,Navy,,Towson,W,5,56,11.2,0,ricky-dobbs-1
Logan Dold,2008-08-30,1,Kansas State,,North Texas,W,9,53,5.9,0,logan-dold-1
Bobby Doyle,2008-08-30,1,Navy,,Towson,W,1,7,7.0,0,bobby-doyle-1
Shaun Draughn,2008-08-30,1,North Carolina,,McNeese State,W,7,30,4.3,1,shaun-draughn-1
Christian Ducre,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,3,12,4.0,0,christian-ducre-1
Daniel Dufrene,2008-08-30,1,Illinois,N,Missouri,L,13,75,5.8,0,daniel-dufrene-1
Matt Dupre,2008-08-30,1,Louisiana,@,Southern Mississippi,L,5,17,3.4,0,matt-dupre-1
Cordera Eason,2008-08-30,1,Mississippi,,Memphis,W,10,32,3.2,0,cordera-eason-1
Julian Edelman,2008-08-30,1,Kent State,,Boston College,L,16,32,2.0,0,julian-edelman-1
Myles Eden,2008-08-30,1,San Jose State,,California-Davis,W,4,-7,-1.8,0,myles-eden-1
Diivory Edgecomb,2008-08-30,1,Florida Atlantic,@,Texas,L,4,19,4.8,0,diivory-edgecomb-1
Terrell Edwards,2008-08-30,1,Marshall,,Illinois State,W,2,48,24.0,1,terrell-edwards-1
Kirk Elsworth,2008-08-30,1,Western Michigan,@,Nebraska,L,2,3,1.5,0,kirk-elsworth-1
Nathan Enderle,2008-08-30,1,Idaho,@,Arizona,L,3,11,3.7,0,nathan-enderle-1
