Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Eugene Harris,2007-08-30,1,Miami (OH),@,Ball State,W,2,5,2.5,0,eugene-harris-1
Mario Henry,2007-08-30,1,Buffalo,@,Rutgers,L,1,6,6.0,0,mario-henry-1
Brian Hernandez,2007-08-30,1,Utah,@,Oregon State,L,6,68,11.3,0,brian-hernandez-1
Jacob Hester,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,10,10.0,0,jacob-hester-1
Darius Hill,2007-08-30,1,Ball State,,Miami (OH),L,4,79,19.8,0,darius-hill-1
Marty Humphrey,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,1,7,7.0,0,marty-humphrey-1
Jason Husband,2007-08-30,1,Mississippi State,,Louisiana State,L,1,26,26.0,0,jason-husband-1
Ernest Jackson,2007-08-30,1,Buffalo,@,Rutgers,L,3,37,12.3,0,ernest-jackson-1
Eugene Jarvis,2007-08-30,1,Kent State,@,Iowa State,W,3,19,6.3,0,eugene-jarvis-1
Chris Johnson,2007-08-30,1,Oregon State,,Utah,W,1,15,15.0,0,chris-johnson-3
Ian Johnson,2007-08-30,1,Boise State,,Weber State,W,1,11,11.0,0,ian-johnson-1
Trae Johnson,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,1,41,41.0,1,trae-johnson-1
Jeremy Jones,2007-08-30,1,Mississippi State,,Louisiana State,L,1,0,0.0,0,jeremy-jones-1
Scott Kuhn,2007-08-30,1,Louisville,,Murray State,W,2,35,17.5,0,scott-kuhn-1
Brandon Lafell,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,15,15.0,1,brandon-lafell-1
Aaron Lesue,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,1,27,27.0,0,aaron-lesue-1
Miquale Lewis,2007-08-30,1,Ball State,,Miami (OH),L,4,27,6.8,0,miquale-lewis-1
Lance Long,2007-08-30,1,Mississippi State,,Louisiana State,L,2,16,8.0,0,lance-long-1
Scott Long,2007-08-30,1,Louisville,,Murray State,W,2,21,10.5,0,scott-long-1
Dante Love,2007-08-30,1,Ball State,,Miami (OH),L,8,80,10.0,1,dante-love-1
Curtis Marsh,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,2,23,11.5,0,curtis-marsh-1
Jesse Meyer,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,2,42,21.0,0,jesse-meyer-1
Gabe Miller,2007-08-30,1,Oregon State,,Utah,W,1,10,10.0,0,gabe-miller-1
Chris Mitchell,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,16,16.0,0,chris-mitchell-1
Greg Moore,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,2,47,23.5,0,greg-moore-1
Shane Morales,2007-08-30,1,Oregon State,,Utah,W,1,7,7.0,0,shane-morales-1
Leneric Muldrow,2007-08-30,1,Kent State,@,Iowa State,W,1,42,42.0,1,leneric-muldrow-1
Brandon Murphy,2007-08-30,1,Miami (OH),@,Ball State,W,1,17,17.0,0,brandon-murphy-1
Wes Neiman,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,1,6,6.0,0,wes-neiman-1
Otis Nelson,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,1,6,6.0,0,otis-nelson-1
Chris O'Neill,2007-08-30,1,Boise State,,Weber State,W,1,23,23.0,0,chris-oneill-1
Vinny Perretta,2007-08-30,1,Boise State,,Weber State,W,1,2,2.0,0,vinny-perretta-1
Austin Pettis,2007-08-30,1,Boise State,,Weber State,W,2,11,5.5,0,austin-pettis-1
Ryan Putnam,2007-08-30,1,Boise State,,Weber State,W,1,6,6.0,0,ryan-putnam-1
Jesse Rack,2007-08-30,1,Buffalo,@,Rutgers,L,2,12,6.0,0,jesse-rack-1
Jacob Ramsey,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,1,3,3.0,0,jacob-ramsey-1
Ray Rice,2007-08-30,1,Rutgers,,Buffalo,W,2,21,10.5,0,ray-rice-1
Derrek Richards,2007-08-30,1,Utah,@,Oregon State,L,1,21,21.0,0,derrek-richards-1
Co-Eric Riley,2007-08-30,1,Mississippi State,,Louisiana State,L,1,0,0.0,0,co-eric-riley-1
Alexander Robinson,2007-08-30,1,Iowa State,,Kent State,L,1,5,5.0,0,alexander-robinson-1
Armand Robinson,2007-08-30,1,Miami (OH),@,Ball State,W,4,33,8.3,0,armand-robinson-1
Kevin Robinson,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,5,62,12.4,0,kevin-robinson-1
Darren Rogers,2007-08-30,1,Kent State,@,Iowa State,W,1,1,1.0,0,darren-rogers-1
Jamal Rogers,2007-08-30,1,Miami (OH),@,Ball State,W,1,12,12.0,0,jamal-rogers-1
Naaman Roosevelt,2007-08-30,1,Buffalo,@,Rutgers,L,1,-2,-2.0,0,naaman-roosevelt-1
Lagregory Sapp,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,3,23,7.7,1,lagregory-sapp-1
Chris Scharon,2007-08-30,1,Buffalo,@,Rutgers,L,1,2,2.0,0,chris-scharon-1
Charles Scott,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,11,11.0,1,charles-scott-1
Matthew Sieverson,2007-08-30,1,Oregon State,,Utah,W,1,10,10.0,0,matthew-sieverson-1
Tom Sitko,2007-08-30,1,Kent State,@,Iowa State,W,4,39,9.8,0,tom-sitko-1
Jamayel Smith,2007-08-30,1,Mississippi State,,Louisiana State,L,1,11,11.0,0,jamayel-smith-1
Sergio Spencer,2007-08-30,1,Louisville,,Murray State,W,1,47,47.0,0,sergio-spencer-1
Arnil Stallworth,2007-08-30,1,Mississippi State,,Louisiana State,L,3,33,11.0,0,arnil-stallworth-1
James Starks,2007-08-30,1,Buffalo,@,Rutgers,L,1,13,13.0,0,james-starks-1
Aaron Straiten,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,3,36,12.0,0,aaron-straiten-1
Aaron Stringfellow,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,2,32,16.0,0,aaron-stringfellow-1
R.J. Sumrall,2007-08-30,1,Iowa State,,Kent State,L,2,36,18.0,0,rj-sumrall-1
Brandon Thermilus,2007-08-30,1,Buffalo,@,Rutgers,L,4,37,9.3,0,brandon-thermilus-1
Dion Toliver,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,2,24,12.0,0,dion-toliver-1
Terrence Toliver,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,19,19.0,0,terrence-toliver-1
Tiquan Underwood,2007-08-30,1,Rutgers,,Buffalo,W,10,248,24.8,2,tiquan-underwood-1
Mario Urrutia,2007-08-30,1,Louisville,,Murray State,W,2,55,27.5,0,mario-urrutia-1
Alan Vanderink,2007-08-30,1,Kent State,@,Iowa State,W,1,4,4.0,0,alan-vanderink-1
A.J. Whitmore,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,1,15,15.0,1,aj-whitmore-1
Chris Williams,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,4,47,11.8,2,chris-williams-2
Jeremiah Williams,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,1,3,3.0,0,jeremiah-williams-1
Justin Williams,2007-08-30,1,Mississippi State,,Louisiana State,L,1,4,4.0,0,justin-williams-2
Ryan Wolfe,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,6,65,10.8,0,ryan-wolfe-1
Dustin Woods,2007-08-30,1,Miami (OH),@,Ball State,W,5,46,9.2,0,dustin-woods-1
Titus Young,2007-08-30,1,Boise State,,Weber State,W,1,53,53.0,1,titus-young-1
Kenneth Zacharie,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,1,4,4.0,0,kenneth-zacharie-1
Kevin Armstrong,2007-08-31,1,Temple,,Navy,L,5,45,9.0,0,kevin-armstrong-1
Matt Balasavage,2007-08-31,1,Temple,,Navy,L,1,23,23.0,1,matt-balasavage-1
Curtis Brinkley,2007-08-31,1,Syracuse,,Washington,L,4,63,15.8,0,curtis-brinkley-1
Michael Campbell,2007-08-31,1,Temple,,Navy,L,1,10,10.0,0,michael-campbell-1
Reggie Campbell,2007-08-31,1,Navy,@,Temple,W,1,20,20.0,0,reggie-campbell-1
Paul Chiara,2007-08-31,1,Syracuse,,Washington,L,1,3,3.0,0,paul-chiara-1
Dy'Onne Crudup,2007-08-31,1,Temple,,Navy,L,4,32,8.0,0,dyonne-crudup-1
Bruce Francis,2007-08-31,1,Temple,,Navy,L,1,19,19.0,0,bruce-francis-1
Marcellous Grigsby,2007-08-31,1,Temple,,Navy,L,1,11,11.0,0,marcellous-grigsby-1
Jason Harper,2007-08-31,1,Temple,,Navy,L,4,23,5.8,0,jason-harper-1
Robert Lewis,2007-08-31,1,Washington,@,Syracuse,W,2,26,13.0,0,robert-lewis-1
Lavar Lobdell,2007-08-31,1,Syracuse,,Washington,L,1,9,9.0,0,lavar-lobdell-1
Steve Maneri,2007-08-31,1,Temple,,Navy,L,1,6,6.0,0,steve-maneri-1
Rice Moss,2007-08-31,1,Syracuse,,Washington,L,1,13,13.0,0,rice-moss-1
Jawad Nesheiwat,2007-08-31,1,Syracuse,,Washington,L,1,15,15.0,0,jawad-nesheiwat-1
Mike Owen,2007-08-31,1,Syracuse,,Washington,L,2,15,7.5,0,mike-owen-1
Louis Rankin,2007-08-31,1,Washington,@,Syracuse,W,2,10,5.0,0,louis-rankin-1
Marcel Reece,2007-08-31,1,Washington,@,Syracuse,W,4,50,12.5,0,marcel-reece-1
Daryl Robinson,2007-08-31,1,Temple,,Navy,L,2,26,13.0,1,daryl-robinson-2
Anthony Russo,2007-08-31,1,Washington,@,Syracuse,W,5,49,9.8,0,anthony-russo-1
Jeremy Sellers,2007-08-31,1,Syracuse,,Washington,L,1,4,4.0,0,jeremy-sellers-1
Travis Shelton,2007-08-31,1,Temple,,Navy,L,1,4,4.0,0,travis-shelton-1
Zerbin Singleton,2007-08-31,1,Navy,@,Temple,W,1,21,21.0,0,zerbin-singleton-1
Derrell Smith,2007-08-31,1,Syracuse,,Washington,L,1,9,9.0,0,derrell-smith-1
Taj Smith,2007-08-31,1,Syracuse,,Washington,L,5,33,6.6,0,taj-smith-1
Shun White,2007-08-31,1,Navy,@,Temple,W,1,37,37.0,0,shun-white-1
Corey Williams,2007-08-31,1,Washington,@,Syracuse,W,2,7,3.5,0,corey-williams-1
Mike Williams,2007-08-31,1,Syracuse,,Washington,L,3,35,11.7,1,mike-williams-4
Kyle Adams,2007-09-01,1,Purdue,@,Toledo,W,2,37,18.5,1,kyle-adams-1
Kamar Aiken,2007-09-01,1,Central Florida,@,North Carolina State,W,1,4,4.0,0,kamar-aiken-1
Justin Akers,2007-09-01,1,Baylor,@,Texas Christian,L,3,36,12.0,0,justin-akers-1
Chris Alexander,2007-09-01,1,Texas A&M,,Montana State,W,1,8,8.0,0,chris-alexander-1
Danario Alexander,2007-09-01,1,Missouri,N,Illinois,W,9,82,9.1,0,danario-alexander-1
Earl Alexander,2007-09-01,1,Alabama,,Western Carolina,W,4,40,10.0,0,earl-alexander-1
Alex Allen,2007-09-01,1,Akron,,Army,W,1,17,17.0,0,alex-allen-1
Armando Allen,2007-09-01,1,Notre Dame,,Georgia Tech,L,1,1,1.0,0,armando-allen-1
John Allen,2007-09-01,1,Toledo,,Purdue,L,2,10,5.0,0,john-allen-1
Josh Allen,2007-09-01,1,Troy,@,Arkansas,L,1,13,13.0,0,josh-allen-2
Matt Allen,2007-09-01,1,Brigham Young,,Arizona,W,1,1,1.0,0,matt-allen-1
Anthony Alridge,2007-09-01,1,Houston,@,Oregon,L,3,88,29.3,1,anthony-alridge-1
Andre Anderson,2007-09-01,1,Michigan State,,Alabama-Birmingham,W,1,-5,-5.0,0,andre-anderson-1
Bryan Anderson,2007-09-01,1,Central Michigan,@,Kansas,L,7,62,8.9,1,bryan-anderson-1
Corey Anderson,2007-09-01,1,Army,@,Akron,L,2,15,7.5,0,corey-anderson-2
Jeffery Anderson,2007-09-01,1,Alabama-Birmingham,@,Michigan State,L,1,13,13.0,0,jeffery-anderson-1
Jeshua Anderson,2007-09-01,1,Washington State,@,Wisconsin,L,1,6,6.0,0,jeshua-anderson-1
Joe Anderson,2007-09-01,1,Louisiana Tech,,Central Arkansas,W,3,13,4.3,0,joe-anderson-1
Justin Anderson,2007-09-01,1,Northern Illinois,,Iowa,L,5,27,5.4,0,justin-anderson-1
Micah Andrews,2007-09-01,1,Wake Forest,@,Boston College,L,5,24,4.8,0,micah-andrews-1
Reggie Arnold,2007-09-01,1,Arkansas State,@,Texas,L,2,27,13.5,0,reggie-arnold-1
Adrian Arrington,2007-09-01,1,Michigan,,Appalachian State,L,4,52,13.0,0,adrian-arrington-1
Jabari Arthur,2007-09-01,1,Akron,,Army,W,11,125,11.4,1,jabari-arthur-1
Kenneth Atkins,2007-09-01,1,Houston,@,Oregon,L,1,5,5.0,0,kenneth-atkins-1
David Ausberry,2007-09-01,1,Southern California,,Idaho,W,5,46,9.2,0,david-ausberry-1
Terrence Austin,2007-09-01,1,UCLA,@,Stanford,W,1,22,22.0,0,terrence-austin-1
Donnie Avery,2007-09-01,1,Houston,@,Oregon,L,6,66,11.0,0,donnie-avery-1
James Bailey,2007-09-01,1,Indiana,,Indiana State,W,2,22,11.0,0,james-bailey-1
Sean Bailey,2007-09-01,1,Georgia,,Oklahoma State,W,5,87,17.4,0,sean-bailey-1
Aaron Bain,2007-09-01,1,Hawaii,,Northern Colorado,W,1,20,20.0,0,aaron-bain-1
Mikail Baker,2007-09-01,1,Baylor,@,Texas Christian,L,4,47,11.8,0,mikail-baker-1
Paul Baker,2007-09-01,1,New Mexico,@,Texas-El Paso,L,1,8,8.0,0,paul-baker-1
Toney Baker,2007-09-01,1,North Carolina State,,Central Florida,L,3,38,12.7,0,toney-baker-1
Doug Baldwin,2007-09-01,1,Stanford,,UCLA,L,1,6,6.0,0,doug-baldwin-1
Lance Ball,2007-09-01,1,Maryland,,Villanova,W,3,20,6.7,0,lance-ball-1
Jake Ballard,2007-09-01,1,Ohio State,,Youngstown State,W,1,11,11.0,0,jake-ballard-1
Gary Banks,2007-09-01,1,Troy,@,Arkansas,L,5,66,13.2,0,gary-banks-1
Freddie Barnes,2007-09-01,1,Bowling Green State,@,Minnesota,W,6,99,16.5,0,freddie-barnes-1
Philip Beck,2007-09-01,1,Louisiana Tech,,Central Arkansas,W,2,12,6.0,0,philip-beck-1
Travis Beckum,2007-09-01,1,Wisconsin,,Washington State,W,6,49,8.2,0,travis-beckum-1
Patrick Bedics,2007-09-01,1,North Carolina State,,Central Florida,L,2,13,6.5,1,patrick-bedics-1
Chris Bell,2007-09-01,1,Penn State,,Florida International,W,1,8,8.0,0,chris-bell-1
Kahlil Bell,2007-09-01,1,UCLA,@,Stanford,W,1,-1,-1.0,0,kahlil-bell-1
Kyle Bell,2007-09-01,1,Colorado State,N,Colorado,L,2,16,8.0,0,kyle-bell-1
Arrelious Benn,2007-09-01,1,Illinois,N,Missouri,L,5,74,14.8,0,arrelious-benn-1
Duane Bennett,2007-09-01,1,Minnesota,,Bowling Green State,L,1,6,6.0,0,duane-bennett-1
Earl Bennett,2007-09-01,1,Vanderbilt,,Richmond,W,13,223,17.2,3,earl-bennett-1
Martellus Bennett,2007-09-01,1,Texas A&M,,Montana State,W,3,33,11.0,0,martellus-bennett-1
Davone Bess,2007-09-01,1,Hawaii,,Northern Colorado,W,7,54,7.7,2,davone-bess-1
Wade Betschart,2007-09-01,1,Wyoming,,Virginia,W,4,26,6.5,0,wade-betschart-1
Steven Black,2007-09-01,1,Memphis,,Mississippi,L,3,38,12.7,0,steven-black-1
Darrell Blackman,2007-09-01,1,North Carolina State,,Central Florida,L,3,36,12.0,0,darrell-blackman-1
Ken Bohnet,2007-09-01,1,Eastern Michigan,@,Pittsburgh,L,1,4,4.0,0,ken-bohnet-1
Demir Boldin,2007-09-01,1,Wake Forest,@,Boston College,L,1,14,14.0,0,demir-boldin-1
Greg Bolling,2007-09-01,1,Wyoming,,Virginia,W,5,43,8.6,1,greg-bolling-1
Chris Bonner,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,2,32,16.0,0,chris-bonner-1
Donald Bowens,2007-09-01,1,North Carolina State,,Central Florida,L,2,28,14.0,1,donald-bowens-1
Adarius Bowman,2007-09-01,1,Oklahoma State,@,Georgia,L,4,65,16.3,1,adarius-bowman-1
Andy Boyd,2007-09-01,1,South Carolina,,Louisiana,W,3,48,16.0,1,andy-boyd-1
Cory Boyd,2007-09-01,1,South Carolina,,Louisiana,W,4,33,8.3,0,cory-boyd-1
Travis Boyd,2007-09-01,1,Troy,@,Arkansas,L,1,14,14.0,0,travis-boyd-1
Re'quan Boyette,2007-09-01,1,Duke,,Connecticut,L,1,6,6.0,0,requan-boyette-1
Justin Boyle,2007-09-01,1,Duke,,Connecticut,L,3,16,5.3,0,justin-boyle-1
Mark Bradford,2007-09-01,1,Stanford,,UCLA,L,3,21,7.0,0,mark-bradford-1
Brandon Breazell,2007-09-01,1,UCLA,@,Stanford,W,6,111,18.5,1,brandon-breazell-1
Chip Brinkman,2007-09-01,1,Wake Forest,@,Boston College,L,5,30,6.0,0,chip-brinkman-1
Dezmon Briscoe,2007-09-01,1,Kansas,,Central Michigan,W,1,16,16.0,1,dezmon-briscoe-1
Josh Briscoe,2007-09-01,1,Tennessee,@,California,L,6,39,6.5,0,josh-briscoe-1
Jeremy Broadway,2007-09-01,1,Oklahoma State,@,Georgia,L,1,11,11.0,0,jeremy-broadway-1
Marcus Brock,2007-09-01,1,Texas Christian,,Baylor,W,5,47,9.4,0,marcus-brock-1
Andy Brodell,2007-09-01,1,Iowa,@,Northern Illinois,W,2,18,9.0,0,andy-brodell-1
A.J. Brooks,2007-09-01,1,Boston College,,Wake Forest,W,2,25,12.5,0,aj-brooks-1
Chris Brooks,2007-09-01,1,Nebraska,,Nevada,W,1,4,4.0,0,chris-brooks-1
Duane Brooks,2007-09-01,1,Central Michigan,@,Kansas,L,1,13,13.0,0,duane-brooks-1
Steve Brouse,2007-09-01,1,Connecticut,@,Duke,W,2,15,7.5,1,steve-brouse-1
Aaron Brown,2007-09-01,1,Texas Christian,,Baylor,W,1,5,5.0,0,aaron-brown-2
Andre Brown,2007-09-01,1,North Carolina State,,Central Florida,L,3,14,4.7,0,andre-brown-1
Antonio Brown,2007-09-01,1,Central Michigan,@,Kansas,L,4,23,5.8,0,antonio-brown-1
Chris Brown,2007-09-01,1,Tennessee,@,California,L,7,54,7.7,2,chris-brown-5
Donald Brown,2007-09-01,1,Connecticut,@,Duke,W,2,6,3.0,0,donald-brown-1
Freddie Brown,2007-09-01,1,South Carolina,,Louisiana,W,2,18,9.0,0,freddie-brown-1
Moe Brown,2007-09-01,1,South Carolina,,Louisiana,W,1,17,17.0,0,moe-brown-1
Pierre Brown,2007-09-01,1,Texas A&M,,Montana State,W,1,6,6.0,0,pierre-brown-2
Preston Brown,2007-09-01,1,Arkansas State,@,Texas,L,5,48,9.6,0,preston-brown-1
Thomas Brown,2007-09-01,1,Georgia,,Oklahoma State,W,1,7,7.0,0,thomas-brown-1
Travis Brown,2007-09-01,1,New Mexico,@,Texas-El Paso,L,5,25,5.0,0,travis-brown-2
De'Angelo Bryant,2007-09-01,1,Wake Forest,@,Boston College,L,1,2,2.0,0,deangelo-bryant-1
Dez Bryant,2007-09-01,1,Oklahoma State,@,Georgia,L,1,8,8.0,0,dez-bryant-1
Dorien Bryant,2007-09-01,1,Purdue,@,Toledo,W,2,12,6.0,0,dorien-bryant-1
Jamar Bryant,2007-09-01,1,East Carolina,@,Virginia Tech,L,4,20,5.0,0,jamar-bryant-1
Walter Bryant,2007-09-01,1,Texas Christian,,Baylor,W,2,11,5.5,0,walter-bryant-1
Chris Bullock,2007-09-01,1,Bowling Green State,@,Minnesota,W,2,9,4.5,0,chris-bullock-1
Michael Bumpus,2007-09-01,1,Washington State,@,Wisconsin,L,4,37,9.3,0,michael-bumpus-1
Trea Burgess,2007-09-01,1,Indiana,,Indiana State,W,1,14,14.0,0,trea-burgess-1
Keenan Burton,2007-09-01,1,Kentucky,,Eastern Kentucky,W,5,49,9.8,1,keenan-burton-1
Deon Butler,2007-09-01,1,Penn State,,Florida International,W,3,66,22.0,0,deon-butler-1
Nate Byham,2007-09-01,1,Pittsburgh,,Eastern Michigan,W,3,19,6.3,0,nate-byham-1
Andre Caldwell,2007-09-01,1,Florida,,Western Kentucky,W,3,103,34.3,0,andre-caldwell-1
Duke Calhoun,2007-09-01,1,Memphis,,Mississippi,L,10,87,8.7,1,duke-calhoun-1
Andre Callender,2007-09-01,1,Boston College,,Wake Forest,W,2,19,9.5,0,andre-callender-1
J.T. Callier,2007-09-01,1,San Jose State,@,Arizona State,L,2,19,9.5,0,jt-callier-1
Michael Cannon,2007-09-01,1,Middle Tennessee State,@,Florida Atlantic,L,3,34,11.3,0,michael-cannon-1
John Carlson,2007-09-01,1,Notre Dame,,Georgia Tech,L,3,29,9.7,0,john-carlson-1
David Carter,2007-09-01,1,Ohio,,Gardner-Webb,W,2,44,22.0,0,david-carter-1
Kenny Cattouse,2007-09-01,1,Troy,@,Arkansas,L,2,33,16.5,0,kenny-cattouse-1
Kevin Challenger,2007-09-01,1,Boston College,,Wake Forest,W,5,59,11.8,1,kevin-challenger-1
Hugh Charles,2007-09-01,1,Colorado,N,Colorado State,W,1,15,15.0,0,hugh-charles-1
Zach Charles,2007-09-01,1,Bowling Green State,@,Minnesota,W,7,52,7.4,0,zach-charles-1
Jason Chery,2007-09-01,1,Louisiana,@,South Carolina,L,1,1,1.0,0,jason-chery-1
Raphael Chestnut,2007-09-01,1,Duke,,Connecticut,L,2,19,9.5,0,raphael-chestnut-1
Stephen Chicola,2007-09-01,1,Middle Tennessee State,@,Florida Atlantic,L,1,14,14.0,0,stephen-chicola-1
Tashard Choice,2007-09-01,1,Georgia Tech,@,Notre Dame,W,3,22,7.3,0,tashard-choice-1
Alonzo Chopp,2007-09-01,1,Hawaii,,Northern Colorado,W,2,21,10.5,0,alonzo-chopp-1
Ryan Christian,2007-09-01,1,Texas Christian,,Baylor,W,2,5,2.5,0,ryan-christian-1
