Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Trajan Bandy,2019-08-24,1,Miami (FL),N,Florida,L,0,0,0,1,trajan-bandy-1
Justin Belknap,2019-08-24,1,Arizona,@,Hawaii,L,0,0,0,1,justin-belknap-1
Lorenzo Burns,2019-08-24,1,Arizona,@,Hawaii,L,1,14,0,1,lorenzo-burns-1
Zachary Carter,2019-08-24,1,Florida,N,Miami (FL),W,0,0,0,1,zachary-carter-1
Shawn Davis,2019-08-24,1,Florida,N,Miami (FL),W,0,0,0,1,shawn-davis-3
Rojesterman Farris II,2019-08-24,1,Hawaii,,Arizona,W,0,0,0,2,rojesterman-farris-ii-1
Eugene Ford,2019-08-24,1,Hawaii,,Arizona,W,0,0,0,1,eugene-ford-1
Gilbert Frierson,2019-08-24,1,Miami (FL),N,Florida,L,0,0,0,1,gilbert-frierson-1
C.J. Henderson,2019-08-24,1,Florida,N,Miami (FL),W,0,0,0,1,cj-henderson-1
Kalen Hicks,2019-08-24,1,Hawaii,,Arizona,W,0,0,0,1,kalen-hicks-1
Ventrell Miller,2019-08-24,1,Florida,N,Miami (FL),W,0,0,0,1,ventrell-miller-1
Christian Roland-Wallace,2019-08-24,1,Arizona,@,Hawaii,L,0,0,0,1,christian-roland-wallace-1
Blessman Ta'ala,2019-08-24,1,Hawaii,,Arizona,W,0,0,0,1,blessman-taala-1
Jace Whittaker,2019-08-24,1,Arizona,@,Hawaii,L,2,17,0,1,jace-whittaker-1
Omari Alexander,2019-08-29,1,Western Kentucky,,Central Arkansas,L,0,0,0,1,omari-alexander-1
Nick Anderson,2019-08-29,1,Tulane,,Florida International,W,0,0,0,1,nick-anderson-3
Zayne Anderson,2019-08-29,1,Brigham Young,,Utah,L,0,0,0,1,zayne-anderson-1
Krys Barnes,2019-08-29,1,UCLA,@,Cincinnati,L,0,0,0,1,krys-barnes-1
Julian Blackmon,2019-08-29,1,Utah,@,Brigham Young,W,1,39,1,1,julian-blackmon-1
Stephan Blaylock,2019-08-29,1,UCLA,@,Cincinnati,L,0,0,0,1,stephan-blaylock-1
Larry Brooks,2019-08-29,1,Tulane,,Florida International,W,0,0,0,1,larry-brooks-3
Brandon Brown,2019-08-29,1,Central Michigan,,Albany,W,0,0,0,1,brandon-brown-8
Isaiah Brown,2019-08-29,1,Florida International,@,Tulane,L,0,0,0,1,isaiah-brown-2
Troy Brown,2019-08-29,1,Central Michigan,,Albany,W,0,0,0,1,troy-brown-2
Coby Bryant,2019-08-29,1,Cincinnati,,UCLA,W,0,0,0,1,coby-bryant-1
Terrell Burgess,2019-08-29,1,Utah,@,Brigham Young,W,0,0,0,1,terrell-burgess-1
Macon Clark,2019-08-29,1,Tulane,,Florida International,W,0,0,0,1,macon-clark-1
Markeveon Coleman,2019-08-29,1,Texas State,@,Texas A&M,L,0,0,0,1,markeveon-coleman-1
Antwan Collier,2019-08-29,1,Central Florida,,Florida A&M,W,0,0,0,1,antwan-collier-1
Aashari Crosswell,2019-08-29,1,Arizona State,,Kent State,W,0,0,0,1,aashari-crosswell-1
Rishard Dames,2019-08-29,1,Florida International,@,Tulane,L,0,0,0,1,rishard-dames-1
Coney Durr,2019-08-29,1,Minnesota,,South Dakota State,W,0,0,0,2,coney-durr-1
Roney Elam,2019-08-29,1,Texas A&M,,Texas State,W,1,24,0,2,roney-elam-1
Brandon Ezell,2019-08-29,1,San Jose State,,Northern Colorado,W,0,0,0,2,brandon-ezell-1
Nico Ezidore,2019-08-29,1,Texas State,@,Texas A&M,L,0,0,0,1,nico-ezidore-1
Omar Fortt,2019-08-29,1,Connecticut,,Wagner,W,0,0,0,1,omar-fortt-1
Marquavis Gibbs,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,0,0,0,1,marquavis-gibbs-1
Willie Harts,2019-08-29,1,Arizona State,,Kent State,W,0,0,0,1,willie-harts-1
Jaquan Henderson,2019-08-29,1,Georgia Tech,@,Clemson,L,0,0,0,1,jaquan-henderson-1
Tahj Herring-Wilson,2019-08-29,1,Connecticut,,Wagner,W,0,0,0,1,tahj-herring-wilson-1
Tyrone Hill,2019-08-29,1,Buffalo,,,W,0,0,0,1,tyrone-hill-1
Jordan Howden,2019-08-29,1,Minnesota,,South Dakota State,W,0,0,0,2,jordan-howden-1
Jaylon Johnson,2019-08-29,1,Utah,@,Brigham Young,W,0,0,0,1,jaylon-johnson-1
Sheridan Jones,2019-08-29,1,Clemson,,Georgia Tech,W,0,0,0,1,sheridan-jones-1
Chris Joyce,2019-08-29,1,Tulane,,Florida International,W,0,0,0,1,chris-joyce-1
Isaiah Kaufusi,2019-08-29,1,Brigham Young,,Utah,L,0,0,0,1,isaiah-kaufusi-1
Thakarius Keyes,2019-08-29,1,Tulane,,Florida International,W,1,0,0,1,thakarius-keyes-1
Tareke Lewis,2019-08-29,1,Utah,@,Brigham Young,W,0,0,0,1,tareke-lewis-1
Kejuan Markham,2019-08-29,1,Arizona State,,Kent State,W,0,0,0,1,kejuan-markham-1
Luke Martin,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,0,0,0,1,luke-martin-2
Jerry McBride III,2019-08-29,1,Bowling Green State,,Morgan State,W,0,0,0,1,jerry-mcbride-iii-1
Eric Mitchell,2019-08-29,1,Central Florida,,Florida A&M,W,0,0,0,1,eric-mitchell-2
