Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Kenneth Ruff,2018-08-31,1,Syracuse,@,Western Michigan,W,2,41,20.5,0,kenneth-ruff-1
Cameron Scarlett,2018-08-31,1,Stanford,,San Diego State,W,1,20,20.0,0,cameron-scarlett-1
Savon Scarver,2018-08-31,1,Utah State,@,Michigan State,L,2,48,24.0,0,savon-scarver-1
Darrell Stewart Jr.,2018-08-31,1,Michigan State,,Utah State,W,1,26,26.0,0,darrell-stewart-jr-1
Dontae Strickland,2018-08-31,1,Syracuse,@,Western Michigan,W,1,23,23.0,0,dontae-strickland-2
Kell Walker,2018-08-31,1,Army,@,Duke,L,1,14,14.0,0,kell-walker-1
Juwan Washington,2018-08-31,1,San Diego State,@,Stanford,L,1,27,27.0,0,juwan-washington-1
Jaylond Adams,2018-09-01,1,Southern Mississippi,,Jackson State,W,1,34,34.0,0,jaylond-adams-1
Jarion Anderson,2018-09-01,1,Tulsa,,Central Arkansas,W,1,0,0.0,0,jarion-anderson-1
Steven Anderson,2018-09-01,1,Southern Mississippi,,Jackson State,W,1,19,19.0,0,steven-anderson-1
Deangleo Antoine,2018-09-01,1,South Florida,,Elon,W,1,11,11.0,0,deangleo-antoine-1
Jafar Armstrong,2018-09-01,1,Notre Dame,,Michigan,W,1,20,20.0,0,jafar-armstrong-1
Justice Augafa,2018-09-01,2,Hawaii,,Navy,W,3,66,22.0,0,justice-augafa-1
Kawaan Baker,2018-09-01,1,South Alabama,,Louisiana Tech,L,1,14,14.0,0,kawaan-baker-1
Cameron Bent,2018-09-01,1,UNC Charlotte,,Fordham,W,2,29,14.5,0,cameron-bent-1
Raheem Blackshear,2018-09-01,1,Rutgers,,Texas State,W,2,33,16.5,0,raheem-blackshear-1
Christian Bobak,2018-09-01,1,Illinois,,Kent State,W,1,0,0.0,0,christian-bobak-1
Lynn Bowden Jr.,2018-09-01,1,Kentucky,,Central Michigan,W,5,102,20.4,0,lynn-bowden-jr-1
De'Quan Bowman,2018-09-01,1,Texas Tech,N,Mississippi,L,5,134,26.8,0,dequan-bowman-1
Brenden Brady,2018-09-01,1,Texas-San Antonio,@,Arizona State,L,1,15,15.0,0,brenden-brady-1
Tony Brooks-James,2018-09-01,1,Oregon,,Bowling Green State,W,3,60,20.0,0,tony-brooks-james-1
D.J. Brown,2018-09-01,1,Northern Illinois,@,Iowa,L,1,23,23.0,0,dj-brown-3
Isaiah Brown,2018-09-01,1,Florida International,,Indiana,L,2,48,24.0,0,isaiah-brown-2
Tre Brown,2018-09-01,1,Oklahoma,,Florida Atlantic,W,1,21,21.0,0,tre-brown-2
D.K. Buford,2018-09-01,1,Mississippi,N,Texas Tech,W,1,16,16.0,0,dk-buford-1
Rodjay Burns,2018-09-01,1,Louisville,N,Alabama,L,3,35,11.7,0,rodjay-burns-1
Raymond Calais,2018-09-01,1,Louisiana,,Grambling State,W,1,25,25.0,0,raymond-calais-1
Stephen Carr,2018-09-01,1,Southern California,,Nevada-Las Vegas,W,1,73,73.0,0,stephen-carr-2
Ty Chandler,2018-09-01,1,Tennessee,N,West Virginia,L,1,17,17.0,0,ty-chandler-1
Brian Cole,2018-09-01,1,Mississippi State,,Stephen F. Austin,W,2,59,29.5,0,brian-cole-1
Zac Crosby,2018-09-01,1,South Alabama,,Louisiana Tech,L,1,10,10.0,0,zac-crosby-1
Jaquis Dancy,2018-09-01,1,Louisiana Tech,@,South Alabama,W,1,21,21.0,0,jaquis-dancy-1
B.J. Daniels,2018-09-01,1,Texas-San Antonio,@,Arizona State,L,1,15,15.0,0,bj-daniels-2
Antione Davis,2018-09-01,1,California,,North Carolina,W,1,21,21.0,0,antione-davis-1
Jerrod Davis,2018-09-01,1,Central Michigan,@,Kentucky,L,3,41,13.7,0,jerrod-davis-1
Emari Demercado,2018-09-01,1,Texas Christian,,Southern,W,1,41,41.0,0,emari-demercado-1
Travis Dye,2018-09-01,1,Oregon,,Bowling Green State,W,1,18,18.0,0,travis-dye-1
Darrynton Evans,2018-09-01,1,Appalachian State,@,Penn State,L,3,130,43.3,1,darrynton-evans-1
Maurice Ffrench,2018-09-01,1,Pittsburgh,,Albany,W,2,98,49.0,1,maurice-ffrench-1
Bryant Fitzgerald,2018-09-01,1,Indiana,@,Florida International,W,1,11,11.0,0,bryant-fitzgerald-1
Champ Flemings,2018-09-01,1,Oregon State,@,Ohio State,L,3,49,16.3,0,champ-flemings-1
Isaiah Floyd,2018-09-01,1,Arizona State,,Texas-San Antonio,W,1,12,12.0,0,isaiah-floyd-1
Johnny Ford,2018-09-01,1,South Florida,,Elon,W,1,15,15.0,0,johnny-ford-1
Ke'Mon Freemon,2018-09-01,1,Southern Methodist,@,North Texas,L,1,14,14.0,0,kemon-freemon-1
Hassan Hall,2018-09-01,1,Louisville,N,Alabama,L,1,61,61.0,0,hassan-hall-1
KJ Hamler,2018-09-01,1,Penn State,,Appalachian State,W,1,52,52.0,0,kj-hamler-1
Ra'veion Hargrove,2018-09-01,1,Bowling Green State,@,Oregon,L,5,88,17.6,0,raveion-hargrove-1
Isaiah Harper,2018-09-01,1,Old Dominion,@,Liberty,L,4,95,23.8,0,isaiah-harper-1
Ajene Harris,2018-09-01,1,Southern California,,Nevada-Las Vegas,W,1,25,25.0,0,ajene-harris-1
Emmanuel Harris,2018-09-01,1,New Mexico,,Incarnate Word,W,1,9,9.0,0,emmanuel-harris-1
Smoke Harris,2018-09-01,1,Louisiana Tech,@,South Alabama,W,2,36,18.0,0,smoke-harris-1
Brian Herrien,2018-09-01,1,Georgia,,Austin Peay,W,1,24,24.0,0,brian-herrien-1
Frankie Hickson,2018-09-01,1,Liberty,,Old Dominion,W,2,19,9.5,0,frankie-hickson-1
Darnay Holmes,2018-09-01,1,UCLA,,Cincinnati,L,1,21,21.0,0,darnay-holmes-1
Terrence Horne,2018-09-01,1,South Florida,,Elon,W,1,18,18.0,0,terrence-horne-1
Lil'Jordan Humphrey,2018-09-01,1,Texas,N,Maryland,L,2,51,25.5,0,liljordan-humphrey-1
Noah Igbinoghene,2018-09-01,1,Auburn,N,Washington,W,1,18,18.0,0,noah-igbinoghene-1
Joshua Jacobs,2018-09-01,1,Alabama,N,Louisville,W,1,77,77.0,1,joshua-jacobs-1
D'Shawn Jamison,2018-09-01,1,Texas,N,Maryland,L,3,73,24.3,0,dshawn-jamison-1
Diontae Johnson,2018-09-01,1,Toledo,,Virginia Military Institute,W,1,17,17.0,0,diontae-johnson-1
Ty Johnson,2018-09-01,1,Maryland,N,Texas,W,2,64,32.0,0,ty-johnson-1
Velus Jones Jr.,2018-09-01,1,Southern California,,Nevada-Las Vegas,W,1,16,16.0,0,velus-jones-jr-1
Marcus Jones,2018-09-01,1,Troy,,Boise State,L,7,161,23.0,0,marcus-jones-11
Jamire Jordan,2018-09-01,1,Fresno State,,Idaho,W,1,12,12.0,0,jamire-jordan-1
Terry Juniel,2018-09-01,1,Texas-El Paso,,Northern Arizona,L,3,96,32.0,0,terry-juniel-1
Hunter Kampmoyer,2018-09-01,1,Oregon,,Bowling Green State,W,2,1,0.5,0,hunter-kampmoyer-1
Tavares Kelly,2018-09-01,1,Virginia,,Richmond,W,1,17,17.0,0,tavares-kelly-1
Wesley Kennedy III,2018-09-01,1,Georgia Southern,,South Carolina State,W,2,61,30.5,0,wesley-kennedy-iii-1
PK Kier,2018-09-01,1,Virginia,,Richmond,W,1,14,14.0,0,pk-kier-1
Isaiah King,2018-09-01,1,Buffalo,,Delaware State,W,2,51,25.5,0,isaiah-king-2
Tyler King,2018-09-01,1,Marshall,@,Miami (OH),W,2,33,16.5,0,tyler-king-4
D.L. Knock,2018-09-01,1,Ohio,,Howard,W,3,126,42.0,1,dl-knock-1
Akileis Leroy,2018-09-01,1,Florida Atlantic,@,Oklahoma,L,1,15,15.0,0,akileis-leroy-1
Kobe Lewis,2018-09-01,1,Central Michigan,@,Kentucky,L,2,56,28.0,0,kobe-lewis-1
Elijah Lilly,2018-09-01,1,New Mexico,,Incarnate Word,W,2,40,20.0,0,elijah-lilly-1
Bryan Long Jr.,2018-09-01,1,Ohio,,Howard,W,1,20,20.0,0,bryan-long-jr-1
John Lovett,2018-09-01,1,Baylor,,Abilene Christian,W,1,14,14.0,0,john-lovett-1
Alexander Mattison,2018-09-01,1,Boise State,@,Troy,W,1,23,23.0,0,alexander-mattison-1
Napoleon Maxwell,2018-09-01,1,Florida International,,Indiana,L,1,5,5.0,0,napoleon-maxwell-1
Demario McCall,2018-09-01,1,Ohio State,,Oregon State,W,1,21,21.0,0,demario-mccall-1
Demari Medley,2018-09-01,1,Arkansas State,,Southeast Missouri State,W,1,37,37.0,0,demari-medley-1
Kirk Merritt,2018-09-01,1,Arkansas State,,Southeast Missouri State,W,1,50,50.0,0,kirk-merritt-1
Tra Minter,2018-09-01,1,South Alabama,,Louisiana Tech,L,3,96,32.0,0,tra-minter-1
Spencer Nigh,2018-09-01,1,Auburn,N,Washington,W,1,2,2.0,0,spencer-nigh-1
Sadiq Palmer,2018-09-01,2,Massachusetts,@,Boston College,L,1,-1,-1.0,0,sadiq-palmer-1
Tony Pollard,2018-09-01,1,Memphis,,Mercer,W,1,-2,-2.0,0,tony-pollard-1
Cornell Powell,2018-09-01,1,Clemson,,Furman,W,1,43,43.0,0,cornell-powell-1
Brandon Presley,2018-09-01,1,Nevada-Las Vegas,@,Southern California,L,3,68,22.7,0,brandon-presley-1
Anthony Ratliff-Williams,2018-09-01,1,North Carolina,@,California,L,3,48,16.0,0,anthony-ratliff-williams-1
Jalen Reagor,2018-09-01,1,Texas Christian,,Southern,W,1,37,37.0,0,jalen-reagor-1
Mason Reed,2018-09-01,1,Texas Tech,N,Mississippi,L,1,15,15.0,0,mason-reed-1
Deebo Samuel,2018-09-01,1,South Carolina,,Coastal Carolina,W,2,45,22.5,0,deebo-samuel-1
C.J Sanders,2018-09-01,1,Southern Methodist,@,North Texas,L,2,52,26.0,0,cj-sanders-1
Carlos Sandy,2018-09-01,1,Illinois,,Kent State,W,1,26,26.0,0,carlos-sandy-1
Duke Shelley,2018-09-01,1,Kansas State,,South Dakota,W,4,76,19.0,0,duke-shelley-1
Brandon Simmons,2018-09-01,1,Old Dominion,@,Liberty,L,1,20,20.0,0,brandon-simmons-3
Marcus Simms,2018-09-01,1,West Virginia,N,Tennessee,W,2,52,26.0,0,marcus-simms-1
Steven Sims Jr.,2018-09-01,1,Kansas,,Nicholls State,L,1,20,20.0,0,steven-sims-jr-1
Mechane Slade,2018-09-01,1,Memphis,,Mercer,W,2,45,22.5,0,mechane-slade-1
Ihmir Smith-Marsette,2018-09-01,1,Iowa,,Northern Illinois,W,1,27,27.0,0,ihmir-smith-marsette-1
Dominic Stampley,2018-09-01,1,Illinois,,Kent State,W,1,0,0.0,0,dominic-stampley-1
Moral Stephens,2018-09-01,1,Florida,,Charleston Southern,W,1,0,0.0,0,moral-stephens-1
Marquez Stevenson,2018-09-01,1,Houston,@,Rice,W,1,36,36.0,0,marquez-stevenson-1
Andrew Strader,2018-09-01,1,Boston College,,Massachusetts,W,2,36,18.0,0,andrew-strader-1
Kesean Strong,2018-09-01,1,Old Dominion,@,Liberty,L,1,11,11.0,0,kesean-strong-1
Cornelius Sturghill,2018-09-01,1,Louisville,N,Alabama,L,1,14,14.0,0,cornelius-sturghill-1
J.J. Taylor,2018-09-01,1,Arizona,,Brigham Young,L,3,71,23.7,0,jj-taylor-1
Ambry Thomas,2018-09-01,1,Michigan,@,Notre Dame,L,2,120,60.0,1,ambry-thomas-1
Juanyeh Thomas,2018-09-01,1,Georgia Tech,,Alcorn State,W,1,10,10.0,0,juanyeh-thomas-1
Maurice Thomas,2018-09-01,1,Miami (OH),,Marshall,L,2,50,25.0,0,maurice-thomas-2
Tyquan Thornton,2018-09-01,1,Baylor,,Abilene Christian,W,2,46,23.0,0,tyquan-thornton-1
Deandre Torrey,2018-09-01,1,North Texas,,Southern Methodist,W,2,116,58.0,1,deandre-torrey-1
Austin Trammell,2018-09-01,2,Rice,,Houston,L,4,102,25.5,0,austin-trammell-1
Maurice Trowell,2018-09-01,1,North Carolina State,,James Madison,W,3,52,17.3,0,maurice-trowell-1
A.J. Turner,2018-09-01,1,South Carolina,,Coastal Carolina,W,3,62,20.7,0,aj-turner-2
Caleb Twyford,2018-09-01,1,Texas State,@,Rutgers,L,1,13,13.0,0,caleb-twyford-1
Jamauri Wakefield,2018-09-01,1,Vanderbilt,,Middle Tennessee State,W,2,55,27.5,0,jamauri-wakefield-1
Michael Walker,2018-09-01,1,Boston College,,Massachusetts,W,2,46,23.0,0,michael-walker-2
Austin Walter,2018-09-01,2,Rice,,Houston,L,2,42,21.0,0,austin-walter-1
De'Vion Warren,2018-09-01,1,Arkansas,,Eastern Illinois,W,4,102,25.5,0,devion-warren-1
Nigel Warrior,2018-09-01,1,Tennessee,N,West Virginia,L,2,54,27.0,0,nigel-warrior-1
Tyler Watts,2018-09-01,1,Texas State,@,Rutgers,L,1,6,6.0,0,tyler-watts-2
JaTarvious Whitlow,2018-09-01,1,Auburn,N,Washington,W,2,44,22.0,0,jatarvious-whitlow-1
James Wiggins,2018-09-01,1,Cincinnati,@,UCLA,W,1,35,35.0,0,james-wiggins-1
Isaiah Wright,2018-09-01,1,Temple,,Villanova,L,3,49,16.3,0,isaiah-wright-1
Marquis Young,2018-09-01,2,Massachusetts,@,Boston College,L,5,153,30.6,0,marquis-young-1
Isaiah Zuber,2018-09-01,1,Kansas State,,South Dakota,W,1,11,11.0,0,isaiah-zuber-1
Trevon Brown,2018-09-02,1,East Carolina,,North Carolina A&T,L,3,72,24.0,0,trevon-brown-1
Keyshawn Canady,2018-09-02,1,East Carolina,,North Carolina A&T,L,1,8,8.0,0,keyshawn-canady-1
Clyde Edwards-Helaire,2018-09-02,1,Louisiana State,N,Miami (FL),W,2,38,19.0,0,clyde-edwards-helaire-1
Juwan Moody,2018-09-02,1,East Carolina,,North Carolina A&T,L,1,18,18.0,0,juwan-moody-1
Jeff Thomas,2018-09-02,1,Miami (FL),N,Louisiana State,L,2,50,25.0,0,jeff-thomas-6
Khalan Laborn,2018-09-03,1,Florida State,,Virginia Tech,L,1,25,25.0,0,khalan-laborn-1
Emari Demercado,2018-09-07,2,Texas Christian,@,Southern Methodist,W,1,20,20.0,0,emari-demercado-1
James Proche,2018-09-07,2,Southern Methodist,,Texas Christian,L,2,39,19.5,0,james-proche-1
C.J Sanders,2018-09-07,2,Southern Methodist,,Texas Christian,L,3,69,23.0,0,cj-sanders-1
Braeden West,2018-09-07,2,Southern Methodist,,Texas Christian,L,2,33,16.5,0,braeden-west-1
Jaylond Adams,2018-09-08,2,Southern Mississippi,,Louisiana-Monroe,L,1,9,9.0,0,jaylond-adams-1
Salvon Ahmed,2018-09-08,2,Washington,,North Dakota,W,1,31,31.0,0,salvon-ahmed-1
Floyd Allen,2018-09-08,2,Mississippi,,Southern Illinois,W,1,10,10.0,0,floyd-allen-2
Garrett Amy,2018-09-08,2,Air Force,@,Florida Atlantic,L,2,22,11.0,0,garrett-amy-1
Anthony Anderson,2018-09-08,2,Marshall,,Eastern Kentucky,W,2,35,17.5,0,anthony-anderson-4
Jackson Anthrop,2018-09-08,2,Purdue,,Eastern Michigan,L,2,28,14.0,0,jackson-anthrop-1
Rafael Araujo-Lopes,2018-09-08,2,Pittsburgh,,Penn State,L,1,12,12.0,0,rafael-araujo-lopes-1
Justice Augafa,2018-09-08,3,Hawaii,,Rice,W,1,22,22.0,0,justice-augafa-1
Tyler Badie,2018-09-08,2,Missouri,,Wyoming,W,1,19,19.0,0,tyler-badie-1
LeVante Bellamy,2018-09-08,2,Western Michigan,@,Michigan,L,1,12,12.0,0,levante-bellamy-1
Stanley Berryhill III,2018-09-08,2,Arizona,@,Houston,L,2,32,16.0,0,stanley-berryhill-iii-1
Jaylon Bester,2018-09-08,2,Miami (OH),,Cincinnati,L,2,41,20.5,0,jaylon-bester-1
Ronnie Blackmon,2018-09-08,2,Colorado,@,Nebraska,W,1,27,27.0,0,ronnie-blackmon-1
Raheem Blackshear,2018-09-08,2,Rutgers,@,Ohio State,L,1,13,13.0,0,raheem-blackshear-1
Christian Bobak,2018-09-08,2,Illinois,,Western Illinois,W,1,4,4.0,0,christian-bobak-1
Lynn Bowden Jr.,2018-09-08,2,Kentucky,@,Florida,W,2,33,16.5,0,lynn-bowden-jr-1
Bryce Bramscher,2018-09-08,2,Oregon State,,Southern Utah,W,2,5,2.5,0,bryce-bramscher-1
Keegan Brewer,2018-09-08,2,North Texas,,Incarnate Word,W,1,29,29.0,0,keegan-brewer-1
Brittain Brown,2018-09-08,2,Duke,@,Northwestern,W,1,21,21.0,0,brittain-brown-1
Isaiah Brown,2018-09-08,2,Florida International,@,Old Dominion,W,2,27,13.5,0,isaiah-brown-2
La'Darren Brown,2018-09-08,2,Oklahoma State,,South Alabama,W,1,15,15.0,0,louis-brown-3
Tre Brown,2018-09-08,2,Oklahoma,,UCLA,W,2,121,60.5,0,tre-brown-2
Brian Burt,2018-09-08,2,Fresno State,@,Minnesota,L,2,24,12.0,0,brian-burt-1
Kyle Buss,2018-09-08,2,Connecticut,@,Boise State,L,1,14,14.0,0,kyle-buss-1
Akilian Butler,2018-09-08,2,Boise State,,Connecticut,W,1,20,20.0,0,akilian-butler-1
Cedric Byrd,2018-09-08,3,Hawaii,,Rice,W,1,21,21.0,0,cedric-byrd-1
Kailon Carter,2018-09-08,2,Alabama-Birmingham,@,Coastal Carolina,L,2,18,9.0,0,kailon-carter-1
Treshawn Chamberlain,2018-09-08,3,Rice,@,Hawaii,L,1,2,2.0,0,treshawn-chamberlain-1
Brian Cole,2018-09-08,2,Mississippi State,@,Kansas State,W,1,37,37.0,0,brian-cole-1
Tyleek Collins,2018-09-08,2,Nevada-Las Vegas,,Texas-El Paso,W,1,22,22.0,0,tyleek-collins-1
Thai Cottrell,2018-09-08,2,San Jose State,@,Washington State,L,1,27,27.0,0,thai-cottrell-1
Avante' Cox,2018-09-08,3,Wyoming,@,Missouri,L,1,13,13.0,0,avante-cox-1
Aaron Cruickshank,2018-09-08,2,Wisconsin,,New Mexico,W,2,32,16.0,0,aaron-cruickshank-1
Antione Davis,2018-09-08,2,California,@,Brigham Young,W,3,63,21.0,0,antione-davis-1
Keion Davis,2018-09-08,2,Marshall,,Eastern Kentucky,W,1,30,30.0,0,keion-davis-1
Johnnie Dixon,2018-09-08,2,Ohio State,,Rutgers,W,1,16,16.0,0,johnnie-dixon-1
Keyion Dixon,2018-09-08,2,Connecticut,@,Boise State,L,1,22,22.0,0,keyion-dixon-1
Greg Dortch,2018-09-08,2,Wake Forest,,Towson,W,3,85,28.3,0,greg-dortch-1
Jomon Dotson,2018-09-08,2,Nevada,@,Vanderbilt,L,1,15,15.0,0,jomon-dotson-1
Demetrius Douglas,2018-09-08,2,Minnesota,,Fresno State,W,2,43,21.5,0,demetrius-douglas-2
Malik Dunner,2018-09-08,2,Ball State,@,Notre Dame,L,3,42,14.0,0,malik-dunner-1
Kwame Etwi,2018-09-08,2,Texas A&M,,Clemson,L,1,16,16.0,0,kwame-etwi-1
Caleb Farley,2018-09-08,2,Virginia Tech,,William & Mary,W,2,46,23.0,0,caleb-farley-1
Maurice Ffrench,2018-09-08,2,Pittsburgh,,Penn State,L,2,22,11.0,0,maurice-ffrench-1
Champ Flemings,2018-09-08,2,Oregon State,,Southern Utah,W,1,26,26.0,0,champ-flemings-1
C'Bo Flemister,2018-09-08,2,Notre Dame,,Ball State,W,3,65,21.7,0,cbo-flemister-1
Isaiah Floyd,2018-09-08,2,Arizona State,,Michigan State,W,3,61,20.3,0,isaiah-floyd-1
Brenden Fulton,2018-09-08,3,Colorado State,,Arkansas,W,1,14,14.0,0,brenden-fulton-1
Dayton Furuta,2018-09-08,3,Hawaii,,Rice,W,1,0,0.0,0,dayton-furuta-1
Myles Gaskin,2018-09-08,2,Washington,,North Dakota,W,1,17,17.0,0,myles-gaskin-1
Colby Gore,2018-09-08,2,East Carolina,,North Carolina,W,2,30,15.0,0,colby-gore-1
Anthony Grant,2018-09-08,2,Florida State,,Samford,W,4,101,25.3,0,anthony-grant-1
Darrien Grant,2018-09-08,2,South Florida,,Georgia Tech,W,1,2,2.0,0,darrien-grant-1
Matt Guidry,2018-09-08,2,Texas-San Antonio,,Baylor,L,3,68,22.7,0,matt-guidry-1
Aaron Hackett,2018-09-08,2,Syracuse,,Wagner,W,2,29,14.5,0,aaron-hackett-1
Tyler Hall,2018-09-08,3,Wyoming,@,Missouri,L,1,28,28.0,0,tyler-hall-2
LaDarius Hamilton,2018-09-08,2,North Texas,,Incarnate Word,W,1,5,5.0,0,ladarius-hamilton-1
KJ Hamler,2018-09-08,2,Penn State,@,Pittsburgh,W,3,73,24.3,0,kj-hamler-1
Ra'veion Hargrove,2018-09-08,2,Bowling Green State,,Maryland,L,4,91,22.8,0,raveion-hargrove-1
Isaiah Harper,2018-09-08,2,Old Dominion,,Florida International,L,1,51,51.0,0,isaiah-harper-1
De'Michael Harris,2018-09-08,2,Southern Mississippi,,Louisiana-Monroe,L,1,16,16.0,0,demichael-harris-1
Smoke Harris,2018-09-08,2,Louisiana Tech,,Southern,W,2,23,11.5,0,smoke-harris-1
Travell Harris,2018-09-08,2,Washington State,,San Jose State,W,1,23,23.0,0,travell-harris-1
Anthony Hawkins,2018-09-08,3,Colorado State,,Arkansas,W,3,55,18.3,0,anthony-hawkins-1
Darrell Henderson,2018-09-08,2,Memphis,@,Navy,L,3,43,14.3,0,darrell-henderson-1
Frankie Hickson,2018-09-08,2,Liberty,@,Army,L,2,38,19.0,0,frankie-hickson-1
Aleva Hifo,2018-09-08,2,Brigham Young,,California,L,1,17,17.0,0,aleva-hifo-1
Darnay Holmes,2018-09-08,2,UCLA,@,Oklahoma,L,1,15,15.0,0,darnay-holmes-1
Terrence Horne,2018-09-08,2,South Florida,,Georgia Tech,W,5,264,52.8,2,terrence-horne-1
Chuba Hubbard,2018-09-08,2,Oklahoma State,,South Alabama,W,2,37,18.5,0,chuba-hubbard-1
Stephon Huderson,2018-09-08,2,Tulane,,Nicholls State,W,2,47,23.5,0,stephon-huderson-1
Jason Huntley,2018-09-08,3,New Mexico State,@,Utah State,L,2,37,18.5,0,jason-huntley-1
Noah Igbinoghene,2018-09-08,2,Auburn,,Alabama State,W,1,27,27.0,0,noah-igbinoghene-1
D'Shawn Jamison,2018-09-08,2,Texas,,Tulsa,W,1,21,21.0,0,dshawn-jamison-1
Ty Johnson,2018-09-08,2,Maryland,@,Bowling Green State,W,2,41,20.5,0,ty-johnson-1
Marcus Jones,2018-09-08,2,Troy,,Florida A&M,W,2,39,19.5,0,marcus-jones-11
Jamire Jordan,2018-09-08,2,Fresno State,@,Minnesota,L,1,19,19.0,0,jamire-jordan-1
Terry Juniel,2018-09-08,2,Texas-El Paso,@,Nevada-Las Vegas,L,2,43,21.5,0,terry-juniel-1
Wesley Kennedy III,2018-09-08,2,Georgia Southern,,Massachusetts,W,4,82,20.5,0,wesley-kennedy-iii-1
Adrian Killins,2018-09-08,2,Central Florida,,South Carolina State,W,1,21,21.0,0,adrian-killins-1
Isaiah King,2018-09-08,2,Buffalo,@,Temple,W,2,34,17.0,0,isaiah-king-2
Tyler King,2018-09-08,2,Marshall,,Eastern Kentucky,W,1,7,7.0,0,tyler-king-4
Tylan Knight,2018-09-08,2,Mississippi,,Southern Illinois,W,3,50,16.7,0,tylan-knight-1
