Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Chris Royal,2004-09-04,1,Marshall,,Troy,L,chris-royal-1,2,42,0,
J.R. Ruffin,2004-09-04,1,Idaho,@,Boise State,L,jr-ruffin-1,1,17,0,
Ernest Shazor,2004-09-04,1,Michigan,,Miami (OH),W,ernest-shazor-1,1,88,1,
Antwain Spann,2004-09-04,1,Louisiana,,Northwestern State,W,antwain-spann-1,1,14,0,
Jacob Stewart,2004-09-04,1,Michigan,,Miami (OH),W,jacob-stewart-1,1,31,0,
Jamie Thompson,2004-09-04,1,Oklahoma State,@,UCLA,W,jamie-thompson-1,1,26,0,
Guy Tuell,2004-09-04,1,Wyoming,,Appalachian State,W,guy-tuell-1,1,0,0,
Fabian Washington,2004-09-04,1,Nebraska,,Western Illinois,W,fabian-washington-1,1,0,0,
Donald Whitehead,2004-09-04,1,East Carolina,@,West Virginia,L,donald-whitehead-1,1,0,0,
Darren Williams,2004-09-04,1,Mississippi State,,Tulane,W,darren-williams-1,1,19,0,
Jack Williams,2004-09-04,1,Kent State,@,Iowa,L,jack-williams-1,1,99,1,
Larry Williams,2004-09-04,1,West Virginia,,East Carolina,W,larry-williams-1,1,0,0,
Shelton Williams,2004-09-04,1,Louisiana-Monroe,@,Auburn,L,shelton-williams-1,1,42,0,
T.J. Wright,2004-09-04,1,Ohio,,Virginia Military Institute,W,tj-wright-1,1,41,1,
Chad Anderson,2004-09-05,1,Kentucky,@,Louisville,L,chad-anderson-1,1,14,0,
Evan Benjamin,2004-09-05,1,Washington,,Fresno State,L,evan-benjamin-1,1,15,0,
Corey Campbell,2004-09-05,1,Tennessee,,Nevada-Las Vegas,W,corey-campbell-1,1,1,0,
Awan Diles,2004-09-05,1,Fresno State,@,Washington,W,awan-diles-1,1,34,0,
Will Gulley,2004-09-05,1,Houston,N,Rice,L,will-gulley-1,1,16,0,
Terry Holley,2004-09-05,1,Rice,N,Houston,W,terry-holley-1,1,0,0,
Paul Long,2004-09-05,1,Purdue,,Syracuse,W,paul-long-1,1,0,0,
Richard Marshall,2004-09-05,1,Fresno State,@,Washington,W,richard-marshall-1,1,75,1,
Bernard Pollard,2004-09-05,1,Purdue,,Syracuse,W,bernard-pollard-1,1,19,0,
Kerry Rhodes,2004-09-05,1,Louisville,,Kentucky,W,kerry-rhodes-1,2,56,1,
James Sanders,2004-09-05,1,Fresno State,@,Washington,W,james-sanders-1,2,19,1,
Nick Hawthrone,2004-09-06,1,Nevada,@,Louisiana Tech,L,nick-hawthrone-1,1,17,0,
Arthur Adams,2004-09-09,2,Troy,,Missouri,W,arthur-adams-1,1,8,0,
Johnny Faulk,2004-09-09,2,Troy,,Missouri,W,johnny-faulk-1,1,0,0,
A.J. Kincade,2004-09-09,2,Missouri,@,Troy,L,aj-kincade-1,1,0,0,
Marcus King,2004-09-09,2,Missouri,@,Troy,L,marcus-king-1,1,0,0,
Shridonya Mitchell,2004-09-09,2,Missouri,@,Troy,L,shridonya-mitchell-1,1,26,0,
Deshan Cabaong,2004-09-10,2,Boise State,,Oregon State,W,deshan-cabaong-1,1,28,0,
Antonio Cromartie,2004-09-10,1,Florida State,@,Miami (FL),L,antonio-cromartie-1,1,-3,0,
Korey Hall,2004-09-10,2,Boise State,,Oregon State,W,korey-hall-1,3,46,1,
Kelly Jennings,2004-09-10,1,Miami (FL),,Florida State,W,kelly-jennings-1,1,1,0,
Sabby Piscitelli,2004-09-10,2,Oregon State,@,Boise State,L,sabby-piscitelli-1,1,17,0,
Greg Threat,2004-09-10,1,Miami (FL),,Florida State,W,greg-threat-1,1,0,0,
Mike Anderson,2004-09-11,2,Idaho,@,Utah State,L,mike-anderson-1,1,0,0,
Oshiomogho Atogwe,2004-09-11,2,Stanford,,Brigham Young,W,oshiomogho-atogwe-1,1,0,0,
Zachary Baker,2004-09-11,2,East Carolina,,Wake Forest,L,zachary-baker-1,1,7,0,
Trumaine Banks,2004-09-11,2,Minnesota,,Illinois State,W,trumaine-banks-1,1,20,0,
Tramaine Billie,2004-09-11,2,Clemson,,Georgia Tech,L,tramaine-billie-1,1,0,0,
Will Blackmon,2004-09-11,2,Boston College,,Penn State,W,will-blackmon-1,1,-5,0,
Jeremy Bohannon,2004-09-11,2,Washington State,,Colorado,L,jeremy-bohannon-1,1,0,0,
Eric Brock,2004-09-11,2,Auburn,@,Mississippi State,W,eric-brock-1,1,0,0,
Aaron Brown,2004-09-11,2,Texas A&M,,Wyoming,W,aaron-brown-1,1,6,0,
Jonte' Buhl,2004-09-11,2,Texas A&M,,Wyoming,W,jonte-buhl-1,1,5,0,
Daniel Bullocks,2004-09-11,2,Nebraska,,Southern Mississippi,L,daniel-bullocks-1,1,16,0,
Casey Carroll,2004-09-11,2,Stanford,,Brigham Young,W,casey-carroll-1,1,6,0,
Markus Curry,2004-09-11,2,Michigan,@,Notre Dame,L,markus-curry-1,1,5,0,
Shannon Davis,2004-09-11,2,Kent State,,Liberty,W,shannon-davis-1,1,45,0,
Ukee Dozier,2004-09-11,2,Minnesota,,Illinois State,W,ukee-dozier-1,1,2,0,
Dion Elie,2004-09-11,2,Akron,,Middle Tennessee State,L,dion-elie-1,1,0,0,
Dwight Ellick,2004-09-11,2,Notre Dame,,Michigan,W,dwight-ellick-1,1,2,0,
John Eubanks,2004-09-11,1,Southern Mississippi,@,Nebraska,W,john-eubanks-1,1,12,0,
James Evans,2004-09-11,2,Buffalo,,Syracuse,L,james-evans-1,1,41,0,
Lance Evans,2004-09-11,2,Virginia,,North Carolina,W,lance-evans-1,1,12,0,
Brandon Flowers,2004-09-11,2,Virginia Tech,,Western Michigan,W,brandon-flowers-1,1,38,1,
Terrance Ford,2004-09-11,1,Southern Mississippi,@,Nebraska,W,terrance-ford-1,1,31,0,
Gabriel Fulbright,2004-09-11,2,New Mexico,,Texas Tech,W,gabriel-fulbright-1,1,0,0,
Elvis Gallegos,2004-09-11,2,Texas Christian,,Southern Methodist,W,elvis-gallegos-1,1,0,0,
Josh Gattis,2004-09-11,2,Wake Forest,@,East Carolina,W,josh-gattis-1,1,6,0,
Mike Gawelek,2004-09-11,2,Illinois,,UCLA,L,mike-gawelek-1,1,0,0,
Phillip Geiggar,2004-09-11,2,Texas,@,Arkansas,W,phillip-geiggar-1,1,19,0,
Cedric Griffin,2004-09-11,2,Texas,@,Arkansas,W,cedric-griffin-1,1,0,0,
Matt Grootegoed,2004-09-11,2,Southern California,,Colorado State,W,matt-grootegoed-1,2,57,0,
David Hawthorne,2004-09-11,2,Texas Christian,,Southern Methodist,W,david-hawthorne-1,1,40,0,
Ray Henderson,2004-09-11,2,Boston College,,Penn State,W,ray-henderson-1,2,24,0,
Dionte Henry,2004-09-11,2,Akron,,Middle Tennessee State,L,dionte-henry-1,1,2,0,
Ali Highsmith,2004-09-11,2,Louisiana State,,Arkansas State,W,ali-highsmith-1,1,10,0,
Chris Horton,2004-09-11,2,UCLA,@,Illinois,W,chris-horton-1,1,0,0,
Reuben Houston,2004-09-11,2,Georgia Tech,@,Clemson,W,reuben-houston-1,1,4,0,
Bryan Jackson,2004-09-11,2,Bowling Green State,,Southeast Missouri State,W,bryan-jackson-1,1,0,0,
Keon Jackson,2004-09-11,2,Toledo,@,Kansas,L,keon-jackson-1,1,0,0,
Tanard Jackson,2004-09-11,2,Syracuse,@,Buffalo,W,tanard-jackson-1,1,0,0,
Michael Johnson,2004-09-11,2,Louisiana Tech,,Louisiana,W,michael-johnson-5,1,4,0,
Bret Jones,2004-09-11,2,Kansas State,,Fresno State,L,bret-jones-1,2,42,1,
Herana-Daze Jones,2004-09-11,2,Indiana,@,Oregon,W,herana-daze-jones-1,1,0,0,
Vaughn Kelley,2004-09-11,2,Navy,,Northeastern,W,vaughn-kelley-1,1,0,0,
Kyle Killion,2004-09-11,2,Indiana,@,Oregon,W,kyle-killion-1,1,15,0,
Eric King,2004-09-11,2,Wake Forest,@,East Carolina,W,eric-king-1,1,0,0,
Cornelius Lamb,2004-09-11,2,Utah State,,Idaho,W,cornelius-lamb-1,1,0,0,
Dawan Landry,2004-09-11,2,Georgia Tech,@,Clemson,W,dawan-landry-1,1,0,0,
Buster Larkins,2004-09-11,2,Indiana,@,Oregon,W,buster-larkins-1,1,0,0,
Maurice Mack,2004-09-11,2,Kansas State,,Fresno State,L,maurice-mack-1,1,0,0,
Eric Mahl,2004-09-11,2,Kent State,,Liberty,W,eric-mahl-1,1,6,0,
Richard Marshall,2004-09-11,2,Fresno State,@,Kansas State,W,richard-marshall-1,1,30,0,
Joe Miklos,2004-09-11,2,Nevada-Las Vegas,@,Wisconsin,L,joe-miklos-1,1,0,0,
Ryan Mundy,2004-09-11,2,Michigan,@,Notre Dame,L,ryan-mundy-1,1,0,0,
Paul Oliver,2004-09-11,2,Georgia,@,South Carolina,W,paul-oliver-1,1,14,0,
Brandon Payne,2004-09-11,2,New Mexico,,Texas Tech,W,brandon-payne-1,1,37,0,
Justin Perkins,2004-09-11,2,Connecticut,,Duke,W,justin-perkins-1,1,27,1,
Joe Porter,2004-09-11,2,Rutgers,,New Hampshire,L,joe-porter-1,1,0,0,
Malcolm Postell,2004-09-11,1,Pittsburgh,,Ohio,W,malcolm-postell-1,1,42,1,
Sione Pouha,2004-09-11,2,Utah,@,Arizona,W,sione-pouha-1,1,0,0,
Matt Pusateri,2004-09-11,3,Miami (OH),@,Cincinnati,L,matt-pusateri-1,1,0,0,
Hunter Reddick,2004-09-11,2,Navy,,Northeastern,W,hunter-reddick-1,1,2,0,
Lawrence Reid,2004-09-11,2,Michigan,@,Notre Dame,L,lawrence-reid-1,1,4,0,
Nick Reid,2004-09-11,2,Kansas,,Toledo,W,nick-reid-1,1,15,0,
Barry Robertson,2004-09-11,2,Louisiana Tech,,Louisiana,W,barry-robertson-1,1,4,0,
Matthew Robertson,2004-09-11,2,Iowa State,@,Iowa,L,matthew-robertson-1,1,3,0,
Chris Royal,2004-09-11,2,Marshall,@,Ohio State,L,chris-royal-1,2,16,0,
Nick Sanchez,2004-09-11,2,Stanford,,Brigham Young,W,nick-sanchez-1,1,0,0,
James Sanders,2004-09-11,2,Fresno State,@,Kansas State,W,james-sanders-1,1,41,0,
Joe Sanders,2004-09-11,2,Colorado,@,Washington State,W,joe-sanders-1,1,51,1,
Dallas Sartz,2004-09-11,2,Southern California,,Colorado State,W,dallas-sartz-1,1,8,0,
Reggie Sealey,2004-09-11,2,Navy,,Northeastern,W,reggie-sealey-1,1,9,0,
Clint Session,2004-09-11,1,Pittsburgh,,Ohio,W,clint-session-1,1,12,0,
Ko Simpson,2004-09-11,2,South Carolina,,Georgia,L,ko-simpson-1,1,57,1,
Kelvin Smith,2004-09-11,2,Syracuse,@,Buffalo,W,kelvin-smith-1,1,22,1,
T.J. Stancil,2004-09-11,2,Boston College,,Penn State,W,tj-stancil-1,1,17,0,
Naton Stewart,2004-09-11,1,Southern Mississippi,@,Nebraska,W,naton-stewart-1,1,49,1,
Tony Stubbs,2004-09-11,2,Kansas,,Toledo,W,tony-stubbs-1,1,11,0,
John Taibi,2004-09-11,2,Air Force,,Eastern Washington,W,john-taibi-1,1,0,0,
John Talley,2004-09-11,2,Duke,@,Connecticut,L,john-talley-1,1,62,1,
Ricky Thomas,2004-09-11,2,Louisiana,@,Louisiana Tech,L,ricky-thomas-1,1,6,0,
Paul Tithof,2004-09-11,2,Western Michigan,@,Virginia Tech,L,paul-tithof-1,1,11,0,
Danny Tolbert,2004-09-11,1,Middle Tennessee State,@,Akron,W,danny-tolbert-1,1,0,0,
Leigh Torrence,2004-09-11,2,Stanford,,Brigham Young,W,leigh-torrence-1,1,9,0,
Marley Tucker,2004-09-11,1,Oregon,,Indiana,L,marley-tucker-1,1,0,0,
Adrian Ward,2004-09-11,2,Texas-El Paso,,Weber State,W,adrian-ward-1,1,0,0,
Justin Warren,2004-09-11,2,Texas A&M,,Wyoming,W,justin-warren-2,1,23,1,
Jimmy Williams,2004-09-11,2,Virginia Tech,,Western Michigan,W,jimmy-williams-2,1,21,0,
Trae Williams,2004-09-11,1,South Florida,,Tennessee Tech,W,trae-williams-1,1,37,1,
Eric Wright,2004-09-11,2,Southern California,,Colorado State,W,eric-wright-1,1,0,0,
T.J. Wright,2004-09-11,2,Ohio,@,Pittsburgh,L,tj-wright-1,1,0,0,
Mathias Kiwanuka,2004-09-17,3,Boston College,,Connecticut,W,mathias-kiwanuka-1,1,0,0,
Justin Perkins,2004-09-17,3,Connecticut,@,Boston College,L,justin-perkins-1,1,0,0,
Andrew Alexander,2004-09-18,3,Oklahoma State,,Southern Methodist,W,andrew-alexander-1,1,0,0,
Gerald Alexander,2004-09-18,3,Boise State,@,Texas-El Paso,W,gerald-alexander-1,2,0,0,
Antwan Allen,2004-09-18,3,Iowa,@,Arizona State,L,antwan-allen-1,1,5,0,
Jason Allen,2004-09-18,2,Tennessee,,Florida,W,jason-allen-2,1,0,0,
Antwan Applewhite,2004-09-18,2,San Diego State,@,Michigan,L,antwan-applewhite-1,1,75,0,
Trumaine Banks,2004-09-18,3,Minnesota,@,Colorado State,W,trumaine-banks-1,1,0,0,
Rich Bedesem,2004-09-18,3,Virginia,,Akron,W,rich-bedesem-1,1,20,0,
Evan Benjamin,2004-09-18,2,Washington,,UCLA,L,evan-benjamin-1,1,19,0,
Darnell Bing,2004-09-18,3,Southern California,@,Brigham Young,W,darnell-bing-1,1,8,0,
H.B. Blades,2004-09-18,2,Pittsburgh,,Nebraska,L,hb-blades-1,1,5,0,
Patrick Body,2004-09-18,3,Toledo,@,Eastern Michigan,W,patrick-body-1,1,23,0,
Corey Brazil,2004-09-18,3,Louisiana Tech,@,Miami (FL),L,corey-brazil-1,1,9,0,
Michael Broussard,2004-09-18,3,Toledo,@,Eastern Michigan,W,michael-broussard-1,1,-2,0,
Japhus Brown,2004-09-18,3,Texas A&M,,Clemson,W,japhus-brown-1,1,0,0,
Josh Bullocks,2004-09-18,3,Nebraska,@,Pittsburgh,W,josh-bullocks-1,1,38,0,
Jon Burbidge,2004-09-18,3,Brigham Young,,Southern California,L,jon-burbidge-1,1,23,0,
Vincent Burns,2004-09-18,2,Kentucky,,Indiana,W,vincent-burns-1,1,3,0,
Jarrett Bush,2004-09-18,3,Utah State,,Utah,L,jarrett-bush-1,1,20,0,
James Butler,2004-09-18,3,Georgia Tech,@,North Carolina,L,james-butler-1,1,0,0,
Mark Carlson,2004-09-18,3,Air Force,@,Nevada-Las Vegas,W,mark-carlson-1,1,0,0,
Simeon Castille,2004-09-18,3,Alabama,,Western Carolina,W,simeon-castille-1,1,3,0,
Michael Coe,2004-09-18,3,Arkansas,,Louisiana-Monroe,W,michael-coe-1,1,0,0,
Katrell Collier,2004-09-18,2,San Jose State,,Morgan State,W,katrell-collier-1,1,10,0,
O.C. Collins,2004-09-18,3,Memphis,@,Arkansas State,W,oc-collins-1,1,1,0,
Dan Connor,2004-09-18,3,Penn State,,Central Florida,W,dan-connor-1,1,0,0,
Chip Cox,2004-09-18,3,Ohio,@,Miami (OH),L,chip-cox-1,1,-1,0,
Derek Curry,2004-09-18,3,Notre Dame,@,Michigan State,W,derek-curry-1,1,35,0,
Josh Dean,2004-09-18,2,San Diego State,@,Michigan,L,josh-dean-1,1,0,0,
Marcus Demps,2004-09-18,2,San Diego State,@,Michigan,L,marcus-demps-1,1,0,0,
Quintin Demps,2004-09-18,3,Texas-El Paso,,Boise State,L,quintin-demps-1,1,30,0,
Corey Dodds,2004-09-18,3,Utah,@,Utah State,W,corey-dodds-1,1,26,0,
Tyrell Dortch,2004-09-18,3,Michigan State,,Notre Dame,L,tyrell-dortch-1,1,0,0,
Ukee Dozier,2004-09-18,3,Minnesota,@,Colorado State,W,ukee-dozier-1,1,18,0,
Diontre Earl,2004-09-18,3,Akron,@,Virginia,L,diontre-earl-1,1,11,0,
Abram Elam,2004-09-18,3,Kent State,@,Rutgers,L,abram-elam-1,1,45,0,
Jeremy Engstrom,2004-09-18,3,Nevada,,Buffalo,W,jeremy-engstrom-1,1,5,0,
Cameron Essex,2004-09-18,3,Memphis,@,Arkansas State,W,cameron-essex-1,1,10,0,
Jonathan Fanene,2004-09-18,3,Utah,@,Utah State,W,jonathan-fanene-1,1,76,1,
Johnny Faulk,2004-09-18,3,Troy,@,New Mexico State,L,johnny-faulk-1,1,26,0,
Jahmal Fenner,2004-09-18,3,Texas-El Paso,,Boise State,L,jahmal-fenner-1,1,0,0,
Diamond Ferri,2004-09-18,3,Syracuse,,Cincinnati,W,diamond-ferri-1,1,43,0,
Therrian Fontenot,2004-09-18,3,Fresno State,,Portland State,W,therrian-fontenot-1,1,0,0,
Vincent Fuller,2004-09-18,3,Virginia Tech,,Duke,W,vincent-fuller-1,1,0,0,
Elvis Gallegos,2004-09-18,3,Texas Christian,@,Texas Tech,L,elvis-gallegos-1,1,0,0,
Vernon Grant,2004-09-18,3,Oklahoma State,,Southern Methodist,W,vernon-grant-1,1,0,0,
Matt Grootegoed,2004-09-18,3,Southern California,@,Brigham Young,W,matt-grootegoed-1,1,0,0,
Marcus Hamilton,2004-09-18,3,Virginia,,Akron,W,marcus-hamilton-1,1,0,0,
A.J. Hawk,2004-09-18,3,Ohio State,@,North Carolina State,W,aj-hawk-1,1,0,0,
Lionel Hickenbottom,2004-09-18,3,Northern Illinois,@,Iowa State,L,lionel-hickenbottom-1,1,2,0,
Terrence Holmes,2004-09-18,2,Florida,@,Tennessee,L,terrence-holmes-1,1,20,0,
Willie Hughley,2004-09-18,3,Florida Atlantic,@,Middle Tennessee State,W,willie-hughley-1,2,9,0,
Deandre Jackson,2004-09-18,3,Iowa State,,Northern Illinois,W,deandre-jackson-1,1,9,0,
Tanard Jackson,2004-09-18,3,Syracuse,,Cincinnati,W,tanard-jackson-1,1,4,0,
Jeramie Johnson,2004-09-18,3,Mississippi State,,Maine,L,jeramie-johnson-1,2,35,0,
Tyrell Johnson,2004-09-18,3,Arkansas State,,Memphis,L,tyrell-johnson-1,1,0,0,
Adam Jones,2004-09-18,3,West Virginia,,Maryland,W,adam-jones-1,2,51,0,
Byron Jones,2004-09-18,3,Texas A&M,,Clemson,W,byron-jones-1,1,6,0,
Justin Kitchen,2004-09-18,3,Duke,@,Virginia Tech,L,justin-kitchen-1,1,9,0,
Anthony Madison,2004-09-18,3,Alabama,,Western Carolina,W,anthony-madison-1,1,0,0,
Brandon Massey,2004-09-18,3,Missouri,,Ball State,W,brandon-massey-1,1,13,0,
Erik Mayes,2004-09-18,3,Texas A&M,,Clemson,W,erik-mayes-1,1,1,0,
Trumaine McBride,2004-09-18,3,Mississippi,,Vanderbilt,W,trumaine-mcbride-1,1,23,0,
Marcus McCauley,2004-09-18,3,Fresno State,,Portland State,W,marcus-mccauley-1,1,15,1,
Marcus McGruder,2004-09-18,3,Wake Forest,,North Carolina A&T,W,marcus-mcgruder-1,1,25,1,
Scooter McIntosh,2004-09-18,3,Western Michigan,@,Illinois,L,scooter-mcintosh-1,1,18,0,
Anthony Mims,2004-09-18,3,West Virginia,,Maryland,W,anthony-mims-1,1,0,0,
Doug Monaghan,2004-09-18,3,Cincinnati,@,Syracuse,L,doug-monaghan-1,2,32,0,
Anthony Montgomery,2004-09-18,3,Minnesota,@,Colorado State,W,anthony-montgomery-1,1,3,0,
Nik Moser,2004-09-18,3,Iowa State,,Northern Illinois,W,nik-moser-1,2,30,1,
Wali Muhammad,2004-09-18,3,Nebraska,@,Pittsburgh,W,wali-muhammad-1,1,4,0,
Brian Nunez,2004-09-18,2,San Jose State,,Morgan State,W,brian-nunez-1,1,0,0,
Karl Paymah,2004-09-18,3,Washington State,,Idaho,W,karl-paymah-1,1,0,0,
Sabby Piscitelli,2004-09-18,3,Oregon State,,New Mexico,W,sabby-piscitelli-1,1,0,0,
Dennis Poland,2004-09-18,3,Air Force,@,Nevada-Las Vegas,W,dennis-poland-1,1,2,0,
Joe Porter,2004-09-18,3,Rutgers,,Kent State,W,joe-porter-1,1,7,0,
