Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Mack Hollins,2015-09-03,1,North Carolina,N,South Carolina,L,1,6,6.0,0,mack-hollins-1
Justin Holmes,2015-09-03,1,San Jose State,,New Hampshire,W,1,9,9.0,0,justin-holmes-2
Wyatt Houston,2015-09-03,1,Utah State,,Southern Utah,W,2,19,9.5,0,wyatt-houston-1
P.J. Howard IV,2015-09-03,1,Wake Forest,,Elon,W,3,11,3.7,0,pj-howard-iv-1
Bug Howard,2015-09-03,1,North Carolina,N,South Carolina,L,6,114,19.0,1,bug-howard-1
Lajuan Hunt,2015-09-03,1,Utah State,,Southern Utah,W,2,0,0.0,0,lajuan-hunt-1
Sean Irwin,2015-09-03,1,Colorado,@,Hawaii,L,1,4,4.0,0,sean-irwin-1
Ty Isaac,2015-09-03,1,Michigan,@,Utah,L,1,3,3.0,0,ty-isaac-1
Don Jackson,2015-09-03,1,Nevada,,California-Davis,W,1,3,3.0,0,don-jackson-2
Johnny Jackson,2015-09-03,1,Arizona,,Texas-San Antonio,W,8,101,12.6,1,johnny-jackson-3
Blake Jarwin,2015-09-03,1,Oklahoma State,@,Central Michigan,W,1,9,9.0,0,blake-jarwin-1
Ricky Jeune,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,23,23.0,0,ricky-jeune-1
Chris Johnson,2015-09-03,1,Central Florida,,Florida International,L,3,32,10.7,0,chris-johnson-20
Justin Johnson,2015-09-03,1,Fresno State,,Abilene Christian,W,1,7,7.0,0,justin-johnson-7
KeeSean Johnson,2015-09-03,1,Fresno State,,Abilene Christian,W,4,30,7.5,0,keesean-johnson-1
Anthony Jones,2015-09-03,1,Florida International,@,Central Florida,W,1,15,15.0,0,anthony-jones-8
Brady Jones,2015-09-03,1,Texas-San Antonio,@,Arizona,L,1,5,5.0,0,brady-jones-2
Cayleb Jones,2015-09-03,1,Arizona,,Texas-San Antonio,W,3,49,16.3,1,cayleb-jones-2
Charles Jones,2015-09-03,1,Tulane,,Duke,L,2,11,5.5,0,charles-jones-5
Jamire Jordan,2015-09-03,1,Fresno State,,Abilene Christian,W,3,41,13.7,1,jamire-jordan-1
Marcus Kemp,2015-09-03,1,Hawaii,,Colorado,W,6,116,19.3,1,marcus-kemp-1
Kris Kentera,2015-09-03,1,Vanderbilt,,Western Kentucky,L,2,48,24.0,0,kris-kentera-1
Josh Kern,2015-09-03,1,Arizona,,Texas-San Antonio,W,2,12,6.0,0,josh-kern-1
Jesse Kroll,2015-09-03,1,Central Michigan,,Oklahoma State,L,3,23,7.7,0,jesse-kroll-1
Corey Lacanaria,2015-09-03,1,Ball State,,Virginia Military Institute,W,6,55,9.2,0,corey-lacanaria-1
Chris Lacy,2015-09-03,1,Oklahoma State,@,Central Michigan,W,1,7,7.0,0,chris-lacy-2
Cortez Lewis,2015-09-03,1,Wake Forest,,Elon,W,3,64,21.3,1,cortez-lewis-1
Phillip Lindsay,2015-09-03,1,Colorado,@,Hawaii,L,3,2,0.7,0,phillip-lindsay-1
Brandon Lingen,2015-09-03,1,Minnesota,,Texas Christian,L,1,16,16.0,0,brandon-lingen-1
Kolby Listenbee,2015-09-03,1,Texas Christian,@,Minnesota,W,1,9,9.0,0,kolby-listenbee-1
Thomas Lucas,2015-09-03,1,Connecticut,,Villanova,W,1,8,8.0,0,thomas-lucas-1
Kevonn Mabon,2015-09-03,1,Ball State,,Virginia Military Institute,W,7,54,7.7,0,kevonn-mabon-1
Jake Manley,2015-09-03,1,Idaho,,Ohio,L,1,8,8.0,0,jake-manley-1
TaQuon Marshall,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,24,24.0,0,taquon-marshall-1
K.J. Maye,2015-09-03,1,Minnesota,,Texas Christian,L,4,73,18.3,1,kj-maye-1
Devante Mays,2015-09-03,1,Utah State,,Southern Utah,W,1,9,9.0,0,devante-mays-1
Max McCaffrey,2015-09-03,1,Duke,@,Tulane,W,4,61,15.3,0,max-mccaffrey-1
Jalen McCleskey,2015-09-03,1,Oklahoma State,@,Central Michigan,W,1,-1,-1.0,0,jalen-mccleskey-1
Ben McCord,2015-09-03,1,Central Michigan,,Oklahoma State,L,4,59,14.8,0,ben-mccord-1
Evan Moeai,2015-09-03,1,Utah,,Michigan,W,1,5,5.0,0,evan-moeai-2
David Morgan,2015-09-03,1,Texas-San Antonio,@,Arizona,L,9,109,12.1,1,david-morgan-1
Rueben Mwehla,2015-09-03,1,Idaho,,Ohio,L,2,11,5.5,0,rueben-mwehla-1
Tommy Myers,2015-09-03,1,Connecticut,,Villanova,W,2,83,41.5,1,tommy-myers-1
Arkeel Newsome,2015-09-03,1,Connecticut,,Villanova,W,3,36,12.0,1,arkeel-newsome-1
Shaun Nixon,2015-09-03,1,Texas Christian,@,Minnesota,W,5,43,8.6,0,shaun-nixon-1
Nicholas Norris,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,3,19,6.3,0,nicholas-norris-1
Chad Olsen,2015-09-03,1,Fresno State,,Abilene Christian,W,2,35,17.5,2,chad-olsen-1
A.J. Ouellette,2015-09-03,1,Ohio,@,Idaho,W,1,2,2.0,0,aj-ouellette-1
Thomas Owens,2015-09-03,1,Florida International,@,Central Florida,W,11,78,7.1,0,thomas-owens-1
Daz'Mond Patterson,2015-09-03,1,Ohio,@,Idaho,W,2,7,3.5,0,dazmond-patterson-1
Nick Patti,2015-09-03,1,Central Florida,,Florida International,L,1,6,6.0,0,nick-patti-1
Quinton Pedroza,2015-09-03,1,Hawaii,,Colorado,W,5,41,8.2,1,quinton-pedroza-2
Elijhaa Penny,2015-09-03,1,Idaho,,Ohio,L,5,32,6.4,0,elijhaa-penny-1
Grant Perry,2015-09-03,1,Michigan,@,Utah,L,3,41,13.7,0,grant-perry-1
Nate Phillips,2015-09-03,1,Arizona,,Texas-San Antonio,W,3,28,9.3,1,nate-phillips-1
Bubba Poole,2015-09-03,1,Utah,,Michigan,W,3,22,7.3,0,bubba-poole-1
Emanuel Porter,2015-09-03,1,Texas Christian,@,Minnesota,W,2,36,18.0,0,emanuel-porter-1
Shaquille Powell,2015-09-03,1,Duke,@,Tulane,W,3,20,6.7,1,shaquille-powell-1
T.J. Rahming,2015-09-03,1,Duke,@,Tulane,W,6,70,11.7,0,tj-rahming-1
Latevius Rayford,2015-09-03,1,Vanderbilt,,Western Kentucky,L,1,2,2.0,0,latevius-rayford-1
Jordan Reid,2015-09-03,1,Ohio,@,Idaho,W,4,68,17.0,1,jordan-reid-1
Jalen Rhodes,2015-09-03,1,Texas-San Antonio,@,Arizona,L,1,12,12.0,0,jalen-rhodes-1
Anthony Rice,2015-09-03,1,Central Michigan,,Oklahoma State,L,4,46,11.5,0,anthony-rice-2
David Richards,2015-09-03,1,Arizona,,Texas-San Antonio,W,3,31,10.3,1,david-richards-1
Jerico Richardson,2015-09-03,1,Nevada,,California-Davis,W,3,66,22.0,0,jerico-richardson-1
Dallas Rivers,2015-09-03,1,Vanderbilt,,Western Kentucky,L,1,12,12.0,0,dallas-rivers-1
Braelon Roberts,2015-09-03,1,Utah State,,Southern Utah,W,4,25,6.3,0,braelon-roberts-1
Devonte Robinson,2015-09-03,1,Utah State,,Southern Utah,W,3,29,9.7,0,devonte-robinson-1
Isaiah Robinson,2015-09-03,1,Wake Forest,,Elon,W,1,15,15.0,0,isaiah-robinson-2
Andrew Rodriguez,2015-09-03,1,Utah State,,Southern Utah,W,2,20,10.0,0,andrew-rodriguez-2
Devin Ross,2015-09-03,1,Colorado,@,Hawaii,L,3,18,6.0,0,devin-ross-2
Anthon Samuel,2015-09-03,1,Florida International,@,Central Florida,W,2,0,0.0,0,anthon-samuel-2
Brayden Sanchez,2015-09-03,1,Nevada,,California-Davis,W,2,27,13.5,0,brayden-sanchez-1
Jacob Sannon,2015-09-03,1,Idaho,,Ohio,L,2,7,3.5,0,jacob-sannon-1
Isaiah Saunders,2015-09-03,1,Idaho,,Ohio,L,1,2,2.0,0,isaiah-saunders-1
Steven Scheu,2015-09-03,1,Vanderbilt,,Western Kentucky,L,2,12,6.0,0,steven-scheu-1
Erich Schneider,2015-09-03,1,Duke,@,Tulane,W,1,5,5.0,0,erich-schneider-1
Caleb Scott,2015-09-03,1,Vanderbilt,,Western Kentucky,L,1,23,23.0,0,caleb-scott-1
Kenneth Scott,2015-09-03,1,Utah,,Michigan,W,2,15,7.5,0,kenneth-scott-1
Trey Scott,2015-09-03,1,Tulane,,Duke,L,1,4,4.0,0,trey-scott-1
Jhajuan Seales,2015-09-03,1,Oklahoma State,@,Central Michigan,W,2,25,12.5,0,jhajuan-seales-1
Qua Searcy,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,11,11.0,0,qua-searcy-1
Cam Serigne,2015-09-03,1,Wake Forest,,Elon,W,3,60,20.0,1,cam-serigne-1
Brandon Sheperd,2015-09-03,1,Oklahoma State,@,Central Michigan,W,1,18,18.0,0,brandon-sheperd-1
Trent Sherfield,2015-09-03,1,Vanderbilt,,Western Kentucky,L,4,63,15.8,1,trent-sherfield-1
Chris Shillings,2015-09-03,1,Ball State,,Virginia Military Institute,W,3,33,11.0,0,chris-shillings-1
Darrius Sims,2015-09-03,1,Vanderbilt,,Western Kentucky,L,2,10,5.0,0,darrius-sims-1
Kendrick Singleton,2015-09-03,1,North Carolina,N,South Carolina,L,1,3,3.0,0,kendrick-singleton-1
Ty Slanina,2015-09-03,1,Texas Christian,@,Minnesota,W,1,8,8.0,0,ty-slanina-1
De'Veon Smith,2015-09-03,1,Michigan,@,Utah,L,1,6,6.0,0,deveon-smith-1
Jonnu Smith,2015-09-03,1,Florida International,@,Central Florida,W,3,18,6.0,0,jonnu-smith-1
Rodney Smith,2015-09-03,1,Minnesota,,Texas Christian,L,1,3,3.0,0,rodney-smith-5
Sebastian Smith,2015-09-03,1,Ohio,@,Idaho,W,2,13,6.5,0,sebastian-smith-1
Shane Smith,2015-09-03,1,San Jose State,,New Hampshire,W,2,59,29.5,0,shane-smith-4
Tre'Quan Smith,2015-09-03,1,Central Florida,,Florida International,L,9,104,11.6,0,trequan-smith-1
Tyrone Smith,2015-09-03,1,Utah,,Michigan,W,2,11,5.5,0,tyrone-smith-4
Devon Spalding,2015-09-03,1,Central Michigan,,Oklahoma State,L,3,25,8.3,0,devon-spalding-1
Nelson Spruce,2015-09-03,1,Colorado,@,Hawaii,L,8,69,8.6,0,nelson-spruce-1
Maddox Stamey,2015-09-03,1,Wake Forest,,Elon,W,1,6,6.0,0,maddox-stamey-1
William Stanback,2015-09-03,1,Central Florida,,Florida International,L,1,3,3.0,0,william-stanback-1
Rashad Still,2015-09-03,1,Minnesota,,Texas Christian,L,3,14,4.7,0,rashad-still-1
Ja'Juan Story,2015-09-03,1,Texas Christian,@,Minnesota,W,2,12,6.0,0,jajuan-story-1
Micheal Summers,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,19,19.0,1,micheal-summers-1
Ryan Switzer,2015-09-03,1,North Carolina,N,South Carolina,L,6,57,9.5,0,ryan-switzer-1
Aron Taylor,2015-09-03,1,Texas-San Antonio,@,Arizona,L,1,32,32.0,1,aron-taylor-1
Chris Taylor,2015-09-03,1,Duke,@,Tulane,W,1,27,27.0,0,chris-taylor-4
Clinton Taylor,2015-09-03,1,Florida International,@,Central Florida,W,3,20,6.7,0,clinton-taylor-1
Jabryce Taylor,2015-09-03,1,Texas-San Antonio,@,Arizona,L,1,6,6.0,0,jabryce-taylor-1
Taywan Taylor,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,3,40,13.3,0,taywan-taylor-1
Kerry Thomas,2015-09-03,1,Texas-San Antonio,@,Arizona,L,6,80,13.3,0,kerry-thomas-1
Noel Thomas,2015-09-03,1,Connecticut,,Villanova,W,3,39,13.0,0,noel-thomas-1
Thomas Tucker,2015-09-03,1,San Jose State,,New Hampshire,W,2,63,31.5,0,thomas-tucker-1
KaVontae Turpin,2015-09-03,1,Texas Christian,@,Minnesota,W,2,3,1.5,0,kavontae-turpin-1
Teddy Veal,2015-09-03,1,Tulane,,Duke,L,5,49,9.8,0,teddy-veal-1
Chuck Wade,2015-09-03,1,Wake Forest,,Elon,W,4,70,17.5,1,chuck-wade-1
Martez Walker,2015-09-03,1,Central Michigan,,Oklahoma State,L,3,8,2.7,0,martez-walker-1
Marteze Waller,2015-09-03,1,Fresno State,,Abilene Christian,W,1,-1,-1.0,0,marteze-waller-1
James Washington,2015-09-03,1,Oklahoma State,@,Central Michigan,W,2,19,9.5,0,james-washington-5
Deon Watson,2015-09-03,1,Idaho,,Ohio,L,5,48,9.6,1,deon-watson-1
Ralph Webb,2015-09-03,1,Vanderbilt,,Western Kentucky,L,3,27,9.0,0,ralph-webb-1
Desmon White,2015-09-03,1,Texas Christian,@,Minnesota,W,5,61,12.2,0,desmon-white-1
Papi White,2015-09-03,1,Ohio,@,Idaho,W,3,40,13.3,0,papi-white-1
Brandon Wilds,2015-09-03,1,South Carolina,N,North Carolina,W,4,44,11.0,0,brandon-wilds-1
Rodrick Williams Jr.,2015-09-03,1,Minnesota,,Texas Christian,L,2,14,7.0,0,rodrick-williams-jr-1
A.J. Williams,2015-09-03,1,Michigan,@,Utah,L,1,2,2.0,0,aj-williams-1
Jordan Williams,2015-09-03,1,Ball State,,Virginia Military Institute,W,8,99,12.4,0,jordan-williams-3
Kennedy Williams,2015-09-03,1,Utah State,,Southern Utah,W,1,5,5.0,0,kennedy-williams-1
Keyan Williams,2015-09-03,1,Fresno State,,Abilene Christian,W,7,34,4.9,0,keyan-williams-1
Tyson Williams,2015-09-03,1,North Carolina,N,South Carolina,L,1,0,0.0,0,tyson-williams-1
Teddy Williamson,2015-09-03,1,Ball State,,Virginia Military Institute,W,1,-4,-4.0,0,teddy-williamson-1
Corey Willis,2015-09-03,1,Central Michigan,,Oklahoma State,L,2,14,7.0,0,corey-willis-1
Hansel Wilson,2015-09-03,1,San Jose State,,New Hampshire,W,3,39,13.0,0,hansel-wilson-1
Shaun Wilson,2015-09-03,1,Duke,@,Tulane,W,2,18,9.0,0,shaun-wilson-1
Tyler Winston,2015-09-03,1,San Jose State,,New Hampshire,W,7,76,10.9,0,tyler-winston-1
Drew Wolitarsky,2015-09-03,1,Minnesota,,Texas Christian,L,3,47,15.7,0,drew-wolitarsky-1
DeAndre Woods,2015-09-03,1,Vanderbilt,,Western Kentucky,L,2,20,10.0,0,deandre-woods-1
Dezmond Wortham,2015-09-03,1,Wake Forest,,Elon,W,1,13,13.0,0,dezmond-wortham-1
Nate Wozniak,2015-09-03,1,Minnesota,,Texas Christian,L,1,5,5.0,0,nate-wozniak-1
Chaz Anderson,2015-09-04,1,Boise State,,Washington,W,1,7,7.0,0,chaz-anderson-1
Deanthony Arnett,2015-09-04,1,Michigan State,@,Western Michigan,W,2,36,18.0,1,deanthony-arnett-1
Jordan Asberry,2015-09-04,1,Army,,Fordham,L,1,33,33.0,0,jordan-asberry-1
Sean Avant,2015-09-04,1,Syracuse,,Rhode Island,W,1,5,5.0,0,sean-avant-1
Taz Bateman,2015-09-04,1,Georgia State,,UNC Charlotte,L,3,37,12.3,1,taz-bateman-1
LeVante Bellamy,2015-09-04,1,Western Michigan,,Michigan State,L,1,7,7.0,0,levante-bellamy-1
Jamauri Bogan,2015-09-04,1,Western Michigan,,Michigan State,L,2,9,4.5,0,jamauri-bogan-1
Victor Bolden,2015-09-04,1,Oregon State,,Weber State,W,3,6,2.0,1,victor-bolden-1
Trent Bostick,2015-09-04,1,UNC Charlotte,@,Georgia State,W,1,7,7.0,0,trent-bostick-1
Todd Boyd,2015-09-04,1,Georgia State,,UNC Charlotte,L,3,26,8.7,0,todd-boyd-1
Daniel Braverman,2015-09-04,1,Western Michigan,,Michigan State,L,13,109,8.4,0,daniel-braverman-1
Chris Brown,2015-09-04,1,Oregon State,,Weber State,W,1,6,6.0,0,chris-brown-14
Andrew Buie,2015-09-04,1,UNC Charlotte,@,Georgia State,W,1,6,6.0,0,andrew-buie-1
Aaron Burbridge,2015-09-04,1,Michigan State,@,Western Michigan,W,4,117,29.3,0,aaron-burbridge-1
Tyler Campbell,2015-09-04,1,Army,,Fordham,L,1,5,5.0,0,tyler-campbell-4
K.D. Cannon,2015-09-04,1,Baylor,@,Southern Methodist,W,3,104,34.7,1,kd-cannon-1
Xavier Castille,2015-09-04,1,Southern Methodist,,Baylor,L,3,11,3.7,0,xavier-castille-1
Devin Chafin,2015-09-04,1,Baylor,@,Southern Methodist,W,1,5,5.0,0,devin-chafin-1
Kellen Clute,2015-09-04,1,Oregon State,,Weber State,W,1,0,0.0,0,kellen-clute-1
Corey Coleman,2015-09-04,1,Baylor,@,Southern Methodist,W,5,178,35.6,1,corey-coleman-1
Alvin Cornelius,2015-09-04,1,Syracuse,,Rhode Island,W,1,11,11.0,0,alvin-cornelius-1
Corey Davis,2015-09-04,1,Western Michigan,,Michigan State,L,10,154,15.4,1,corey-davis-3
Robert Davis,2015-09-04,1,Georgia State,,UNC Charlotte,L,5,57,11.4,0,robert-davis-10
Austin Duke,2015-09-04,1,UNC Charlotte,@,Georgia State,W,7,95,13.6,1,austin-duke-1
Brisly Estime,2015-09-04,1,Syracuse,,Rhode Island,W,1,9,9.0,0,brisly-estime-1
T.L. Ford,2015-09-04,1,UNC Charlotte,@,Georgia State,W,5,63,12.6,0,tl-ford-1
Jarvion Franklin,2015-09-04,1,Western Michigan,,Michigan State,L,2,24,12.0,0,jarvion-franklin-1
Myles Gaskin,2015-09-04,1,Washington,@,Boise State,L,1,-1,-1.0,0,myles-gaskin-1
Davion Hall,2015-09-04,1,Baylor,@,Southern Methodist,W,1,9,9.0,0,davion-hall-1
Penny Hart,2015-09-04,1,Georgia State,,UNC Charlotte,L,1,53,53.0,1,penny-hart-1
Lynx Hawthorne,2015-09-04,1,Baylor,@,Southern Methodist,W,1,6,6.0,0,lynx-hawthorne-1
Nyiakki Height,2015-09-04,1,Georgia State,,UNC Charlotte,L,1,14,14.0,0,nyiakki-height-1
Michael Henry,2015-09-04,1,Western Michigan,,Michigan State,L,2,23,11.5,0,michael-henry-1
Gerald Holmes,2015-09-04,1,Michigan State,@,Western Michigan,W,1,0,0.0,0,gerald-holmes-1
Holden Huff,2015-09-04,1,Boise State,,Washington,W,2,28,14.0,0,holden-huff-1
Steve Ishmael,2015-09-04,1,Syracuse,,Rhode Island,W,3,29,9.7,0,steve-ishmael-1
Fabian Johnson,2015-09-04,1,Western Michigan,,Michigan State,L,1,3,3.0,0,fabian-johnson-1
Kevin Johnson,2015-09-04,1,Southern Methodist,,Baylor,L,1,-1,-1.0,0,kevin-johnson-13
Xavier Jones,2015-09-04,1,Southern Methodist,,Baylor,L,4,38,9.5,0,xavier-jones-2
Darius Joseph,2015-09-04,1,Southern Methodist,,Baylor,L,1,13,13.0,0,darius-joseph-1
Mitchell Kaufman,2015-09-04,1,Southern Methodist,,Baylor,L,1,5,5.0,0,mitchell-kaufman-1
Macgarrett Kings Jr.,2015-09-04,1,Michigan State,@,Western Michigan,W,2,27,13.5,0,macgarrett-kings-jr-1
Workpeh Kofa,2015-09-04,1,UNC Charlotte,@,Georgia State,W,1,30,30.0,0,workpeh-kofa-1
Jay Lee,2015-09-04,1,Baylor,@,Southern Methodist,W,3,70,23.3,3,jay-lee-1
Brayden Lenius,2015-09-04,1,Washington,@,Boise State,L,3,37,12.3,0,brayden-lenius-1
Ben Lewis,2015-09-04,1,Syracuse,,Rhode Island,W,1,16,16.0,0,ben-lewis-2
Prescott Line,2015-09-04,1,Southern Methodist,,Baylor,L,1,11,11.0,0,prescott-line-1
Cameron MacPherson,2015-09-04,1,Syracuse,,Rhode Island,W,1,3,3.0,0,cameron-macpherson-1
Ryheem Malone,2015-09-04,1,Southern Methodist,,Baylor,L,1,6,6.0,0,ryheem-malone-1
Chico McClatcher,2015-09-04,1,Washington,@,Boise State,L,3,3,1.0,0,chico-mcclatcher-1
Jeremy McNichols,2015-09-04,1,Boise State,,Washington,W,3,24,8.0,0,jeremy-mcnichols-1
Jaydon Mickens,2015-09-04,1,Washington,@,Boise State,L,2,16,8.0,0,jaydon-mickens-1
