Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Joel Nwigwe,2005-09-10,1,North Texas,@,Middle Tennessee State,W,1,14,14.0,0,joel-nwigwe-1
Sean O'Drobinak,2005-09-10,2,Bowling Green State,@,Ball State,W,1,4,4.0,1,sean-odrobinak-1
Kenny O'Neal,2005-09-10,2,Florida State,,Citadel,W,1,8,8.0,0,kenny-oneal-1
Oren O'Neal,2005-09-10,2,Arkansas State,,Tennessee-Martin,W,2,19,9.5,1,oren-oneal-1
Ben Obomanu,2005-09-10,2,Auburn,,Mississippi State,W,1,9,9.0,0,ben-obomanu-1
Wendell Octave,2005-09-10,2,Idaho,@,Nevada-Las Vegas,L,6,146,24.3,1,wendell-octave-1
Steve Odom,2005-09-10,2,Toledo,,Western Michigan,W,3,54,18.0,1,steve-odom-1
Robert Ortiz,2005-09-10,2,San Diego State,@,Air Force,L,6,53,8.8,1,robert-ortiz-1
Dustin Osborn,2005-09-10,2,Colorado State,@,Minnesota,L,7,102,14.6,3,dustin-osborn-1
Rod Owens,2005-09-10,2,Florida State,,Citadel,W,2,28,14.0,1,rod-owens-1
Mark Palmer,2005-09-10,2,Boston College,,Army,W,1,5,5.0,0,mark-palmer-1
Uril Parrish,2005-09-10,2,Tulsa,@,Oklahoma,L,1,7,7.0,0,uril-parrish-1
Jake Parsons,2005-09-10,2,Kent State,,Southeast Missouri State,W,1,3,3.0,0,jake-parsons-1
Corey Partridge,2005-09-10,2,Bowling Green State,@,Ball State,W,2,18,9.0,0,corey-partridge-1
Logan Paulsen,2005-09-10,2,UCLA,,Rice,W,1,29,29.0,0,logan-paulsen-1
Franklin Payne,2005-09-10,2,Illinois,,San Jose State,W,2,30,15.0,0,franklin-payne-1
Logan Payne,2005-09-10,2,Minnesota,,Colorado State,W,3,51,17.0,0,logan-payne-1
Ryan Pearson,2005-09-10,2,Texas Christian,@,Southern Methodist,L,1,14,14.0,0,ryan-pearson-1
Reynaldo Pellerin,2005-09-10,2,Southern Methodist,,Texas Christian,W,2,16,8.0,0,reynaldo-pellerin-1
Anthony Perine,2005-09-10,1,Southern Mississippi,@,Alabama,L,3,63,21.0,2,anthony-perine-1
Brendan Perretta,2005-09-10,2,Penn State,,Cincinnati,W,2,7,3.5,0,brendan-perretta-1
Vinny Perretta,2005-09-10,2,Boise State,@,Oregon State,L,1,13,13.0,0,vinny-perretta-1
Eric Peterman,2005-09-10,2,Northwestern,,Northern Illinois,W,2,16,8.0,0,eric-peterman-1
Adrian Peterson,2005-09-10,2,Oklahoma,,Tulsa,W,2,17,8.5,0,adrian-peterson-1
Troy Peyerk,2005-09-10,2,Central Michigan,@,Miami (OH),W,1,9,9.0,0,troy-peyerk-1
Johnny Peyton,2005-09-10,2,South Florida,,Florida A&M,W,2,20,10.0,0,johnny-peyton-1
Mark Philmore,2005-09-10,2,Northwestern,,Northern Illinois,W,3,25,8.3,0,mark-philmore-1
Antonio Pittman,2005-09-10,2,Ohio State,,Texas,L,2,1,0.5,0,antonio-pittman-1
Billy Pittman,2005-09-10,2,Texas,@,Ohio State,W,5,130,26.0,1,billy-pittman-1
Jarwarski Pollock,2005-09-10,1,North Carolina,@,Georgia Tech,L,4,65,16.3,1,jarwarski-pollock-1
Dedrick Poole,2005-09-10,2,Arkansas,,Vanderbilt,L,3,18,6.0,0,dedrick-poole-1
Leonard Pope,2005-09-10,2,Georgia,,South Carolina,W,3,29,9.7,0,leonard-pope-1
Jarod Posthumus,2005-09-10,2,Minnesota,,Colorado State,W,1,13,13.0,0,jarod-posthumus-1
Josh Powell,2005-09-10,2,Toledo,,Western Michigan,W,3,45,15.0,0,josh-powell-2
Shatone Powers,2005-09-10,2,Northern Illinois,@,Northwestern,L,4,83,20.8,0,shatone-powers-1
Rashon Powers-Neal,2005-09-10,2,Notre Dame,@,Michigan,W,1,9,9.0,0,rashon-powers-neal-1
Will Prosser,2005-09-10,2,Mississippi State,@,Auburn,L,2,31,15.5,0,will-prosser-1
Tyrone Prothro,2005-09-10,2,Alabama,,Southern Mississippi,W,7,134,19.1,0,tyrone-prothro-1
Ronnie Prude,2005-09-10,1,Louisiana State,@,Arizona State,W,1,12,12.0,0,ronnie-prude-1
Ryan Purvis,2005-09-10,2,Boston College,,Army,W,1,4,4.0,0,ryan-purvis-1
Jared Quick,2005-09-10,2,New Mexico State,@,Colorado,L,4,48,12.0,0,jared-quick-1
Drouzon Quillen,2005-09-10,2,Louisiana-Monroe,@,Wyoming,L,1,12,12.0,0,drouzon-quillen-1
Johnny Quinn,2005-09-10,1,North Texas,@,Middle Tennessee State,W,2,56,28.0,0,johnny-quinn-1
Jerard Rabb,2005-09-10,2,Boise State,@,Oregon State,L,4,41,10.3,2,jerard-rabb-1
Pat Raleigh,2005-09-10,2,Northern Illinois,@,Northwestern,L,1,9,9.0,0,pat-raleigh-1
Charles Ramsey,2005-09-10,2,Tulsa,@,Oklahoma,L,1,5,5.0,0,charles-ramsey-1
Marcus Randle El,2005-09-10,2,Wisconsin,,Temple,W,1,29,29.0,1,marcus-randle-el-1
Louis Rankin,2005-09-10,2,Washington,,California,L,2,2,1.0,0,louis-rankin-1
Andre Redd,2005-09-10,2,Toledo,,Western Michigan,W,2,10,5.0,0,andre-redd-1
Kerry Reed,2005-09-10,2,Michigan State,,Hawaii,W,2,15,7.5,0,kerry-reed-1
L.A. Reed,2005-09-10,1,Texas Tech,,Florida International,W,2,34,17.0,0,la-reed-1
Michael Reed,2005-09-10,2,Brigham Young,,Eastern Illinois,W,1,9,9.0,0,michael-reed-1
Darius Reynaud,2005-09-10,2,West Virginia,,Wofford,W,1,27,27.0,1,darius-reynaud-1
Lance Rhodes,2005-09-10,2,Alabama-Birmingham,@,Troy,W,1,36,36.0,0,lance-rhodes-1
Sidney Rice,2005-09-10,2,South Carolina,@,Georgia,L,5,70,14.0,1,sidney-rice-1
Tarell Richards,2005-09-10,1,Utah State,@,Utah,L,2,22,11.0,0,tarell-richards-1
Terry Richardson,2005-09-10,2,Arizona State,,Louisiana State,L,7,75,10.7,0,terry-richardson-1
Jaja Riley,2005-09-10,2,Nevada-Las Vegas,,Idaho,W,1,21,21.0,0,jaja-riley-1
Vaughn Rivers,2005-09-10,2,West Virginia,,Wofford,W,1,22,22.0,0,vaughn-rivers-1
Kevin Robbins,2005-09-10,2,Louisiana,@,Eastern Michigan,L,4,53,13.3,0,kevin-robbins-1
Brandon Roberson,2005-09-10,2,Northwestern,,Northern Illinois,W,1,19,19.0,0,brandon-roberson-2
Luke Roberts,2005-09-10,2,Colorado State,@,Minnesota,L,2,23,11.5,0,luke-roberts-1
Kevin Robinson,2005-09-10,1,Utah State,@,Utah,L,2,8,4.0,0,kevin-robinson-1
Preston Robinson,2005-09-10,1,Utah State,@,Utah,L,1,6,6.0,0,preston-robinson-1
Ryne Robinson,2005-09-10,2,Miami (OH),,Central Michigan,L,8,152,19.0,1,ryne-robinson-1
Shaun Rochon,2005-09-10,2,Baylor,,Samford,W,2,14,7.0,0,shaun-rochon-1
Cory Rodgers,2005-09-10,2,Texas Christian,@,Southern Methodist,L,6,41,6.8,0,cory-rodgers-1
Andre Rollins,2005-09-10,2,Florida International,@,Texas Tech,L,1,12,12.0,0,andre-rollins-1
Dante Rosario,2005-09-10,2,Oregon,,Montana,W,3,27,9.0,0,dante-rosario-1
Cory Ross,2005-09-10,2,Nebraska,,Wake Forest,W,2,7,3.5,0,cory-ross-1
Derick Ross,2005-09-10,2,Cincinnati,@,Penn State,L,3,44,14.7,1,derick-ross-1
Fred Rouse,2005-09-10,2,Florida State,,Citadel,W,1,54,54.0,0,fred-rouse-1
Eddie Royal,2005-09-10,2,Virginia Tech,@,Duke,W,1,18,18.0,0,eddie-royal-1
Marcus Rucker,2005-09-10,1,Rice,@,UCLA,L,1,3,3.0,0,marcus-rucker-2
Martin Rucker,2005-09-10,2,Missouri,,New Mexico,L,4,38,9.5,0,martin-rucker-1
Micah Rucker,2005-09-10,2,Minnesota,,Colorado State,W,1,20,20.0,0,micah-rucker-1
Ruben Ruiz,2005-09-10,2,Bowling Green State,@,Ball State,W,2,59,29.5,0,ruben-ruiz-1
Anthony Russo,2005-09-10,2,Washington,,California,L,2,31,15.5,0,anthony-russo-1
Cleannord Saintil,2005-09-10,2,Middle Tennessee State,,North Texas,L,5,94,18.8,0,cleannord-saintil-1
Jeff Samardzija,2005-09-10,2,Notre Dame,@,Michigan,W,4,52,13.0,1,jeff-samardzija-1
Ian Sample,2005-09-10,2,Hawaii,@,Michigan State,L,4,58,14.5,1,ian-sample-1
Demarco Sampson,2005-09-10,2,San Diego State,@,Air Force,L,2,15,7.5,0,demarco-sampson-1
Bill Sampy,2005-09-10,2,Louisiana,@,Eastern Michigan,L,4,45,11.3,0,bill-sampy-1
Joey Sanders,2005-09-10,2,Mississippi State,@,Auburn,L,1,4,4.0,0,joey-sanders-1
Steve Sanders,2005-09-10,2,Bowling Green State,@,Ball State,W,7,118,16.9,2,steve-sanders-1
Tommy Saunders,2005-09-10,2,Missouri,,New Mexico,L,1,4,4.0,0,tommy-saunders-1
Brendan Schaub,2005-09-10,2,Colorado,,New Mexico State,W,1,7,7.0,0,brendan-schaub-1
Tony Scheffler,2005-09-10,2,Western Michigan,@,Toledo,L,1,25,25.0,0,tony-scheffler-1
Chaz Schilens,2005-09-10,2,San Diego State,@,Air Force,L,3,29,9.7,0,chaz-schilens-1
Jerramy Scott,2005-09-10,2,Michigan State,,Hawaii,W,6,85,14.2,1,jerramy-scott-1
Trevor Scott,2005-09-10,2,Buffalo,@,Syracuse,L,1,6,6.0,0,trevor-scott-1
Taylor Sele,2005-09-10,2,Boston College,,Army,W,2,4,2.0,0,taylor-sele-1
Sonny Shackelford,2005-09-10,2,Washington,,California,L,6,124,20.7,1,sonny-shackelford-1
Charles Sharon,2005-09-10,2,Bowling Green State,@,Ball State,W,9,121,13.4,2,charles-sharon-1
Joslin Shaw,2005-09-10,2,Florida State,,Citadel,W,1,16,16.0,0,joslin-shaw-1
Matt Shelton,2005-09-10,2,Notre Dame,@,Michigan,W,1,4,4.0,0,matt-shelton-1
Trent Shelton,2005-09-10,2,Baylor,,Samford,W,5,54,10.8,0,trent-shelton-1
Antwaun Sherman,2005-09-10,2,Idaho,@,Nevada-Las Vegas,L,2,29,14.5,0,antwaun-sherman-1
Clayton Sievers,2005-09-10,2,Nebraska,,Wake Forest,W,1,7,7.0,0,clayton-sievers-1
Jamarko Simmons,2005-09-10,2,Western Michigan,@,Toledo,L,2,32,16.0,1,jamarko-simmons-1
Mark Simmons,2005-09-10,2,Kansas,,Appalachian State,W,3,15,5.0,0,mark-simmons-1
Rufus Skillern,2005-09-10,2,San Jose State,@,Illinois,L,1,9,9.0,0,rufus-skillern-1
Steve Slaton,2005-09-10,2,West Virginia,,Wofford,W,1,14,14.0,0,steve-slaton-1
Zack Sledge,2005-09-10,2,Southern Methodist,,Texas Christian,W,2,17,8.5,0,zack-sledge-1
Daniel Smith,2005-09-10,2,Idaho,@,Nevada-Las Vegas,L,6,141,23.5,1,daniel-smith-1
Derrick Smith,2005-09-10,2,Louisiana,@,Eastern Michigan,L,5,53,10.6,0,derrick-smith-1
Jason Smith,2005-09-10,2,Baylor,,Samford,W,1,12,12.0,0,jason-smith-3
Rodgeriqus Smith,2005-09-10,2,Auburn,,Mississippi State,W,1,38,38.0,0,rodgeriqus-smith-1
Ronnie Smith,2005-09-10,2,Nevada-Las Vegas,,Idaho,W,1,14,14.0,0,ronnie-smith-1
Samuel Smith,2005-09-10,2,Florida International,@,Texas Tech,L,7,45,6.4,0,samuel-smith-1
Tony Smith,2005-09-10,2,Kent State,,Southeast Missouri State,W,4,19,4.8,0,tony-smith-1
Tre Smith,2005-09-10,2,Auburn,,Mississippi State,W,1,38,38.0,0,tre-smith-1
Isaac Smolko,2005-09-10,2,Penn State,,Cincinnati,W,1,14,14.0,0,isaac-smolko-1
Ontario Sneed,2005-09-10,2,Central Michigan,@,Miami (OH),W,2,6,3.0,0,ontario-sneed-1
Clinton Solomon,2005-09-10,2,Iowa,@,Iowa State,L,2,18,9.0,0,clinton-solomon-1
Kory Sperry,2005-09-10,2,Colorado State,@,Minnesota,L,2,49,24.5,0,kory-sperry-1
Dusty Sprague,2005-09-10,2,Colorado,,New Mexico State,W,1,24,24.0,0,dusty-sprague-1
Booker Stanley,2005-09-10,2,Wisconsin,,Temple,W,3,31,10.3,0,booker-stanley-1
Syndric Steptoe,2005-09-10,2,Arizona,,Northern Arizona,W,6,76,12.7,0,syndric-steptoe-1
Craig Stevens,2005-09-10,2,California,@,Washington,W,1,3,3.0,0,craig-stevens-1
Carl Stewart,2005-09-10,2,Auburn,,Mississippi State,W,1,0,0.0,0,carl-stewart-1
Jonathan Stewart,2005-09-10,2,Oregon,,Montana,W,1,5,5.0,0,jonathan-stewart-1
Maurice Stovall,2005-09-10,2,Notre Dame,@,Michigan,W,2,17,8.5,0,maurice-stovall-1
Chansi Stuckey,2005-09-10,2,Clemson,@,Maryland,W,2,15,7.5,0,chansi-stuckey-1
Alex Suber,2005-09-10,2,Middle Tennessee State,,North Texas,L,2,10,5.0,0,alex-suber-1
Bryson Sumlin,2005-09-10,1,Fresno State,,Weber State,W,1,0,0.0,0,bryson-sumlin-1
Chris Sundberg,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,1,5,5.0,1,chris-sundberg-1
Tyrell Sutton,2005-09-10,2,Northwestern,,Northern Illinois,W,2,16,8.0,0,tyrell-sutton-1
Brett Swain,2005-09-10,2,San Diego State,@,Air Force,L,2,14,7.0,0,brett-swain-1
Limas Sweed,2005-09-10,2,Texas,@,Ohio State,W,3,46,15.3,1,limas-sweed-1
Quinn Sypniewski,2005-09-10,2,Colorado,,New Mexico State,W,3,21,7.0,1,quinn-sypniewski-1
Fano Tagovailoa,2005-09-10,2,Utah,,Utah State,W,1,24,24.0,0,fano-tagovailoa-1
Naufahu Tahi,2005-09-10,2,Brigham Young,,Eastern Illinois,W,2,10,5.0,1,naufahu-tahi-1
Jacob Tamme,2005-09-10,2,Kentucky,,Idaho State,W,2,12,6.0,0,jacob-tamme-1
Chris Taylor,2005-09-10,2,Indiana,,Nicholls State,W,1,9,9.0,0,chris-taylor-1
Junior Taylor,2005-09-10,2,UCLA,,Rice,W,5,93,18.6,2,junior-taylor-1
Larry Taylor,2005-09-10,2,Connecticut,,Liberty,W,2,20,10.0,0,larry-taylor-1
Ramonce Taylor,2005-09-10,2,Texas,@,Ohio State,W,2,3,1.5,0,ramonce-taylor-1
Rendrick Taylor,2005-09-10,2,Clemson,@,Maryland,W,2,10,5.0,0,rendrick-taylor-1
Queito Teasley,2005-09-10,2,Baylor,,Samford,W,1,11,11.0,0,queito-teasley-1
Tony Temple,2005-09-10,2,Missouri,,New Mexico,L,2,11,5.5,0,tony-temple-1
Mason Templeton,2005-09-10,2,Arkansas,,Vanderbilt,L,1,12,12.0,0,mason-templeton-1
Marcus Thigpen,2005-09-10,2,Indiana,,Nicholls State,W,2,20,10.0,0,marcus-thigpen-1
Bobby Thomas,2005-09-10,2,Bowling Green State,@,Ball State,W,2,27,13.5,0,bobby-thomas-1
Carlos Thomas,2005-09-10,2,South Carolina,@,Georgia,L,1,5,5.0,0,carlos-thomas-1
David Thomas,2005-09-10,2,Texas,@,Ohio State,W,1,9,9.0,0,david-thomas-1
Larry Thomas,2005-09-10,1,Southern Mississippi,@,Alabama,L,2,32,16.0,0,larry-thomas-1
Mike Thomas,2005-09-10,2,Arizona,,Northern Arizona,W,3,64,21.3,0,mike-thomas-9
Pierre Thomas,2005-09-10,2,Illinois,,San Jose State,W,2,12,6.0,0,pierre-thomas-1
Brian Thompson,2005-09-10,2,Michigan,,Notre Dame,L,1,6,6.0,0,brian-thompson-2
Dwayne Thompson,2005-09-10,2,West Virginia,,Wofford,W,1,14,14.0,0,dwayne-thompson-1
Tim Tolbert,2005-09-10,2,New Mexico State,@,Colorado,L,2,7,3.5,0,tim-tolbert-1
Jason Tomlinson,2005-09-10,2,Navy,,Stanford,L,4,40,10.0,0,jason-tomlinson-1
Matt Trannon,2005-09-10,2,Michigan State,,Hawaii,W,2,61,30.5,1,matt-trannon-1
Jeremy Trimble,2005-09-10,1,Army,@,Boston College,L,5,54,10.8,1,jeremy-trimble-1
Daccus Turman,2005-09-10,2,South Carolina,@,Georgia,L,7,30,4.3,0,daccus-turman-1
Jared Ulekowski,2005-09-10,1,Army,@,Boston College,L,2,22,11.0,0,jared-ulekowski-1
Tiquan Underwood,2005-09-10,2,Rutgers,,Villanova,W,1,17,17.0,0,tiquan-underwood-1
Chad Upshaw,2005-09-10,2,Buffalo,@,Syracuse,L,1,6,6.0,0,chad-upshaw-1
Justin Valentine,2005-09-10,2,Minnesota,,Colorado State,W,1,3,3.0,1,justin-valentine-1
Christopher Vedder,2005-09-10,2,San Jose State,@,Illinois,L,1,4,4.0,0,christopher-vedder-1
Lawrence Vickers,2005-09-10,2,Colorado,,New Mexico State,W,3,32,10.7,1,lawrence-vickers-1
Jerod Void,2005-09-10,1,Purdue,,Akron,W,2,15,7.5,0,jerod-void-1
John Wadkowski,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,1,22,22.0,0,john-wadkowski-1
Darius Walker,2005-09-10,2,Notre Dame,@,Michigan,W,5,22,4.4,0,darius-walker-1
Jimtavis Walker,2005-09-10,2,Oregon State,,Boise State,W,2,-6,-3.0,0,jimtavis-walker-1
Jo Jo Walker,2005-09-10,2,Maryland,,Clemson,L,1,14,14.0,0,jo-jo-walker-1
Johnny Walker,2005-09-10,2,Colorado State,@,Minnesota,L,5,116,23.2,0,johnny-walker-1
Todd Walker,2005-09-10,1,Texas Tech,,Florida International,W,2,19,9.5,0,todd-walker-1
Cooper Wallace,2005-09-10,2,Auburn,,Mississippi State,W,3,21,7.0,0,cooper-wallace-1
Jakari Wallace,2005-09-10,2,Minnesota,,Colorado State,W,1,7,7.0,0,jakari-wallace-1
Jason Wallace,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,3,93,31.0,0,jason-wallace-1
Danny Ware,2005-09-10,2,Georgia,,South Carolina,W,1,10,10.0,0,danny-ware-1
DaJuan Warren,2005-09-10,2,Illinois,,San Jose State,W,3,19,6.3,0,dajuan-warren-1
Cedric Washington,2005-09-10,2,Arkansas,,Vanderbilt,L,2,23,11.5,0,cedric-washington-1
David Washington,2005-09-10,2,Toledo,,Western Michigan,W,1,4,4.0,0,david-washington-1
Leon Washington,2005-09-10,2,Florida State,,Citadel,W,1,8,8.0,0,leon-washington-1
Michael Washington,2005-09-10,2,Hawaii,@,Michigan State,L,2,6,3.0,0,michael-washington-1
Yamar Washington,2005-09-10,2,Indiana,,Nicholls State,W,1,9,9.0,0,yamar-washington-1
Bryan Watje,2005-09-10,2,San Jose State,@,Illinois,L,6,111,18.5,0,bryan-watje-1
Todd Watkins,2005-09-10,2,Brigham Young,,Eastern Illinois,W,7,93,13.3,2,todd-watkins-1
Drew Weatherly,2005-09-10,2,Maryland,,Clemson,L,2,28,14.0,0,drew-weatherly-1
Kyle Weatherspoon,2005-09-10,2,Oregon,,Montana,W,3,49,16.3,1,kyle-weatherspoon-1
Jeffrey Webb,2005-09-10,2,San Diego State,@,Air Force,L,8,91,11.4,0,jeffrey-webb-1
Ben West,2005-09-10,2,Florida International,@,Texas Tech,L,2,11,5.5,0,ben-west-1
Anthony Wheat-Brown,2005-09-10,2,Oregon State,,Boise State,W,4,36,9.0,0,anthony-wheat-brown-1
Donell Wheaton,2005-09-10,2,Nevada-Las Vegas,,Idaho,W,3,48,16.0,1,donell-wheaton-1
Ernie Wheelwright,2005-09-10,2,Minnesota,,Colorado State,W,2,28,14.0,0,ernie-wheelwright-1
Joel Whingter,2005-09-10,2,Troy,,Alabama-Birmingham,L,2,7,3.5,0,joel-whingter-1
Brandon Whitaker,2005-09-10,2,Baylor,,Samford,W,2,9,4.5,0,brandon-whitaker-1
Corey White,2005-09-10,2,Alabama-Birmingham,@,Troy,W,1,0,0.0,0,corey-white-2
Marlon White,2005-09-10,2,Vanderbilt,@,Arkansas,W,5,55,11.0,2,marlon-white-1
Terrence Whitehead,2005-09-10,2,Oregon,,Montana,W,2,25,12.5,0,terrence-whitehead-1
Noah Whiteside,2005-09-10,2,South Carolina,@,Georgia,L,1,15,15.0,0,noah-whiteside-1
L.V. Whitworth,2005-09-10,2,Boston College,,Army,W,2,26,13.0,0,lv-whitworth-1
Bobby Williams,2005-09-10,2,Middle Tennessee State,,North Texas,L,2,17,8.5,0,bobby-williams-1
Brandon Williams,2005-09-10,2,Wisconsin,,Temple,W,2,41,20.5,0,brandon-williams-6
Bruce Williams,2005-09-10,2,Syracuse,,Buffalo,W,1,10,10.0,0,bruce-williams-1
Chandler Williams,2005-09-10,2,Florida International,@,Texas Tech,L,7,74,10.6,0,chandler-williams-1
Demetrius Williams,2005-09-10,2,Oregon,,Montana,W,5,93,18.6,1,demetrius-williams-1
Derrick Williams,2005-09-10,2,Penn State,,Cincinnati,W,4,60,15.0,0,derrick-williams-2
Jason Williams,2005-09-10,2,Connecticut,,Liberty,W,4,39,9.8,1,jason-williams-1
Jeremiah Williams,2005-09-10,2,New Mexico State,@,Colorado,L,1,-2,-2.0,0,jeremiah-williams-1
Josh Williams,2005-09-10,2,Miami (OH),,Central Michigan,L,3,48,16.0,1,josh-williams-3
Patrick Williams,2005-09-10,2,Colorado,,New Mexico State,W,3,18,6.0,0,patrick-williams-1
Paul Williams,2005-09-10,1,Fresno State,,Weber State,W,1,8,8.0,0,paul-williams-2
Pernell Williams,2005-09-10,2,West Virginia,,Wofford,W,1,4,4.0,0,pernell-williams-1
Tavarres Williams,2005-09-10,1,Southern Mississippi,@,Alabama,L,2,15,7.5,0,tavarres-williams-1
Thad Williams,2005-09-10,1,Louisiana Tech,@,Florida,L,1,8,8.0,0,thad-williams-1
Bobby Williamson,2005-09-10,2,Clemson,@,Maryland,W,2,23,11.5,0,bobby-williamson-1
Bryan Williamson,2005-09-10,2,Ball State,,Bowling Green State,L,1,9,9.0,0,bryan-williamson-1
Travis Wilson,2005-09-10,2,Oklahoma,,Tulsa,W,1,10,10.0,0,travis-wilson-2
Garrett Wolfe,2005-09-10,2,Northern Illinois,@,Northwestern,L,4,16,4.0,0,garrett-wolfe-1
Brad Wood,2005-09-10,2,Arizona,,Northern Arizona,W,4,35,8.8,1,brad-wood-1
Chris Woods,2005-09-10,2,Georgia Tech,,North Carolina,W,3,29,9.7,0,chris-woods-1
Marcus Woods,2005-09-10,2,Missouri,,New Mexico,L,6,28,4.7,0,marcus-woods-1
Shannon Woods,2005-09-10,1,Texas Tech,,Florida International,W,1,6,6.0,0,shannon-woods-1
Wallace Wright,2005-09-10,1,North Carolina,@,Georgia Tech,L,1,6,6.0,0,wallace-wright-1
Charles Wynn,2005-09-10,2,Ball State,,Bowling Green State,L,6,71,11.8,1,charles-wynn-1
Deshawn Wynn,2005-09-10,2,Florida,,Louisiana Tech,W,1,24,24.0,1,deshawn-wynn-1
Brandon Young,2005-09-10,2,Connecticut,,Liberty,W,4,61,15.3,1,brandon-young-1
Dominique Zeigler,2005-09-10,2,Baylor,,Samford,W,4,51,12.8,1,dominique-zeigler-1
Brent Casteel,2005-09-15,3,Utah,@,Texas Christian,L,4,77,19.3,0,brent-casteel-1
Michael Depriest,2005-09-15,3,Texas Christian,,Utah,W,2,19,9.5,1,michael-depriest-1
Quinton Ganther,2005-09-15,3,Utah,@,Texas Christian,L,3,24,8.0,0,quinton-ganther-1
Brian Hernandez,2005-09-15,3,Utah,@,Texas Christian,L,3,60,20.0,0,brian-hernandez-1
William Jackson,2005-09-15,3,Texas Christian,,Utah,W,1,8,8.0,0,william-jackson-1
Travis Latendresse,2005-09-15,3,Utah,@,Texas Christian,L,1,16,16.0,0,travis-latendresse-1
John Madsen,2005-09-15,3,Utah,@,Texas Christian,L,3,30,10.0,0,john-madsen-1
Robert Merrill,2005-09-15,3,Texas Christian,,Utah,W,1,9,9.0,0,robert-merrill-1
Cory Rodgers,2005-09-15,3,Texas Christian,,Utah,W,4,52,13.0,0,cory-rodgers-1
Fano Tagovailoa,2005-09-15,3,Utah,@,Texas Christian,L,1,1,1.0,0,fano-tagovailoa-1
Anthony Alridge,2005-09-16,3,Houston,@,Texas-El Paso,L,2,62,31.0,1,anthony-alridge-1
Donnie Avery,2005-09-16,3,Houston,@,Texas-El Paso,L,5,99,19.8,2,donnie-avery-1
Blade Bassler,2005-09-16,3,Houston,@,Texas-El Paso,L,2,21,10.5,0,blade-bassler-1
Jayson Boyd,2005-09-16,2,Texas-El Paso,,Houston,W,3,38,12.7,0,jayson-boyd-2
Kendal Briles,2005-09-16,3,Houston,@,Texas-El Paso,L,5,27,5.4,0,kendal-briles-1
Tyler Ebell,2005-09-16,2,Texas-El Paso,,Houston,W,4,60,15.0,0,tyler-ebell-1
Anthony Evans,2005-09-16,3,Houston,@,Texas-El Paso,L,2,8,4.0,0,anthony-evans-1
Chris Francies,2005-09-16,2,Texas-El Paso,,Houston,W,4,56,14.0,0,chris-francies-1
Ryan Gilbert,2005-09-16,3,Houston,@,Texas-El Paso,L,5,38,7.6,0,ryan-gilbert-1
Jeron Harvey,2005-09-16,3,Houston,@,Texas-El Paso,L,1,14,14.0,1,jeron-harvey-1
Johnnie Lee Higgins Jr.,2005-09-16,2,Texas-El Paso,,Houston,W,6,156,26.0,3,johnnie-lee-higgins-jr-1
Jamar Hunt,2005-09-16,2,Texas-El Paso,,Houston,W,2,32,16.0,0,jamar-hunt-1
Chris Marrow,2005-09-16,2,Texas-El Paso,,Houston,W,3,15,5.0,0,chris-marrow-1
Vincent Marshall,2005-09-16,3,Houston,@,Texas-El Paso,L,8,50,6.3,1,vincent-marshall-1
Perry McDaniel,2005-09-16,3,Houston,@,Texas-El Paso,L,1,9,9.0,0,perry-mcdaniel-1
Harold Taylor,2005-09-16,3,Houston,@,Texas-El Paso,L,1,3,3.0,0,harold-taylor-1
Marcus Thomas,2005-09-16,2,Texas-El Paso,,Houston,W,2,18,9.0,0,marcus-thomas-2
Joe West,2005-09-16,2,Texas-El Paso,,Houston,W,2,4,2.0,0,joe-west-1
Evans Adonis,2005-09-17,3,Northern Illinois,,Tennessee Tech,W,2,24,12.0,0,evans-adonis-1
Brian Allbrooks,2005-09-17,3,Temple,,Toledo,L,3,47,15.7,1,brian-allbrooks-1
Brandon Allen,2005-09-17,3,New Mexico State,@,New Mexico,L,2,64,32.0,0,brandon-allen-1
Jesse Allen,2005-09-17,3,Virginia Tech,,Ohio,W,1,3,3.0,1,jesse-allen-1
John Allen,2005-09-17,3,Toledo,@,Temple,W,1,16,16.0,1,john-allen-1
Josh Allen,2005-09-17,3,Troy,@,Missouri,L,1,17,17.0,1,josh-allen-2
Aundrae Allison,2005-09-17,2,East Carolina,@,Wake Forest,L,8,158,19.8,2,aundrae-allison-1
Danny Amendola,2005-09-17,2,Texas Tech,,Sam Houston State,W,4,49,12.3,1,danny-amendola-1
Corey Anderson,2005-09-17,2,Army,,Baylor,L,4,42,10.5,1,corey-anderson-2
Nick Aranda,2005-09-17,2,Rice,@,Texas,L,2,29,14.5,0,nick-aranda-1
James Arnold,2005-09-17,2,North Carolina,,Wisconsin,L,1,1,1.0,0,james-arnold-1
Devin Aromashodu,2005-09-17,3,Auburn,,Ball State,W,1,8,8.0,0,devin-aromashodu-1
Matt Askew,2005-09-17,3,Idaho,@,Washington,L,2,15,7.5,0,matt-askew-1
Jason Avant,2005-09-17,3,Michigan,,Eastern Michigan,W,8,93,11.6,2,jason-avant-1
Maurice Avery,2005-09-17,2,Memphis,,Chattanooga,W,2,73,36.5,1,maurice-avery-1
