Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Avery Williams,2017-09-22,4,Boise State,,Virginia,L,4,95,23.8,0,avery-williams-6
Cedric Wilson,2017-09-22,4,Boise State,,Virginia,L,2,47,23.5,0,cedric-wilson-3
Jonathan Adams Jr.,2017-09-23,3,Arkansas State,@,Southern Methodist,L,1,16,16.0,0,jonathan-adams-jr-1
Desmond Anderson,2017-09-23,4,Middle Tennessee State,,Bowling Green State,W,3,48,16.0,0,desmond-anderson-1
Jackson Anthrop,2017-09-23,4,Purdue,,Michigan,L,1,20,20.0,0,jackson-anthrop-1
Jeff Badet,2017-09-23,4,Oklahoma,@,Baylor,W,2,71,35.5,0,jeff-badet-1
Sherman Badie,2017-09-23,4,Tulane,,Army,W,2,27,13.5,0,sherman-badie-1
Kalen Ballage,2017-09-23,4,Arizona State,,Oregon,W,4,78,19.5,0,kalen-ballage-1
Blake Banham,2017-09-23,3,Eastern Michigan,,Ohio,L,1,9,9.0,0,blake-banham-1
Saquon Barkley,2017-09-23,4,Penn State,@,Iowa,W,3,53,17.7,0,saquon-barkley-1
Brian Bell,2017-09-23,4,Akron,@,Troy,L,1,-1,-1.0,0,brian-bell-3
Ronnie Blackmon,2017-09-23,4,Colorado,,Washington,L,2,34,17.0,0,ronnie-blackmon-1
Raheem Blackshear,2017-09-23,4,Rutgers,@,Nebraska,L,1,14,14.0,0,raheem-blackshear-1
Tony Brooks-James,2017-09-23,4,Oregon,@,Arizona State,L,1,25,25.0,0,tony-brooks-james-1
Dorian Brown,2017-09-23,4,Ohio,@,Eastern Michigan,W,2,47,23.5,0,dorian-brown-1
Robert Brown,2017-09-23,4,Texas State,,Texas-San Antonio,L,2,40,20.0,0,robert-brown-1
Kendall Bussey,2017-09-23,4,Texas A&M,N,Arkansas,W,1,18,18.0,0,kendall-bussey-3
Raymond Calais,2017-09-23,4,Louisiana,,Louisiana-Monroe,L,4,59,14.8,0,raymond-calais-1
Marquez Callaway,2017-09-23,4,Tennessee,,Massachusetts,W,1,10,10.0,0,marquez-callaway-1
George Campbell,2017-09-23,2,Florida State,,North Carolina State,L,1,24,24.0,0,george-campbell-1
Myles Campbell,2017-09-23,3,Georgia Southern,@,Indiana,L,1,24,24.0,0,myles-campbell-1
Parris Campbell,2017-09-23,4,Ohio State,,Nevada-Las Vegas,W,1,82,82.0,0,parris-campbell-1
Clyde Chriss,2017-09-23,4,Texas A&M,N,Arkansas,W,1,11,11.0,0,clyde-chriss-1
Tyrie Cleveland,2017-09-23,3,Florida,@,Kentucky,W,1,14,14.0,0,tyrie-cleveland-1
Austin Conrad,2017-09-23,4,Ohio,@,Eastern Michigan,W,1,0,0.0,0,austin-conrad-1
Nate Cottrell,2017-09-23,3,Georgia Tech,,Pittsburgh,W,1,26,26.0,0,nate-cottrell-1
Keke Coutee,2017-09-23,3,Texas Tech,@,Houston,W,2,36,18.0,0,keke-coutee-1
Kekoa Crawford,2017-09-23,4,Michigan,@,Purdue,W,1,15,15.0,0,kekoa-crawford-1
Eddie Daugherty,2017-09-23,3,Eastern Michigan,,Ohio,L,1,9,9.0,0,eddie-daugherty-1
Antione Davis,2017-09-23,4,California,,Southern California,L,4,112,28.0,0,antione-davis-1
Greg Dortch,2017-09-23,4,Wake Forest,@,Appalachian State,W,1,22,22.0,0,greg-dortch-1
Aaron Duckworth,2017-09-23,4,Idaho,@,South Alabama,W,3,55,18.3,0,aaron-duckworth-1
Malik Dunner,2017-09-23,4,Ball State,@,Western Kentucky,L,3,52,17.3,0,malik-dunner-1
Brad Earnest,2017-09-23,4,Miami (OH),@,Central Michigan,W,1,0,0.0,0,brad-earnest-1
Clyde Edwards-Helaire,2017-09-23,4,Louisiana State,,Syracuse,W,1,13,13.0,0,clyde-edwards-helaire-1
Travis Etienne,2017-09-23,4,Clemson,,Boston College,W,1,26,26.0,0,travis-etienne-1
Keelan Ewaliko,2017-09-23,4,Hawaii,@,Wyoming,L,3,55,18.3,0,keelan-ewaliko-1
Brandon Ezell,2017-09-23,5,San Jose State,,Utah State,L,1,13,13.0,0,brandon-ezell-1
Noah Failauga,2017-09-23,5,San Jose State,,Utah State,L,1,0,0.0,0,noah-failauga-1
Rashad Fenton,2017-09-23,4,South Carolina,,Louisiana Tech,W,1,12,12.0,0,rashad-fenton-1
Maurice Ffrench,2017-09-23,4,Pittsburgh,@,Georgia Tech,L,1,2,2.0,0,maurice-ffrench-1
Jericho Flowers,2017-09-23,3,Nevada-Las Vegas,@,Ohio State,L,3,34,11.3,0,jericho-flowers-1
Deshawn Foster,2017-09-23,4,Western Michigan,,Wagner,W,1,10,10.0,0,deshawn-foster-1
Keynan Foster,2017-09-23,4,Texas-El Paso,@,New Mexico State,L,3,66,22.0,0,keynan-foster-1
Rico Gafford,2017-09-23,4,Wyoming,,Hawaii,W,2,44,22.0,0,rico-gafford-1
Bailey Gaither,2017-09-23,5,San Jose State,,Utah State,L,1,21,21.0,0,bailey-gaither-1
Monteo Garrett,2017-09-23,3,Georgia Southern,@,Indiana,L,1,6,6.0,0,monteo-garrett-1
Keith Gavin,2017-09-23,2,Florida State,,North Carolina State,L,1,27,27.0,0,keith-gavin-1
Thomas Geddis,2017-09-23,4,Cincinnati,@,Navy,L,3,62,20.7,0,thomas-geddis-1
Cullen Gillaspia,2017-09-23,4,Texas A&M,N,Arkansas,W,1,14,14.0,0,cullen-gillaspia-1
Marcus Green,2017-09-23,3,Louisiana-Monroe,@,Louisiana,W,4,78,19.5,0,marcus-green-6
Jonathan Haden,2017-09-23,4,Alabama-Birmingham,@,North Texas,L,3,67,22.3,0,jonathan-haden-1
Tyler Hall,2017-09-23,4,Wyoming,,Hawaii,W,2,117,58.5,1,tyler-hall-2
Mecole Hardman,2017-09-23,4,Georgia,,Mississippi State,W,1,25,25.0,0,mecole-hardman-1
Tim Hart,2017-09-23,3,Memphis,,Southern Illinois,W,1,12,12.0,0,tim-hart-1
Jeremiah Haydel,2017-09-23,4,Texas State,,Texas-San Antonio,L,3,39,13.0,0,jeremiah-haydel-1
Quadree Henderson,2017-09-23,4,Pittsburgh,@,Georgia Tech,L,5,122,24.4,0,quadree-henderson-1
Daiyan Henley,2017-09-23,4,Nevada,@,Washington State,L,1,24,24.0,0,daiyan-henley-1
Josh Hicks,2017-09-23,4,Rutgers,@,Nebraska,L,1,27,27.0,0,josh-hicks-1
Nyheim Hines,2017-09-23,4,North Carolina State,@,Florida State,W,1,21,21.0,0,nyheim-hines-1
Darnay Holmes,2017-09-23,4,UCLA,@,Stanford,L,5,90,18.0,0,darnay-holmes-1
Amir Howard,2017-09-23,3,Coastal Carolina,,Western Illinois,L,1,2,2.0,0,amir-howard-1
Connor Howard,2017-09-23,4,North Texas,,Alabama-Birmingham,W,2,35,17.5,0,connor-howard-2
Mike Hughes,2017-09-23,2,Central Florida,@,Maryland,W,1,21,21.0,0,mike-hughes-4
Cole Hunt,2017-09-23,4,Texas Christian,@,Oklahoma State,W,1,8,8.0,0,cole-hunt-1
Noah Igbinoghene,2017-09-23,4,Auburn,@,Missouri,W,1,21,21.0,0,noah-igbinoghene-1
Kendrick Jackson,2017-09-23,3,Arkansas,N,Texas A&M,L,1,13,13.0,0,kendrick-jackson-1
Taivon Jacobs,2017-09-23,3,Maryland,,Central Florida,L,2,23,11.5,0,taivon-jacobs-1
Derwin James,2017-09-23,2,Florida State,,North Carolina State,L,1,49,49.0,0,derwin-james-1
Diontae Johnson,2017-09-23,4,Toledo,@,Miami (FL),L,5,94,18.8,0,diontae-johnson-1
Evan Johnson,2017-09-23,4,North Texas,,Alabama-Birmingham,W,2,75,37.5,0,evan-johnson-1
Ty Johnson,2017-09-23,3,Maryland,,Central Florida,L,4,99,24.8,0,ty-johnson-1
Tyron Johnson,2017-09-23,4,Oklahoma State,,Texas Christian,L,5,86,17.2,0,tyron-johnson-1
Velus Jones Jr.,2017-09-23,4,Southern California,@,California,W,2,55,27.5,0,velus-jones-jr-1
Alvin Jones,2017-09-23,4,Texas-El Paso,@,New Mexico State,L,1,8,8.0,0,alvin-jones-2
Marcus Jones,2017-09-23,4,Troy,,Akron,W,4,105,26.3,0,marcus-jones-11
Terry Juniel,2017-09-23,4,Texas-El Paso,@,New Mexico State,L,2,50,25.0,0,terry-juniel-1
Ivory Kelly-Martin,2017-09-23,4,Iowa,,Penn State,L,3,67,22.3,0,ivory-kelly-martin-1
Adrian Killins,2017-09-23,2,Central Florida,@,Maryland,W,2,38,19.0,0,adrian-killins-1
D'Eriq King,2017-09-23,3,Houston,,Texas Tech,L,1,6,6.0,0,deriq-king-1
Christian Kirk,2017-09-23,4,Texas A&M,N,Arkansas,W,3,136,45.3,1,christian-kirk-1
Xavier Lane,2017-09-23,4,Western Kentucky,,Ball State,W,1,6,6.0,0,xavier-lane-1
Oakley Lavallii,2017-09-23,4,Central Michigan,,Miami (OH),L,1,14,14.0,0,oakley-lavallii-1
John Leday,2017-09-23,3,Houston,,Texas Tech,L,1,47,47.0,0,john-leday-1
Ike Lewis,2017-09-23,4,Appalachian State,,Wake Forest,L,2,42,21.0,0,ike-lewis-2
Elijah Lilly,2017-09-23,4,New Mexico,@,Tulsa,W,3,45,15.0,0,elijah-lilly-1
Kalija Lipscomb,2017-09-23,4,Vanderbilt,,Alabama,L,3,49,16.3,0,kalija-lipscomb-1
Shamad Lomax,2017-09-23,4,New Mexico State,,Texas-El Paso,W,1,0,0.0,0,shamad-lomax-1
Joey Magnifico,2017-09-23,3,Memphis,,Southern Illinois,W,1,4,4.0,0,joey-magnifico-1
Dimetrios Mason,2017-09-23,4,Missouri,,Auburn,L,1,21,21.0,0,dimetrios-mason-1
Dre Massey,2017-09-23,3,Florida,@,Kentucky,W,1,20,20.0,0,dre-massey-1
Demario McCall,2017-09-23,4,Ohio State,,Nevada-Las Vegas,W,2,29,14.5,0,demario-mccall-1
Markis McCray,2017-09-23,3,Louisiana-Monroe,@,Louisiana,W,2,33,16.5,0,markis-mccray-1
Sean McGrew,2017-09-23,4,Washington,@,Colorado,W,2,38,19.0,0,sean-mcgrew-1
Timothy McVey,2017-09-23,3,Air Force,,San Diego State,L,2,33,16.5,0,timothy-mcvey-1
Matt Merimee,2017-09-23,4,Miami (OH),@,Central Michigan,W,1,0,0.0,0,matt-merimee-1
Malik Miller,2017-09-23,3,Air Force,,San Diego State,L,1,16,16.0,0,malik-miller-1
Chris Montgomery,2017-09-23,4,UNC Charlotte,,Georgia State,L,5,122,24.4,0,chris-montgomery-3
Henri Murphy,2017-09-23,4,Virginia Tech,,Old Dominion,W,1,30,30.0,0,henri-murphy-1
Chris Murray,2017-09-23,3,Arkansas State,@,Southern Methodist,L,4,71,17.8,0,chris-murray-2
James Nachtigal,2017-09-23,4,Army,@,Tulane,L,1,0,0.0,0,james-nachtigal-1
K.D. Nixon,2017-09-23,4,Colorado,,Washington,L,3,77,25.7,0,kd-nixon-1
Malcolm Perry,2017-09-23,3,Navy,,Cincinnati,W,2,53,26.5,0,malcolm-perry-1
Tony Pollard,2017-09-23,3,Memphis,,Southern Illinois,W,3,148,49.3,1,tony-pollard-1
Kavious Price,2017-09-23,4,Kent State,@,Louisville,L,3,44,14.7,0,kavious-price-1
James Proche,2017-09-23,4,Southern Methodist,,Arkansas State,W,1,14,14.0,0,james-proche-1
Trey Quinn,2017-09-23,4,Southern Methodist,,Arkansas State,W,2,58,29.0,0,trey-quinn-1
Anthony Ratliff-Williams,2017-09-23,4,North Carolina,,Duke,L,4,87,21.8,0,anthony-ratliff-williams-1
Sean Riley,2017-09-23,4,Syracuse,@,Louisiana State,L,2,33,16.5,0,sean-riley-2
Malik Roberson,2017-09-23,5,San Jose State,,Utah State,L,1,0,0.0,0,malik-roberson-1
Berdale Robins,2017-09-23,4,Nevada,@,Washington State,L,3,45,15.0,0,berdale-robins-1
Devon Russell,2017-09-23,4,Buffalo,,Florida Atlantic,W,2,39,19.5,0,devon-russell-2
C.J Sanders,2017-09-23,4,Notre Dame,@,Michigan State,W,2,65,32.5,0,cj-sanders-1
Miles Sanders,2017-09-23,4,Penn State,@,Iowa,W,1,20,20.0,0,miles-sanders-1
Cameron Scarlett,2017-09-23,4,Stanford,,UCLA,W,7,169,24.1,0,cameron-scarlett-1
Savon Scarver,2017-09-23,4,Utah State,@,San Jose State,W,1,21,21.0,0,savon-scarver-1
Ryan Schadler,2017-09-23,4,Kansas,,West Virginia,L,1,29,29.0,0,ryan-schadler-1
Boston Scott,2017-09-23,4,Louisiana Tech,@,South Carolina,L,2,50,25.0,0,boston-scott-1
Mathew Sexton,2017-09-23,3,Eastern Michigan,,Ohio,L,1,25,25.0,0,mathew-sexton-1
Marcus Simms,2017-09-23,4,West Virginia,@,Kansas,W,3,62,20.7,0,marcus-simms-1
Steven Sims Jr.,2017-09-23,4,Kansas,,West Virginia,L,2,30,15.0,0,steven-sims-jr-1
JD Spielman,2017-09-23,4,Nebraska,,Rutgers,W,2,49,24.5,0,jd-spielman-1
Robert Spillane,2017-09-23,4,Western Michigan,,Wagner,W,1,9,9.0,0,robert-spillane-1
Darrell Stewart Jr.,2017-09-23,3,Michigan State,,Notre Dame,L,3,79,26.3,0,darrell-stewart-jr-1
Marcelias Sutton,2017-09-23,4,Oklahoma,@,Baylor,W,3,84,28.0,0,marcelias-sutton-1
Carson Terrell,2017-09-23,4,Utah State,@,San Jose State,W,1,10,10.0,0,carson-terrell-1
Jeff Thomas,2017-09-23,2,Miami (FL),,Toledo,W,3,69,23.0,0,jeff-thomas-6
Jordan Thomas,2017-09-23,4,Oklahoma,@,Baylor,W,1,0,0.0,0,jordan-thomas-3
Kylen Towner,2017-09-23,4,Western Kentucky,,Ball State,W,3,88,29.3,0,kylen-towner-1
A.J. Turner,2017-09-23,4,South Carolina,,Louisiana Tech,W,1,15,15.0,0,aj-turner-2
KaVontae Turpin,2017-09-23,4,Texas Christian,@,Oklahoma State,W,2,54,27.0,0,kavontae-turpin-1
Ky'Jon Tyler,2017-09-23,3,Coastal Carolina,,Western Illinois,L,6,129,21.5,0,kyjon-tyler-1
Jamauri Wakefield,2017-09-23,4,Vanderbilt,,Alabama,L,2,40,20.0,0,jamauri-wakefield-1
Kell Walker,2017-09-23,4,Army,@,Tulane,L,2,47,23.5,0,kell-walker-1
Michael Walker,2017-09-23,4,Boston College,@,Clemson,L,5,102,20.4,0,michael-walker-2
Tre Walker,2017-09-23,3,Navy,,Cincinnati,W,3,43,14.3,0,tre-walker-2
Austin Walter,2017-09-23,4,Rice,,Florida International,L,1,15,15.0,0,austin-walter-1
De'Vion Warren,2017-09-23,3,Arkansas,N,Texas A&M,L,3,73,24.3,0,devion-warren-1
Juwan Washington,2017-09-23,4,San Diego State,@,Air Force,W,1,0,0.0,0,juwan-washington-1
Andre Welch,2017-09-23,3,Michigan State,,Notre Dame,L,1,27,27.0,0,andre-welch-1
Kerrith Whyte,2017-09-23,4,Florida Atlantic,@,Buffalo,L,2,38,19.0,0,kerrith-whyte-1
Antonio Williams,2017-09-23,4,Ohio State,,Nevada-Las Vegas,W,1,13,13.0,0,antonio-williams-1
Devonte Williams,2017-09-23,3,Indiana,,Georgia Southern,W,1,23,23.0,0,devonte-williams-1
Malcolm Williams,2017-09-23,3,Coastal Carolina,,Western Illinois,L,1,15,15.0,0,malcolm-williams-4
Andre Wilson,2017-09-23,4,Alabama-Birmingham,@,North Texas,L,2,42,21.0,0,andre-wilson-1
Shaun Wilson,2017-09-23,4,Duke,@,North Carolina,W,1,9,9.0,0,shaun-wilson-1
Brett Winnegan,2017-09-23,3,Texas-San Antonio,@,Texas State,W,1,19,19.0,0,brett-winnegan-1
Darren Woods Jr,2017-09-23,3,Nevada-Las Vegas,@,Ohio State,L,4,70,17.5,0,darren-woods-jr-1
Blake Wright,2017-09-23,4,Nevada,@,Washington State,L,1,27,27.0,0,blake-wright-1
Michael Young,2017-09-23,4,Notre Dame,@,Michigan State,W,1,18,18.0,0,michael-young-2
Chris Love,2017-09-24,4,East Carolina,@,Connecticut,W,1,20,20.0,0,chris-love-1
Quayvon Skanes,2017-09-24,3,Connecticut,,East Carolina,L,1,22,22.0,0,quayvon-skanes-1
Jordan Swann,2017-09-24,3,Connecticut,,East Carolina,L,1,20,20.0,0,jordan-swann-1
Armanti Foreman,2017-09-28,4,Texas,@,Iowa State,W,1,14,14.0,0,armanti-foreman-1
Phillip Amone,2017-09-29,5,Brigham Young,@,Utah State,L,1,0,0.0,0,phillip-amone-1
Renard Bell,2017-09-29,5,Washington State,,Southern California,W,1,23,23.0,0,renard-bell-1
Stephen Carr,2017-09-29,5,Southern California,@,Washington State,L,2,52,26.0,0,stephen-carr-2
Deejay Dallas,2017-09-29,3,Miami (FL),@,Duke,W,1,22,22.0,0,deejay-dallas-1
Trey Dye,2017-09-29,5,Brigham Young,@,Utah State,L,1,5,5.0,0,trey-dye-1
Kendrick Foster,2017-09-29,4,Illinois,,Nebraska,L,3,43,14.3,0,kendrick-foster-1
Lajuan Hunt,2017-09-29,5,Utah State,,Brigham Young,W,1,24,24.0,0,lajuan-hunt-1
Deon Jackson,2017-09-29,5,Duke,,Miami (FL),L,1,24,24.0,0,deon-jackson-1
Velus Jones Jr.,2017-09-29,5,Southern California,@,Washington State,L,1,24,24.0,0,velus-jones-jr-1
Va'A Niumatalolo,2017-09-29,5,Brigham Young,@,Utah State,L,1,8,8.0,0,vaa-niumatalolo-1
Savon Scarver,2017-09-29,5,Utah State,,Brigham Young,W,2,31,15.5,0,savon-scarver-1
JD Spielman,2017-09-29,5,Nebraska,@,Illinois,W,1,20,20.0,0,jd-spielman-1
Robert Taylor,2017-09-29,5,Washington State,,Southern California,W,2,37,18.5,0,robert-taylor-3
Jeff Thomas,2017-09-29,3,Miami (FL),@,Duke,W,1,15,15.0,0,jeff-thomas-6
Jonah Trinnaman,2017-09-29,5,Brigham Young,@,Utah State,L,2,28,14.0,0,jonah-trinnaman-1
Shaun Wilson,2017-09-29,5,Duke,,Miami (FL),L,3,80,26.7,0,shaun-wilson-1
Jermaine Adams,2017-09-30,5,Army,,Texas-El Paso,W,1,5,5.0,0,jermaine-adams-1
Kesi Ah-Hoy,2017-09-30,5,Oregon State,,Washington,L,2,44,22.0,0,kesi-ah-hoy-1
Salvon Ahmed,2017-09-30,5,Washington,@,Oregon State,W,1,15,15.0,0,salvon-ahmed-1
Tino Allen,2017-09-30,5,Oregon State,,Washington,L,1,22,22.0,0,tino-allen-1
Desmond Anderson,2017-09-30,5,Middle Tennessee State,@,Florida Atlantic,L,1,9,9.0,0,desmond-anderson-1
Lamar Anderson,2017-09-30,5,Ball State,@,Western Michigan,L,1,20,20.0,0,lamar-anderson-1
Andrew Armstrong,2017-09-30,5,Syracuse,@,North Carolina State,L,1,12,12.0,0,andrew-armstrong-1
Kalen Ballage,2017-09-30,5,Arizona State,@,Stanford,L,3,31,10.3,0,kalen-ballage-1
Saquon Barkley,2017-09-30,5,Penn State,,Indiana,W,1,98,98.0,1,saquon-barkley-1
Cameron Batson,2017-09-30,4,Texas Tech,,Oklahoma State,L,1,5,5.0,0,cameron-batson-1
Kani Benoit,2017-09-30,5,Oregon,,California,W,1,12,12.0,0,kani-benoit-1
Jaylon Bester,2017-09-30,5,Miami (OH),@,Notre Dame,L,7,163,23.3,0,jaylon-bester-1
Ronnie Blackmon,2017-09-30,5,Colorado,@,UCLA,L,2,40,20.0,0,ronnie-blackmon-1
Raheem Blackshear,2017-09-30,5,Rutgers,,Ohio State,L,5,49,9.8,0,raheem-blackshear-1
Kobie Booker,2017-09-30,5,Akron,@,Bowling Green State,W,1,11,11.0,0,kobie-booker-1
Johnathan Boone,2017-09-30,5,New Mexico State,@,Arkansas,L,1,17,17.0,0,johnathan-boone-1
Lynn Bowden Jr.,2017-09-30,5,Kentucky,,Eastern Michigan,W,1,26,26.0,0,lynn-bowden-jr-1
Jessie Britt,2017-09-30,6,Massachusetts,,Ohio,L,3,46,15.3,0,jessie-britt-1
Shannon Brooks,2017-09-30,4,Minnesota,,Maryland,L,3,57,19.0,0,shannon-brooks-1
Tony Brooks-James,2017-09-30,5,Oregon,,California,W,1,21,21.0,0,tony-brooks-james-1
John Brown III,2017-09-30,4,Navy,@,Tulsa,W,1,24,24.0,0,john-brown-iii-2
Robert Brown,2017-09-30,5,Texas State,@,Wyoming,L,1,11,11.0,0,robert-brown-1
Trevon Brown,2017-09-30,5,East Carolina,,South Florida,L,3,52,17.3,0,trevon-brown-1
Kyle Buss,2017-09-30,4,Connecticut,@,Southern Methodist,L,4,111,27.8,0,kyle-buss-1
George Campbell,2017-09-30,3,Florida State,@,Wake Forest,W,1,16,16.0,0,george-campbell-1
Parris Campbell,2017-09-30,5,Ohio State,@,Rutgers,W,1,26,26.0,0,parris-campbell-1
Colton Cardinal,2017-09-30,5,Boston College,,Central Michigan,W,1,8,8.0,0,colton-cardinal-1
Ty Chandler,2017-09-30,5,Tennessee,,Georgia,L,2,34,17.0,0,ty-chandler-1
Andrew Clair,2017-09-30,5,Bowling Green State,,Akron,L,5,130,26.0,0,andrew-clair-1
Detrich Clark,2017-09-30,5,Colorado State,@,Hawaii,W,4,57,14.3,0,detrich-clark-1
Marcus Clark,2017-09-30,5,Florida Atlantic,,Middle Tennessee State,W,1,19,19.0,0,marcus-clark-1
Kalvin Cline,2017-09-30,5,Texas A&M,,South Carolina,W,1,0,0.0,0,kalvin-cline-1
Douglas Coleman,2017-09-30,4,Texas Tech,,Oklahoma State,L,2,33,16.5,0,douglas-coleman-1
Brendan Cope,2017-09-30,5,Ohio,@,Massachusetts,W,1,1,1.0,0,brendan-cope-1
Nate Cottrell,2017-09-30,4,Georgia Tech,,North Carolina,W,1,17,17.0,0,nate-cottrell-1
Keke Coutee,2017-09-30,4,Texas Tech,,Oklahoma State,L,2,50,25.0,0,keke-coutee-1
Hunter Crafford,2017-09-30,5,North Carolina,@,Georgia Tech,L,1,11,11.0,0,hunter-crafford-1
T'Rod Daniels,2017-09-30,4,Southern Mississippi,,North Texas,L,1,19,19.0,0,trod-daniels-1
Antione Davis,2017-09-30,5,California,@,Oregon,L,7,168,24.0,0,antione-davis-1
Keion Davis,2017-09-30,4,Marshall,@,Cincinnati,W,2,38,19.0,0,keion-davis-1
Doroland Dorceus,2017-09-30,4,Memphis,@,Central Florida,L,1,11,11.0,0,doroland-dorceus-1
Greg Dortch,2017-09-30,5,Wake Forest,,Florida State,L,2,31,15.5,0,greg-dortch-1
Trestan Ebner,2017-09-30,5,Baylor,@,Kansas State,L,1,8,8.0,0,trestan-ebner-1
Berkley Edwards,2017-09-30,5,Central Michigan,@,Boston College,L,2,36,18.0,0,berkley-edwards-1
Clyde Edwards-Helaire,2017-09-30,5,Louisiana State,,Troy,L,1,21,21.0,0,clyde-edwards-helaire-1
Jalen Embry,2017-09-30,4,Northern Illinois,@,San Diego State,L,1,22,22.0,0,jalen-embry-1
Craig Evans,2017-09-30,5,Oregon State,,Washington,L,1,18,18.0,0,craig-evans-1
Keelan Ewaliko,2017-09-30,5,Hawaii,,Colorado State,L,7,129,18.4,0,keelan-ewaliko-1
Rashad Fenton,2017-09-30,5,South Carolina,@,Texas A&M,L,2,58,29.0,0,rashad-fenton-1
Aaron Fischer,2017-09-30,4,Northern Illinois,@,San Diego State,L,1,0,0.0,0,aaron-fischer-1
Denzel Foster,2017-09-30,5,South Alabama,@,Louisiana Tech,L,1,11,11.0,0,denzel-foster-1
Zack Fraade,2017-09-30,4,Navy,@,Tulsa,W,1,23,23.0,0,zack-fraade-1
C.J. Fuller,2017-09-30,5,Clemson,@,Virginia Tech,W,1,2,2.0,0,cj-fuller-1
Bailey Gaither,2017-09-30,6,San Jose State,@,Nevada-Las Vegas,L,2,25,12.5,0,bailey-gaither-1
Keith Gavin,2017-09-30,3,Florida State,@,Wake Forest,W,1,81,81.0,0,keith-gavin-1
Thomas Geddis,2017-09-30,5,Cincinnati,,Marshall,L,2,32,16.0,0,thomas-geddis-1
Marcus Green,2017-09-30,4,Louisiana-Monroe,,Coastal Carolina,W,3,115,38.3,1,marcus-green-6
Justin Hall,2017-09-30,5,Ball State,@,Western Michigan,L,6,125,20.8,0,justin-hall-3
Tyler Hall,2017-09-30,5,Wyoming,,Texas State,W,1,95,95.0,1,tyler-hall-2
Javan Hawes,2017-09-30,5,Cincinnati,,Marshall,L,2,39,19.5,0,javan-hawes-1
Xavier Hawkins,2017-09-30,5,Oregon State,,Washington,L,1,18,18.0,0,xavier-hawkins-1
Jeremiah Haydel,2017-09-30,5,Texas State,@,Wyoming,L,1,17,17.0,0,jeremiah-haydel-1
Mikee Hayes,2017-09-30,5,Akron,@,Bowling Green State,W,1,17,17.0,0,mikee-hayes-1
Darrell Henderson,2017-09-30,4,Memphis,@,Central Florida,L,1,12,12.0,0,darrell-henderson-1
Quadree Henderson,2017-09-30,5,Pittsburgh,,Rice,W,1,36,36.0,0,quadree-henderson-1
Daiyan Henley,2017-09-30,5,Nevada,@,Fresno State,L,2,47,23.5,0,daiyan-henley-1
Josh Hicks,2017-09-30,5,Rutgers,,Ohio State,L,3,27,9.0,0,josh-hicks-1
Kolin Hill,2017-09-30,4,Texas Tech,,Oklahoma State,L,1,5,5.0,0,kolin-hill-1
Nyheim Hines,2017-09-30,5,North Carolina State,,Syracuse,W,2,33,16.5,0,nyheim-hines-1
Jordan Huff,2017-09-30,4,Northern Illinois,@,San Diego State,L,1,23,23.0,0,jordan-huff-1
Mike Hughes,2017-09-30,3,Central Florida,,Memphis,W,1,17,17.0,0,mike-hughes-4
Jason Huntley,2017-09-30,5,New Mexico State,@,Arkansas,L,3,50,16.7,0,jason-huntley-1
Noah Igbinoghene,2017-09-30,5,Auburn,,Mississippi State,W,2,49,24.5,0,noah-igbinoghene-1
Taivon Jacobs,2017-09-30,4,Maryland,@,Minnesota,W,1,20,20.0,0,taivon-jacobs-1
Natrell Jamerson,2017-09-30,4,Wisconsin,,Northwestern,W,2,6,3.0,0,natrell-jamerson-1
Derwin James,2017-09-30,3,Florida State,@,Wake Forest,W,1,36,36.0,0,derwin-james-1
Evan Johnson,2017-09-30,5,North Texas,@,Southern Mississippi,W,1,12,12.0,0,evan-johnson-1
Hayden Johnson,2017-09-30,4,Arkansas,,New Mexico State,W,2,22,11.0,0,hayden-johnson-1
Kevin Johnson,2017-09-30,5,Southern Methodist,,Connecticut,W,2,50,25.0,0,kevin-johnson-13
Ty Johnson,2017-09-30,4,Maryland,@,Minnesota,W,1,16,16.0,0,ty-johnson-1
Tyron Johnson,2017-09-30,5,Oklahoma State,@,Texas Tech,W,1,31,31.0,0,tyron-johnson-1
Xavier Johnson,2017-09-30,5,South Alabama,@,Louisiana Tech,L,1,29,29.0,0,xavier-johnson-1
Amani Jones,2017-09-30,5,Iowa,@,Michigan State,L,1,15,15.0,0,amani-jones-1
Jaylon Jones,2017-09-30,4,Mississippi,@,Alabama,L,6,84,14.0,0,jaylon-jones-1
Marcus Jones,2017-09-30,5,Troy,@,Louisiana State,W,1,21,21.0,0,marcus-jones-11
Mike Jones,2017-09-30,5,Temple,,Houston,L,3,69,23.0,0,mike-jones-25
Jamire Jordan,2017-09-30,4,Fresno State,,Nevada,W,1,71,71.0,0,jamire-jordan-1
Tim Jordan,2017-09-30,5,Tennessee,,Georgia,L,1,26,26.0,0,tim-jordan-2
Terry Juniel,2017-09-30,5,Texas-El Paso,@,Army,L,6,105,17.5,0,terry-juniel-1
Austin Kelly,2017-09-30,5,Iowa,@,Michigan State,L,1,7,7.0,0,austin-kelly-2
Ivory Kelly-Martin,2017-09-30,5,Iowa,@,Michigan State,L,2,56,28.0,0,ivory-kelly-martin-1
