Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Dustin Crum,2019-08-29,1,Kent State,@,Arizona State,L,6,24,4.0,0,dustin-crum-1
Jayden Daniels,2019-08-29,1,Arizona State,,Kent State,W,12,13,1.1,1,jayden-daniels-1
Corey Dauphine,2019-08-29,1,Tulane,,Florida International,W,3,76,25.3,2,corey-dauphine-1
Bryson Denley,2019-08-29,1,Bowling Green State,,Morgan State,W,9,49,5.4,0,bryson-denley-1
Jaylen Dixon,2019-08-29,1,Utah,@,Brigham Young,W,2,17,8.5,1,jaylen-dixon-1
Lyn-J Dixon,2019-08-29,1,Clemson,,Georgia Tech,W,8,64,8.0,1,lyn-j-dixon-1
Gerrid Doaks,2019-08-29,1,Cincinnati,,UCLA,W,10,53,5.3,0,gerrid-doaks-1
Quinten Dormady,2019-08-29,1,Central Michigan,,Albany,W,5,5,1.0,0,quinten-dormady-1
Michel Dukes,2019-08-29,1,Clemson,,Georgia Tech,W,7,29,4.1,0,michel-dukes-1
Steven Duncan,2019-08-29,1,Western Kentucky,,Central Arkansas,L,7,19,2.7,1,steven-duncan-1
Craig Elmore,2019-08-29,1,Kent State,@,Arizona State,L,3,5,1.7,0,craig-elmore-1
Travis Etienne,2019-08-29,1,Clemson,,Georgia Tech,W,12,205,17.1,3,travis-etienne-1
Demetric Felton,2019-08-29,1,UCLA,@,Cincinnati,L,23,71,3.1,0,demetric-felton-1
Ishod Finger,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,9,69,7.7,0,ishod-finger-1
Isaiah Floyd,2019-08-29,1,Arizona State,,Kent State,W,6,34,5.7,0,isaiah-floyd-1
James Graham,2019-08-29,1,Georgia Tech,@,Clemson,L,4,15,3.8,0,james-graham-1
Seth Green,2019-08-29,1,Minnesota,,South Dakota State,W,1,1,1.0,1,seth-green-1
Jamious Griffin,2019-08-29,1,Georgia Tech,@,Clemson,L,2,1,0.5,0,jamious-griffin-1
Jonathan Haden,2019-08-29,1,Alabama-Birmingham,,Alabama State,W,8,41,5.1,0,jonathan-haden-1
Jaren Hall,2019-08-29,1,Brigham Young,,Utah,L,2,-7,-3.5,0,jaren-hall-1
Isaiah Hamilton,2019-08-29,1,San Jose State,,Northern Colorado,W,1,7,7.0,0,isaiah-hamilton-2
Aleva Hifo,2019-08-29,1,Brigham Young,,Utah,L,2,8,4.0,0,aleva-hifo-1
Jerry Howard,2019-08-29,1,Georgia Tech,@,Clemson,L,4,15,3.8,0,jerry-howard-2
Keon Howard,2019-08-29,1,Tulane,,Florida International,W,3,5,1.7,0,keon-howard-1
Stephon Huderson,2019-08-29,1,Tulane,,Florida International,W,7,47,6.7,0,stephon-huderson-1
Tyler Huntley,2019-08-29,1,Utah,@,Brigham Young,W,8,39,4.9,0,tyler-huntley-1
Mohamed Ibrahim,2019-08-29,1,Minnesota,,South Dakota State,W,12,36,3.0,1,mohamed-ibrahim-1
Martell Irby,2019-08-29,1,UCLA,@,Cincinnati,L,3,11,3.7,0,martell-irby-1
Lucky Jackson,2019-08-29,1,Western Kentucky,,Central Arkansas,L,1,15,15.0,0,lucky-jackson-1
Gresch Jensen,2019-08-29,1,Texas State,@,Texas A&M,L,2,2,1.0,0,gresch-jensen-1
Lucas Johnson,2019-08-29,1,Georgia Tech,@,Clemson,L,1,1,1.0,0,lucas-johnson-2
Tyler Johnston III,2019-08-29,1,Alabama-Birmingham,,Alabama State,W,12,64,5.3,1,tyler-johnston-iii-1
Amare Jones,2019-08-29,1,Tulane,,Florida International,W,2,10,5.0,1,amare-jones-1
Anthony Jones,2019-08-29,1,Florida International,@,Tulane,L,14,48,3.4,1,anthony-jones-8
Davon Jones,2019-08-29,1,Bowling Green State,,Morgan State,W,16,76,4.8,1,davon-jones-1
Quadry Jones,2019-08-29,1,Central Florida,,Florida A&M,W,2,8,4.0,0,quadry-jones-1
Lopini Katoa,2019-08-29,1,Brigham Young,,Utah,L,3,3,1.0,0,lopini-katoa-1
Brett Kean,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,2,9,4.5,0,brett-kean-1
Adrian Killins,2019-08-29,1,Central Florida,,Florida A&M,W,14,106,7.6,1,adrian-killins-1
Charles Lamar,2019-08-29,1,Bowling Green State,,Morgan State,W,4,2,0.5,0,charles-lamar-1
Trevor Lawrence,2019-08-29,1,Clemson,,Georgia Tech,W,3,24,8.0,1,trevor-lawrence-1
Ben LeMay,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,16,120,7.5,2,ben-lemay-1
Kobe Lewis,2019-08-29,1,Central Michigan,,Albany,W,13,50,3.8,0,kobe-lewis-1
Ethan Long,2019-08-29,1,Arizona State,,Kent State,W,3,21,7.0,0,ethan-long-1
Josh Love,2019-08-29,1,San Jose State,,Northern Colorado,W,2,-2,-1.0,1,josh-love-1
Grant Loy,2019-08-29,1,Bowling Green State,,Morgan State,W,8,60,7.5,0,grant-loy-1
Kevin Marks,2019-08-29,1,Buffalo,,,W,13,75,5.8,0,kevin-marks-1
Jordan Mason,2019-08-29,1,Georgia Tech,@,Clemson,L,13,72,5.5,1,jordan-mason-1
Napoleon Maxwell,2019-08-29,1,Florida International,@,Tulane,L,6,17,2.8,0,napoleon-maxwell-1
Aaron McAllister,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,5,20,4.0,0,aaron-mcallister-1
KeShawn McClendon,2019-08-29,1,Western Kentucky,,Central Arkansas,L,2,5,2.5,0,keshawn-mcclendon-1
Greg McCrae,2019-08-29,1,Central Florida,,Florida A&M,W,10,56,5.6,1,greg-mccrae-1
Dylan McDuffie,2019-08-29,1,Buffalo,,,W,4,27,6.8,0,dylan-mcduffie-1
Justin McMillan,2019-08-29,1,Tulane,,Florida International,W,9,51,5.7,1,justin-mcmillan-1
Chez Mellusi,2019-08-29,1,Clemson,,Georgia Tech,W,6,36,6.0,0,chez-mellusi-1
Kevin Mensah,2019-08-29,1,Connecticut,,Wagner,W,36,144,4.0,1,kevin-mensah-1
Kellen Mond,2019-08-29,1,Texas A&M,,Texas State,W,5,25,5.0,1,kellen-mond-1
Ryan Montgomery,2019-08-29,1,Cincinnati,,UCLA,W,1,2,2.0,0,ryan-montgomery-1
David Moore,2019-08-29,1,Central Michigan,,Albany,W,1,-1,-1.0,0,david-moore-1
James Morgan,2019-08-29,1,Florida International,@,Tulane,L,5,-6,-1.2,0,james-morgan-1
Tanner Morgan,2019-08-29,1,Minnesota,,South Dakota State,W,5,8,1.6,0,tanner-morgan-2
Jakairi Moses,2019-08-29,1,Western Kentucky,,Central Arkansas,L,1,6,6.0,0,jakairi-moses-1
Zack Moss,2019-08-29,1,Utah,@,Brigham Young,W,29,187,6.4,1,zack-moss-1
Matt Myers,2019-08-29,1,Buffalo,,,W,4,47,11.8,1,matt-myers-2
Nick Nash,2019-08-29,1,San Jose State,,Northern Colorado,W,5,67,13.4,0,nick-nash-1
Tyler Nevens,2019-08-29,1,San Jose State,,Northern Colorado,W,8,42,5.3,1,tyler-nevens-1
Lew Nichols,2019-08-29,1,Central Michigan,,Albany,W,6,32,5.3,0,lew-nichols-1
Tobias Oliver,2019-08-29,1,Georgia Tech,@,Clemson,L,20,56,2.8,0,tobias-oliver-1
DeJon Packer,2019-08-29,1,San Jose State,,Northern Colorado,W,13,40,3.1,1,dejon-packer-1
Jamal Parker,2019-08-29,1,Kent State,@,Arizona State,L,1,11,11.0,0,jamal-parker-1
Jaret Patterson,2019-08-29,1,Buffalo,,,W,12,90,7.5,1,jaret-patterson-1
Jahcour Pearson,2019-08-29,1,Western Kentucky,,Central Arkansas,L,1,-14,-14.0,0,jahcour-pearson-1
Taisun Phommachanh,2019-08-29,1,Clemson,,Georgia Tech,W,5,21,4.2,0,taisun-phommachanh-1
Darien Rencher,2019-08-29,1,Clemson,,Georgia Tech,W,6,21,3.5,0,darien-rencher-1
Chris Reynolds,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,7,72,10.3,2,chris-reynolds-1
Cordarrian Richardson,2019-08-29,1,Texas A&M,,Texas State,W,2,12,6.0,0,cordarrian-richardson-1
Desmond Ridder,2019-08-29,1,Cincinnati,,UCLA,W,9,34,3.8,0,desmond-ridder-1
Kairee Robinson,2019-08-29,1,San Jose State,,Northern Colorado,W,2,6,3.0,0,kairee-robinson-1
Jake Rogers,2019-08-29,1,Bowling Green State,,Morgan State,W,1,1,1.0,0,jake-rogers-2
Joshua Samuel,2019-08-29,1,Western Kentucky,,Central Arkansas,L,2,5,2.5,0,joshua-samuel-1
Nigel Sealey,2019-08-29,1,Bowling Green State,,Morgan State,W,4,17,4.3,0,nigel-sealey-1
Jo-El Shaw,2019-08-29,1,Kent State,@,Arizona State,L,16,67,4.2,0,jo-el-shaw-1
Demari Simpkins,2019-08-29,1,Utah,@,Brigham Young,W,2,8,4.0,0,demari-simpkins-1
Jacquez Sloan,2019-08-29,1,Western Kentucky,,Central Arkansas,L,1,-3,-3.0,0,jacquez-sloan-1
Terrick Smalls Jr.,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,7,32,4.6,0,terrick-smalls-jr-1
Rodney Smith,2019-08-29,1,Minnesota,,South Dakota State,W,21,92,4.4,0,rodney-smith-5
Tyjae Spears,2019-08-29,1,Tulane,,Florida International,W,2,12,6.0,0,tyjae-spears-1
Isaiah Spiller,2019-08-29,1,Texas A&M,,Texas State,W,7,106,15.1,0,isaiah-spiller-1
Anthony Taylor,2019-08-29,1,Texas State,@,Texas A&M,L,7,19,2.7,0,anthony-taylor-7
Art Thompkins,2019-08-29,1,Connecticut,,Wagner,W,17,91,5.4,1,art-thompkins-1
Bentavious Thompson,2019-08-29,1,Central Florida,,Florida A&M,W,6,64,10.7,0,bentavious-thompson-1
Dorian Thompson-Robinson,2019-08-29,1,UCLA,@,Cincinnati,L,10,-20,-2.0,0,dorian-thompson-robinson-1
Caleb Twyford,2019-08-29,1,Texas State,@,Texas A&M,L,4,-1,-0.3,0,caleb-twyford-1
Kyle Vantrease,2019-08-29,1,Buffalo,,,W,1,-4,-4.0,0,kyle-vantrease-1
Tyler Vitt,2019-08-29,1,Texas State,@,Texas A&M,L,2,-12,-6.0,0,tyler-vitt-1
Darius Wade,2019-08-29,1,Bowling Green State,,Morgan State,W,4,42,10.5,0,darius-wade-1
Gaej Walker,2019-08-29,1,Western Kentucky,,Central Arkansas,L,19,152,8.0,2,gaej-walker-1
Jonathan Ward,2019-08-29,1,Central Michigan,,Albany,W,22,158,7.2,2,jonathan-ward-3
Michael Warren II,2019-08-29,1,Cincinnati,,UCLA,W,26,92,3.5,1,michael-warren-ii-1
Ty'Son Williams,2019-08-29,1,Brigham Young,,Utah,L,7,45,6.4,1,tyson-williams-4
Xavier Williams,2019-08-29,1,Kent State,@,Arizona State,L,4,13,3.3,0,xavier-williams-2
Jordan Wilmore,2019-08-29,1,Utah,@,Brigham Young,W,4,15,3.8,0,jordan-wilmore-1
Zach Wilson,2019-08-29,1,Brigham Young,,Utah,L,8,43,5.4,0,zach-wilson-3
Brandon Wimbush,2019-08-29,1,Central Florida,,Florida A&M,W,8,20,2.5,0,brandon-wimbush-1
Kay'ron Adams,2019-08-30,1,Rutgers,,Massachusetts,W,4,13,3.3,0,kayron-adams-1
Bilal Ally,2019-08-30,1,Massachusetts,@,Rutgers,L,10,66,6.6,1,bilal-ally-1
Cade Barnard,2019-08-30,1,Army,,Rice,W,2,7,3.5,0,cade-barnard-1
Blake Barnett,2019-08-30,1,South Florida,,Wisconsin,L,7,-3,-0.4,0,blake-barnett-2
B.J. Baylor,2019-08-30,1,Oregon State,,Oklahoma State,L,4,13,3.3,0,bj-baylor-1
Christian Beal,2019-08-30,1,Wake Forest,,Utah State,W,11,38,3.5,1,christian-beal-1
Raheem Blackshear,2019-08-30,1,Rutgers,,Massachusetts,W,12,39,3.3,0,raheem-blackshear-1
Gerold Bright,2019-08-30,1,Utah State,@,Wake Forest,L,9,37,4.1,1,gerold-bright-1
Andrew Brito,2019-08-30,1,Massachusetts,@,Rutgers,L,1,3,3.0,0,andrew-brito-1
Jessie Britt,2019-08-30,1,Massachusetts,@,Rutgers,L,1,-1,-1.0,0,jessie-britt-1
Shamari Brooks,2019-08-30,1,Tulsa,@,Michigan State,L,6,0,0.0,0,shamari-brooks-1
Kevin Brown,2019-08-30,1,Massachusetts,@,Rutgers,L,7,32,4.6,0,kevin-brown-17
LD Brown,2019-08-30,1,Oklahoma State,@,Oregon State,W,7,8,1.1,1,ld-brown-2
Cade Carney,2019-08-30,1,Wake Forest,,Utah State,W,25,105,4.2,0,cade-carney-1
McLane Carter,2019-08-30,1,Rutgers,,Massachusetts,W,1,-4,-4.0,0,mclane-carter-1
John Chenal,2019-08-30,1,Wisconsin,@,South Florida,W,1,2,2.0,0,john-chenal-1
Jack Coan,2019-08-30,1,Wisconsin,@,South Florida,W,7,-14,-2.0,0,jack-coan-1
Jack Colletto,2019-08-30,1,Oregon State,,Oklahoma State,L,3,-2,-0.7,1,jack-colletto-1
Elijah Collins,2019-08-30,1,Michigan State,,Tulsa,W,8,17,2.1,0,elijah-collins-1
Micah Cooper,2019-08-30,1,Oklahoma State,@,Oregon State,W,4,7,1.8,0,micah-cooper-1
Jordan Cronkrite,2019-08-30,1,South Florida,,Wisconsin,L,6,9,1.5,0,jordan-cronkrite-1
King Doerue,2019-08-30,1,Purdue,@,Nevada,L,1,1,1.0,0,king-doerue-1
Nashon Ellerbe,2019-08-30,1,Rice,@,Army,L,9,103,11.4,1,nashon-ellerbe-1
Alex Fontenot,2019-08-30,1,Colorado,N,Colorado State,W,19,125,6.6,3,alex-fontenot-1
Tristan Gebbia,2019-08-30,1,Oregon State,,Oklahoma State,L,1,9,9.0,0,tristan-gebbia-1
Wiley Green,2019-08-30,1,Rice,@,Army,L,2,4,2.0,0,wiley-green-1
Garrett Groshek,2019-08-30,1,Wisconsin,@,South Florida,W,2,11,5.5,0,garrett-groshek-1
Malik Hancock,2019-08-30,1,Army,,Rice,W,1,-1,-1.0,0,malik-hancock-1
Christian Hayes,2019-08-30,1,Army,,Rice,W,1,35,35.0,0,christian-hayes-1
Connor Heyward,2019-08-30,1,Michigan State,,Tulsa,W,15,43,2.9,0,connor-heyward-1
Colin Hill,2019-08-30,1,Colorado State,N,Colorado,L,4,8,2.0,0,colin-hill-1
Artice Hobbs IV,2019-08-30,1,Army,,Rice,W,4,15,3.8,0,artice-hobbs-iv-1
Kelvin Hopkins Jr,2019-08-30,1,Army,,Rice,W,21,80,3.8,1,kelvin-hopkins-jr-1
Alexander Horvath,2019-08-30,1,Purdue,@,Nevada,L,19,66,3.5,0,alexander-horvath-1
Chuba Hubbard,2019-08-30,1,Oklahoma State,@,Oregon State,W,26,221,8.5,3,chuba-hubbard-1
Christian Hunter,2019-08-30,1,Colorado State,N,Colorado,L,3,10,3.3,0,christian-hunter-1
Jermar Jefferson,2019-08-30,1,Oregon State,,Oklahoma State,L,16,87,5.4,0,jermar-jefferson-1
La'darius Jefferson,2019-08-30,1,Michigan State,,Tulsa,W,7,8,1.1,0,ladarius-jefferson-1
Kelley Joiner Jr.,2019-08-30,1,South Florida,,Wisconsin,L,1,0,0.0,0,kelley-joiner-jr-1
Jaxson Kincaide,2019-08-30,1,Nevada,,Purdue,W,2,3,1.5,0,jaxson-kincaide-1
Marvin Kinsey,2019-08-30,1,Colorado State,N,Colorado,L,12,41,3.4,0,marvin-kinsey-1
Johnny Langan,2019-08-30,1,Rutgers,,Massachusetts,W,2,-2,-1.0,0,johnny-langan-1
Jabari Laws,2019-08-30,1,Army,,Rice,W,1,3,3.0,0,jabari-laws-1
Brian Lewerke,2019-08-30,1,Michigan State,,Tulsa,W,7,34,4.9,0,brian-lewerke-1
Rocky Lombardi,2019-08-30,1,Michigan State,,Tulsa,W,2,2,1.0,0,rocky-lombardi-1
Jordan Love,2019-08-30,1,Utah State,@,Wake Forest,L,3,2,0.7,0,jordan-love-2
Jake Luton,2019-08-30,1,Oregon State,,Oklahoma State,L,5,7,1.4,0,jake-luton-1
Jaren Mangham,2019-08-30,1,Colorado,N,Colorado State,W,11,40,3.6,1,jaren-mangham-1
Jordan McCloud,2019-08-30,1,South Florida,,Wisconsin,L,3,17,5.7,0,jordan-mccloud-1
Sandon McCoy,2019-08-30,1,Army,,Rice,W,20,70,3.5,0,sandon-mccoy-1
Bo Melton,2019-08-30,1,Rutgers,,Massachusetts,W,1,3,3.0,0,bo-melton-1
Steven Montez,2019-08-30,1,Colorado,N,Colorado State,W,5,39,7.8,0,steven-montez-1
Cameron Montgomery,2019-08-30,1,Rice,@,Army,L,1,2,2.0,0,cameron-montgomery-1
Kelton Moore,2019-08-30,1,Nevada,,Purdue,W,5,16,3.2,0,kelton-moore-1
Rondale Moore,2019-08-30,1,Purdue,@,Nevada,L,2,3,1.5,0,rondale-moore-1
Jamie Newman,2019-08-30,1,Wake Forest,,Utah State,W,21,36,1.7,1,jamie-newman-1
Isaih Pacheco,2019-08-30,1,Rutgers,,Massachusetts,W,20,156,7.8,4,isaih-pacheco-1
Art Pierce,2019-08-30,1,Oregon State,,Oklahoma State,L,8,53,6.6,0,art-pierce-1
Cam Roberson,2019-08-30,1,Massachusetts,@,Rutgers,L,9,56,6.2,1,cam-roberson-1
Spencer Sanders,2019-08-30,1,Oklahoma State,@,Oregon State,W,13,109,8.4,0,spencer-sanders-1
Trevon Sands,2019-08-30,1,South Florida,,Wisconsin,L,5,2,0.4,0,trevon-sands-1
Bradrick Shaw,2019-08-30,1,Wisconsin,@,South Florida,W,2,15,7.5,1,bradrick-shaw-1
Laviska Shenault Jr.,2019-08-30,1,Colorado,N,Colorado State,W,3,35,11.7,0,laviska-shenault-jr-1
Spencer Shrader,2019-08-30,1,South Florida,,Wisconsin,L,1,1,1.0,0,spencer-shrader-1
Elijah Sindelar,2019-08-30,1,Purdue,@,Nevada,L,7,26,3.7,0,elijah-sindelar-1
Deion Smith,2019-08-30,1,Colorado,N,Colorado State,W,2,4,2.0,0,deion-smith-1
Zach Smith,2019-08-30,1,Tulsa,@,Michigan State,L,10,-32,-3.2,0,zach-smith-6
Dillon Stoner,2019-08-30,1,Oklahoma State,@,Oregon State,W,1,12,12.0,0,dillon-stoner-1
Carson Strong,2019-08-30,1,Nevada,,Purdue,W,6,34,5.7,0,carson-strong-1
Toa Taua,2019-08-30,1,Nevada,,Purdue,W,12,56,4.7,1,toa-taua-1
Corey Taylor II,2019-08-30,1,Tulsa,@,Michigan State,L,7,-1,-0.1,0,corey-taylor-ii-1
A.J. Taylor,2019-08-30,1,Wisconsin,@,South Florida,W,1,5,5.0,0,aj-taylor-1
Jonathan Taylor,2019-08-30,1,Wisconsin,@,South Florida,W,16,135,8.4,2,jonathan-taylor-1
Jaylen Thomas,2019-08-30,1,Colorado State,N,Colorado,L,7,29,4.1,0,jaylen-thomas-1
Kell Walker,2019-08-30,1,Army,,Rice,W,4,25,6.3,0,kell-walker-1
Aston Walter,2019-08-30,1,Rice,@,Army,L,18,72,4.0,0,aston-walter-1
Jaylen Warren,2019-08-30,1,Utah State,@,Wake Forest,L,19,141,7.4,1,jaylen-warren-1
Nakia Watson,2019-08-30,1,Wisconsin,@,South Florida,W,14,80,5.7,1,nakia-watson-1
Randall West,2019-08-30,1,Massachusetts,@,Rutgers,L,5,30,6.0,0,randall-west-1
Cody White,2019-08-30,1,Michigan State,,Tulsa,W,1,4,4.0,0,cody-white-3
Dante Wright,2019-08-30,1,Colorado State,N,Colorado,L,3,59,19.7,1,dante-wright-1
Jack Abraham,2019-08-31,1,Southern Mississippi,,Alcorn State,W,4,7,1.8,1,jack-abraham-1
Abdul Adams,2019-08-31,1,Syracuse,@,Liberty,W,14,49,3.5,1,abdul-adams-1
Josh Adkins,2019-08-31,1,New Mexico State,@,Washington State,L,6,-8,-1.3,1,josh-adkins-1
Ryan Agnew,2019-08-31,1,San Diego State,,Weber State,W,9,13,1.4,0,ryan-agnew-1
Holton Ahlers,2019-08-31,1,East Carolina,@,North Carolina State,L,10,11,1.1,0,holton-ahlers-1
Salvon Ahmed,2019-08-31,1,Washington,,Eastern Washington,W,15,44,2.9,1,salvon-ahmed-1
Cam Akers,2019-08-31,1,Florida State,,Boise State,L,15,116,7.7,1,cam-akers-1
O'Shaan Allison,2019-08-31,1,Ohio,,Rhode Island,W,6,38,6.3,0,oshaan-allison-1
Darius Anderson,2019-08-31,1,Texas Christian,,Arkansas-Pine Bluff,W,6,28,4.7,0,darius-anderson-1
Drake Anderson,2019-08-31,1,Northwestern,@,Stanford,L,2,5,2.5,0,drake-anderson-1
Steven Anderson,2019-08-31,1,Southern Mississippi,,Alcorn State,W,8,22,2.8,0,steven-anderson-1
Nick Ast,2019-08-31,1,Kansas State,,Nicholls State,W,1,-1,-1.0,0,nick-ast-1
Terrion Avery,2019-08-31,1,South Alabama,@,Nebraska,L,3,8,2.7,0,terrion-avery-1
Hank Bachmeier,2019-08-31,1,Boise State,@,Florida State,W,7,-13,-1.9,0,hank-bachmeier-1
Tyler Badie,2019-08-31,1,Missouri,@,Wyoming,L,16,53,3.3,1,tyler-badie-1
David Bailey,2019-08-31,1,Boston College,,Virginia Tech,W,12,38,3.2,1,david-bailey-3
Dee Baker,2019-08-31,1,Southern Mississippi,,Alcorn State,W,8,35,4.4,0,dee-baker-1
Kawaan Baker,2019-08-31,1,South Alabama,@,Nebraska,L,5,27,5.4,0,kawaan-baker-1
Kaleb Barker,2019-08-31,1,Troy,,Campbell,W,4,4,1.0,0,kaleb-barker-1
Darwin Barlow,2019-08-31,1,Texas Christian,,Arkansas-Pine Bluff,W,8,45,5.6,1,darwin-barlow-1
Tra Barnett,2019-08-31,1,Georgia State,@,Tennessee,W,21,95,4.5,1,tra-barnett-1
Jason Bean,2019-08-31,1,North Texas,,Abilene Christian,W,2,1,0.5,0,jason-bean-1
Chance Bell,2019-08-31,1,San Diego State,,Weber State,W,3,18,6.0,0,chance-bell-1
LeVante Bellamy,2019-08-31,1,Western Michigan,,Monmouth,W,18,53,2.9,1,levante-bellamy-1
Johnathan Bennett,2019-08-31,1,Liberty,,Syracuse,L,1,2,2.0,0,johnathan-bennett-1
Ulysses Bentley IV,2019-08-31,1,Southern Methodist,@,Arkansas State,W,1,3,3.0,0,ulysses-bentley-iv-1
Jake Bentley,2019-08-31,1,South Carolina,N,North Carolina,L,6,-5,-0.8,0,jake-bentley-2
Jaylon Bester,2019-08-31,1,Miami (OH),@,Iowa,L,5,16,3.2,0,jaylon-bester-1
DK Billingsley,2019-08-31,1,Troy,,Campbell,W,12,86,7.2,2,dk-billingsley-1
Taven Birdow,2019-08-31,1,Air Force,,Colgate,W,9,80,8.9,0,taven-birdow-1
James Blackman,2019-08-31,1,Florida State,,Boise State,L,7,-25,-3.6,0,james-blackman-1
Gerry Bohanon,2019-08-31,1,Baylor,,Stephen F. Austin,W,6,84,14.0,0,gerry-bohanon-1
Logan Bonner,2019-08-31,1,Arkansas State,,Southern Methodist,L,6,16,2.7,0,logan-bonner-1
Ra'Von Bonner,2019-08-31,1,Illinois,,Akron,W,6,38,6.3,1,ravon-bonner-1
Max Borghi,2019-08-31,1,Washington State,,New Mexico State,W,10,128,12.8,1,max-borghi-1
