Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Jamall Broussard,2003-08-23,1,San Jose State,,Grambling State,W,3,45,15.0,0,jamall-broussard-1
Casey Miranda,2003-08-23,1,San Jose State,,Grambling State,W,1,10,10.0,0,casey-miranda-1
Darren Sproles,2003-08-23,1,Kansas State,,California,W,1,3,3.0,0,darren-sproles-1
Nathan Burton,2003-08-28,1,Georgia Tech,@,Brigham Young,L,1,18,18.0,1,nathan-burton-1
David Christensen,2003-08-28,1,Brigham Young,,Georgia Tech,W,3,28,9.3,0,david-christensen-1
Cole Clasen,2003-08-28,1,Oregon State,,Sacramento State,W,2,10,5.0,0,cole-clasen-1
Shannon Davis,2003-08-28,1,Kent State,@,Akron,W,1,4,4.0,0,shannon-davis-1
Jon Drager,2003-08-28,1,Kent State,@,Akron,W,1,34,34.0,0,jon-drager-1
David Fiefia,2003-08-28,1,Utah State,@,Utah,L,1,6,6.0,0,david-fiefia-1
Ryan Hahaj,2003-08-28,1,Ball State,,Indiana State,W,3,20,6.7,0,ryan-hahaj-1
Chris Henry,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,5,5,1.0,0,chris-henry-2
Domenik Hixon,2003-08-28,1,Akron,,Kent State,L,1,1,1.0,0,domenik-hixon-1
Bo Nagahi,2003-08-28,1,Utah,,Utah State,W,1,7,7.0,0,bo-nagahi-1
Stafford Owens,2003-08-28,1,Ohio,,Southeast Missouri State,W,3,43,14.3,0,stafford-owens-1
Roscoe Parrish,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,11,11.0,0,roscoe-parrish-1
Chris Roberson,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,4,46,11.5,0,chris-roberson-1
Antrel Rolle,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,66,66.0,1,antrel-rolle-1
Charles Sharon,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,3,41,13.7,0,charles-sharon-1
Dan Sheldon,2003-08-28,1,Northern Illinois,,Maryland,W,3,26,8.7,0,dan-sheldon-1
Jonathan Smith,2003-08-28,1,Georgia Tech,@,Brigham Young,L,1,15,15.0,0,jonathan-smith-1
Jo Jo Walker,2003-08-28,1,Maryland,@,Northern Illinois,L,6,53,8.8,0,jo-jo-walker-1
Paris Warren,2003-08-28,1,Utah,,Utah State,W,1,27,27.0,0,paris-warren-2
Aric Williams,2003-08-28,1,Oregon State,,Sacramento State,W,1,6,6.0,0,aric-williams-1
Lance Moore,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,1,0,0.0,0,lance-moore-1
Ronnie Amadi,2003-08-30,1,Kansas,,Northwestern,L,1,13,13.0,0,ronnie-amadi-1
Willie Andrews,2003-08-30,1,Baylor,,Alabama-Birmingham,L,4,24,6.0,0,willie-andrews-1
Kevin Arbet,2003-08-30,1,Southern California,@,Auburn,W,2,11,5.5,0,kevin-arbet-1
Marion Barber III,2003-08-30,1,Minnesota,,Tulsa,W,4,59,14.8,0,marion-barber-iii-1
Josh Barge,2003-08-30,1,Wyoming,,Montana State,W,1,33,33.0,0,josh-barge-1
Lance Bennett,2003-08-30,1,Indiana,@,Connecticut,L,1,9,9.0,0,lance-bennett-1
Bernard Berrian,2003-08-30,1,Fresno State,@,Tennessee,L,4,36,9.0,0,bernard-berrian-1
Will Blackmon,2003-08-30,1,Boston College,,Wake Forest,L,3,28,9.3,0,will-blackmon-1
Jeremy Bloom,2003-08-30,1,Colorado,N,Colorado State,W,4,28,7.0,0,jeremy-bloom-1
Ja'Mel Branch,2003-08-30,1,North Texas,@,Oklahoma,L,1,-6,-6.0,0,jamel-branch-1
Steve Breaston,2003-08-30,1,Michigan,,Central Michigan,W,3,79,26.3,0,steve-breaston-1
Michael Brewster,2003-08-30,1,Hawaii,,Appalachian State,W,2,9,4.5,0,michael-brewster-1
Andy Briner,2003-08-30,2,California,,Southern Mississippi,W,1,14,14.0,0,andy-briner-1
Jamall Broussard,2003-08-30,2,San Jose State,@,Florida,L,1,6,6.0,0,jamall-broussard-1
Bryan Brown,2003-08-30,1,Mississippi,@,Vanderbilt,W,2,28,14.0,0,bryan-brown-1
Vernell Brown,2003-08-30,1,Florida,,San Jose State,W,3,63,21.0,0,vernell-brown-1
Jonas Buckles,2003-08-30,1,North Texas,@,Oklahoma,L,1,7,7.0,0,jonas-buckles-1
Shyrone Carey,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,4,82,20.5,0,shyrone-carey-1
Jason Carter,2003-08-30,1,Texas A&M,,Arkansas State,W,4,22,5.5,0,jason-carter-2
Jerrell Carter,2003-08-30,1,Louisiana,@,South Carolina,L,4,4,1.0,0,jerrell-carter-1
Zamir Cobb,2003-08-30,1,Temple,@,Penn State,L,3,30,10.0,0,zamir-cobb-1
Kyle Conerly,2003-08-30,1,San Diego State,,Eastern Washington,W,3,47,15.7,0,kyle-conerly-1
Dwight Counter,2003-08-30,1,New Mexico,,Texas State,W,3,65,21.7,0,dwight-counter-1
Mike Cox,2003-08-30,1,Arkansas State,@,Texas A&M,L,1,14,14.0,0,mike-cox-3
Markus Curry,2003-08-30,1,Michigan,,Central Michigan,W,2,26,13.0,0,markus-curry-1
Chris Davis,2003-08-30,1,Florida State,@,North Carolina,W,1,38,38.0,0,chris-davis-2
Josh Davis,2003-08-30,1,Nebraska,,Oklahoma State,W,3,30,10.0,0,josh-davis-2
Marcus Demps,2003-08-30,1,San Diego State,,Eastern Washington,W,1,13,13.0,0,marcus-demps-1
John Donahoe,2003-08-30,1,Colorado,N,Colorado State,W,1,5,5.0,0,john-donahoe-1
Nate Draughon,2003-08-30,1,Texas-El Paso,@,Arizona,L,1,0,0.0,0,nate-draughon-1
Kyle Eklund,2003-08-30,1,Nevada,,Southern Utah,W,2,0,0.0,0,kyle-eklund-1
Mike Espy,2003-08-30,1,Mississippi,@,Vanderbilt,W,3,15,5.0,0,mike-espy-1
Jahmal Fenner,2003-08-30,1,Texas-El Paso,@,Arizona,L,3,0,0.0,0,jahmal-fenner-1
Brian Fisher,2003-08-30,1,South Florida,@,Alabama,L,2,22,11.0,0,brian-fisher-1
Lance Frazier,2003-08-30,1,West Virginia,,Wisconsin,L,1,5,5.0,0,lance-frazier-1
Charles Frederick,2003-08-30,1,Washington,@,Ohio State,L,3,29,9.7,0,charles-frederick-1
Will Galusha,2003-08-30,1,Rice,@,Houston,L,2,16,8.0,0,will-galusha-1
Chris Gamble,2003-08-30,1,Ohio State,,Washington,W,5,35,7.0,0,chris-gamble-1
Damien Gary,2003-08-30,1,Georgia,@,Clemson,W,1,12,12.0,0,damien-gary-1
Aaron Givens,2003-08-30,1,Texas-El Paso,@,Arizona,L,1,9,9.0,0,aaron-givens-1
Charles Gordon,2003-08-30,1,Kansas,,Northwestern,L,1,9,9.0,0,charles-gordon-1
Eddie Grimes,2003-08-30,1,Rutgers,,Buffalo,W,1,7,7.0,0,eddie-grimes-1
Tremel Guillory,2003-08-30,1,Marshall,,Hofstra,W,5,39,7.8,0,tremel-guillory-1
Marques Hagans,2003-08-30,1,Virginia,,Duke,W,5,44,8.8,0,marques-hagans-1
Tramain Hall,2003-08-30,1,North Carolina State,,Western Carolina,W,3,72,24.0,1,tramain-hall-1
Justin Harper,2003-08-30,1,Central Michigan,@,Michigan,L,1,12,12.0,0,justin-harper-1
Ronald Hatcher,2003-08-30,1,Vanderbilt,,Mississippi,L,3,36,12.0,0,ronald-hatcher-1
Eric Hill,2003-08-30,1,Colorado State,N,Colorado,L,1,-24,-24.0,0,eric-hill-1
Santonio Holmes,2003-08-30,1,Ohio State,,Washington,W,2,4,2.0,0,santonio-holmes-1
Cole Hoppe,2003-08-30,1,Memphis,,Tennessee Tech,W,3,35,11.7,0,cole-hoppe-1
Willie Idlette,2003-08-30,1,Wake Forest,@,Boston College,W,1,0,0.0,0,willie-idlette-1
Marcus James,2003-08-30,1,Missouri,N,Illinois,W,2,11,5.5,0,marcus-james-1
Mike Jefferson,2003-08-30,1,Arizona,,Texas-El Paso,W,2,18,9.0,0,mike-jefferson-1
Glenn Johnson,2003-08-30,1,Indiana,@,Connecticut,L,2,25,12.5,0,glenn-johnson-1
Lance Johnson,2003-08-30,1,Duke,@,Virginia,L,1,1,1.0,0,lance-johnson-1
Adam Jones,2003-08-30,1,West Virginia,,Wisconsin,L,1,1,1.0,0,adam-jones-1
Mark Jones,2003-08-30,1,Tennessee,,Fresno State,W,5,56,11.2,0,mark-jones-1
Ziehl Kavanaght,2003-08-30,1,Michigan State,,Western Michigan,W,9,64,7.1,0,ziehl-kavanaght-1
Matt Knueven,2003-08-30,1,Buffalo,@,Rutgers,L,2,17,8.5,0,matt-knueven-1
Jermaine Landrum,2003-08-30,1,Tulsa,@,Minnesota,L,1,9,9.0,0,jermaine-landrum-1
Jim Leonhard,2003-08-30,1,Wisconsin,@,West Virginia,W,3,32,10.7,0,jim-leonhard-1
Alex Lewis,2003-08-30,1,Wisconsin,@,West Virginia,W,1,25,25.0,0,alex-lewis-1
Gabe Lindsay,2003-08-30,1,Oklahoma State,@,Nebraska,L,1,5,5.0,0,gabe-lindsay-1
Derrick Martin,2003-08-30,1,Wyoming,,Montana State,W,1,6,6.0,1,derrick-martin-1
Jermaine McCollum,2003-08-30,1,Florida,,San Jose State,W,1,11,11.0,0,jermaine-mccollum-1
Chad McCullar,2003-08-30,1,Houston,,Rice,W,6,109,18.2,0,chad-mccullar-1
Todd Miller,2003-08-30,1,Iowa State,,Northern Iowa,W,5,54,10.8,0,todd-miller-1
Tim Mixon,2003-08-30,2,California,,Southern Mississippi,W,3,35,11.7,0,tim-mixon-1
Sammy Moore,2003-08-30,1,Washington State,N,Idaho,W,2,45,22.5,0,sammy-moore-1
Steven Moore,2003-08-30,1,Oregon,@,Mississippi State,W,4,40,10.0,0,steven-moore-1
Jermaine Moreira,2003-08-30,2,Kansas State,,Troy,W,3,11,3.7,0,jermaine-moreira-1
Christian Morton,2003-08-30,1,Illinois,N,Missouri,L,3,23,7.7,0,christian-morton-1
Tres Moses,2003-08-30,1,Rutgers,,Buffalo,W,2,82,41.0,1,tres-moses-1
