Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Tarris Batiste,2014-08-27,1,Georgia State,,Abilene Christian,W,0,0,0,1,tarris-batiste-1
Marcus Caffey,2014-08-27,1,Georgia State,,Abilene Christian,W,0,0,0,2,marcus-caffey-1
Bruce Dukes,2014-08-27,1,Georgia State,,Abilene Christian,W,0,0,0,1,bruce-dukes-2
Jarrell Robinson,2014-08-27,1,Georgia State,,Abilene Christian,W,0,0,0,1,jarrell-robinson-1
Johnathan Aiken,2014-08-28,1,Rutgers,@,Washington State,W,0,0,0,1,johnathan-aiken-1
Justin Backus,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,0,0,0,2,justin-backus-1
Matthew Bailey,2014-08-28,1,Tulane,@,Tulsa,L,0,0,0,1,matthew-bailey-1
Will Barrow,2014-08-28,1,Tulsa,,Tulane,W,0,0,0,2,will-barrow-1
Briean Boddy-Calhoun,2014-08-28,1,Minnesota,,Eastern Illinois,W,0,0,0,1,briean-boddy-calhoun-1
Thomas Brown,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,0,0,0,2,thomas-brown-3
Oren Burks,2014-08-28,1,Vanderbilt,,Temple,L,0,0,0,2,oren-burks-1
Devonta Burns,2014-08-28,1,Texas A&M,@,South Carolina,W,0,0,0,1,devonta-burns-1
D.J. Calhoun,2014-08-28,1,Arizona State,,Weber State,W,0,0,0,1,dj-calhoun-1
Anthony Davis,2014-08-28,1,Temple,@,Vanderbilt,W,0,0,0,1,anthony-davis-12
Deshazor Everett,2014-08-28,1,Texas A&M,@,South Carolina,W,0,0,0,1,deshazor-everett-1
Desmond Floyd,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,0,0,0,1,desmond-floyd-1
Kavon Frazier,2014-08-28,1,Central Michigan,,Chattanooga,W,0,0,0,1,kavon-frazier-1
Gareef Glashen,2014-08-28,1,Rutgers,@,Washington State,W,0,0,0,1,gareef-glashen-1
Brandon Greer,2014-08-28,1,Central Michigan,,Chattanooga,W,0,0,0,1,brandon-greer-2
T.J. Gurley,2014-08-28,1,South Carolina,,Texas A&M,L,0,0,0,1,tj-gurley-1
Tim Hamilton,2014-08-28,1,Central Michigan,,Chattanooga,W,0,0,0,1,tim-hamilton-2
Dominique Hatfield,2014-08-28,1,Utah,,Idaho State,W,0,0,0,2,dominique-hatfield-1
Donnell Hawkins,2014-08-28,1,Tulsa,,Tulane,W,0,0,0,1,donnell-hawkins-1
Lewis Hill,2014-08-28,1,New Mexico State,,Cal Poly,W,0,0,0,1,lewis-hill-1
Jeremy Ioane,2014-08-28,1,Boise State,N,Mississippi,L,1,0,0,1,jeremy-ioane-1
Matt Ioannidis,2014-08-28,1,Temple,@,Vanderbilt,W,0,0,0,1,matt-ioannidis-1
Craig James,2014-08-28,1,Minnesota,,Eastern Illinois,W,0,0,0,2,craig-james-2
Antonio Johnson,2014-08-28,1,Minnesota,,Eastern Illinois,W,1,17,0,1,antonio-johnson-4
C.J. Johnson,2014-08-28,1,Mississippi,N,Boise State,W,1,0,0,1,cj-johnson-3
James Johnson,2014-08-28,1,Arizona State,,Weber State,W,0,0,0,2,james-johnson-10
Kevin Johnson,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,0,0,0,1,kevin-johnson-7
Marcus Jones,2014-08-28,1,Minnesota,,Eastern Illinois,W,0,0,0,1,marcus-jones-8
Stephaun Marshall,2014-08-28,1,Temple,@,Vanderbilt,W,0,0,0,2,stephaun-marshall-1
Trent Martin,2014-08-28,1,Tulsa,,Tulane,W,0,0,0,1,trent-martin-1
Darryl Monroe,2014-08-28,1,Washington State,,Rutgers,L,0,0,0,1,darryl-monroe-1
Jalen Myrick,2014-08-28,1,Minnesota,,Eastern Illinois,W,0,0,0,1,jalen-myrick-1
Robert Nkemdiche,2014-08-28,1,Mississippi,N,Boise State,W,0,0,0,1,robert-nkemdiche-1
Davion Orphey,2014-08-28,1,Utah,,Idaho State,W,0,0,0,1,davion-orphey-1
Cleshawn Page,2014-08-28,1,Boise State,N,Mississippi,L,0,0,0,1,cleshawn-page-1
Lenzy Pipkins,2014-08-28,1,Louisiana-Monroe,,Wake Forest,W,0,0,0,1,lenzy-pipkins-1
Eric Rowe,2014-08-28,1,Utah,,Idaho State,W,0,0,0,1,eric-rowe-1
Kevin Snyder,2014-08-28,1,Rutgers,@,Washington State,W,0,0,0,1,kevin-snyder-3
Delon Stephenson,2014-08-28,1,Rutgers,@,Washington State,W,0,0,0,1,delon-stephenson-1
Craig Suits,2014-08-28,1,Tulsa,,Tulane,W,0,0,0,1,craig-suits-1
Christian Tago,2014-08-28,1,San Jose State,,North Dakota,W,0,0,0,1,christian-tago-1
Vince Taylor,2014-08-28,1,Vanderbilt,,Temple,L,0,0,0,1,vince-taylor-1
Cedric Thompson,2014-08-28,1,Minnesota,,Eastern Illinois,W,0,0,0,1,cedric-thompson-2
Damarius Travis,2014-08-28,1,Minnesota,,Eastern Illinois,W,0,0,0,1,damarius-travis-1
Hershey Walton,2014-08-28,1,Temple,@,Vanderbilt,W,0,0,0,1,hershey-walton-1
Leterrius Walton,2014-08-28,1,Central Michigan,,Chattanooga,W,0,0,0,1,leterrius-walton-1
Armani Watts,2014-08-28,1,Texas A&M,@,South Carolina,W,1,0,0,2,armani-watts-1
Kendarius Webster,2014-08-28,1,Mississippi,N,Boise State,W,0,0,0,1,kendarius-webster-1
