Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Kylen Towner,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,2,45,22.5,0,kylen-towner-1
Dontravious Wilson,2015-09-03,1,Central Florida,,Florida International,L,3,72,24.0,0,dontravious-wilson-1
Brett Winnegan,2015-09-03,1,Texas-San Antonio,@,Arizona,L,5,96,19.2,0,brett-winnegan-1
Daniel Braverman,2015-09-04,1,Western Michigan,,Michigan State,L,1,24,24.0,0,daniel-braverman-1
Austin Duke,2015-09-04,1,UNC Charlotte,@,Georgia State,W,1,11,11.0,0,austin-duke-1
Brisly Estime,2015-09-04,1,Syracuse,,Rhode Island,W,2,46,23.0,0,brisly-estime-1
Marcus Hyatt,2015-09-04,1,Army,,Fordham,L,5,84,16.8,0,marcus-hyatt-1
Johnny Jefferson,2015-09-04,1,Baylor,@,Southern Methodist,W,1,24,24.0,0,johnny-jefferson-1
Kevin Johnson,2015-09-04,1,Southern Methodist,,Baylor,L,3,53,17.7,0,kevin-johnson-13
Jeremy McNichols,2015-09-04,1,Boise State,,Washington,W,1,21,21.0,0,jeremy-mcnichols-1
Darius Phillips,2015-09-04,1,Western Michigan,,Michigan State,L,4,185,46.3,1,darius-phillips-1
Deion Sanders Jr.,2015-09-04,1,Southern Methodist,,Baylor,L,1,22,22.0,0,deion-sanders-jr-1
R.J. Shelton,2015-09-04,1,Michigan State,@,Western Michigan,W,1,35,35.0,0,rj-shelton-1
Glenn Smith,2015-09-04,1,Georgia State,,UNC Charlotte,L,1,27,27.0,0,glenn-smith-2
Chandon Sullivan,2015-09-04,1,Georgia State,,UNC Charlotte,L,3,70,23.3,0,chandon-sullivan-1
Avery Sweeting,2015-09-04,1,Georgia State,,UNC Charlotte,L,1,12,12.0,0,avery-sweeting-1
Dwayne Washington,2015-09-04,1,Washington,@,Boise State,L,2,22,11.0,0,dwayne-washington-1
Braeden West,2015-09-04,1,Southern Methodist,,Baylor,L,2,69,34.5,0,braeden-west-1
Ralph Abernathy IV,2015-09-05,1,Tennessee,N,Bowling Green State,W,1,19,19.0,0,ralph-abernathy-iv-1
Rodney Adams,2015-09-05,1,South Florida,,Florida A&M,W,1,33,33.0,0,rodney-adams-1
Bralon Addison,2015-09-05,1,Oregon,,Eastern Washington,W,1,14,14.0,0,bralon-addison-1
Dakota Allen,2015-09-05,1,Texas Tech,,Sam Houston State,W,1,3,3.0,0,dakota-allen-1
Sherman Alston,2015-09-05,1,Boston College,,Maine,W,2,31,15.5,0,sherman-alston-1
V'Angelo Bentley,2015-09-05,1,Illinois,,Kent State,W,1,25,25.0,0,vangelo-bentley-1
Evan Berry,2015-09-05,1,Tennessee,N,Bowling Green State,W,1,67,67.0,0,evan-berry-1
Chris Black,2015-09-05,1,Alabama,N,Wisconsin,W,1,7,7.0,0,chris-black-2
Linell Bonner,2015-09-05,1,Houston,,Tennessee Tech,W,1,3,3.0,0,linell-bonner-1
Eugene Brazley,2015-09-05,1,Mississippi,,Tennessee-Martin,W,1,25,25.0,0,eugene-brazley-1
Demond Brown,2015-09-05,1,Navy,,Colgate,W,2,30,15.0,0,demond-brown-1
Jeremiah Bryson,2015-09-05,1,Middle Tennessee State,,Jackson State,W,3,87,29.0,0,jeremiah-bryson-1
Morgan Burns,2015-09-05,1,Kansas State,,South Dakota,W,1,100,100.0,1,morgan-burns-1
Henry Bussey,2015-09-05,1,Florida Atlantic,@,Tulsa,L,3,89,29.7,0,henry-bussey-1
Trey Caldwell,2015-09-05,1,Louisiana-Monroe,@,Georgia,L,2,34,17.0,0,trey-caldwell-1
Amir Carlisle,2015-09-05,1,Notre Dame,,Texas,W,1,10,10.0,0,amir-carlisle-2
Calvin Cass Jr.,2015-09-05,1,Navy,,Colgate,W,1,23,23.0,0,calvin-cass-jr-1
OJ Clark,2015-09-05,1,New Mexico State,@,Florida,L,1,22,22.0,0,oj-clark-1
Blake Countess,2015-09-05,1,Auburn,N,Louisville,W,1,14,14.0,0,blake-countess-1
Jeremy Cox,2015-09-05,1,Old Dominion,@,Eastern Michigan,W,1,19,19.0,0,jeremy-cox-1
Aaron Criswell,2015-09-05,1,Nevada-Las Vegas,@,Northern Illinois,L,3,39,13.0,0,aaron-criswell-1
Montay Crockett,2015-09-05,1,Georgia Southern,@,West Virginia,L,3,44,14.7,0,montay-crockett-1
Jaquis Dancy,2015-09-05,1,Louisiana Tech,,Southern,W,2,71,35.5,0,jaquis-dancy-1
Eddie Daugherty,2015-09-05,1,Eastern Michigan,,Old Dominion,L,1,23,23.0,0,eddie-daugherty-1
Dominic Davis,2015-09-05,1,Southern California,,Arkansas State,W,1,2,2.0,0,dominic-davis-1
Reggie Davis,2015-09-05,1,Georgia,,Louisiana-Monroe,W,2,53,26.5,0,reggie-davis-4
Brendan Douglas,2015-09-05,1,Georgia,,Louisiana-Monroe,W,1,8,8.0,0,brendan-douglas-1
Kenyan Drake,2015-09-05,1,Alabama,N,Wisconsin,W,2,28,14.0,0,kenyan-drake-1
Van Edwards Jr.,2015-09-05,1,Akron,@,Oklahoma,L,2,28,14.0,0,van-edwards-jr-1
Koa Farmer,2015-09-05,1,Penn State,@,Temple,L,5,128,25.6,0,koa-farmer-1
Dontez Ford,2015-09-05,1,Pittsburgh,,Youngstown State,W,1,17,17.0,0,dontez-ford-1
Johnathan Ford,2015-09-05,1,Auburn,N,Louisville,W,1,28,28.0,0,johnathan-ford-1
Gabe Fuselier,2015-09-05,1,Louisiana,@,Kentucky,L,4,77,19.3,0,gabe-fuselier-1
Jafus Gaines,2015-09-05,1,Texas State,@,Florida State,L,1,14,14.0,0,jafus-gaines-1
P.J. Gallo,2015-09-05,1,Maryland,,Richmond,W,1,6,6.0,0,pj-gallo-1
Chris Gallon,2015-09-05,1,Bowling Green State,N,Tennessee,L,1,6,6.0,0,chris-gallon-1
Claude Garrett,2015-09-05,1,South Alabama,,Gardner-Webb,W,2,72,36.0,0,claude-garrett-1
Tanner Gentry,2015-09-05,1,Wyoming,,North Dakota,L,1,0,0.0,0,tanner-gentry-1
Autrey Golden,2015-09-05,1,Texas-El Paso,@,Arkansas,L,6,130,21.7,0,autrey-golden-1
Michael Gordon,2015-09-05,1,Arkansas State,@,Southern California,L,2,32,16.0,0,michael-gordon-1
Jakeem Grant,2015-09-05,1,Texas Tech,,Sam Houston State,W,3,136,45.3,1,jakeem-grant-1
Janarion Grant,2015-09-05,1,Rutgers,,Norfolk State,W,3,117,39.0,1,janarion-grant-1
Gerri Green,2015-09-05,1,Mississippi State,@,Southern Mississippi,W,1,-15,-15.0,0,gerri-green-1
J.D. Harmon,2015-09-05,1,Kentucky,,Louisiana,W,1,60,60.0,0,jd-harmon-1
Eric Hawkins,2015-09-05,1,Arkansas,,Texas-El Paso,W,2,55,27.5,0,eric-hawkins-2
De'Chavon Hayes,2015-09-05,1,Arizona State,N,Texas A&M,L,4,73,18.3,0,dechavon-hayes-1
Carlos Henderson,2015-09-05,1,Louisiana Tech,,Southern,W,1,22,22.0,0,carlos-henderson-1
Quadree Henderson,2015-09-05,1,Pittsburgh,,Youngstown State,W,3,63,21.0,0,quadree-henderson-1
Nyheim Hines,2015-09-05,1,North Carolina State,,Troy,W,2,52,26.0,0,nyheim-hines-1
Brandon Holloway,2015-09-05,1,Mississippi State,@,Southern Mississippi,W,1,100,100.0,1,brandon-holloway-1
Adoree Jackson,2015-09-05,1,Southern California,,Arkansas State,W,1,23,23.0,0,adoree-jackson-1
Ryan Jackson,2015-09-05,1,Houston,,Tennessee Tech,W,1,21,21.0,0,ryan-jackson-1
Natrell Jamerson,2015-09-05,1,Wisconsin,N,Alabama,L,4,84,21.0,0,natrell-jamerson-1
Raekwon James,2015-09-05,1,Kent State,@,Illinois,L,4,87,21.8,0,raekwon-james-1
Alex Johnson,2015-09-05,1,Louisiana-Monroe,@,Georgia,L,1,15,15.0,0,alex-johnson-3
Daje Johnson,2015-09-05,1,Texas,@,Notre Dame,L,3,60,20.0,0,daje-johnson-1
Jordan Johnson,2015-09-05,1,Buffalo,,Albany,W,1,25,25.0,0,jordan-johnson-4
Mossi Johnson,2015-09-05,1,UCLA,,Virginia,W,1,16,16.0,0,mossi-johnson-1
Quay Johnson,2015-09-05,1,East Carolina,,Towson,W,3,59,19.7,0,quay-johnson-1
Zay Jones,2015-09-05,1,East Carolina,,Towson,W,1,23,23.0,0,isaiah-jones-2
Derek Keaton,2015-09-05,1,Georgia Southern,@,West Virginia,L,2,52,26.0,0,derek-keaton-2
Desmond King,2015-09-05,1,Iowa,,Illinois State,W,1,19,19.0,0,desmond-king-1
Sihiem King,2015-09-05,1,Kentucky,,Louisiana,W,3,67,22.3,0,sihiem-king-1
Christian Kirk,2015-09-05,1,Texas A&M,N,Arizona State,W,2,36,18.0,0,christian-kirk-1
Alani Latu,2015-09-05,1,Arizona State,N,Texas A&M,L,1,9,9.0,0,alani-latu-1
Cre'Von Leblanc,2015-09-05,1,Florida Atlantic,@,Tulsa,L,1,24,24.0,0,crevon-leblanc-1
Tommylee Lewis,2015-09-05,1,Northern Illinois,,Nevada-Las Vegas,W,1,17,17.0,0,tommylee-lewis-1
William Likely,2015-09-05,1,Maryland,,Richmond,W,2,63,31.5,0,william-likely-1
Paris Logan,2015-09-05,1,Northern Illinois,,Nevada-Las Vegas,W,1,37,37.0,0,paris-logan-1
Bishop Louie,2015-09-05,1,Tulsa,,Florida Atlantic,W,2,26,13.0,0,bishop-louie-1
Ricardo Louis,2015-09-05,1,Auburn,N,Louisville,W,1,22,22.0,0,ricardo-louis-1
Ben Luckett,2015-09-05,1,Louisiana-Monroe,@,Georgia,L,1,13,13.0,0,ben-luckett-1
Avonte Maddox,2015-09-05,1,Pittsburgh,,Youngstown State,W,3,140,46.7,1,avonte-maddox-1
Byron Marshall,2015-09-05,1,Oregon,,Eastern Washington,W,3,99,33.0,0,byron-marshall-1
Tavares Martin Jr,2015-09-05,1,Washington State,,Portland State,L,3,85,28.3,0,tavares-martin-jr-1
Jacob Martinez,2015-09-05,1,Buffalo,,Albany,W,1,18,18.0,0,jacob-martinez-1
D.J. May,2015-09-05,1,Wyoming,,North Dakota,L,2,68,34.0,0,dj-may-1
Christian McCaffrey,2015-09-05,1,Stanford,@,Northwestern,L,4,90,22.5,0,christian-mccaffrey-1
J.D. McKissic,2015-09-05,1,Arkansas State,@,Southern California,L,4,90,22.5,0,jd-mckissic-1
Curtis Mikell,2015-09-05,1,Southern Mississippi,,Mississippi State,L,4,90,22.5,0,curtis-mikell-1
Taquan Mizzell,2015-09-05,1,Virginia,@,UCLA,L,1,10,10.0,0,taquan-mizzell-1
Chris Moore,2015-09-05,1,Cincinnati,,Alabama A&M,W,3,93,31.0,0,chris-moore-4
Gabe Myles,2015-09-05,1,Mississippi State,@,Southern Mississippi,W,1,6,6.0,0,gabe-myles-1
Derrick Neal,2015-09-05,1,Kansas,,South Dakota State,L,1,16,16.0,0,derrick-neal-1
Durron Neal,2015-09-05,1,Oklahoma,,Akron,W,1,39,39.0,0,durron-neal-1
Terrell Newby,2015-09-05,1,Nebraska,,Brigham Young,L,1,19,19.0,0,terrell-newby-1
Ryan Newsome,2015-09-05,1,Texas,@,Notre Dame,L,2,41,20.5,0,ryan-newsome-1
Khalil Oliver,2015-09-05,1,Oregon,,Eastern Washington,W,1,0,0.0,0,khalil-oliver-1
Zach Pascal,2015-09-05,1,Old Dominion,@,Eastern Michigan,W,2,54,27.0,0,zach-pascal-1
Rashaad Penny,2015-09-05,1,San Diego State,,San Diego,W,1,97,97.0,1,rashaad-penny-1
Brandon Powell,2015-09-05,1,Florida,,New Mexico State,W,2,46,23.0,0,brandon-powell-1
Roderick Proctor,2015-09-05,1,Memphis,,Missouri State,W,1,30,30.0,0,roderick-proctor-1
Jalen Ramsey,2015-09-05,1,Florida State,,Texas State,W,1,37,37.0,0,jalen-ramsey-1
Albert Reid,2015-09-05,1,Virginia,@,UCLA,L,1,15,15.0,0,albert-reid-1
Robbie Rhodes,2015-09-05,1,Bowling Green State,N,Tennessee,L,1,4,4.0,0,robbie-rhodes-1
Blake Richmond,2015-09-05,1,Nevada-Las Vegas,@,Northern Illinois,L,1,16,16.0,0,blake-richmond-1
Alex Ross,2015-09-05,1,Oklahoma,,Akron,W,1,4,4.0,0,alex-ross-1
Teddy Ruben,2015-09-05,1,Troy,@,North Carolina State,L,2,33,16.5,0,teddy-ruben-1
Devon Russell,2015-09-05,1,Eastern Michigan,,Old Dominion,L,5,121,24.2,0,devon-russell-1
B.J. Salmonson,2015-09-05,1,Washington State,,Portland State,L,1,7,7.0,0,bj-salmonson-1
Ryan Schadler,2015-09-05,1,Kansas,,South Dakota State,L,3,104,34.7,1,ryan-schadler-1
Artavis Scott,2015-09-05,1,Clemson,,Wofford,W,1,39,39.0,0,artavis-scott-1
Rashawn Scott,2015-09-05,1,Miami (FL),,Bethune-Cookman,W,1,27,27.0,0,rashawn-scott-1
Zack Shaw,2015-09-05,1,Indiana,,Southern Illinois,W,2,35,17.5,0,zack-shaw-1
Anthony Sherrils,2015-09-05,1,Missouri,,Southeast Missouri State,W,1,19,19.0,0,anthony-sherrils-1
Steven Sims Jr.,2015-09-05,1,Kansas,,South Dakota State,L,1,11,11.0,0,steven-sims-jr-1
Brandon Singleton,2015-09-05,1,California,,Grambling State,W,1,11,11.0,0,brandon-singleton-1
Brandon Smith,2015-09-05,1,Texas State,@,Florida State,L,2,37,18.5,0,brandon-smith-7
Ito Smith,2015-09-05,1,Southern Mississippi,,Mississippi State,L,1,37,37.0,0,ito-smith-1
Kamrin Solomon,2015-09-05,1,Florida Atlantic,@,Tulsa,L,1,15,15.0,0,kamrin-solomon-1
Clint Stephens,2015-09-05,1,Bowling Green State,N,Tennessee,L,2,42,21.0,0,clint-stephens-1
Samuel Stewart,2015-09-05,1,Rice,,Wagner,W,1,26,26.0,0,samuel-stewart-1
Eric Takenaka,2015-09-05,1,Brigham Young,@,Nebraska,W,1,19,19.0,0,eric-takenaka-1
Duke Thomas,2015-09-05,1,Texas,@,Notre Dame,L,1,24,24.0,0,duke-thomas-1
Jahad Thomas,2015-09-05,1,Temple,,Penn State,W,2,36,18.0,0,jahad-thomas-1
Lexington Thomas,2015-09-05,1,Nevada-Las Vegas,@,Northern Illinois,L,2,38,19.0,0,lexington-thomas-1
Michael Thomas,2015-09-05,1,Southern Mississippi,,Mississippi State,L,2,39,19.5,0,michael-thomas-6
Aregeros Turner,2015-09-05,1,Northern Illinois,,Nevada-Las Vegas,W,3,64,21.3,0,aregeros-turner-1
Jordan Vaden,2015-09-05,1,Colorado State,,Savannah State,W,1,100,100.0,0,jordan-vaden-1
Solomon Vault,2015-09-05,1,Northwestern,,Stanford,W,1,19,19.0,0,solomon-vault-1
Austin Walter,2015-09-05,1,Rice,,Wagner,W,3,85,28.3,0,austin-walter-1
Jaylen Walton,2015-09-05,1,Mississippi,,Tennessee-Martin,W,1,15,15.0,0,jaylen-walton-1
Myles Washington,2015-09-05,1,Kent State,@,Illinois,L,1,17,17.0,0,myles-washington-1
Tre Watson,2015-09-05,1,California,,Grambling State,W,1,18,18.0,0,tre-watson-2
Kermit Whitfield,2015-09-05,1,Florida State,,Texas State,W,2,90,45.0,0,kermit-whitfield-1
Carlos Wiggins,2015-09-05,1,New Mexico,,Mississippi Valley State,W,1,32,32.0,0,carlos-wiggins-1
Devonte Williams,2015-09-05,1,Indiana,,Southern Illinois,W,4,78,19.5,0,devonte-williams-1
Brandon Wilson,2015-09-05,1,Houston,,Tennessee Tech,W,3,78,26.0,0,brandon-wilson-3
Kenny Young,2015-09-05,1,Miami (OH),,Presbyterian,W,1,12,12.0,0,kenny-young-2
Danny Anthrop,2015-09-06,1,Purdue,@,Marshall,L,2,41,20.5,0,danny-anthrop-1
Deandre Reaves,2015-09-06,1,Marshall,,Purdue,W,2,54,27.0,0,deandre-reaves-1
Remi Watson,2015-09-06,1,Marshall,,Purdue,W,1,15,15.0,0,remi-watson-1
Der'Woun Greene,2015-09-07,1,Virginia Tech,,Ohio State,L,1,18,18.0,0,derwoun-greene-1
Travon McMillian,2015-09-07,1,Virginia Tech,,Ohio State,L,3,57,19.0,0,travon-mcmillian-1
Jaquis Dancy,2015-09-10,2,Louisiana Tech,@,Western Kentucky,L,2,27,13.5,0,jaquis-dancy-1
Anthony Davis,2015-09-10,2,Western Kentucky,,Louisiana Tech,W,1,10,10.0,0,anthony-davis-7
Carlos Henderson,2015-09-10,2,Louisiana Tech,@,Western Kentucky,L,5,129,25.8,0,carlos-henderson-1
Shaquille Johnson,2015-09-10,2,Western Kentucky,,Louisiana Tech,W,1,10,10.0,0,shaquille-johnson-1
Ricky Jones,2015-09-10,2,Louisiana Tech,@,Western Kentucky,L,1,11,11.0,0,ricky-jones-2
Kylen Towner,2015-09-10,2,Western Kentucky,,Louisiana Tech,W,2,132,66.0,1,kylen-towner-1
Henry Bussey,2015-09-11,2,Florida Atlantic,,Miami (FL),L,3,48,16.0,0,henry-bussey-1
Marcus Clark,2015-09-11,2,Florida Atlantic,,Miami (FL),L,1,18,18.0,0,marcus-clark-1
Boobie Hobbs,2015-09-11,2,Utah,,Utah State,W,1,17,17.0,0,boobie-hobbs-1
Lajuan Hunt,2015-09-11,2,Utah State,@,Utah,L,1,13,13.0,0,lajuan-hunt-1
Cre'Von Leblanc,2015-09-11,2,Florida Atlantic,,Miami (FL),L,2,-54,-27.0,0,crevon-leblanc-1
Mark Walton,2015-09-11,2,Miami (FL),@,Florida Atlantic,W,1,22,22.0,0,mark-walton-1
Rodney Adams,2015-09-12,2,South Florida,@,Florida State,L,3,76,25.3,0,rodney-adams-1
Jordan Akins,2015-09-12,2,Central Florida,@,Stanford,L,5,119,23.8,0,jordan-akins-1
Robby Anderson,2015-09-12,2,Temple,@,Cincinnati,W,1,18,18.0,0,robby-anderson-1
D'Nerius Antoine,2015-09-12,2,Southern Mississippi,,Austin Peay,W,1,23,23.0,0,dnerius-antoine-1
Nick Arcidiacono,2015-09-12,2,Rutgers,,Washington State,L,1,6,6.0,0,nick-arcidiacono-1
John Armstrong,2015-09-12,2,Wake Forest,@,Syracuse,L,1,33,33.0,0,john-armstrong-2
Kevin Asante,2015-09-12,2,Virginia Tech,,Furman,W,2,28,14.0,0,kevin-asante-1
Sherman Badie,2015-09-12,2,Tulane,@,Georgia Tech,L,2,54,27.0,0,sherman-badie-1
Khary Bailey-Smith,2015-09-12,1,Massachusetts,@,Colorado,L,3,54,18.0,0,khary-bailey-smith-1
Budda Baker,2015-09-12,2,Washington,,Sacramento State,W,1,40,40.0,0,budda-baker-1
Bobo Beathard,2015-09-12,2,Appalachian State,@,Clemson,L,2,38,19.0,0,bobo-beathard-1
LeVante Bellamy,2015-09-12,2,Western Michigan,@,Georgia Southern,L,2,13,6.5,0,levante-bellamy-1
Evan Berry,2015-09-12,2,Tennessee,,Oklahoma,L,3,74,24.7,0,evan-berry-1
Devon Blackmon,2015-09-12,2,Brigham Young,,Boise State,W,1,15,15.0,0,devon-blackmon-1
Josh Boyd,2015-09-12,2,Appalachian State,@,Clemson,L,2,51,25.5,0,josh-boyd-2
D'Aundrey Bradley,2015-09-12,1,North Texas,@,Southern Methodist,L,1,21,21.0,0,daundrey-bradley-1
Jeryl Brazil,2015-09-12,2,Louisiana,,Northwestern State,W,1,21,21.0,0,jeryl-brazil-1
Ricky Brookins,2015-09-12,2,Indiana,,Florida International,W,1,21,21.0,0,ricky-brookins-1
Jeremiah Bryson,2015-09-12,2,Middle Tennessee State,@,Alabama,L,4,82,20.5,0,jeremiah-bryson-1
Morgan Burns,2015-09-12,2,Kansas State,@,Texas-San Antonio,W,2,72,36.0,0,morgan-burns-1
Jaquil Capel,2015-09-12,2,Appalachian State,@,Clemson,L,2,73,36.5,0,jaquil-capel-1
Amir Carlisle,2015-09-12,2,Notre Dame,@,Virginia,W,2,35,17.5,0,amir-carlisle-2
Jeff Carr,2015-09-12,2,Oklahoma State,,Central Arkansas,W,2,64,32.0,0,jeff-carr-2
Leonte Carroo,2015-09-12,2,Rutgers,,Washington State,L,1,-4,-4.0,0,leonte-carroo-1
Shon Carson,2015-09-12,2,South Carolina,,Kentucky,L,2,42,21.0,0,shon-carson-1
Rashon Ceaser,2015-09-12,2,Louisiana-Monroe,,Nicholls State,W,1,22,22.0,0,rashon-ceaser-1
Daryl Chestnut,2015-09-12,2,New Mexico,,Tulsa,L,1,21,21.0,0,daryl-chestnut-1
Sam Craft,2015-09-12,2,Memphis,@,Kansas,W,1,23,23.0,0,sam-craft-1
Aaron Criswell,2015-09-12,2,Nevada-Las Vegas,,UCLA,L,1,18,18.0,0,aaron-criswell-1
Eddie Daugherty,2015-09-12,2,Eastern Michigan,@,Wyoming,W,1,15,15.0,0,eddie-daugherty-1
Rahmel Dockery,2015-09-12,2,Oregon State,@,Michigan,L,3,57,19.0,0,rahmel-dockery-1
Brendan Douglas,2015-09-12,2,Georgia,@,Vanderbilt,W,1,9,9.0,0,brendan-douglas-1
Laquintus Dowell,2015-09-12,2,Texas-El Paso,@,Texas Tech,L,1,19,19.0,0,laquintus-dowell-1
Kenyan Drake,2015-09-12,2,Alabama,,Middle Tennessee State,W,3,71,23.7,0,kenyan-drake-1
Van Edwards Jr.,2015-09-12,2,Akron,,Pittsburgh,L,3,69,23.0,0,van-edwards-jr-1
Devon Edwards,2015-09-12,2,Duke,,North Carolina Central,W,1,16,16.0,0,devon-edwards-1
Brisly Estime,2015-09-12,2,Syracuse,,Wake Forest,W,1,22,22.0,0,brisly-estime-1
Keelan Ewaliko,2015-09-12,2,Hawaii,@,Ohio State,L,3,47,15.7,0,keelan-ewaliko-1
Johnathan Ford,2015-09-12,2,Auburn,,Jacksonville State,W,1,46,46.0,0,johnathan-ford-1
D'Onta Foreman,2015-09-12,2,Texas,,Rice,W,1,25,25.0,0,donta-foreman-1
Devin Fuller,2015-09-12,2,UCLA,@,Nevada-Las Vegas,W,1,30,30.0,0,devin-fuller-1
Claude Garrett,2015-09-12,2,South Alabama,@,Nebraska,L,3,66,22.0,0,claude-garrett-1
Shelton Gibson,2015-09-12,2,West Virginia,,Liberty,W,1,25,25.0,0,shelton-gibson-1
Autrey Golden,2015-09-12,2,Texas-El Paso,@,Texas Tech,L,4,83,20.8,0,autrey-golden-1
Jamal Golden,2015-09-12,2,Georgia Tech,,Tulane,W,1,34,34.0,0,jamal-golden-1
Malik Golden,2015-09-12,2,Penn State,,Buffalo,W,1,18,18.0,0,malik-golden-1
Jakeem Grant,2015-09-12,2,Texas Tech,,Texas-El Paso,W,2,37,18.5,0,jakeem-grant-1
Janarion Grant,2015-09-12,2,Rutgers,,Washington State,L,5,195,39.0,1,janarion-grant-1
Darian Green,2015-09-12,2,Ball State,@,Texas A&M,L,3,66,22.0,0,darian-green-1
Paul Harris,2015-09-12,2,Hawaii,@,Ohio State,L,1,11,11.0,0,paul-harris-3
Nick Harvey,2015-09-12,2,Texas A&M,,Ball State,W,1,16,16.0,0,nick-harvey-1
Eric Hawkins,2015-09-12,2,Arkansas,N,Toledo,L,5,104,20.8,0,eric-hawkins-2
De'Chavon Hayes,2015-09-12,2,Arizona State,,Cal Poly,W,2,77,38.5,0,dechavon-hayes-1
Eddie Heard,2015-09-12,2,Oregon,@,Michigan State,L,1,-3,-3.0,0,eddie-heard-1
Nyheim Hines,2015-09-12,2,North Carolina State,,Eastern Kentucky,W,1,21,21.0,0,nyheim-hines-1
Brandon Holloway,2015-09-12,2,Mississippi State,,Louisiana State,L,2,47,23.5,0,brandon-holloway-1
Johnny Holton,2015-09-12,2,Cincinnati,,Temple,L,3,60,20.0,0,johnny-holton-1
Marcus Hyatt,2015-09-12,2,Army,@,Connecticut,L,4,73,18.3,0,marcus-hyatt-1
Myles Jack,2015-09-12,2,UCLA,@,Nevada-Las Vegas,W,1,29,29.0,0,myles-jack-1
Donte Jackson,2015-09-12,2,Louisiana State,@,Mississippi State,W,2,39,19.5,0,donte-jackson-1
Natrell Jamerson,2015-09-12,2,Wisconsin,,Miami (OH),W,1,28,28.0,0,natrell-jamerson-1
Raekwon James,2015-09-12,2,Kent State,,Delaware State,W,3,83,27.7,0,raekwon-james-1
D'Ernest Johnson,2015-09-12,2,South Florida,@,Florida State,L,1,23,23.0,0,dernest-johnson-1
Daje Johnson,2015-09-12,2,Texas,,Rice,W,1,35,35.0,0,daje-johnson-1
Diontae Johnson,2015-09-12,2,Toledo,N,Arkansas,W,2,45,22.5,0,diontae-johnson-1
