Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Ron Cook Jr.,2019-09-14,3,Buffalo,@,Liberty,L,1,6,6.0,0,ron-cook-jr-1
Dante Cousart,2019-09-14,3,Florida Atlantic,@,Ball State,W,1,-1,-1.0,0,dante-cousart-1
Britain Covey,2019-09-14,3,Utah,,Idaho State,W,5,22,4.4,0,britain-covey-1
Jaelon Darden,2019-09-14,3,North Texas,@,California,L,2,4,2.0,0,jaelon-darden-1
Alvin Davis,2019-09-14,3,Akron,@,Central Michigan,L,1,6,6.0,0,alvin-davis-4
Malik Dear,2019-09-14,3,Mississippi State,,Kansas State,L,1,1,1.0,0,malik-dear-1
Demetrius Douglas,2019-09-14,3,Minnesota,,Georgia Southern,W,1,19,19.0,0,demetrius-douglas-2
Dylan Drummond,2019-09-14,3,Eastern Michigan,@,Illinois,W,4,32,8.0,0,dylan-drummond-1
B.J. Edmonds,2019-09-14,3,Arkansas State,@,Georgia,L,1,8,8.0,0,bj-edmonds-1
Maurice Ffrench,2019-09-14,3,Pittsburgh,@,Penn State,L,2,8,4.0,0,maurice-ffrench-1
Chris Finke,2019-09-14,2,Notre Dame,,New Mexico,W,1,17,17.0,0,chris-finke-1
Richaud Floyd,2019-09-14,3,Missouri,,Southeast Missouri State,W,5,95,19.0,1,richaud-floyd-1
Kaleb Fossum,2019-09-14,3,Nevada,,Weber State,W,2,7,3.5,0,kaleb-fossum-1
Aaron Fuller,2019-09-14,3,Washington,,Hawaii,W,1,1,1.0,0,aaron-fuller-1
Tony Gaiter IV,2019-09-14,3,Florida International,,New Hampshire,W,1,34,34.0,0,tony-gaiter-iv-1
Eric Garror,2019-09-14,3,Louisiana,,Texas Southern,W,3,37,12.3,0,eric-garror-1
Jacob Gasser,2019-09-14,3,Nevada-Las Vegas,@,Northwestern,L,2,7,3.5,0,jacob-gasser-1
Hezekiah Grimsley,2019-09-14,3,Virginia Tech,,Furman,W,1,1,1.0,0,hezekiah-grimsley-1
KJ Hamler,2019-09-14,3,Penn State,,Pittsburgh,W,1,5,5.0,0,kj-hamler-1
Nick Harvey,2019-09-14,3,North Texas,@,California,L,1,19,19.0,0,nick-harvey-1
Jaivon Heiligh,2019-09-14,3,Coastal Carolina,,Norfolk State,W,2,16,8.0,0,jaivon-heiligh-1
Jevon Holland,2019-09-14,3,Oregon,,Montana,W,1,8,8.0,0,jevon-holland-1
Jesiah Irish,2019-09-14,3,Oregon State,,Cal Poly,W,4,27,6.8,0,jesiah-irish-1
Freddie Johnson,2019-09-14,2,Temple,,Maryland,W,1,-2,-2.0,0,freddie-johnson-2
Amare Jones,2019-09-14,3,Tulane,,Missouri State,W,2,21,10.5,0,amare-jones-1
Brandon Jones,2019-09-14,3,Texas,N,Rice,W,1,-2,-2.0,0,brandon-jones-13
Sheldon Jones,2019-09-14,3,Texas-San Antonio,,Army,L,1,3,3.0,0,sheldon-jones-1
Billy Kemp,2019-09-14,3,Virginia,,Florida State,W,2,0,0.0,0,billy-kemp-2
CeeDee Lamb,2019-09-14,3,Oklahoma,@,UCLA,W,1,0,0.0,0,ceedee-lamb-1
Riley Lees,2019-09-14,2,Northwestern,,Nevada-Las Vegas,W,2,17,8.5,0,riley-lees-1
Nafees Lyon,2019-09-14,3,UNC Charlotte,,Massachusetts,W,1,17,17.0,0,nafees-lyon-1
Devin Maddox,2019-09-14,2,Toledo,,Murray State,W,3,30,10.0,0,devin-maddox-1
Demario McCall,2019-09-14,3,Ohio State,@,Indiana,W,1,1,1.0,0,demario-mccall-1
Cornelius McCoy,2019-09-14,3,Georgia State,@,Western Michigan,L,1,11,11.0,0,cornelius-mccoy-1
Riley Miller,2019-09-14,3,Ball State,,Florida Atlantic,L,1,40,40.0,0,riley-miller-1
Tra Minter,2019-09-14,3,South Alabama,,Memphis,L,1,3,3.0,0,tra-minter-1
Akyah Miranda,2019-09-14,3,Army,@,Texas-San Antonio,W,1,6,6.0,0,akyah-miranda-1
Keith Mixon,2019-09-14,3,Western Michigan,,Georgia State,W,1,2,2.0,0,keith-mixon-1
Ryan Montgomery,2019-09-14,3,Cincinnati,,Miami (OH),W,5,57,11.4,0,ryan-montgomery-1
Elijah Moore,2019-09-14,3,Mississippi,,Southeastern Louisiana,W,2,-15,-7.5,0,elijah-moore-1
Skyy Moore,2019-09-14,3,Western Michigan,,Georgia State,W,1,0,0.0,0,skyy-moore-1
Tony Nicholson,2019-09-14,3,New Mexico State,,San Diego State,L,1,5,5.0,0,tony-nicholson-1
Chris Olave,2019-09-14,3,Ohio State,@,Indiana,W,1,18,18.0,0,chris-olave-1
K.J. Osborn,2019-09-14,3,Miami (FL),,Bethune-Cookman,W,1,4,4.0,0,kj-osborn-1
Tyler Page,2019-09-14,3,Southern Methodist,,Texas State,W,1,6,6.0,0,tyler-page-2
Trey Palmer,2019-09-14,3,Louisiana State,,Northwestern State,W,1,54,54.0,1,trey-palmer-1
Roshauud Paul,2019-09-14,3,Texas A&M,,Lamar,W,4,107,26.8,0,roshauud-paul-1
Ben Peterson,2019-09-14,2,Air Force,@,Colorado,W,2,4,2.0,0,ben-peterson-1
Whop Philyor,2019-09-14,3,Indiana,,Ohio State,L,1,-1,-1.0,0,whop-philyor-1
Kalil Pimpleton,2019-09-14,3,Central Michigan,,Akron,W,2,1,0.5,0,kalil-pimpleton-1
Seth Porter,2019-09-14,3,Kansas State,@,Mississippi State,W,1,-1,-1.0,0,seth-porter-1
Cee Jay Powell,2019-09-14,3,Louisiana Tech,@,Bowling Green State,W,2,9,4.5,0,cee-jay-powell-1
James Proche,2019-09-14,3,Southern Methodist,,Texas State,W,3,40,13.3,0,james-proche-1
Nico Ragaini,2019-09-14,3,Iowa,@,Iowa State,W,1,15,15.0,0,nico-ragaini-1
Jalen Reagor,2019-09-14,2,Texas Christian,@,Purdue,W,1,8,8.0,0,jalen-reagor-1
Nikko Remigio,2019-09-14,3,California,,North Texas,W,1,32,32.0,0,nikko-remigio-1
Amari Rodgers,2019-09-14,3,Clemson,@,Syracuse,W,2,3,1.5,0,amari-rodgers-1
Isaiah Rodgers,2019-09-14,3,Massachusetts,@,UNC Charlotte,L,3,62,20.7,1,isaiah-rodgers-1
De'John Rogers,2019-09-14,2,New Mexico,@,Notre Dame,L,2,2,1.0,0,dejohn-rogers-1
Jake Rogers,2019-09-14,3,Bowling Green State,,Louisiana Tech,L,1,11,11.0,0,jake-rogers-2
K.J. Sails,2019-09-14,3,South Florida,,South Carolina State,W,2,39,19.5,0,kj-sails-1
Trevon Sidney,2019-09-14,3,Illinois,,Eastern Michigan,L,1,6,6.0,0,trevon-sidney-1
Tyler Simmons,2019-09-14,3,Georgia,,Arkansas State,W,1,17,17.0,0,tyler-simmons-2
Alec Sinkfield,2019-09-14,3,West Virginia,,North Carolina State,W,2,8,4.0,0,alec-sinkfield-1
Chris Smith,2019-09-14,3,Louisiana,,Texas Southern,W,1,-3,-3.0,0,chris-smith-22
Jake Smith,2019-09-14,3,Texas,N,Rice,W,3,1,0.3,0,jake-smith-7
Tyler Snead,2019-09-14,3,East Carolina,@,Navy,L,1,0,0.0,0,tyler-snead-1
JD Spielman,2019-09-14,3,Nebraska,,Northern Illinois,W,2,11,5.5,0,jd-spielman-1
Isaiah Stalbird,2019-09-14,3,Nebraska,,Northern Illinois,W,1,9,9.0,0,isaiah-stalbird-1
Derek Stingley Jr.,2019-09-14,3,Louisiana State,,Northwestern State,W,3,54,18.0,0,derek-stingley-jr-1
Keylon Stokes,2019-09-14,3,Tulsa,,Oklahoma State,L,2,10,5.0,0,keylon-stokes-1
Dillon Stoner,2019-09-14,3,Oklahoma State,@,Tulsa,W,4,48,12.0,0,dillon-stoner-1
Drake Stoops,2019-09-14,3,Oklahoma,@,UCLA,W,1,-1,-1.0,0,drake-stoops-1
Melquise Stovall,2019-09-14,3,Hawaii,@,Washington,L,1,9,9.0,0,melquise-stovall-1
Daniel Taylor,2019-09-14,2,Navy,,East Carolina,W,1,-1,-1.0,0,daniel-taylor-2
Logan Thimons,2019-09-14,3,West Virginia,,North Carolina State,W,1,16,16.0,0,logan-thimons-1
Jeff Thomas,2019-09-14,3,Miami (FL),,Bethune-Cookman,W,2,0,0.0,0,jeff-thomas-6
Maurice Thomas,2019-09-14,3,Miami (OH),@,Cincinnati,L,1,3,3.0,0,maurice-thomas-2
Cole Tucker,2019-09-14,3,Northern Illinois,@,Nebraska,L,2,5,2.5,0,cole-tucker-1
DJ Turner,2019-09-14,3,Maryland,@,Temple,L,1,55,55.0,0,dj-turner-1
Tyler Vaughns,2019-09-14,3,Southern California,@,Brigham Young,L,1,4,4.0,0,tyler-vaughns-1
Jaylen Waddle,2019-09-14,3,Alabama,@,South Carolina,W,1,18,18.0,0,jaylen-waddle-1
Jalen Walker,2019-09-14,3,Miami (OH),@,Cincinnati,L,2,11,5.5,0,jalen-walker-2
Cody White,2019-09-14,3,Michigan State,,Arizona State,L,2,11,5.5,0,cody-white-3
Hutch White,2019-09-14,3,Texas State,@,Southern Methodist,L,1,1,1.0,0,hutch-white-1
Joe Wilkins,2019-09-14,2,Notre Dame,,New Mexico,W,1,0,0.0,0,joe-wilkins-3
Avery Williams,2019-09-14,3,Boise State,,Portland State,W,3,33,11.0,0,avery-williams-6
CJ Williams,2019-09-14,2,Navy,,East Carolina,W,2,16,8.0,0,cj-williams-2
Jai Williams,2019-09-14,3,Coastal Carolina,,Norfolk State,W,1,14,14.0,0,jai-williams-1
John Williams,2019-09-14,3,Memphis,@,South Alabama,W,2,12,6.0,0,john-williams-16
Jayrin Wilson,2019-09-14,3,Louisiana,,Texas Southern,W,1,7,7.0,0,jayrin-wilson-1
Michael Wilson,2019-09-14,3,Stanford,@,Central Florida,L,1,21,21.0,0,michael-wilson-3
Datrone Young,2019-09-14,2,Iowa State,,Iowa,L,1,0,0.0,0,datrone-young-1
Amare Jones,2019-09-19,4,Tulane,,Houston,W,1,3,3.0,0,amare-jones-1
Jacob Robertson,2019-09-19,4,Tulane,,Houston,W,1,11,11.0,0,jacob-robertson-1
Bryson Smith,2019-09-19,4,Houston,@,Tulane,L,2,12,6.0,0,bryson-smith-1
Jaylond Adams,2019-09-21,4,Southern Mississippi,@,Alabama,L,1,1,1.0,0,jaylond-adams-1
Joseph Anderson,2019-09-21,4,Tulsa,,Wyoming,W,1,8,8.0,0,joseph-anderson-1
Otis Anderson,2019-09-21,4,Central Florida,@,Pittsburgh,L,1,87,87.0,1,otis-anderson-1
Sevyn Banks,2019-09-21,4,Ohio State,,Miami (OH),W,1,5,5.0,0,sevyn-banks-1
Micah Baskerville,2019-09-21,4,Louisiana State,@,Vanderbilt,W,1,23,23.0,1,micah-baskerville-1
Ronnie Bell,2019-09-21,3,Michigan,@,Wisconsin,L,3,20,6.7,0,ronnie-bell-3
Lynn Bowden Jr.,2019-09-21,4,Kentucky,@,Mississippi State,L,1,25,25.0,0,lynn-bowden-jr-1
Brandon Bowling,2019-09-21,4,Arkansas State,,Southern Illinois,W,1,-1,-1.0,0,brandon-bowling-1
Will Brown,2019-09-21,4,Clemson,,UNC Charlotte,W,1,13,13.0,0,will-brown-2
Jerome Buckner,2019-09-21,4,Ohio,,Louisiana,L,2,-3,-1.5,0,jerome-buckner-1
Marquez Callaway,2019-09-21,4,Tennessee,@,Florida,L,1,0,0.0,0,marquez-callaway-1
Kei`Trel Clark,2019-09-21,4,Liberty,,Hampton,W,1,-20,-20.0,0,keitrel-clark-1
Austin Conway,2019-09-21,4,Wyoming,@,Tulsa,L,1,1,1.0,0,austin-conway-1
Dante Cousart,2019-09-21,4,Florida Atlantic,,Wagner,W,3,5,1.7,0,dante-cousart-1
Jaelon Darden,2019-09-21,4,North Texas,,Texas-San Antonio,W,1,13,13.0,0,jaelon-darden-1
Jack Dunn,2019-09-21,3,Wisconsin,,Michigan,W,4,39,9.8,0,jack-dunn-1
Maurice Ffrench,2019-09-21,4,Pittsburgh,,Central Florida,W,2,9,4.5,0,maurice-ffrench-1
Max Fisher,2019-09-21,4,North Carolina State,,Ball State,W,1,24,24.0,0,max-fisher-1
Richaud Floyd,2019-09-21,4,Missouri,,South Carolina,W,3,35,11.7,0,richaud-floyd-1
Kaleb Fossum,2019-09-21,4,Nevada,@,Texas-El Paso,W,1,1,1.0,0,kaleb-fossum-1
Aaron Fuller,2019-09-21,4,Washington,@,Brigham Young,W,2,86,43.0,1,aaron-fuller-1
Justin Garrett,2019-09-21,3,Texas-El Paso,,Nevada,L,1,-2,-2.0,0,justin-garrett-3
Eric Garror,2019-09-21,4,Louisiana,@,Ohio,W,4,4,1.0,0,eric-garror-1
Travell Harris,2019-09-21,4,Washington State,,UCLA,L,1,0,0.0,0,travell-harris-1
Javian Hawkins,2019-09-21,4,Louisville,@,Florida State,L,1,10,10.0,0,javian-hawkins-1
Jevon Holland,2019-09-21,4,Oregon,@,Stanford,W,1,0,0.0,0,jevon-holland-1
Raymond James,2019-09-21,4,Kent State,,Bowling Green State,W,1,10,10.0,0,raymond-james-1
JJ Jefferson,2019-09-21,3,Northwestern,,Michigan State,L,1,19,19.0,0,jj-jefferson-1
Brandon Jones,2019-09-21,4,Texas,,Oklahoma State,W,1,0,0.0,0,brandon-jones-13
Sheldon Jones,2019-09-21,4,Texas-San Antonio,@,North Texas,L,2,11,5.5,0,sheldon-jones-1
Billy Kemp,2019-09-21,4,Virginia,,Old Dominion,W,2,10,5.0,0,billy-kemp-2
D.L. Knock,2019-09-21,4,Ohio,,Louisiana,L,1,0,0.0,0,dl-knock-1
Riley Lees,2019-09-21,3,Northwestern,,Michigan State,L,1,11,11.0,0,riley-lees-1
Travis Levy,2019-09-21,4,Boston College,@,Rutgers,W,1,6,6.0,0,travis-levy-1
Shedro Louis,2019-09-21,4,Liberty,,Hampton,W,1,1,1.0,0,shedro-louis-1
Devin Maddox,2019-09-21,3,Toledo,@,Colorado State,W,3,16,5.3,0,devin-maddox-1
Aaron Mathews,2019-09-21,4,Pittsburgh,,Central Florida,W,1,9,9.0,0,aaron-mathews-1
D.J. Matthews,2019-09-21,4,Florida State,,Louisville,W,3,14,4.7,0,dj-matthews-1
Jesse Matthews,2019-09-21,4,San Diego State,,Utah State,L,1,13,13.0,0,jesse-matthews-1
Demario McCall,2019-09-21,4,Ohio State,,Miami (OH),W,1,7,7.0,0,demario-mccall-1
Cornelius McCoy,2019-09-21,4,Georgia State,@,Texas State,L,1,-6,-6.0,0,cornelius-mccoy-1
Riley Miller,2019-09-21,4,Ball State,@,North Carolina State,L,2,11,5.5,0,riley-miller-1
Tarique Milton,2019-09-21,3,Iowa State,,Louisiana-Monroe,W,2,13,6.5,0,tarique-milton-1
Tra Minter,2019-09-21,4,South Alabama,@,Alabama-Birmingham,L,1,10,10.0,0,tra-minter-1
Akyah Miranda,2019-09-21,4,Army,,Morgan State,W,2,10,5.0,0,akyah-miranda-1
Myron Mitchell,2019-09-21,3,Alabama-Birmingham,,South Alabama,W,3,-3,-1.0,0,myron-mitchell-1
Keith Mixon,2019-09-21,4,Western Michigan,@,Syracuse,L,1,2,2.0,0,keith-mixon-1
Trevon Moehrig-Woodard,2019-09-21,3,Texas Christian,,Southern Methodist,L,1,7,7.0,0,trevon-moehrig-woodard-1
Elijah Moore,2019-09-21,4,Mississippi,,California,L,1,11,11.0,0,elijah-moore-1
Dazz Newsome,2019-09-21,4,North Carolina,,Appalachian State,L,1,5,5.0,0,dazz-newsome-1
Kanawai Noa,2019-09-21,4,Nebraska,@,Illinois,W,1,-1,-1.0,0,kanawai-noa-1
Trey Palmer,2019-09-21,4,Louisiana State,@,Vanderbilt,W,1,1,1.0,0,trey-palmer-1
Roshauud Paul,2019-09-21,4,Texas A&M,,Auburn,L,3,0,0.0,0,roshauud-paul-1
Kyle Phillips,2019-09-21,4,UCLA,@,Washington State,W,1,69,69.0,1,kyle-phillips-4
Whop Philyor,2019-09-21,4,Indiana,,Connecticut,W,3,15,5.0,0,whop-philyor-1
Kalil Pimpleton,2019-09-21,4,Central Michigan,@,Miami (FL),L,3,16,5.3,0,kalil-pimpleton-1
James Proche,2019-09-21,4,Southern Methodist,@,Texas Christian,W,1,3,3.0,0,james-proche-1
Jalen Reagor,2019-09-21,3,Texas Christian,,Southern Methodist,L,1,23,23.0,0,jalen-reagor-1
Sean Riley,2019-09-21,4,Syracuse,,Western Michigan,W,1,12,12.0,0,sean-riley-2
Ronnie Rivers,2019-09-21,3,Fresno State,,Sacramento State,W,3,27,9.0,0,ronnie-rivers-1
Amari Rodgers,2019-09-21,4,Clemson,,UNC Charlotte,W,1,20,20.0,0,amari-rodgers-1
Isaiah Rodgers,2019-09-21,4,Massachusetts,,Coastal Carolina,L,1,-1,-1.0,0,isaiah-rodgers-1
De'John Rogers,2019-09-21,3,New Mexico,,New Mexico State,W,1,5,5.0,0,dejohn-rogers-1
Ykili Ross,2019-09-21,3,Texas-El Paso,,Nevada,L,1,5,5.0,0,ykili-ross-1
Mathew Sexton,2019-09-21,4,Eastern Michigan,,Central Connecticut State,W,1,50,50.0,1,mathew-sexton-1
Justice Shelton-Mosley,2019-09-21,3,Vanderbilt,,Louisiana State,L,1,11,11.0,0,justice-shelton-mosley-1
Trevon Sidney,2019-09-21,4,Illinois,,Nebraska,L,1,5,5.0,0,trevon-sidney-1
Tyler Simmons,2019-09-21,4,Georgia,,Notre Dame,W,1,-3,-3.0,0,tyler-simmons-2
Alec Sinkfield,2019-09-21,4,West Virginia,@,Kansas,W,1,16,16.0,0,alec-sinkfield-1
Quayvon Skanes,2019-09-21,3,Connecticut,@,Indiana,L,1,12,12.0,0,quayvon-skanes-1
Jared Smart,2019-09-21,4,Hawaii,,Central Arkansas,W,2,2,1.0,0,jared-smart-1
Jake Smith,2019-09-21,4,Texas,,Oklahoma State,W,1,0,0.0,0,jake-smith-7
Tyler Snead,2019-09-21,4,East Carolina,,William & Mary,W,2,-4,-2.0,0,tyler-snead-1
Brandon Sowards,2019-09-21,4,Michigan State,@,Northwestern,W,2,26,13.0,0,brandon-sowards-1
JD Spielman,2019-09-21,4,Nebraska,@,Illinois,W,2,-3,-1.5,0,jd-spielman-1
Dimitri Stanley,2019-09-21,4,Colorado,@,Arizona State,W,1,9,9.0,0,dimitri-stanley-1
Derek Stingley Jr.,2019-09-21,4,Louisiana State,@,Vanderbilt,W,2,1,0.5,0,derek-stingley-jr-1
Keylon Stokes,2019-09-21,4,Tulsa,,Wyoming,W,1,11,11.0,0,keylon-stokes-1
D.J. Stubbs,2019-09-21,4,Liberty,,Hampton,W,3,18,6.0,0,dj-stubbs-1
Sage Surratt,2019-09-21,4,Wake Forest,,Elon,W,4,60,15.0,0,sage-surratt-1
Freddie Swain,2019-09-21,4,Florida,,Tennessee,W,1,10,10.0,0,freddie-swain-1
Will Swinney,2019-09-21,4,Clemson,,UNC Charlotte,W,1,0,0.0,0,will-swinney-1
Ja'Sir Taylor,2019-09-21,4,Wake Forest,,Elon,W,2,25,12.5,0,jasir-taylor-1
Jeff Thomas,2019-09-21,4,Miami (FL),,Central Michigan,W,1,16,16.0,0,jeff-thomas-6
Thayer Thomas,2019-09-21,4,North Carolina State,,Ball State,W,2,80,40.0,1,thayer-thomas-1
Tariq Thompson,2019-09-21,4,San Diego State,,Utah State,L,1,0,0.0,0,tariq-thompson-2
Christian Tutt,2019-09-21,4,Auburn,@,Texas A&M,W,2,52,26.0,0,christian-tutt-1
Byron Vaughns,2019-09-21,4,Texas,,Oklahoma State,W,1,-6,-6.0,0,byron-vaughns-1
Jaylen Waddle,2019-09-21,4,Alabama,,Southern Mississippi,W,1,41,41.0,0,jaylen-waddle-1
Cody White,2019-09-21,4,Michigan State,@,Northwestern,W,2,6,3.0,0,cody-white-3
Michael Williams,2019-09-21,4,Stanford,,Oregon,L,2,9,4.5,0,michael-williams-12
Garrett Wilson,2019-09-21,4,Ohio State,,Miami (OH),W,1,52,52.0,0,garrett-wilson-2
Easop Winston,2019-09-21,4,Washington State,,UCLA,L,1,45,45.0,0,easop-winston-1
Dante Wright,2019-09-21,4,Colorado State,,Toledo,L,1,-8,-8.0,0,dante-wright-1
Isaiah Wright,2019-09-21,3,Temple,@,Buffalo,L,1,7,7.0,0,isaiah-wright-1
Avery Young,2019-09-21,3,Rutgers,,Boston College,L,3,15,5.0,0,avery-young-2
Traveon Samuel,2019-09-26,4,Memphis,,Navy,W,2,5,2.5,0,traveon-samuel-1
Garrett Winn,2019-09-26,3,Navy,@,Memphis,L,3,28,9.3,0,garrett-winn-1
Brandon Aiyuk,2019-09-27,5,Arizona State,@,California,W,3,30,10.0,0,brandon-aiyuk-1
Josh Blackwell,2019-09-27,4,Duke,@,Virginia Tech,W,1,20,20.0,0,josh-blackwell-1
Tariq Castro-Fields,2019-09-27,4,Penn State,@,Maryland,W,1,30,30.0,0,tariq-castro-fields-1
Jahan Dotson,2019-09-27,4,Penn State,@,Maryland,W,1,30,30.0,0,jahan-dotson-1
Hezekiah Grimsley,2019-09-27,4,Virginia Tech,,Duke,L,1,25,25.0,0,hezekiah-grimsley-1
KJ Hamler,2019-09-27,4,Penn State,@,Maryland,W,3,31,10.3,0,kj-hamler-1
Jaylond Adams,2019-09-28,5,Southern Mississippi,,Texas-El Paso,W,2,2,1.0,0,jaylond-adams-1
Josh Ali,2019-09-28,5,Kentucky,@,South Carolina,L,1,9,9.0,0,josh-ali-1
Grayland Arnold,2019-09-28,4,Baylor,,Iowa State,W,2,3,1.5,0,grayland-arnold-1
Brandius Batiste,2019-09-28,4,Louisiana-Monroe,,South Alabama,W,1,7,7.0,0,brandius-batiste-1
Jamal Bell,2019-09-28,5,Louisiana,@,Georgia Southern,W,1,12,12.0,0,jamal-bell-1
Ronnie Bell,2019-09-28,4,Michigan,,Rutgers,W,1,11,11.0,0,ronnie-bell-3
Darrell Brown,2019-09-28,4,Old Dominion,,East Carolina,L,1,20,20.0,0,darrell-brown-4
Treylon Burks,2019-09-28,5,Arkansas,N,Texas A&M,L,2,35,17.5,0,treylon-burks-1
Clayton Bush,2019-09-28,4,Western Kentucky,,Alabama-Birmingham,W,1,4,4.0,0,clayton-bush-1
Cedric Byrd,2019-09-28,5,Hawaii,@,Nevada,W,1,-2,-2.0,0,cedric-byrd-1
Andrew Choi,2019-09-28,5,Hawaii,@,Nevada,W,1,27,27.0,0,andrew-choi-1
OJ Clark,2019-09-28,5,New Mexico State,,Fresno State,L,1,0,0.0,0,oj-clark-1
Austin Conway,2019-09-28,5,Wyoming,,Nevada-Las Vegas,W,6,92,15.3,0,austin-conway-1
Ron Cook Jr.,2019-09-28,5,Buffalo,@,Miami (OH),L,2,20,10.0,0,ron-cook-jr-1
Dante Cousart,2019-09-28,5,Florida Atlantic,@,UNC Charlotte,W,1,1,1.0,0,dante-cousart-1
Jaelon Darden,2019-09-28,5,North Texas,,Houston,L,1,15,15.0,0,jaelon-darden-1
Jack Dunn,2019-09-28,4,Wisconsin,,Northwestern,W,3,3,1.0,0,jack-dunn-1
Maurice Ffrench,2019-09-28,5,Pittsburgh,,Delaware,W,2,7,3.5,0,maurice-ffrench-1
Chris Finke,2019-09-28,4,Notre Dame,,Virginia,W,1,1,1.0,0,chris-finke-1
Aaron Fuller,2019-09-28,5,Washington,,Southern California,W,3,26,8.7,0,aaron-fuller-1
Justin Garrett,2019-09-28,4,Texas-El Paso,@,Southern Mississippi,L,2,8,4.0,0,justin-garrett-3
Eric Garror,2019-09-28,5,Louisiana,@,Georgia Southern,W,2,-1,-0.5,0,eric-garror-1
Jacob Gasser,2019-09-28,4,Nevada-Las Vegas,@,Wyoming,L,3,-6,-2.0,0,jacob-gasser-1
Troy Golden,2019-09-28,5,Colorado State,@,Utah State,L,1,10,10.0,0,troy-golden-1
Thomas Hennigan,2019-09-28,4,Appalachian State,,Coastal Carolina,W,2,37,18.5,0,thomas-hennigan-1
Aleva Hifo,2019-09-28,5,Brigham Young,@,Toledo,L,2,70,35.0,0,aleva-hifo-1
JJ Jefferson,2019-09-28,4,Northwestern,@,Wisconsin,L,2,20,10.0,0,jj-jefferson-1
Nykeim Johnson,2019-09-28,5,Syracuse,,Holy Cross,W,1,-2,-2.0,0,nykeim-johnson-1
Deshaunte Jones,2019-09-28,4,Iowa State,@,Baylor,L,1,9,9.0,0,deshaunte-jones-1
Ale Kaho,2019-09-28,5,Alabama,,Mississippi,W,1,20,20.0,1,ale-kaho-1
Talik Keaton,2019-09-28,4,Marshall,,Cincinnati,L,1,5,5.0,0,talik-keaton-1
Billy Kemp,2019-09-28,5,Virginia,@,Notre Dame,L,2,17,8.5,0,billy-kemp-2
CeeDee Lamb,2019-09-28,4,Oklahoma,,Texas Tech,W,2,9,4.5,0,ceedee-lamb-1
Riley Lees,2019-09-28,4,Northwestern,@,Wisconsin,L,3,15,5.0,0,riley-lees-1
Travis Levy,2019-09-28,5,Boston College,,Wake Forest,L,2,29,14.5,0,travis-levy-1
Nafees Lyon,2019-09-28,5,UNC Charlotte,,Florida Atlantic,L,1,7,7.0,0,nafees-lyon-1
Devin Maddox,2019-09-28,4,Toledo,,Brigham Young,W,2,12,6.0,0,devin-maddox-1
D.J. Matthews,2019-09-28,5,Florida State,,North Carolina State,W,4,24,6.0,0,dj-matthews-1
Demario McCall,2019-09-28,5,Ohio State,@,Nebraska,W,1,1,1.0,0,demario-mccall-1
Zech McPhearson,2019-09-28,4,Texas Tech,@,Oklahoma,L,1,27,27.0,0,zech-mcphearson-1
Tra Minter,2019-09-28,5,South Alabama,@,Louisiana-Monroe,L,2,-7,-3.5,0,tra-minter-1
Jordan Mitchell,2019-09-28,5,Southern Mississippi,,Texas-El Paso,W,1,24,24.0,0,jordan-mitchell-1
Ryan Montgomery,2019-09-28,4,Cincinnati,@,Marshall,W,2,14,7.0,0,ryan-montgomery-1
Jordan Nathan,2019-09-28,4,Utah State,,Colorado State,W,1,-2,-2.0,0,jordan-nathan-1
Donovan Peoples-Jones,2019-09-28,4,Michigan,,Rutgers,W,3,18,6.0,0,donovan-peoples-jones-1
Kyle Phillips,2019-09-28,5,UCLA,@,Arizona,L,2,11,5.5,0,kyle-phillips-4
Whop Philyor,2019-09-28,5,Indiana,@,Michigan State,L,2,12,6.0,0,whop-philyor-1
Kalil Pimpleton,2019-09-28,5,Central Michigan,@,Western Michigan,L,3,35,11.7,0,kalil-pimpleton-1
Michael Pittman Jr.,2019-09-28,5,Southern California,@,Washington,L,1,0,0.0,0,michael-pittman-jr-1
Cee Jay Powell,2019-09-28,5,Louisiana Tech,@,Rice,W,1,2,2.0,0,cee-jay-powell-1
James Proche,2019-09-28,5,Southern Methodist,@,South Florida,W,3,29,9.7,0,james-proche-1
Jalen Reagor,2019-09-28,4,Texas Christian,,Kansas,W,4,139,34.8,0,jalen-reagor-1
Sean Riley,2019-09-28,5,Syracuse,,Holy Cross,W,3,37,12.3,0,sean-riley-2
Ronnie Rivers,2019-09-28,4,Fresno State,@,New Mexico State,W,1,0,0.0,0,ronnie-rivers-1
Isaiah Rodgers,2019-09-28,5,Massachusetts,,Akron,W,2,10,5.0,0,isaiah-rodgers-1
De'John Rogers,2019-09-28,4,New Mexico,@,Liberty,L,1,2,2.0,0,dejohn-rogers-1
Darius Rush,2019-09-28,5,South Carolina,,Kentucky,W,1,-2,-2.0,0,darius-rush-1
Warren Saba,2019-09-28,5,East Carolina,@,Old Dominion,W,1,19,19.0,1,warren-saba-1
K.J. Sails,2019-09-28,4,South Florida,,Southern Methodist,L,1,5,5.0,0,kj-sails-1
Mike Sainristil,2019-09-28,4,Michigan,,Rutgers,W,1,0,0.0,0,mike-sainristil-1
CJ Sanders,2019-09-28,5,Southern Methodist,@,South Florida,W,3,22,7.3,0,cj-sanders-2
