Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Fie Faaituala,2015-09-03,1,Nevada,,California-Davis,W,4,0,4,0.0,0.0,fie-faaituala-1
Penitito Faalologo,2015-09-03,1,Hawaii,,Colorado,W,0,1,1,0.0,0.0,penitito-faalologo-1
Kyler Fackrell,2015-09-03,1,Utah State,,Southern Utah,W,3,2,5,2.5,2.0,kyler-fackrell-1
Edmund Faimalo,2015-09-03,1,Utah State,,Southern Utah,W,1,1,2,0.0,0.0,edmund-faimalo-1
Jason Fanaika,2015-09-03,1,Utah,,Michigan,W,3,1,4,0.0,0.0,jason-fanaika-3
Salesa Faraimo,2015-09-03,1,Nevada,,California-Davis,W,2,0,2,2.0,1.0,salesa-faraimo-1
DeAndre Farris,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,1,0,1,0.0,0.0,deandre-farris-1
Folorunso Fatukasi,2015-09-03,1,Connecticut,,Villanova,W,4,2,6,2.0,2.0,folorunso-fatukasi-1
Viliseni Fauonuku,2015-09-03,1,Utah,,Michigan,W,1,0,1,0.0,0.0,viliseni-fauonuku-1
Quaven Ferguson,2015-09-03,1,Duke,@,Tulane,W,1,0,1,0.0,0.0,quaven-ferguson-1
Lt Filiaga,2015-09-03,1,Utah State,,Southern Utah,W,0,6,6,0.0,0.0,lt-filiaga-1
Demetrius Flannigan-Fowles,2015-09-03,1,Arizona,,Texas-San Antonio,W,1,0,1,0.0,0.0,demetrius-flannigan-fowles-1
Tre Flowers,2015-09-03,1,Oklahoma State,@,Central Michigan,W,5,1,6,0.0,0.0,tre-flowers-1
Tyler Floyd,2015-09-03,1,Utah State,,Southern Utah,W,1,0,1,0.0,0.0,tyler-floyd-1
Benetton Fonua,2015-09-03,1,Hawaii,,Colorado,W,3,0,3,0.0,0.0,benetton-fonua-1
Malik Fountain,2015-09-03,1,Central Michigan,,Oklahoma State,L,2,5,7,0.0,0.0,malik-fountain-1
Jase Franke,2015-09-03,1,Colorado,@,Hawaii,L,3,1,4,1.0,1.0,jase-franke-1
Jarrod Franklin,2015-09-03,1,Tulane,,Duke,L,8,2,10,0.0,0.0,jarrod-franklin-1
George Frazier,2015-09-03,1,Colorado,@,Hawaii,L,1,0,1,0.0,0.0,george-frazier-1
Kavon Frazier,2015-09-03,1,Central Michigan,,Oklahoma State,L,11,2,13,0.0,0.0,kavon-frazier-1
Keshun Freeman,2015-09-03,1,Georgia Tech,,Alcorn State,W,2,0,2,0.0,0.0,keshun-freeman-1
Mike Freeze,2015-09-03,1,Texas Christian,@,Minnesota,W,5,2,7,0.0,0.0,mike-freeze-1
Sani Fuimaono,2015-09-03,1,Arizona,,Texas-San Antonio,W,1,2,3,0.0,0.0,sani-fuimaono-1
Nate Gaines,2015-09-03,1,Texas-San Antonio,@,Arizona,L,0,4,4,0.5,0.0,nate-gaines-1
Rick Gamboa,2015-09-03,1,Colorado,@,Hawaii,L,2,1,3,0.0,0.0,rick-gamboa-1
Jerrol Garcia-Williams,2015-09-03,1,Hawaii,,Colorado,W,2,2,4,0.5,0.5,jerrol-garcia-williams-1
Devin Gaulden,2015-09-03,1,Wake Forest,,Elon,W,1,0,1,1.0,0.0,devin-gaulden-1
Ben Gedeon,2015-09-03,1,Michigan,@,Utah,L,0,2,2,0.0,0.0,ben-gedeon-1
Julian Gener,2015-09-03,1,Hawaii,,Colorado,W,3,2,5,1.0,0.0,julian-gener-1
Ka'aumoana Gifford,2015-09-03,1,Hawaii,,Colorado,W,1,1,2,0.0,0.0,kaaumoana-gifford-1
Jimmie Gilbert,2015-09-03,1,Colorado,@,Hawaii,L,1,0,1,0.0,0.0,jimmie-gilbert-1
Reggie Gilbert,2015-09-03,1,Arizona,,Texas-San Antonio,W,2,1,3,1.0,0.0,reggie-gilbert-1
Addison Gillam,2015-09-03,1,Colorado,@,Hawaii,L,3,1,4,0.0,0.0,addison-gillam-1
Frank Ginda,2015-09-03,1,San Jose State,,New Hampshire,W,3,1,4,0.0,0.0,frank-ginda-1
Ryan Glasgow,2015-09-03,1,Michigan,@,Utah,L,0,1,1,0.0,0.0,ryan-glasgow-1
Tyquwan Glass,2015-09-03,1,Fresno State,,Abilene Christian,W,4,0,4,1.0,0.0,tyquwan-glass-1
Cameron Glenn,2015-09-03,1,Wake Forest,,Elon,W,4,1,5,0.0,0.0,cameron-glenn-2
Junior Gnonkonde,2015-09-03,1,North Carolina,N,South Carolina,L,1,1,2,0.0,0.0,junior-gnonkonde-1
Matthew Godin,2015-09-03,1,Michigan,@,Utah,L,0,3,3,0.0,0.0,matthew-godin-1
Jamal Golden,2015-09-03,1,Georgia Tech,,Alcorn State,W,2,0,2,0.0,0.0,jamal-golden-1
Niko Gonzalez,2015-09-03,1,Florida International,@,Central Florida,W,2,3,5,1.0,0.0,niko-gonzalez-1
Adam Gotsis,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,0,1,1.0,0.0,adam-gotsis-1
Jordan Grabski,2015-09-03,1,Idaho,,Ohio,L,2,1,3,0.0,0.0,jordan-grabski-1
A.J. Gray,2015-09-03,1,Georgia Tech,,Alcorn State,W,3,1,4,0.0,0.0,aj-gray-1
Daniel Gray,2015-09-03,1,Utah State,,Southern Utah,W,3,2,5,0.0,0.0,daniel-gray-2
Justin Green,2015-09-03,1,Fresno State,,Abilene Christian,W,1,0,1,1.0,1.0,justin-green-4
Haden Gregory,2015-09-03,1,Arizona,,Texas-San Antonio,W,3,1,4,0.0,0.0,haden-gregory-1
Britton Grier,2015-09-03,1,Duke,@,Tulane,W,0,1,1,0.5,0.0,britton-grier-1
Corey Griffin,2015-09-03,1,Georgia Tech,,Alcorn State,W,5,1,6,0.0,0.0,corey-griffin-1
Kelsey Griffin,2015-09-03,1,South Carolina,N,North Carolina,W,1,2,3,1.5,1.5,kelsey-griffin-1
Lynn Griffin,2015-09-03,1,Georgia Tech,,Alcorn State,W,4,2,6,1.0,0.0,lynn-griffin-1
Shaquill Griffin,2015-09-03,1,Central Florida,,Florida International,L,7,2,9,0.0,0.0,shaquill-griffin-1
Cody Grilliot,2015-09-03,1,Ohio,@,Idaho,W,1,1,2,0.0,0.0,cody-grilliot-1
Tony Guerad,2015-09-03,1,Central Florida,,Florida International,L,0,4,4,0.0,0.0,tony-guerad-1
Jordan Guest,2015-09-03,1,Florida International,@,Central Florida,W,1,0,1,0.0,0.0,jordan-guest-1
T.J. Gurley,2015-09-03,1,South Carolina,N,North Carolina,W,2,1,3,0.0,0.0,tj-gurley-1
Jonathan Haden,2015-09-03,1,Arizona,,Texas-San Antonio,W,1,0,1,0.0,0.0,jonathan-haden-1
Javon Hadley,2015-09-03,1,Connecticut,,Villanova,W,3,0,3,1.0,0.0,javon-hadley-1
Corey Hall,2015-09-03,1,Ball State,,Virginia Military Institute,W,6,1,7,0.0,0.0,corey-hall-2
Tim Hamilton,2015-09-03,1,Central Michigan,,Oklahoma State,L,4,1,5,0.0,0.0,tim-hamilton-2
KiAnte Hardin,2015-09-03,1,Minnesota,,Texas Christian,L,1,0,1,0.0,0.0,kiante-hardin-1
Al Harris Jr.,2015-09-03,1,South Carolina,N,North Carolina,W,0,1,1,0.0,0.0,al-harris-jr-1
Drake Harris,2015-09-03,1,Michigan,@,Utah,L,1,0,1,0.0,0.0,drake-harris-1
Zachery Harris,2015-09-03,1,Tulane,,Duke,L,2,0,2,0.0,0.0,zachery-harris-1
Armond Hawkins,2015-09-03,1,Idaho,,Ohio,L,1,1,2,0.0,0.0,armond-hawkins-1
Malik Hayes,2015-09-03,1,San Jose State,,New Hampshire,W,1,0,1,0.0,0.0,malik-hayes-1
De'Shawn Hazziez,2015-09-03,1,Florida International,@,Central Florida,W,0,1,1,0.0,0.0,deshawn-hazziez-1
Carter Hehr,2015-09-03,1,Arizona,,Texas-San Antonio,W,3,1,4,0.0,0.0,carter-hehr-1
Trayvon Henderson,2015-09-03,1,Hawaii,,Colorado,W,2,0,2,0.0,0.0,trayvon-henderson-1
Kyle Hendrickson,2015-09-03,1,Fresno State,,Abilene Christian,W,1,0,1,0.0,0.0,kyle-hendrickson-1
Aneas Henricks,2015-09-03,1,Texas-San Antonio,@,Arizona,L,0,1,1,0.0,0.0,aneas-henricks-1
Willie Henry,2015-09-03,1,Michigan,@,Utah,L,1,3,4,1.0,0.0,willie-henry-1
Aaron Hepp,2015-09-03,1,Ball State,,Virginia Military Institute,W,1,0,1,0.0,0.0,aaron-hepp-1
Tre Herndon,2015-09-03,1,Vanderbilt,,Western Kentucky,L,2,1,3,1.0,1.0,tre-herndon-1
Darreon Herring,2015-09-03,1,Vanderbilt,,Western Kentucky,L,2,4,6,0.0,0.0,darreon-herring-1
Martez Hester,2015-09-03,1,Ball State,,Virginia Military Institute,W,3,4,7,0.0,0.0,martez-hester-1
Jon Hicks,2015-09-03,1,Connecticut,,Villanova,W,1,2,3,0.0,0.0,jon-hicks-1
Callen Hightower,2015-09-03,1,Idaho,,Ohio,L,1,0,1,0.0,0.0,callen-hightower-1
Delano Hill,2015-09-03,1,Michigan,@,Utah,L,1,1,2,0.0,0.0,delano-hill-1
Xavier Hines,2015-09-03,1,Florida International,@,Central Florida,W,1,0,1,0.0,0.0,xavier-hines-1
Brian Hittner,2015-09-03,1,Hawaii,,Colorado,W,1,0,1,0.0,0.0,brian-hittner-1
Jordan Hogue,2015-09-03,1,Ball State,,Virginia Military Institute,W,0,1,1,0.0,0.0,jordan-hogue-1
Steven Holman,2015-09-03,1,Texas-San Antonio,@,Arizona,L,1,0,1,0.0,0.0,steven-holman-1
Chris Holmes,2015-09-03,1,Duke,@,Tulane,W,1,0,1,0.0,0.0,chris-holmes-2
Nick Holt,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,4,3,7,0.0,0.0,nick-holt-3
Julian Huff,2015-09-03,1,Minnesota,,Texas Christian,L,1,6,7,0.0,0.0,julian-huff-1
Brandon Hughes,2015-09-03,1,Fresno State,,Abilene Christian,W,1,0,1,1.0,1.0,brandon-hughes-4
Todd Hunt,2015-09-03,1,Fresno State,,Abilene Christian,W,2,0,2,0.0,0.0,todd-hunt-1
Jabari Hunt-Days,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,0,1,0.0,0.0,jabari-hunt-days-1
Michael Hunter,2015-09-03,1,Oklahoma State,@,Central Michigan,W,3,0,3,0.0,0.0,michael-hunter-1
Maurice Hurst Jr.,2015-09-03,1,Michigan,@,Utah,L,0,1,1,0.0,0.0,maurice-hurst-jr-1
Kenny Iloka,2015-09-03,1,Texas Christian,@,Minnesota,W,4,2,6,0.0,0.0,kenny-iloka-1
Ben Ingle,2015-09-03,1,Ball State,,Virginia Military Institute,W,0,5,5,0.5,0.0,ben-ingle-1
Isaiah Irving,2015-09-03,1,San Jose State,,New Hampshire,W,2,3,5,0.5,0.0,isaiah-irving-1
Prince Iworah,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,1,1,2,0.0,0.0,prince-iworah-1
Joel Iyiegbuniwe,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,1,0,1,0.0,0.0,joel-iyiegbuniwe-1
Jeremiah Jackson,2015-09-03,1,Ball State,,Virginia Military Institute,W,1,2,3,0.0,0.0,jeremiah-jackson-2
Joe Jackson,2015-09-03,1,North Carolina,N,South Carolina,L,2,2,4,0.0,0.0,joe-jackson-1
