Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Juwan Foggie,2017-09-01,1,UNC Charlotte,@,Eastern Michigan,L,0,,,1,juwan-foggie-1
Mohelika Uasike,2017-09-01,1,Utah State,@,Wisconsin,L,0,,,1,mohelika-uasike-1
Trey Udoffia,2017-09-01,1,Colorado,N,Colorado State,W,0,,,1,trey-udoffia-1
Austin Valdez,2017-09-01,1,Syracuse,,Central Connecticut State,W,0,,,1,austin-valdez-1
DeMarkus Acy,2017-09-02,1,Missouri,,Missouri State,W,0,,,1,demarkus-acy-1
Fletcher Adams,2017-09-02,1,Mississippi State,,Charleston Southern,W,0,,,1,fletcher-adams-1
Josh Allen,2017-09-02,1,Kentucky,@,Southern Mississippi,W,0,,,1,josh-allen-6
Kiante Anderson,2017-09-02,1,East Carolina,,James Madison,L,0,,,1,kiante-anderson-1
Easy Anyama,2017-09-02,1,Texas State,,,W,0,,,1,easy-anyama-1
Antoine Barker,2017-09-02,1,Troy,@,Boise State,L,0,,,1,antoine-barker-1
Brogan Barry,2017-09-02,1,Kansas State,,Central Arkansas,W,0,,,1,brogan-barry-1
Jawhan Bentley,2017-09-02,1,Purdue,N,Louisville,L,0,,,2,jawhan-bentley-1
C.J. Brewer,2017-09-02,1,Coastal Carolina,,Massachusetts,W,0,,,1,cj-brewer-2
Ryan Buchholz,2017-09-02,1,Penn State,,Akron,W,0,,,1,ryan-buchholz-1
Deldrick Canty,2017-09-02,1,Louisiana Tech,,Northwestern State,W,0,,,1,deldrick-canty-1
Amari Carter,2017-09-02,1,Miami (FL),,Bethune-Cookman,W,0,,,1,amari-carter-1
Deshon Cooper,2017-09-02,1,Georgia Southern,@,Auburn,L,0,,,1,deshon-cooper-1
Rod Crayton,2017-09-02,1,Southern Mississippi,,Kentucky,L,0,,,1,rod-crayton-1
Evan Croutch,2017-09-02,1,Ohio,,Hampton,W,0,,,1,evan-croutch-1
Chris Crumb,2017-09-02,1,Ball State,@,Illinois,L,0,,,1,chris-crumb-1
Chris Delarosa,2017-09-02,1,Georgia Southern,@,Auburn,L,1,,,1,chris-delarosa-1
Devante Downs,2017-09-02,1,California,@,North Carolina,W,0,,,1,devante-downs-1
Brandon Drayton,2017-09-02,1,Marshall,,Miami (OH),W,0,,,1,brandon-drayton-1
Davon Durant,2017-09-02,1,Marshall,,Miami (OH),W,0,,,1,davon-durant-1
Marcus Epps,2017-09-02,1,Wyoming,@,Iowa,L,0,,,1,marcus-epps-1
Russell Farris,2017-09-02,1,Louisiana Tech,,Northwestern State,W,0,,,1,russell-farris-1
Carl Granderson,2017-09-02,1,Wyoming,@,Iowa,L,0,,,1,carl-granderson-1
Frankie Griffin,2017-09-02,1,Texas State,,,W,0,,,1,frankie-griffin-1
Dezmond Harris,2017-09-02,1,Mississippi State,,Charleston Southern,W,0,,,1,dezmond-harris-1
Willie Hibbler,2017-09-02,1,Mississippi,,South Alabama,W,0,,,1,willie-hibbler-1
Tre Hornbuckle,2017-09-02,1,Duke,,North Carolina Central,W,0,,,1,tre-hornbuckle-1
Khaleke Hudson,2017-09-02,1,Michigan,N,Florida,W,0,,,1,khaleke-hudson-1
Darreon Jackson,2017-09-02,1,Arkansas State,@,Nebraska,L,0,,,1,darreon-jackson-1
Tarron Jackson,2017-09-02,1,Coastal Carolina,,Massachusetts,W,0,,,1,tarron-jackson-1
Jah'Shawn Johnson,2017-09-02,1,Texas Tech,,Eastern Washington,W,0,,,1,jahshawn-johnson-1
Clay Johnston,2017-09-02,1,Baylor,,Liberty,L,0,,,1,clay-johnston-1
Caleb Kelly,2017-09-02,1,Oklahoma,,Texas-El Paso,W,0,,,1,caleb-kelly-1
Brad Koenig,2017-09-02,1,Miami (OH),@,Marshall,L,0,,,1,brad-koenig-1
David Konowalski,2017-09-02,1,Bowling Green State,@,Michigan State,L,1,,,1,david-konowalski-1
Daniel Lewis Jr.,2017-09-02,2,Hawaii,,Western Carolina,W,0,,,1,daniel-lewis-jr-2
Warren Long,2017-09-02,1,Northwestern,,Nevada,W,0,,,2,warren-long-1
Greer Martini,2017-09-02,1,Notre Dame,,Temple,W,0,,,1,greer-martini-1
Maurice McKnight,2017-09-02,2,San Jose State,,Cal Poly,W,0,,,1,maurice-mcknight-1
Josh Metellus,2017-09-02,1,Michigan,N,Florida,W,0,,,1,josh-metellus-1
Durrant Miles,2017-09-02,1,Boise State,,Troy,W,0,,,1,durrant-miles-1
Viane Moala,2017-09-02,2,Hawaii,,Western Carolina,W,0,,,1,viane-moala-1
Dylan Moses,2017-09-02,1,Alabama,N,Florida State,W,0,,,1,dylan-moses-1
Khairi Muhammad,2017-09-02,1,North Texas,,Lamar,W,1,,,1,khairi-muhammad-1
RJ Murray,2017-09-02,1,Georgia Southern,@,Auburn,L,0,,,1,rj-murray-1
Emeka Ndoh,2017-09-02,1,Fresno State,,Incarnate Word,W,1,,,1,emeka-ndoh-1
Patrick Nelson,2017-09-02,1,Illinois,,Ball State,W,0,,,1,patrick-nelson-2
Ben Niemann,2017-09-02,1,Iowa,,Wyoming,W,0,,,1,ben-niemann-1
Dare Odeyingbo,2017-09-02,1,Vanderbilt,@,Middle Tennessee State,W,0,,,1,dare-odeyingbo-1
Jalen Ortiz,2017-09-02,1,Wyoming,@,Iowa,L,0,,,1,jalen-ortiz-1
Jesse Osuna,2017-09-02,2,San Jose State,,Cal Poly,W,0,,,1,jesse-osuna-1
Tabarious Peterson,2017-09-02,1,Louisville,N,Purdue,W,0,,,1,tabarious-peterson-1
Armani Posey,2017-09-02,1,Bowling Green State,@,Michigan State,L,0,,,1,armani-posey-1
Kevin Prosser,2017-09-02,1,Wyoming,@,Iowa,L,1,,,1,kevin-prosser-1
J.R. Reed,2017-09-02,1,Georgia,,Appalachian State,W,0,,,1,jr-reed-3
Owen Roberts,2017-09-02,2,San Jose State,,Cal Poly,W,1,,,1,owen-roberts-1
Jake Rothschiller,2017-09-02,1,New Mexico,,Abilene Christian,W,0,,,1,jake-rothschiller-1
Asauni Rufus,2017-09-02,1,Nevada,@,Northwestern,L,0,,,1,asauni-rufus-1
Keala Santiago,2017-09-02,2,Hawaii,,Western Carolina,W,0,,,1,keala-santiago-1
Dante Sawyer,2017-09-02,1,South Carolina,N,North Carolina State,W,0,,,2,dante-sawyer-1
Chris Sharp,2017-09-02,1,Virginia,,William & Mary,W,0,,,1,chris-sharp-1
Elijah Sullivan,2017-09-02,1,Kansas State,,Central Arkansas,W,0,,,1,elijah-sullivan-1
Ty Summers,2017-09-02,1,Texas Christian,,Jackson State,W,0,,,1,ty-summers-1
Devon Sutton,2017-09-02,1,East Carolina,,James Madison,L,0,,,1,devon-sutton-1
Ranthony Texada,2017-09-02,1,Texas Christian,,Jackson State,W,0,,,1,ranthony-texada-1
Ambry Thomas,2017-09-02,1,Michigan,N,Florida,W,1,,,1,ambry-thomas-1
Cory Thomas,2017-09-02,1,Mississippi State,,Charleston Southern,W,0,,,1,cory-thomas-1
Keir Thomas,2017-09-02,1,South Carolina,N,North Carolina State,W,1,,,1,keir-thomas-1
Zachary Thomas,2017-09-02,1,San Diego State,,California-Davis,W,0,,,1,zachary-thomas-1
Tavarus Wade,2017-09-02,1,Bowling Green State,@,Michigan State,L,0,,,1,tavarus-wade-1
Denzil Ware,2017-09-02,1,Kentucky,@,Southern Mississippi,W,2,,1,1,denzil-ware-1
Darius West,2017-09-02,1,Kentucky,@,Southern Mississippi,W,0,,,1,darius-west-1
Chris Westry,2017-09-02,1,Kentucky,@,Southern Mississippi,W,0,,,1,chris-westry-1
Sam Whitney,2017-09-02,1,Boise State,,Troy,W,0,,,1,sam-whitney-1
Kylan Wilborn,2017-09-02,1,Arizona,,Northern Arizona,W,0,,,1,kylan-wilborn-1
David Williams,2017-09-02,2,San Jose State,,Cal Poly,W,0,,,1,david-williams-8
Desmond Williams,2017-09-02,1,Boise State,,Troy,W,0,,,1,desmond-williams-3
Chase Winovich,2017-09-02,1,Michigan,N,Florida,W,0,,,1,chase-winovich-1
Jordan Wyatt,2017-09-02,1,Southern Methodist,,Stephen F. Austin,W,1,,1,1,jordan-wyatt-1
Jarrett Johnson,2017-09-03,1,Texas A&M,@,UCLA,L,0,,,1,jarrett-johnson-1
Charles Oliver,2017-09-03,1,Texas A&M,@,UCLA,L,0,,,1,charles-oliver-1
Armani Watts,2017-09-03,1,Texas A&M,@,UCLA,L,1,,,1,armani-watts-1
Daniel Bituli,2017-09-04,1,Tennessee,N,Georgia Tech,W,0,,,1,daniel-bituli-1
Brandon Johnson,2017-09-04,1,Tennessee,N,Georgia Tech,W,0,,,1,brandon-johnson-11
Markus Bailey,2017-09-08,2,Purdue,,Ohio,W,0,,,1,markus-bailey-1
Austin Larkin,2017-09-08,2,Purdue,,Ohio,W,0,,,1,austin-larkin-1
Cole Walterscheid,2017-09-08,2,Oklahoma State,@,South Alabama,W,0,,,2,cole-walterscheid-1
Daniel Appouh,2017-09-09,2,Old Dominion,@,Massachusetts,W,0,,,1,daniel-appouh-1
Eric Banks,2017-09-09,1,Texas-San Antonio,@,Baylor,W,0,,,1,eric-banks-1
Ben Banogu,2017-09-09,2,Texas Christian,@,Arkansas,W,0,,,1,ben-banogu-1
Thomas Barber,2017-09-09,2,Minnesota,@,Oregon State,W,0,,,1,thomas-barber-1
Davin Bellamy,2017-09-09,2,Georgia,@,Notre Dame,W,0,,,1,davin-bellamy-1
Shaun Bradley,2017-09-09,2,Temple,,Villanova,W,0,,,1,shaun-bradley-1
Andrew Brown,2017-09-09,2,Virginia,,Indiana,L,0,,,1,andrew-brown-2
Jermaine Carter Jr.,2017-09-09,2,Maryland,,Towson,W,0,,,1,jermaine-carter-jr-1
Lorenzo Carter,2017-09-09,2,Georgia,@,Notre Dame,W,2,,,2,lorenzo-carter-1
Sean Chandler,2017-09-09,2,Temple,,Villanova,W,0,,,1,sean-chandler-2
Miles Cheatum,2017-09-09,2,San Diego State,@,Arizona State,W,0,,,1,miles-cheatum-1
Nate Childress,2017-09-09,2,Toledo,@,Nevada,W,0,,,1,nate-childress-1
Aikeem Coleman,2017-09-09,2,Idaho,,Nevada-Las Vegas,L,0,,,1,aikeem-coleman-1
Jermane Conyers,2017-09-09,2,New Mexico,,New Mexico State,L,0,,,1,jermane-conyers-1
Dane Cruikshank,2017-09-09,2,Arizona,,Houston,L,0,,,1,dane-cruikshank-1
Marlon Davidson,2017-09-09,2,Auburn,@,Clemson,L,0,,,1,marlon-davidson-1
Raymond Davison,2017-09-09,2,California,,Weber State,W,0,,,2,raymond-davison-1
Lukas Denis,2017-09-09,2,Boston College,,Wake Forest,L,0,,,1,lukas-denis-1
Devante Downs,2017-09-09,2,California,,Weber State,W,1,,,1,devante-downs-1
Tremaine Edmunds,2017-09-09,2,Virginia Tech,,Delaware,W,0,,,1,tremaine-edmunds-1
Micah Farrar,2017-09-09,2,Navy,,Tulane,W,0,,,1,micah-farrar-1
Nick Faulkner,2017-09-09,2,Kent State,,Howard,W,0,,,1,nick-faulkner-1
Jerod Fernandez,2017-09-09,2,North Carolina State,,Marshall,W,0,,,1,jerod-fernandez-1
Clelin Ferrell,2017-09-09,2,Clemson,,Auburn,W,0,,,1,clelin-ferrell-1
Evan Foster,2017-09-09,2,Syracuse,,Middle Tennessee State,L,0,,,1,evan-foster-1
Jabril Frazier,2017-09-09,2,Boise State,@,Washington State,L,0,,,1,jabril-frazier-1
Rico Gafford,2017-09-09,2,Wyoming,,Gardner-Webb,W,0,,,1,rico-gafford-1
Innis Gaines,2017-09-09,2,Texas Christian,@,Arkansas,W,0,,,1,innis-gaines-1
Cameron Glenn,2017-09-09,2,Wake Forest,@,Boston College,W,1,,,1,cameron-glenn-2
Cameron Goode,2017-09-09,2,California,,Weber State,W,0,,,1,cameron-goode-1
Gerri Green,2017-09-09,2,Mississippi State,@,Louisiana Tech,W,0,,,2,gerri-green-1
Jonathan Greenard,2017-09-09,2,Louisville,@,North Carolina,W,0,,,1,jonathan-greenard-1
Jason Hall,2017-09-09,2,Texas,,San Jose State,W,0,,,1,jason-hall-2
Noble Hall,2017-09-09,2,San Diego State,@,Arizona State,W,0,,,2,noble-hall-1
Ahmari Hayes,2017-09-09,2,Illinois,,Western Kentucky,W,0,,,1,ahmari-hayes-1
Zi'Yon Hill,2017-09-09,2,Louisiana,@,Tulsa,L,0,,,1,ziyon-hill-1
Khalil Hodge,2017-09-09,2,Buffalo,@,Army,L,0,,,1,khalil-hodge-1
Jeff Holland,2017-09-09,2,Auburn,@,Clemson,L,0,,,1,jeff-holland-1
Justin Hollins,2017-09-09,2,Oregon,,Nebraska,W,0,,,1,justin-hollins-1
Oluwaseun Idowu,2017-09-09,2,Pittsburgh,@,Penn State,L,0,,,1,oluwaseun-idowu-1
Deandre Johnson,2017-09-09,2,Tennessee,,Indiana State,W,0,,,2,deandre-johnson-5
Jawuan Johnson,2017-09-09,2,Northern Illinois,,Eastern Illinois,W,0,,,1,jawuan-johnson-1
Akil Jones,2017-09-09,2,Colorado,,Texas State,W,0,,,1,akil-jones-1
Jordan Jones,2017-09-09,2,Kentucky,,Eastern Kentucky,W,0,,,1,jordan-jones-2
Sebastian Joseph,2017-09-09,2,Rutgers,,Eastern Michigan,L,0,,,1,sebastian-joseph-1
Corbin Kaufusi,2017-09-09,3,Brigham Young,,Utah,L,0,,,1,corbin-kaufusi-1
Chase Kuerschen,2017-09-09,2,Tulane,@,Navy,L,0,,,1,chase-kuerschen-1
Justin Lawler,2017-09-09,2,Southern Methodist,,North Texas,W,0,,,1,justin-lawler-1
Dana Levine,2017-09-09,2,Temple,,Villanova,W,0,,,1,dana-levine-1
Shelton Lewis,2017-09-09,2,Florida Atlantic,@,Wisconsin,L,0,,,1,shelton-lewis-2
Josh Liddell,2017-09-09,2,Arkansas,,Texas Christian,L,0,,,1,josh-liddell-1
Bryan London,2017-09-09,2,Texas State,@,Colorado,L,0,,,1,bryan-london-1
David Manoa,2017-09-09,3,Hawaii,@,UCLA,L,0,,,1,david-manoa-1
Rae Juan Marbley,2017-09-09,2,Tulane,@,Navy,L,0,,,1,rae-juan-marbley-1
Hercules Mata'afa,2017-09-09,2,Washington State,,Boise State,W,0,,,1,hercules-mataafa-1
Jaylon McClinton,2017-09-09,2,Army,,Buffalo,W,0,,,1,jaylon-mcclinton-1
Daletavious McGhee,2017-09-09,2,Minnesota,@,Oregon State,W,0,,,1,daletavious-mcghee-1
De'Andre Montgomery,2017-09-09,2,Miami (OH),,Austin Peay,W,0,,,2,deandre-montgomery-1
Gary Moore,2017-09-09,2,Minnesota,@,Oregon State,W,0,,,1,gary-moore-5
Jalen Moore,2017-09-09,3,Oregon State,,Minnesota,L,0,,,1,jalen-moore-1
Jacob Nwangwa,2017-09-09,2,New Mexico State,@,New Mexico,W,0,,,1,jacob-nwangwa-1
Ed Oliver,2017-09-09,1,Houston,@,Arizona,W,0,,,1,ed-oliver-2
Darius Phillips,2017-09-09,2,Western Michigan,@,Michigan State,L,1,,1,1,darius-phillips-1
Marcellus Pippins,2017-09-09,2,Washington State,,Boise State,W,0,,,1,marcellus-pippins-1
Santos Ramirez,2017-09-09,2,Arkansas,,Texas Christian,L,0,,,1,santos-ramirez-1
Antonio Reed,2017-09-09,2,Nebraska,@,Oregon,L,0,,,1,antonio-reed-1
Jake Rothschiller,2017-09-09,2,New Mexico,,New Mexico State,L,1,,,1,jake-rothschiller-1
David Rueth,2017-09-09,2,Ball State,,Alabama-Birmingham,W,1,,,1,david-rueth-1
Alonzo Saxton II,2017-09-09,2,Duke,,Northwestern,W,1,,,1,alonzo-saxton-ii-1
Antonio Simmons,2017-09-09,2,Georgia Tech,,Jacksonville State,W,0,,,1,antonio-simmons-1
Tuzar Skipper,2017-09-09,2,Toledo,@,Nevada,W,0,,,1,tuzar-skipper-1
Chris Slayton,2017-09-09,2,Syracuse,,Middle Tennessee State,L,0,,,1,chris-slayton-1
Sutton Smith,2017-09-09,2,Northern Illinois,,Eastern Illinois,W,1,,,1,sutton-smith-1
Sitiveni Tamaivena,2017-09-09,2,New Mexico,,New Mexico State,L,0,,,1,sitiveni-tamaivena-1
Xavier Thigpen,2017-09-09,2,Southern Mississippi,,Southern,W,1,,1,1,xavier-thigpen-1
Leighton Vander Esch,2017-09-09,2,Boise State,@,Washington State,L,0,,,1,leighton-vander-esch-1
Benny Walls,2017-09-09,2,Temple,,Villanova,W,0,,,1,benny-walls-1
Kiante Walton,2017-09-09,2,Indiana,@,Virginia,W,0,,,1,kiante-walton-1
Fred Warner,2017-09-09,3,Brigham Young,,Utah,L,1,,,1,fred-warner-1
Armani Watts,2017-09-09,2,Texas A&M,,Nicholls State,W,0,,,1,armani-watts-1
Chucky Williams,2017-09-09,2,Louisville,@,North Carolina,W,0,,,1,chucky-williams-1
Anthony Winbush,2017-09-09,2,Ball State,,Alabama-Birmingham,W,0,,,2,anthony-winbush-1
Robert Windsor,2017-09-09,2,Penn State,,Pittsburgh,W,1,,,1,robert-windsor-1
Chris Worley,2017-09-09,2,Ohio State,,Oklahoma,L,0,,,1,chris-worley-1
Leighton Vander Esch,2017-09-14,3,Boise State,,New Mexico,W,0,,,1,leighton-vander-esch-1
Sharif Finch,2017-09-15,3,Temple,,Massachusetts,W,0,,,1,sharif-finch-1
Cole McCubrey,2017-09-15,4,Massachusetts,@,Temple,L,0,,,1,cole-mccubrey-1
Quincy Roche,2017-09-15,3,Temple,,Massachusetts,W,1,,,1,quincy-roche-1
Colin Schooler,2017-09-15,3,Arizona,@,Texas-El Paso,W,0,,,1,colin-schooler-1
Nico Aimonetti,2017-09-16,4,San Jose State,@,Utah,L,0,,,1,nico-aimonetti-1
Christian Albright,2017-09-16,3,Ball State,,Tennessee Tech,W,0,,,1,christian-albright-1
Jeffrey Allison,2017-09-16,3,Fresno State,@,Washington,L,0,,,1,jeffrey-allison-1
Bradlee Anae,2017-09-16,3,Utah,,San Jose State,W,1,,,1,bradlee-anae-1
Antonio Balabani,2017-09-16,3,Western Michigan,,Idaho,W,0,,,1,antonio-balabani-1
Tirise Barge,2017-09-16,3,Tulane,@,Oklahoma,L,0,,,1,tirise-barge-1
Christian Bell,2017-09-16,3,Wisconsin,@,Brigham Young,W,0,,,1,christian-bell-1
Tre Bell,2017-09-16,2,Connecticut,@,Virginia,L,0,,,1,tre-bell-1
Ryan Bowman,2017-09-16,3,Washington,,Fresno State,W,0,,,1,ryan-bowman-1
Asantay Brown,2017-09-16,3,Western Michigan,,Idaho,W,0,,,1,asantay-brown-1
Kyron Brown,2017-09-16,3,Akron,,Iowa State,L,0,,,1,kyron-brown-1
Sean Bunting,2017-09-16,3,Central Michigan,@,Syracuse,L,0,,,1,sean-bunting-1
James Butler,2017-09-16,3,Iowa,,North Texas,W,1,,,1,james-butler-4
Allen Cater,2017-09-16,3,North Carolina,@,Old Dominion,W,0,,,1,allen-cater-1
Emmanuel Cooper,2017-09-16,2,Memphis,,UCLA,W,1,,,1,emmanuel-cooper-1
Darnell Davis Jr.,2017-09-16,3,Rutgers,,Morgan State,W,0,,,1,darnell-davis-jr-1
Alvin Davis,2017-09-16,3,Akron,,Iowa State,L,0,,,1,alvin-davis-4
Khalil Davis,2017-09-16,3,Nebraska,,Northern Illinois,L,0,,,1,khalil-davis-1
D'Andre Dill,2017-09-16,3,Central Michigan,@,Syracuse,L,0,,,1,dandre-dill-1
Joe Dillon,2017-09-16,3,Louisiana,@,Texas A&M,L,0,,,1,joe-dillon-2
Myles Dorn,2017-09-16,3,North Carolina,@,Old Dominion,W,0,,,1,myles-dorn-1
Zach Duncan,2017-09-16,3,UNC Charlotte,,North Carolina A&T,L,0,,,1,zach-duncan-1
Landis Durham,2017-09-16,3,Texas A&M,,Louisiana,W,1,,,1,landis-durham-1
Tremaine Edmunds,2017-09-16,3,Virginia Tech,@,East Carolina,W,0,,,1,tremaine-edmunds-1
Trent Ellis-Brewer,2017-09-16,2,Arkansas State,,Arkansas-Pine Bluff,W,0,,,1,trent-ellis-brewer-1
Kylie Fitts,2017-09-16,3,Utah,,San Jose State,W,0,,,1,kylie-fitts-1
Jack Flor,2017-09-16,2,Air Force,@,Michigan,L,0,,,1,jack-flor-1
Leki Fotu,2017-09-16,3,Utah,,San Jose State,W,0,,,1,leki-fotu-1
Caleb Fuller,2017-09-16,3,Appalachian State,@,Texas State,W,0,,,1,caleb-fuller-1
Rashan Gary,2017-09-16,3,Michigan,,Air Force,W,0,,,1,rashan-gary-1
Will Geary,2017-09-16,3,Kansas State,@,Vanderbilt,L,0,,,1,will-geary-1
Carl Granderson,2017-09-16,3,Wyoming,,Oregon,L,0,,,1,carl-granderson-1
Quran Hafiz,2017-09-16,3,Florida Atlantic,,Bethune-Cookman,W,0,,,1,quran-hafiz-1
Bryce Hall,2017-09-16,3,Virginia,,Connecticut,W,0,,,1,bryce-hall-1
Kemon Hall,2017-09-16,3,North Texas,@,Iowa,L,0,,,1,kemon-hall-1
Brandon Harris,2017-09-16,3,Bowling Green State,@,Northwestern,L,1,,,1,brandon-harris-10
Montre Hartage,2017-09-16,3,Northwestern,,Bowling Green State,W,0,,,1,montre-hartage-1
George Helmuth,2017-09-16,3,Fresno State,@,Washington,L,1,,,1,george-helmuth-1
Parker Hesse,2017-09-16,3,Iowa,,North Texas,W,0,,,1,parker-hesse-1
Anthony Hines III,2017-09-16,3,Texas A&M,,Louisiana,W,0,,,1,anthony-hines-iii-1
Alijah Holder,2017-09-16,3,Stanford,@,San Diego State,L,0,,,1,alijah-holder-1
Justin Hollins,2017-09-16,3,Oregon,@,Wyoming,W,0,,,1,justin-hollins-1
Daniel Joseph,2017-09-16,3,Penn State,,Georgia State,W,0,,,1,daniel-joseph-2
Garrett Kauppila,2017-09-16,2,Air Force,@,Michigan,L,0,,,1,garrett-kauppila-1
Kameron Kelly,2017-09-16,3,San Diego State,,Stanford,W,0,,,1,kameron-kelly-1
A.J. Krawczyk,2017-09-16,3,Texas State,,Appalachian State,L,0,,,1,aj-krawczyk-1
Chandler Kryst,2017-09-16,2,Coastal Carolina,@,Alabama-Birmingham,L,1,,,1,chandler-kryst-1
Chase Kuerschen,2017-09-16,3,Tulane,@,Oklahoma,L,0,,,1,chase-kuerschen-1
Khalil Ladler,2017-09-16,3,Virginia Tech,@,East Carolina,W,0,,,1,khalil-ladler-1
Nigel Lawrence,2017-09-16,3,South Alabama,,Alabama A&M,W,0,,,1,nigel-lawrence-1
Leo Lewis,2017-09-16,3,Mississippi State,,Louisiana State,W,0,,,1,leo-lewis-2
Keisean Lucier-South,2017-09-16,3,UCLA,@,Memphis,L,0,,,1,keisean-lucier-south-1
Daylon Mack,2017-09-16,3,Texas A&M,,Louisiana,W,0,,,1,daylon-mack-1
Kenneth Mann,2017-09-16,3,Oklahoma,,Tulane,W,0,,,1,kenneth-mann-1
Justin Martin,2017-09-16,3,Tennessee,@,Florida,L,0,,,1,justin-martin-4
Trevon McSwain,2017-09-16,3,Duke,,Baylor,W,0,,,1,trevon-mcswain-1
Nyles Morgan,2017-09-16,3,Notre Dame,@,Boston College,W,0,,,1,nyles-morgan-1
Brian Nance,2017-09-16,3,Baylor,@,Duke,L,0,,,1,brian-nance-1
Ogbonnia Okoronkwo,2017-09-16,3,Oklahoma,,Tulane,W,0,,,1,ogbonnia-okoronkwo-1
Julian Okwara,2017-09-16,3,Notre Dame,@,Boston College,W,0,,,1,julian-okwara-1
Ed Oliver,2017-09-16,2,Houston,,Rice,W,0,,,1,ed-oliver-2
Cole Ormsby,2017-09-16,2,Connecticut,@,Virginia,L,0,,,1,cole-ormsby-1
Marcellus Pippins,2017-09-16,3,Washington State,,Oregon State,W,0,,,1,marcellus-pippins-1
Armani Posey,2017-09-16,3,Bowling Green State,@,Northwestern,L,0,,,1,armani-posey-1
Christian Rector,2017-09-16,3,Southern California,,Texas,W,1,,,1,christian-rector-1
Debione Renfro,2017-09-16,3,Texas A&M,,Louisiana,W,0,,,1,debione-renfro-1
Caleb Repp,2017-09-16,3,Utah,,San Jose State,W,0,,,1,caleb-repp-1
Asauni Rufus,2017-09-16,3,Nevada,,Idaho State,L,0,,,1,asauni-rufus-1
Jacob Sannon,2017-09-16,3,Idaho,@,Western Michigan,L,0,,,1,jacob-sannon-1
Gasetoto Schuster,2017-09-16,3,Utah State,@,Wake Forest,L,0,,,1,gasetoto-schuster-1
Marcel Spears Jr.,2017-09-16,3,Iowa State,@,Akron,W,0,,,1,marcel-spears-jr-1
Kentavius Street,2017-09-16,3,North Carolina State,,Furman,W,1,,,1,kentavius-street-1
Jordan Thompson,2017-09-16,3,Northwestern,,Bowling Green State,W,0,,,1,jordan-thompson-4
Shaka Toney,2017-09-16,3,Penn State,,Georgia State,W,0,,,1,shaka-toney-1
Austin Valdez,2017-09-16,3,Syracuse,,Central Michigan,W,0,,,1,austin-valdez-1
Drew Van Maanen,2017-09-16,3,Wyoming,,Oregon,L,0,,,1,drew-van-maanen-2
Nigel Warrior,2017-09-16,3,Tennessee,@,Florida,L,0,,,1,nigel-warrior-1
Dontae Wilson,2017-09-16,2,Georgia State,@,Penn State,L,0,,,1,dontae-wilson-1
