Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Tom Crabtree,2005-09-03,1,Miami (OH),@,Ohio State,L,0,0,0,2,tom-crabtree-1
Casey Cullen,2005-09-03,1,Notre Dame,@,Pittsburgh,W,0,0,0,1,casey-cullen-1
Brian Cushing,2005-09-03,1,Southern California,@,Hawaii,W,0,0,0,1,brian-cushing-1
Larry Dibbles,2005-09-03,1,Texas,,Louisiana,W,0,0,0,1,larry-dibbles-1
Barry Drakeford,2005-09-03,1,Kent State,@,Michigan State,L,0,0,0,1,barry-drakeford-1
Dustin Duclo,2005-09-03,1,Western Michigan,@,Virginia,L,0,0,0,1,dustin-duclo-1
Joe Fleskoski,2005-09-03,1,Texas-El Paso,@,New Mexico State,W,0,0,0,1,joe-fleskoski-1
Courtney Greene,2005-09-03,1,Rutgers,@,Illinois,L,0,0,0,1,courtney-greene-1
Cortney Grixby,2005-09-03,1,Nebraska,,Maine,W,0,0,0,1,cortney-grixby-1
Jahmal Hall,2005-09-03,1,Colorado State,@,Colorado,L,1,0,0,1,jahmal-hall-1
Gary Ham,2005-09-03,1,Kent State,@,Michigan State,L,0,0,0,1,gary-ham-1
Marcus Hands,2005-09-03,1,East Carolina,,Duke,W,0,0,0,1,marcus-hands-1
Eric Henderson,2005-09-03,1,Georgia Tech,@,Auburn,W,0,0,0,1,eric-henderson-2
Robert Herbert,2005-09-03,1,Colorado State,@,Colorado,L,0,0,0,1,robert-herbert-1
Darnell Hood,2005-09-03,1,Michigan,,Northern Illinois,W,0,0,0,1,darnell-hood-1
Brandon Hoyte,2005-09-03,1,Notre Dame,@,Pittsburgh,W,0,0,0,1,brandon-hoyte-1
Desean Jackson,2005-09-03,1,California,,Sacramento State,W,0,0,0,1,desean-jackson-1
Ian Johnson,2005-09-03,1,Boise State,@,Georgia,L,0,0,0,1,ian-johnson-1
James Johnson,2005-09-03,1,Arkansas State,@,Missouri,L,0,0,0,1,james-johnson-2
Jeramie Johnson,2005-09-03,1,Mississippi State,,Murray State,W,0,0,0,1,jeramie-johnson-1
Tyrell Johnson,2005-09-03,1,Arkansas State,@,Missouri,L,0,0,0,1,tyrell-johnson-1
Jarrett Jones,2005-09-03,1,Louisiana,@,Texas,L,0,0,0,1,jarrett-jones-1
Adam Kadela,2005-09-03,1,Northwestern,,Ohio,W,0,0,0,1,adam-kadela-1
Charlton Keith,2005-09-03,1,Kansas,,Florida Atlantic,W,0,0,0,1,charlton-keith-1
Jared Kesler,2005-09-03,1,Texas Christian,@,Oklahoma,W,0,0,0,1,jared-kesler-1
Mitch King,2005-09-03,1,Iowa,,Ball State,W,0,0,0,1,mitch-king-1
Blair Kramer,2005-09-03,1,Ball State,@,Iowa,L,0,0,0,1,blair-kramer-1
Mike Kudla,2005-09-03,1,Ohio State,,Miami (OH),W,0,0,0,1,mike-kudla-1
Dawan Landry,2005-09-03,1,Georgia Tech,@,Auburn,W,0,0,0,1,dawan-landry-1
Maurice Mack,2005-09-03,1,Kansas State,,Florida International,W,0,0,0,1,maurice-mack-1
Daniel Marquardt,2005-09-03,1,Brigham Young,,Boston College,L,0,0,0,1,daniel-marquardt-1
Pat Massey,2005-09-03,1,Michigan,,Northern Illinois,W,0,0,0,1,pat-massey-1
David McDowell,2005-09-03,1,Florida Atlantic,@,Kansas,L,0,0,0,1,david-mcdowell-1
Tim McGarigle,2005-09-03,1,Northwestern,,Ohio,W,0,0,0,1,tim-mcgarigle-1
Jeremy McGown,2005-09-03,1,Navy,N,Maryland,L,0,0,0,1,jeremy-mcgown-1
Corey McKeon,2005-09-03,1,Nebraska,,Maine,W,0,0,0,1,corey-mckeon-1
Justin McKinney,2005-09-03,1,Kansas State,,Florida International,W,0,0,0,1,justin-mckinney-1
Brandon Miller,2005-09-03,1,Georgia,,Boise State,W,0,0,0,1,brandon-miller-1
Derrick Ming,2005-09-03,1,Missouri,,Arkansas State,W,0,0,0,1,derrick-ming-1
Jason Mitchell,2005-09-03,1,Tennessee,,Alabama-Birmingham,W,0,0,0,1,jason-mitchell-2
Ben Moffitt,2005-09-03,1,South Florida,@,Penn State,L,0,0,0,1,ben-moffitt-1
William Moore,2005-09-03,1,Missouri,,Arkansas State,W,0,0,0,1,william-moore-1
Morgan,2005-09-03,1,Louisiana,@,Texas,L,0,0,0,1,morgan-1
Tez Morris,2005-09-03,1,Pittsburgh,,Notre Dame,L,0,0,0,1,tez-morris-1
Montez Murphy,2005-09-03,1,Baylor,@,Southern Methodist,W,0,0,0,1,montez-murphy-1
Jesse Nading,2005-09-03,1,Colorado State,@,Colorado,L,0,0,0,1,jesse-nading-1
Jamison Newby,2005-09-03,1,Texas Christian,@,Oklahoma,W,0,0,0,1,jamison-newby-1
Stephen Nicholas,2005-09-03,1,South Florida,@,Penn State,L,0,0,0,1,stephen-nicholas-1
Nathan Nuttall,2005-09-03,1,New Mexico State,,Texas-El Paso,L,0,0,0,1,nathan-nuttall-1
Sam Olajubutu,2005-09-03,1,Arkansas,,Missouri State,W,0,0,0,1,sam-olajubutu-1
Brian Orakpo,2005-09-03,1,Texas,,Louisiana,W,0,0,0,1,brian-orakpo-1
Josh Pinkard,2005-09-03,1,Southern California,@,Hawaii,W,0,0,0,1,josh-pinkard-1
Austin Pritchard,2005-09-03,1,Western Michigan,@,Virginia,L,0,0,0,1,austin-pritchard-1
Seth Ream,2005-09-03,1,Ohio,@,Northwestern,L,0,0,0,1,seth-ream-1
Nick Reid,2005-09-03,1,Kansas,,Florida Atlantic,W,0,0,0,1,nick-reid-1
David Roach,2005-09-03,1,Texas Christian,@,Oklahoma,W,0,0,0,1,david-roach-1
Tim Shaw,2005-09-03,1,Penn State,,South Florida,W,0,0,0,1,tim-shaw-1
Clint Sintim,2005-09-03,1,Virginia,,Western Michigan,W,0,0,0,1,clint-sintim-1
Joshua Taylor,2005-09-03,1,Ball State,@,Iowa,L,0,0,0,1,joshua-taylor-1
Jamie Thompson,2005-09-03,1,Oklahoma State,,Montana State,W,0,0,0,1,jamie-thompson-1
Vickiel Vaughn,2005-09-03,1,Arkansas,,Missouri State,W,0,0,0,1,vickiel-vaughn-1
Erik Walden,2005-09-03,1,Middle Tennessee State,@,Alabama,L,0,0,0,1,erik-walden-1
C.J. Wallace,2005-09-03,1,Washington,,Air Force,L,0,0,0,1,cj-wallace-1
Scott White,2005-09-03,1,Washington,,Air Force,L,0,0,0,1,scott-white-1
Alton Widemon,2005-09-03,1,Baylor,@,Southern Methodist,W,0,0,0,1,alton-widemon-1
Aston Wilson,2005-09-03,1,Florida International,@,Kansas State,L,0,0,0,1,aston-wilson-1
Lamarr Woodley,2005-09-03,1,Michigan,,Northern Illinois,W,0,0,0,1,lamarr-woodley-1
Abraham Wright,2005-09-03,1,Colorado,,Colorado State,W,0,0,0,1,abraham-wright-1
Kader Drame,2005-09-04,1,Syracuse,,West Virginia,L,0,0,0,1,kader-drame-1
Elvis Dumervil,2005-09-04,1,Louisville,@,Kentucky,W,0,0,0,2,elvis-dumervil-1
Tony Jenkins,2005-09-04,1,Syracuse,,West Virginia,L,0,0,0,1,tony-jenkins-1
Brandon Johnson,2005-09-04,1,Louisville,@,Kentucky,W,0,0,0,1,brandon-johnson-1
Mike Lorello,2005-09-04,1,West Virginia,@,Syracuse,W,0,0,0,1,mike-lorello-1
Aaron Rouse,2005-09-04,1,Virginia Tech,@,North Carolina State,W,0,0,0,1,aaron-rouse-1
Anthony Smith,2005-09-04,1,Syracuse,,West Virginia,L,0,0,0,1,anthony-smith-1
James Wyche,2005-09-04,1,Syracuse,,West Virginia,L,0,0,0,1,james-wyche-1
Tavares Gooden,2005-09-05,1,Miami (FL),@,Florida State,L,0,0,0,1,tavares-gooden-1
Isaac Watts,2005-09-05,1,Nevada-Las Vegas,@,New Mexico,L,0,0,0,1,isaac-watts-1
Patrick Willis,2005-09-05,1,Mississippi,@,Memphis,W,0,0,0,1,patrick-willis-1
Victor Degrate,2005-09-08,2,Oklahoma State,@,Florida Atlantic,W,0,0,0,1,victor-degrate-1
Calvin Mickens,2005-09-08,2,Oklahoma State,@,Florida Atlantic,W,0,0,0,1,calvin-mickens-1
Josh Pinnick,2005-09-08,2,Florida Atlantic,,Oklahoma State,L,0,0,0,1,josh-pinnick-1
Jamar Ransom,2005-09-08,2,Oklahoma State,@,Florida Atlantic,W,0,0,0,2,jamar-ransom-1
Adam Braidwood,2005-09-09,2,Washington State,@,Nevada,W,0,0,0,1,adam-braidwood-1
Roosevelt Cooks,2005-09-09,1,Nevada,,Washington State,L,0,0,0,1,roosevelt-cooks-1
Joshua Mauga,2005-09-09,1,Nevada,,Washington State,L,0,0,0,1,joshua-mauga-1
Lutrell Alford,2005-09-10,2,Florida,,Louisiana Tech,W,0,0,0,1,lutrell-alford-1
Colin Allred,2005-09-10,2,Baylor,,Samford,W,0,0,0,1,colin-allred-1
Antwan Applewhite,2005-09-10,2,San Diego State,@,Air Force,L,0,0,0,1,antwan-applewhite-1
Val Barnaby,2005-09-10,2,Rutgers,,Villanova,W,0,0,0,1,val-barnaby-1
Tramaine Billie,2005-09-10,2,Clemson,@,Maryland,W,0,0,0,1,tramaine-billie-1
Desmond Bishop,2005-09-10,2,California,@,Washington,W,0,0,0,1,desmond-bishop-1
Tahj Bomar,2005-09-10,2,Washington,,California,L,0,0,0,1,tahj-bomar-1
Colt Brooks,2005-09-10,2,Boise State,@,Oregon State,L,0,0,0,1,colt-brooks-1
Christopher Browder,2005-09-10,2,Auburn,,Mississippi State,W,0,0,0,1,christopher-browder-1
Cody Brown,2005-09-10,2,Connecticut,,Liberty,W,0,0,0,1,cody-brown-1
Vernell Brown,2005-09-10,2,Florida,,Louisiana Tech,W,0,0,0,1,vernell-brown-1
Daniel Bullocks,2005-09-10,2,Nebraska,,Wake Forest,W,1,30,1,1,daniel-bullocks-1
Reggie Campbell,2005-09-10,2,Navy,,Stanford,L,0,0,0,1,reggie-campbell-1
Carter,2005-09-10,2,Louisiana,@,Eastern Michigan,L,0,0,0,1,carter-1
Steve Craver,2005-09-10,2,Tulsa,@,Oklahoma,L,0,0,0,1,steve-craver-1
Maurice Crum Jr.,2005-09-10,2,Notre Dame,@,Michigan,W,0,0,0,1,maurice-crum-jr-1
Quinton Culberson,2005-09-10,2,Mississippi State,@,Auburn,L,0,0,0,1,quinton-culberson-1
Bryan Cummings,2005-09-10,2,Buffalo,@,Syracuse,L,0,0,0,1,bryan-cummings-1
Alan Davis,2005-09-10,2,Oklahoma,,Tulsa,W,0,0,0,1,alan-davis-1
Chris Davis,2005-09-10,2,Duke,,Virginia Tech,L,0,0,0,1,chris-davis-1
Akarika Dawn,2005-09-10,2,Colorado,,New Mexico State,W,0,0,0,1,akarika-dawn-1
Marcus Demps,2005-09-10,2,San Diego State,@,Air Force,L,0,0,0,1,marcus-demps-1
Christian Dunbar,2005-09-10,2,Temple,@,Wisconsin,L,0,0,0,1,christian-dunbar-1
Martin Dunbar,2005-09-10,2,Ball State,,Bowling Green State,L,0,0,0,1,martin-dunbar-1
Zack Follett,2005-09-10,2,California,@,Washington,W,0,0,0,1,zack-follett-1
Marcus Foreman,2005-09-10,2,Baylor,,Samford,W,0,0,0,1,marcus-foreman-1
Nate Fredrick,2005-09-10,1,Utah State,@,Utah,L,0,0,0,1,nate-fredrick-1
C.J. Gaddis,2005-09-10,2,Clemson,@,Maryland,W,0,0,0,1,cj-gaddis-1
Steve Gandy,2005-09-10,2,Auburn,,Mississippi State,W,0,0,0,1,steve-gandy-1
Phillip Graves,2005-09-10,1,North Texas,@,Middle Tennessee State,W,0,0,0,1,phillip-graves-1
Mike Groover,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,0,0,0,1,mike-groover-1
James Hargrave,2005-09-10,2,Connecticut,,Liberty,W,0,0,0,1,james-hargrave-1
Dave Harris,2005-09-10,2,Michigan,,Notre Dame,L,0,0,0,1,dave-harris-1
Bobby Hathaway,2005-09-10,2,West Virginia,,Wofford,W,0,0,0,1,bobby-hathaway-1
A.J. Hawk,2005-09-10,2,Ohio State,,Texas,L,0,0,0,1,aj-hawk-1
Ali Highsmith,2005-09-10,1,Louisiana State,@,Arizona State,W,0,0,0,1,ali-highsmith-1
Dusty Hoffschneider,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,0,0,0,1,dusty-hoffschneider-1
Daniel Holtzclaw,2005-09-10,2,Eastern Michigan,,Louisiana,W,0,0,0,1,daniel-holtzclaw-1
Jake Hutton,2005-09-10,1,Utah State,@,Utah,L,0,0,0,1,jake-hutton-1
Jeffery Jack,2005-09-10,1,Louisiana State,@,Arizona State,W,0,0,0,1,jeffery-jack-1
Deandre Jackson,2005-09-10,2,Iowa State,,Iowa,W,0,0,0,2,deandre-jackson-1
Marcus Johnson,2005-09-10,2,Miami (OH),,Central Michigan,L,0,0,0,2,marcus-johnson-1
Drew Kelson,2005-09-10,2,Texas,@,Ohio State,W,0,0,0,1,drew-kelson-1
Jerome Kemp,2005-09-10,2,Kansas,,Appalachian State,W,0,0,0,1,jerome-kemp-1
Curtis Keyes,2005-09-10,2,Marshall,,Kansas State,L,0,0,0,1,curtis-keyes-1
Kyle Killion,2005-09-10,2,Indiana,,Nicholls State,W,0,0,0,1,kyle-killion-1
Ryan Lacasse,2005-09-10,2,Syracuse,,Buffalo,W,0,0,0,2,ryan-lacasse-1
Zach Latimer,2005-09-10,2,Oklahoma,,Tulsa,W,0,0,0,1,zach-latimer-1
Joe Lemma,2005-09-10,2,Oregon State,,Boise State,W,0,0,0,1,joe-lemma-1
Calvin Lowry,2005-09-10,2,Penn State,,Cincinnati,W,0,0,0,1,calvin-lowry-1
Brett Martin,2005-09-10,2,San Diego State,@,Air Force,L,0,0,0,1,brett-martin-1
Derrick Martin,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,0,0,0,1,derrick-martin-1
Darran Matthews,2005-09-10,2,Eastern Michigan,,Louisiana,W,0,0,0,1,darran-matthews-1
Nolan McCready,2005-09-10,2,Penn State,,Cincinnati,W,0,0,0,1,nolan-mccready-1
Justin McKinney,2005-09-10,2,Kansas State,@,Marshall,W,0,0,0,1,justin-mckinney-1
Parris McNeal,2005-09-10,1,Akron,@,Purdue,L,0,0,0,1,parris-mcneal-1
Gerald McRath,2005-09-10,1,Southern Mississippi,@,Alabama,L,0,0,0,1,gerald-mcrath-1
Lamon Means,2005-09-10,2,Arizona,,Northern Arizona,W,0,0,0,1,lamon-means-1
Walter Mendenhall,2005-09-10,2,Illinois,,San Jose State,W,0,0,0,1,walter-mendenhall-1
Jeremy Modkins,2005-09-10,2,Texas Christian,@,Southern Methodist,L,0,0,0,1,jeremy-modkins-1
Anthony Montgomery,2005-09-10,2,Minnesota,,Colorado State,W,0,0,0,1,anthony-montgomery-1
Nik Moser,2005-09-10,2,Iowa State,,Iowa,W,0,0,0,1,nik-moser-1
Haloti Ngata,2005-09-10,2,Oregon,,Montana,W,0,0,0,1,haloti-ngata-1
Brad Oestricher,2005-09-10,1,Louisiana Tech,@,Florida,L,0,0,0,1,brad-oestricher-1
Brandon Owens,2005-09-10,2,Minnesota,,Colorado State,W,0,0,0,1,brandon-owens-1
Marcus Parker,2005-09-10,2,New Mexico,@,Missouri,W,0,0,0,1,marcus-parker-2
Justin Parrish,2005-09-10,2,Kent State,,Southeast Missouri State,W,0,0,0,1,justin-parrish-1
Kenny Patton,2005-09-10,2,Hawaii,@,Michigan State,L,0,0,0,1,kenny-patton-1
Kevin Payne,2005-09-10,2,Louisiana-Monroe,@,Wyoming,L,0,0,0,1,kevin-payne-1
Paul Philipp,2005-09-10,2,Arizona,,Northern Arizona,W,0,0,0,1,paul-philipp-1
Tracy Porter,2005-09-10,2,Indiana,,Nicholls State,W,0,0,0,1,tracy-porter-1
Jay Richardson,2005-09-10,2,Ohio State,,Texas,L,0,0,0,1,jay-richardson-1
Dale Robinson,2005-09-10,2,Arizona State,,Louisiana State,L,0,0,0,1,dale-robinson-1
Terrence Royal,2005-09-10,2,South Florida,,Florida A&M,W,0,0,0,1,terrence-royal-1
Dontez Sanders,2005-09-10,2,Wisconsin,,Temple,W,0,0,0,1,dontez-sanders-1
Andrew Schantz,2005-09-10,2,San Diego State,@,Air Force,L,0,0,0,1,andrew-schantz-1
Michael Shelton,2005-09-10,2,Arizona,,Northern Arizona,W,0,0,0,1,michael-shelton-1
John Shevlin,2005-09-10,2,Minnesota,,Colorado State,W,0,0,0,1,john-shevlin-1
Jamarko Simmons,2005-09-10,2,Western Michigan,@,Toledo,L,0,0,0,1,jamarko-simmons-1
Nathaniel Skaggs,2005-09-10,2,UCLA,,Rice,W,0,0,0,1,nathaniel-skaggs-1
Dwayne Slay,2005-09-10,1,Texas Tech,,Florida International,W,0,0,0,1,dwayne-slay-1
Anthony Spencer,2005-09-10,1,Purdue,,Akron,W,0,0,0,1,anthony-spencer-1
C.J. Spillman,2005-09-10,2,Marshall,,Kansas State,L,0,0,0,1,cj-spillman-1
Brock Stratton,2005-09-10,1,Texas Tech,,Florida International,W,0,0,0,1,brock-stratton-1
Greg Sudderth,2005-09-10,2,Navy,,Stanford,L,0,0,0,1,greg-sudderth-1
Darryl Tapp,2005-09-10,2,Virginia Tech,@,Duke,W,0,0,0,1,darryl-tapp-1
Chris Terrell,2005-09-10,2,Marshall,,Kansas State,L,0,0,0,1,chris-terrell-1
Dejuan Tribble,2005-09-10,2,Boston College,,Army,W,0,0,0,1,dejuan-tribble-1
Dustin Utschig,2005-09-10,2,Northern Illinois,@,Northwestern,L,0,0,0,1,dustin-utschig-1
Kurt Ware,2005-09-10,2,Wisconsin,,Temple,W,0,0,0,1,kurt-ware-1
Marcus Watts,2005-09-10,2,Kansas State,@,Marshall,W,0,0,0,2,marcus-watts-1
Johnny White,2005-09-10,2,Wisconsin,,Temple,W,0,0,0,1,johnny-white-2
Eric Wicks,2005-09-10,2,West Virginia,,Wofford,W,0,0,0,1,eric-wicks-1
Tramon Williams,2005-09-10,1,Louisiana Tech,@,Florida,L,0,0,0,1,tramon-williams-1
Travis Williams,2005-09-10,2,Auburn,,Mississippi State,W,0,0,0,1,travis-williams-3
Quarvay Winbush,2005-09-10,1,Louisiana Tech,@,Florida,L,0,0,0,1,quarvay-winbush-1
D.J. Wolfe,2005-09-10,2,Oklahoma,,Tulsa,W,0,0,0,1,dj-wolfe-1
Alan Zemaitis,2005-09-10,2,Penn State,,Cincinnati,W,0,0,0,1,alan-zemaitis-1
Robert Ziminski,2005-09-10,2,Boston College,,Army,W,0,0,0,1,robert-ziminski-1
Jeremy Modkins,2005-09-15,3,Texas Christian,,Utah,W,0,0,0,1,jeremy-modkins-1
Chase Ortiz,2005-09-15,3,Texas Christian,,Utah,W,0,0,0,1,chase-ortiz-1
Wade Koehl,2005-09-16,3,Houston,@,Texas-El Paso,L,0,0,0,1,wade-koehl-1
Alex Obomese,2005-09-16,2,Texas-El Paso,,Houston,W,0,0,0,1,alex-obomese-1
Victor Abiamiri,2005-09-17,3,Notre Dame,,Michigan State,L,0,0,0,1,victor-abiamiri-1
Jahmile Addae,2005-09-17,3,West Virginia,@,Maryland,W,0,0,0,1,jahmile-addae-1
James Anderson,2005-09-17,3,Virginia Tech,,Ohio,W,0,0,0,1,james-anderson-1
Jonathan Bailes,2005-09-17,3,San Diego State,@,Ohio State,L,0,0,0,1,jonathan-bailes-1
Carlton Baker,2005-09-17,2,Memphis,,Chattanooga,W,0,0,0,1,carlton-baker-1
Dan Bazuin,2005-09-17,3,Central Michigan,@,Penn State,L,0,0,0,1,dan-bazuin-1
Richie Bean,2005-09-17,2,Texas A&M,,Southern Methodist,W,0,0,0,1,richie-bean-1
Kyle Bissinger,2005-09-17,3,Alabama-Birmingham,,Jacksonville State,W,0,0,0,1,kyle-bissinger-1
Conrad Bolston,2005-09-17,3,Maryland,,West Virginia,L,0,0,0,1,conrad-bolston-1
Michael Bozeman,2005-09-17,2,Mississippi,@,Vanderbilt,L,0,0,0,1,michael-bozeman-1
Brandon Brooks,2005-09-17,3,Alabama,@,South Carolina,W,0,0,0,1,brandon-brooks-2
Mkristo Bruce,2005-09-17,3,Washington State,,Grambling State,W,0,0,0,1,mkristo-bruce-1
Lance Byrd,2005-09-17,2,Rice,@,Texas,L,0,0,0,1,lance-byrd-1
John Carlson,2005-09-17,3,Notre Dame,,Michigan State,L,0,0,0,1,john-carlson-1
Simeon Castille,2005-09-17,3,Alabama,@,South Carolina,W,0,0,0,1,simeon-castille-1
Jared Cecchetti,2005-09-17,2,Akron,@,Middle Tennessee State,W,0,0,0,1,jared-cecchetti-1
Thomas Claggett,2005-09-17,3,Cincinnati,,Western Carolina,W,0,0,0,1,thomas-claggett-1
Marquice Cole,2005-09-17,3,Northwestern,@,Arizona State,L,0,0,0,1,marquice-cole-1
Jed Collins,2005-09-17,3,Washington State,,Grambling State,W,0,0,0,1,jed-collins-1
Paul Cronin,2005-09-17,3,Penn State,,Central Michigan,W,0,0,0,1,paul-cronin-1
Daniel Davis,2005-09-17,3,Connecticut,@,Georgia Tech,L,0,0,0,1,daniel-davis-3
Rob Davis,2005-09-17,2,Army,,Baylor,L,0,0,0,1,rob-davis-1
Marshall Delesdernier,2005-09-17,3,Louisiana,,Northwestern State,W,0,0,0,1,marshall-delesdernier-1
Adam Diehl,2005-09-17,3,Wyoming,@,Air Force,W,0,0,0,1,adam-diehl-1
Elvis Dumervil,2005-09-17,2,Louisville,,Oregon State,W,0,0,0,2,elvis-dumervil-1
Kevin Ellison,2005-09-17,2,Southern California,,Arkansas,W,0,0,0,1,kevin-ellison-1
Brian Flagg,2005-09-17,3,Arkansas State,@,Oklahoma State,L,0,0,0,1,brian-flagg-1
John Flora,2005-09-17,3,Wyoming,@,Air Force,W,0,0,0,2,john-flora-1
Rhema Fuller,2005-09-17,3,Connecticut,@,Georgia Tech,L,0,0,0,1,rhema-fuller-1
Omar Gaither,2005-09-17,2,Tennessee,@,Florida,L,0,0,0,1,omar-gaither-1
Joe Garcia,2005-09-17,2,Nevada,,Nevada-Las Vegas,W,0,0,0,1,joe-garcia-2
Anthony Germany,2005-09-17,3,Tulsa,@,North Texas,W,1,32,1,1,anthony-germany-1
John Glavin,2005-09-17,3,Miami (OH),@,Kent State,W,0,0,0,1,john-glavin-1
Brian Greene,2005-09-17,3,Duke,,Virginia Military Institute,W,0,0,0,1,brian-greene-1
Quentin Groves,2005-09-17,3,Auburn,,Ball State,W,0,0,0,1,quentin-groves-1
Aaron Harris,2005-09-17,3,Texas,,Rice,W,0,0,0,1,aaron-harris-3
Tyrrell Herbert,2005-09-17,3,Toledo,@,Temple,W,0,0,0,2,tyrrell-herbert-1
Marcus Hill,2005-09-17,3,Kent State,,Miami (OH),L,0,0,0,1,marcus-hill-1
Tye Hill,2005-09-17,3,Clemson,,Miami (FL),L,0,0,0,1,tye-hill-1
Oliver Hoyte,2005-09-17,2,North Carolina State,,Eastern Kentucky,W,0,0,0,1,oliver-hoyte-1
Jason Jack,2005-09-17,2,Texas A&M,,Southern Methodist,W,0,0,0,1,jason-jack-1
Ronnie Jackson,2005-09-17,3,Central Michigan,@,Penn State,L,0,0,0,1,ronnie-jackson-1
Michael Johnson,2005-09-17,3,Georgia Tech,,Connecticut,W,0,0,0,1,michael-johnson-2
Travis Johnson,2005-09-17,2,Mississippi,@,Vanderbilt,L,0,0,0,1,travis-johnson-1
Doug Justice,2005-09-17,2,North Carolina,,Wisconsin,L,0,0,0,1,doug-justice-1
