Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Ricky Cookman,2007-08-30,1,Boise State,,Weber State,W,1,-2,-2.0,0,ricky-cookman-1
Mike Daniels,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,2,9,4.5,0,mike-daniels-1
Nate Davis,2007-08-30,1,Ball State,,Miami (OH),L,3,8,2.7,0,nate-davis-1
Calvin Dawson,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,24,150,6.3,0,calvin-dawson-1
Anthony Dixon,2007-08-30,1,Mississippi State,,Louisiana State,L,13,29,2.2,0,anthony-dixon-1
Travis Dixon,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,22,129,5.9,1,travis-dixon-1
Blayne Donnell,2007-08-30,1,Louisville,,Murray State,W,8,38,4.8,0,blayne-donnell-1
Harry Douglas,2007-08-30,1,Louisville,,Murray State,W,1,-5,-5.0,0,harry-douglas-1
Jon Drager,2007-08-30,1,Kent State,@,Iowa State,W,1,2,2.0,0,jon-drager-1
Christian Ducre,2007-08-30,1,Mississippi State,,Louisiana State,L,1,2,2.0,0,christian-ducre-1
Julian Edelman,2007-08-30,1,Kent State,@,Iowa State,W,18,75,4.2,1,julian-edelman-1
Frank Edmonds,2007-08-30,1,Ball State,,Miami (OH),L,3,13,4.3,0,frank-edmonds-1
Matt Flynn,2007-08-30,1,Louisiana State,@,Mississippi State,W,11,42,3.8,0,matt-flynn-1
Phil Garner,2007-08-30,1,Kent State,@,Iowa State,W,1,4,4.0,0,phil-garner-1
Bradley Glatthaar,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,3,3,1.0,2,bradley-glatthaar-1
Tonny Glynn,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,6,73,12.2,0,tonny-glynn-1
Frank Goodin,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,2,9,4.5,0,frank-goodin-1
Tommy Grady,2007-08-30,1,Utah,@,Oregon State,L,3,-2,-0.7,0,tommy-grady-1
D.J. Harper,2007-08-30,1,Boise State,,Weber State,W,8,42,5.3,1,dj-harper-1
Eugene Harris,2007-08-30,1,Miami (OH),@,Ball State,W,1,6,6.0,0,eugene-harris-1
Michael Henig,2007-08-30,1,Mississippi State,,Louisiana State,L,4,-22,-5.5,0,michael-henig-1
Mario Henry,2007-08-30,1,Buffalo,@,Rutgers,L,8,49,6.1,0,mario-henry-1
Jacob Hester,2007-08-30,1,Louisiana State,@,Mississippi State,W,14,68,4.9,0,jacob-hester-1
Jarvis Hodge,2007-08-30,1,Boise State,,Weber State,W,6,39,6.5,0,jarvis-hodge-1
Chase Holbrook,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,4,8,2.0,0,chase-holbrook-1
Trindon Holliday,2007-08-30,1,Louisiana State,@,Mississippi State,W,6,19,3.2,0,trindon-holliday-1
Jamar Howard,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,1,15,15.0,0,jamar-howard-1
Leon Jackson III,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,12,11,0.9,1,leon-jackson-iii-1
Eugene Jarvis,2007-08-30,1,Kent State,@,Iowa State,W,25,113,4.5,1,eugene-jarvis-1
Brian Johnson,2007-08-30,1,Utah,@,Oregon State,L,9,-9,-1.0,0,brian-johnson-2
Ian Johnson,2007-08-30,1,Boise State,,Weber State,W,18,128,7.1,3,ian-johnson-1
Mike Kokal,2007-08-30,1,Miami (OH),@,Ball State,W,11,27,2.5,0,mike-kokal-1
Kinsmon Lancaster,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,13,44,3.4,0,kinsmon-lancaster-1
Aaron Lesue,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,13,33,2.5,1,aaron-lesue-1
Miquale Lewis,2007-08-30,1,Ball State,,Miami (OH),L,25,91,3.6,0,miquale-lewis-1
Nick Lomax,2007-08-30,1,Boise State,,Weber State,W,1,3,3.0,0,nick-lomax-1
Dante Love,2007-08-30,1,Ball State,,Miami (OH),L,3,28,9.3,0,dante-love-1
Jabu Lovelace,2007-08-30,1,Rutgers,,Buffalo,W,9,42,4.7,0,jabu-lovelace-1
Brennan Marion,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,1,1,1.0,0,brennan-marion-1
Curtis Marsh,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,13,50,3.8,0,curtis-marsh-1
Ben Mauk,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,5,15,3.0,0,ben-mauk-1
J.J. McDermott,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,1,-5,-5.0,0,jj-mcdermott-1
Darrell McNeal,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,2,-9,-4.5,0,darrell-mcneal-1
Euseph Messiah,2007-08-30,1,Iowa State,,Kent State,L,1,1,1.0,0,euseph-messiah-1
Bret Meyer,2007-08-30,1,Iowa State,,Kent State,L,7,24,3.4,0,bret-meyer-1
Lyle Moevao,2007-08-30,1,Oregon State,,Utah,W,1,-5,-5.0,0,lyle-moevao-1
Greg Moore,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,5,28,5.6,0,greg-moore-1
Leneric Muldrow,2007-08-30,1,Kent State,@,Iowa State,W,1,5,5.0,0,leneric-muldrow-1
Brandon Murphy,2007-08-30,1,Miami (OH),@,Ball State,W,19,123,6.5,2,brandon-murphy-1
Richard Murphy,2007-08-30,1,Louisiana State,@,Mississippi State,W,6,35,5.8,0,richard-murphy-1
David Peeples,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,2,6,3.0,0,david-peeples-1
Vinny Perretta,2007-08-30,1,Boise State,,Weber State,W,3,17,5.7,1,vinny-perretta-1
Ryan Perrilloux,2007-08-30,1,Louisiana State,@,Mississippi State,W,3,12,4.0,1,ryan-perrilloux-1
Tony Pike,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,3,67,22.3,0,tony-pike-1
Jacob Ramsey,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,16,76,4.8,2,jacob-ramsey-1
Trey Revell,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,1,20,20.0,0,trey-revell-1
Ray Rice,2007-08-30,1,Rutgers,,Buffalo,W,25,184,7.4,3,ray-rice-1
Alexander Robinson,2007-08-30,1,Iowa State,,Kent State,L,5,21,4.2,0,alexander-robinson-1
James Rodgers,2007-08-30,1,Oregon State,,Utah,W,4,62,15.5,0,james-rodgers-1
Darren Rogers,2007-08-30,1,Kent State,@,Iowa State,W,4,6,1.5,0,darren-rogers-1
Charles Scott,2007-08-30,1,Louisiana State,@,Mississippi State,W,3,4,1.3,0,charles-scott-1
Matthew Sieverson,2007-08-30,1,Oregon State,,Utah,W,7,23,3.3,0,matthew-sieverson-1
Paul Smith,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,4,0,0.0,0,paul-smith-2
Sergio Spencer,2007-08-30,1,Louisville,,Murray State,W,6,60,10.0,2,sergio-spencer-1
Jajuan Spillman,2007-08-30,1,Louisville,,Murray State,W,1,15,15.0,0,jajuan-spillman-1
James Starks,2007-08-30,1,Buffalo,@,Rutgers,L,18,21,1.2,0,james-starks-1
Andy Stewart,2007-08-30,1,Oregon State,,Utah,W,2,4,2.0,0,andy-stewart-1
Ray Stowers,2007-08-30,1,Utah,@,Oregon State,L,11,26,2.4,0,ray-stowers-1
George Stripling,2007-08-30,1,Louisville,,Murray State,W,14,92,6.6,0,george-stripling-1
Frank Summers,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,10,40,4.0,1,frank-summers-1
Austin Sykes,2007-08-30,1,Miami (OH),@,Ball State,W,2,-1,-0.5,0,austin-sykes-1
Taylor Tharp,2007-08-30,1,Boise State,,Weber State,W,1,0,0.0,0,taylor-tharp-1
Chris Williams,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,1,9,9.0,0,chris-williams-2
Jamad Williams,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,15,88,5.9,0,jamad-williams-1
Jeremiah Williams,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,3,16,5.3,0,jeremiah-williams-1
Justin Williams,2007-08-30,1,Mississippi State,,Louisiana State,L,4,10,2.5,0,justin-williams-2
Keiland Williams,2007-08-30,1,Louisiana State,@,Mississippi State,W,7,18,2.6,2,keiland-williams-1
Drew Willy,2007-08-30,1,Buffalo,@,Rutgers,L,7,9,1.3,0,drew-willy-1
Ryan Wolfe,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,1,6,6.0,0,ryan-wolfe-1
Kordell Young,2007-08-30,1,Rutgers,,Buffalo,W,6,11,1.8,0,kordell-young-1
Titus Young,2007-08-30,1,Boise State,,Weber State,W,2,33,16.5,0,titus-young-1
Adam Ballard,2007-08-31,1,Navy,@,Temple,W,21,78,3.7,2,adam-ballard-1
Curtis Brinkley,2007-08-31,1,Syracuse,,Washington,L,6,4,0.7,0,curtis-brinkley-1
Josh Bundy,2007-08-31,1,Temple,,Navy,L,2,9,4.5,0,josh-bundy-1
Reggie Campbell,2007-08-31,1,Navy,@,Temple,W,7,46,6.6,0,reggie-campbell-1
Adam Dimichele,2007-08-31,1,Temple,,Navy,L,4,14,3.5,0,adam-dimichele-1
Tony Fiammetta,2007-08-31,1,Syracuse,,Washington,L,1,1,1.0,0,tony-fiammetta-1
D'Andre Goodwin,2007-08-31,1,Washington,@,Syracuse,W,1,31,31.0,0,dandre-goodwin-1
Marcellous Grigsby,2007-08-31,1,Temple,,Navy,L,4,13,3.3,0,marcellous-grigsby-1
Jason Harper,2007-08-31,1,Temple,,Navy,L,8,14,1.8,0,jason-harper-1
J.R. Hasty,2007-08-31,1,Washington,@,Syracuse,W,1,6,6.0,0,jr-hasty-1
Paul Homer,2007-08-31,1,Washington,@,Syracuse,W,3,9,3.0,0,paul-homer-1
Brandon Johnson,2007-08-31,1,Washington,@,Syracuse,W,5,20,4.0,1,brandon-johnson-4
Kaipo-Noa Kaheaku-Enhada,2007-08-31,1,Navy,@,Temple,W,15,102,6.8,1,kaipo-noa-kaheaku-enhada-1
Eric Kettani,2007-08-31,1,Navy,@,Temple,W,2,15,7.5,0,eric-kettani-1
Jake Locker,2007-08-31,1,Washington,@,Syracuse,W,10,83,8.3,2,jake-locker-1
Louis Rankin,2007-08-31,1,Washington,@,Syracuse,W,17,147,8.6,3,louis-rankin-1
Andrew Robinson,2007-08-31,1,Syracuse,,Washington,L,13,-17,-1.3,0,andrew-robinson-2
Daryl Robinson,2007-08-31,1,Temple,,Navy,L,3,-3,-1.0,0,daryl-robinson-2
Jeremy Sellers,2007-08-31,1,Syracuse,,Washington,L,3,3,1.0,0,jeremy-sellers-1
Curtis Shaw,2007-08-31,1,Washington,@,Syracuse,W,4,6,1.5,0,curtis-shaw-1
Travis Shelton,2007-08-31,1,Temple,,Navy,L,3,37,12.3,0,travis-shelton-1
Zerbin Singleton,2007-08-31,1,Navy,@,Temple,W,2,0,0.0,0,zerbin-singleton-1
Derrell Smith,2007-08-31,1,Syracuse,,Washington,L,5,19,3.8,0,derrell-smith-1
Shun White,2007-08-31,1,Navy,@,Temple,W,8,122,15.3,0,shun-white-1
Joshua Abrams,2007-09-01,1,Ohio,,Gardner-Webb,W,7,18,2.6,1,joshua-abrams-1
Mackenzi Adams,2007-09-01,1,Vanderbilt,,Richmond,W,1,44,44.0,0,mackenzi-adams-1
Seth Adams,2007-09-01,1,Mississippi,@,Memphis,W,3,-7,-2.3,0,seth-adams-1
Erik Ainge,2007-09-01,1,Tennessee,@,California,L,3,-5,-1.7,0,erik-ainge-1
James Aldridge,2007-09-01,1,Notre Dame,,Georgia Tech,L,6,19,3.2,0,james-aldridge-1
Danario Alexander,2007-09-01,1,Missouri,N,Illinois,W,1,-5,-5.0,0,danario-alexander-1
Alex Allen,2007-09-01,1,Akron,,Army,W,11,26,2.4,0,alex-allen-1
Armando Allen,2007-09-01,1,Notre Dame,,Georgia Tech,L,3,25,8.3,0,armando-allen-1
Lou Allen,2007-09-01,1,Connecticut,@,Duke,W,7,20,2.9,1,lou-allen-1
Moncell Allen,2007-09-01,1,Kentucky,,Eastern Kentucky,W,2,5,2.5,0,moncell-allen-1
Anthony Alridge,2007-09-01,1,Houston,@,Oregon,L,22,205,9.3,1,anthony-alridge-1
Andre Anderson,2007-09-01,1,Michigan State,,Alabama-Birmingham,W,8,16,2.0,1,andre-anderson-1
Brian Anderson,2007-09-01,1,Marshall,@,Miami (FL),L,1,-6,-6.0,0,brian-anderson-1
Colt Anderson,2007-09-01,1,Florida International,@,Penn State,L,6,-8,-1.3,0,colt-anderson-1
Corey Anderson,2007-09-01,1,Army,@,Akron,L,1,-4,-4.0,0,corey-anderson-2
Justin Anderson,2007-09-01,1,Northern Illinois,,Iowa,L,3,3,1.0,0,justin-anderson-1
Micah Andrews,2007-09-01,1,Wake Forest,@,Boston College,L,7,7,1.0,0,micah-andrews-1
Marcel Archer,2007-09-01,1,Central Michigan,@,Kansas,L,4,27,6.8,0,marcel-archer-1
Reggie Arnold,2007-09-01,1,Arkansas State,@,Texas,L,11,68,6.2,1,reggie-arnold-1
Zack Asack,2007-09-01,1,Duke,,Connecticut,L,4,1,0.3,0,zack-asack-1
Terrence Austin,2007-09-01,1,UCLA,@,Stanford,W,2,9,4.5,0,terrence-austin-1
Michael Avila,2007-09-01,1,San Jose State,@,Arizona State,L,2,-2,-1.0,0,michael-avila-1
C.J. Bacher,2007-09-01,1,Northwestern,,Northeastern,W,6,-13,-2.2,1,cj-bacher-1
Paul Baker,2007-09-01,1,New Mexico,@,Texas-El Paso,L,13,54,4.2,0,paul-baker-1
Toney Baker,2007-09-01,1,North Carolina State,,Central Florida,L,10,38,3.8,0,toney-baker-1
Lance Ball,2007-09-01,1,Maryland,,Villanova,W,11,56,5.1,0,lance-ball-1
Miguel Barnes,2007-09-01,1,Memphis,,Mississippi,L,5,21,4.2,0,miguel-barnes-1
Dexter Barnett,2007-09-01,1,Alabama-Birmingham,@,Michigan State,L,5,5,1.0,0,dexter-barnett-1
Josh Barton,2007-09-01,1,Southern Mississippi,,Tennessee-Martin,W,1,2,2.0,0,josh-barton-1
Harrison Beck,2007-09-01,1,North Carolina State,,Central Florida,L,3,-10,-3.3,0,harrison-beck-1
Tommy Beecher,2007-09-01,1,South Carolina,,Louisiana,W,4,17,4.3,0,tommy-beecher-1
Kahlil Bell,2007-09-01,1,UCLA,@,Stanford,W,19,195,10.3,0,kahlil-bell-1
Kyle Bell,2007-09-01,1,Colorado State,N,Colorado,L,40,135,3.4,1,kyle-bell-1
Rich Belton,2007-09-01,1,Wake Forest,@,Boston College,L,6,7,1.2,0,rich-belton-1
Arrelious Benn,2007-09-01,1,Illinois,N,Missouri,L,3,-6,-2.0,0,arrelious-benn-1
Duane Bennett,2007-09-01,1,Minnesota,,Bowling Green State,L,1,7,7.0,0,duane-bennett-1
Taylor Bennett,2007-09-01,1,Georgia Tech,@,Notre Dame,W,2,-9,-4.5,0,taylor-bennett-1
Jahvid Best,2007-09-01,1,California,,Tennessee,W,4,46,11.5,0,jahvid-best-1
Jayson Bird,2007-09-01,1,Idaho,@,Southern California,L,5,36,7.2,1,jayson-bird-1
K.J. Black,2007-09-01,1,Western Kentucky,@,Florida,L,11,-13,-1.2,0,kj-black-1
Steven Black,2007-09-01,1,Memphis,,Mississippi,L,1,-1,-1.0,0,steven-black-1
Terrence Blevins,2007-09-01,1,Eastern Michigan,@,Pittsburgh,L,1,5,5.0,0,terrence-blevins-1
Darryl Blunt,2007-09-01,1,Washington State,@,Wisconsin,L,1,11,11.0,0,darryl-blunt-1
Todd Boeckman,2007-09-01,1,Ohio State,,Youngstown State,W,4,-13,-3.3,0,todd-boeckman-1
Mark Bonds,2007-09-01,1,Western Michigan,@,West Virginia,L,2,9,4.5,0,mark-bonds-1
John David Booty,2007-09-01,1,Southern California,,Idaho,W,1,2,2.0,0,john-david-booty-1
Brad Bower,2007-09-01,1,Ohio,,Gardner-Webb,W,8,16,2.0,0,brad-bower-1
Trey Bowland,2007-09-01,1,Kentucky,,Eastern Kentucky,W,2,9,4.5,0,trey-bowland-1
Adarius Bowman,2007-09-01,1,Oklahoma State,@,Georgia,L,1,5,5.0,0,adarius-bowman-1
Cory Boyd,2007-09-01,1,South Carolina,,Louisiana,W,14,47,3.4,2,cory-boyd-1
Carmon Boyd-Anderson,2007-09-01,1,Kansas,,Central Michigan,W,3,8,2.7,0,carmon-boyd-anderson-1
Re'quan Boyette,2007-09-01,1,Duke,,Connecticut,L,7,3,0.4,0,requan-boyette-1
Justin Boyle,2007-09-01,1,Duke,,Connecticut,L,6,31,5.2,0,justin-boyle-1
Allen Bradford,2007-09-01,1,Southern California,,Idaho,W,8,15,1.9,0,allen-bradford-1
Sam Bradford,2007-09-01,1,Oklahoma,,North Texas,W,2,10,5.0,0,sam-bradford-1
Tom Brandstater,2007-09-01,1,Fresno State,,Sacramento State,W,6,38,6.3,0,tom-brandstater-1
Justin Brantly,2007-09-01,1,Texas A&M,,Montana State,W,1,4,4.0,0,justin-brantly-1
Colt Brennan,2007-09-01,1,Hawaii,,Northern Colorado,W,3,23,7.7,0,colt-brennan-1
Alex Brink,2007-09-01,1,Washington State,@,Wisconsin,L,3,21,7.0,0,alex-brink-1
Marcus Brock,2007-09-01,1,Texas Christian,,Baylor,W,1,8,8.0,0,marcus-brock-1
A.J. Brooks,2007-09-01,1,Boston College,,Wake Forest,W,7,18,2.6,0,aj-brooks-1
Duane Brooks,2007-09-01,1,Central Michigan,@,Kansas,L,3,4,1.3,0,duane-brooks-1
Shane Brooks,2007-09-01,1,Pittsburgh,,Eastern Michigan,W,4,12,3.0,2,shane-brooks-1
Aaron Brown,2007-09-01,1,Texas Christian,,Baylor,W,5,27,5.4,0,aaron-brown-2
Andre Brown,2007-09-01,1,North Carolina State,,Central Florida,L,14,73,5.2,1,andre-brown-1
Antoine Brown,2007-09-01,1,Kentucky,,Eastern Kentucky,W,2,11,5.5,0,antoine-brown-1
Antonio Brown,2007-09-01,1,Central Michigan,@,Kansas,L,1,13,13.0,0,antonio-brown-1
Donald Brown,2007-09-01,1,Connecticut,@,Duke,W,19,99,5.2,1,donald-brown-1
Jarrett Brown,2007-09-01,1,West Virginia,,Western Michigan,W,5,41,8.2,1,jarrett-brown-1
Preston Brown,2007-09-01,1,Arkansas State,@,Texas,L,6,21,3.5,0,preston-brown-1
Thomas Brown,2007-09-01,1,Georgia,,Oklahoma State,W,12,48,4.0,2,thomas-brown-1
Zach Brown,2007-09-01,1,Wisconsin,,Washington State,W,4,13,3.3,0,zach-brown-3
Dorien Bryant,2007-09-01,1,Purdue,@,Toledo,W,2,18,9.0,0,dorien-bryant-1
Donald Buckram,2007-09-01,1,Texas-El Paso,,New Mexico,W,7,40,5.7,0,donald-buckram-1
Chris Bullock,2007-09-01,1,Bowling Green State,@,Minnesota,W,9,47,5.2,0,chris-bullock-1
Trea Burgess,2007-09-01,1,Indiana,,Indiana State,W,10,50,5.0,1,trea-burgess-1
Brenton Byrd,2007-09-01,1,Air Force,,South Carolina State,W,6,25,4.2,0,brenton-byrd-1
Andre Callender,2007-09-01,1,Boston College,,Wake Forest,W,14,49,3.5,0,andre-callender-1
J.T. Callier,2007-09-01,1,San Jose State,@,Arizona State,L,6,9,1.5,0,jt-callier-1
Shaun Carney,2007-09-01,1,Air Force,,South Carolina State,W,11,50,4.5,0,shaun-carney-1
Rudy Carpenter,2007-09-01,1,Arizona State,,San Jose State,W,2,1,0.5,0,rudy-carpenter-1
James Casey,2007-09-01,1,Rice,,Nicholls State,L,3,11,3.7,1,james-casey-1
Quentin Castille,2007-09-01,1,Nebraska,,Nevada,W,18,78,4.3,2,quentin-castille-1
Kenny Cattouse,2007-09-01,1,Troy,@,Arkansas,L,15,44,2.9,1,kenny-cattouse-1
Jehuu Caulcrick,2007-09-01,1,Michigan State,,Alabama-Birmingham,W,10,93,9.3,4,jehuu-caulcrick-1
Zac Champion,2007-09-01,1,Louisiana Tech,,Central Arkansas,W,8,17,2.1,1,zac-champion-1
Shaun Chapas,2007-09-01,1,Georgia,,Oklahoma State,W,4,9,2.3,0,shaun-chapas-1
Ben Chappell,2007-09-01,1,Indiana,,Indiana State,W,4,3,0.8,0,ben-chappell-1
Jamaal Charles,2007-09-01,1,Texas,,Arkansas State,W,27,112,4.1,1,jamaal-charles-1
Jason Chery,2007-09-01,1,Louisiana,@,South Carolina,L,2,11,5.5,0,jason-chery-1
Tashard Choice,2007-09-01,1,Georgia Tech,@,Notre Dame,W,26,196,7.5,2,tashard-choice-1
Alonzo Chopp,2007-09-01,1,Hawaii,,Northern Colorado,W,1,0,0.0,0,alonzo-chopp-1
Jake Christensen,2007-09-01,1,Iowa,@,Northern Illinois,W,3,-12,-4.0,0,jake-christensen-1
Ryan Christian,2007-09-01,1,Texas Christian,,Baylor,W,9,40,4.4,1,ryan-christian-1
Montell Clanton,2007-09-01,1,Northern Illinois,,Iowa,L,13,49,3.8,0,montell-clanton-1
Daryll Clark,2007-09-01,1,Penn State,,Florida International,W,1,0,0.0,0,daryll-clark-1
Jimmy Clausen,2007-09-01,1,Notre Dame,,Georgia Tech,L,2,-14,-7.0,0,jimmy-clausen-1
Brett Clay,2007-09-01,1,East Carolina,@,Virginia Tech,L,1,3,3.0,0,brett-clay-1
Sean Clayton,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,2,4,2.0,0,sean-clayton-1
Chase Clement,2007-09-01,1,Rice,,Nicholls State,L,10,7,0.7,1,chase-clement-2
James Cleveland,2007-09-01,1,Iowa,@,Northern Illinois,W,1,1,1.0,0,james-cleveland-1
Blake Clingan,2007-09-01,1,Central Florida,@,North Carolina State,W,1,-11,-11.0,0,blake-clingan-1
Clint Cochran,2007-09-01,1,Toledo,,Purdue,L,2,-14,-7.0,0,clint-cochran-1
Glen Coffee,2007-09-01,1,Alabama,,Western Carolina,W,9,76,8.4,1,glen-coffee-1
Chase Coffman,2007-09-01,1,Missouri,N,Illinois,W,1,8,8.0,0,chase-coffman-1
Conredge Collins,2007-09-01,1,Pittsburgh,,Eastern Michigan,W,4,14,3.5,0,conredge-collins-1
Dajuane Collins,2007-09-01,1,Toledo,,Purdue,L,10,70,7.0,1,dajuane-collins-1
Dante Collins,2007-09-01,1,San Jose State,@,Arizona State,L,4,10,2.5,0,dante-collins-1
Omar Conteh,2007-09-01,1,Northwestern,,Northeastern,W,6,19,3.2,0,omar-conteh-1
Graig Cooper,2007-09-01,1,Miami (FL),,Marshall,W,12,116,9.7,0,graig-cooper-1
Joe Cowan,2007-09-01,1,UCLA,@,Stanford,W,2,14,7.0,0,joe-cowan-1
Brandon Cox,2007-09-01,1,Auburn,,Kansas State,W,8,-20,-2.5,0,brandon-cox-1
Deavin Cox,2007-09-01,1,North Texas,@,Oklahoma,L,1,1,1.0,0,deavin-cox-1
Joe Craddock,2007-09-01,1,Middle Tennessee State,@,Florida Atlantic,L,8,-3,-0.4,0,joe-craddock-1
Andre Crenshaw,2007-09-01,1,Oregon,,Houston,W,7,47,6.7,0,andre-crenshaw-1
Major Culbert,2007-09-01,1,Nebraska,,Nevada,W,5,35,7.0,1,major-culbert-1
Chris Culliver,2007-09-01,1,South Carolina,,Louisiana,W,1,11,11.0,0,chris-culliver-1
Andy Dalton,2007-09-01,1,Texas Christian,,Baylor,W,7,7,1.0,0,andy-dalton-1
Chase Daniel,2007-09-01,1,Missouri,N,Illinois,W,11,-6,-0.5,0,chase-daniel-1
Dwight Dasher,2007-09-01,1,Middle Tennessee State,@,Florida Atlantic,L,2,15,7.5,0,dwight-dasher-1
Mike Davis,2007-09-01,1,South Carolina,,Louisiana,W,15,94,6.3,0,mike-davis-1
Yonus Davis,2007-09-01,1,San Jose State,@,Arizona State,L,1,1,1.0,0,yonus-davis-1
Sean Dawkins,2007-09-01,1,Troy,@,Arkansas,L,1,1,1.0,0,sean-dawkins-1
Mark Dell,2007-09-01,1,Michigan State,,Alabama-Birmingham,W,1,17,17.0,0,mark-dell-1
Michael Desormeaux,2007-09-01,1,Louisiana,@,South Carolina,L,21,116,5.5,1,michael-desormeaux-1
Noel Devine,2007-09-01,1,West Virginia,,Western Michigan,W,7,44,6.3,1,noel-devine-1
Ervin Dickerson,2007-09-01,1,Texas Christian,,Baylor,W,1,1,1.0,0,ervin-dickerson-1
Dan Dierking,2007-09-01,1,Purdue,@,Toledo,W,3,37,12.3,1,dan-dierking-1
Dennis Dixon,2007-09-01,1,Oregon,,Houston,W,15,141,9.4,1,dennis-dixon-1
Tony Dixon,2007-09-01,1,Kentucky,,Eastern Kentucky,W,9,77,8.6,2,tony-dixon-1
Tyler Donovan,2007-09-01,1,Wisconsin,,Washington State,W,8,9,1.1,1,tyler-donovan-1
Joseph Doss,2007-09-01,1,Memphis,,Mississippi,L,14,59,4.2,1,joseph-doss-1
Ronnie Drummer,2007-09-01,1,Duke,,Connecticut,L,6,18,3.0,0,ronnie-drummer-1
Kyle Duffy,2007-09-01,1,Fresno State,,Sacramento State,W,4,4,1.0,0,kyle-duffy-1
Daniel Dufrene,2007-09-01,1,Illinois,N,Missouri,L,6,58,9.7,0,daniel-dufrene-1
Jonathan Dwyer,2007-09-01,1,Georgia Tech,@,Notre Dame,W,5,27,5.4,1,jonathan-dwyer-1
Diivory Edgecomb,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,3,14,4.7,0,diivory-edgecomb-1
Byron Ellis,2007-09-01,1,Colorado,N,Colorado State,W,3,4,1.3,0,byron-ellis-1
John Ellis,2007-09-01,1,Florida International,@,Penn State,L,2,0,0.0,0,john-ellis-1
Anthony Elzy,2007-09-01,1,North Carolina,,James Madison,W,11,28,2.5,2,anthony-elzy-1
