Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Michael Shaw,2008-09-13,3,Michigan,@,Notre Dame,L,1,-1,-1.0,0,michael-shaw-1
Kory Sheets,2008-09-13,2,Purdue,,Oregon,L,2,49,24.5,0,kory-sheets-1
Travis Shelton,2008-09-13,3,Temple,@,Buffalo,L,5,124,24.8,0,travis-shelton-1
Ja'Corey Shepherd,2008-09-13,3,Rice,@,Vanderbilt,L,2,32,16.0,0,jacorey-shepherd-1
John Shorter,2008-09-13,3,North Texas,@,Louisiana State,L,6,73,12.2,0,john-shorter-1
Jonathan Simpson,2008-09-13,3,Memphis,@,Marshall,L,1,10,10.0,0,jonathan-simpson-1
Alfonso Smith,2008-09-13,3,Kentucky,,Middle Tennessee State,W,2,48,24.0,0,alfonso-smith-1
Torrey Smith,2008-09-13,3,Maryland,,California,W,1,28,28.0,0,torrey-smith-1
Frankie Solomon,2008-09-13,3,New Mexico,,Arizona,W,1,12,12.0,0,frankie-solomon-1
C.J. Spiller,2008-09-13,3,Clemson,,North Carolina State,W,1,25,25.0,0,cj-spiller-1
Jeremy Stewart,2008-09-13,3,Stanford,@,Texas Christian,L,3,59,19.7,0,jeremy-stewart-1
Troy Stoudermire,2008-09-13,3,Minnesota,,Montana State,W,4,103,25.8,0,troy-stoudermire-1
Max Suter,2008-09-13,3,Syracuse,,Penn State,L,5,111,22.2,0,max-suter-1
Phillip Tanner,2008-09-13,3,Middle Tennessee State,@,Kentucky,L,1,23,23.0,0,phillip-tanner-1
Golden Tate,2008-09-13,2,Notre Dame,,Michigan,W,3,58,19.3,0,golden-tate-1
Jovonte Taylor,2008-09-13,3,Hawaii,@,Oregon State,L,5,67,13.4,0,jovonte-taylor-1
Alexander Teich,2008-09-13,3,Navy,@,Duke,L,2,22,11.0,0,alexander-teich-1
Jared Tew,2008-09-13,3,Air Force,@,Houston,W,1,7,7.0,0,jared-tew-1
Trevor Theriot,2008-09-13,2,UCLA,@,Brigham Young,L,1,39,39.0,0,trevor-theriot-1
Mike Thomas,2008-09-13,3,Arizona,@,New Mexico,L,2,40,20.0,0,mike-thomas-9
Brandon Thompkins,2008-09-13,3,Arkansas State,,Southern Mississippi,L,1,29,29.0,0,brandon-thompkins-1
Walter Thurmond III,2008-09-13,3,Oregon,@,Purdue,W,2,61,30.5,0,walter-thurmond-iii-1
Lester Troutman,2008-09-13,3,Kent State,,Delaware State,W,1,13,13.0,0,lester-troutman-1
Sean Walker,2008-09-13,3,Vanderbilt,,Rice,W,1,31,31.0,0,sean-walker-1
Jamar Wall,2008-09-13,3,Texas Tech,,Southern Methodist,W,1,28,28.0,0,jamar-wall-1
A.J. Wallace,2008-09-13,3,Penn State,@,Syracuse,W,2,37,18.5,0,aj-wallace-1
Corey Welch,2008-09-13,3,Eastern Michigan,,Toledo,L,2,31,15.5,0,corey-welch-1
Mekell Wesley,2008-09-13,3,San Diego State,@,San Jose State,L,1,18,18.0,0,mekell-wesley-1
Brandon West,2008-09-13,3,Western Michigan,@,Idaho,W,2,70,35.0,0,brandon-west-1
Breyon Williams,2008-09-13,3,Idaho,,Western Michigan,L,3,53,17.7,0,breyon-williams-1
Bryan Williams,2008-09-13,3,Akron,,Ball State,L,5,148,29.6,0,bryan-williams-1
Chris Williams,2008-09-13,1,New Mexico State,@,Nebraska,L,1,20,20.0,0,chris-williams-2
Derrick Williams,2008-09-13,3,Penn State,@,Syracuse,W,1,24,24.0,0,derrick-williams-2
Jeremy Williams,2008-09-13,2,Tulane,,East Carolina,L,3,65,21.7,0,jeremy-williams-1
Jon Williams,2008-09-13,3,East Carolina,@,Tulane,W,2,20,10.0,0,jon-williams-1
Keiland Williams,2008-09-13,2,Louisiana State,,North Texas,W,2,55,27.5,0,keiland-williams-1
Kyle Williams,2008-09-13,3,Arizona State,,Nevada-Las Vegas,L,4,93,23.3,0,kyle-williams-1
Morgan Williams,2008-09-13,2,Toledo,@,Eastern Michigan,W,1,18,18.0,0,morgan-williams-1
Stephen Willis,2008-09-13,3,Western Kentucky,@,Alabama,L,1,16,16.0,0,stephen-willis-1
William Wright,2008-09-13,3,Arizona,@,New Mexico,L,1,28,28.0,0,william-wright-1
Ed Young,2008-09-13,3,Buffalo,,Temple,W,1,15,15.0,0,ed-young-1
Johnny Patrick,2008-09-17,3,Louisville,,Kansas State,W,3,39,13.0,0,johnny-patrick-1
Aubrey Quarles,2008-09-17,3,Kansas State,@,Louisville,L,7,119,17.0,0,aubrey-quarles-1
Mark Rodgers,2008-09-18,3,West Virginia,@,Colorado,L,1,36,36.0,0,mark-rodgers-1
Josh Smith,2008-09-18,3,Colorado,,West Virginia,W,3,69,23.0,0,josh-smith-1
Steve Brouse,2008-09-19,4,Connecticut,,Baylor,W,2,14,7.0,0,steve-brouse-1
Darius Butler,2008-09-19,4,Connecticut,,Baylor,W,2,47,23.5,0,darius-butler-1
Robbie Frey,2008-09-19,4,Connecticut,,Baylor,W,1,54,54.0,0,robbie-frey-1
Jake La Mar,2008-09-19,4,Baylor,@,Connecticut,L,1,16,16.0,0,jake-la-mar-1
Jeremy Sanders,2008-09-19,4,Baylor,@,Connecticut,L,4,117,29.3,0,jeremy-sanders-1
Armando Allen,2008-09-20,3,Notre Dame,@,Michigan State,L,5,147,29.4,0,armando-allen-1
Luther Ambrose,2008-09-20,4,Louisiana-Monroe,@,Tulane,L,1,18,18.0,0,luther-ambrose-1
John Angelo,2008-09-20,4,Navy,,Rutgers,W,4,120,30.0,0,john-angelo-1
Keola Antolin,2008-09-20,4,Arizona,@,UCLA,W,1,31,31.0,0,keola-antolin-1
Orkeys Auriene,2008-09-20,3,Louisiana,,Kent State,W,1,28,28.0,0,orkeys-auriene-1
Terrence Austin,2008-09-20,3,UCLA,,Arizona,L,5,96,19.2,0,terrence-austin-1
Austin Barrick,2008-09-20,4,Georgia Tech,,Mississippi State,W,1,8,8.0,0,austin-barrick-1
Shawn Bayes,2008-09-20,4,Kent State,@,Louisiana,L,5,105,21.0,0,shawn-bayes-1
Hannibal Beauford,2008-09-20,4,Central Michigan,@,Purdue,L,1,15,15.0,0,hannibal-beauford-1
Philip Beck,2008-09-20,3,Louisiana Tech,,Southeastern Louisiana,W,5,120,24.0,0,philip-beck-1
Allen Bell,2008-09-20,4,Iowa State,@,Nevada-Las Vegas,L,1,23,23.0,0,allen-bell-1
Travis Benjamin,2008-09-20,3,Miami (FL),@,Texas A&M,W,1,24,24.0,0,travis-benjamin-1
Dwight Bentley,2008-09-20,3,Louisiana,,Kent State,W,1,7,7.0,0,dwight-bentley-1
David Blackburn,2008-09-20,4,Central Michigan,@,Purdue,L,1,7,7.0,0,david-blackburn-1
Jeff Blanchard,2008-09-20,4,Florida Atlantic,@,Minnesota,L,1,12,12.0,0,jeff-blanchard-1
Dontavia Bogan,2008-09-20,4,South Florida,@,Florida International,W,1,16,16.0,0,dontavia-bogan-1
Jereme Brooks,2008-09-20,4,Utah,@,Air Force,W,1,11,11.0,0,jereme-brooks-1
Aaron Brown,2008-09-20,4,Texas Christian,@,Southern Methodist,W,2,46,23.0,0,aaron-brown-2
Antonio Brown,2008-09-20,4,Central Michigan,@,Purdue,L,2,42,21.0,0,antonio-brown-1
Devon Brown,2008-09-20,3,Wake Forest,@,Florida State,W,1,10,10.0,0,devon-brown-1
Meco Brown,2008-09-20,3,Northern Illinois,,Indiana State,W,1,24,24.0,0,meco-brown-1
Ramarcus Brown,2008-09-20,4,Georgia,@,Arizona State,W,2,74,37.0,0,ramarcus-brown-1
Jeremy Bruce,2008-09-20,4,Akron,@,Army,W,1,2,2.0,0,jeremy-bruce-1
Joe Burnett,2008-09-20,3,Central Florida,@,Boston College,L,7,175,25.0,0,joe-burnett-1
Jorrick Calvin,2008-09-20,3,Troy,@,Ohio State,L,1,18,18.0,0,jorrick-calvin-1
Dennis Campbell,2008-09-20,3,Rutgers,@,Navy,L,1,24,24.0,0,dennis-campbell-1
Bryson Carl,2008-09-20,3,Army,,Akron,L,1,14,14.0,0,bryson-carl-1
Jameson Carter,2008-09-20,3,Army,,Akron,L,5,110,22.0,0,jameson-carter-1
Tate Casey,2008-09-20,3,Florida,@,Tennessee,W,1,4,4.0,0,tate-casey-1
O'Neill Chambers,2008-09-20,4,Brigham Young,,Wyoming,W,1,28,28.0,0,oneill-chambers-1
Shaun Chapas,2008-09-20,4,Georgia,@,Arizona State,W,1,10,10.0,0,shaun-chapas-1
Taylor Charbonnet,2008-09-20,4,Texas Tech,,Massachusetts,W,1,21,21.0,0,taylor-charbonnet-1
Patrick Chung,2008-09-20,4,Oregon,,Boise State,L,4,107,26.8,0,patrick-chung-1
Jeff Clark,2008-09-20,4,San Jose State,@,Stanford,L,1,4,4.0,0,jeff-clark-1
Quan Cosby,2008-09-20,3,Texas,,Rice,W,3,70,23.3,0,quan-cosby-1
Andre Crenshaw,2008-09-20,4,Oregon,,Boise State,L,2,66,33.0,0,andre-crenshaw-1
Chris Culliver,2008-09-20,4,South Carolina,,Wofford,W,3,65,21.7,0,chris-culliver-1
Tristan Davis,2008-09-20,4,Auburn,,Louisiana State,L,3,40,13.3,0,tristan-davis-1
Matt Desormeaux,2008-09-20,3,Louisiana,,Kent State,W,1,13,13.0,0,matt-desormeaux-1
Jonathan Dwyer,2008-09-20,4,Georgia Tech,,Mississippi State,W,1,16,16.0,0,jonathan-dwyer-1
Taiwan Easterling,2008-09-20,3,Florida State,,Wake Forest,L,2,33,16.5,0,taiwan-easterling-1
Jeremy Ebert,2008-09-20,4,Northwestern,,Ohio,W,1,18,18.0,0,jeremy-ebert-1
Diivory Edgecomb,2008-09-20,4,Florida Atlantic,@,Minnesota,L,4,77,19.3,0,diivory-edgecomb-1
Patrick Edwards,2008-09-20,4,Houston,@,Colorado State,L,4,94,23.5,0,patrick-edwards-1
Clint Floyd,2008-09-20,4,Arizona State,,Georgia,L,1,9,9.0,0,clint-floyd-1
Junior Fonua,2008-09-20,4,Utah,@,Air Force,W,1,4,4.0,0,junior-fonua-1
Elton Ford,2008-09-20,3,Arkansas,,Alabama,L,2,42,21.0,0,elton-ford-1
Jacoby Ford,2008-09-20,4,Clemson,,South Carolina State,W,1,22,22.0,0,jacoby-ford-1
Frantrell Forrest,2008-09-20,4,Alabama-Birmingham,,Alabama State,W,1,25,25.0,0,frantrell-forrest-1
Dontayo Gage,2008-09-20,4,Eastern Michigan,@,Maryland,L,2,37,18.5,0,dontayo-gage-1
Chris Garrett,2008-09-20,4,Ohio,@,Northwestern,L,2,18,9.0,0,chris-garrett-1
Michael Ray Garvin,2008-09-20,3,Florida State,,Wake Forest,L,1,17,17.0,0,michael-ray-garvin-1
Desmond Gee,2008-09-20,4,Middle Tennessee State,@,Arkansas State,L,4,83,20.8,0,desmond-gee-1
Jeff Gettys,2008-09-20,4,Missouri,,Buffalo,W,1,1,1.0,0,jeff-gettys-1
Torieal Gibson,2008-09-20,4,Ball State,@,Indiana,W,1,20,20.0,0,torieal-gibson-1
Mardy Gilyard,2008-09-20,3,Cincinnati,,Miami (OH),W,2,33,16.5,0,mardy-gilyard-1
Marcell Gipson,2008-09-20,4,Wyoming,@,Brigham Young,L,1,20,20.0,0,marcell-gipson-1
Jon Gissinger,2008-09-20,4,Missouri,,Buffalo,W,1,10,10.0,0,jon-gissinger-1
John Goebel,2008-09-20,3,Cincinnati,,Miami (OH),W,1,43,43.0,0,john-goebel-1
T.J. Graham,2008-09-20,4,North Carolina State,,East Carolina,W,4,119,29.8,0,tj-graham-1
Cyrus Gray,2008-09-20,3,Texas A&M,,Miami (FL),L,6,101,16.8,0,cyrus-gray-1
Maurice Greer,2008-09-20,3,Troy,@,Ohio State,L,3,50,16.7,0,maurice-greer-1
Dewey Hale,2008-09-20,4,Idaho,@,Utah State,L,3,51,17.0,0,dewey-hale-2
Jewel Hampton,2008-09-20,4,Iowa,@,Pittsburgh,L,1,25,25.0,0,jewel-hampton-1
Donte Harden,2008-09-20,4,Ohio,@,Northwestern,L,3,49,16.3,0,donte-harden-1
Brandon Harris,2008-09-20,3,Miami (FL),@,Texas A&M,W,1,41,41.0,0,brandon-harris-1
Chris Harris,2008-09-20,4,Utah State,,Idaho,W,1,21,21.0,0,chris-harris-3
Dwayne Harris,2008-09-20,4,East Carolina,@,North Carolina State,L,1,21,21.0,0,dwayne-harris-1
Greg Harris,2008-09-20,3,Toledo,,Fresno State,L,8,164,20.5,0,greg-harris-1
Tory Harrison,2008-09-20,4,Southern Mississippi,,Marshall,L,4,70,17.5,0,tory-harrison-1
T-Bob Hebert,2008-09-20,3,Louisiana State,@,Auburn,W,1,13,13.0,0,t-bob-hebert-1
Jessie Henderson,2008-09-20,4,Southern Methodist,,Texas Christian,L,6,142,23.7,0,jessie-henderson-1
Marcus Herford,2008-09-20,4,Kansas,,Sam Houston State,W,1,26,26.0,0,marcus-herford-1
T.Y. Hilton,2008-09-20,3,Florida International,,South Florida,L,3,59,19.7,0,ty-hilton-1
Mike Holmes,2008-09-20,4,Syracuse,,Northeastern,W,3,81,27.0,0,mike-holmes-1
Chris Ivory,2008-09-20,4,Washington State,,Portland State,W,1,35,35.0,0,chris-ivory-1
Ernest Jackson,2008-09-20,4,Buffalo,@,Missouri,L,3,146,48.7,1,ernest-jackson-1
Jimmy Jackson,2008-09-20,4,Missouri,,Buffalo,W,1,12,12.0,0,jimmy-jackson-1
Brandon James,2008-09-20,3,Florida,@,Tennessee,W,1,52,52.0,0,brandon-james-1
Chris Jammer,2008-09-20,4,Rice,@,Texas,L,1,14,14.0,0,chris-jammer-1
A.J. Jefferson,2008-09-20,3,Fresno State,@,Toledo,W,5,191,38.2,0,aj-jefferson-1
A.J. Jimmerson,2008-09-20,4,Michigan State,,Notre Dame,W,1,25,25.0,0,aj-jimmerson-1
Damaris Johnson,2008-09-20,3,Tulsa,,New Mexico,W,2,40,20.0,0,damaris-johnson-1
Dennis Johnson,2008-09-20,3,Arkansas,,Alabama,L,6,142,23.7,0,dennis-johnson-1
Ian Johnson,2008-09-20,3,Boise State,@,Oregon,W,2,49,24.5,0,ian-johnson-1
Michael Johnson,2008-09-20,4,Nevada-Las Vegas,,Iowa State,W,5,102,20.4,0,michael-johnson-8
Derrell Johnson-Koulianos,2008-09-20,4,Iowa,@,Pittsburgh,L,3,50,16.7,0,derrell-johnson-koulianos-1
Kevin Jones,2008-09-20,4,Arkansas State,,Middle Tennessee State,W,1,17,17.0,0,kevin-jones-2
Alvin Jordan,2008-09-20,4,Louisiana-Monroe,@,Tulane,L,1,11,11.0,0,alvin-jordan-1
Sam Kirkland,2008-09-20,4,Kent State,@,Louisiana,L,2,29,14.5,0,sam-kirkland-1
Bryan Kisabeth,2008-09-20,4,Buffalo,@,Missouri,L,1,0,0.0,0,bryan-kisabeth-1
Brandon Lafell,2008-09-20,3,Louisiana State,@,Auburn,W,1,10,10.0,0,brandon-lafell-1
Kenny Lewis,2008-09-20,4,Virginia Tech,@,North Carolina,W,3,43,14.3,0,kenny-lewis-2
Phillip Livas,2008-09-20,3,Louisiana Tech,,Southeastern Louisiana,W,1,16,16.0,0,phillip-livas-1
Dante Love,2008-09-20,4,Ball State,@,Indiana,W,1,38,38.0,0,dante-love-1
Jeremy Maclin,2008-09-20,4,Missouri,,Buffalo,W,2,33,16.5,0,jeremy-maclin-1
Jeravin Matthews,2008-09-20,4,Northwestern,,Ohio,W,1,27,27.0,0,jeravin-matthews-1
Marquis Maze,2008-09-20,4,Alabama,@,Arkansas,W,1,19,19.0,0,marquis-maze-1
Mike McCoy,2008-09-20,4,Alabama,@,Arkansas,W,2,15,7.5,0,mike-mccoy-2
D.J. Moore,2008-09-20,4,Vanderbilt,@,Mississippi,W,1,17,17.0,0,dj-moore-1
Devin Moore,2008-09-20,4,Wyoming,@,Brigham Young,L,4,94,23.5,0,devin-moore-1
Laron Moore,2008-09-20,4,Texas Tech,,Massachusetts,W,2,57,28.5,0,laron-moore-1
Davon Morgan,2008-09-20,4,Virginia Tech,@,North Carolina,W,1,20,20.0,0,davon-morgan-1
Jeff Moturi,2008-09-20,3,Texas-El Paso,,New Mexico State,L,2,60,30.0,0,jeff-moturi-1
Michael Myers,2008-09-20,3,Colorado State,,Houston,W,3,64,21.3,0,michael-myers-1
Hakeem Nicks,2008-09-20,3,North Carolina,,Virginia Tech,L,1,19,19.0,0,hakeem-nicks-1
Rory Nicol,2008-09-20,4,Ohio State,,Troy,W,1,10,10.0,0,rory-nicol-1
Freddie Parham,2008-09-20,4,Southern Mississippi,,Marshall,L,2,30,15.0,0,freddie-parham-1
Derek Pegues,2008-09-20,4,Mississippi State,@,Georgia Tech,L,3,89,29.7,0,derek-pegues-1
Austin Pettis,2008-09-20,3,Boise State,@,Oregon,W,1,0,0.0,0,austin-pettis-1
Antoine Powers,2008-09-20,4,Alabama-Birmingham,,Alabama State,W,1,25,25.0,0,antoine-powers-1
Glover Quin,2008-09-20,4,New Mexico,@,Tulsa,L,1,16,16.0,0,glover-quin-1
Bobby Rainey,2008-09-20,4,Western Kentucky,,Murray State,W,3,137,45.7,0,bobby-rainey-1
Reggie Rembert,2008-09-20,4,Air Force,,Utah,L,2,37,18.5,0,reggie-rembert-1
Javon Ringer,2008-09-20,4,Michigan State,,Notre Dame,W,1,22,22.0,0,javon-ringer-1
Wilfred Rivera,2008-09-20,4,Florida Atlantic,@,Minnesota,L,1,15,15.0,0,wilfred-rivera-1
Dennis Rogan,2008-09-20,3,Tennessee,,Florida,L,6,165,27.5,0,dennis-rogan-1
Jamal Rogers,2008-09-20,4,Miami (OH),@,Cincinnati,L,7,128,18.3,0,jamal-rogers-1
Brandon Rutley,2008-09-20,4,San Jose State,@,Stanford,L,5,130,26.0,0,brandon-rutley-1
Jamal Schulters,2008-09-20,4,Temple,@,Penn State,L,3,72,24.0,0,jamal-schulters-1
Kory Sheets,2008-09-20,3,Purdue,,Central Michigan,W,1,28,28.0,0,kory-sheets-1
Travis Shelton,2008-09-20,4,Temple,@,Penn State,L,3,149,49.7,0,travis-shelton-1
Ja'Corey Shepherd,2008-09-20,4,Rice,@,Texas,L,4,73,18.3,0,jacorey-shepherd-1
Rashaud Slaughter,2008-09-20,4,Alabama-Birmingham,,Alabama State,W,1,20,20.0,0,rashaud-slaughter-1
Chubb Small,2008-09-20,4,Marshall,@,Southern Mississippi,W,4,66,16.5,0,chubb-small-1
Alphonso Smith,2008-09-20,3,Wake Forest,@,Florida State,W,1,17,17.0,0,alphonso-smith-1
Jeff Smith,2008-09-20,3,Boston College,,Central Florida,W,1,56,56.0,0,jeff-smith-1
Torrey Smith,2008-09-20,4,Maryland,,Eastern Michigan,W,4,126,31.5,0,torrey-smith-1
Zach Smith,2008-09-20,4,Mississippi State,@,Georgia Tech,L,1,16,16.0,0,zach-smith-2
Frankie Solomon,2008-09-20,4,New Mexico,@,Tulsa,L,4,110,27.5,0,frankie-solomon-1
Chantz Staden,2008-09-20,4,Washington State,,Portland State,W,2,47,23.5,0,chantz-staden-1
LaRod Stephens-Howling,2008-09-20,3,Pittsburgh,,Iowa,W,3,71,23.7,0,larod-stephens-howling-1
Jeremy Stewart,2008-09-20,4,Stanford,,San Jose State,W,3,38,12.7,0,jeremy-stewart-1
Troy Stoudermire,2008-09-20,4,Minnesota,,Florida Atlantic,W,1,26,26.0,0,troy-stoudermire-1
Darrell Stuckey,2008-09-20,4,Kansas,,Sam Houston State,W,1,19,19.0,0,darrell-stuckey-1
R.J. Sumrall,2008-09-20,4,Iowa State,@,Nevada-Las Vegas,L,2,55,27.5,0,rj-sumrall-1
Max Suter,2008-09-20,4,Syracuse,,Northeastern,W,1,10,10.0,0,max-suter-1
Phillip Tanner,2008-09-20,4,Middle Tennessee State,@,Arkansas State,L,1,21,21.0,0,phillip-tanner-1
Desmond Tardy,2008-09-20,3,Purdue,,Central Michigan,W,3,93,31.0,0,desmond-tardy-1
Ben Tate,2008-09-20,4,Auburn,,Louisiana State,L,1,11,11.0,0,ben-tate-1
Brandon Tate,2008-09-20,3,North Carolina,,Virginia Tech,L,4,104,26.0,0,brandon-tate-1
Kenny Tate,2008-09-20,4,Maryland,,Eastern Michigan,W,1,15,15.0,0,kenny-tate-1
Trevor Theriot,2008-09-20,3,UCLA,,Arizona,L,1,11,11.0,0,trevor-theriot-1
Marcus Thigpen,2008-09-20,3,Indiana,,Ball State,L,6,115,19.2,0,marcus-thigpen-1
Jay Thomas,2008-09-20,4,Minnesota,,Florida Atlantic,W,1,11,11.0,0,jay-thomas-1
Mike Thomas,2008-09-20,4,Arizona,@,UCLA,W,1,18,18.0,0,mike-thomas-9
Brandon Thompkins,2008-09-20,4,Arkansas State,,Middle Tennessee State,W,1,22,22.0,0,brandon-thompkins-1
Curtis Underwood,2008-09-20,4,North Carolina State,,East Carolina,W,1,23,23.0,0,curtis-underwood-1
Tiquan Underwood,2008-09-20,3,Rutgers,@,Navy,L,4,99,24.8,0,tiquan-underwood-1
Sean Walker,2008-09-20,4,Vanderbilt,@,Mississippi,W,2,56,28.0,0,sean-walker-1
Brandon Walker-Roby,2008-09-20,3,Indiana,,Ball State,L,1,0,0.0,0,brandon-walker-roby-1
A.J. Wallace,2008-09-20,4,Penn State,,Temple,W,1,16,16.0,0,aj-wallace-1
Mike Wallace,2008-09-20,4,Mississippi,,Vanderbilt,L,6,202,33.7,1,mike-wallace-1
Clarence Ward,2008-09-20,3,Texas-El Paso,,New Mexico State,L,2,28,14.0,0,clarence-ward-1
Brandon Warren,2008-09-20,3,Tennessee,,Florida,L,1,18,18.0,0,brandon-warren-2
Corey Welch,2008-09-20,4,Eastern Michigan,@,Maryland,L,3,82,27.3,0,corey-welch-1
Chastin West,2008-09-20,3,Fresno State,@,Toledo,W,1,26,26.0,0,chastin-west-1
Albert Williams,2008-09-20,3,Tulane,,Louisiana-Monroe,W,1,18,18.0,0,albert-williams-1
Breyon Williams,2008-09-20,4,Idaho,@,Utah State,L,1,6,6.0,0,breyon-williams-1
Bryant Williams,2008-09-20,4,New Mexico,@,Tulsa,L,1,19,19.0,0,bryant-williams-1
Chris Williams,2008-09-20,2,New Mexico State,@,Texas-El Paso,W,2,39,19.5,0,chris-williams-2
Derrick Williams,2008-09-20,4,Penn State,,Temple,W,1,16,16.0,0,derrick-williams-2
Jeremy Williams,2008-09-20,3,Tulane,,Louisiana-Monroe,W,2,64,32.0,0,jeremy-williams-1
Jon Williams,2008-09-20,4,East Carolina,@,North Carolina State,L,4,94,23.5,0,jon-williams-1
Josh Williams,2008-09-20,4,Eastern Michigan,@,Maryland,L,1,10,10.0,0,josh-williams-1
Keiland Williams,2008-09-20,3,Louisiana State,@,Auburn,W,2,46,23.0,0,keiland-williams-1
Kyle Williams,2008-09-20,4,Arizona State,,Georgia,L,4,116,29.0,0,kyle-williams-1
Robert Williams,2008-09-20,4,Louisiana-Monroe,@,Tulane,L,3,56,18.7,0,robert-williams-3
Aaron Winchester,2008-09-20,4,Western Michigan,,Tennessee Tech,W,2,55,27.5,0,aaron-winchester-1
Aundre Wright,2008-09-20,3,Pittsburgh,,Iowa,W,1,25,25.0,0,aundre-wright-1
Ed Young,2008-09-20,4,Buffalo,@,Missouri,L,1,16,16.0,0,ed-young-1
Travis Burks,2008-09-25,4,Tulane,,Southern Methodist,W,1,7,7.0,0,travis-burks-1
Chris Butler,2008-09-25,5,Southern Methodist,@,Tulane,L,5,102,20.4,0,chris-butler-3
C.J. Gable,2008-09-25,3,Southern California,@,Oregon State,L,1,13,13.0,0,cj-gable-1
Jessie Henderson,2008-09-25,5,Southern Methodist,@,Tulane,L,1,25,25.0,0,jessie-henderson-1
Ronald Johnson,2008-09-25,3,Southern California,@,Oregon State,L,3,76,25.3,0,ronald-johnson-2
Taylor Kavanaugh,2008-09-25,4,Oregon State,,Southern California,W,1,0,0.0,0,taylor-kavanaugh-1
James Rodgers,2008-09-25,4,Oregon State,,Southern California,W,2,44,22.0,0,james-rodgers-1
Albert Williams,2008-09-25,4,Tulane,,Southern Methodist,W,2,35,17.5,0,albert-williams-1
Jeremy Williams,2008-09-25,4,Tulane,,Southern Methodist,W,2,48,24.0,0,jeremy-williams-1
Vic Anderson,2008-09-26,4,Louisville,,Connecticut,L,2,39,19.5,0,vic-anderson-1
Darius Butler,2008-09-26,5,Connecticut,@,Louisville,W,2,47,23.5,0,darius-butler-1
Robbie Frey,2008-09-26,5,Connecticut,@,Louisville,W,2,17,8.5,0,robbie-frey-1
Joe Tronzo,2008-09-26,4,Louisville,,Connecticut,L,1,15,15.0,0,joe-tronzo-1
Vincent Abbott,2008-09-27,5,San Jose State,@,Hawaii,W,1,5,5.0,0,vincent-abbott-1
Tarrion Adams,2008-09-27,4,Tulsa,,Central Arkansas,W,1,19,19.0,0,tarrion-adams-1
Armando Allen,2008-09-27,4,Notre Dame,,Purdue,W,4,105,26.3,0,armando-allen-1
Marcus Anderson,2008-09-27,3,New Mexico State,,New Mexico,L,1,16,16.0,0,marcus-anderson-2
John Angelo,2008-09-27,5,Navy,@,Wake Forest,W,1,8,8.0,0,john-angelo-1
Javier Arenas,2008-09-27,5,Alabama,@,Georgia,W,2,50,25.0,0,javier-arenas-1
Terrence Austin,2008-09-27,4,UCLA,,Fresno State,L,6,206,34.3,0,terrence-austin-1
Kama Bailey,2008-09-27,5,Idaho,@,San Diego State,L,7,119,17.0,0,kama-bailey-1
Darin Baldwin,2008-09-27,4,Central Florida,@,Texas-El Paso,L,3,53,17.7,0,darin-baldwin-1
Sal Battles,2008-09-27,5,Kent State,@,Ball State,L,1,10,10.0,0,sal-battles-1
Shawn Bayes,2008-09-27,5,Kent State,@,Ball State,L,3,61,20.3,0,shawn-bayes-1
Hannibal Beauford,2008-09-27,5,Central Michigan,,Buffalo,W,1,17,17.0,0,hannibal-beauford-1
Arrelious Benn,2008-09-27,4,Illinois,@,Penn State,L,1,24,24.0,0,arrelious-benn-1
Jahvid Best,2008-09-27,4,California,,Colorado State,W,1,46,46.0,0,jahvid-best-1
Dontavia Bogan,2008-09-27,5,South Florida,@,North Carolina State,W,2,55,27.5,0,dontavia-bogan-1
Aaron Brown,2008-09-27,5,Texas Christian,@,Oklahoma,L,2,91,45.5,0,aaron-brown-2
Antonio Brown,2008-09-27,5,Central Michigan,,Buffalo,W,2,72,36.0,0,antonio-brown-1
Chykie Brown,2008-09-27,4,Texas,,Arkansas,W,1,29,29.0,0,chykie-brown-1
Davon Brown,2008-09-27,4,San Diego State,,Idaho,W,1,25,25.0,0,davon-brown-1
Devon Brown,2008-09-27,4,Wake Forest,,Navy,L,1,55,55.0,0,devon-brown-1
Meco Brown,2008-09-27,4,Northern Illinois,@,Eastern Michigan,W,1,17,17.0,0,meco-brown-1
Ramarcus Brown,2008-09-27,5,Georgia,,Alabama,L,6,146,24.3,0,ramarcus-brown-1
Dez Bryant,2008-09-27,4,Oklahoma State,,Troy,W,1,33,33.0,0,dez-bryant-1
Joe Burnett,2008-09-27,4,Central Florida,@,Texas-El Paso,L,2,47,23.5,0,joe-burnett-1
Jorrick Calvin,2008-09-27,4,Troy,@,Oklahoma State,L,7,191,27.3,0,jorrick-calvin-1
Dennis Campbell,2008-09-27,4,Rutgers,,Morgan State,W,1,24,24.0,0,dennis-campbell-1
Bryson Carl,2008-09-27,4,Army,@,Texas A&M,L,1,11,11.0,0,bryson-carl-1
Nigel Carr,2008-09-27,4,Florida State,,Colorado,W,1,0,0.0,0,nigel-carr-1
Tyron Carrier,2008-09-27,5,Houston,@,East Carolina,W,2,33,16.5,0,tyron-carrier-1
Jameson Carter,2008-09-27,4,Army,@,Texas A&M,L,3,59,19.7,0,jameson-carter-1
Jason Chery,2008-09-27,4,Louisiana,@,Kansas State,L,6,76,12.7,0,jason-chery-1
