Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Devin Anderson,2015-09-19,3,East Carolina,@,Navy,L,2,32,16.0,0,devin-anderson-3
Josh Anderson,2015-09-19,3,Troy,@,Wisconsin,L,5,15,3.0,0,josh-anderson-6
Trey Anderson,2015-09-19,3,Florida International,,North Carolina Central,W,1,4,4.0,0,trey-anderson-1
Austin Appleby,2015-09-19,3,Purdue,,Virginia Tech,L,13,11,0.8,1,austin-appleby-1
Nick Arbuckle,2015-09-19,3,Georgia State,@,Oregon,L,6,-14,-2.3,1,nick-arbuckle-1
Tommy Armstrong Jr,2015-09-19,3,Nebraska,@,Miami (FL),L,11,49,4.5,0,tommy-armstrong-jr-1
Deanthony Arnett,2015-09-19,3,Michigan State,,Air Force,W,1,2,2.0,0,deanthony-arnett-1
Dami Ayoola,2015-09-19,3,South Alabama,@,San Diego State,W,3,1,0.3,0,dami-ayoola-1
Sherman Badie,2015-09-19,3,Tulane,,Maine,W,6,71,11.8,1,sherman-badie-1
Jared Baker,2015-09-19,3,Arizona,,Northern Arizona,W,5,42,8.4,0,jared-baker-1
Ladarius Banks,2015-09-19,3,Vanderbilt,,Austin Peay,W,1,0,0.0,0,ladarius-banks-1
Thomas Banks,2015-09-19,3,Georgia Southern,,Citadel,W,2,4,2.0,0,thomas-banks-2
Peyton Barber,2015-09-19,3,Auburn,@,Louisiana State,L,7,34,4.9,0,peyton-barber-1
Brooks Barden,2015-09-19,3,UNC Charlotte,@,Middle Tennessee State,L,3,-17,-5.7,0,brooks-barden-1
Saquon Barkley,2015-09-19,3,Penn State,,Rutgers,W,21,195,9.3,2,saquon-barkley-1
J.T. Barrett,2015-09-19,3,Ohio State,,Northern Illinois,W,3,18,6.0,0,jt-barrett-1
C.J. Beathard,2015-09-19,3,Iowa,,Pittsburgh,W,8,39,4.9,1,cj-beathard-1
Tyler Bell,2015-09-19,3,Wake Forest,@,Army,W,8,26,3.3,0,tyler-bell-2
LeVante Bellamy,2015-09-19,3,Western Michigan,,Murray State,W,5,32,6.4,0,levante-bellamy-1
Russell Bellomy,2015-09-19,3,Texas-San Antonio,@,Oklahoma State,L,2,2,1.0,0,russell-bellomy-1
Steven Bench,2015-09-19,3,South Florida,@,Maryland,L,1,17,17.0,0,steven-bench-2
Shuler Bentley,2015-09-19,3,Old Dominion,,North Carolina State,L,4,-12,-3.0,0,shuler-bentley-1
C.J. Best,2015-09-19,3,Texas State,,Southern Mississippi,L,1,13,13.0,0,cj-best-1
Kenny Bias,2015-09-19,3,Texas-San Antonio,@,Oklahoma State,L,1,0,0.0,0,kenny-bias-1
Nicholas Black,2015-09-19,3,Army,,Wake Forest,L,1,1,1.0,0,nicholas-black-1
Jamauri Bogan,2015-09-19,3,Western Michigan,,Murray State,W,4,18,4.5,0,jamauri-bogan-1
Blake Bogenschutz,2015-09-19,3,Texas-San Antonio,@,Oklahoma State,L,5,-20,-4.0,0,blake-bogenschutz-1
Victor Bolden,2015-09-19,3,Oregon State,,San Jose State,W,4,27,6.8,0,victor-bolden-1
George Bollas,2015-09-19,3,Kent State,@,Minnesota,L,2,8,4.0,0,george-bollas-1
Devontae Booker,2015-09-19,3,Utah,@,Fresno State,W,31,156,5.0,2,devontae-booker-1
Mike Boone,2015-09-19,3,Cincinnati,@,Miami (OH),W,4,118,29.5,1,mike-boone-2
Joel Bouagnon,2015-09-19,3,Northern Illinois,@,Ohio State,L,21,78,3.7,0,joel-bouagnon-1
Tyler Boyd,2015-09-19,3,Pittsburgh,@,Iowa,L,2,7,3.5,0,tyler-boyd-1
Trevone Boykin,2015-09-19,3,Texas Christian,,Southern Methodist,W,11,50,4.5,1,trevone-boykin-1
Ahmad Bradshaw,2015-09-19,3,Army,,Wake Forest,L,22,61,2.8,1,ahmad-bradshaw-2
Matt Breida,2015-09-19,3,Georgia Southern,,Citadel,W,14,164,11.7,2,matt-breida-1
D'Angelo Brewer,2015-09-19,3,Tulsa,@,Oklahoma,L,5,13,2.6,0,dangelo-brewer-1
Jacoby Brissett,2015-09-19,3,North Carolina State,@,Old Dominion,W,9,43,4.8,1,jacoby-brissett-2
Daniel Brooks,2015-09-19,3,Oklahoma,,Tulsa,W,5,23,4.6,0,daniel-brooks-1
Tony Brooks-James,2015-09-19,3,Oregon,,Georgia State,W,12,50,4.2,0,tony-brooks-james-1
Nick Brossette,2015-09-19,3,Louisiana State,,Auburn,W,4,13,3.3,0,nick-brossette-1
Chris Brown,2015-09-19,3,Oregon State,,San Jose State,W,3,7,2.3,0,chris-brown-14
Dorian Brown,2015-09-19,3,Ohio,,Southeastern Louisiana,W,5,18,3.6,0,dorian-brown-1
Garrett Brown,2015-09-19,3,Air Force,@,Michigan State,L,1,8,8.0,0,garrett-brown-2
Tyler Brown,2015-09-19,3,Iowa State,@,Toledo,L,1,1,1.0,0,tyler-brown-1
Wes Brown,2015-09-19,3,Maryland,,South Florida,W,1,3,3.0,0,wes-brown-2
Jake Browning,2015-09-19,3,Washington,,Utah State,W,3,-1,-0.3,0,jake-browning-1
Jeremiah Bryson,2015-09-19,3,Middle Tennessee State,,UNC Charlotte,W,6,36,6.0,0,jeremiah-bryson-1
Andrew Buie,2015-09-19,3,UNC Charlotte,@,Middle Tennessee State,L,8,28,3.5,0,andrew-buie-1
Jarrett Burgess,2015-09-19,3,Purdue,,Virginia Tech,L,1,29,29.0,0,jarrett-burgess-1
Brandon Burks,2015-09-19,3,Troy,@,Wisconsin,L,19,62,3.3,0,brandon-burks-1
Henry Bussey,2015-09-19,3,Florida Atlantic,,Buffalo,L,3,34,11.3,0,henry-bussey-1
James Butler,2015-09-19,3,Nevada,@,Texas A&M,L,17,107,6.3,0,james-butler-4
Marcus Caffey,2015-09-19,3,Georgia State,@,Oregon,L,8,19,2.4,0,marcus-caffey-1
Antonio Callaway,2015-09-19,3,Florida,@,Kentucky,W,1,9,9.0,0,antonio-callaway-1
Tyler Cameron,2015-09-19,3,Florida Atlantic,,Buffalo,L,1,5,5.0,0,tyler-cameron-1
Xzaviar Campbell,2015-09-19,3,Nevada-Las Vegas,@,Michigan,L,6,13,2.2,0,xzaviar-campbell-1
Jordan Canzeri,2015-09-19,3,Iowa,,Pittsburgh,W,12,49,4.1,2,jordan-canzeri-1
Jeff Carr,2015-09-19,3,Oklahoma State,,Texas-San Antonio,W,3,8,2.7,0,jeff-carr-2
Patrick Carr,2015-09-19,3,Colorado,N,Colorado State,W,1,-2,-2.0,0,patrick-carr-1
Chris Carson,2015-09-19,3,Oklahoma State,,Texas-San Antonio,W,17,104,6.1,2,chris-carson-1
Shon Carson,2015-09-19,3,South Carolina,@,Georgia,L,7,7,1.0,0,shon-carson-1
Tra Carson,2015-09-19,3,Texas A&M,,Nevada,W,22,137,6.2,0,tra-carson-1
Nate Carter,2015-09-19,3,Brigham Young,@,UCLA,L,7,22,3.1,0,nate-carter-2
Calvin Cass Jr.,2015-09-19,2,Navy,,East Carolina,W,2,10,5.0,0,calvin-cass-jr-1
Mark Chapman,2015-09-19,3,Central Michigan,@,Syracuse,L,1,1,1.0,0,mark-chapman-2
Tra'Von Chapman,2015-09-19,3,Akron,,Savannah State,W,7,12,1.7,0,travon-chapman-1
Jehu Chesson,2015-09-19,3,Michigan,,Nevada-Las Vegas,W,1,36,36.0,1,jehu-chesson-1
Rennie Childs,2015-09-19,3,Oklahoma State,,Texas-San Antonio,W,8,32,4.0,1,rennie-childs-1
Nick Chubb,2015-09-19,3,Georgia,,South Carolina,W,21,159,7.6,2,nick-chubb-1
Marcus Clark,2015-09-19,3,Florida Atlantic,,Buffalo,L,3,24,8.0,0,marcus-clark-1
Cody Clements,2015-09-19,3,South Alabama,@,San Diego State,W,4,11,2.8,0,cody-clements-1
Cameron Coffman,2015-09-19,3,Wyoming,@,Washington State,L,6,-39,-6.5,0,cameron-coffman-1
Jake Coker,2015-09-19,3,Alabama,,Mississippi,L,7,58,8.3,1,jake-coker-1
Darrel Colbert,2015-09-19,3,Southern Methodist,@,Texas Christian,L,2,6,3.0,0,darrel-colbert-1
Matt Colburn,2015-09-19,3,Wake Forest,@,Army,W,4,21,5.3,0,matt-colburn-1
J.C. Coleman,2015-09-19,3,Virginia Tech,@,Purdue,W,10,46,4.6,1,jc-coleman-1
Lavon Coleman,2015-09-19,3,Washington,,Utah State,W,1,0,0.0,0,lavon-coleman-1
Alex Collins,2015-09-19,3,Arkansas,,Texas Tech,L,28,170,6.1,1,alex-collins-1
Seth Collins,2015-09-19,3,Oregon State,,San Jose State,W,16,114,7.1,2,seth-collins-1
Connor Cook,2015-09-19,3,Michigan State,,Air Force,W,7,-4,-0.6,0,connor-cook-1
Jarvis Cooper,2015-09-19,3,Memphis,@,Bowling Green State,W,9,15,1.7,0,jarvis-cooper-1
Pharoh Cooper,2015-09-19,3,South Carolina,@,Georgia,L,5,34,6.8,0,pharoh-cooper-1
Fred Coppet,2015-09-19,3,Bowling Green State,,Memphis,L,5,30,6.0,0,fred-coppet-1
Jeffery Coprich,2015-09-19,3,California,@,Texas,W,1,3,3.0,0,jeffery-coprich-1
Cody Core,2015-09-19,3,Mississippi,@,Alabama,W,1,1,1.0,0,cody-core-1
Taylor Cornelius,2015-09-19,3,Oklahoma State,,Texas-San Antonio,W,1,-6,-6.0,0,taylor-cornelius-1
Britain Covey,2015-09-19,3,Utah,@,Fresno State,W,1,-2,-2.0,0,britain-covey-1
Sam Craft,2015-09-19,3,Memphis,@,Bowling Green State,W,11,50,4.5,1,sam-craft-1
Tim Crawley,2015-09-19,3,San Jose State,@,Oregon State,L,1,2,2.0,0,tim-crawley-1
Jordan Cronkrite,2015-09-19,3,Florida,@,Kentucky,W,6,12,2.0,0,jordan-cronkrite-1
Imani Cross,2015-09-19,3,Nebraska,@,Miami (FL),L,4,11,2.8,0,imani-cross-1
Chayce Crouch,2015-09-19,3,Illinois,@,North Carolina,L,4,16,4.0,1,chayce-crouch-1
Chris Dadson,2015-09-19,3,San Jose State,@,Oregon State,L,1,1,1.0,0,chris-dadson-1
Leshun Daniels Jr,2015-09-19,3,Iowa,,Pittsburgh,W,9,17,1.9,0,leshun-daniels-jr-1
Amara Darboh,2015-09-19,3,Michigan,,Nevada-Las Vegas,W,1,4,4.0,0,amara-darboh-1
Eddie Daugherty,2015-09-19,3,Eastern Michigan,,Ball State,L,2,-3,-1.5,0,eddie-daugherty-1
Shayne Davern,2015-09-19,3,Air Force,@,Michigan State,L,5,41,8.2,0,shayne-davern-1
Anthony Davis,2015-09-19,3,Western Kentucky,@,Indiana,L,2,8,4.0,0,anthony-davis-7
Dominic Davis,2015-09-19,3,Southern California,,Stanford,L,2,16,8.0,0,dominic-davis-1
Imani Davis,2015-09-19,3,Akron,,Savannah State,W,1,4,4.0,0,imani-davis-1
Jowan Davis,2015-09-19,3,Rice,@,North Texas,W,21,102,4.9,0,jowan-davis-1
Justin Davis,2015-09-19,3,Southern California,,Stanford,L,8,46,5.8,0,justin-davis-2
Keion Davis,2015-09-19,3,Marshall,,Norfolk State,W,8,31,3.9,1,keion-davis-1
Matt Davis,2015-09-19,3,Southern Methodist,@,Texas Christian,L,17,62,3.6,2,matt-davis-4
Melvin Davis,2015-09-19,3,Hawaii,,California-Davis,W,12,45,3.8,2,melvin-davis-2
Brandon Dawkins,2015-09-19,3,Arizona,,Northern Arizona,W,2,74,37.0,1,brandon-dawkins-2
Dalyn Dawkins,2015-09-19,3,Colorado State,N,Colorado,L,20,118,5.9,1,dalyn-dawkins-1
Matt Dayes,2015-09-19,3,North Carolina State,@,Old Dominion,W,20,108,5.4,1,matt-dayes-1
Taiwan Deal,2015-09-19,3,Wisconsin,,Troy,W,16,84,5.3,0,taiwan-deal-1
Malik Dear,2015-09-19,3,Mississippi State,,Northwestern State,W,1,19,19.0,0,malik-dear-1
Blake Decker,2015-09-19,3,Nevada-Las Vegas,@,Michigan,L,6,21,3.5,0,blake-decker-1
Derrick Dick,2015-09-19,3,Texas-San Antonio,@,Oklahoma State,L,1,5,5.0,0,derrick-dick-1
Darik Dillard,2015-09-19,3,Rice,@,North Texas,W,5,21,4.2,0,darik-dillard-1
Winston Dimel,2015-09-19,3,Kansas State,,Louisiana Tech,W,3,1,0.3,0,winston-dimel-1
Kenneth Dixon,2015-09-19,3,Louisiana Tech,@,Kansas State,L,17,81,4.8,0,kenneth-dixon-1
Joshua Dobbs,2015-09-19,3,Tennessee,,Western Carolina,W,4,6,1.5,0,joshua-dobbs-1
Brice Dolezal,2015-09-19,3,Texas A&M,,Nevada,W,3,24,8.0,0,brice-dolezal-1
Doroland Dorceus,2015-09-19,3,Memphis,@,Bowling Green State,W,16,75,4.7,1,doroland-dorceus-1
Quinten Dormady,2015-09-19,3,Tennessee,,Western Carolina,W,2,-2,-1.0,0,quinten-dormady-1
Brandon Doughty,2015-09-19,3,Western Kentucky,@,Indiana,L,1,11,11.0,0,brandon-doughty-1
Brendan Douglas,2015-09-19,3,Georgia,,South Carolina,W,1,-1,-1.0,0,brendan-douglas-1
Laquintus Dowell,2015-09-19,3,Texas-El Paso,@,New Mexico State,W,11,76,6.9,1,laquintus-dowell-1
Christian Drake,2015-09-19,3,Army,,Wake Forest,L,2,37,18.5,1,christian-drake-1
Kenyan Drake,2015-09-19,3,Alabama,,Mississippi,L,11,33,3.0,0,kenyan-drake-1
Jason Driskel,2015-09-19,3,Florida Atlantic,,Buffalo,L,9,-12,-1.3,0,jason-driskel-1
Jeff Driskel,2015-09-19,3,Louisiana Tech,@,Kansas State,L,19,42,2.2,2,jeff-driskel-1
Aaron Duckworth,2015-09-19,3,Idaho,,Wofford,W,12,50,4.2,3,aaron-duckworth-1
Garrison Duncan,2015-09-19,3,UNC Charlotte,@,Middle Tennessee State,L,2,3,1.5,0,garrison-duncan-1
Eric Dungey,2015-09-19,3,Syracuse,,Central Michigan,W,4,50,12.5,1,eric-dungey-1
Darius Durall,2015-09-19,3,Southern Methodist,@,Texas Christian,L,1,7,7.0,0,darius-durall-1
Trayion Durham,2015-09-19,3,Kent State,@,Minnesota,L,2,4,2.0,0,trayion-durham-1
Trey Dye,2015-09-19,3,Brigham Young,@,UCLA,L,1,1,1.0,0,trey-dye-1
Trey Edmunds,2015-09-19,3,Virginia Tech,@,Purdue,W,9,72,8.0,0,trey-edmunds-1
Ezekiel Elliott,2015-09-19,3,Ohio State,,Northern Illinois,W,23,108,4.7,0,ezekiel-elliott-1
Jordan Ellis,2015-09-19,3,Virginia,,William & Mary,W,5,50,10.0,1,jordan-ellis-2
Kevin Ellison,2015-09-19,3,Georgia Southern,,Citadel,W,6,18,3.0,2,kevin-ellison-3
Phillip Ely,2015-09-19,3,Toledo,,Iowa State,W,2,8,4.0,0,phillip-ely-2
Vic Enwere,2015-09-19,3,California,@,Texas,W,16,73,4.6,2,vic-enwere-1
Henry Enyenihi,2015-09-19,3,Illinois,@,North Carolina,L,5,8,1.6,0,henry-enyenihi-1
Tyler Ervin,2015-09-19,3,San Jose State,@,Oregon State,L,21,93,4.4,2,tyler-ervin-1
Brisly Estime,2015-09-19,3,Syracuse,,Central Michigan,W,1,11,11.0,0,brisly-estime-1
Kwame Etwi,2015-09-19,3,Texas A&M,,Nevada,W,2,4,2.0,0,kwame-etwi-1
Dane Evans,2015-09-19,3,Tulsa,@,Oklahoma,L,4,2,0.5,0,dane-evans-1
Nico Evans,2015-09-19,3,Wyoming,@,Washington State,L,1,-1,-1.0,0,nico-evans-1
Quentin Ezell,2015-09-19,2,Navy,,East Carolina,W,9,45,5.0,0,quentin-ezell-1
A.J. Ezzard,2015-09-19,2,North Texas,,Rice,L,3,8,2.7,1,aj-ezzard-1
Luke Falk,2015-09-19,3,Washington State,,Wyoming,W,6,-22,-3.7,1,luke-falk-1
D'Andre Ferby,2015-09-19,3,Western Kentucky,@,Indiana,L,21,58,2.8,2,dandre-ferby-1
Josh Ferguson,2015-09-19,3,Illinois,@,North Carolina,L,22,133,6.0,1,josh-ferguson-3
Shay Fields,2015-09-19,3,Colorado,N,Colorado State,W,1,17,17.0,0,shay-fields-1
Wesley Fields,2015-09-19,3,Georgia Southern,,Citadel,W,10,62,6.2,1,wesley-fields-1
Nick Fitzgerald,2015-09-19,3,Mississippi State,,Northwestern State,W,5,28,5.6,2,nick-fitzgerald-2
Tom Flacco,2015-09-19,3,Western Michigan,,Murray State,W,3,33,11.0,1,tom-flacco-1
Andre Flakes,2015-09-19,3,Troy,@,Wisconsin,L,2,9,4.5,0,andre-flakes-1
Quinton Flowers,2015-09-19,3,South Florida,@,Maryland,L,24,85,3.5,1,quinton-flowers-1
Armanti Foreman,2015-09-19,3,Texas,,California,L,1,0,0.0,0,armanti-foreman-1
D'Onta Foreman,2015-09-19,3,Texas,,California,L,9,47,5.2,1,donta-foreman-1
Leonard Fournette,2015-09-19,3,Louisiana State,,Auburn,W,19,228,12.0,3,leonard-fournette-1
Jarvion Franklin,2015-09-19,3,Western Michigan,,Murray State,W,27,161,6.0,1,jarvion-franklin-1
Mose Frazier,2015-09-19,3,Memphis,@,Bowling Green State,W,3,-1,-0.3,0,mose-frazier-1
Jordan Fredericks,2015-09-19,3,Syracuse,,Central Michigan,W,11,73,6.6,1,jordan-fredericks-1
Royce Freeman,2015-09-19,3,Oregon,,Georgia State,W,10,101,10.1,1,royce-freeman-1
Blake Frohnapfel,2015-09-19,2,Massachusetts,,Temple,L,2,-10,-5.0,0,blake-frohnapfel-1
Deionte Gaines,2015-09-19,3,Colorado State,N,Colorado,L,1,9,9.0,0,deionte-gaines-1
Alex Gardner,2015-09-19,3,Florida International,,North Carolina Central,W,20,81,4.1,1,alex-gardner-2
Dustin Garrison,2015-09-19,3,Fresno State,,Utah,L,5,12,2.4,0,dustin-garrison-1
Myles Gaskin,2015-09-19,3,Washington,,Utah State,W,15,42,2.8,0,myles-gaskin-1
Jeremy Gaskins,2015-09-19,3,Florida Atlantic,,Buffalo,L,1,2,2.0,0,jeremy-gaskins-1
Tanner Gentry,2015-09-19,3,Wyoming,@,Washington State,L,1,6,6.0,0,tanner-gentry-1
Matt Giachinta,2015-09-19,3,Army,,Wake Forest,L,8,32,4.0,0,matt-giachinta-1
James Gilbert,2015-09-19,3,Ball State,@,Eastern Michigan,W,15,39,2.6,2,james-gilbert-2
Devin Glenn,2015-09-19,3,Tulane,,Maine,W,2,3,1.5,0,devin-glenn-1
Jared Goff,2015-09-19,3,California,@,Texas,W,3,14,4.7,0,jared-goff-1
Autrey Golden,2015-09-19,3,Texas-El Paso,@,New Mexico State,W,1,1,1.0,0,autrey-golden-1
Justin Goodwin,2015-09-19,3,Rutgers,@,Penn State,L,1,4,4.0,0,justin-goodwin-1
Dakota Gordon,2015-09-19,3,San Diego State,,South Alabama,L,1,-5,-5.0,0,dakota-gordon-1
Michael Gordon,2015-09-19,3,Arkansas State,,Missouri State,W,9,92,10.2,1,michael-gordon-1
Austin Grammer,2015-09-19,3,Middle Tennessee State,,UNC Charlotte,W,1,4,4.0,0,austin-grammer-1
Joe Gray,2015-09-19,3,San Jose State,@,Oregon State,L,1,-8,-8.0,0,joe-gray-1
Johnathan Gray,2015-09-19,3,Texas,,California,L,11,46,4.2,2,johnathan-gray-1
Aaron Green,2015-09-19,3,Texas Christian,,Southern Methodist,W,21,164,7.8,2,aaron-green-1
Darian Green,2015-09-19,3,Ball State,@,Eastern Michigan,W,25,164,6.6,0,darian-green-1
Derrick Green,2015-09-19,3,Michigan,,Nevada-Las Vegas,W,3,10,3.3,0,derrick-green-1
Tion Green,2015-09-19,3,Cincinnati,@,Miami (OH),W,19,66,3.5,1,tion-green-1
Zach Green,2015-09-19,3,Arizona,,Northern Arizona,W,4,31,7.8,0,zach-green-2
Travis Greene,2015-09-19,3,Bowling Green State,,Memphis,L,11,63,5.7,0,travis-greene-1
Cody Grice,2015-09-19,3,Akron,,Savannah State,W,5,7,1.4,3,cody-grice-1
Will Grier,2015-09-19,3,Florida,@,Kentucky,W,12,61,5.1,1,will-grier-1
Taj Griffin,2015-09-19,3,Oregon,,Georgia State,W,14,56,4.0,1,taj-griffin-1
Glenn Gronkowski,2015-09-19,3,Kansas State,,Louisiana Tech,W,2,4,2.0,0,glenn-gronkowski-1
Aaron Grubb,2015-09-19,3,Texas-San Antonio,@,Oklahoma State,L,1,3,3.0,0,aaron-grubb-1
Derrius Guice,2015-09-19,3,Louisiana State,,Auburn,W,6,55,9.2,0,derrius-guice-1
Toneo Gulley,2015-09-19,2,Navy,,East Carolina,W,2,24,12.0,0,toneo-gulley-1
Christian Hackenberg,2015-09-19,3,Penn State,,Rutgers,W,2,3,1.5,0,christian-hackenberg-1
Jonathan Haden,2015-09-19,3,Arizona,,Northern Arizona,W,2,16,8.0,0,jonathan-haden-1
Chris Hairston,2015-09-19,3,East Carolina,@,Navy,L,10,38,3.8,0,chris-hairston-2
Donavan Hale,2015-09-19,3,Indiana,,Western Kentucky,W,1,-4,-4.0,0,donavan-hale-1
Darrin Hall,2015-09-19,3,Pittsburgh,@,Iowa,L,14,38,2.7,0,darrin-hall-1
Peyton Hall,2015-09-19,3,Texas-San Antonio,@,Oklahoma State,L,2,10,5.0,0,peyton-hall-1
Xavier Hall,2015-09-19,3,New Mexico State,,Texas-El Paso,L,5,36,7.2,0,xavier-hall-1
Daniel Hamm,2015-09-19,3,Virginia,,William & Mary,W,3,6,2.0,0,daniel-hamm-1
Drew Hare,2015-09-19,3,Northern Illinois,@,Ohio State,L,13,23,1.8,0,drew-hare-1
Keith Harrington,2015-09-19,3,Washington State,,Wyoming,W,6,68,11.3,1,keith-harrington-1
Brandon Harris,2015-09-19,3,Louisiana State,,Auburn,W,8,66,8.3,2,brandon-harris-4
Drue Harris,2015-09-19,3,Army,,Wake Forest,L,6,13,2.2,0,drue-harris-1
Paul Harris,2015-09-19,3,Hawaii,,California-Davis,W,11,147,13.4,1,paul-harris-3
Tyler Harris,2015-09-19,3,Central Florida,,Furman,L,2,15,7.5,0,tyler-harris-2
Jahray Hayes,2015-09-19,3,Central Michigan,@,Syracuse,L,12,51,4.3,0,jahray-hayes-1
Justice Hayes,2015-09-19,3,Southern Mississippi,@,Texas State,W,4,11,2.8,0,justice-hayes-1
Jerrod Heard,2015-09-19,3,Texas,,California,L,24,163,6.8,3,jerrod-heard-1
Carlos Henderson,2015-09-19,3,Louisiana Tech,@,Kansas State,L,1,12,12.0,0,carlos-henderson-1
Derrick Henry,2015-09-19,3,Alabama,,Mississippi,L,23,127,5.5,1,derrick-henry-2
Noah Hickey,2015-09-19,3,Georgia Southern,,Citadel,W,1,4,4.0,0,noah-hickey-1
Josh Hicks,2015-09-19,3,Rutgers,@,Penn State,L,7,49,7.0,0,josh-hicks-1
Kyle Hicks,2015-09-19,3,Texas Christian,,Southern Methodist,W,3,12,4.0,0,kyle-hicks-1
Brian Hill,2015-09-19,3,Wyoming,@,Washington State,L,20,139,7.0,0,brian-hill-4
Dontrell Hilliard,2015-09-19,3,Tulane,,Maine,W,8,117,14.6,2,dontrell-hilliard-1
Adam Hine,2015-09-19,3,Brigham Young,@,UCLA,L,23,149,6.5,1,adam-hine-1
Nyheim Hines,2015-09-19,3,North Carolina State,@,Old Dominion,W,1,2,2.0,0,nyheim-hines-1
Tabari Hines,2015-09-19,3,Wake Forest,@,Army,W,1,-5,-5.0,0,tabari-hines-1
Kendall Hinton,2015-09-19,3,Wake Forest,@,Army,W,17,101,5.9,2,kendall-hinton-1
Damion Hobbs,2015-09-19,3,Utah State,@,Washington,L,2,3,1.5,0,damion-hobbs-1
Kevin Hogan,2015-09-19,3,Stanford,@,Southern California,W,7,28,4.0,0,kevin-hogan-2
Gunnar Holcombe,2015-09-19,3,Marshall,,Norfolk State,W,3,4,1.3,0,gunnar-holcombe-1
Nick Holley,2015-09-19,3,Kent State,@,Minnesota,L,17,58,3.4,0,nick-holley-1
Brandon Holloway,2015-09-19,3,Mississippi State,,Northwestern State,W,1,4,4.0,0,brandon-holloway-1
Gerald Holmes,2015-09-19,3,Michigan State,,Air Force,W,3,7,2.3,0,gerald-holmes-1
Elijah Hood,2015-09-19,3,North Carolina,,Illinois,W,16,129,8.1,1,elijah-hood-1
Mikel Horton,2015-09-19,3,Kentucky,,Florida,L,9,21,2.3,0,mikel-horton-1
Sione Houma,2015-09-19,3,Michigan,,Nevada-Las Vegas,W,2,3,1.5,1,sione-houma-1
Jordan Howard,2015-09-19,3,Indiana,,Western Kentucky,W,31,203,6.5,0,jordan-howard-1
Pig Howard,2015-09-19,3,Tennessee,,Western Carolina,W,1,1,1.0,0,pig-howard-1
Greg Howell,2015-09-19,3,Florida Atlantic,,Buffalo,L,14,75,5.4,0,greg-howell-1
Joe Hubener,2015-09-19,3,Kansas State,,Louisiana Tech,W,8,9,1.1,0,joe-hubener-1
Jordan Huff,2015-09-19,3,Northern Illinois,@,Ohio State,L,3,5,1.7,0,jordan-huff-1
Treyvon Hughes,2015-09-19,3,Texas-El Paso,@,New Mexico State,W,1,-1,-1.0,0,treyvon-hughes-1
Conor Hundley,2015-09-19,3,Akron,,Savannah State,W,12,127,10.6,1,conor-hundley-1
Kareem Hunt,2015-09-19,3,Toledo,,Iowa State,W,24,129,5.4,0,kareem-hunt-1
Lajuan Hunt,2015-09-19,3,Utah State,@,Washington,L,13,40,3.1,0,lajuan-hunt-1
Tyler Hunt,2015-09-19,3,Missouri,,Connecticut,W,1,2,2.0,0,tyler-hunt-2
Torii Hunter Jr,2015-09-19,3,Notre Dame,,Georgia Tech,W,1,8,8.0,0,torii-hunter-jr-1
Jalen Hurd,2015-09-19,3,Tennessee,,Western Carolina,W,11,68,6.2,1,jalen-hurd-1
Ty Isaac,2015-09-19,3,Michigan,,Nevada-Las Vegas,W,8,114,14.3,1,ty-isaac-1
Willy Ivery,2015-09-19,2,North Texas,,Rice,L,5,47,9.4,0,willy-ivery-1
Darius Jackson,2015-09-19,3,Eastern Michigan,,Ball State,L,7,97,13.9,2,darius-jackson-1
Don Jackson,2015-09-19,3,Nevada,@,Texas A&M,L,16,53,3.3,1,don-jackson-2
Donte Jackson,2015-09-19,3,Louisiana State,,Auburn,W,1,14,14.0,0,donte-jackson-1
Driphus Jackson,2015-09-19,3,Rice,@,North Texas,W,6,-14,-2.3,0,driphus-jackson-1
Justin Jackson,2015-09-19,3,Northwestern,@,Duke,W,35,120,3.4,0,justin-jackson-5
Nick Jacobs,2015-09-19,3,Memphis,@,Bowling Green State,W,1,11,11.0,0,nick-jacobs-1
Soso Jamabo,2015-09-19,3,UCLA,,Brigham Young,W,2,-1,-0.5,0,soso-jamabo-1
Chris James,2015-09-19,3,Pittsburgh,@,Iowa,L,2,0,0.0,0,chris-james-9
Paul James,2015-09-19,3,Rutgers,@,Penn State,L,10,7,0.7,0,paul-james-1
Jauan Jennings,2015-09-19,3,Tennessee,,Western Carolina,W,2,13,6.5,0,jauan-jennings-1
Antoinne Jimmerson,2015-09-19,2,North Texas,,Rice,L,13,94,7.2,0,antoinne-jimmerson-1
Matt Johns,2015-09-19,3,Virginia,,William & Mary,W,6,2,0.3,0,matt-johns-1
D'Ernest Johnson,2015-09-19,3,South Florida,@,Maryland,L,7,25,3.6,0,dernest-johnson-1
D.J. Johnson,2015-09-19,3,Air Force,@,Michigan State,L,8,25,3.1,1,dj-johnson-5
Daje Johnson,2015-09-19,3,Texas,,California,L,2,6,3.0,0,daje-johnson-1
Devon Johnson,2015-09-19,3,Marshall,,Norfolk State,W,22,122,5.5,1,devon-johnson-1
Drake Johnson,2015-09-19,3,Michigan,,Nevada-Las Vegas,W,5,28,5.6,0,drake-johnson-1
Jeremy Johnson,2015-09-19,3,Auburn,@,Louisiana State,L,12,41,3.4,1,jeremy-johnson-5
