Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Walter Priestley,2003-09-06,2,North Texas,,Baylor,W,walter-priestley-1,1,5,0,
Ronnie Prude,2003-09-06,2,Louisiana State,@,Arizona,W,ronnie-prude-1,1,0,0,
Kellen Pruitt,2003-09-06,1,Syracuse,@,North Carolina,W,kellen-pruitt-1,1,16,0,
Robert Reynolds,2003-09-06,2,Ohio State,,San Diego State,W,robert-reynolds-1,1,19,0,
Leroy Smith,2003-09-06,2,Florida State,,Maryland,W,leroy-smith-1,1,32,0,
Terrance Smith,2003-09-06,2,Connecticut,@,Army,W,terrance-smith-1,1,0,0,
Cody Spencer,2003-09-06,2,North Texas,,Baylor,W,cody-spencer-1,1,0,0,
Ben Stratton,2003-09-06,2,Colorado State,@,California,W,ben-stratton-1,1,0,0,
Demarquis Terry,2003-09-06,2,Memphis,,Mississippi,W,demarquis-terry-1,1,0,0,
Ricky Thomas,2003-09-06,2,Louisiana,,Louisiana Tech,L,ricky-thomas-1,1,0,0,
Gabriel Toomey,2003-09-06,2,Kansas,,Nevada-Las Vegas,W,gabriel-toomey-1,1,29,1,
Don Turner,2003-09-06,2,Washington State,@,Notre Dame,L,don-turner-1,1,0,0,
Charles Tynes,2003-09-06,2,Marshall,@,Tennessee,L,charles-tynes-1,1,19,0,
Rashad Washington,2003-09-06,3,Kansas State,,McNeese State,W,rashad-washington-1,2,49,1,
Monquiz Wedlow,2003-09-06,2,Michigan State,,Rutgers,W,monquiz-wedlow-1,1,29,1,
Sidney Wiley,2003-09-06,2,New Mexico,@,Texas Tech,L,sidney-wiley-1,1,1,0,
Chuck Wilke,2003-09-06,1,Army,,Connecticut,L,chuck-wilke-1,1,0,0,
Orlandus Williams,2003-09-06,2,Louisiana Tech,@,Louisiana,W,orlandus-williams-1,1,0,0,
Stanley Wilson,2003-09-06,1,Stanford,,San Jose State,W,stanley-wilson-1,1,0,0,
Alan Zemaitis,2003-09-06,2,Penn State,,Boston College,L,alan-zemaitis-1,1,13,0,
Patrick Body,2003-09-12,3,Toledo,@,Marshall,W,patrick-body-1,1,0,0,
Brandon Hefflin,2003-09-12,3,Toledo,@,Marshall,W,brandon-hefflin-1,1,0,0,
Kedrick Alexander,2003-09-13,3,Tulsa,,Texas State,W,kedrick-alexander-1,1,18,0,
Nate Allen,2003-09-13,3,Air Force,,North Texas,W,nate-allen-2,1,38,0,
Chad Anderson,2003-09-13,3,Kentucky,@,Alabama,L,chad-anderson-1,1,0,0,
Willie Andrews,2003-09-13,3,Baylor,,Southern Methodist,W,willie-andrews-1,1,0,0,
Derrick Ansley,2003-09-13,3,Troy,@,Alabama-Birmingham,W,derrick-ansley-1,1,0,0,
Trumaine Banks,2003-09-13,3,Minnesota,@,Ohio,W,trumaine-banks-1,1,0,0,
Will Blackmon,2003-09-13,3,Boston College,@,Connecticut,W,will-blackmon-1,2,20,0,
Delente Brewer,2003-09-13,2,Army,,Rutgers,L,delente-brewer-1,1,0,0,
Jamaal Brimmer,2003-09-13,3,Nevada-Las Vegas,@,Wisconsin,W,jamaal-brimmer-1,2,65,0,
Greg Brooks,2003-09-13,3,Southern Mississippi,,Memphis,W,greg-brooks-1,2,24,0,
Jonathan Burke,2003-09-13,3,Arkansas State,,Southeast Missouri State,W,jonathan-burke-1,2,56,0,
John Busing,2003-09-13,2,Miami (OH),@,Northwestern,W,john-busing-1,1,0,0,
Rashad Butler,2003-09-13,3,Ohio,,Minnesota,L,rashad-butler-2,1,0,0,
Warren Butler,2003-09-13,3,Alabama-Birmingham,,Troy,L,warren-butler-1,1,9,0,
Eric Carrie,2003-09-13,3,New Mexico State,@,Oregon State,L,eric-carrie-1 ,1,1,0,
Brandon Cathy,2003-09-13,3,Colorado State,,Weber State,W,brandon-cathy-1,1,0,0,
Brandon Chillar,2003-09-13,2,UCLA,,Illinois,W,brandon-chillar-1,1,0,0,
Erik Coleman,2003-09-13,3,Washington State,@,Colorado,W,erik-coleman-1,1,14,0,
Paul Cook,2003-09-13,3,Boston College,@,Connecticut,W,paul-cook-1,1,20,0,
James Cooper,2003-09-13,3,Michigan State,,Louisiana Tech,L,james-cooper-2,1,6,0,
Almondo Curry,2003-09-13,3,Virginia,@,Western Michigan,W,almondo-curry-1,1,23,1,
Markus Curry,2003-09-13,3,Michigan,,Notre Dame,W,markus-curry-1,1,0,0,
Jason David,2003-09-13,3,Washington State,@,Colorado,W,jason-david-1,1,41,1,
A.J. Davis,2003-09-13,3,North Carolina State,@,Ohio State,L,aj-davis-1,1,17,0,
Shannon Davis,2003-09-13,3,Kent State,,Youngstown State,W,shannon-davis-1,1,0,0,
Robert Douglas,2003-09-13,3,Memphis,@,Southern Mississippi,L,robert-douglas-1,1,0,0,
Jacob Elimimian,2003-09-13,3,San Diego State,@,Texas-El Paso,W,jacob-elimimian-1,2,88,1,
Jamar Enzor,2003-09-13,2,Cincinnati,@,West Virginia,W,jamar-enzor-1,1,10,0,
Johnny Faulk,2003-09-13,3,Troy,@,Alabama-Birmingham,W,johnny-faulk-1,1,12,0,
Alfred Fincher,2003-09-13,3,Connecticut,,Boston College,L,alfred-fincher-1,1,26,0,
Oliver Fletcher,2003-09-13,3,Tulsa,,Texas State,W,oliver-fletcher-1,1,36,0,
Tony Franklin,2003-09-13,3,Virginia,@,Western Michigan,W,tony-franklin-1,1,45,1,
Richard Glover,2003-09-13,3,New Mexico State,@,Oregon State,L,richard-glover-1,1,44,0,
Greg Golden,2003-09-13,3,North Carolina State,@,Ohio State,L,greg-golden-1,1,0,0,
Michael Harden,2003-09-13,3,Missouri,,Eastern Illinois,W,michael-harden-1,1,0,0,
Rico Harris,2003-09-13,2,Southern Methodist,@,Baylor,L,rico-harris-1,1,23,0,
A.J. Hawk,2003-09-13,3,Ohio State,,North Carolina State,W,aj-hawk-1,1,55,0,
Kevin Hobbs,2003-09-13,3,Auburn,@,Vanderbilt,W,kevin-hobbs-1,1,13,0,
Daven Holly,2003-09-13,2,Cincinnati,@,West Virginia,W,daven-holly-1,1,1,0,
Jermaine Hope,2003-09-13,3,Tulsa,,Texas State,W,jermaine-hope-1,1,6,0,
Reuben Houston,2003-09-13,3,Georgia Tech,@,Florida State,L,reuben-houston-1,1,47,0,
Brett Hudson,2003-09-13,2,Arizona State,,Utah State,W,brett-hudson-1,1,21,0,
Von Hutchins,2003-09-13,3,Mississippi,,Louisiana-Monroe,W,von-hutchins-1,1,2,0,
Marc Jackson,2003-09-13,3,Illinois,@,UCLA,L,marc-jackson-1,1,0,0,
Travis Johnson,2003-09-13,3,Mississippi,,Louisiana-Monroe,W,travis-johnson-1,1,45,1,
Nathan Jones,2003-09-13,3,Rutgers,@,Army,W,nathan-jones-1,1,0,0,
Robert Jones,2003-09-13,3,Oklahoma State,,Missouri State,W,robert-jones-1,1,0,0,
Sean Jones,2003-09-13,3,Georgia,,South Carolina,W,sean-jones-1,2,11,0,
Shane Jones,2003-09-13,2,Arizona State,,Utah State,W,shane-jones-1,1,12,0,
Dawan Landry,2003-09-13,3,Georgia Tech,@,Florida State,L,dawan-landry-1,1,26,0,
Laron Landry,2003-09-13,3,Louisiana State,,Western Illinois,W,laron-landry-1,1,0,0,
Buster Larkins,2003-09-13,3,Indiana,,Indiana State,W,buster-larkins-1,1,0,0,
Jason Leach,2003-09-13,3,Southern California,,Hawaii,W,jason-leach-1,1,25,1,
Justin London,2003-09-13,2,UCLA,,Illinois,W,justin-london-1,1,20,0,
Roderick Maples,2003-09-13,3,Michigan State,,Louisiana Tech,L,roderick-maples-1,1,0,0,
Marlin Maxwell,2003-09-13,3,Central Michigan,,Eastern Kentucky,W,marlin-maxwell-1,1,24,0,
Rickey McKenzie,2003-09-13,3,Akron,,Eastern Michigan,W,rickey-mckenzie-1,1,0,0,
Brandon Mitchell,2003-09-13,3,Ohio State,,North Carolina State,W,brandon-mitchell-1,1,0,0,
Medford Moorer,2003-09-13,3,Colorado,,Washington State,L,medford-moorer-1,1,23,0,
Lamar Morgan,2003-09-13,3,Louisiana,,Houston,L,lamar-morgan-1,1,11,0,
Kent Nealy,2003-09-13,3,East Carolina,@,Miami (FL),L,kent-nealy-1,1,0,0,
Dennis Poland,2003-09-13,3,Air Force,,North Texas,W,dennis-poland-1,1,0,0,
Brodney Pool,2003-09-13,3,Oklahoma,,Fresno State,W,brodney-pool-1,1,0,0,
Chad Price,2003-09-13,2,Rice,@,Duke,L,chad-price-1,1,0,0,
Etric Pruitt,2003-09-13,3,Southern Mississippi,,Memphis,W,etric-pruitt-1,1,0,0,
Travis Pugh,2003-09-13,3,Clemson,,Middle Tennessee State,W,travis-pugh-1,1,0,0,
Keiwan Ratliff,2003-09-13,3,Florida,,Florida A&M,W,keiwan-ratliff-1,1,11,0,
Lavance Ray,2003-09-13,3,San Diego State,@,Texas-El Paso,W,lavance-ray-1,1,0,0,
Lamont Reid,2003-09-13,3,North Carolina State,@,Ohio State,L,lamont-reid-1,1,0,0,
Frostee Rucker,2003-09-13,3,Southern California,,Hawaii,W,frostee-rucker-1,1,2,0,
Stuart Schweigert,2003-09-13,2,Purdue,@,Wake Forest,W,stuart-schweigert-1,1,38,0,
Glenn Sharpe,2003-09-13,3,Miami (FL),,East Carolina,W,glenn-sharpe-1,1,0,0,
