Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
P.J. Fleck,2003-08-28,1,Northern Illinois,,Maryland,W,13,116,8.9,1,pj-fleck-1
John Paul Foschi,2003-08-28,1,Georgia Tech,@,Brigham Young,L,3,14,4.7,0,john-paul-foschi-1
Phillip Fountain,2003-08-28,1,Ohio,,Southeast Missouri State,W,1,0,0.0,0,phillip-fountain-1
Erick Franklin,2003-08-28,1,Louisiana Tech,,Miami (FL),L,2,56,28.0,0,erick-franklin-1
Mark Franklin,2003-08-28,1,Ball State,,Indiana State,W,2,32,16.0,0,mark-franklin-1
Jamie Goodwin,2003-08-28,1,Akron,,Kent State,L,1,8,8.0,0,jamie-goodwin-1
Frank Gore,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,2,33,16.5,0,frank-gore-1
Eugene Gross,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,2,17,8.5,0,eugene-gross-1
Anthony Hackett,2003-08-28,1,Ohio,,Southeast Missouri State,W,2,19,9.5,0,anthony-hackett-1
Ryan Hahaj,2003-08-28,1,Ball State,,Indiana State,W,1,47,47.0,1,ryan-hahaj-1
Chris Hale,2003-08-28,1,Brigham Young,,Georgia Tech,W,4,34,8.5,0,chris-hale-1
Latrez Harrison,2003-08-28,1,Maryland,@,Northern Illinois,L,4,48,12.0,0,latrez-harrison-1
Mike Hass,2003-08-28,1,Oregon State,,Sacramento State,W,6,129,21.5,1,mike-hass-1
James Hawkins,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,7,128,18.3,0,james-hawkins-1
Josh Hawkins,2003-08-28,1,Oregon State,,Sacramento State,W,1,8,8.0,0,josh-hawkins-1
Bobby Hendry,2003-08-28,1,Akron,,Kent State,L,1,24,24.0,0,bobby-hendry-1
Devin Hester,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,2,68,34.0,0,devin-hester-1
Raymond Hicks,2003-08-28,1,Utah State,@,Utah,L,2,26,13.0,0,raymond-hicks-1
Quadtrine Hill,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,2,13,6.5,0,quadtrine-hill-1
Johnathan Holland,2003-08-28,1,Louisiana Tech,,Miami (FL),L,1,6,6.0,0,johnathan-holland-1
Jerrin Holt,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,1,5,5.0,0,jerrin-holt-1
Miquel Irvin,2003-08-28,1,Akron,,Kent State,L,10,101,10.1,1,miquel-irvin-1
Steven Jackson,2003-08-28,1,Oregon State,,Sacramento State,W,4,58,14.5,0,steven-jackson-3
Adam Jacobs,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,1,11,11.0,0,adam-jacobs-1
Craig Jarrett,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,1,8,8.0,0,craig-jarrett-2
Darnell Jenkins,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,2,2.0,0,darnell-jenkins-1
Justin Jory,2003-08-28,1,Brigham Young,,Georgia Tech,W,4,24,6.0,0,justin-jory-1
Hashem Joyner,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,1,-2,-2.0,0,hashem-joyner-1
Freddie King,2003-08-28,1,Louisiana Tech,,Miami (FL),L,4,27,6.8,0,freddie-king-1
Jason Kukahiko,2003-08-28,1,Brigham Young,,Georgia Tech,W,2,25,12.5,0,jason-kukahiko-1
B.J. Lane,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,1,9,9.0,0,bj-lane-1
Travis Latendresse,2003-08-28,1,Utah,,Utah State,W,1,5,5.0,1,travis-latendresse-1
Derrick Lett,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,1,66,66.0,1,derrick-lett-1
Pat Loney,2003-08-28,1,Oregon State,,Sacramento State,W,4,39,9.8,0,pat-loney-1
Cole Magner,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,6,71,11.8,1,cole-magner-1
Ahmona Maxwell,2003-08-28,1,Ohio,,Southeast Missouri State,W,1,4,4.0,0,ahmona-maxwell-1
Scott Mayle,2003-08-28,1,Ohio,,Southeast Missouri State,W,2,39,19.5,1,scott-mayle-1
Nick McAfee,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,1,10,10.0,1,nick-mcafee-1
Scott McBrien,2003-08-28,1,Maryland,@,Northern Illinois,L,1,9,9.0,0,scott-mcbrien-1
Kyle McDuffie,2003-08-28,1,Akron,,Kent State,L,1,8,8.0,0,kyle-mcduffie-1
Cornelius McGrady,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,1,11,11.0,0,cornelius-mcgrady-1
Dan Melendez,2003-08-28,1,Maryland,@,Northern Illinois,L,1,15,15.0,0,dan-melendez-1
Larry Miles,2003-08-28,1,Utah,,Utah State,W,2,19,9.5,1,larry-miles-1
Ben Moa,2003-08-28,1,Utah,,Utah State,W,3,40,13.3,0,ben-moa-1
Jason Montgomery,2003-08-28,1,Akron,,Kent State,L,3,23,7.7,0,jason-montgomery-1
Daryl Moore,2003-08-28,1,Kent State,@,Akron,W,4,80,20.0,1,daryl-moore-1
Ryan Moore,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,4,67,16.8,1,ryan-moore-1
Will Myles,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,1,12,12.0,0,will-myles-1
Eric Newman,2003-08-28,1,Louisiana Tech,,Miami (FL),L,1,40,40.0,0,eric-newman-1
Joe Newton,2003-08-28,1,Oregon State,,Sacramento State,W,1,5,5.0,0,joe-newton-1
Roscoe Parrish,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,2,55,27.5,0,roscoe-parrish-1
Rich Parson,2003-08-28,1,Maryland,@,Northern Illinois,L,3,12,4.0,0,rich-parson-1
Jarrett Payton,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,2,2.0,0,jarrett-payton-1
Keith Perry,2003-08-28,1,Northern Illinois,,Maryland,W,3,54,18.0,0,keith-perry-1
Shawn Piper,2003-08-28,1,Louisiana Tech,,Miami (FL),L,1,45,45.0,0,shawn-piper-1
P.J. Pope,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,3,34,11.3,0,pj-pope-1
Najah Pruden,2003-08-28,1,Kent State,@,Akron,W,3,33,11.0,0,najah-pruden-1
Dante Ridgeway,2003-08-28,1,Ball State,,Indiana State,W,6,87,14.5,1,dante-ridgeway-1
Trumaine Riley,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,2,15,7.5,0,trumaine-riley-1
Chris Roberson,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,4,31,7.8,0,chris-roberson-1
Brad Salyer,2003-08-28,1,Ball State,,Indiana State,W,1,6,6.0,0,brad-salyer-1
Steve Sanders,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,3,44,14.7,0,steve-sanders-1
Steve Savoy,2003-08-28,1,Utah,,Utah State,W,2,10,5.0,0,steve-savoy-1
Charles Sharon,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,2,39,19.5,1,charles-sharon-1
Dan Sheldon,2003-08-28,1,Northern Illinois,,Maryland,W,3,34,11.3,1,dan-sheldon-1
Anthony Sherrell,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,2,66,33.0,1,anthony-sherrell-1
Antwan Smith,2003-08-28,1,Kent State,@,Akron,W,6,75,12.5,1,antwan-smith-1
Jonathan Smith,2003-08-28,1,Georgia Tech,@,Brigham Young,L,9,121,13.4,0,jonathan-smith-1
Nick Sparks,2003-08-28,1,Akron,,Kent State,L,9,68,7.6,0,nick-sparks-1
Chris Stallworth,2003-08-28,1,Utah State,@,Utah,L,5,113,22.6,1,chris-stallworth-1
Jason Stephens,2003-08-28,1,Utah State,@,Utah,L,1,10,10.0,0,jason-stephens-2
Naufahu Tahi,2003-08-28,1,Brigham Young,,Georgia Tech,W,4,9,2.3,0,naufahu-tahi-1
Chris Talley,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,2,32,16.0,0,chris-talley-1
Levon Thomas,2003-08-28,1,Georgia Tech,@,Brigham Young,L,1,0,0.0,0,levon-thomas-1
Barry Tolli,2003-08-28,1,Utah State,@,Utah,L,1,40,40.0,0,barry-tolli-1
Michael Turner,2003-08-28,1,Northern Illinois,,Maryland,W,1,41,41.0,0,michael-turner-2
Tafui Vakapuna,2003-08-28,1,Brigham Young,,Georgia Tech,W,2,3,1.5,0,tafui-vakapuna-1
Brandon Warfield,2003-08-28,1,Utah,,Utah State,W,1,3,3.0,0,brandon-warfield-1
Paris Warren,2003-08-28,1,Utah,,Utah State,W,7,103,14.7,1,paris-warren-2
Richard Watson,2003-08-28,1,Utah State,@,Utah,L,1,3,3.0,0,richard-watson-2
Rodney Wilkerson,2003-08-28,1,Brigham Young,,Georgia Tech,W,3,37,12.3,0,rodney-wilkerson-1
Jafar Williams,2003-08-28,1,Maryland,@,Northern Illinois,L,2,18,9.0,0,jafar-williams-1
Sam Williams,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,2,9,4.5,0,sam-williams-2
Danny Wilson,2003-08-28,1,Louisiana Tech,,Miami (FL),L,1,5,5.0,0,danny-wilson-1
Kellen Winslow,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,4,35,8.8,1,kellen-winslow-1
Kerry Wright,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,8,85,10.6,0,kerry-wright-1
Brad Young,2003-08-28,1,Ohio,,Southeast Missouri State,W,2,10,5.0,0,brad-young-1
Kevin Zureki,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,1,9,9.0,0,kevin-zureki-1
Andrew Clarke,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,4,46,11.5,2,andrew-clarke-1
Larry Croom,2003-08-29,1,Nevada-Las Vegas,,Toledo,W,9,66,7.3,0,larry-croom-1
Trinity Dawson,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,2,11,5.5,0,trinity-dawson-1
Dominique Dorsey,2003-08-29,1,Nevada-Las Vegas,,Toledo,W,2,19,9.5,0,dominique-dorsey-1
Greg Estandia,2003-08-29,1,Nevada-Las Vegas,,Toledo,W,4,75,18.8,2,greg-estandia-1
Andrew Faga,2003-08-29,1,Nevada-Las Vegas,,Toledo,W,2,11,5.5,1,andrew-faga-1
Terrance Hudson,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,4,43,10.8,0,terrance-hudson-1
Michael Johnson,2003-08-29,1,Nevada-Las Vegas,,Toledo,W,7,66,9.4,0,michael-johnson-6
Astin Martin,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,2,16,8.0,0,astin-martin-1
Lance Moore,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,4,17,4.3,0,lance-moore-1
Steve Odom,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,1,12,12.0,0,steve-odom-1
Dyante Perkins,2003-08-29,1,Nevada-Las Vegas,,Toledo,W,3,71,23.7,0,dyante-perkins-1
Zack Abron,2003-08-30,1,Missouri,N,Illinois,W,3,34,11.3,0,zack-abron-1
Grant Adams,2003-08-30,1,Boston College,,Wake Forest,L,1,8,8.0,0,grant-adams-1
H.J. Adams,2003-08-30,1,Louisiana-Monroe,@,Louisiana State,L,1,10,10.0,0,hj-adams-1
Joseph Addai,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,2,21,10.5,1,joseph-addai-1
Ashton Aikens,2003-08-30,1,Northwestern,@,Kansas,W,3,18,6.0,0,ashton-aikens-1
Aaron Alexander,2003-08-30,1,Michigan State,,Western Michigan,W,3,78,26.0,0,aaron-alexander-1
Rich Alexis,2003-08-30,1,Washington,@,Ohio State,L,3,23,7.7,0,rich-alexis-1
Dee Alston,2003-08-30,1,West Virginia,,Wisconsin,L,3,28,9.3,0,dee-alston-1
David Anderson,2003-08-30,1,Colorado State,N,Colorado,L,4,142,35.5,1,david-anderson-1
Deon Anderson,2003-08-30,1,Connecticut,,Indiana,W,1,9,9.0,0,deon-anderson-1
Jason Anderson,2003-08-30,1,Wake Forest,@,Boston College,W,2,17,8.5,1,jason-anderson-1
Lyonel Anderson,2003-08-30,1,Kansas,,Northwestern,L,1,15,15.0,0,lyonel-anderson-1
Ottowa Anderson,2003-08-30,1,Virginia,,Duke,W,1,19,19.0,0,ottowa-anderson-1
Jerry Andre,2003-08-30,1,Rutgers,,Buffalo,W,2,32,16.0,0,jerry-andre-1
Derek Armah,2003-08-30,1,Wyoming,,Montana State,W,5,53,10.6,0,derek-armah-1
Rashad Armstrong,2003-08-30,1,Baylor,,Alabama-Birmingham,L,1,39,39.0,0,rashad-armstrong-1
Mike Augustyniak,2003-08-30,1,New Mexico,,Texas State,W,2,39,19.5,1,mike-augustyniak-1
Matt Austin,2003-08-30,1,Texas-El Paso,@,Arizona,L,1,16,16.0,0,matt-austin-1
Jason Avant,2003-08-30,1,Michigan,,Central Michigan,W,3,26,8.7,0,jason-avant-1
Maurice Avery,2003-08-30,1,Memphis,,Tennessee Tech,W,3,18,6.0,0,maurice-avery-1
Billy Bajema,2003-08-30,1,Oklahoma State,@,Nebraska,L,2,19,9.5,0,billy-bajema-1
Dallas Baker,2003-08-30,1,Florida,,San Jose State,W,2,31,15.5,0,dallas-baker-1
Cordale Baldwin,2003-08-30,1,North Texas,@,Oklahoma,L,1,4,4.0,0,cordale-baldwin-1
James Banks,2003-08-30,1,Tennessee,,Fresno State,W,7,80,11.4,1,james-banks-1
Lamart Barrett,2003-08-30,1,North Carolina State,,Western Carolina,W,3,25,8.3,0,lamart-barrett-1
Eric Bartel,2003-08-30,1,Louisiana,@,South Carolina,L,2,13,6.5,0,eric-bartel-1
Matt Bartz,2003-08-30,1,Colorado State,N,Colorado,L,1,5,5.0,0,matt-bartz-1
Hank Baskett,2003-08-30,1,New Mexico,,Texas State,W,2,31,15.5,1,hank-baskett-1
Mike Bass,2003-08-30,1,Hawaii,,Appalachian State,W,1,9,9.0,0,mike-bass-1
Brad Bates,2003-08-30,1,Marshall,,Hofstra,W,2,4,2.0,0,brad-bates-1
Marcus Battle,2003-08-30,1,Rice,@,Houston,L,2,13,6.5,0,marcus-battle-1
Calvin Bell,2003-08-30,1,Michigan,,Central Michigan,W,3,31,10.3,0,calvin-bell-1
Tatum Bell,2003-08-30,1,Oklahoma State,@,Nebraska,L,1,7,7.0,0,tatum-bell-1
Bobby Bernal-Wood,2003-08-30,1,Idaho,N,Washington State,L,5,64,12.8,0,bobby-bernal-wood-1
Matt Bernstein,2003-08-30,1,Wisconsin,@,West Virginia,W,1,2,2.0,0,matt-bernstein-1
Bernard Berrian,2003-08-30,1,Fresno State,@,Tennessee,L,3,28,9.3,0,bernard-berrian-1
Dewhitt Betterson,2003-08-30,1,Troy,@,Kansas State,L,1,11,11.0,0,dewhitt-betterson-1
Taye Biddle,2003-08-30,1,Mississippi,@,Vanderbilt,W,2,33,16.5,0,taye-biddle-1
Troy Bienemann,2003-08-30,1,Washington State,N,Idaho,W,3,30,10.0,0,troy-bienemann-1
Roy Bishop,2003-08-30,1,North Texas,@,Oklahoma,L,1,28,28.0,0,roy-bishop-1
Ray Ray Bivines,2003-08-30,1,Mississippi State,,Oregon,L,6,98,16.3,0,ray-ray-bivines-1
Caleb Blankenship,2003-08-30,1,Tulsa,@,Minnesota,L,4,32,8.0,0,caleb-blankenship-1
Bobby Blizzard,2003-08-30,1,North Carolina,,Florida State,L,3,29,9.7,0,bobby-blizzard-1
Jeremy Bloom,2003-08-30,1,Colorado,N,Colorado State,W,1,33,33.0,0,jeremy-bloom-1
Ray Bogenrief,2003-08-30,1,Northwestern,@,Kansas,W,4,17,4.3,0,ray-bogenrief-1
Jason Boman,2003-08-30,1,Air Force,,Wofford,W,1,17,17.0,0,jason-boman-1
Lorenzo Booker,2003-08-30,1,Florida State,@,North Carolina,W,4,45,11.3,0,lorenzo-booker-1
Jovon Bouknight,2003-08-30,1,Wyoming,,Montana State,W,3,55,18.3,0,jovon-bouknight-1
Dwayne Bowe,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,2,39,19.5,0,dwayne-bowe-1
Adrian Boyd,2003-08-30,1,New Mexico,,Texas State,W,1,18,18.0,0,adrian-boyd-1
Cody Boyd,2003-08-30,1,Washington State,N,Idaho,W,1,8,8.0,0,cody-boyd-1
Curtis Brancheau,2003-08-30,1,Vanderbilt,,Mississippi,L,2,12,6.0,1,curtis-brancheau-1
Robert Brannon,2003-08-30,1,Georgia,@,Clemson,W,2,5,2.5,0,robert-brannon-1
Steve Breaston,2003-08-30,1,Michigan,,Central Michigan,W,4,72,18.0,0,steve-breaston-1
Michael Brewster,2003-08-30,1,Hawaii,,Appalachian State,W,2,38,19.0,0,michael-brewster-1
John Brock,2003-08-30,1,Rice,@,Houston,L,2,23,11.5,0,john-brock-1
Landrick Brody,2003-08-30,1,New Mexico,,Texas State,W,1,5,5.0,0,landrick-brody-1
Jamall Broussard,2003-08-30,2,San Jose State,@,Florida,L,4,30,7.5,0,jamall-broussard-1
John Broussard,2003-08-30,2,San Jose State,@,Florida,L,1,6,6.0,0,john-broussard-1
Terrell Browden,2003-08-30,1,Southern Mississippi,@,California,L,1,8,8.0,0,terrell-browden-1
Derron Brown,2003-08-30,1,Southern Methodist,@,Texas Tech,L,2,5,2.5,0,derron-brown-1
Kyle Brown,2003-08-30,1,Michigan State,,Western Michigan,W,3,80,26.7,1,kyle-brown-2
Maurice Brown,2003-08-30,1,Iowa,,Miami (OH),W,7,78,11.1,1,maurice-brown-1
Reggie Brown,2003-08-30,1,Georgia,@,Clemson,W,1,23,23.0,0,reggie-brown-2
Ronnie Brown,2003-08-30,1,Auburn,,Southern California,L,1,0,0.0,0,ronnie-brown-1
Tony Brown,2003-08-30,1,Tennessee,,Fresno State,W,5,35,7.0,1,tony-brown-1
Michael Brunker,2003-08-30,1,New Mexico,,Texas State,W,1,24,24.0,0,michael-brunker-1
Melvin Bryant,2003-08-30,1,Illinois,N,Missouri,L,2,29,14.5,0,melvin-bryant-1
Romby Bryant,2003-08-30,1,Tulsa,@,Minnesota,L,4,37,9.3,0,romby-bryant-1
Dan Burks,2003-08-30,1,Alabama-Birmingham,@,Baylor,W,1,4,4.0,1,dan-burks-1
Reggie Bush,2003-08-30,1,Southern California,@,Auburn,W,1,-6,-6.0,0,reggie-bush-1
Ryan Busing,2003-08-30,1,Miami (OH),@,Iowa,L,4,53,13.3,0,ryan-busing-1
Tyrece Butler,2003-08-30,1,Michigan,,Central Michigan,W,2,16,8.0,0,tyrece-butler-1
Dominique Byrd,2003-08-30,1,Southern California,@,Auburn,W,3,63,21.0,0,dominique-byrd-1
Andre Caldwell,2003-08-30,1,Florida,,San Jose State,W,1,31,31.0,0,andre-caldwell-1
Brian Calhoun,2003-08-30,1,Colorado,N,Colorado State,W,1,20,20.0,0,brian-calhoun-1
Drew Carter,2003-08-30,1,Ohio State,,Washington,W,1,37,37.0,0,drew-carter-1
Jason Carter,2003-08-30,1,Texas A&M,,Arkansas State,W,1,8,8.0,0,jason-carter-2
Ran Carthon,2003-08-30,1,Florida,,San Jose State,W,1,10,10.0,0,ran-carthon-1
Brian Casey,2003-08-30,2,Kansas State,,Troy,W,1,22,22.0,0,brian-casey-1
Tim Castille,2003-08-30,1,Alabama,,South Florida,W,2,38,19.0,0,tim-castille-1
Terry Caulley,2003-08-30,1,Connecticut,,Indiana,W,6,52,8.7,0,terry-caulley-1
David Cavan,2003-08-30,1,Alabama,,South Florida,W,1,9,9.0,0,david-cavan-1
Earl Charles,2003-08-30,1,Marshall,,Hofstra,W,2,35,17.5,0,earl-charles-1
Bradley Chavez,2003-08-30,1,Alabama-Birmingham,@,Baylor,W,1,18,18.0,0,bradly-chavez-1
Christopher Chestnut,2003-08-30,1,Western Michigan,@,Michigan State,L,1,9,9.0,0,christopher-chestnut-1
Bam Childress,2003-08-30,1,Ohio State,,Washington,W,2,18,9.0,0,bam-childress-1
Justin Claborn,2003-08-30,1,North Texas,@,Oklahoma,L,1,2,2.0,0,justin-claborn-1
Brian Clark,2003-08-30,1,North Carolina State,,Western Carolina,W,2,36,18.0,1,brian-clark-1
Mark Clayton,2003-08-30,1,Oklahoma,,North Texas,W,2,14,7.0,0,mark-clayton-1
Michael Clayton,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,6,152,25.3,2,michael-clayton-1
Luke Clemens,2003-08-30,1,Miami (OH),@,Iowa,L,2,3,1.5,0,luke-clemens-1
Chico Cleveland,2003-08-30,1,Alabama-Birmingham,@,Baylor,W,2,39,19.5,0,chico-cleveland-1
Casey Cobb,2003-08-30,1,South Florida,@,Alabama,L,2,53,26.5,0,casey-cobb-1
Zamir Cobb,2003-08-30,1,Temple,@,Penn State,L,6,105,17.5,0,zamir-cobb-1
Patrick Cobbs,2003-08-30,1,North Texas,@,Oklahoma,L,1,-1,-1.0,0,patrick-cobbs-1
Jeremiah Cockheran,2003-08-30,1,Hawaii,,Appalachian State,W,7,154,22.0,3,jeremiah-cockheran-1
Sean Coffey,2003-08-30,1,Missouri,N,Illinois,W,1,6,6.0,0,sean-coffey-1
Keary Colbert,2003-08-30,1,Southern California,@,Auburn,W,2,13,6.5,0,keary-colbert-1
Duane Coleman,2003-08-30,1,Clemson,,Georgia,L,2,5,2.5,0,duane-coleman-1
James Coleman,2003-08-30,1,Florida State,@,North Carolina,W,1,5,5.0,0,james-coleman-1
Chris Collins,2003-08-30,1,Mississippi,@,Vanderbilt,W,6,91,15.2,0,chris-collins-1
Travis Cones,2003-08-30,1,Louisiana,@,South Carolina,L,1,3,3.0,0,travis-cones-1
Jhun Cook,2003-08-30,1,Alabama-Birmingham,@,Baylor,W,2,18,9.0,0,jhun-cook-1
Nick Coon,2003-08-30,1,Alabama-Birmingham,@,Baylor,W,1,50,50.0,1,nick-coon-1
R.J. Corbin,2003-08-30,1,Miami (OH),@,Iowa,L,2,14,7.0,0,rj-corbin-1
Jerricho Cotchery,2003-08-30,1,North Carolina State,,Western Carolina,W,5,62,12.4,1,jerricho-cotchery-1
Dwight Counter,2003-08-30,1,New Mexico,,Texas State,W,3,87,29.0,1,dwight-counter-1
Antwon Courington,2003-08-30,1,Southern Mississippi,@,California,L,7,72,10.3,0,antwon-courington-1
