Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Davis Webb,2016-08-26,1,California,N,Hawaii,W,38,54,70.4,441,4,0,163.4,davis-webb-1
Ikaika Woolsey,2016-08-26,1,Hawaii,N,California,L,17,34,50.0,234,1,1,111.6,ikaika-woolsey-1
Maurice Alexander,2016-09-01,1,Florida International,,Indiana,L,1,1,100.0,5,0,0,142.0,maurice-alexander-2
Austin Apodaca,2016-09-01,1,New Mexico,,South Dakota,W,12,16,75.0,172,2,0,206.6,austin-apodaca-1
Kyle Bolin,2016-09-01,1,Louisville,,UNC Charlotte,W,9,12,75.0,105,2,1,186.8,kyle-bolin-1
Glen Cuiellette,2016-09-01,1,Tulane,@,Wake Forest,L,12,23,52.2,134,0,0,101.1,glen-cuiellette-1
Zander Diamont,2016-09-01,1,Indiana,@,Florida International,W,1,1,100.0,-45,0,0,-278.0,zander-diamont-1
Joshua Dobbs,2016-09-01,1,Tennessee,,Appalachian State,W,16,29,55.2,192,1,1,115.3,joshua-dobbs-1
Nacarius Fant,2016-09-01,1,Western Kentucky,,Rice,W,0,1,0.0,0,0,0,0.0,nacarius-fant-1
Tyler Ferguson,2016-09-01,1,Western Kentucky,,Rice,W,1,3,33.3,35,0,0,131.3,tyler-ferguson-1
Ryan Finley,2016-09-01,1,North Carolina State,,William & Mary,W,17,21,81.0,174,2,0,182.0,ryan-finley-1
Wade Freebeck,2016-09-01,1,Vanderbilt,,South Carolina,L,0,1,0.0,0,0,0,0.0,wade-freebeck-1
Darell Garretson,2016-09-01,1,Oregon State,@,Minnesota,L,25,40,62.5,228,3,0,135.1,darell-garretson-1
Kendall Hinton,2016-09-01,1,Wake Forest,,Tulane,W,3,4,75.0,17,0,0,110.7,kendall-hinton-1
Tyler Huntley,2016-09-01,1,Utah,,Southern Utah,W,3,4,75.0,26,0,0,129.6,tyler-huntley-1
Lamar Jackson,2016-09-01,1,Louisville,,UNC Charlotte,W,17,23,73.9,286,6,0,264.5,lamar-jackson-1
Matt Johnson,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,2,50.0,16,0,0,117.2,matt-johnson-10
Hasaan Klugh,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,1,100.0,3,0,0,125.2,hasaan-klugh-1
Jesse Kroll,2016-09-01,1,Central Michigan,,Presbyterian,W,0,1,0.0,0,0,0,0.0,jesse-kroll-1
Richard Lagow,2016-09-01,1,Indiana,@,Florida International,W,18,27,66.7,240,1,0,153.6,richard-lagow-1
Taylor Lamb,2016-09-01,1,Appalachian State,@,Tennessee,L,15,23,65.2,108,1,1,110.3,taylor-lamb-1
Jajuan Lawson,2016-09-01,1,New Mexico,,South Dakota,W,1,2,50.0,15,0,0,113.0,jajuan-lawson-1
Mitch Leidner,2016-09-01,1,Minnesota,,Oregon State,W,13,26,50.0,130,0,0,92.0,mitch-leidner-1
Matt Linehan,2016-09-01,1,Idaho,,Montana State,W,8,22,36.4,128,0,1,76.1,matt-linehan-1
Jalan McClendon,2016-09-01,1,North Carolina State,,William & Mary,W,6,9,66.7,88,0,1,126.6,jalan-mcclendon-1
Alex McGough,2016-09-01,1,Florida International,,Indiana,L,23,46,50.0,263,0,3,85.0,alex-mcgough-1
Brandon Mcllwain,2016-09-01,1,South Carolina,@,Vanderbilt,W,5,11,45.5,35,0,0,72.2,brandon-mcllwain-1
Hayden Moore,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,21,34,61.8,260,2,1,139.5,hayden-moore-1
Kent Myers,2016-09-01,1,Utah State,,Weber State,W,11,17,64.7,100,0,0,114.1,kent-myers-1
Kevin Olsen,2016-09-01,1,UNC Charlotte,@,Louisville,L,16,29,55.2,141,1,0,107.4,kevin-olsen-1
Perry Orth,2016-09-01,1,South Carolina,@,Vanderbilt,W,11,19,57.9,152,0,0,125.1,perry-orth-1
Mitchell Paige,2016-09-01,1,Indiana,@,Florida International,W,0,1,0.0,0,0,0,0.0,mitchell-paige-1
Cooper Rush,2016-09-01,1,Central Michigan,,Presbyterian,W,16,26,61.5,237,1,2,135.4,cooper-rush-1
Bryant Shirreffs,2016-09-01,1,Connecticut,,Maine,W,16,23,69.6,162,0,0,128.7,bryant-shirreffs-1
Kyle Shurmur,2016-09-01,1,Vanderbilt,,South Carolina,L,8,22,36.4,73,0,0,64.2,kyle-shurmur-1
Dalton Sneed,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,1,100.0,6,0,0,150.4,dalton-sneed-1
Johnny Stanton,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,10,12,83.3,217,3,0,317.7,johnny-stanton-1
Tyler Stehling,2016-09-01,1,Rice,@,Western Kentucky,L,23,38,60.5,186,0,2,91.1,tyler-stehling-1
Mike White,2016-09-01,1,Western Kentucky,,Rice,W,25,31,80.6,517,3,0,252.7,mike-white-6
Troy Williams,2016-09-01,1,Utah,,Southern Utah,W,20,35,57.1,272,2,0,141.3,troy-williams-2
John Wolford,2016-09-01,1,Wake Forest,,Tulane,W,9,17,52.9,79,0,0,92.0,john-wolford-1
Faton Bauta,2016-09-02,1,Colorado State,N,Colorado,L,6,9,66.7,32,1,0,133.2,faton-bauta-1
Zack Bennema,2016-09-02,1,Baylor,,Northwestern State,W,0,1,0.0,0,0,0,0.0,zack-bennema-1
Ahmad Bradshaw,2016-09-02,1,Army,@,Temple,W,1,4,25.0,11,0,0,48.1,ahmad-bradshaw-2
Ryan Burns,2016-09-02,1,Stanford,,Kansas State,W,14,18,77.8,156,1,0,168.9,ryan-burns-1
Chris Carter,2016-09-02,1,Army,@,Temple,W,1,1,100.0,4,0,0,133.6,chris-carter-7
Keller Chryst,2016-09-02,1,Stanford,,Kansas State,W,1,1,100.0,11,0,0,192.4,keller-chryst-1
Eric Dungey,2016-09-02,1,Syracuse,,Colgate,W,34,40,85.0,355,2,0,176.1,eric-dungey-1
Jesse Ertz,2016-09-02,1,Kansas State,@,Stanford,L,16,34,47.1,207,1,1,102.0,jesse-ertz-1
Justice Hansen,2016-09-02,1,Arkansas State,,Toledo,L,0,1,0.0,0,0,0,0.0,justice-hansen-1
Preston Heard,2016-09-02,1,Baylor,,Northwestern State,W,0,1,0.0,0,0,0,0.0,preston-heard-1
Joe Hubener,2016-09-02,1,Kansas State,@,Stanford,L,3,7,42.9,36,0,1,57.5,joe-hubener-1
Tyree Jackson,2016-09-02,1,Buffalo,,Albany,L,14,25,56.0,125,1,1,103.2,tyree-jackson-1
Sefo Liufau,2016-09-02,1,Colorado,N,Colorado State,W,23,33,69.7,318,1,0,160.6,sefo-liufau-1
Zack Mahoney,2016-09-02,1,Syracuse,,Colgate,W,6,6,100.0,82,0,0,214.8,zack-mahoney-1
Conner Manning,2016-09-02,1,Georgia State,,Ball State,L,21,32,65.6,163,1,1,112.5,conner-manning-1
Riley Neal,2016-09-02,1,Ball State,@,Georgia State,W,15,29,51.7,130,0,2,75.6,riley-neal-1
Tyler O'Connor,2016-09-02,1,Michigan State,,Furman,W,13,18,72.2,190,3,1,204.8,tyler-oconnor-1
James Pensyl,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,2,2,100.0,27,0,0,213.4,james-pensyl-1
Todd Porter,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,15,22,68.2,171,3,1,169.4,todd-porter-1
Grant Rohach,2016-09-02,1,Buffalo,,Albany,L,3,9,33.3,52,0,2,37.4,grant-rohach-1
Seth Russell,2016-09-02,1,Baylor,,Northwestern State,W,14,20,70.0,163,4,0,204.5,seth-russell-1
Zach Smith,2016-09-02,1,Baylor,,Northwestern State,W,5,7,71.4,60,1,0,190.6,zach-smith-6
Nick Stevens,2016-09-02,1,Colorado State,N,Colorado,L,6,20,30.0,31,0,2,23.0,nick-stevens-1
Tyler Stewart,2016-09-02,1,Nevada,,Cal Poly,W,17,23,73.9,189,2,0,171.6,tyler-stewart-1
Chad Voytik,2016-09-02,1,Arkansas State,,Toledo,L,11,24,45.8,124,0,0,89.2,chad-voytik-1
P.J. Walker,2016-09-02,1,Temple,,Army,L,12,26,46.2,168,0,3,77.4,pj-walker-1
Aaron Winchester,2016-09-02,1,Georgia State,,Ball State,L,4,8,50.0,32,0,0,83.6,aaron-winchester-2
Logan Woodside,2016-09-02,1,Toledo,@,Arkansas State,W,23,31,74.2,371,3,0,206.7,logan-woodside-1
Justin Agner,2016-09-03,1,Kent State,@,Penn State,L,8,15,53.3,64,0,2,62.5,justin-agner-1
Ryan Agnew,2016-09-03,1,San Diego State,,New Hampshire,W,1,1,100.0,8,0,0,167.2,ryan-agnew-1
Austin Allen,2016-09-03,1,Arkansas,,Louisiana Tech,W,20,29,69.0,191,2,2,133.3,austin-allen-1
Josh Allen,2016-09-03,1,Wyoming,,Northern Illinois,W,19,29,65.5,245,2,0,159.2,josh-allen-7
Tommy Armstrong Jr,2016-09-03,1,Nebraska,,Fresno State,W,5,10,50.0,108,1,0,173.7,tommy-armstrong-jr-1
Billy Bahl,2016-09-03,1,Miami (OH),@,Iowa,L,19,29,65.5,266,2,0,165.3,billy-bahl-1
Drew Barker,2016-09-03,1,Kentucky,,Southern Mississippi,L,15,24,62.5,323,4,1,222.2,drew-barker-1
Kaleb Barker,2016-09-03,1,Troy,,Austin Peay,W,2,2,100.0,8,0,0,133.6,kaleb-barker-1
Blake Barnett,2016-09-03,1,Alabama,N,Southern California,W,5,6,83.3,100,1,0,278.3,blake-barnett-2
J.T. Barrett,2016-09-03,1,Ohio State,,Bowling Green State,W,21,31,67.7,349,6,1,219.7,jt-barrett-1
Cooper Bateman,2016-09-03,1,Alabama,N,Southern California,W,1,1,100.0,5,0,0,142.0,cooper-bateman-1
C.J. Beathard,2016-09-03,1,Iowa,,Miami (OH),W,13,20,65.0,192,1,0,162.1,cj-beathard-1
Kurt Benkert,2016-09-03,1,Virginia,,Richmond,L,26,34,76.5,264,3,1,164.9,kurt-benkert-1
David Blough,2016-09-03,1,Purdue,,Eastern Kentucky,W,25,43,58.1,245,1,1,109.0,david-blough-1
Parker Boehme,2016-09-03,1,Duke,,North Carolina Central,W,6,8,75.0,38,1,0,156.2,parker-boehme-1
George Bollas,2016-09-03,1,Kent State,@,Penn State,L,0,1,0.0,0,0,0,0.0,george-bollas-1
Max Bortenschlager,2016-09-03,1,Maryland,,Howard,W,2,4,50.0,18,0,0,87.8,max-bortenschlager-1
Dru Brown,2016-09-03,2,Hawaii,@,Michigan,L,5,10,50.0,63,0,1,82.9,dru-brown-1
Max Browne,2016-09-03,1,Southern California,N,Alabama,L,14,29,48.3,101,0,1,70.6,max-browne-1
Jake Browning,2016-09-03,1,Washington,,Rutgers,W,18,27,66.7,287,3,1,185.2,jake-browning-1
Joe Burrow,2016-09-03,1,Ohio State,,Bowling Green State,W,6,8,75.0,68,1,0,187.7,joe-burrow-1
K.J. Carta-Samuels,2016-09-03,1,Washington,,Rutgers,W,2,2,100.0,2,1,0,273.4,kj-carta-samuels-1
Christian Chapman,2016-09-03,1,San Diego State,,New Hampshire,W,16,25,64.0,283,2,0,185.5,christian-chapman-1
Tra'Von Chapman,2016-09-03,1,Akron,,Virginia Military Institute,W,2,6,33.3,18,0,0,58.5,travon-chapman-1
Chris Chugunov,2016-09-03,1,West Virginia,,Missouri,W,0,2,0.0,0,0,1,-100.0,chris-chugunov-1
Darrel Colbert,2016-09-03,1,Southern Methodist,@,North Texas,W,0,1,0.0,0,0,0,0.0,darrel-colbert-1
Ross Comis,2016-09-03,1,Massachusetts,@,Florida,L,9,17,52.9,141,0,0,122.6,ross-comis-1
Taylor Cornelius,2016-09-03,1,Oklahoma State,,Southeastern Louisiana,W,6,8,75.0,54,0,0,131.7,taylor-cornelius-1
Montell Cozart,2016-09-03,1,Kansas,,Rhode Island,W,18,25,72.0,199,3,1,170.5,montell-cozart-1
Chayce Crouch,2016-09-03,1,Illinois,,Murray State,W,1,3,33.3,2,0,0,38.9,chayce-crouch-1
Sam Darnold,2016-09-03,1,Southern California,N,Alabama,L,4,8,50.0,29,0,0,80.5,sam-darnold-1
Dallas Davis,2016-09-03,1,South Alabama,@,Mississippi State,W,24,34,70.6,285,2,0,160.4,dallas-davis-2
Matt Davis,2016-09-03,1,Southern Methodist,@,North Texas,W,8,17,47.1,155,2,1,150.7,matt-davis-4
Luke Del Rio,2016-09-03,1,Florida,,Massachusetts,W,29,44,65.9,256,2,0,129.8,luke-del-rio-1
Jason Driskel,2016-09-03,1,Florida Atlantic,,Southern Illinois,W,23,31,74.2,282,2,0,171.9,jason-driskel-1
Jacob Eason,2016-09-03,1,Georgia,N,North Carolina,W,8,12,66.7,131,1,0,185.9,jacob-eason-1
Kevin Ellison,2016-09-03,1,Georgia Southern,,Savannah State,W,5,5,100.0,70,0,0,217.6,kevin-ellison-3
Dane Evans,2016-09-03,1,Tulsa,,San Jose State,W,12,23,52.2,198,1,0,138.8,dane-evans-1
Jerod Evans,2016-09-03,1,Virginia Tech,,Liberty,W,20,32,62.5,221,4,0,161.8,jerod-evans-1
Luke Falk,2016-09-03,1,Washington State,,Eastern Washington,L,41,51,80.4,418,4,1,171.2,luke-falk-1
Riley Ferguson,2016-09-03,1,Memphis,,Southeast Missouri State,W,26,40,65.0,295,3,2,141.7,riley-ferguson-1
Mason Fine,2016-09-03,1,North Texas,,Southern Methodist,L,8,11,72.7,74,0,0,129.2,mason-fine-1
Nick Fitzgerald,2016-09-03,1,Mississippi State,,South Alabama,L,0,3,0.0,0,0,0,0.0,nick-fitzgerald-2
Quinton Flowers,2016-09-03,1,South Florida,,Towson,W,8,18,44.4,178,2,1,153.1,quinton-flowers-1
John Franklin III,2016-09-03,1,Auburn,,Clemson,L,1,1,100.0,-3,0,0,74.8,john-franklin-iii-1
Ryker Fyfe,2016-09-03,1,Nebraska,,Fresno State,W,1,3,33.3,6,0,0,50.1,ryker-fyfe-1
Zack Greenlee,2016-09-03,1,Texas-El Paso,,New Mexico State,W,15,27,55.6,229,3,0,163.5,zack-greenlee-1
Drew Hare,2016-09-03,1,Northern Illinois,@,Wyoming,L,24,39,61.5,329,3,0,157.8,drew-hare-1
Brandon Harris,2016-09-03,1,Louisiana State,N,Wisconsin,L,12,21,57.1,131,1,2,106.2,brandon-harris-4
Quentin Harris,2016-09-03,1,Duke,,North Carolina Central,W,0,3,0.0,0,0,0,0.0,quentin-harris-2
Ben Hicks,2016-09-03,1,Southern Methodist,@,North Texas,W,5,9,55.6,145,1,0,227.6,ben-hicks-1
Kenny Hill,2016-09-03,1,Texas Christian,,South Dakota State,W,33,49,67.3,439,2,2,147.9,kenny-hill-1
Taysom Hill,2016-09-03,1,Brigham Young,N,Arizona,W,21,29,72.4,202,1,0,142.3,taysom-hill-1
Perry Hills,2016-09-03,1,Maryland,,Howard,W,14,19,73.7,126,0,0,129.4,perry-hills-1
Justin Holman,2016-09-03,1,Central Florida,,South Carolina State,W,14,28,50.0,193,2,0,131.5,justin-holman-1
Bart Houston,2016-09-03,1,Wisconsin,N,Louisiana State,W,19,31,61.3,205,0,2,103.9,bart-houston-1
Skyler Howard,2016-09-03,1,West Virginia,,Missouri,W,23,35,65.7,253,0,1,120.7,skyler-howard-1
Jalen Hurts,2016-09-03,1,Alabama,N,Southern California,W,6,11,54.5,118,2,1,186.5,jalen-hurts-1
Anthony Jennings,2016-09-03,1,Louisiana,,Boise State,L,21,33,63.6,186,1,0,121.0,anthony-jennings-1
Jared Johnson,2016-09-03,1,Texas-San Antonio,,Alabama State,W,2,8,25.0,13,0,0,38.7,jared-johnson-3
Jeremy Johnson,2016-09-03,1,Auburn,,Clemson,L,4,6,66.7,38,0,1,86.5,jeremy-johnson-5
Kavika Johnson,2016-09-03,1,Texas-El Paso,,New Mexico State,W,0,1,0.0,0,0,0,0.0,kavika-johnson-1
Daniel Jones,2016-09-03,1,Duke,,North Carolina Central,W,10,15,66.7,189,2,0,216.5,daniel-jones-4
Tyler Jones,2016-09-03,1,Texas State,@,Ohio,W,40,55,72.7,418,4,2,153.3,tyler-jones-4
Brad Kaaya,2016-09-03,1,Miami (FL),,Florida A&M,W,12,18,66.7,135,4,0,203.0,brad-kaaya-1
Brett Kean,2016-09-03,1,South Florida,,Towson,W,5,7,71.4,52,2,0,228.1,brett-kean-1
Zach Kline,2016-09-03,1,Fresno State,@,Nebraska,L,7,11,63.6,110,0,1,129.5,zach-kline-1
James Knapke,2016-09-03,1,Bowling Green State,@,Ohio State,L,12,33,36.4,110,0,2,52.2,james-knapke-1
Trevor Knight,2016-09-03,1,Texas A&M,,UCLA,W,22,42,52.4,239,1,1,103.3,trevor-knight-1
John Kolar,2016-09-03,1,Oklahoma State,,Southeastern Louisiana,W,1,2,50.0,8,0,0,83.6,john-kolar-1
Greyson Lambert,2016-09-03,1,Georgia,N,North Carolina,W,5,8,62.5,54,0,0,119.2,greyson-lambert-1
Joel Lanning,2016-09-03,1,Iowa State,,Northern Iowa,L,18,28,64.3,256,3,2,162.2,joel-lanning-2
