Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Isaiah Carter,2007-09-22,4,Texas-El Paso,,Texas Southern,W,2,0,2,0.0,0.0,isaiah-carter-1
Marcus Carter,2007-09-22,4,Alabama,,Georgia,L,1,3,4,0.0,0.0,marcus-carter-2
Michael Carter,2007-09-22,4,Wake Forest,,Maryland,W,1,1,2,0.0,0.0,michael-carter-3
Reggie Carter,2007-09-22,4,UCLA,,Washington,W,5,1,6,1.0,0.0,reggie-carter-2
Shane Carter,2007-09-22,4,Wisconsin,,Iowa,W,1,1,2,0.0,0.0,shane-carter-1
Zach Carter,2007-09-22,4,Oklahoma State,,Texas Tech,W,1,0,1,0.0,0.0,zach-carter-1
Alan-Michael Cash,2007-09-22,4,North Carolina State,,Clemson,L,1,4,5,0.0,0.0,alan-michael-cash-1
Jonathan Casillas,2007-09-22,4,Wisconsin,,Iowa,W,3,4,7,0.0,0.0,jonathan-casillas-1
Antoine Cason,2007-09-22,4,Arizona,@,California,L,2,4,6,1.0,0.0,antoine-cason-1
Matthew Castelo,2007-09-22,4,San Jose State,@,Utah State,W,8,1,9,0.0,0.0,matthew-castelo-1
Simeon Castille,2007-09-22,4,Alabama,,Georgia,L,5,2,7,1.0,0.0,simeon-castille-1
Anthony Castonzo,2007-09-22,4,Boston College,,Army,W,1,0,1,0.0,0.0,anthony-castonzo-1
C.J. Cavness,2007-09-22,3,Houston,,Colorado State,W,1,0,1,0.0,0.0,cj-cavness-1
Jared Cecchetti,2007-09-22,4,Akron,,Kent State,W,2,1,3,0.0,0.0,jared-cecchetti-1
Artis Chambers,2007-09-22,4,Michigan,,Penn State,W,0,1,1,0.0,0.0,artis-chambers-1
Jeremy Chambliss,2007-09-22,4,East Carolina,@,West Virginia,L,0,2,2,0.5,0.0,jeremy-chambliss-1
Chris Chancellor,2007-09-22,4,Clemson,@,North Carolina State,W,2,0,2,0.0,0.0,chris-chancellor-1
Kam Chancellor,2007-09-22,4,Virginia Tech,,William & Mary,W,0,1,1,0.0,0.0,kam-chancellor-1
Tripp Chandler,2007-09-22,4,Georgia,@,Alabama,W,1,0,1,0.0,0.0,tripp-chandler-1
Jamar Chaney,2007-09-22,4,Mississippi State,,Gardner-Webb,W,4,4,8,0.0,0.0,jamar-chaney-1
Martin Channels,2007-09-22,4,Miami (OH),@,Colorado,L,0,2,2,0.0,0.0,martin-channels-1
Jason Chapman,2007-09-22,4,Wisconsin,,Iowa,W,2,1,3,1.0,1.0,jason-chapman-1
Jeremiah Chapman,2007-09-22,3,North Texas,,Florida Atlantic,L,3,1,4,2.0,1.0,jeremiah-chapman-1
Daniel Charbonnet,2007-09-22,4,Texas Tech,@,Oklahoma State,L,3,1,4,0.0,0.0,daniel-charbonnet-1
Marquise Charles,2007-09-22,4,Utah State,,San Jose State,L,1,1,2,0.0,0.0,marquise-charles-1
Luke Chase,2007-09-22,4,Wyoming,@,Ohio,W,0,4,4,0.5,0.0,luke-chase-1
Thaddeus Chase,2007-09-22,3,Stanford,,Oregon,L,2,0,2,0.0,0.0,thaddeus-chase-1
Jeray Chatham,2007-09-22,4,Oklahoma State,,Texas Tech,W,0,1,1,0.0,0.0,jeray-chatham-1
Tommy Chavis,2007-09-22,4,Missouri,,Illinois State,W,2,0,2,0.0,0.0,tommy-chavis-1
Nicholas Chestnut,2007-09-22,4,Syracuse,@,Louisville,W,9,1,10,0.0,0.0,nicholas-chestnut-1
Raphael Chestnut,2007-09-22,4,Duke,@,Navy,L,1,0,1,0.0,0.0,raphael-chestnut-1
Brian Chmura,2007-09-22,4,Army,@,Boston College,L,6,0,6,1.0,0.0,brian-chmura-1
Brock Christopher,2007-09-22,4,Missouri,,Illinois State,W,6,1,7,1.0,1.0,brock-christopher-1
George Chukwu,2007-09-22,4,Rice,@,Texas,L,1,2,3,1.0,0.0,george-chukwu-1
Patrick Chung,2007-09-22,4,Oregon,@,Stanford,W,3,5,8,0.5,0.0,patrick-chung-1
Barry Church,2007-09-22,4,Toledo,,Iowa State,W,11,8,19,3.0,0.0,barry-church-1
Cody Cielenski,2007-09-22,4,Western Michigan,,Central Connecticut State,W,2,1,3,1.0,0.0,cody-cielenski-1
Sean Claffey,2007-09-22,4,Wyoming,@,Ohio,W,2,4,6,0.0,0.0,sean-claffey-1
Aaron Clark,2007-09-22,4,Virginia,,Georgia Tech,W,0,1,1,0.0,0.0,aaron-clark-1
Andre Clark,2007-09-22,4,Florida Atlantic,@,North Texas,W,1,1,2,0.0,0.0,andre-clark-1
Tony Clark,2007-09-22,4,Georgia Tech,@,Virginia,L,1,0,1,0.0,0.0,tony-clark-1
Zack Clarke,2007-09-22,3,San Diego State,,Portland State,W,2,0,2,0.0,0.0,zack-clarke-1
Tyler Clawson,2007-09-22,4,Florida International,@,Kansas,L,1,0,1,0.0,0.0,tyler-clawson-1
Antonio Clay,2007-09-22,4,Clemson,@,North Carolina State,W,3,0,3,1.0,0.0,antonio-clay-1
Zach Clayton,2007-09-22,4,Auburn,,New Mexico State,W,0,3,3,0.5,0.0,zach-clayton-1
Richard Clebert,2007-09-22,3,South Florida,,North Carolina,W,1,3,4,0.0,0.0,richard-clebert-1
Chase Clement,2007-09-22,4,Rice,@,Texas,L,1,0,1,0.0,0.0,chase-clement-2
Chris Clemons,2007-09-22,4,Clemson,@,North Carolina State,W,2,2,4,0.0,0.0,chris-clemons-1
Joe Clermond,2007-09-22,4,Pittsburgh,,Connecticut,L,2,0,2,2.0,1.0,joe-clermond-1
Eugene Clifford,2007-09-22,4,Ohio State,,Northwestern,W,2,4,6,0.5,0.0,eugene-clifford-1
Ashton Cobb,2007-09-22,4,Kentucky,@,Arkansas,W,3,1,4,0.0,0.0,ashton-cobb-1
Wayne Cobham,2007-09-22,4,Akron,,Kent State,W,4,2,6,0.0,0.0,wayne-cobham-1
Courtney Coffey,2007-09-22,4,Kentucky,@,Arkansas,W,1,0,1,0.0,0.0,courtney-coffey-1
Jake Coffman,2007-09-22,4,Northern Illinois,@,Idaho,W,2,1,3,0.0,0.0,jake-coffman-1
Landon Cohen,2007-09-22,4,Ohio,,Wyoming,L,1,3,4,0.5,0.5,landon-cohen-1
Curtis Coker,2007-09-22,4,Oregon State,@,Arizona State,L,1,0,1,0.0,0.0,curtis-coker-1
Lamarcus Coker,2007-09-22,4,Tennessee,,Arkansas State,W,0,1,1,0.0,0.0,lamarcus-coker-1
Justin Cole,2007-09-22,4,San Jose State,@,Utah State,W,0,2,2,0.0,0.0,justin-cole-1
Nate Cole,2007-09-22,4,Toledo,,Iowa State,W,0,2,2,0.0,0.0,nate-cole-1
Antonio Coleman,2007-09-22,4,Auburn,,New Mexico State,W,3,2,5,2.0,1.0,antonio-coleman-1
Georg Coleman,2007-09-22,4,Temple,@,Bowling Green State,L,1,2,3,0.0,0.0,georg-coleman-1
Harry Coleman,2007-09-22,4,Louisiana State,,South Carolina,W,0,1,1,0.0,0.0,harry-coleman-1
Jacody Coleman,2007-09-22,4,Iowa,@,Wisconsin,L,2,0,2,1.0,0.0,jacody-coleman-1
Kurt Coleman,2007-09-22,4,Ohio State,,Northwestern,W,0,2,2,0.0,0.0,kurt-coleman-1
Maurice Coleman,2007-09-22,4,Troy,@,Louisiana,W,2,1,3,0.0,0.0,maurice-coleman-1
Steven Coleman,2007-09-22,4,Texas Christian,,Southern Methodist,W,4,1,5,1.0,0.0,steven-coleman-1
Blake Collier,2007-09-22,4,Texas Tech,@,Oklahoma State,L,1,0,1,0.0,0.0,blake-collier-1
Jed Collins,2007-09-22,4,Washington State,@,Southern California,L,1,0,1,0.0,0.0,jed-collins-1
Nate Collins,2007-09-22,4,Virginia,,Georgia Tech,W,0,1,1,0.0,0.0,nate-collins-1
Joe Coniglio,2007-09-22,4,Miami (OH),@,Colorado,L,2,1,3,0.0,0.0,joe-coniglio-1
Kavell Conner,2007-09-22,4,Clemson,@,North Carolina State,W,0,1,1,0.5,0.0,kavell-conner-1
Ross Conner,2007-09-22,4,New Mexico State,@,Auburn,L,2,2,4,0.0,0.0,ross-conner-1
Dan Connor,2007-09-22,4,Penn State,@,Michigan,L,6,3,9,1.0,0.0,dan-connor-1
Skylaar Constant,2007-09-22,4,Toledo,,Iowa State,W,0,1,1,0.0,0.0,skylaar-constant-1
Chris Conte,2007-09-22,4,California,,Arizona,W,1,1,2,0.0,0.0,chris-conte-1
Chris Cook,2007-09-22,4,Virginia,,Georgia Tech,W,3,1,4,0.0,0.0,chris-cook-2
Domonic Cook,2007-09-22,4,Buffalo,,Baylor,L,2,4,6,0.0,0.0,domonic-cook-1
Emmanuel Cook,2007-09-22,4,South Carolina,@,Louisiana State,L,4,7,11,0.0,0.0,emmanuel-cook-1
Jeremy Cook,2007-09-22,4,Louisiana,,Troy,L,1,1,2,0.0,0.0,jeremy-cook-1
Duran Cooley,2007-09-22,4,Minnesota,,Purdue,L,1,1,2,0.0,0.0,duran-cooley-1
Evan Cooper,2007-09-22,4,Temple,@,Bowling Green State,L,1,1,2,0.0,0.0,evan-cooper-1
Josh Copeland,2007-09-22,4,Buffalo,,Baylor,L,1,1,2,0.0,0.0,josh-copeland-1
Jon Copper,2007-09-22,4,Virginia,,Georgia Tech,W,3,5,8,0.5,0.0,jon-copper-1
Jaysen Corbett,2007-09-22,4,Missouri,,Illinois State,W,0,1,1,0.0,0.0,jaysen-corbett-1
Bryant Cornell,2007-09-22,4,Oregon State,@,Arizona State,L,0,1,1,0.0,0.0,bryant-cornell-1
Curtis Cornelson,2007-09-22,3,Colorado State,@,Houston,L,2,2,4,0.0,0.0,curtis-cornelson-1
Reggie Corner,2007-09-22,4,Akron,,Kent State,W,2,0,2,0.0,0.0,reggie-corner-1
Torry Cornett,2007-09-22,4,Cincinnati,,Marshall,W,1,1,2,1.0,0.0,torry-cornett-1
Jeff Cottam,2007-09-22,4,Tennessee,,Arkansas State,W,1,0,1,0.0,0.0,jeff-cottam-1
Jamar Cotton,2007-09-22,4,New Mexico State,@,Auburn,L,0,4,4,0.0,0.0,jamar-cotton-1
Quentin Cotton,2007-09-22,4,East Carolina,@,West Virginia,L,2,3,5,1.0,0.0,quentin-cotton-1
Roderick Cotton,2007-09-22,3,North Texas,,Florida Atlantic,L,2,0,2,0.0,0.0,roderick-cotton-1
Jermaine Council,2007-09-22,4,Florida Atlantic,@,North Texas,W,0,1,1,0.0,0.0,jermaine-council-1
Morris Council,2007-09-22,4,Miami (OH),@,Colorado,L,1,1,2,0.0,0.0,morris-council-1
Rod Council,2007-09-22,4,Louisville,,Syracuse,L,1,1,2,0.0,0.0,rod-council-1
Trey Covington,2007-09-22,4,Maryland,@,Wake Forest,L,2,0,2,1.0,0.0,trey-covington-1
Brandon Cox,2007-09-22,4,Louisville,,Syracuse,L,2,0,2,0.0,0.0,brandon-cox-2
Deavin Cox,2007-09-22,3,North Texas,,Florida Atlantic,L,0,1,1,0.0,0.0,deavin-cox-1
Kennard Cox,2007-09-22,4,Pittsburgh,,Connecticut,L,0,1,1,0.0,0.0,kennard-cox-1
Landon Cox,2007-09-22,4,Northern Illinois,@,Idaho,W,1,0,1,0.0,0.0,landon-cox-1
Mike Cox,2007-09-22,4,Connecticut,@,Pittsburgh,W,1,2,3,1.0,0.0,mike-cox-1
Perrish Cox,2007-09-22,4,Oklahoma State,,Texas Tech,W,5,0,5,0.0,0.0,perrish-cox-1
Shawn Crable,2007-09-22,4,Michigan,,Penn State,W,1,3,4,1.0,0.0,shawn-crable-1
Tom Crabtree,2007-09-22,4,Miami (OH),@,Colorado,L,1,0,1,0.0,0.0,tom-crabtree-1
Angelo Craig,2007-09-22,4,Cincinnati,,Marshall,W,1,2,3,1.0,0.0,angelo-craig-1
Tyler Crane,2007-09-22,4,Missouri,,Illinois State,W,1,1,2,0.0,0.0,tyler-crane-1
Travis Craven,2007-09-22,4,Miami (OH),@,Colorado,L,2,1,3,0.0,0.0,travis-craven-1
Brandon Crawford,2007-09-22,4,Ball State,@,Nebraska,L,4,1,5,1.5,1.5,brandon-crawford-1
Dwain Crawford,2007-09-22,4,Baylor,@,Buffalo,W,1,1,2,0.0,0.0,dwain-crawford-1
Allen Cray,2007-09-22,3,South Florida,,North Carolina,W,1,1,2,0.0,0.0,allen-cray-1
Andre Crenshaw,2007-09-22,4,Oregon,@,Stanford,W,2,0,2,0.0,0.0,andre-crenshaw-1
Ben Criddle,2007-09-22,4,Brigham Young,,Air Force,W,1,3,4,0.0,0.0,ben-criddle-1
Da-Mon Cromartie-Smith,2007-09-22,4,Texas-El Paso,,Texas Southern,W,0,1,1,0.0,0.0,da-mon-cromartie-smith-1
Maurice Crum,2007-09-22,4,Notre Dame,,Michigan State,L,6,10,16,0.5,0.0,maurice-crum-1
Andrew Crutchfield,2007-09-22,4,Louisiana State,,South Carolina,W,0,1,1,0.0,0.0,andrew-crutchfield-1
Jamie Cumbie,2007-09-22,4,Clemson,@,North Carolina State,W,0,1,1,0.0,0.0,jamie-cumbie-1
Maurice Cummings,2007-09-22,4,Oklahoma State,,Texas Tech,W,4,1,5,2.0,0.0,maurice-cummings-1
Chad Cunningham,2007-09-22,4,Tennessee,,Arkansas State,W,1,0,1,0.0,0.0,chad-cunningham-1
Jermaine Cunningham,2007-09-22,4,Florida,@,Mississippi,W,3,0,3,2.0,1.0,jermaine-cunningham-1
Aaron Curry,2007-09-22,4,Wake Forest,,Maryland,W,4,5,9,0.5,0.0,aaron-curry-1
Brian Cushing,2007-09-22,3,Southern California,,Washington State,W,1,0,1,0.0,0.0,brian-cushing-1
Kevin Cyrille,2007-09-22,4,Western Michigan,,Central Connecticut State,W,0,2,2,0.0,0.0,kevin-cyrille-1
Kijuan Dabney,2007-09-22,4,Connecticut,@,Pittsburgh,W,1,0,1,0.0,0.0,kijuan-dabney-1
Weston Dacus,2007-09-22,3,Arkansas,,Kentucky,L,5,1,6,0.0,0.0,weston-dacus-1
Joe Dale,2007-09-22,4,Utah,@,Nevada-Las Vegas,L,1,6,7,0.0,0.0,joe-dale-1
Harold Dalton,2007-09-22,4,Iowa,@,Wisconsin,L,2,1,3,0.0,0.0,harold-dalton-1
Brett Daly,2007-09-22,4,Ohio State,,Northwestern,W,0,1,1,0.5,0.0,brett-daly-1
Alan Darlin,2007-09-22,4,Oregon State,@,Arizona State,L,1,2,3,0.0,0.0,alan-darlin-1
Byron Davenport,2007-09-22,4,Washington,@,UCLA,L,4,1,5,0.0,0.0,byron-davenport-1
Quentin Davie,2007-09-22,4,Northwestern,@,Ohio State,L,2,0,2,0.0,0.0,quentin-davie-1
Adrian Davis,2007-09-22,3,Arkansas,,Kentucky,L,1,0,1,0.0,0.0,adrian-davis-1
Bruce Davis,2007-09-22,4,UCLA,,Washington,W,2,1,3,2.5,1.5,bruce-davis-1
Chris Davis,2007-09-22,4,Duke,@,Navy,L,3,4,7,0.0,0.0,chris-davis-1
Connell Davis,2007-09-22,4,Missouri,,Illinois State,W,1,0,1,0.0,0.0,connell-davis-1
Dexter Davis,2007-09-22,4,Arizona State,,Oregon State,W,1,0,1,1.0,1.0,dexter-davis-1
Dietrich Davis,2007-09-22,4,Rice,@,Texas,L,2,0,2,0.0,0.0,dietrich-davis-1
Dorian Davis,2007-09-22,4,Tennessee,,Arkansas State,W,2,3,5,0.0,0.0,dorian-davis-1
Dowayne Davis,2007-09-22,4,Syracuse,@,Louisville,W,4,0,4,0.0,0.0,dowayne-davis-1
Jopierre Davis,2007-09-22,4,Hawaii,,Charleston Southern,W,1,0,1,0.0,0.0,jopierre-davis-1
Kellen Davis,2007-09-22,4,Michigan State,@,Notre Dame,W,0,1,1,0.5,0.0,kellen-davis-1
Nick Davis,2007-09-22,3,Bowling Green State,,Temple,W,2,2,4,1.0,0.0,nick-davis-2
Steve Davis,2007-09-22,4,Minnesota,,Purdue,L,0,1,1,0.0,0.0,steve-davis-1
Tony Davis,2007-09-22,4,Penn State,@,Michigan,L,0,1,1,0.0,0.0,tony-davis-1
Troy Davis,2007-09-22,4,Ball State,@,Nebraska,L,1,1,2,0.0,0.0,troy-davis-3
Vontae Davis,2007-09-22,4,Illinois,@,Indiana,W,7,2,9,0.0,0.0,vontae-davis-1
Wendel Davis,2007-09-22,3,Arkansas,,Kentucky,L,1,0,1,0.0,0.0,wendel-davis-1
Will Davis,2007-09-22,4,Illinois,@,Indiana,W,5,2,7,5.0,4.0,will-davis-1
Kendell Davis-Clark,2007-09-22,4,Michigan State,@,Notre Dame,W,3,1,4,1.0,1.0,kendell-davis-clark-1
Germaine Dawson,2007-09-22,3,North Texas,,Florida Atlantic,L,0,1,1,0.0,0.0,germaine-dawson-1
Travis Day,2007-09-22,4,Kentucky,@,Arkansas,W,0,1,1,0.0,0.0,travis-day-1
Brandon Deaderick,2007-09-22,4,Alabama,,Georgia,L,1,1,2,0.0,0.0,brandon-deaderick-1
Nick Debartolo,2007-09-22,4,Miami (OH),@,Colorado,L,1,0,1,0.0,0.0,nick-debartolo-1
Thomas Decoud,2007-09-22,4,California,,Arizona,W,3,7,10,1.0,1.0,thomas-decoud-1
Kirk Decremer,2007-09-22,4,Wisconsin,,Iowa,W,3,0,3,1.0,0.0,kirk-decremer-1
Levi Dejohnette,2007-09-22,3,Arkansas State,@,Tennessee,L,1,0,1,0.0,0.0,levi-dejohnette-1
Travis Dekker,2007-09-22,4,Air Force,@,Brigham Young,L,1,0,1,0.0,0.0,travis-dekker-1
Dahna Deleston,2007-09-22,4,Connecticut,@,Pittsburgh,W,2,1,3,0.0,0.0,dahna-deleston-1
Steve Dell,2007-09-22,4,Pittsburgh,,Connecticut,L,1,0,1,0.0,0.0,steve-dell-1
Stefan Demos,2007-09-22,4,Northwestern,@,Ohio State,L,1,0,1,0.0,0.0,stefan-demos-1
Quintin Demps,2007-09-22,4,Texas-El Paso,,Texas Southern,W,0,2,2,0.0,0.0,quintin-demps-1
Todd Denlinger,2007-09-22,4,Ohio State,,Northwestern,W,1,0,1,1.0,0.0,todd-denlinger-1
Akeem Dent,2007-09-22,4,Georgia,@,Alabama,W,1,0,1,0.0,0.0,akeem-dent-1
Darren Derochemont,2007-09-22,3,Tulane,,Southeastern Louisiana,W,2,0,2,0.0,0.0,darren-derochemont-1
Scott Derry,2007-09-22,4,Texas,,Rice,W,1,2,3,0.5,0.0,scott-derry-1
Guesly Dervil,2007-09-22,4,West Virginia,,East Carolina,W,0,1,1,0.0,0.0,guesly-dervil-1
Brandis Dew,2007-09-22,4,Texas-El Paso,,Texas Southern,W,3,0,3,3.0,1.0,brandis-dew-1
Darius Dewberry,2007-09-22,4,Georgia,@,Alabama,W,0,1,1,0.0,0.0,darius-dewberry-1
Jermaine Dias,2007-09-22,4,Virginia,,Georgia Tech,W,1,1,2,0.0,0.0,jermaine-dias-1
Dorin Dickerson,2007-09-22,4,Pittsburgh,,Connecticut,L,1,1,2,0.0,0.0,dorin-dickerson-1
Ervin Dickerson,2007-09-22,4,Texas Christian,,Southern Methodist,W,0,1,1,0.0,0.0,ervin-dickerson-1
Phillip Dillard,2007-09-22,4,Nebraska,,Ball State,W,4,2,6,0.0,0.0,phillip-dillard-1
Mike Dinard,2007-09-22,4,Northwestern,@,Ohio State,L,0,2,2,0.0,0.0,mike-dinard-1
Johnny Dingle,2007-09-22,4,West Virginia,,East Carolina,W,1,2,3,1.0,1.0,johnny-dingle-1
Tyson Ditmore,2007-09-22,4,New Mexico,,Sacramento State,W,0,1,1,0.0,0.0,tyson-ditmore-1
Kevin Dixon,2007-09-22,4,Nebraska,,Ball State,W,1,0,1,0.0,0.0,kevin-dixon-1
Jordon Dizon,2007-09-22,4,Colorado,,Miami (OH),W,3,3,6,0.0,0.0,jordon-dizon-1
Ward Dobbs,2007-09-22,4,Wyoming,@,Ohio,W,1,3,4,1.0,1.0,ward-dobbs-1
James Dockery,2007-09-22,4,Oregon State,@,Arizona State,L,1,0,1,0.0,0.0,james-dockery-1
Dustin Doe,2007-09-22,4,Florida,@,Mississippi,W,0,3,3,0.0,0.0,dustin-doe-1
Derrick Doggett,2007-09-22,4,Oregon State,@,Arizona State,L,5,2,7,1.0,0.0,derrick-doggett-1
Michael Dominguez,2007-09-22,4,Florida International,@,Kansas,L,3,1,4,0.0,0.0,michael-dominguez-1
Matt Donahue,2007-09-22,4,Ohio,,Wyoming,L,1,0,1,0.0,0.0,matt-donahue-1
Tyler Donaldson,2007-09-22,4,New Mexico,,Sacramento State,W,6,2,8,1.0,0.0,tyler-donaldson-1
D.J. Donley,2007-09-22,4,Georgia Tech,@,Virginia,L,0,2,2,0.0,0.0,dj-donley-1
Glenn Dorsey,2007-09-22,4,Louisiana State,,South Carolina,W,2,6,8,1.0,1.0,glenn-dorsey-1
Mike Dorulla,2007-09-22,4,Ball State,@,Nebraska,L,4,2,6,0.0,0.0,mike-dorulla-1
Lionel Dotson,2007-09-22,4,Arizona,@,California,L,0,3,3,0.0,0.0,lionel-dotson-1
Brandon Douglas,2007-09-22,3,Memphis,@,Central Florida,L,1,0,1,0.0,0.0,brandon-douglas-2
Dominic Douglas,2007-09-22,4,Mississippi State,,Gardner-Webb,W,4,2,6,0.0,0.0,dominic-douglas-1
Steve Douglas,2007-09-22,4,Texas-El Paso,,Texas Southern,W,0,1,1,0.0,0.0,steve-douglas-1
Leger Douzable,2007-09-22,3,Central Florida,,Memphis,W,6,0,6,2.0,1.0,leger-douzable-1
Ras-I Dowling,2007-09-22,4,Virginia,,Georgia Tech,W,1,2,3,0.0,0.0,ras-i-dowling-1
Ryan Downard,2007-09-22,4,Eastern Michigan,,Howard,W,2,3,5,0.0,0.0,ryan-downard-1
Brandon Downs,2007-09-22,4,Eastern Michigan,,Howard,W,2,0,2,0.0,0.0,brandon-downs-1
Bobby Doyle,2007-09-22,4,Navy,,Duke,W,1,0,1,0.0,0.0,bobby-doyle-1
Erique Dozier,2007-09-22,3,Bowling Green State,,Temple,W,4,8,12,1.0,0.0,erique-dozier-1
Shaun Draughn,2007-09-22,4,North Carolina,@,South Florida,L,1,0,1,0.0,0.0,shaun-draughn-1
Daniel Drayton,2007-09-22,4,Oregon State,@,Arizona State,L,1,1,2,0.0,0.0,daniel-drayton-1
Casey Droscha,2007-09-22,4,Central Michigan,,North Dakota State,L,1,3,4,0.0,0.0,casey-droscha-1
Dustin Duclo,2007-09-22,4,Western Michigan,,Central Connecticut State,W,2,4,6,0.0,0.0,dustin-duclo-1
Drew Dudley,2007-09-22,4,Kansas,,Florida International,W,0,2,2,0.5,0.0,drew-dudley-1
Drew Duffin,2007-09-22,4,Ball State,@,Nebraska,L,1,1,2,0.0,0.0,drew-duffin-1
Tommie Duhart,2007-09-22,4,Pittsburgh,,Connecticut,L,3,0,3,0.0,0.0,tommie-duhart-1
Ian Dulan,2007-09-22,4,Brigham Young,,Air Force,W,1,3,4,1.0,0.0,ian-dulan-1
Jolonn Dunbar,2007-09-22,4,Boston College,,Army,W,6,3,9,0.5,0.0,jolonn-dunbar-1
Brian Duncan,2007-09-22,4,Texas Tech,@,Oklahoma State,L,1,0,1,0.0,0.0,brian-duncan-1
John Dunlap,2007-09-22,4,North Carolina State,,Clemson,L,2,0,2,0.0,0.0,john-dunlap-1
Kendrick Dunn,2007-09-22,4,Washington State,@,Southern California,L,7,0,7,0.0,0.0,kendrick-dunn-1
Jake Duren,2007-09-22,4,Colorado,,Miami (OH),W,2,3,5,1.0,0.0,jake-duren-1
Daniel Dykes,2007-09-22,4,Colorado,,Miami (OH),W,5,0,5,0.0,0.0,daniel-dykes-1
Keilen Dykes,2007-09-22,4,West Virginia,,East Carolina,W,1,0,1,1.0,0.0,keilen-dykes-1
Dustin Earnest,2007-09-22,4,Texas,,Rice,W,1,1,2,0.0,0.0,dustin-earnest-1
Chinonso Echebelem,2007-09-22,3,Tulane,,Southeastern Louisiana,W,3,1,4,1.0,0.0,chinonso-echebelem-1
A.J. Edds,2007-09-22,4,Iowa,@,Wisconsin,L,4,3,7,0.0,0.0,aj-edds-1
Joshua Edwards,2007-09-22,4,UCLA,,Washington,W,2,0,2,1.0,0.0,joshua-edwards-1
Kevin Edwards,2007-09-22,4,Navy,,Duke,W,0,2,2,0.0,0.0,kevin-edwards-1
Kirkston Edwards,2007-09-22,4,Central Michigan,,North Dakota State,L,1,5,6,0.0,0.0,kirkston-edwards-1
Mario Edwards,2007-09-22,4,Virginia Tech,,William & Mary,W,0,1,1,0.0,0.0,mario-edwards-1
Peris Edwards,2007-09-22,4,Miami (OH),@,Colorado,L,2,2,4,0.0,0.0,peris-edwards-1
Pannel Egboh,2007-09-22,3,Stanford,,Oregon,L,5,0,5,1.0,0.0,pannel-egboh-1
Errik Ejike,2007-09-22,4,Ohio,,Wyoming,L,2,1,3,0.0,0.0,errik-ejike-1
Kenape Eliapo,2007-09-22,4,Utah,@,Nevada-Las Vegas,L,1,1,2,0.5,0.0,kenape-eliapo-1
Solomon Elimimian,2007-09-22,4,Hawaii,,Charleston Southern,W,6,7,13,0.5,0.0,solomon-elimimian-1
Serge Elizee,2007-09-22,4,Southern Methodist,@,Texas Christian,L,0,2,2,0.0,0.0,serge-elizee-1
Brian Elledge,2007-09-22,4,San Jose State,@,Utah State,W,0,1,1,0.0,0.0,brian-elledge-1
Dannell Ellerbe,2007-09-22,4,Georgia,@,Alabama,W,5,3,8,0.0,0.0,dannell-ellerbe-1
Chris Ellis,2007-09-22,4,Virginia Tech,,William & Mary,W,1,1,2,0.5,0.5,chris-ellis-1
Sedrick Ellis,2007-09-22,3,Southern California,,Washington State,W,0,1,1,0.5,0.0,sedrick-ellis-1
Kevin Ellison,2007-09-22,3,Southern California,,Washington State,W,2,1,3,0.0,0.0,kevin-ellison-1
Anthony Elzy,2007-09-22,4,North Carolina,@,South Florida,L,1,0,1,0.0,0.0,anthony-elzy-1
Nick Emmons,2007-09-22,4,Army,@,Boston College,L,1,0,1,0.0,0.0,nick-emmons-1
Brandent Englemon,2007-09-22,4,Michigan,,Penn State,W,2,4,6,0.0,0.0,brandent-englemon-1
Larry English,2007-09-22,4,Northern Illinois,@,Idaho,W,7,5,12,5.0,5.0,larry-english-1
Zach Enyeart,2007-09-22,4,Washington State,@,Southern California,L,1,0,1,0.0,0.0,zach-enyeart-1
Ollice Ervin,2007-09-22,4,Buffalo,,Baylor,L,0,1,1,0.0,0.0,ollice-ervin-1
Van Eskridge,2007-09-22,4,East Carolina,@,West Virginia,L,7,6,13,0.0,0.0,van-eskridge-1
Javier Estopinan,2007-09-22,4,Florida,@,Mississippi,W,2,0,2,0.0,0.0,javier-estopinan-1
Zac Etheridge,2007-09-22,4,Auburn,,New Mexico State,W,4,1,5,0.5,0.0,zac-etheridge-1
Bryan Evans,2007-09-22,4,Georgia,@,Alabama,W,1,1,2,0.0,0.0,bryan-evans-1
Chris Evans,2007-09-22,4,Auburn,,New Mexico State,W,1,1,2,0.0,0.0,chris-evans-1
Cory Evans,2007-09-22,4,Washington State,@,Southern California,L,4,1,5,1.0,0.0,cory-evans-1
Jason Evans,2007-09-22,3,Stanford,,Oregon,L,1,0,1,0.0,0.0,jason-evans-1
Kris Evans,2007-09-22,3,Stanford,,Oregon,L,1,1,2,0.0,0.0,kris-evans-1
Maurice Evans,2007-09-22,4,Penn State,@,Michigan,L,5,4,9,4.0,0.0,maurice-evans-1
Mitchell Evans,2007-09-22,4,Indiana,,Illinois,L,1,0,1,0.0,0.0,mitchell-evans-1
Matt Evensen,2007-09-22,4,Oregon,@,Stanford,W,2,0,2,0.0,0.0,matt-evensen-1
Marcus Ezeff,2007-09-22,4,California,,Arizona,W,7,7,14,0.0,0.0,marcus-ezeff-1
David Faaeteete,2007-09-22,4,Oregon,@,Stanford,W,1,1,2,0.0,0.0,david-faaeteete-1
