Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Donovan Harden,2014-08-27,1,Georgia State,,Abilene Christian,W,2,34,17.0,0,donovan-harden-2
Chad Beebe,2014-08-28,1,Northern Illinois,,Presbyterian,W,1,11,11.0,0,chad-beebe-1
Kaelin Clay,2014-08-28,1,Utah,,Idaho State,W,3,46,15.3,1,kaelin-clay-1
River Cracraft,2014-08-28,1,Washington State,,Rutgers,L,3,5,1.7,0,river-cracraft-1
Imani Davis,2014-08-28,1,Akron,,Howard,W,2,35,17.5,0,imani-davis-1
Titus Davis,2014-08-28,1,Central Michigan,,Chattanooga,W,3,67,22.3,0,titus-davis-1
Steve Donatell,2014-08-28,1,Wake Forest,@,Louisiana-Monroe,L,1,35,35.0,0,steve-donatell-1
Tyler Ervin,2014-08-28,1,San Jose State,,North Dakota,W,2,73,36.5,1,tyler-ervin-1
Conner Floyd,2014-08-28,1,Tulsa,,Tulane,W,2,22,11.0,0,conner-floyd-1
Janarion Grant,2014-08-28,1,Rutgers,@,Washington State,W,1,7,7.0,0,janarion-grant-1
Khalif Herbin,2014-08-28,1,Temple,@,Vanderbilt,W,2,6,3.0,0,khalif-herbin-1
Travonne Hobbs,2014-08-28,1,Utah,,Idaho State,W,1,6,6.0,0,travonne-hobbs-1
Gregory Hogan,2014-08-28,1,New Mexico State,,Cal Poly,W,4,16,4.0,0,gregory-hogan-1
Logan Hutton,2014-08-28,1,Minnesota,,Eastern Illinois,W,1,2,2.0,1,logan-hutton-1
Marcus Jones,2014-08-28,1,Minnesota,,Eastern Illinois,W,3,37,12.3,0,marcus-jones-8
Tommylee Lewis,2014-08-28,1,Northern Illinois,,Presbyterian,W,2,19,9.5,0,tommylee-lewis-1
Eric Murray,2014-08-28,1,Minnesota,,Eastern Illinois,W,1,18,18.0,0,eric-murray-1
Speedy Noil,2014-08-28,1,Texas A&M,@,South Carolina,W,2,7,3.5,0,speedy-noil-1
Markell Pack,2014-08-28,1,Mississippi,N,Boise State,W,1,2,2.0,0,markell-pack-1
Bubba Poole,2014-08-28,1,Utah,,Idaho State,W,2,30,15.0,0,bubba-poole-1
Damarious Randall,2014-08-28,1,Arizona State,,Weber State,W,1,-1,-1.0,0,damarious-randall-1
Darrius Sims,2014-08-28,1,Vanderbilt,,Temple,L,5,26,5.2,0,darrius-sims-1
Shane Williams-Rhodes,2014-08-28,1,Boise State,N,Mississippi,L,1,-2,-2.0,0,shane-williams-rhodes-1
Ryan Burbrink,2014-08-29,1,Bowling Green State,@,Western Kentucky,L,1,28,28.0,0,ryan-burbrink-1
Brisly Estime,2014-08-29,1,Syracuse,,Villanova,W,1,-1,-1.0,0,brisly-estime-1
Deshon Foxx,2014-08-29,1,Connecticut,,Brigham Young,L,1,-1,-1.0,0,deshon-foxx-1
Samajie Grant,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,2,9,4.5,0,samajie-grant-1
Kenny Harrison,2014-08-29,1,Texas-San Antonio,@,Houston,W,5,-4,-0.8,0,kenny-harrison-3
Mitchell Juergens,2014-08-29,1,Brigham Young,@,Connecticut,W,2,24,12.0,0,mitchell-juergens-1
Macgarrett Kings Jr.,2014-08-29,1,Michigan State,,Jacksonville State,W,2,11,5.5,0,macgarrett-kings-jr-1
Davonte' Neal,2014-08-29,1,Arizona,,Nevada-Las Vegas,W,2,10,5.0,0,davonte-neal-1
Nelson Spruce,2014-08-29,1,Colorado,N,Colorado State,L,4,35,8.8,0,nelson-spruce-1
Kylen Towner,2014-08-29,1,Western Kentucky,,Bowling Green State,W,1,9,9.0,0,kylen-towner-1
Greg Ward Jr.,2014-08-29,1,Houston,,Texas-San Antonio,L,1,0,0.0,0,greg-ward-jr-1
Ishmael Adams,2014-08-30,1,UCLA,@,Virginia,W,3,49,16.3,0,ishmael-adams-1
Nathan Adams,2014-08-30,1,Eastern Michigan,,Morgan State,W,1,21,21.0,1,nathan-adams-2
Tyler Allen,2014-08-30,1,Eastern Michigan,,Morgan State,W,1,-6,-6.0,0,tyler-allen-1
C.J. Bates,2014-08-30,1,Louisiana,,Southern,W,2,0,0.0,0,cj-bates-1
Cameron Batson,2014-08-30,1,Texas Tech,,Central Arkansas,W,3,13,4.3,0,cameron-batson-1
Ed'Marques Batties,2014-08-30,1,Middle Tennessee State,,Savannah State,W,1,61,61.0,1,edmarques-batties-1
Bobo Beathard,2014-08-30,1,Appalachian State,@,Michigan,L,1,0,0.0,0,bobo-beathard-1
Kenny Bell,2014-08-30,1,Nebraska,,Florida Atlantic,W,2,5,2.5,0,kenny-bell-2
V'Angelo Bentley,2014-08-30,1,Illinois,,Youngstown State,W,1,3,3.0,0,vangelo-bentley-1
Victor Bolden,2014-08-30,1,Oregon State,,Portland State,W,3,45,15.0,0,victor-bolden-1
Tyler Boyd,2014-08-30,1,Pittsburgh,,Delaware,W,3,72,24.0,0,tyler-boyd-1
Quan Bray,2014-08-30,1,Auburn,,Arkansas,W,2,31,15.5,0,quan-bray-1
James Brooks,2014-08-30,1,Kent State,,Ohio,L,3,15,5.0,0,james-brooks-5
Trevon Brown,2014-08-30,1,East Carolina,,North Carolina Central,W,2,17,8.5,0,trevon-brown-1
Greg Bryant,2014-08-30,1,Notre Dame,,Rice,W,3,31,10.3,0,greg-bryant-1
Bra'Lon Cherry,2014-08-30,1,North Carolina State,,Georgia Southern,W,2,33,16.5,0,bralon-cherry-1
Jalen Claiborne,2014-08-30,1,Wyoming,,Montana,W,3,25,8.3,0,jalen-claiborne-1
Joe Craig,2014-08-30,1,Memphis,,Austin Peay,W,2,66,33.0,0,joe-craig-1
Reggie Davis,2014-08-30,1,Georgia,,Clemson,W,7,37,5.3,0,reggie-davis-4
Trevor Davis,2014-08-30,1,California,@,Northwestern,W,1,8,8.0,0,trevor-davis-1
D.J. Dean,2014-08-30,1,Arkansas,@,Auburn,L,2,11,5.5,0,dj-dean-2
Jesse Della Valle,2014-08-30,1,Penn State,N,Central Florida,W,1,8,8.0,0,jesse-della-valle-1
Kenzel Doe,2014-08-30,1,Wisconsin,N,Louisiana State,L,1,-3,-3.0,0,kenzel-doe-1
Chris Dunkley,2014-08-30,1,South Florida,,Western Carolina,W,1,24,24.0,0,chris-dunkley-1
Cameron Echols-Luper,2014-08-30,1,Texas Christian,,Samford,W,5,31,6.2,0,cameron-echols-luper-1
Ifo Ekpre-Olomu,2014-08-30,1,Oregon,,South Dakota,W,2,0,0.0,0,ifo-ekpre-olomu-1
Dameon Gamblin,2014-08-30,1,New Mexico,,Texas-El Paso,L,2,2,1.0,0,dameon-gamblin-1
Ben Gedeon,2014-08-30,1,Michigan,,Appalachian State,W,1,32,32.0,1,ben-gedeon-1
Randall Goforth,2014-08-30,1,UCLA,@,Virginia,W,1,6,6.0,0,randall-goforth-1
Jamal Golden,2014-08-30,1,Georgia Tech,,Wofford,W,2,24,12.0,0,jamal-golden-1
Deante' Gray,2014-08-30,1,Texas Christian,,Samford,W,1,-10,-10.0,0,deante-gray-1
Rashad Greene,2014-08-30,1,Florida State,N,Oklahoma State,W,1,2,2.0,0,rashad-greene-1
Scott Harding,2014-08-30,1,Hawaii,,Washington,L,2,8,4.0,0,scott-harding-1
Justin Hardy,2014-08-30,1,East Carolina,,North Carolina Central,W,1,3,3.0,0,justin-hardy-1
Chris Harper,2014-08-30,1,California,@,Northwestern,W,1,9,9.0,0,chris-harper-3
J-Shun Harris II,2014-08-30,1,Indiana,,Indiana State,W,2,18,9.0,0,j-shun-harris-ii-1
Carlos Harris,2014-08-30,1,North Texas,@,Texas,L,2,7,3.5,0,carlos-harris-1
Aaron Hepp,2014-08-30,1,Ball State,,Colgate,W,3,14,4.7,0,aaron-hepp-1
Tyreek Hill,2014-08-30,1,Oklahoma State,N,Florida State,L,2,32,16.0,0,tyreek-hill-1
Brandon Holloway,2014-08-30,1,Mississippi State,,Southern Mississippi,W,1,1,1.0,0,brandon-holloway-1
Bryan Holmes,2014-08-30,1,Troy,@,Alabama-Birmingham,L,1,2,2.0,0,bryan-holmes-1
Adam Humphries,2014-08-30,1,Clemson,@,Georgia,L,2,-6,-3.0,0,adam-humphries-1
Adoree Jackson,2014-08-30,1,Southern California,,Fresno State,W,1,10,10.0,0,adoree-jackson-1
Kyshoen Jarrett,2014-08-30,1,Virginia Tech,,William & Mary,W,2,25,12.5,0,kyshoen-jarrett-1
Bryce Jones,2014-08-30,1,Boston College,@,Massachusetts,W,1,0,0.0,0,bryce-jones-1
Christion Jones,2014-08-30,1,Alabama,N,West Virginia,W,1,-1,-1.0,0,christion-jones-1
Corey Jones,2014-08-30,1,Toledo,,New Hampshire,W,1,0,0.0,0,corey-jones-3
Judah Jones,2014-08-30,1,Kansas State,,Stephen F. Austin,W,1,26,26.0,0,judah-jones-1
Ronald Jones,2014-08-30,1,Pittsburgh,,Delaware,W,1,2,2.0,0,ronald-jones-3
Zay Jones,2014-08-30,1,East Carolina,,North Carolina Central,W,1,8,8.0,0,isaiah-jones-2
Richard Leonard,2014-08-30,1,Florida International,,Bethune-Cookman,L,5,148,29.6,0,richard-leonard-1
Jameon Lewis,2014-08-30,1,Mississippi State,,Southern Mississippi,W,2,5,2.5,0,jameon-lewis-1
William Likely,2014-08-30,1,Maryland,,James Madison,W,1,35,35.0,0,william-likely-1
Johnathan Loyd,2014-08-30,1,Oregon,,South Dakota,W,1,-4,-4.0,0,johnathan-loyd-1
Jordan Lucas,2014-08-30,1,Penn State,N,Central Florida,W,1,1,1.0,0,jordan-lucas-1
Craig Mager,2014-08-30,1,Texas State,,Arkansas-Pine Bluff,W,1,35,35.0,0,craig-mager-1
Keiwone Malone,2014-08-30,1,Memphis,,Austin Peay,W,4,38,9.5,0,keiwone-malone-1
Christian McCaffrey,2014-08-30,1,Stanford,,California-Davis,W,3,60,20.0,0,christian-mccaffrey-1
Marcus McGill,2014-08-30,1,Buffalo,,Duquesne,W,1,0,0.0,0,marcus-mcgill-1
Elijah McGuire,2014-08-30,1,Louisiana,,Southern,W,1,11,11.0,0,elijah-mcguire-1
Isaiah McKenzie,2014-08-30,1,Georgia,,Clemson,W,1,24,24.0,0,isaiah-mckenzie-1
J.D. McKissic,2014-08-30,1,Arkansas State,,Montana State,W,1,-20,-20.0,0,jd-mckissic-1
Fred McRae,2014-08-30,1,Miami (OH),,Marshall,L,1,54,54.0,0,fred-mcrae-1
Jaydon Mickens,2014-08-30,1,Washington,@,Hawaii,W,2,-1,-0.5,0,jaydon-mickens-1
Lloyd Mills,2014-08-30,1,San Diego State,,Northern Arizona,W,4,85,21.3,0,lloyd-mills-1
Ty Montgomery,2014-08-30,1,Stanford,,California-Davis,W,2,74,37.0,1,ty-montgomery-1
Darius Mosely,2014-08-30,1,Illinois,,Youngstown State,W,2,14,7.0,0,darius-mosely-1
Marcus Murphy,2014-08-30,1,Missouri,,South Dakota State,W,3,1,0.3,0,marcus-murphy-1
Charles Nelson,2014-08-30,1,Oregon,,South Dakota,W,1,50,50.0,1,charles-nelson-2
J.J. Nelson,2014-08-30,1,Alabama-Birmingham,,Troy,W,2,14,7.0,0,jamarcus-nelson-1
Dennis Norfleet,2014-08-30,1,Michigan,,Appalachian State,W,1,9,9.0,0,dennis-norfleet-1
Eric Nzeocha,2014-08-30,1,Wyoming,,Montana,W,1,21,21.0,0,eric-nzeocha-1
Daz'Mond Patterson,2014-08-30,1,Ohio,@,Kent State,W,1,18,18.0,0,dazmond-patterson-1
Jabrill Peppers,2014-08-30,1,Michigan,,Appalachian State,W,1,6,6.0,0,jabrill-peppers-1
Torrey Pierce,2014-08-30,1,Louisiana,,Southern,W,1,9,9.0,0,torrey-pierce-1
Demornay Pierson-El,2014-08-30,1,Nebraska,,Florida Atlantic,W,2,14,7.0,0,demornay-pierson-el-1
