Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Adonis Smith,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,5,103,20.6,0,adonis-smith-3
Jamill Smith,2013-08-29,1,Ball State,,Illinois State,W,3,144,48.0,0,jamill-smith-1
Laray Smith,2013-08-29,1,Indiana,,Indiana State,W,1,-12,-12.0,0,laray-smith-1
Shavarez Smith,2013-08-29,1,South Alabama,,Southern Utah,L,1,18,18.0,0,shavarez-smith-1
Sean Tapley,2013-08-29,1,North Carolina,@,South Carolina,L,4,88,22.0,0,sean-tapley-1
Darnell Walker Jr.,2013-08-29,1,Tulsa,@,Bowling Green State,L,1,23,23.0,0,darnell-walker-jr-2
Jaylen Walton,2013-08-29,1,Mississippi,@,Vanderbilt,W,1,14,14.0,0,jaylen-walton-1
Trey Watts,2013-08-29,1,Tulsa,@,Bowling Green State,L,3,66,22.0,0,trey-watts-1
Maxx Williams,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,14,14.0,0,maxx-williams-1
Aofaga Wily,2013-08-29,1,Hawaii,,Southern California,L,1,10,10.0,0,aofaga-wily-1
Demarcus Ayers,2013-08-30,1,Houston,N,Southern,W,3,70,23.3,0,demarcus-ayers-1
Darevon Chance,2013-08-30,1,Western Michigan,@,Michigan State,L,2,37,18.5,0,darevon-chance-1
Julian Crockett,2013-08-30,1,Army,,Morgan State,W,2,39,19.5,0,julian-crockett-1
Larry Dixon,2013-08-30,1,Army,,Morgan State,W,1,21,21.0,0,larry-dixon-1
Phillip Dorsett,2013-08-30,1,Miami (FL),,Florida Atlantic,W,1,11,11.0,0,phillip-dorsett-1
Laton Dowling,2013-08-30,1,Kansas State,,North Dakota State,L,1,3,3.0,0,laton-dowling-1
Jakeem Grant,2013-08-30,1,Texas Tech,@,Southern Methodist,W,2,37,18.5,0,jakeem-grant-1
Kelton Hill,2013-08-30,1,Georgia State,,Samford,L,2,31,15.5,0,kelton-hill-1
Nick Hill,2013-08-30,1,Michigan State,,Western Michigan,W,2,44,22.0,0,nick-hill-1
Martese Jackson,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,1,15,15.0,0,martese-jackson-1
Cedric Lancaster,2013-08-30,1,Southern Methodist,,Texas Tech,L,2,37,18.5,0,cedric-lancaster-1
Zach Nemecheck,2013-08-30,1,Kansas State,,North Dakota State,L,2,11,5.5,0,zach-nemecheck-1
Kevin Pope,2013-08-30,1,Southern Methodist,,Texas Tech,L,1,13,13.0,0,kevin-pope-1
Keith Reaser,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,1,18,18.0,0,keith-reaser-1
Tramaine Thompson,2013-08-30,1,Kansas State,,North Dakota State,L,1,18,18.0,0,tramaine-thompson-1
Lucky Whitehead,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,2,34,17.0,0,lucky-whitehead-1
Albert Wilson,2013-08-30,1,Georgia State,,Samford,L,3,60,20.0,0,albert-wilson-1
Ralph Abernathy IV,2013-08-31,1,Cincinnati,,Purdue,W,1,22,22.0,0,ralph-abernathy-iv-1
Rodney Adams,2013-08-31,1,Toledo,@,Florida,L,1,9,9.0,0,rodney-adams-1
Tyler Allen,2013-08-31,1,Eastern Michigan,,Howard,W,4,82,20.5,0,tyler-allen-1
Antonio Andrews,2013-08-31,1,Western Kentucky,N,Kentucky,W,2,41,20.5,0,antonio-andrews-1
George Atkinson III,2013-08-31,1,Notre Dame,,Temple,W,2,40,20.0,0,george-atkinson-iii-1
D.J. Banks,2013-08-31,1,Louisiana Tech,@,North Carolina State,L,1,18,18.0,0,dj-banks-1
Odell Beckham Jr.,2013-08-31,1,Louisiana State,N,Texas Christian,W,4,136,34.0,0,odell-beckham-jr-1
Everett Beed,2013-08-31,1,San Diego State,,Eastern Illinois,L,1,15,15.0,0,everett-beed-1
Kenny Bell,2013-08-31,1,Nebraska,,Wyoming,W,2,72,36.0,0,kenny-bell-2
Bill Belton,2013-08-31,1,Penn State,N,Syracuse,W,3,66,22.0,0,bill-belton-1
V'Angelo Bentley,2013-08-31,1,Illinois,,Southern Illinois,W,2,120,60.0,1,vangelo-bentley-1
Charles Bertoli,2013-08-31,1,Boise State,@,Washington,L,1,19,19.0,0,charles-bertoli-1
Victor Bolden,2013-08-31,1,Oregon State,,Eastern Washington,L,6,119,19.8,0,victor-bolden-1
Kendall Brock,2013-08-31,1,Nevada,@,UCLA,L,3,49,16.3,0,kendall-brock-1
Martavis Bryant,2013-08-31,1,Clemson,,Georgia,W,2,36,18.0,0,martavis-bryant-1
Stephen Buckley,2013-08-31,1,Northwestern,@,California,W,3,59,19.7,0,stephen-buckley-1
Quenton Bundrage,2013-08-31,1,Iowa State,,Northern Iowa,L,4,68,17.0,0,quenton-bundrage-1
Steward Butler,2013-08-31,1,Marshall,,Miami (OH),W,2,42,21.0,0,steward-butler-1
Devin Campbell,2013-08-31,1,Buffalo,@,Ohio State,L,6,75,12.5,0,devin-campbell-1
Brandon Carter,2013-08-31,1,Texas Christian,N,Louisiana State,L,1,10,10.0,0,brandon-carter-3
B.J. Catalon,2013-08-31,1,Texas Christian,N,Louisiana State,L,4,159,39.8,0,bj-catalon-1
Brelan Chancellor,2013-08-31,1,North Texas,,Idaho,W,1,28,28.0,0,brelan-chancellor-1
Jalen Claiborne,2013-08-31,1,Wyoming,@,Nebraska,L,2,35,17.5,0,jalen-claiborne-1
Chase Clayton,2013-08-31,1,New Mexico,,Texas-San Antonio,L,2,38,19.0,0,chase-clayton-1
Jordan Cotton,2013-08-31,1,Iowa,,Northern Illinois,L,3,48,16.0,0,jordan-cotton-1
Adam Cox,2013-08-31,1,Iowa,,Northern Illinois,L,2,32,16.0,0,adam-cox-1
Defarrel Davis,2013-08-31,1,Central Michigan,@,Michigan,L,4,88,22.0,0,defarrel-davis-1
Stefon Diggs,2013-08-31,1,Maryland,,Florida International,W,3,70,23.3,0,stefon-diggs-1
Kenzel Doe,2013-08-31,1,Wisconsin,,Massachusetts,W,1,28,28.0,0,kenzel-doe-1
David Dudeck,2013-08-31,1,Boston College,,Villanova,W,1,30,30.0,0,david-dudeck-1
Trey Dudley-Giles,2013-08-31,1,Massachusetts,@,Wisconsin,L,4,104,26.0,0,trey-dudley-giles-1
Spiffy Evans,2013-08-31,1,Boston College,,Villanova,W,2,34,17.0,0,spiffy-evans-1
Tyran Finley,2013-08-31,1,Wyoming,@,Nebraska,L,1,18,18.0,0,tyran-finley-1
Lyle Fitte,2013-08-31,1,Louisiana Tech,@,North Carolina State,L,1,20,20.0,0,lyle-fitte-1
Jalen Fitzpatrick,2013-08-31,1,Temple,@,Notre Dame,L,3,88,29.3,0,jalen-fitzpatrick-1
Tim Gay,2013-08-31,1,Texas State,@,Southern Mississippi,W,1,1,1.0,0,tim-gay-1
Justin Gilbert,2013-08-31,1,Oklahoma State,N,Mississippi State,W,2,45,22.5,0,justin-gilbert-1
Laquvionte Gonzalez,2013-08-31,1,Texas A&M,,Rice,W,1,7,7.0,0,laquvionte-gonzalez-1
Der'Woun Greene,2013-08-31,1,Virginia Tech,N,Alabama,L,2,39,19.5,0,derwoun-greene-1
Jordan Hall,2013-08-31,1,Ohio State,,Buffalo,W,1,17,17.0,0,jordan-hall-1
Ray Hamilton,2013-08-31,1,Iowa,,Northern Illinois,L,1,0,0.0,0,ray-hamilton-1
Jeff Heuerman,2013-08-31,1,Ohio State,,Buffalo,W,1,13,13.0,0,jeff-heuerman-1
Adam Hine,2013-08-31,1,Brigham Young,@,Virginia,L,3,66,22.0,0,adam-hine-1
Derrick Hopkins,2013-08-31,1,South Florida,,McNeese State,L,5,123,24.6,0,derrick-hopkins-2
Mario Hull,2013-08-31,1,Rice,@,Texas A&M,L,1,38,38.0,0,mario-hull-1
Akeem Hunt,2013-08-31,1,Purdue,@,Cincinnati,L,1,20,20.0,0,akeem-hunt-1
Jimmy Jean,2013-08-31,1,Alabama-Birmingham,@,Troy,L,2,37,18.5,0,jimmy-jean-2
Emmanuel Johnson,2013-08-31,1,Southern Mississippi,,Texas State,L,3,91,30.3,0,emmanuel-johnson-1
Robert Johnson,2013-08-31,1,Mississippi State,N,Oklahoma State,L,1,12,12.0,0,robert-johnson-10
Christion Jones,2013-08-31,1,Alabama,N,Virginia Tech,W,2,109,54.5,1,christion-jones-1
Darius Jones,2013-08-31,1,Baylor,,Wofford,W,2,46,23.0,0,darius-jones-3
B.J. Knauf,2013-08-31,1,Purdue,@,Cincinnati,L,2,33,16.5,0,bj-knauf-1
Demitri Knowles,2013-08-31,1,Virginia Tech,N,Alabama,L,4,57,14.3,0,demitri-knowles-1
Daniel Lasco,2013-08-31,1,California,,Northwestern,L,1,18,18.0,0,daniel-lasco-1
Saylor Lavallii,2013-08-31,1,Central Michigan,@,Michigan,L,1,20,20.0,0,saylor-lavallii-1
Jameon Lewis,2013-08-31,1,Mississippi State,N,Oklahoma State,L,3,92,30.7,0,jameon-lewis-1
Keanon Lowe,2013-08-31,1,Oregon,,Nicholls State,W,2,60,30.0,0,keanon-lowe-1
Ben Malena,2013-08-31,1,Texas A&M,,Rice,W,2,40,20.0,0,ben-malena-1
Steven Manfro,2013-08-31,1,UCLA,,Nevada,W,5,103,20.6,0,steven-manfro-1
Tre Mason,2013-08-31,1,Auburn,,Washington State,W,3,141,47.0,1,tre-mason-1
Joseph Matthews,2013-08-31,1,New Mexico State,@,Texas,L,1,15,15.0,0,joseph-matthews-1
Sam Miller,2013-08-31,1,Florida International,@,Maryland,L,5,92,18.4,0,sam-miller-2
Elijah Mitchell,2013-08-31,1,Nevada,@,UCLA,L,1,18,18.0,0,elijah-mitchell-1
Taquan Mizzell,2013-08-31,1,Virginia,,Brigham Young,W,3,56,18.7,0,taquan-mizzell-1
Richard Montgomery,2013-08-31,1,Idaho,@,North Texas,L,3,76,25.3,0,richard-montgomery-1
George Morris II,2013-08-31,1,Syracuse,N,Penn State,L,2,70,35.0,0,george-morris-ii-1
Darius Mosely,2013-08-31,1,Illinois,,Southern Illinois,W,1,-2,-2.0,0,darius-mosely-1
Raheem Mostert,2013-08-31,1,Purdue,@,Cincinnati,L,1,23,23.0,0,raheem-mostert-1
Khalfani Muhammad,2013-08-31,1,California,,Northwestern,L,6,126,21.0,0,khalfani-muhammad-1
Marcus Murphy,2013-08-31,1,Missouri,,Murray State,W,1,21,21.0,0,marcus-murphy-1
J.J. Nelson,2013-08-31,1,Alabama-Birmingham,@,Troy,L,4,168,42.0,0,jamarcus-nelson-1
Dennis Norfleet,2013-08-31,1,Michigan,,Central Michigan,W,4,106,26.5,0,dennis-norfleet-1
Miles Osei,2013-08-31,1,Illinois,,Southern Illinois,W,1,17,17.0,0,miles-osei-1
Shug Oyegunle,2013-08-31,1,Florida International,@,Maryland,L,1,18,18.0,0,shug-oyegunle-1
Solomon Patton,2013-08-31,1,Florida,,Toledo,W,2,48,24.0,0,solomon-patton-1
Michael Pierre,2013-08-31,1,South Florida,,McNeese State,L,1,15,15.0,0,michael-pierre-1
Darrion Pollard,2013-08-31,1,Rice,@,Texas A&M,L,3,51,17.0,0,darrion-pollard-1
Donnel Pumphrey,2013-08-31,1,San Diego State,,Eastern Illinois,L,3,43,14.3,0,donnel-pumphrey-1
Lance Ray,2013-08-31,1,East Carolina,,Old Dominion,W,1,23,23.0,0,lance-ray-1
Bernard Reedy,2013-08-31,1,Toledo,@,Florida,L,3,58,19.3,0,bernard-reedy-1
Al-Damion Riles,2013-08-31,1,Louisiana,@,Arkansas,L,1,18,18.0,0,al-damion-riles-1
Demarco Robinson,2013-08-31,1,Kentucky,N,Western Kentucky,L,3,74,24.7,0,demarco-robinson-1
John Ross,2013-08-31,1,Washington,,Boise State,W,2,41,20.5,0,john-ross-1
Dalton Santos,2013-08-31,1,Texas,,New Mexico State,W,1,23,23.0,0,dalton-santos-1
Dawan Scott,2013-08-31,1,Miami (OH),@,Marshall,L,2,42,21.0,0,dawan-scott-1
Angelo Sebastiano,2013-08-31,1,Northern Illinois,@,Iowa,W,1,20,20.0,0,angelo-sebastiano-1
Adam Shapiro,2013-08-31,1,New Mexico State,@,Texas,L,5,122,24.4,0,adam-shapiro-1
Khalek Shepherd,2013-08-31,1,Virginia,,Brigham Young,W,2,39,19.5,0,khalek-shepherd-1
Charles Sims,2013-08-31,1,West Virginia,,William & Mary,W,1,16,16.0,0,charles-sims-1
Justin Sims,2013-08-31,1,Southern Mississippi,,Texas State,L,1,23,23.0,0,justin-sims-2
Wendell Smallwood,2013-08-31,1,West Virginia,,William & Mary,W,1,26,26.0,0,wendell-smallwood-1
Brandon Smith,2013-08-31,1,Texas State,@,Southern Mississippi,W,1,12,12.0,0,brandon-smith-7
Caleb Smith,2013-08-31,1,Oregon State,,Eastern Washington,L,1,16,16.0,0,caleb-smith-1
Rashard Smith,2013-08-31,1,North Carolina State,,Louisiana Tech,W,2,38,19.0,0,rashard-smith-1
Jovan Stevenson,2013-08-31,1,Oregon State,,Eastern Washington,L,1,27,27.0,0,jovan-stevenson-1
Sammy Watkins,2013-08-31,1,Clemson,,Georgia,W,1,24,24.0,0,sammy-watkins-1
Theron West,2013-08-31,1,Washington State,@,Auburn,L,1,30,30.0,0,theron-west-1
Rokeem Williams,2013-08-31,1,Miami (OH),@,Marshall,L,1,15,15.0,0,rokeem-williams-1
Trey Williams,2013-08-31,1,Texas A&M,,Rice,W,1,25,25.0,0,trey-williams-2
Shane Williams-Rhodes,2013-08-31,1,Boise State,@,Washington,L,4,91,22.8,0,shane-williams-rhodes-1
Dontre Wilson,2013-08-31,1,Ohio State,,Buffalo,W,1,51,51.0,0,dontre-wilson-1
Aaron Wimberly,2013-08-31,1,Iowa State,,Northern Iowa,L,1,31,31.0,0,aaron-wimberly-1
D.J. Woods,2013-08-31,1,Massachusetts,@,Wisconsin,L,2,40,20.0,0,dj-woods-2
Chandler Worthy,2013-08-31,1,Troy,,Alabama-Birmingham,W,2,50,25.0,0,chandler-worthy-1
Chad Young,2013-08-31,1,San Diego State,,Eastern Illinois,L,2,21,10.5,0,chad-young-1
Devrin Young,2013-08-31,1,Tennessee,,Austin Peay,W,1,58,58.0,0,devrin-young-1
C.J. Zimmerer,2013-08-31,1,Nebraska,,Wyoming,W,1,10,10.0,0,cj-zimmerer-1
Devin Bass,2013-09-01,1,Ohio,@,Louisville,L,5,124,24.8,0,devin-bass-1
Robert Clark,2013-09-01,1,Louisville,,Ohio,W,1,25,25.0,0,robert-clark-1
Thomas Coffman,2013-09-01,1,Colorado State,N,Colorado,L,4,162,40.5,0,thomas-coffman-1
Corvin Lamb,2013-09-01,1,Louisville,,Ohio,W,1,20,20.0,0,corvin-lamb-1
Marques Mosley,2013-09-01,1,Colorado,N,Colorado State,W,1,19,19.0,0,marques-mosley-1
Tyree Simmons,2013-09-01,1,Colorado State,N,Colorado,L,1,30,30.0,0,tyree-simmons-1
Tyler Boyd,2013-09-02,1,Pittsburgh,,Florida State,L,3,71,23.7,0,tyler-boyd-1
Brendon Felder,2013-09-02,1,Pittsburgh,,Florida State,L,1,19,19.0,0,brendon-felder-1
Lamarcus Joyner,2013-09-02,1,Florida State,@,Pittsburgh,W,3,56,18.7,0,lamarcus-joyner-1
Lafayette Pitts,2013-09-02,1,Pittsburgh,,Florida State,L,3,48,16.0,0,lafayette-pitts-1
Reggie Brown,2013-09-05,2,Florida Atlantic,@,East Carolina,L,1,29,29.0,0,reggie-brown-8
Lance Ray,2013-09-05,2,East Carolina,,Florida Atlantic,W,2,104,52.0,0,lance-ray-1
D'Joun Smith,2013-09-05,2,Florida Atlantic,@,East Carolina,L,1,24,24.0,0,djoun-smith-1
Richard Smith,2013-09-05,1,Arizona State,,Sacramento State,W,1,20,20.0,0,richard-smith-4
Martin Wright,2013-09-05,2,Florida Atlantic,@,East Carolina,L,1,12,12.0,0,martin-wright-1
David Dudeck,2013-09-06,2,Boston College,,Wake Forest,W,1,10,10.0,0,david-dudeck-1
Spiffy Evans,2013-09-06,2,Boston College,,Wake Forest,W,2,30,15.0,0,spiffy-evans-1
Rannell Hall,2013-09-06,2,Central Florida,@,Florida International,W,1,22,22.0,0,rannell-hall-1
De'Andre Jasper,2013-09-06,2,Florida International,,Central Florida,L,1,22,22.0,0,deandre-jasper-1
Joshua Wilhite,2013-09-06,2,Wake Forest,@,Boston College,L,1,18,18.0,0,joshua-wilhite-1
Ralph Abernathy IV,2013-09-07,2,Cincinnati,@,Illinois,L,3,71,23.7,0,ralph-abernathy-iv-1
Mario Alford,2013-09-07,2,West Virginia,@,Oklahoma,L,3,45,15.0,0,mario-alford-1
Tyler Allen,2013-09-07,2,Eastern Michigan,@,Penn State,L,4,101,25.3,0,tyler-allen-1
David Anaya,2013-09-07,2,New Mexico,@,Texas-El Paso,W,1,20,20.0,0,david-anaya-1
Antonio Andrews,2013-09-07,2,Western Kentucky,@,Tennessee,L,2,53,26.5,0,antonio-andrews-1
George Atkinson III,2013-09-07,2,Notre Dame,@,Michigan,L,2,76,38.0,0,george-atkinson-iii-1
Demarcus Ayers,2013-09-07,2,Houston,@,Temple,W,2,54,27.0,0,demarcus-ayers-1
Aaron Baltazar,2013-09-07,1,Boise State,,Tennessee-Martin,W,1,24,24.0,0,aaron-baltazar-1
D.J. Banks,2013-09-07,1,Louisiana Tech,,Lamar,W,1,4,4.0,0,dj-banks-1
Johnell Barnes,2013-09-07,2,Duke,@,Memphis,W,2,46,23.0,0,johnell-barnes-1
Devin Bass,2013-09-07,2,Ohio,,North Texas,W,2,54,27.0,0,devin-bass-1
Odell Beckham Jr.,2013-09-07,2,Louisiana State,,Alabama-Birmingham,W,1,21,21.0,0,odell-beckham-jr-1
Kenny Bell,2013-09-07,2,Nebraska,,Southern Mississippi,W,2,89,44.5,0,kenny-bell-2
Charles Bertoli,2013-09-07,1,Boise State,,Tennessee-Martin,W,1,3,3.0,0,charles-bertoli-1
Javess Blue,2013-09-07,2,Kentucky,,Miami (OH),W,1,17,17.0,0,javess-blue-1
Victor Bolden,2013-09-07,2,Oregon State,,Hawaii,W,3,59,19.7,0,victor-bolden-1
Devin Boutte,2013-09-07,2,Tulane,,South Alabama,L,3,64,21.3,0,devin-boutte-1
Quan Bray,2013-09-07,2,Auburn,,Arkansas State,W,1,33,33.0,0,quan-bray-1
Devon Breaux,2013-09-07,2,Tulane,,South Alabama,L,1,26,26.0,0,devon-breaux-1
Stephen Buckley,2013-09-07,2,Northwestern,,Syracuse,W,2,42,21.0,0,stephen-buckley-1
Dante Butler,2013-09-07,2,Tulane,,South Alabama,L,2,43,21.5,0,dante-butler-1
Steward Butler,2013-09-07,1,Marshall,,Gardner-Webb,W,1,45,45.0,0,steward-butler-1
Ernest Calhoun,2013-09-07,2,Kent State,,Bowling Green State,L,5,108,21.6,0,ernest-calhoun-1
Devin Campbell,2013-09-07,2,Buffalo,@,Baylor,L,2,30,15.0,0,devin-campbell-1
Shon Carson,2013-09-07,2,South Carolina,@,Georgia,L,6,111,18.5,0,shon-carson-1
B.J. Catalon,2013-09-07,1,Texas Christian,,Southeastern Louisiana,W,1,34,34.0,0,bj-catalon-1
Darevon Chance,2013-09-07,1,Western Michigan,,Nicholls State,L,1,16,16.0,0,darevon-chance-1
Brelan Chancellor,2013-09-07,2,North Texas,@,Ohio,L,1,28,28.0,0,brelan-chancellor-1
Jalen Claiborne,2013-09-07,2,Wyoming,,Idaho,W,1,29,29.0,0,jalen-claiborne-1
Robert Clark,2013-09-07,1,Louisville,,Eastern Kentucky,W,1,23,23.0,0,robert-clark-1
Brennan Clay,2013-09-07,2,Oklahoma,,West Virginia,W,1,20,20.0,0,brennan-clay-1
Thomas Coffman,2013-09-07,2,Colorado State,@,Tulsa,L,2,33,16.5,0,thomas-coffman-1
Tevin Coleman,2013-09-07,2,Indiana,,Navy,L,3,59,19.7,0,tevin-coleman-1
Jordan Cotton,2013-09-07,1,Iowa,,Missouri State,W,1,35,35.0,0,jordan-cotton-1
Taylor Cox,2013-09-07,1,Kansas,,South Dakota,W,2,34,17.0,0,taylor-cox-1
Joe Craig,2013-09-07,1,Memphis,,Duke,L,2,54,27.0,0,joe-craig-1
Vincent Dallas,2013-09-07,2,Tennessee,,Western Kentucky,W,3,90,30.0,0,vincent-dallas-1
Cortney Davis,2013-09-07,1,Louisiana-Monroe,,Grambling State,W,2,101,50.5,1,cortney-davis-1
Defarrel Davis,2013-09-07,1,Central Michigan,,New Hampshire,W,1,19,19.0,0,defarrel-davis-1
Larry Dixon,2013-09-07,2,Army,@,Ball State,L,4,71,17.8,0,larry-dixon-1
Kenzel Doe,2013-09-07,1,Wisconsin,,Tennessee Tech,W,1,19,19.0,0,kenzel-doe-1
Laquintus Dowell,2013-09-07,1,Texas-El Paso,,New Mexico,L,1,31,31.0,0,laquintus-dowell-1
Trey Dudley-Giles,2013-09-07,1,Massachusetts,,Maine,L,3,102,34.0,0,trey-dudley-giles-1
Dezmon Epps,2013-09-07,2,Idaho,@,Wyoming,L,3,63,21.0,0,dezmon-epps-1
Andy Erickson,2013-09-07,1,Texas State,,Prairie View A&M,W,1,33,33.0,0,andy-erickson-1
Darren Ervin,2013-09-07,1,California,,Portland State,W,2,43,21.5,0,darren-ervin-1
Lyle Fitte,2013-09-07,1,Louisiana Tech,,Lamar,W,1,39,39.0,0,lyle-fitte-1
Jalen Fitzpatrick,2013-09-07,2,Temple,,Houston,L,3,40,13.3,0,jalen-fitzpatrick-1
Stephen Fraser,2013-09-07,2,Army,@,Ball State,L,2,30,15.0,0,stephen-fraser-1
Rickey Galvin,2013-09-07,2,Washington State,@,Southern California,W,1,16,16.0,0,rickey-galvin-1
Chris Gant,2013-09-07,2,Hawaii,@,Oregon State,L,4,54,13.5,0,chris-gant-1
Jerry Gates,2013-09-07,2,Bowling Green State,@,Kent State,W,2,40,20.0,0,
Quentin Gause,2013-09-07,1,Rutgers,,Norfolk State,W,1,5,5.0,0,quentin-gause-1
Justin Gilbert,2013-09-07,2,Oklahoma State,@,Texas-San Antonio,W,4,86,21.5,0,justin-gilbert-1
T.J. Glover,2013-09-07,2,South Alabama,@,Tulane,W,1,12,12.0,0,tj-glover-1
Tay Glover-Wright,2013-09-07,2,Utah State,@,Air Force,W,2,40,20.0,0,tay-glover-wright-1
Autrey Golden,2013-09-07,1,Texas-El Paso,,New Mexico,L,4,104,26.0,0,autrey-golden-1
Laquvionte Gonzalez,2013-09-07,1,Texas A&M,,Sam Houston State,W,3,67,22.3,0,laquvionte-gonzalez-1
Jimmy Gordon,2013-09-07,2,Buffalo,@,Baylor,L,1,13,13.0,0,jimmy-gordon-1
Michael Gordon,2013-09-07,2,Arkansas State,@,Auburn,L,1,10,10.0,0,michael-gordon-1
Jakeem Grant,2013-09-07,1,Texas Tech,,Stephen F. Austin,W,2,58,29.0,0,jakeem-grant-1
T.J. Green,2013-09-07,1,Clemson,,South Carolina State,W,1,18,18.0,0,tj-green-1
Jon Greenwalt,2013-09-07,1,Louisiana Tech,,Lamar,W,1,23,23.0,0,jon-greenwalt-1
Brandon Guerrero,2013-09-07,2,Texas-San Antonio,,Oklahoma State,L,1,0,0.0,0,brandon-guerrero-1
Darien Harris,2013-09-07,2,Michigan State,,South Florida,W,1,14,14.0,0,darien-harris-1
Jerry Harris,2013-09-07,1,Central Michigan,,New Hampshire,W,3,72,24.0,0,jerry-harris-1
Eric Hawkins,2013-09-07,1,Arkansas,N,Samford,W,2,50,25.0,0,eric-hawkins-2
Jon Henry,2013-09-07,1,Western Michigan,,Nicholls State,L,3,82,27.3,0,jon-henry-1
Kelton Hill,2013-09-07,0,Georgia State,,Chattanooga,L,4,85,21.3,0,kelton-hill-1
Adam Hine,2013-09-07,2,Brigham Young,,Texas,W,1,41,41.0,0,adam-hine-1
Brandon Holloway,2013-09-07,1,Mississippi State,,Alcorn State,W,1,95,95.0,0,brandon-holloway-1
Clayton Homme,2013-09-07,2,Idaho,@,Wyoming,L,1,5,5.0,0,clayton-homme-1
Germone Hopper,2013-09-07,1,Clemson,,South Carolina State,W,1,25,25.0,0,germone-hopper-1
Amos Houston,2013-09-07,2,Eastern Michigan,@,Penn State,L,1,10,10.0,0,amos-houston-1
Okoye Houston,2013-09-07,2,Buffalo,@,Baylor,L,1,18,18.0,0,okoye-houston-1
