Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Tony Paoli,2005-09-01,1,Buffalo,@,Connecticut,L,4,4,100.0,9,0,0,118.9,tony-paoli-1
Stewart Sampsel,2005-09-01,1,Buffalo,@,Connecticut,L,6,17,35.3,51,0,0,60.5,stewart-sampsel-1
Jimmy Skinner,2005-09-01,1,Marshall,,William & Mary,W,11,17,64.7,98,0,0,113.1,jimmy-skinner-1
Paul Smith,2005-09-01,1,Tulsa,,Minnesota,L,7,11,63.6,46,0,0,98.8,paul-smith-2
Steven Wichman,2005-09-01,1,Idaho,@,Washington State,L,13,23,56.5,143,1,0,123.1,steven-wichman-1
Adam Austin,2005-09-02,1,Arizona,@,Utah,L,3,5,60.0,32,0,0,113.8,adam-austin-1
Brian Johnson,2005-09-02,1,Utah,,Arizona,W,19,30,63.3,220,1,0,135.9,brian-johnson-2
Richard Kovalcheck,2005-09-02,1,Arizona,@,Utah,L,21,37,56.8,255,2,2,121.7,richard-kovalcheck-1
Blake Powers,2005-09-02,1,Indiana,@,Central Michigan,W,17,35,48.6,276,3,1,137.4,blake-powers-1
Kent Smith,2005-09-02,1,Central Michigan,,Indiana,L,18,36,50.0,216,0,0,100.4,kent-smith-1
Fano Tagovailoa,2005-09-02,1,Utah,,Arizona,W,0,1,0.0,0,0,0,0.0,fano-tagovailoa-1
Erik Ainge,2005-09-03,1,Tennessee,,Alabama-Birmingham,W,5,14,35.7,57,1,2,64.9,erik-ainge-1
Joe Ayoob,2005-09-03,1,California,,Sacramento State,W,0,10,0.0,0,0,0,0.0,joe-ayoob-1
Jerry Babb,2005-09-03,1,Louisiana,@,Texas,L,9,18,50.0,109,0,0,100.9,jerry-babb-1
C.J. Bacher,2005-09-03,1,Northwestern,,Ohio,W,1,3,33.3,3,0,1,-24.9,cj-bacher-1
Reggie Ball,2005-09-03,1,Georgia Tech,@,Auburn,W,17,36,47.2,174,1,1,91.4,reggie-ball-1
Adam Barmann,2005-09-03,1,Kansas,,Florida Atlantic,W,5,11,45.5,56,0,1,70.0,adam-barmann-1
Blake Barnes,2005-09-03,1,Georgia,,Boise State,W,1,1,100.0,6,0,0,150.4,blake-barnes-1
Brett Basanez,2005-09-03,1,Northwestern,,Ohio,W,27,37,73.0,353,2,0,171.0,brett-basanez-1
John Beck,2005-09-03,1,Brigham Young,,Boston College,L,41,60,68.3,330,0,0,114.5,john-beck-1
Shawn Bell,2005-09-03,1,Baylor,@,Southern Methodist,W,23,40,57.5,198,0,2,89.1,shawn-bell-1
Josh Betts,2005-09-03,1,Miami (OH),@,Ohio State,L,24,44,54.5,250,1,1,105.2,josh-betts-1
Todd Boeckman,2005-09-03,1,Ohio State,,Miami (OH),W,5,7,71.4,67,1,0,199.0,todd-boeckman-1
Rhett Bomar,2005-09-03,1,Oklahoma,,Texas Christian,L,2,5,40.0,19,0,0,71.9,rhett-bomar-1
John David Booty,2005-09-03,1,Southern California,@,Hawaii,W,2,5,40.0,9,1,0,121.1,john-david-booty-1
Chad Bozzo,2005-09-03,1,San Jose State,,Eastern Washington,W,0,1,0.0,0,0,0,0.0,chad-bozzo-1
Corey Bramlet,2005-09-03,1,Wyoming,@,Florida,L,14,32,43.8,150,1,1,87.2,corey-bramlet-1
Tim Brasic,2005-09-03,1,Illinois,,Rutgers,W,24,34,70.6,233,3,2,145.5,tim-brasic-1
Colt Brennan,2005-09-03,1,Hawaii,,Southern California,L,21,32,65.6,250,1,1,135.3,colt-brennan-1
Jon Brown,2005-09-03,1,Kent State,@,Michigan State,L,1,3,33.3,8,0,0,55.7,jon-brown-1
Shaun Carney,2005-09-03,1,Air Force,@,Washington,W,9,14,64.3,107,0,0,128.5,shaun-carney-1
Jason Carter,2005-09-03,1,Texas A&M,@,Clemson,L,0,1,0.0,0,0,0,0.0,jason-carter-2
Rick Clausen,2005-09-03,1,Tennessee,,Alabama-Birmingham,W,17,24,70.8,217,1,1,152.2,rick-clausen-1
Omarr Conner,2005-09-03,1,Mississippi State,,Murray State,W,17,24,70.8,233,4,0,207.4,omarr-conner-1
Brandon Cox,2005-09-03,1,Auburn,,Georgia Tech,L,22,44,50.0,342,2,4,112.1,brandon-cox-1
Brodie Croyle,2005-09-03,1,Alabama,,Middle Tennessee State,W,16,24,66.7,210,1,1,145.6,brodie-croyle-1
Orlando Cruz,2005-09-03,1,Texas-El Paso,@,New Mexico State,W,2,7,28.6,17,0,0,49.0,orlando-cruz-1
Chase Daniel,2005-09-03,1,Missouri,,Arkansas State,W,4,11,36.4,23,0,1,35.7,chase-daniel-1
Courtney Denson,2005-09-03,1,South Florida,@,Penn State,L,0,3,0.0,0,0,0,0.0,courtney-denson-1
Michael Desormeaux,2005-09-03,1,Louisiana,@,Texas,L,7,15,46.7,57,0,1,65.3,michael-desormeaux-1
Paul Dombrowski,2005-09-03,1,New Mexico State,,Texas-El Paso,L,1,1,100.0,11,0,0,192.4,paul-dombrowski-1
Curt Dukes,2005-09-03,1,Duke,@,East Carolina,L,0,2,0.0,0,0,0,0.0,curt-dukes-1
Tony Eckert,2005-09-03,1,Southern Methodist,,Baylor,L,6,18,33.3,64,1,0,81.5,tony-eckert-1
Danny Embick,2005-09-03,1,Florida Atlantic,@,Kansas,L,20,28,71.4,299,3,0,196.5,danny-embick-1
Austen Everson,2005-09-03,1,Ohio,@,Northwestern,L,10,26,38.5,157,0,1,81.5,austen-everson-1
Adam Fitch,2005-09-03,1,Air Force,@,Washington,W,4,8,50.0,100,1,0,196.3,adam-fitch-1
Royal Gill,2005-09-03,1,New Mexico State,,Texas-El Paso,L,36,57,63.2,332,2,2,116.6,royal-gill-1
Tyler Graunke,2005-09-03,1,Hawaii,,Southern California,L,12,17,70.6,127,1,0,152.8,tyler-graunke-1
Ryan Gunderson,2005-09-03,1,Oregon State,,Portland State,W,2,8,25.0,35,0,0,61.8,ryan-gunderson-1
Tye Gunn,2005-09-03,1,Texas Christian,@,Oklahoma,W,24,45,53.3,226,1,1,98.4,tye-gunn-1
Matt Gutierrez,2005-09-03,1,Michigan,,Northern Illinois,W,1,2,50.0,12,0,0,100.4,matt-gutierrez-1
Robbie Haas,2005-09-03,1,Western Michigan,@,Virginia,L,33,48,68.8,271,0,1,112.0,robbie-haas-1
Darrell Hackney,2005-09-03,1,Alabama-Birmingham,@,Tennessee,L,27,38,71.1,282,1,1,136.8,darrell-hackney-1
Marques Hagans,2005-09-03,1,Virginia,,Western Michigan,W,17,25,68.0,252,1,2,149.9,marques-hagans-1
Bush Hamdan,2005-09-03,1,Boise State,@,Georgia,L,0,1,0.0,0,0,0,0.0,bush-hamdan-1
Brian Hampton,2005-09-03,1,Navy,N,Maryland,L,0,1,0.0,0,0,1,-200.0,brian-hampton-1
Josh Harris,2005-09-03,1,Middle Tennessee State,@,Alabama,L,1,2,50.0,6,0,0,75.2,josh-harris-1
Ryan Hart,2005-09-03,1,Rutgers,@,Illinois,L,27,44,61.4,342,2,0,141.7,ryan-hart-1
Michael Henig,2005-09-03,1,Mississippi State,,Murray State,W,0,3,0.0,0,0,0,0.0,michael-henig-1
Chad Henne,2005-09-03,1,Michigan,,Northern Illinois,W,20,31,64.5,227,2,0,147.3,chad-henne-1
Travis Hewitt,2005-09-03,1,Arkansas State,@,Missouri,L,1,5,20.0,18,0,0,50.2,travis-hewitt-1
Justin Holland,2005-09-03,1,Colorado State,@,Colorado,L,28,43,65.1,291,3,4,126.4,justin-holland-1
Sam Hollenbach,2005-09-03,1,Maryland,N,Navy,W,19,30,63.3,217,1,2,121.8,sam-hollenbach-1
Phil Horvath,2005-09-03,1,Northern Illinois,@,Michigan,L,17,25,68.0,200,0,1,127.2,phil-horvath-1
Brian Hoyer,2005-09-03,1,Michigan State,,Kent State,W,4,5,80.0,28,0,0,127.0,brian-hoyer-1
Omar Jacobs,2005-09-03,1,Bowling Green State,@,Wisconsin,L,30,51,58.8,458,5,1,162.7,omar-jacobs-1
Greg Jennings,2005-09-03,1,Western Michigan,@,Virginia,L,0,1,0.0,0,0,0,0.0,greg-jennings-1
Robert Johnson,2005-09-03,1,Arkansas,,Missouri State,W,12,22,54.5,88,1,1,94.1,robert-johnson-1
Pat Julmiste,2005-09-03,1,South Florida,@,Penn State,L,21,35,60.0,200,2,1,121.1,pat-julmiste-1
Joel Klatt,2005-09-03,1,Colorado,,Colorado State,W,22,33,66.7,283,0,1,132.6,joel-klatt-1
David Koral,2005-09-03,1,UCLA,@,San Diego State,W,2,3,66.7,6,0,0,83.5,david-koral-1
Chris Leak,2005-09-03,1,Florida,,Wyoming,W,26,34,76.5,320,3,0,184.6,chris-leak-1
Matt Leinart,2005-09-03,1,Southern California,@,Hawaii,W,18,24,75.0,332,3,1,224.1,matt-leinart-1
Steve Levy,2005-09-03,1,California,,Sacramento State,W,2,7,28.6,52,1,1,109.5,steve-levy-1
Nate Longshore,2005-09-03,1,California,,Sacramento State,W,8,11,72.7,131,1,1,184.6,nate-longshore-1
Brian Luke,2005-09-03,1,Kansas,,Florida Atlantic,W,11,24,45.8,121,1,1,93.6,brian-luke-1
Joey Lynch,2005-09-03,1,Ball State,@,Iowa,L,6,10,60.0,37,0,0,91.1,joey-lynch-1
Michael Machen,2005-09-03,1,Kent State,@,Michigan State,L,31,52,59.6,293,2,1,115.8,michael-machen-1
Jason Manson,2005-09-03,1,Iowa,,Ball State,W,9,9,100.0,92,0,0,185.9,jason-manson-1
Clint Marks,2005-09-03,1,Middle Tennessee State,@,Alabama,L,12,18,66.7,117,1,0,139.6,clint-marks-1
Reggie McNeal,2005-09-03,1,Texas A&M,@,Clemson,L,8,16,50.0,110,1,1,115.9,reggie-mcneal-1
Carl Meadows,2005-09-03,1,Troy,,Cal Poly,W,14,31,45.2,213,1,1,107.1,carl-meadows-1
Bret Meyer,2005-09-03,1,Iowa State,,Illinois State,W,30,41,73.2,314,1,0,145.6,bret-meyer-1
Matt Moore,2005-09-03,1,Oregon State,,Portland State,W,26,38,68.4,367,4,1,179.0,matt-moore-1
Alex Mortensen,2005-09-03,1,Arkansas,,Missouri State,W,1,3,33.3,20,0,0,89.3,alex-mortensen-1
Darren Mougey,2005-09-03,1,San Diego State,,UCLA,L,5,9,55.6,42,0,0,94.8,darren-mougey-1
Nick Noce,2005-09-03,1,Arkansas State,@,Missouri,L,18,33,54.5,188,1,1,106.3,nick-noce-1
Kevin O'Connell,2005-09-03,1,San Diego State,,UCLA,L,19,26,73.1,204,1,2,136.3,kevin-oconnell-2
Drew Olson,2005-09-03,1,UCLA,@,San Diego State,W,10,15,66.7,152,0,0,151.8,drew-olson-1
Lamar Owens,2005-09-03,1,Navy,N,Maryland,L,5,11,45.5,97,0,0,119.5,lamar-owens-2
Josh Padrick,2005-09-03,1,Florida International,@,Kansas State,L,17,34,50.0,154,1,1,91.9,josh-padrick-1
Tyler Palko,2005-09-03,1,Pittsburgh,,Notre Dame,L,20,35,57.1,220,1,1,113.7,tyler-palko-1
Jordan Palmer,2005-09-03,1,Texas-El Paso,@,New Mexico State,W,15,26,57.7,187,3,0,156.2,jordan-palmer-1
Mark Petruziello,2005-09-03,1,Ohio,@,Northwestern,L,2,2,100.0,20,0,0,184.0,mark-petruziello-1
Cy Phillips,2005-09-03,1,Iowa,,Ball State,W,1,1,100.0,9,0,0,175.6,cy-phillips-1
James Pinkney,2005-09-03,1,East Carolina,,Duke,W,17,21,81.0,235,1,0,190.7,james-pinkney-1
Quinton Porter,2005-09-03,1,Boston College,@,Brigham Young,W,27,35,77.1,232,2,0,151.7,quinton-porter-1
Will Proctor,2005-09-03,1,Clemson,,Texas A&M,W,2,4,50.0,28,0,0,108.8,will-proctor-1
Brady Quinn,2005-09-03,1,Notre Dame,@,Pittsburgh,W,18,27,66.7,227,2,1,154.3,brady-quinn-1
Bobby Reid,2005-09-03,1,Oklahoma State,,Montana State,W,1,2,50.0,17,0,0,121.4,bobby-reid-1
Michael Robinson,2005-09-03,1,Penn State,,South Florida,W,9,15,60.0,90,0,1,97.1,michael-robinson-1
Jerad Romo,2005-09-03,1,Southern Methodist,,Baylor,L,3,8,37.5,42,0,0,81.6,jerad-romo-1
Mike Schneider,2005-09-03,1,Duke,@,East Carolina,L,15,28,53.6,139,0,3,73.8,mike-schneider-1
D.J. Shockley,2005-09-03,1,Georgia,,Boise State,W,16,24,66.7,289,5,0,236.6,dj-shockley-1
Brad Smith,2005-09-03,1,Missouri,,Arkansas State,W,29,37,78.4,317,4,0,186.0,brad-smith-1
Isaiah Stanback,2005-09-03,1,Washington,,Air Force,L,19,27,70.4,242,1,0,157.9,isaiah-stanback-1
Drew Stanton,2005-09-03,1,Michigan State,,Kent State,W,22,29,75.9,297,2,1,177.8,drew-stanton-1
Cole Stinson,2005-09-03,1,Ball State,@,Iowa,L,0,1,0.0,0,0,0,0.0,cole-stinson-1
John Stocco,2005-09-03,1,Wisconsin,,Bowling Green State,W,8,10,80.0,116,1,1,190.4,john-stocco-1
Warren Suess,2005-09-03,1,Ball State,@,Iowa,L,5,12,41.7,56,0,0,80.9,warren-suess-1
Adam Tafralis,2005-09-03,1,San Jose State,,Eastern Washington,W,21,34,61.8,290,2,1,146.9,adam-tafralis-1
Drew Tate,2005-09-03,1,Iowa,,Ball State,W,9,10,90.0,99,2,0,239.2,drew-tate-1
Zac Taylor,2005-09-03,1,Nebraska,,Maine,W,15,36,41.7,192,0,2,75.4,zac-taylor-1
Joe Tereshinski,2005-09-03,1,Georgia,,Boise State,W,5,8,62.5,99,0,0,166.5,joe-tereshinski-1
Taylor Tharp,2005-09-03,1,Boise State,@,Georgia,L,5,7,71.4,53,0,0,135.0,taylor-tharp-1
Paul Thompson,2005-09-03,1,Oklahoma,,Texas Christian,L,11,26,42.3,109,0,1,69.8,paul-thompson-1
Matt Trannon,2005-09-03,1,Michigan State,,Kent State,W,1,1,100.0,6,0,0,150.4,matt-trannon-1
Joey Vincent,2005-09-03,1,New Mexico State,,Texas-El Paso,L,1,4,25.0,4,0,1,-16.6,joey-vincent-1
Allen Webb,2005-09-03,1,Kansas State,,Florida International,W,19,31,61.3,161,2,1,119.8,allen-webb-1
Charlie Whitehurst,2005-09-03,1,Clemson,,Texas A&M,W,14,19,73.7,185,0,0,155.5,charlie-whitehurst-1
Donovan Woods,2005-09-03,1,Oklahoma State,,Montana State,W,10,20,50.0,117,1,0,115.6,donovan-woods-1
Vince Young,2005-09-03,1,Texas,,Louisiana,W,13,17,76.5,173,3,1,208.4,vince-young-1
Jared Zabransky,2005-09-03,1,Boise State,@,Georgia,L,8,17,47.1,70,0,4,34.6,jared-zabransky-1
Justin Zwick,2005-09-03,1,Ohio State,,Miami (OH),W,17,23,73.9,155,1,1,136.2,justin-zwick-1
Adam Bednarik,2005-09-04,1,West Virginia,@,Syracuse,W,14,21,66.7,104,0,1,98.7,adam-bednarik-1
Brian Brohm,2005-09-04,1,Louisville,@,Kentucky,W,19,27,70.4,179,0,0,126.1,brian-brohm-1
Jay Davis,2005-09-04,1,North Carolina State,,Virginia Tech,L,27,43,62.8,311,0,2,114.2,jay-davis-1
Perry Patterson,2005-09-04,1,Syracuse,,West Virginia,L,15,31,48.4,85,0,2,58.5,perry-patterson-1
Marcus Vick,2005-09-04,1,Virginia Tech,@,North Carolina State,W,10,21,47.6,108,1,0,106.5,marcus-vick-1
Pat White,2005-09-04,1,West Virginia,@,Syracuse,W,3,6,50.0,63,0,0,138.2,pat-white-1
Andre Woodson,2005-09-04,1,Kentucky,,Louisville,L,17,27,63.0,278,2,0,173.9,andre-woodson-1
Patrick Byrne,2005-09-05,1,Memphis,,Mississippi,L,1,1,100.0,4,0,0,133.6,patrick-byrne-1
Will Hudgens,2005-09-05,1,Memphis,,Mississippi,L,15,28,53.6,145,0,2,82.8,will-hudgens-1
Tremayne Kirkland,2005-09-05,1,Nevada-Las Vegas,@,New Mexico,L,1,1,100.0,28,0,0,335.2,tremayne-kirkland-1
Robert Lane,2005-09-05,1,Mississippi,@,Memphis,W,1,4,25.0,23,0,1,23.3,robert-lane-1
Xavier Lee,2005-09-05,1,Florida State,,Miami (FL),W,1,2,50.0,7,0,0,79.4,xavier-lee-1
Kole McKamey,2005-09-05,1,New Mexico,,Nevada-Las Vegas,W,20,29,69.0,288,2,0,175.1,kole-mckamey-1
Micheal Spurlock,2005-09-05,1,Mississippi,@,Memphis,W,14,27,51.9,184,0,1,101.7,micheal-spurlock-1
Shane Steichen,2005-09-05,1,Nevada-Las Vegas,@,New Mexico,L,18,30,60.0,227,2,1,138.9,shane-steichen-1
Drew Weatherford,2005-09-05,1,Florida State,,Miami (FL),W,7,24,29.2,67,0,1,44.3,drew-weatherford-1
Kyle Wright,2005-09-05,1,Miami (FL),@,Florida State,L,16,28,57.1,232,1,2,124.2,kyle-wright-1
Danny Embick,2005-09-08,2,Florida Atlantic,,Oklahoma State,L,7,16,43.8,91,0,0,91.5,danny-embick-1
Bobby Reid,2005-09-08,2,Oklahoma State,@,Florida Atlantic,W,4,10,40.0,52,0,0,83.7,bobby-reid-1
Donovan Woods,2005-09-08,2,Oklahoma State,@,Florida Atlantic,W,7,12,58.3,46,0,0,90.5,donovan-woods-1
Alex Brink,2005-09-09,2,Washington State,@,Nevada,W,15,23,65.2,202,3,0,182.0,alex-brink-1
Austen Everson,2005-09-09,2,Ohio,,Pittsburgh,W,13,23,56.5,112,0,0,97.4,austen-everson-1
Theo Jefferson,2005-09-09,2,Ohio,,Pittsburgh,W,1,1,100.0,2,0,0,116.8,theo-jefferson-1
Travis Moore,2005-09-09,1,Nevada,,Washington State,L,4,10,40.0,38,0,0,71.9,travis-moore-1
Tyler Palko,2005-09-09,2,Pittsburgh,@,Ohio,L,13,25,52.0,120,0,3,68.3,tyler-palko-1
Jeff Rowe,2005-09-09,1,Nevada,,Washington State,L,19,32,59.4,219,1,1,120.9,jeff-rowe-1
Josh Swogger,2005-09-09,2,Washington State,@,Nevada,W,4,9,44.4,85,1,0,160.4,josh-swogger-1
Donald Allen,2005-09-10,1,Louisiana Tech,@,Florida,L,7,14,50.0,61,0,1,72.3,donald-allen-1
Dustin Almond,2005-09-10,1,Southern Mississippi,@,Alabama,L,15,30,50.0,190,2,1,118.5,dustin-almond-1
Joel Armstrong,2005-09-10,1,Rice,@,UCLA,L,5,9,55.6,32,0,0,85.4,joel-armstrong-1
Joe Ayoob,2005-09-10,2,California,@,Washington,W,17,27,63.0,271,4,1,188.8,joe-ayoob-1
Jerry Babb,2005-09-10,2,Louisiana,@,Eastern Michigan,L,21,29,72.4,228,0,0,138.5,jerry-babb-1
Matt Baker,2005-09-10,1,North Carolina,@,Georgia Tech,L,18,39,46.2,280,2,3,108.0,matt-baker-1
Reggie Ball,2005-09-10,2,Georgia Tech,,North Carolina,W,24,47,51.1,320,2,0,122.3,reggie-ball-1
Adam Barmann,2005-09-10,2,Kansas,,Appalachian State,W,0,1,0.0,0,0,0,0.0,adam-barmann-1
Brett Basanez,2005-09-10,2,Northwestern,,Northern Illinois,W,21,32,65.6,220,0,0,123.4,brett-basanez-1
John Beck,2005-09-10,2,Brigham Young,,Eastern Illinois,W,26,40,65.0,255,3,2,133.3,john-beck-1
Adam Bednarik,2005-09-10,2,West Virginia,,Wofford,W,6,6,100.0,90,1,0,281.0,adam-bednarik-1
Shawn Bell,2005-09-10,2,Baylor,,Samford,W,16,26,61.5,166,2,0,140.6,shawn-bell-1
Matt Berry,2005-09-10,2,Brigham Young,,Eastern Illinois,W,0,1,0.0,0,0,0,0.0,matt-berry-1
Josh Betts,2005-09-10,2,Miami (OH),,Central Michigan,L,27,46,58.7,395,3,0,152.3,josh-betts-1
Brett Biggs,2005-09-10,1,Akron,@,Purdue,L,1,1,100.0,79,1,0,1093.6,brett-biggs-1
Damarius Bilbo,2005-09-10,2,Georgia Tech,,North Carolina,W,1,1,100.0,33,0,0,377.2,damarius-bilbo-1
Matt Bohnet,2005-09-10,2,Eastern Michigan,,Louisiana,W,26,36,72.2,263,2,0,151.9,matt-bohnet-1
Rhett Bomar,2005-09-10,2,Oklahoma,,Tulsa,W,5,13,38.5,42,0,2,34.8,rhett-bomar-1
Matt Bonislawski,2005-09-10,2,Connecticut,,Liberty,W,18,25,72.0,217,2,0,171.3,matt-bonislawski-1
Jovon Bouknight,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,0,1,0.0,0,0,0,0.0,jovon-bouknight-1
Chad Bozzo,2005-09-10,2,San Jose State,@,Illinois,L,6,10,60.0,111,0,0,153.2,chad-bozzo-1
Corey Bramlet,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,13,23,56.5,223,1,2,134.9,corey-bramlet-1
Tom Brandstater,2005-09-10,1,Fresno State,,Weber State,W,2,4,50.0,11,1,0,155.6,tom-brandstater-1
Tim Brasic,2005-09-10,2,Illinois,,San Jose State,W,17,22,77.3,199,0,1,144.2,tim-brasic-1
Colt Brennan,2005-09-10,2,Hawaii,@,Michigan State,L,23,31,74.2,219,2,0,154.8,colt-brennan-1
Jon Brown,2005-09-10,2,Kent State,,Southeast Missouri State,W,1,1,100.0,6,0,0,150.4,jon-brown-1
Derrick Bush,2005-09-10,2,Kent State,,Southeast Missouri State,W,1,1,100.0,29,1,0,673.6,derrick-bush-1
Shaun Carney,2005-09-10,2,Air Force,,San Diego State,W,10,12,83.3,231,1,0,272.5,shaun-carney-1
Kellen Clemens,2005-09-10,2,Oregon,,Montana,W,24,40,60.0,275,2,0,134.3,kellen-clemens-1
Chase Clement,2005-09-10,1,Rice,@,UCLA,L,3,8,37.5,31,0,0,70.1,chase-clement-2
Clint Cochran,2005-09-10,2,Toledo,,Western Michigan,W,4,4,100.0,20,0,0,142.0,clint-cochran-1
Omarr Conner,2005-09-10,2,Mississippi State,@,Auburn,L,10,19,52.6,116,0,1,93.4,omarr-conner-1
Brandon Cox,2005-09-10,2,Auburn,,Mississippi State,W,12,18,66.7,202,2,0,197.6,brandon-cox-1
James Cox,2005-09-10,2,Colorado,,New Mexico State,W,4,8,50.0,47,0,0,99.4,james-cox-1
Brodie Croyle,2005-09-10,2,Alabama,,Southern Mississippi,W,21,37,56.8,330,2,1,144.1,brodie-croyle-1
Ryan Cubit,2005-09-10,2,Western Michigan,@,Toledo,L,20,33,60.6,215,1,0,125.3,ryan-cubit-1
Bryan Cupito,2005-09-10,2,Minnesota,,Colorado State,W,9,21,42.9,159,2,1,128.4,bryan-cupito-1
Jay Cutler,2005-09-10,2,Vanderbilt,@,Arkansas,W,23,45,51.1,278,2,1,113.2,jay-cutler-1
Zac Dahman,2005-09-10,1,Army,@,Boston College,L,17,32,53.1,154,1,2,91.4,zac-dahman-1
Nick Davila,2005-09-10,2,Cincinnati,@,Penn State,L,2,2,100.0,43,1,0,445.6,nick-davila-1
Courtney Denson,2005-09-10,2,South Florida,,Florida A&M,W,2,7,28.6,42,1,0,126.1,courtney-denson-1
Dennis Dixon,2005-09-10,2,Oregon,,Montana,W,1,1,100.0,39,1,0,757.6,dennis-dixon-1
Paul Dombrowski,2005-09-10,2,New Mexico State,@,Colorado,L,0,1,0.0,0,0,1,-200.0,paul-dombrowski-1
Tyler Donovan,2005-09-10,2,Wisconsin,,Temple,W,3,6,50.0,49,1,0,173.6,tyler-donovan-1
Jacob Doss,2005-09-10,2,Wyoming,,Louisiana-Monroe,W,5,7,71.4,31,1,1,127.2,jacob-doss-1
Matt Dragich,2005-09-10,2,Oregon,,Montana,W,0,1,0.0,0,0,0,0.0,matt-dragich-1
Curt Dukes,2005-09-10,2,Duke,,Virginia Tech,L,1,3,33.3,8,0,1,-10.9,curt-dukes-1
Trent Edwards,2005-09-10,1,Stanford,@,Navy,W,21,33,63.6,235,1,0,133.5,trent-edwards-1
Luke Getsy,2005-09-10,1,Akron,@,Purdue,L,25,44,56.8,283,2,0,125.8,luke-getsy-1
Royal Gill,2005-09-10,2,New Mexico State,@,Colorado,L,17,30,56.7,176,0,1,99.3,royal-gill-1
Bruce Gradkowski,2005-09-10,2,Toledo,,Western Michigan,W,25,35,71.4,338,3,1,175.1,bruce-gradkowski-1
Tyler Graunke,2005-09-10,2,Hawaii,@,Michigan State,L,2,11,18.2,17,0,0,31.2,tyler-graunke-1
J.P. Greco,2005-09-10,2,San Jose State,@,Illinois,L,4,4,100.0,35,0,0,173.5,jp-greco-1
Dustin Grutza,2005-09-10,2,Cincinnati,@,Penn State,L,27,47,57.4,286,1,2,107.1,dustin-grutza-1
Tye Gunn,2005-09-10,2,Texas Christian,@,Southern Methodist,L,16,36,44.4,134,0,3,59.0,tye-gunn-1
Robbie Haas,2005-09-10,2,Western Michigan,@,Toledo,L,0,2,0.0,0,0,0,0.0,robbie-haas-1
Darrell Hackney,2005-09-10,2,Alabama-Birmingham,@,Troy,W,25,38,65.8,296,2,0,148.6,darrell-hackney-1
Brian Hampton,2005-09-10,2,Navy,,Stanford,L,3,10,30.0,55,0,0,76.2,brian-hampton-1
