Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Jaire Alexander,2017-09-02,1,Louisville,N,Purdue,W,1,6,6.0,0,jaire-alexander-1
Rodney Anderson,2017-09-02,1,Oklahoma,,Texas-El Paso,W,1,7,7.0,0,rodney-anderson-1
Jackson Anthrop,2017-09-02,1,Purdue,N,Louisville,L,2,9,4.5,0,jackson-anthrop-1
Troy Apke,2017-09-02,1,Penn State,,Akron,W,1,3,3.0,0,tony-apke-1
Jeff Badet,2017-09-02,1,Oklahoma,,Texas-El Paso,W,2,5,2.5,0,jeff-badet-1
Cameron Batson,2017-09-02,1,Texas Tech,,Eastern Washington,W,2,4,2.0,0,cameron-batson-1
Braxton Berrios,2017-09-02,1,Miami (FL),,Bethune-Cookman,W,1,12,12.0,0,braxton-berrios-1
Reggie Bonnafon,2017-09-02,1,Louisville,N,Purdue,W,2,33,16.5,0,reggie-bonnafon-1
A.J. Brown,2017-09-02,1,Mississippi,,South Alabama,W,2,7,3.5,0,aj-brown-3
Devon Brown,2017-09-02,1,Old Dominion,,Albany,W,5,35,7.0,0,devon-brown-2
Shun Brown,2017-09-02,1,Arizona,,Northern Arizona,W,2,71,35.5,1,shun-brown-1
Sean Chandler,2017-09-02,1,Temple,@,Notre Dame,L,1,2,2.0,0,sean-chandler-2
D.J. Chark,2017-09-02,1,Louisiana State,N,Brigham Young,W,3,26,8.7,0,dj-chark-1
Rona Cleveland,2017-09-02,1,Air Force,,Virginia Military Institute,W,2,9,4.5,0,rona-cleveland-1
Dylan Collie,2017-09-02,2,Hawaii,,Western Carolina,W,1,3,3.0,0,dylan-collie-1
Ahkil Crumpton,2017-09-02,1,Georgia,,Appalachian State,W,1,0,0.0,0,ahkil-crumpton-1
Chris Davis,2017-09-02,1,New Mexico,,Abilene Christian,W,1,-11,-11.0,0,chris-davis-12
Mike Dudek,2017-09-02,1,Illinois,,Ball State,W,3,55,18.3,0,mike-dudek-1
Nacarius Fant,2017-09-02,1,Western Kentucky,,Eastern Kentucky,W,1,2,2.0,0,nacarius-fant-1
Chris Finke,2017-09-02,1,Notre Dame,,Temple,W,1,0,0.0,0,chris-finke-1
Jericho Flowers,2017-09-02,1,Nevada-Las Vegas,,Howard,L,2,18,9.0,0,jericho-flowers-1
Kaleb Fossum,2017-09-02,1,Nevada,@,Northwestern,L,2,18,9.0,0,kaleb-fossum-1
Tajee Fullwood,2017-09-02,2,South Florida,,Stony Brook,W,3,85,28.3,0,tajee-fullwood-1
Bailey Gaither,2017-09-02,2,San Jose State,,Cal Poly,W,2,-1,-0.5,0,bailey-gaither-1
Terry Godwin,2017-09-02,1,Georgia,,Appalachian State,W,1,6,6.0,0,terry-godwin-1
Daniel Hamm,2017-09-02,1,Virginia,,William & Mary,W,2,7,3.5,0,daniel-hamm-1
Ajene Harris,2017-09-02,1,Southern California,,Western Michigan,W,1,15,15.0,0,ajene-harris-1
Damien Harris,2017-09-02,1,Alabama,N,Florida State,W,1,19,19.0,0,damien-harris-1
Sam Harris,2017-09-02,1,South Alabama,@,Mississippi,L,1,0,0.0,0,sam-harris-2
Reggie Hemphill-Mapps,2017-09-02,1,Texas,,Maryland,L,1,91,91.0,1,reggie-hemphill-mapps-1
Dontrell Hilliard,2017-09-02,1,Tulane,,Grambling State,W,1,0,0.0,0,dontrell-hilliard-1
Nyheim Hines,2017-09-02,1,North Carolina State,N,South Carolina,L,3,40,13.3,0,nyheim-hines-1
Myles Hudzick,2017-09-02,1,Duke,,North Carolina Central,W,1,9,9.0,0,myles-hudzick-1
Tim Irvin,2017-09-02,1,East Carolina,,James Madison,L,1,1,1.0,0,tim-irvin-1
Richie James,2017-09-02,1,Middle Tennessee State,,Vanderbilt,L,3,20,6.7,0,richie-james-1
Eric Jenkins,2017-09-02,1,North Texas,,Lamar,W,4,4,1.0,0,eric-jenkins-1
Johnathon Johnson,2017-09-02,1,Missouri,,Missouri State,W,1,10,10.0,0,johnathon-johnson-2
Chris Jones,2017-09-02,1,Coastal Carolina,,Massachusetts,W,4,46,11.5,0,chris-jones-17
Marcus Jones,2017-09-02,1,Troy,@,Boise State,L,1,9,9.0,0,marcus-jones-11
Mike Jones,2017-09-02,1,Temple,@,Notre Dame,L,1,0,0.0,0,mike-jones-25
D.L. Knock,2017-09-02,1,Ohio,,Hampton,W,1,0,0.0,0,dl-knock-1
Corey Lacanaria,2017-09-02,1,Ball State,@,Illinois,L,2,9,4.5,0,corey-lacanaria-1
CeeDee Lamb,2017-09-02,1,Oklahoma,,Texas-El Paso,W,1,14,14.0,0,ceedee-lamb-1
Chris Lammons,2017-09-02,1,South Carolina,N,North Carolina State,W,3,26,8.7,0,chris-lammons-1
Donnie Lewis,2017-09-02,1,Tulane,,Grambling State,W,1,-1,-1.0,0,donnie-lewis-1
Ryheem Malone,2017-09-02,1,Louisiana,,Southeastern Louisiana,W,2,52,26.0,0,ryheem-malone-1
Ray-Ray McCloud,2017-09-02,1,Clemson,,Kent State,W,2,14,7.0,0,ray-ray-mccloud-1
Marcus Milton,2017-09-02,1,Bowling Green State,@,Michigan State,L,1,10,10.0,0,marcus-milton-1
D.J. Moore,2017-09-02,1,Maryland,@,Texas,W,1,16,16.0,0,dj-moore-3
Stanley Morgan Jr.,2017-09-02,1,Nebraska,,Arkansas State,W,1,1,1.0,0,stanley-morgan-jr-1
Jamal Morrow,2017-09-02,1,Washington State,,Montana State,W,3,22,7.3,0,jamal-morrow-1
Jared Murphy,2017-09-02,1,Miami (OH),@,Marshall,L,1,9,9.0,0,jared-murphy-1
Gabe Myles,2017-09-02,1,Mississippi State,,Charleston Southern,W,3,22,7.3,0,gabe-myles-1
Charles Nelson,2017-09-02,1,Oregon,,Southern Utah,W,2,24,12.0,0,charles-nelson-2
Kylan Nelson,2017-09-02,1,Ohio,,Hampton,W,1,21,21.0,0,kylan-nelson-1
Dejonte O'Neal,2017-09-02,1,Fresno State,,Incarnate Word,W,3,40,13.3,0,dejonte-oneal-1
Tyler Patrick,2017-09-02,1,Kansas,,Southeast Missouri State,W,1,4,4.0,0,tyler-patrick-1
Donovan Peoples-Jones,2017-09-02,1,Michigan,N,Florida,W,5,40,8.0,0,donovan-peoples-jones-1
Darius Phillips,2017-09-02,1,Western Michigan,@,Southern California,L,1,0,0.0,0,darius-phillips-1
James Proche,2017-09-02,1,Southern Methodist,,Stephen F. Austin,W,1,6,6.0,0,james-proche-1
Austin Proehl,2017-09-02,1,North Carolina,,California,L,1,17,17.0,0,austin-proehl-1
Trey Quinn,2017-09-02,1,Southern Methodist,,Stephen F. Austin,W,3,9,3.0,0,trey-quinn-1
T.J. Rahming,2017-09-02,1,Duke,,North Carolina Central,W,2,3,1.5,0,tj-rahming-1
D.J Reed,2017-09-02,1,Kansas State,,Central Arkansas,W,1,62,62.0,1,dj-reed-2
Ronnie Rivers,2017-09-02,1,Fresno State,,Incarnate Word,W,2,19,9.5,0,ronnie-rivers-1
Malik Roberson,2017-09-02,2,San Jose State,,Cal Poly,W,1,4,4.0,0,malik-roberson-1
Stephen Roberts,2017-09-02,1,Auburn,,Georgia Southern,W,1,6,6.0,0,stephen-roberts-2
Amari Rodgers,2017-09-02,1,Clemson,,Kent State,W,1,7,7.0,0,amari-rodgers-1
Isaiah Rodgers,2017-09-02,2,Massachusetts,@,Coastal Carolina,L,3,4,1.3,0,isaiah-rodgers-1
Trey Rodriguez,2017-09-02,1,Marshall,,Miami (OH),W,1,0,0.0,0,trey-rodriguez-1
Trever Ryen,2017-09-02,1,Iowa State,,Northern Iowa,W,3,11,3.7,0,trever-ryen-1
Steven Sims Jr.,2017-09-02,1,Kansas,,Southeast Missouri State,W,3,24,8.0,0,steven-sims-jr-1
Allen Staggers,2017-09-02,1,Southern Mississippi,,Kentucky,L,1,7,7.0,0,allen-staggers-1
Darrell Stewart Jr.,2017-09-02,1,Michigan State,,Bowling Green State,W,3,15,5.0,0,darrell-stewart-jr-1
Jay Stocker,2017-09-02,1,Pittsburgh,,Youngstown State,W,1,66,66.0,0,jay-stocker-1
Blaise Taylor,2017-09-02,1,Arkansas State,@,Nebraska,L,2,63,31.5,1,blaise-taylor-1
DeAndre Thompkins,2017-09-02,1,Penn State,,Akron,W,4,127,31.8,1,deandre-thompkins-1
Amir Trapp,2017-09-02,1,Clemson,,Kent State,W,1,5,5.0,0,amir-trapp-1
Quest Truxton,2017-09-02,1,San Diego State,,California-Davis,W,2,9,4.5,0,quest-truxton-1
KaVontae Turpin,2017-09-02,1,Texas Christian,,Jackson State,W,1,17,17.0,0,kavontae-turpin-1
Matt Vandeberg,2017-09-02,1,Iowa,,Wyoming,W,3,37,12.3,0,matt-vandeberg-1
Teddy Veal,2017-09-02,1,Louisiana Tech,,Northwestern State,W,4,86,21.5,1,teddy-veal-1
Desmon White,2017-09-02,1,Texas Christian,,Jackson State,W,1,0,0.0,0,desmon-white-1
Hutch White,2017-09-02,1,Texas State,,,W,2,12,6.0,0,hutch-white-1
Papi White,2017-09-02,1,Ohio,,Hampton,W,3,19,6.3,0,papi-white-1
Avery Williams,2017-09-02,1,Boise State,,Troy,W,5,124,24.8,1,avery-williams-6
Andre Wilson,2017-09-02,1,Alabama-Birmingham,,Alabama A&M,W,7,13,1.9,0,andre-wilson-1
Tevin Bush,2017-09-03,1,West Virginia,N,Virginia Tech,L,1,-3,-3.0,0,tevin-bush-1
Adarius Pickett,2017-09-03,1,UCLA,,Texas A&M,W,1,-1,-1.0,0,adarius-pickett-1
Greg Stroman,2017-09-03,1,Virginia Tech,N,West Virginia,W,1,5,5.0,0,greg-stroman-1
Brad Stewart,2017-09-04,1,Georgia Tech,N,Tennessee,L,2,7,3.5,0,brad-stewart-2
Louy Compton,2017-09-07,2,Utah State,,Idaho State,W,1,18,18.0,0,louy-compton-1
Jordan Nathan,2017-09-07,2,Utah State,,Idaho State,W,3,40,13.3,0,jordan-nathan-1
Zach Van Leeuwen,2017-09-07,2,Utah State,,Idaho State,W,1,2,2.0,0,zach-van-leeuwen-1
Jackson Anthrop,2017-09-08,2,Purdue,,Ohio,W,2,5,2.5,0,jackson-anthrop-1
Tony Gaiter IV,2017-09-08,2,Florida International,N,Alcorn State,W,1,1,1.0,0,tony-gaiter-iv-1
Jalen McCleskey,2017-09-08,2,Oklahoma State,@,South Alabama,W,2,13,6.5,0,jalen-mccleskey-1
Brad Muhammad,2017-09-08,2,Florida International,N,Alcorn State,W,1,-1,-1.0,0,brad-muhammad-1
Papi White,2017-09-08,2,Ohio,@,Purdue,L,1,18,18.0,0,papi-white-1
Blake Banham,2017-09-09,2,Eastern Michigan,@,Rutgers,W,3,24,8.0,0,blake-banham-1
Chad Beebe,2017-09-09,2,Northern Illinois,,Eastern Illinois,W,3,1,0.3,0,chad-beebe-1
Ronnie Blackmon,2017-09-09,2,Colorado,,Texas State,W,1,4,4.0,0,ronnie-blackmon-1
Reggie Bonnafon,2017-09-09,2,Louisville,@,North Carolina,W,1,8,8.0,0,reggie-bonnafon-1
A.J. Brown,2017-09-09,2,Mississippi,,Tennessee-Martin,W,2,1,0.5,0,aj-brown-3
Devon Brown,2017-09-09,2,Old Dominion,@,Massachusetts,W,3,44,14.7,0,devon-brown-2
Shun Brown,2017-09-09,2,Arizona,,Houston,L,1,2,2.0,0,shun-brown-1
Henry Bussey,2017-09-09,2,Florida Atlantic,@,Wisconsin,L,1,4,4.0,0,henry-bussey-1
Marquez Callaway,2017-09-09,2,Tennessee,,Indiana State,W,4,53,13.3,0,marquez-callaway-1
Myles Campbell,2017-09-09,2,Georgia Southern,N,New Hampshire,L,1,8,8.0,0,myles-campbell-1
C.J. Carroll,2017-09-09,2,Virginia Tech,,Delaware,W,1,1,1.0,0,cj-carroll-1
Sean Chandler,2017-09-09,2,Temple,,Villanova,W,1,7,7.0,0,sean-chandler-2
D.J. Chark,2017-09-09,2,Louisiana State,,Chattanooga,W,2,73,36.5,1,dj-chark-1
Amari Coleman,2017-09-09,2,Central Michigan,@,Kansas,W,2,13,6.5,0,amari-coleman-1
Austin Conway,2017-09-09,2,Wyoming,,Gardner-Webb,W,3,53,17.7,0,austin-conway-1
Vosean Crumbie,2017-09-09,2,Nevada,,Toledo,L,1,0,0.0,0,vosean-crumbie-1
Jaelon Darden,2017-09-09,2,North Texas,@,Southern Methodist,L,1,12,12.0,0,jaelon-darden-1
Chris Davis,2017-09-09,2,New Mexico,,New Mexico State,L,1,15,15.0,0,chris-davis-12
Trevon Diggs,2017-09-09,2,Alabama,,Fresno State,W,2,12,6.0,0,trevon-diggs-1
Greg Dortch,2017-09-09,2,Wake Forest,@,Boston College,W,2,6,3.0,0,greg-dortch-1
Mike Dudek,2017-09-09,2,Illinois,,Western Kentucky,W,1,0,0.0,0,mike-dudek-1
Nashon Ellerbe,2017-09-09,2,Rice,@,Texas-El Paso,W,1,18,18.0,0,nashon-ellerbe-1
Nacarius Fant,2017-09-09,2,Western Kentucky,@,Illinois,L,4,5,1.3,0,nacarius-fant-1
Shawn Featherstone,2017-09-09,2,Akron,,Arkansas-Pine Bluff,W,1,4,4.0,0,shawn-featherstone-1
Chris Finke,2017-09-09,2,Notre Dame,,Georgia,L,3,-3,-1.0,0,chris-finke-1
Jericho Flowers,2017-09-09,2,Nevada-Las Vegas,@,Idaho,W,2,19,9.5,0,jericho-flowers-1
Armanti Foreman,2017-09-09,2,Texas,,San Jose State,W,3,-1,-0.3,0,armanti-foreman-1
Jake Funk,2017-09-09,2,Maryland,,Towson,W,1,0,0.0,0,jake-funk-1
Reggie Gilliam,2017-09-09,2,Toledo,@,Nevada,W,1,18,18.0,0,reggie-gilliam-1
Terry Godwin,2017-09-09,2,Georgia,@,Notre Dame,W,1,-4,-4.0,0,terry-godwin-1
Janarion Grant,2017-09-09,2,Rutgers,,Eastern Michigan,L,3,44,14.7,0,janarion-grant-1
Devin Gray,2017-09-09,2,Cincinnati,@,Michigan,L,3,6,2.0,0,devin-gray-1
Matt Guidry,2017-09-09,1,Texas-San Antonio,@,Baylor,W,1,-1,-1.0,0,matt-guidry-1
Daniel Hamm,2017-09-09,2,Virginia,,Indiana,L,2,20,10.0,0,daniel-hamm-1
Saquan Hampton,2017-09-09,2,Rutgers,,Eastern Michigan,L,1,4,4.0,0,saquan-hampton-1
Mecole Hardman,2017-09-09,2,Georgia,@,Notre Dame,W,2,25,12.5,0,mecole-hardman-1
J-Shun Harris II,2017-09-09,2,Indiana,@,Virginia,W,5,109,21.8,1,j-shun-harris-ii-1
Isaiah Harris,2017-09-09,2,Kansas State,,UNC Charlotte,W,1,8,8.0,0,isaiah-harris-1
Reid Harrison-Ducros,2017-09-09,2,Boise State,@,Washington State,L,1,0,0.0,0,reid-harrison-ducros-1
Dominique Heath,2017-09-09,2,Kansas State,,UNC Charlotte,W,1,11,11.0,0,dominique-heath-1
Quadree Henderson,2017-09-09,2,Pittsburgh,@,Penn State,L,3,0,0.0,0,quadree-henderson-1
Thomas Hennigan,2017-09-09,2,Appalachian State,,Savannah State,W,4,18,4.5,0,thomas-hennigan-1
K.J. Hill,2017-09-09,2,Ohio State,,Oklahoma,L,1,0,0.0,0,kj-hill-1
Boobie Hobbs,2017-09-09,2,Utah,@,Brigham Young,W,3,14,4.7,0,boobie-hobbs-1
Joshua Jackson,2017-09-09,2,Iowa,@,Iowa State,W,1,4,4.0,0,joshua-jackson-3
Tanner Jacobson,2017-09-09,3,Brigham Young,,Utah,L,1,-1,-1.0,0,tanner-jacobson-1
Richie James,2017-09-09,2,Middle Tennessee State,@,Syracuse,W,2,6,3.0,0,richie-james-1
Johnathon Johnson,2017-09-09,2,Missouri,,South Carolina,L,1,4,4.0,0,johnathon-johnson-2
Olabisi Johnson,2017-09-09,3,Colorado State,,Abilene Christian,W,1,17,17.0,0,olabisi-johnson-1
Johnny Jones,2017-09-09,2,Texas-El Paso,,Rice,L,1,4,4.0,0,johnny-jones-5
Marcus Jones,2017-09-09,2,Troy,,Alabama State,W,2,48,24.0,0,marcus-jones-11
Mike Jones,2017-09-09,2,Temple,,Villanova,W,1,3,3.0,0,mike-jones-25
Terry Juniel,2017-09-09,2,Texas-El Paso,,Rice,L,1,3,3.0,0,terry-juniel-1
Corey Lacanaria,2017-09-09,2,Ball State,,Alabama-Birmingham,W,2,55,27.5,0,corey-lacanaria-1
Shelton Lewis,2017-09-09,2,Florida Atlantic,@,Wisconsin,L,2,7,3.5,0,shelton-lewis-2
Kalija Lipscomb,2017-09-09,2,Vanderbilt,,Alabama A&M,W,4,26,6.5,0,kalija-lipscomb-1
Chase Lucas,2017-09-09,2,Arizona State,,San Diego State,L,1,3,3.0,0,chase-lucas-1
Ryheem Malone,2017-09-09,2,Louisiana,@,Tulsa,L,1,26,26.0,0,ryheem-malone-1
Ray-Ray McCloud,2017-09-09,2,Clemson,,Auburn,W,4,17,4.3,0,ray-ray-mccloud-1
Brandon McDowell,2017-09-09,1,Houston,@,Arizona,W,1,6,6.0,0,brandon-mcdowell-1
Marcus Milton,2017-09-09,2,Bowling Green State,,South Dakota,L,3,17,5.7,0,marcus-milton-1
D.J. Moore,2017-09-09,2,Maryland,,Towson,W,4,45,11.3,0,dj-moore-3
David Moore,2017-09-09,2,Ball State,,Alabama-Birmingham,W,1,13,13.0,0,david-moore-1
Jamal Morrow,2017-09-09,2,Washington State,,Boise State,W,2,8,4.0,0,jamal-morrow-1
Jared Murphy,2017-09-09,2,Miami (OH),,Austin Peay,W,1,5,5.0,0,jared-murphy-1
Gabe Myles,2017-09-09,2,Mississippi State,@,Louisiana Tech,W,2,-4,-2.0,0,gabe-myles-1
Charles Nelson,2017-09-09,2,Oregon,,Nebraska,W,2,1,0.5,0,charles-nelson-2
Laress Nelson,2017-09-09,2,Michigan State,,Western Michigan,W,2,18,9.0,0,laress-nelson-1
Nick Nelson,2017-09-09,2,Wisconsin,,Florida Atlantic,W,3,8,2.7,0,nick-nelson-2
Tony Nicholson,2017-09-09,2,Baylor,,Texas-San Antonio,L,1,1,1.0,0,tony-nicholson-1
Isaiah Oliver,2017-09-09,2,Colorado,,Texas State,W,4,16,4.0,0,isaiah-oliver-1
Donovan Peoples-Jones,2017-09-09,2,Michigan,,Cincinnati,W,3,19,6.3,0,donovan-peoples-jones-1
Dante Pettis,2017-09-09,2,Washington,,Montana,W,1,67,67.0,1,dante-pettis-1
Kavious Price,2017-09-09,2,Kent State,,Howard,W,2,11,5.5,0,kavious-price-1
T.J. Rahming,2017-09-09,2,Duke,,Northwestern,W,1,7,7.0,0,tj-rahming-1
Andrew Rector,2017-09-09,2,Vanderbilt,,Alabama A&M,W,1,29,29.0,0,andrew-rector-1
D.J Reed,2017-09-09,2,Kansas State,,UNC Charlotte,W,1,12,12.0,0,dj-reed-2
Sean Riley,2017-09-09,2,Syracuse,,Middle Tennessee State,L,1,0,0.0,0,sean-riley-2
Stephen Roberts,2017-09-09,2,Auburn,@,Clemson,L,1,25,25.0,0,stephen-roberts-2
Jacob Robertson,2017-09-09,2,Tulane,@,Navy,L,1,9,9.0,0,jacob-robertson-1
Isaiah Rodgers,2017-09-09,3,Massachusetts,,Old Dominion,L,2,-2,-1.0,0,isaiah-rodgers-1
Trever Ryen,2017-09-09,2,Iowa State,,Iowa,L,1,0,0.0,0,trever-ryen-1
Antonio Shenault,2017-09-09,2,Minnesota,@,Oregon State,W,1,1,1.0,0,antonio-shenault-1
Jeffery Simmons,2017-09-09,2,Mississippi State,@,Louisiana Tech,W,1,24,24.0,1,jeffery-simmons-1
Marcus Simms,2017-09-09,2,West Virginia,,East Carolina,W,1,23,23.0,0,marcus-simms-1
Turner Smiley,2017-09-09,2,North Texas,@,Southern Methodist,L,1,3,3.0,0,turner-smiley-1
Allen Staggers,2017-09-09,2,Southern Mississippi,,Southern,W,2,29,14.5,0,allen-staggers-1
Darrell Stewart Jr.,2017-09-09,2,Michigan State,,Western Michigan,W,2,5,2.5,0,darrell-stewart-jr-1
Brad Stewart,2017-09-09,2,Georgia Tech,,Jacksonville State,W,3,5,1.7,0,brad-stewart-2
Greg Stroman,2017-09-09,2,Virginia Tech,,Delaware,W,2,58,29.0,1,greg-stroman-1
DeAndre Thompkins,2017-09-09,2,Penn State,,Pittsburgh,W,3,31,10.3,0,deandre-thompkins-1
Austin Trammell,2017-09-09,2,Rice,@,Texas-El Paso,W,1,13,13.0,0,austin-trammell-1
Quest Truxton,2017-09-09,2,San Diego State,@,Arizona State,W,2,32,16.0,0,quest-truxton-1
KaVontae Turpin,2017-09-09,2,Texas Christian,@,Arkansas,W,1,14,14.0,0,kavontae-turpin-1
Jay Tyler,2017-09-09,2,Stanford,@,Southern California,L,1,9,9.0,0,jay-tyler-1
Zaquon Tyson,2017-09-09,2,Kent State,,Howard,W,2,10,5.0,0,zaquon-tyson-1
Charles Walker,2017-09-09,2,Kentucky,,Eastern Kentucky,W,1,-1,-1.0,0,charles-walker-4
Michael Walker,2017-09-09,2,Boston College,,Wake Forest,L,4,42,10.5,0,michael-walker-2
Hutch White,2017-09-09,2,Texas State,@,Colorado,L,1,9,9.0,0,hutch-white-1
Avery Williams,2017-09-09,2,Boise State,@,Washington State,L,2,4,2.0,0,avery-williams-6
Malik Williams,2017-09-09,2,Appalachian State,,Savannah State,W,1,16,16.0,0,malik-williams-2
Chris Davis,2017-09-14,3,New Mexico,@,Boise State,L,2,4,2.0,0,chris-davis-12
Avery Williams,2017-09-14,3,Boise State,,New Mexico,W,2,28,14.0,0,avery-williams-6
Shun Brown,2017-09-15,3,Arizona,@,Texas-El Paso,W,2,62,31.0,1,shun-brown-1
Tony Ellison,2017-09-15,3,Arizona,@,Texas-El Paso,W,1,5,5.0,0,tony-ellison-1
Tajee Fullwood,2017-09-15,3,South Florida,,Illinois,W,2,8,4.0,0,tajee-fullwood-1
Bakhari Goodson,2017-09-15,4,Massachusetts,@,Temple,L,1,1,1.0,0,bakhari-goodson-1
Mike Jones,2017-09-15,3,Temple,,Massachusetts,W,1,12,12.0,0,mike-jones-25
Mark Allen,2017-09-16,3,Penn State,,Georgia State,W,1,10,10.0,0,mark-allen-5
Darren Andrews,2017-09-16,3,UCLA,@,Memphis,L,1,0,0.0,0,darren-andrews-1
Jackson Anthrop,2017-09-16,3,Purdue,@,Missouri,W,1,-1,-1.0,0,jackson-anthrop-1
Sean Avant,2017-09-16,3,Syracuse,,Central Michigan,W,1,3,3.0,0,sean-avant-1
Taz Bateman,2017-09-16,2,Georgia State,@,Penn State,L,1,1,1.0,0,taz-bateman-1
Jessie Bates,2017-09-16,3,Wake Forest,,Utah State,W,1,75,75.0,0,jessie-bates-1
Cameron Batson,2017-09-16,2,Texas Tech,,Arizona State,W,1,8,8.0,0,cameron-batson-1
Ronnie Blackmon,2017-09-16,3,Colorado,,Northern Colorado,W,1,40,40.0,0,ronnie-blackmon-1
Trevon Bradford,2017-09-16,4,Oregon State,@,Washington State,L,1,0,0.0,0,trevon-bradford-1
Devon Brown,2017-09-16,3,Old Dominion,,North Carolina,L,4,38,9.5,0,devon-brown-2
Tevin Bush,2017-09-16,3,West Virginia,,Delaware State,W,2,5,2.5,0,tevin-bush-1
Henry Bussey,2017-09-16,3,Florida Atlantic,,Bethune-Cookman,W,1,-1,-1.0,0,henry-bussey-1
Marquez Callaway,2017-09-16,3,Tennessee,@,Florida,L,1,29,29.0,0,marquez-callaway-1
C.J. Carroll,2017-09-16,3,Virginia Tech,@,East Carolina,W,1,3,3.0,0,cj-carroll-1
Austin Conway,2017-09-16,3,Wyoming,,Oregon,L,2,16,8.0,0,austin-conway-1
Vosean Crumbie,2017-09-16,3,Nevada,,Idaho State,L,1,10,10.0,0,vosean-crumbie-1
Ryan Davis,2017-09-16,3,Auburn,,Mercer,W,1,16,16.0,0,ryan-davis-5
Trevon Diggs,2017-09-16,3,Alabama,,Colorado State,W,1,9,9.0,0,trevon-diggs-1
