Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Drew Coleman,2009-09-05,1,Air Force,,Nicholls State,W,1,20,20.0,1,drew-coleman-2
Dajuane Collins,2009-09-05,1,Toledo,@,Purdue,L,9,27,3.0,1,dajuane-collins-1
Marquell Colston,2009-09-05,1,New Mexico State,,Idaho,L,14,47,3.4,0,marquell-colston-1
Myke Compton,2009-09-05,1,Louisiana Tech,@,Auburn,L,1,2,2.0,0,myke-compton-1
Scott Concannon,2009-09-05,1,Northwestern,,Towson,W,7,32,4.6,2,scott-concannon-1
Aaron Corp,2009-09-05,1,Southern California,,San Jose State,W,1,-3,-3.0,0,aaron-corp-1
Paris Cotton,2009-09-05,1,Central Michigan,@,Arizona,L,1,2,2.0,0,paris-cotton-1
C.J. Cox,2009-09-05,1,Nevada-Las Vegas,,Sacramento State,W,4,3,0.8,0,cj-cox-1
Joe Cox,2009-09-05,1,Georgia,@,Oklahoma State,L,2,-9,-4.5,0,joe-cox-1
Lucas Cox,2009-09-05,1,Georgia Tech,,Jacksonville State,W,6,23,3.8,0,lucas-cox-1
Jonathan Crompton,2009-09-05,1,Tennessee,,Western Kentucky,W,1,4,4.0,0,jonathan-crompton-1
Marcus Curry,2009-09-05,1,Navy,@,Ohio State,L,4,14,3.5,0,marcus-curry-1
De'Anthony Curtis,2009-09-05,1,Arkansas,,Missouri State,W,1,3,3.0,0,deanthony-curtis-1
Andrew Dailey,2009-09-05,1,Penn State,,Akron,W,1,37,37.0,0,andrew-dailey-1
B.J. Daniels,2009-09-05,1,South Florida,,Wofford,W,3,16,5.3,0,bj-daniels-1
Dwight Dasher,2009-09-05,1,Middle Tennessee State,@,Clemson,L,19,61,3.2,0,dwight-dasher-1
Vince Davidson,2009-09-05,1,Ohio,,Connecticut,L,3,11,3.7,0,vince-davidson-1
Austin Davis,2009-09-05,1,Southern Mississippi,,Alcorn State,W,8,36,4.5,1,austin-davis-1
Donte Davis,2009-09-05,1,Syracuse,,Minnesota,L,1,-3,-3.0,0,donte-davis-1
Knile Davis,2009-09-05,1,Arkansas,,Missouri State,W,1,15,15.0,0,knile-davis-1
Covaughn Deboskie-Johnso,2009-09-05,1,California,,Maryland,W,9,54,6.0,0,covaughn-deboskie-johnso-1
Jeff Demps,2009-09-05,1,Florida,,Charleston Southern,W,5,89,17.8,2,jeff-demps-1
Demond Dennis,2009-09-05,1,New Mexico,@,Texas A&M,L,10,23,2.3,0,demond-dennis-1
Noel Devine,2009-09-05,1,West Virginia,,Liberty,W,17,112,6.6,1,noel-devine-1
Shaun Dewitty,2009-09-05,1,Arizona State,,Idaho State,W,8,52,6.5,0,shaun-dewitty-1
J.J. Di Luigi,2009-09-05,1,Brigham Young,N,Oklahoma,W,1,4,4.0,0,jj-di-luigi-1
Connor Dietz,2009-09-05,1,Air Force,,Nicholls State,W,7,83,11.9,0,connor-dietz-1
Andre Dixon,2009-09-05,1,Connecticut,@,Ohio,W,19,100,5.3,0,andre-dixon-1
Ricky Dobbs,2009-09-05,1,Navy,@,Ohio State,L,18,83,4.6,2,ricky-dobbs-1
Blayne Donnell,2009-09-05,1,Louisville,,Indiana State,W,1,7,7.0,0,blayne-donnell-1
Tommy Dorman,2009-09-05,1,Texas A&M,,New Mexico,W,1,-2,-2.0,0,tommy-dorman-1
Jermaine Doster,2009-09-05,1,Vanderbilt,,Western Carolina,W,5,36,7.2,0,jermaine-doster-1
Cornelius Douglas,2009-09-05,1,Texas Tech,,North Dakota,W,1,2,2.0,0,cornelius-douglas-1
Bobby Doyle,2009-09-05,1,Navy,@,Ohio State,L,3,19,6.3,0,bobby-doyle-1
Shaun Draughn,2009-09-05,1,North Carolina,,Citadel,W,20,118,5.9,0,shaun-draughn-1
Christian Ducre,2009-09-05,1,Mississippi State,,Jackson State,W,6,24,4.0,0,christian-ducre-1
Tyrone Duplessis,2009-09-05,1,Louisiana Tech,@,Auburn,L,5,6,1.2,0,tyrone-duplessis-1
Matt Dupre,2009-09-05,1,Louisiana,,Southern,W,1,1,1.0,0,matt-dupre-1
Chris Duvalt,2009-09-05,1,Illinois,N,Missouri,L,2,-4,-2.0,0,chris-duvalt-1
Jonathan Dwyer,2009-09-05,1,Georgia Tech,,Jacksonville State,W,7,95,13.6,2,jonathan-dwyer-1
Antavian Edison,2009-09-05,1,Purdue,,Toledo,W,1,5,5.0,0,antavian-edison-1
Courtney Edmonson,2009-09-05,1,Marshall,,Southern Illinois,W,1,4,4.0,0,courtney-edmonson-1
Terrell Edwards,2009-09-05,1,Marshall,,Southern Illinois,W,15,28,1.9,1,terrell-edwards-1
Kingsley Ehie,2009-09-05,1,Army,@,Eastern Michigan,W,12,75,6.3,2,kingsley-ehie-1
Andre Ellington,2009-09-05,1,Clemson,,Middle Tennessee State,W,9,72,8.0,0,andre-ellington-1
Robert Elliot,2009-09-05,1,Mississippi State,,Jackson State,W,11,80,7.3,1,robert-elliot-1
Joey Elliott,2009-09-05,1,Purdue,,Toledo,W,3,-5,-1.7,0,joey-elliott-1
A.J. Ellis,2009-09-05,1,Fresno State,,California-Davis,W,2,7,3.5,0,aj-ellis-1
Nathan Enderle,2009-09-05,1,Idaho,@,New Mexico State,W,2,-7,-3.5,0,nathan-enderle-1
De'Leon Eskridge,2009-09-05,1,Minnesota,@,Syracuse,W,8,29,3.6,0,deleon-eskridge-1
Nick Fanuzzi,2009-09-05,1,Rice,@,Alabama-Birmingham,L,3,7,2.3,1,nick-fanuzzi-1
Jarred Fayson,2009-09-05,1,Illinois,N,Missouri,L,1,1,1.0,0,jarred-fayson-1
Ebahn Feathers,2009-09-05,1,Fresno State,,California-Davis,W,3,29,9.7,1,ebahn-feathers-1
Will Fidler,2009-09-05,1,Kentucky,N,Miami (OH),W,1,-5,-5.0,0,will-fidler-1
Arby Fields,2009-09-05,1,Northwestern,,Towson,W,6,48,8.0,2,arby-fields-1
Rolandan Finch,2009-09-05,1,Boston College,,Northeastern,W,7,58,8.3,1,rolandan-finch-1
Jay Finley,2009-09-05,1,Baylor,@,Wake Forest,W,14,91,6.5,0,jay-finley-1
Cory Finnerty,2009-09-05,1,Navy,@,Ohio State,L,2,2,1.0,0,cory-finnerty-1
Lyle Fitte,2009-09-05,1,Louisiana Tech,@,Auburn,L,1,-2,-2.0,0,lyle-fitte-1
Jeff Fleming,2009-09-05,1,New Mexico State,,Idaho,L,6,11,1.8,0,jeff-fleming-1
Damion Fletcher,2009-09-05,1,Southern Mississippi,,Alcorn State,W,19,126,6.6,1,damion-fletcher-1
L.J. Flintall,2009-09-05,1,Ohio,,Connecticut,L,1,2,2.0,0,lj-flintall-1
V.J. Floyd,2009-09-05,1,Southern Mississippi,,Alcorn State,W,7,27,3.9,0,vj-floyd-1
Johri Fogerson,2009-09-05,1,Washington,,Louisiana State,L,3,11,3.7,0,johri-fogerson-1
Tate Forcier,2009-09-05,1,Michigan,,Western Michigan,W,11,37,3.4,0,tate-forcier-1
Jacoby Ford,2009-09-05,1,Clemson,,Middle Tennessee State,W,1,9,9.0,0,jacoby-ford-1
Jason Ford,2009-09-05,1,Illinois,N,Missouri,L,1,0,0.0,0,jason-ford-1
Frantrell Forrest,2009-09-05,1,Alabama-Birmingham,,Rice,W,1,9,9.0,0,frantrell-forrest-1
Gary Fortune,2009-09-05,1,Ohio,,Connecticut,L,1,3,3.0,0,gary-fortune-1
Johnathan Franklin,2009-09-05,1,UCLA,,San Diego State,W,12,43,3.6,1,johnathan-franklin-1
Justin Franklin,2009-09-05,1,Air Force,,Nicholls State,W,2,7,3.5,0,justin-franklin-1
Zach Frazer,2009-09-05,1,Connecticut,@,Ohio,W,5,2,0.4,0,zach-frazer-1
Gary Frazier,2009-09-05,1,Louisiana-Monroe,@,Texas,L,5,9,1.8,0,gary-frazier-1
Blaine Gabbert,2009-09-05,1,Missouri,N,Illinois,W,10,39,3.9,1,blaine-gabbert-1
C.J. Gable,2009-09-05,1,Southern California,,San Jose State,W,7,37,5.3,0,cj-gable-1
Tyler Gaffney,2009-09-05,1,Stanford,@,Washington State,W,2,8,4.0,0,tyler-gaffney-1
Terrance Ganaway,2009-09-05,1,Baylor,@,Wake Forest,W,4,11,2.8,0,terrance-ganaway-1
Chris Garrett,2009-09-05,1,Ohio,,Connecticut,L,7,17,2.4,0,chris-garrett-1
Desmond Gee,2009-09-05,1,Middle Tennessee State,@,Clemson,L,1,-2,-2.0,0,desmond-gee-1
Toby Gerhart,2009-09-05,1,Stanford,@,Washington State,W,23,121,5.3,2,toby-gerhart-1
Cody Getz,2009-09-05,1,Air Force,,Nicholls State,W,3,18,6.0,0,cody-getz-1
Peter Geurts,2009-09-05,1,California,,Maryland,W,1,4,4.0,0,peter-geurts-1
Garrett Gilbert,2009-09-05,1,Texas,,Louisiana-Monroe,W,1,12,12.0,1,garrett-gilbert-1
Mike Gillislee,2009-09-05,1,Florida,,Charleston Southern,W,6,41,6.8,1,mike-gillislee-1
Marcell Gipson,2009-09-05,1,Wyoming,,Weber State,W,1,16,16.0,0,marcell-gipson-1
Chris Givens,2009-09-05,1,Wake Forest,,Baylor,L,3,28,9.3,0,chris-givens-2
Tonny Glynn,2009-09-05,1,New Mexico State,,Idaho,L,9,29,3.2,1,tonny-glynn-1
Frank Goodin,2009-09-05,1,Louisiana-Monroe,@,Texas,L,15,60,4.0,1,frank-goodin-1
Jeramy Goodson,2009-09-05,1,Rice,@,Alabama-Birmingham,L,2,7,3.5,0,jeramy-goodson-1
Kelvin Grady,2009-09-05,1,Michigan,,Western Michigan,W,1,11,11.0,0,kelvin-grady-1
Kevin Grady,2009-09-05,1,Michigan,,Western Michigan,W,2,7,3.5,0,kevin-grady-1
Ray Graham,2009-09-05,1,Pittsburgh,,Youngstown State,W,6,22,3.7,0,ray-graham-1
Terry Grant,2009-09-05,1,Alabama,N,Virginia Tech,W,2,2,1.0,0,terry-grant-1
Cyrus Gray,2009-09-05,1,Texas A&M,,New Mexico,W,14,52,3.7,1,cyrus-gray-1
Jonas Gray,2009-09-05,1,Notre Dame,,Nevada,W,9,50,5.6,0,jonas-gray-1
