Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Ray-Ray Armstrong,2010-09-02,1,Miami (FL),,Florida A&M,W,ray-ray-armstrong-2,1.0,22.0,1.0,1.0
T.J. Ballou,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,tj-ballou-1,1.0,19.0,0.0,1.0
Brian Blechen,2010-09-02,1,Utah,,Pittsburgh,W,brian-blechen-1,1.0,2.0,0.0,1.0
Tyrone Clark,2010-09-02,1,Northern Illinois,@,Iowa State,L,tyrone-clark-1,1.0,30.0,0.0,1.0
Joseph Dickson,2010-09-02,1,Idaho,,North Dakota,W,joseph-dickson-1,1.0,31.0,0.0,1.0
Matt Ernest,2010-09-02,1,Indiana,,Towson,W,matt-ernest-1,1.0,56.0,1.0,1.0
Mitchell Evans,2010-09-02,1,Indiana,,Towson,W,mitchell-evans-1,1.0,6.0,0.0,1.0
Alex Frye,2010-09-02,1,Wake Forest,,Presbyterian,W,alex-frye-1,1.0,44.0,1.0,1.0
Brentley Harstad,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,brentley-harstad-1,1.0,38.0,1.0,1.0
Jarred Holley,2010-09-02,1,Pittsburgh,@,Utah,L,jarred-holley-1,1.0,0.0,0.0,1.0
Devonte Holloman,2010-09-02,1,South Carolina,,Southern Mississippi,W,devonte-holloman-1,1.0,0.0,0.0,1.0
Shiloh Keo,2010-09-02,1,Idaho,,North Dakota,W,shiloh-keo-1,1.0,44.0,0.0,1.0
Jake Knott,2010-09-02,1,Iowa State,,Northern Illinois,W,jake-knott-1,2.0,9.0,0.0,3.0
Doyle Miller,2010-09-02,1,Nevada,,Eastern Washington,W,doyle-miller-1,1.0,0.0,0.0,1.0
Mike Rallis,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,mike-rallis-1,1.0,3.0,0.0,1.0
Tyler Replogle,2010-09-02,1,Indiana,,Towson,W,tyler-replogle-1,1.0,0.0,0.0,1.0
Brian Rolle,2010-09-02,1,Ohio State,,Marshall,W,brian-rolle-1,1.0,30.0,1.0,2.0
Zac Sandvig,2010-09-02,1,Iowa State,,Northern Illinois,W,zac-sandvig-1,1.0,11.0,0.0,1.0
Bobby Seay,2010-09-02,1,Central Michigan,,Hampton,W,bobby-seay-1,1.0,0.0,0.0,1.0
Shakiel Smith,2010-09-02,1,Tulane,,Southeastern Louisiana,W,shakiel-smith-1,1.0,24.0,0.0,1.0
Josh Thomas,2010-09-02,1,Buffalo,,Rhode Island,W,josh-thomas-3,1.0,22.0,0.0,1.0
Justin Wilson,2010-09-02,1,Southern Mississippi,@,South Carolina,L,justin-wilson-1,1.0,17.0,0.0,1.0
Tracy Wilson,2010-09-02,1,Northern Illinois,@,Iowa State,L,tracy-wilson-1,1.0,26.0,0.0,1.0
Derek Earls,2010-09-03,1,Arizona,@,Toledo,W,derek-earls-1,1.0,1.0,0.0,4.0
Marquise Liverpool,2010-09-03,1,Temple,,Villanova,W,marquise-liverpool-1,1.0,4.0,0.0,1.0
Diauntae Morrow,2010-09-03,1,Toledo,,Arizona,L,diauntae-morrow-1,1.0,0.0,0.0,1.0
Brady Amack,2010-09-04,1,Air Force,,Northwestern State,W,brady-amack-1,1.0,50.0,0.0,1.0
Braxton Amy,2010-09-04,1,Texas-El Paso,,Arkansas-Pine Bluff,W,braxton-amy-1,1.0,0.0,0.0,1.0
Mychal Bailey,2010-09-04,1,Kentucky,@,Louisville,W,mychal-bailey-1,1.0,0.0,0.0,1.0
George Baker,2010-09-04,1,South Florida,,Stony Brook,W,george-baker-1,1.0,3.0,0.0,1.0
Isiah Barfield,2010-09-04,1,Kansas,,North Dakota State,L,isiah-barfield-1,1.0,1.0,0.0,2.0
David Bedford,2010-09-04,1,South Florida,,Stony Brook,W,david-bedford-1,1.0,0.0,0.0,1.0
