Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Dontavia Bogan,2009-09-05,1,South Florida,,Wofford,W,2,47,23.5,0,dontavia-bogan-1
Omar Bolden,2009-09-05,1,Arizona State,,Idaho State,W,1,34,34.0,0,omar-bolden-1
Wade Bonner,2009-09-05,1,Mississippi State,,Jackson State,W,1,15,15.0,0,wade-bonner-1
Re'quan Boyette,2009-09-05,1,Duke,,Richmond,L,3,61,20.3,0,requan-boyette-1
Brandon Boykin,2009-09-05,1,Georgia,@,Oklahoma State,L,1,23,23.0,0,brandon-boykin-1
Andre Bratton,2009-09-05,1,Miami (OH),N,Kentucky,L,2,19,9.5,0,andre-bratton-1
Edward Britton,2009-09-05,1,Texas Tech,,North Dakota,W,4,115,28.8,0,edward-britton-1
Derrius Brooks,2009-09-05,1,Western Kentucky,@,Tennessee,L,3,69,23.0,0,derrius-brooks-1
Antonio Brown,2009-09-05,1,Central Michigan,@,Arizona,L,4,66,16.5,0,antonio-brown-1
Charles Brown,2009-09-05,1,North Carolina,,Citadel,W,1,12,12.0,0,charles-brown-1
Cornelius Brown,2009-09-05,1,Texas-El Paso,,Buffalo,L,1,31,31.0,0,cornelius-brown-2
Vincent Brown,2009-09-05,1,San Diego State,@,UCLA,L,3,66,22.0,0,vincent-brown-3
Ryan Broyles,2009-09-05,1,Oklahoma,N,Brigham Young,L,2,27,13.5,0,ryan-broyles-1
Roland Bruno,2009-09-05,1,New Mexico,@,Texas A&M,L,1,16,16.0,0,roland-bruno-1
Chris Butler,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,1,31,31.0,0,chris-butler-3
Tyron Carrier,2009-09-05,1,Houston,,Northwestern State,W,2,41,20.5,0,tyron-carrier-1
Jalil Carter,2009-09-05,1,Akron,@,Penn State,L,1,42,42.0,0,jalil-carter-1
Paul Chaney Jr.,2009-09-05,1,Iowa,,Northern Iowa,W,1,18,18.0,0,paul-chaney-jr-1
Aaron Clark,2009-09-05,1,Virginia,,William & Mary,L,1,0,0.0,0,aaron-clark-1
Chris Cook,2009-09-05,1,Virginia,,William & Mary,L,1,16,16.0,0,chris-cook-2
Domonic Cook,2009-09-05,1,Buffalo,@,Texas-El Paso,W,1,62,62.0,0,domonic-cook-1
Perrish Cox,2009-09-05,1,Oklahoma State,,Georgia,W,2,81,40.5,0,perrish-cox-1
Tommy Davis,2009-09-05,1,Northern Illinois,@,Wisconsin,L,4,88,22.0,0,tommy-davis-2
Demond Dennis,2009-09-05,1,New Mexico,@,Texas A&M,L,2,46,23.0,0,demond-dennis-1
Chad Diehl,2009-09-05,1,Clemson,,Middle Tennessee State,W,1,9,9.0,0,chad-diehl-1
Tyrone Duplessis,2009-09-05,1,Louisiana Tech,@,Auburn,L,1,20,20.0,0,tyrone-duplessis-1
Terrell Edwards,2009-09-05,1,Marshall,,Southern Illinois,W,3,61,20.3,0,terrell-edwards-1
Troy Evans,2009-09-05,1,Marshall,,Southern Illinois,W,1,23,23.0,0,troy-evans-2
Mario Fannin,2009-09-05,1,Auburn,,Louisiana Tech,W,1,16,16.0,0,mario-fannin-1
Mark Ferrell,2009-09-05,1,Alabama-Birmingham,,Rice,W,2,56,28.0,0,mark-ferrell-1
Jacoby Ford,2009-09-05,1,Clemson,,Middle Tennessee State,W,1,39,39.0,0,jacoby-ford-1
Frantrell Forrest,2009-09-05,1,Alabama-Birmingham,,Rice,W,2,41,20.5,0,frantrell-forrest-1
Chris Fox,2009-09-05,1,Boston College,,Northeastern,W,1,26,26.0,0,chris-fox-1
Robbie Frey,2009-09-05,1,Connecticut,@,Ohio,W,3,85,28.3,0,robbie-frey-1
Josh Fussell,2009-09-05,1,New Mexico,@,Texas A&M,L,1,6,6.0,0,josh-fussell-1
C.J. Gable,2009-09-05,1,Southern California,,San Jose State,W,1,25,25.0,0,cj-gable-1
Chris Garrett,2009-09-05,1,Ohio,,Connecticut,L,1,15,15.0,0,chris-garrett-1
Desmond Gee,2009-09-05,1,Middle Tennessee State,@,Clemson,L,6,117,19.5,0,desmond-gee-1
David Gettis,2009-09-05,1,Baylor,@,Wake Forest,W,1,40,40.0,0,david-gettis-1
David Gilreath,2009-09-05,1,Wisconsin,,Northern Illinois,W,3,62,20.7,0,david-gilreath-1
Marcell Gipson,2009-09-05,1,Wyoming,,Weber State,W,1,20,20.0,0,marcell-gipson-1
Chris Givens,2009-09-05,1,Wake Forest,,Baylor,L,2,35,17.5,0,chris-givens-2
Tonny Glynn,2009-09-05,1,New Mexico State,,Idaho,L,2,35,17.5,0,tonny-glynn-1
Frank Goodin,2009-09-05,1,Louisiana-Monroe,@,Texas,L,1,19,19.0,0,frank-goodin-1
Marquise Goodwin,2009-09-05,1,Texas,,Louisiana-Monroe,W,1,18,18.0,0,marquise-goodwin-1
Terry Grant,2009-09-05,1,Alabama,N,Virginia Tech,W,2,44,22.0,0,terry-grant-1
Gee Gee Greene,2009-09-05,1,Navy,@,Ohio State,L,6,101,16.8,0,gee-gee-greene-1
Trent Guy,2009-09-05,1,Louisville,,Indiana State,W,3,100,33.3,0,trent-guy-1
Vic Hall,2009-09-05,1,Virginia,,William & Mary,L,1,5,5.0,0,vic-hall-1
Dwayne Harris,2009-09-05,1,East Carolina,,Appalachian State,W,4,81,20.3,0,dwayne-harris-1
Brandon Hogan,2009-09-05,1,West Virginia,,Liberty,W,1,0,0.0,0,brandon-hogan-1
Trindon Holliday,2009-09-05,1,Louisiana State,@,Washington,W,2,11,5.5,0,trindon-holliday-1
Jay Hollingsworth,2009-09-05,1,Duke,,Richmond,L,2,37,18.5,0,jay-hollingsworth-1
Dominique Hunsucker,2009-09-05,1,San Jose State,@,Southern California,L,1,14,14.0,0,dominique-hunsucker-1
Damion Hunter,2009-09-05,1,Army,@,Eastern Michigan,W,2,29,14.5,0,damion-hunter-1
Jerrell Jackson,2009-09-05,1,Missouri,N,Illinois,W,1,13,13.0,0,jerrell-jackson-1
Terrell Jackson,2009-09-05,1,Buffalo,@,Texas-El Paso,W,2,40,20.0,0,terrell-jackson-3
McKay Jacobson,2009-09-05,1,Brigham Young,N,Oklahoma,W,3,39,13.0,0,mckay-jacobson-1
Brandon James,2009-09-05,1,Florida,,Charleston Southern,W,1,85,85.0,1,brandon-james-1
A.J. Jenkins,2009-09-05,1,Illinois,N,Missouri,L,2,50,25.0,0,aj-jenkins-1
Chris Johnson,2009-09-05,1,Vanderbilt,,Western Carolina,W,1,10,10.0,0,chris-johnson-5
Dennis Johnson,2009-09-05,1,Arkansas,,Missouri State,W,2,115,57.5,1,dennis-johnson-1
Keelan Johnson,2009-09-05,1,Arizona State,,Idaho State,W,1,36,36.0,0,keelan-johnson-1
Victor Johnson,2009-09-05,1,Oklahoma State,,Georgia,W,1,20,20.0,0,victor-johnson-1
Chad Jones,2009-09-05,1,Louisiana State,@,Washington,W,1,5,5.0,0,chad-jones-1
Mike Jones,2009-09-05,1,Syracuse,,Minnesota,L,5,154,30.8,0,mike-jones-1
Aire Justin,2009-09-05,1,Washington State,,Stanford,L,2,32,16.0,0,aire-justin-1
Walter Kazee,2009-09-05,1,San Diego State,@,UCLA,L,4,76,19.0,0,walter-kazee-1
Richard Kelly,2009-09-05,1,South Florida,,Wofford,W,1,17,17.0,0,richard-kelly-1
Max Komar,2009-09-05,1,Idaho,@,New Mexico State,W,1,28,28.0,0,max-komar-1
T.J. Lawrence,2009-09-05,1,Florida,,Charleston Southern,W,1,46,46.0,0,tj-lawrence-1
Dominique Lindsay,2009-09-05,1,East Carolina,,Appalachian State,W,1,22,22.0,0,dominique-lindsay-1
Phillip Livas,2009-09-05,1,Louisiana Tech,@,Auburn,L,6,121,20.2,0,phillip-livas-1
Keshawn Martin,2009-09-05,1,Michigan State,,Montana State,W,1,18,18.0,0,keshawn-martin-1
Onterio McCalebb,2009-09-05,1,Auburn,,Louisiana Tech,W,2,49,24.5,0,onterio-mccalebb-1
Bryan McCann,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,3,111,37.0,0,bryan-mccann-1
Robert McClain,2009-09-05,1,Connecticut,@,Ohio,W,1,14,14.0,0,robert-mcclain-1
Bradley McDougald,2009-09-05,1,Kansas,,Northern Colorado,W,1,14,14.0,0,bradley-mcdougald-1
Quincy McDuffie,2009-09-05,1,Central Florida,,Samford,W,2,118,59.0,1,quincy-mcduffie-1
Erick McIntosh,2009-09-05,1,Florida Atlantic,@,Nebraska,L,3,36,12.0,0,erick-mcintosh-1
Curtis McNeal,2009-09-05,1,Southern California,,San Jose State,W,1,16,16.0,0,curtis-mcneal-1
Darrell McNeal,2009-09-05,1,Louisiana-Monroe,@,Texas,L,2,35,17.5,0,darrell-mcneal-1
Christine Michael,2009-09-05,1,Texas A&M,,New Mexico,W,3,52,17.3,0,christine-michael-1
Dashan Miller,2009-09-05,1,Akron,@,Penn State,L,3,52,17.3,0,dashan-miller-1
Marlin Miller,2009-09-05,1,Louisiana,,Southern,W,3,57,19.0,0,marlin-miller-1
D.J. Monroe,2009-09-05,1,Texas,,Louisiana-Monroe,W,2,111,55.5,1,dj-monroe-1
James Montgomery,2009-09-05,1,Washington State,,Stanford,L,3,90,30.0,0,james-montgomery-2
Davon Morgan,2009-09-05,1,Virginia Tech,N,Alabama,L,3,45,15.0,0,davon-morgan-1
Corey Mosley,2009-09-05,1,Virginia,,William & Mary,L,2,29,14.5,0,corey-mosley-1
Jeff Moturi,2009-09-05,1,Texas-El Paso,,Buffalo,L,2,21,10.5,0,jeff-moturi-1
Fred Munzenmaier,2009-09-05,1,Georgia,@,Oklahoma State,L,1,14,14.0,0,fred-munzenmaier-1
Paki O'Meara,2009-09-05,1,Iowa,,Northern Iowa,W,2,33,16.5,0,paki-omeara-1
Martavious Odoms,2009-09-05,1,Michigan,,Western Michigan,W,1,21,21.0,0,martavious-odoms-1
David Oku,2009-09-05,1,Tennessee,,Western Kentucky,W,1,21,21.0,0,david-oku-1
Chris Owusu,2009-09-05,1,Stanford,@,Washington State,W,3,143,47.7,1,chris-owusu-1
Freddie Parham,2009-09-05,1,Southern Mississippi,,Alcorn State,W,1,23,23.0,0,freddie-parham-1
Niles Paul,2009-09-05,1,Nebraska,,Florida Atlantic,W,2,49,24.5,0,niles-paul-1
Junior Petit-Jean,2009-09-05,1,Wake Forest,,Baylor,L,1,25,25.0,0,junior-petit-jean-1
Tim Phillips,2009-09-05,1,Central Michigan,@,Arizona,L,1,12,12.0,0,tim-phillips-1
Jordan Polk,2009-09-05,1,Washington,,Louisiana State,L,4,64,16.0,0,jordan-polk-1
Troy Pollard,2009-09-05,1,Illinois,N,Missouri,L,5,120,24.0,0,troy-pollard-1
Tavious Polo,2009-09-05,1,Florida Atlantic,@,Nebraska,L,1,27,27.0,0,tavious-polo-1
Jordan Poyer,2009-09-05,1,Oregon State,,Portland State,W,1,30,30.0,0,jordan-poyer-1
Deante' Purvis,2009-09-05,1,Nevada-Las Vegas,,Sacramento State,W,1,31,31.0,0,deante-purvis-1
Bobby Rainey,2009-09-05,1,Western Kentucky,@,Tennessee,L,5,108,21.6,0,bobby-rainey-1
Antwuan Reed,2009-09-05,1,Pittsburgh,,Youngstown State,W,1,25,25.0,0,antwuan-reed-1
Quinton Richardson,2009-09-05,1,Washington,,Louisiana State,L,2,32,16.0,0,quinton-richardson-1
Theo Riddick,2009-09-05,1,Notre Dame,,Nevada,W,1,23,23.0,0,theo-riddick-1
Dyrell Roberts,2009-09-05,1,Virginia Tech,N,Alabama,L,4,195,48.8,1,dyrell-roberts-1
James Rodgers,2009-09-05,1,Oregon State,,Portland State,W,1,49,49.0,0,james-rodgers-1
Mark Rodgers,2009-09-05,1,West Virginia,,Liberty,W,3,79,26.3,0,mark-rodgers-1
Dennis Rogan,2009-09-05,1,Tennessee,,Western Kentucky,W,1,19,19.0,0,dennis-rogan-1
Avionne Rolle,2009-09-05,1,Florida Atlantic,@,Nebraska,L,2,34,17.0,0,avionne-rolle-1
Charles Ross,2009-09-05,1,Rice,@,Alabama-Birmingham,L,1,15,15.0,0,charles-ross-1
Brandon Rutley,2009-09-05,1,San Jose State,@,Southern California,L,4,89,22.3,0,brandon-rutley-1
Cameron Saddler,2009-09-05,1,Pittsburgh,,Youngstown State,W,1,37,37.0,0,cameron-saddler-1
Brandon Saine,2009-09-05,1,Ohio State,,Navy,W,1,54,54.0,0,brandon-saine-1
Bryan Schroeder,2009-09-05,1,Central Michigan,@,Arizona,L,1,29,29.0,0,bryan-schroeder-1
Johnny Sears,2009-09-05,1,Eastern Michigan,,Army,L,2,38,19.0,0,johnny-sears-1
Hansen Sekona,2009-09-05,1,Kansas State,,Massachusetts,W,1,6,6.0,0,hansen-sekona-1
Jasper Simmons,2009-09-05,1,Missouri,N,Illinois,W,2,38,19.0,0,jasper-simmons-1
Stephen Simmons,2009-09-05,1,Northwestern,,Towson,W,3,82,27.3,0,stephen-simmons-1
Branden Smith,2009-09-05,1,Georgia,@,Oklahoma State,L,2,28,14.0,0,branden-smith-1
Brendan Smith,2009-09-05,1,Northwestern,,Towson,W,1,14,14.0,0,brendan-smith-1
Devon Smith,2009-09-05,1,Penn State,,Akron,W,2,43,21.5,0,devon-smith-1
Orwin Smith,2009-09-05,1,Georgia Tech,,Jacksonville State,W,3,85,28.3,0,orwin-smith-1
Torrey Smith,2009-09-05,1,Maryland,@,California,L,8,187,23.4,0,torrey-smith-1
Frankie Solomon,2009-09-05,1,New Mexico,@,Texas A&M,L,2,46,23.0,0,frankie-solomon-1
Amari Spievey,2009-09-05,1,Iowa,,Northern Iowa,W,1,20,20.0,0,amari-spievey-1
C.J. Spiller,2009-09-05,1,Clemson,,Middle Tennessee State,W,1,96,96.0,1,cj-spiller-1
Darryl Stonum,2009-09-05,1,Michigan,,Western Michigan,W,1,20,20.0,0,darryl-stonum-1
Troy Stoudermire,2009-09-05,1,Minnesota,@,Syracuse,W,5,140,28.0,0,troy-stoudermire-1
Darrell Stuckey,2009-09-05,1,Kansas,,Northern Colorado,W,1,20,20.0,0,darrell-stuckey-1
Alex Suber,2009-09-05,1,Middle Tennessee State,@,Clemson,L,1,10,10.0,0,alex-suber-1
Phillip Tanner,2009-09-05,1,Middle Tennessee State,@,Clemson,L,1,17,17.0,0,phillip-tanner-1
Lamaar Thomas,2009-09-05,1,Ohio State,,Navy,W,3,58,19.3,0,lamaar-thomas-1
Steven Thomas,2009-09-05,1,Brigham Young,N,Oklahoma,W,1,22,22.0,0,steven-thomas-1
Brandon Thompkins,2009-09-05,1,Arkansas State,,Mississippi Valley State,W,1,30,30.0,0,brandon-thompkins-1
Alex Thompson,2009-09-05,1,Central Florida,,Samford,W,1,0,0.0,0,alex-thompson-1
Tommy Trott,2009-09-05,1,Auburn,,Louisiana Tech,W,1,7,7.0,0,tommy-trott-1
Shane Turner,2009-09-05,1,Rice,@,Alabama-Birmingham,L,6,200,33.3,0,shane-turner-1
Aaron Valentin,2009-09-05,1,Purdue,,Toledo,W,4,91,22.8,0,aaron-valentin-1
Shane Vereen,2009-09-05,1,California,,Maryland,W,3,76,25.3,0,shane-vereen-1
Herb Waits,2009-09-05,1,Eastern Michigan,,Army,L,1,0,0.0,0,herb-waits-1
Austin Walker,2009-09-05,1,Maryland,@,California,L,1,0,0.0,0,austin-walker-1
Corey Welch,2009-09-05,1,Eastern Michigan,,Army,L,1,17,17.0,0,corey-welch-1
Chris Wellington,2009-09-05,1,Nevada,@,Notre Dame,L,2,22,11.0,0,chris-wellington-1
Brandon West,2009-09-05,1,Western Michigan,@,Michigan,L,5,111,22.2,0,brandon-west-1
Chastin West,2009-09-05,1,Fresno State,,California-Davis,W,2,45,22.5,0,chastin-west-1
Deanthony White,2009-09-05,1,Eastern Michigan,,Army,L,1,30,30.0,0,deanthony-white-1
Johnny White,2009-09-05,1,North Carolina,,Citadel,W,1,24,24.0,0,johnny-white-1
Aaron Williams,2009-09-05,1,Texas,,Louisiana-Monroe,W,1,27,27.0,0,aaron-williams-2
Brandon Williams,2009-09-05,1,Louisiana,,Southern,W,1,9,9.0,0,brandon-williams-5
Keiland Williams,2009-09-05,1,Louisiana State,@,Washington,W,1,7,7.0,0,keiland-williams-1
David Wilson,2009-09-05,1,Virginia Tech,N,Alabama,L,1,3,3.0,0,david-wilson-1
Glenn Winston,2009-09-05,1,Michigan State,,Montana State,W,1,16,16.0,0,glenn-winston-1
Dustin Woods,2009-09-05,1,Miami (OH),N,Kentucky,L,5,78,15.6,0,dustin-woods-1
Leon Wright,2009-09-05,1,Duke,,Richmond,L,1,20,20.0,0,leon-wright-1
Ronnie Yell,2009-09-05,1,San Jose State,@,Southern California,L,1,20,20.0,0,ronnie-yell-1
Brandon Bolden,2009-09-06,1,Mississippi,@,Memphis,W,1,23,23.0,0,brandon-bolden-1
Jada Brown,2009-09-06,1,Memphis,,Mississippi,L,1,2,2.0,0,jada-brown-1
Cordera Eason,2009-09-06,1,Mississippi,@,Memphis,W,1,28,28.0,0,cordera-eason-1
Dion Morton,2009-09-06,1,Colorado State,@,Colorado,W,2,42,21.0,0,dion-morton-1
Darrell Scott,2009-09-06,1,Colorado,,Colorado State,L,5,138,27.6,0,darrell-scott-1
Lance Smith,2009-09-06,1,Memphis,,Mississippi,L,4,62,15.5,0,lance-smith-1
Bryan Stengel,2009-09-06,1,Colorado,,Colorado State,L,1,5,5.0,0,bryan-stengel-1
Marcus Barnett,2009-09-07,1,Cincinnati,@,Rutgers,W,1,14,14.0,0,marcus-barnett-1
Tim Brown,2009-09-07,1,Rutgers,,Cincinnati,L,1,20,20.0,0,tim-brown-1
Graig Cooper,2009-09-07,1,Miami (FL),@,Florida State,W,5,177,35.4,0,graig-cooper-1
Matthew Dunham,2009-09-07,1,Florida State,,Miami (FL),L,1,0,0.0,0,matthew-dunham-1
Taiwan Easterling,2009-09-07,1,Florida State,,Miami (FL),L,1,19,19.0,0,taiwan-easterling-1
Jordan Futch,2009-09-07,1,Miami (FL),@,Florida State,W,1,4,4.0,0,jordan-futch-1
Mardy Gilyard,2009-09-07,1,Cincinnati,@,Rutgers,W,3,46,15.3,0,mardy-gilyard-1
Joe Lefeged,2009-09-07,1,Rutgers,,Cincinnati,L,1,30,30.0,0,joe-lefeged-1
Devin McCourty,2009-09-07,1,Rutgers,,Cincinnati,L,2,37,18.5,0,devin-mccourty-1
Lonnie Pryor,2009-09-07,1,Florida State,,Miami (FL),L,1,2,2.0,0,lonnie-pryor-1
Greg Reid,2009-09-07,1,Florida State,,Miami (FL),L,3,100,33.3,0,greg-reid-1
Vincent Zann,2009-09-07,1,Florida State,,Miami (FL),L,1,8,8.0,0,vincent-zann-1
Andre Ellington,2009-09-10,2,Clemson,@,Georgia Tech,L,1,17,17.0,0,andre-ellington-1
Jacoby Ford,2009-09-10,2,Clemson,@,Georgia Tech,L,2,27,13.5,0,jacoby-ford-1
Embry Peeples,2009-09-10,2,Georgia Tech,,Clemson,W,1,14,14.0,0,embry-peeples-1
Orwin Smith,2009-09-10,2,Georgia Tech,,Clemson,W,5,94,18.8,0,orwin-smith-1
C.J. Spiller,2009-09-10,2,Clemson,@,Georgia Tech,L,3,78,26.0,0,cj-spiller-1
Julian Bellinger,2009-09-11,2,Toledo,,Colorado,W,4,70,17.5,0,julian-bellinger-1
Dajuane Collins,2009-09-11,2,Toledo,,Colorado,W,1,15,15.0,0,dajuane-collins-1
Darrell Scott,2009-09-11,2,Colorado,@,Toledo,L,8,204,25.5,0,darrell-scott-1
Royce Adams,2009-09-12,2,Purdue,@,Oregon,L,1,15,15.0,0,royce-adams-1
Keola Antolin,2009-09-12,2,Arizona,,Northern Arizona,W,1,22,22.0,0,keola-antolin-1
Javier Arenas,2009-09-12,2,Alabama,,Florida International,W,1,25,25.0,0,javier-arenas-1
Akeem Auguste,2009-09-12,2,South Carolina,@,Georgia,L,1,15,15.0,0,akeem-auguste-1
Terrence Austin,2009-09-12,2,UCLA,@,Tennessee,W,3,52,17.3,0,terrence-austin-1
Kama Bailey,2009-09-12,2,Idaho,@,Washington,L,1,14,14.0,0,kama-bailey-1
Darin Baldwin,2009-09-12,2,Central Florida,@,Southern Mississippi,L,2,29,14.5,0,darin-baldwin-1
Brandon Banks,2009-09-12,2,Kansas State,@,Louisiana,L,2,36,18.0,0,brandon-banks-1
D.J. Banks,2009-09-12,2,Tulane,,Brigham Young,L,3,52,17.3,0,dj-banks-1
Kenjon Barner,2009-09-12,2,Oregon,,Purdue,W,1,24,24.0,0,kenjon-barner-1
Stephen Barnett,2009-09-12,2,Tulane,,Brigham Young,L,1,13,13.0,0,stephen-barnett-1
Zach Becker,2009-09-12,2,Illinois,,Illinois State,W,3,31,10.3,0,zach-becker-1
Leon Berry,2009-09-12,2,Mississippi State,@,Auburn,L,7,186,26.6,0,leon-berry-1
Dontavia Bogan,2009-09-12,2,South Florida,@,Western Kentucky,W,3,84,28.0,0,dontavia-bogan-1
Marell Booker,2009-09-12,2,Western Kentucky,,South Florida,L,1,29,29.0,0,marell-booker-1
Chris Borland,2009-09-12,2,Wisconsin,,Fresno State,W,1,10,10.0,0,chris-borland-1
Anthony Bowman,2009-09-12,2,Kent State,@,Boston College,L,6,104,17.3,0,anthony-bowman-1
Re'quan Boyette,2009-09-12,2,Duke,@,Army,W,2,41,20.5,0,requan-boyette-1
Brandon Boykin,2009-09-12,2,Georgia,,South Carolina,W,4,187,46.8,1,brandon-boykin-1
Nigel Bradham,2009-09-12,2,Florida State,,Jacksonville State,W,1,18,18.0,0,nigel-bradham-1
Dezmon Briscoe,2009-09-12,2,Kansas,@,Texas-El Paso,W,2,16,8.0,0,dezmon-briscoe-1
Edward Britton,2009-09-12,2,Texas Tech,,Rice,W,2,36,18.0,0,edward-britton-1
Chris Brogdon,2009-09-12,2,Nevada-Las Vegas,,Oregon State,L,1,4,4.0,0,chris-brogdon-1
Ron Brooks,2009-09-12,2,Louisiana State,,Vanderbilt,W,2,35,17.5,0,ron-brooks-1
Kenny Browder,2009-09-12,2,Wyoming,,Texas,L,1,21,21.0,0,kenny-browder-1
Antonio Brown,2009-09-12,2,Central Michigan,@,Michigan State,W,6,150,25.0,0,antonio-brown-1
Devon Brown,2009-09-12,2,Wake Forest,,Stanford,W,1,18,18.0,0,devon-brown-1
Kreg Brown,2009-09-12,1,Florida International,@,Alabama,L,1,11,11.0,0,kreg-brown-1
Vincent Brown,2009-09-12,2,San Diego State,,Southern Utah,W,3,64,21.3,0,vincent-brown-3
Ryan Broyles,2009-09-12,2,Oklahoma,,Idaho State,W,1,22,22.0,0,ryan-broyles-1
Roland Bruno,2009-09-12,2,New Mexico,,Tulsa,L,1,22,22.0,0,roland-bruno-1
Dez Bryant,2009-09-12,2,Oklahoma State,,Houston,L,2,43,21.5,0,dez-bryant-1
