Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Rich Gunnell,2008-08-30,1,Boston College,@,Kent State,W,1,-5,-5.0,0,rich-gunnell-1
Vic Hall,2008-08-30,1,Virginia,,Southern California,L,1,8,8.0,0,vic-hall-1
Dere Hicks,2008-08-30,1,Illinois,N,Missouri,L,2,3,1.5,0,dere-hicks-1
T.Y. Hilton,2008-08-30,1,Florida International,@,Kansas,L,2,89,44.5,1,ty-hilton-1
Ryan Howard,2008-08-30,1,Syracuse,@,Northwestern,L,1,4,4.0,0,ryan-howard-1
Steven Howze,2008-08-30,1,Louisiana Tech,,Mississippi State,W,1,0,0.0,0,steven-howze-1
Juaquin Iglesias,2008-08-30,1,Oklahoma,,Chattanooga,W,2,-1,-0.5,0,juaquin-iglesias-1
Brandon James,2008-08-30,1,Florida,,Hawaii,W,4,95,23.8,1,brandon-james-1
Brett Johnson,2008-08-30,1,California,,Michigan State,W,1,5,5.0,0,brett-johnson-1
Ian Johnson,2008-08-30,1,Boise State,,Idaho State,W,1,19,19.0,0,ian-johnson-1
Jesse Johnson,2008-08-30,1,Michigan State,@,California,L,1,29,29.0,0,jesse-johnson-1
Kierrie Johnson,2008-08-30,1,Houston,,Southern,W,1,23,23.0,0,kierrie-johnson-1
Michael Johnson,2008-08-30,1,Nevada-Las Vegas,,Utah State,W,2,9,4.5,0,michael-johnson-8
Trae Johnson,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,2,42,21.0,0,trae-johnson-1
Chad Jones,2008-08-30,1,Louisiana State,,Appalachian State,W,3,40,13.3,0,chad-jones-1
Kevin Jones,2008-08-30,1,Arkansas State,@,Texas A&M,W,1,13,13.0,0,kevin-jones-2
Reshad Jones,2008-08-30,1,Georgia,,Georgia Southern,W,1,32,32.0,0,reshad-jones-1
Kevin Jurovich,2008-08-30,1,San Jose State,,California-Davis,W,2,7,3.5,0,kevin-jurovich-1
Jeremy Kerley,2008-08-30,1,Texas Christian,@,New Mexico,W,2,57,28.5,0,jeremy-kerley-1
Nate Kimbrough,2008-08-30,1,Arizona State,,Northern Arizona,W,1,-2,-2.0,0,nate-kimbrough-1
Ellis Lankster,2008-08-30,1,West Virginia,,Villanova,W,1,25,25.0,0,ellis-lankster-1
T.J. Lee,2008-08-30,1,East Carolina,N,Virginia Tech,W,1,37,37.0,1,tj-lee-1
David Leonard,2008-08-30,1,Wyoming,,Ohio,W,1,13,13.0,0,david-leonard-1
Phillip Livas,2008-08-30,1,Louisiana Tech,,Mississippi State,W,1,28,28.0,0,phillip-livas-1
Jeremy Maclin,2008-08-30,1,Missouri,N,Illinois,W,4,56,14.0,0,jeremy-maclin-1
Davion Mauldin,2008-08-30,1,San Diego State,,Cal Poly,L,2,4,2.0,0,davion-mauldin-1
J.J. McCoy,2008-08-30,1,Louisiana-Monroe,@,Auburn,L,1,9,9.0,0,jj-mccoy-1
Joe McKnight,2008-08-30,1,Southern California,@,Virginia,W,3,28,9.3,0,joe-mcknight-1
Eric Morris,2008-08-30,1,Texas Tech,,Eastern Washington,W,5,21,4.2,0,eric-morris-1
Deon Murphy,2008-08-30,1,Kansas State,,North Texas,W,6,68,11.3,0,deon-murphy-1
Kejon Murphy,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,1,8,8.0,0,kejon-murphy-1
Danny Oquendo,2008-08-30,1,Maryland,,Delaware,W,4,32,8.0,0,danny-oquendo-1
Corey Partridge,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,2,2,1.0,0,corey-partridge-1
Daymond Patterson,2008-08-30,1,Kansas,,Florida International,W,4,135,33.8,1,daymond-patterson-1
Niles Paul,2008-08-30,1,Nebraska,,Western Michigan,W,2,38,19.0,0,niles-paul-1
Josh Pleasant,2008-08-30,1,Kent State,,Boston College,L,3,8,2.7,0,josh-pleasant-1
Tavious Polo,2008-08-30,1,Florida Atlantic,@,Texas,L,3,6,2.0,0,tavious-polo-1
Devier Posey,2008-08-30,1,Ohio State,,Youngstown State,W,1,4,4.0,0,devier-posey-1
Ricky Price,2008-08-30,1,Oklahoma State,@,Washington State,W,1,68,68.0,0,ricky-price-1
Jordan Pugh,2008-08-30,1,Texas A&M,,Arkansas State,L,2,9,4.5,0,jordan-pugh-1
Reggie Rembert,2008-08-30,1,Air Force,,Southern Utah,W,1,20,20.0,0,reggie-rembert-1
Patrick Richardson,2008-08-30,1,South Florida,,Tennessee-Martin,W,1,29,29.0,0,patrick-richardson-1
Delmon Robinson,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,1,4,4.0,0,delmon-robinson-1
Chaz Rodriguez,2008-08-30,1,Houston,,Southern,W,1,5,5.0,0,chaz-rodriguez-1
Colin Sandeman,2008-08-30,1,Iowa,,Maine,W,1,14,14.0,0,colin-sandeman-1
Dwayne Sanders,2008-08-30,1,Nevada,,Grambling State,W,1,0,0.0,0,dwayne-sanders-1
Kevin Sanders,2008-08-30,1,Alabama-Birmingham,,Tulsa,L,1,7,7.0,0,kevin-sanders-1
Tommy Saunders,2008-08-30,1,Missouri,N,Illinois,W,1,15,15.0,0,tommy-saunders-1
Ray Small,2008-08-30,1,Ohio State,,Youngstown State,W,4,79,19.8,0,ray-small-1
Brendan Smith,2008-08-30,1,Northwestern,,Syracuse,W,2,6,3.0,0,brendan-smith-1
Jamayel Smith,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,3,-3,-1.0,0,jamayel-smith-1
Frankie Solomon,2008-08-30,1,New Mexico,,Texas Christian,L,2,1,0.5,0,frankie-solomon-1
Chad Spann,2008-08-30,1,Northern Illinois,@,Minnesota,L,1,9,9.0,0,chad-spann-1
Emmanuel Spann,2008-08-30,1,Marshall,,Illinois State,W,4,68,17.0,0,emmanuel-spann-1
C.J. Spiller,2008-08-30,1,Clemson,N,Alabama,L,1,9,9.0,0,cj-spiller-1
Chantz Staden,2008-08-30,1,Washington State,,Oklahoma State,L,1,0,0.0,0,chantz-staden-1
Nate Swift,2008-08-30,1,Nebraska,,Western Michigan,W,1,3,3.0,0,nate-swift-1
Brandon Tate,2008-08-30,1,North Carolina,,McNeese State,W,3,142,47.3,1,brandon-tate-1
Earl Thomas,2008-08-30,1,Texas,,Florida Atlantic,W,1,4,4.0,0,earl-thomas-1
J.T. Thomas,2008-08-30,1,West Virginia,,Villanova,W,1,26,26.0,0,jt-thomas-1
Mike Thomas,2008-08-30,1,Arizona,,Idaho,W,4,53,13.3,0,mike-thomas-9
Donovan Warren,2008-08-30,1,Michigan,,Utah,L,2,0,0.0,0,donovan-warren-1
Michael Washington,2008-08-30,1,Hawaii,@,Florida,L,1,-2,-2.0,0,michael-washington-1
Reed White,2008-08-30,1,Brigham Young,,Northern Iowa,W,2,6,3.0,0,reed-white-1
Derrick Williams,2008-08-30,1,Penn State,,Coastal Carolina,W,2,20,10.0,0,derrick-williams-2
Earnest Williams,2008-08-30,1,Memphis,@,Mississippi,L,1,4,4.0,0,earnest-williams-1
Kyle Williams,2008-08-30,1,Arizona State,,Northern Arizona,W,4,41,10.3,0,kyle-williams-1
Theo Wilson,2008-08-30,1,South Florida,,Tennessee-Martin,W,1,67,67.0,1,theo-wilson-1
Jarius Wright,2008-08-30,1,Arkansas,,Western Illinois,W,2,14,7.0,0,jarius-wright-1
Leon Wright,2008-08-30,1,Duke,,James Madison,W,1,0,0.0,0,leon-wright-1
Sean Young,2008-08-30,1,California,,Michigan State,W,2,-3,-1.5,0,sean-young-1
Titus Young,2008-08-30,1,Boise State,,Idaho State,W,4,27,6.8,0,titus-young-1
Dicky Lyons,2008-08-31,1,Kentucky,@,Louisville,W,5,62,12.4,0,dicky-lyons-1
Josh Smith,2008-08-31,1,Colorado,N,Colorado State,W,2,6,3.0,0,josh-smith-1
Terrence Austin,2008-09-01,1,UCLA,,Tennessee,W,3,13,4.3,0,terrence-austin-1
Akeem Ayers,2008-09-01,1,UCLA,,Tennessee,W,1,20,20.0,0,akeem-ayers-1
Dennis Campbell,2008-09-01,1,Rutgers,,Fresno State,L,1,11,11.0,0,dennis-campbell-1
Gerald Jones,2008-09-01,1,Tennessee,@,UCLA,L,1,33,33.0,0,gerald-jones-2
Marlon Moore,2008-09-01,1,Fresno State,@,Rutgers,W,3,22,7.3,0,marlon-moore-2
Mason Robinson,2008-09-01,1,Rutgers,,Fresno State,L,2,14,7.0,0,mason-robinson-1
Dennis Rogan,2008-09-01,1,Tennessee,@,UCLA,L,2,16,8.0,0,dennis-rogan-1
D.J. Moore,2008-09-04,2,Vanderbilt,,South Carolina,W,2,21,10.5,0,dj-moore-1
Captain Munnerlyn,2008-09-04,2,South Carolina,@,Vanderbilt,L,1,2,2.0,0,captain-munnerlyn-1
Mario Washington,2008-09-05,2,Navy,@,Ball State,L,1,0,0.0,0,mario-washington-1
A.J. Alexander,2008-09-06,1,Florida State,,Western Carolina,W,1,12,12.0,0,aj-alexander-1
Armando Allen,2008-09-06,1,Notre Dame,,San Diego State,W,2,35,17.5,0,armando-allen-1
Asher Allen,2008-09-06,2,Georgia,,Central Michigan,W,1,25,25.0,0,asher-allen-1
Javier Arenas,2008-09-06,2,Alabama,,Tulane,W,5,147,29.4,1,javier-arenas-1
Doug Baldwin,2008-09-06,2,Stanford,@,Arizona State,L,1,-8,-8.0,0,doug-baldwin-1
Brandon Banks,2008-09-06,2,Kansas State,,Montana State,W,2,40,20.0,0,brandon-banks-1
Doug Beaumont,2008-09-06,2,Louisville,,Tennessee Tech,W,1,14,14.0,0,doug-beaumont-1
Arrelious Benn,2008-09-06,2,Illinois,,Eastern Illinois,W,1,22,22.0,0,arrelious-benn-1
Joe Bennett,2008-09-06,2,Baylor,,Northwestern State,W,3,3,1.0,0,joe-bennett-1
Aaron Berry,2008-09-06,2,Pittsburgh,,Buffalo,W,2,12,6.0,0,aaron-berry-1
Andy Brodell,2008-09-06,2,Iowa,,Florida International,W,3,41,13.7,0,andy-brodell-1
Meco Brown,2008-09-06,2,Northern Illinois,@,Western Michigan,L,1,8,8.0,0,meco-brown-1
Dez Bryant,2008-09-06,2,Oklahoma State,,Houston,W,3,75,25.0,1,dez-bryant-1
Joe Burnett,2008-09-06,2,Central Florida,,South Florida,L,3,71,23.7,0,joe-burnett-1
Crezdon Butler,2008-09-06,2,Clemson,,Citadel,W,1,15,15.0,0,crezdon-butler-1
Jairus Byrd,2008-09-06,2,Oregon,,Utah State,W,3,10,3.3,0,jairus-byrd-1
Tony Carter,2008-09-06,1,Florida State,,Western Carolina,W,2,72,36.0,1,tony-carter-1
Ian Clark,2008-09-06,2,New Mexico,,Texas A&M,L,2,66,33.0,0,ian-clark-1
Austin Collie,2008-09-06,2,Brigham Young,@,Washington,W,1,2,2.0,0,austin-collie-1
Thearon Collier,2008-09-06,2,Miami (FL),@,Florida,L,1,5,5.0,0,thearon-collier-1
Graig Cooper,2008-09-06,2,Miami (FL),@,Florida,L,1,15,15.0,0,graig-cooper-1
Quinterrance Cooper,2008-09-06,2,Western Kentucky,@,Eastern Kentucky,W,1,6,6.0,0,quinterrance-cooper-1
Quan Cosby,2008-09-06,2,Texas,@,Texas-El Paso,W,1,16,16.0,0,quan-cosby-1
Jeff Demps,2008-09-06,2,Florida,,Miami (FL),W,1,10,10.0,0,jeff-demps-1
Robert Dunn,2008-09-06,2,Auburn,,Southern Mississippi,W,4,103,25.8,0,robert-dunn-1
Will Ebner,2008-09-06,2,Missouri,,Southeast Missouri State,W,1,0,0.0,0,will-ebner-1
Marcus Edwards,2008-09-06,2,South Florida,@,Central Florida,W,1,-1,-1.0,0,marcus-edwards-2
Jerimy Finch,2008-09-06,2,Indiana,,Murray State,W,2,12,6.0,0,jerimy-finch-1
Casey Fitzgerald,2008-09-06,2,North Texas,,Tulsa,L,1,14,14.0,0,casey-fitzgerald-1
Coye Francies,2008-09-06,2,San Jose State,@,Nebraska,L,2,5,2.5,0,coye-francies-1
Dominique Franks,2008-09-06,2,Oklahoma,,Cincinnati,W,1,17,17.0,0,dominique-franks-1
Lance Fuller,2008-09-06,2,Texas Tech,@,Nevada,W,1,8,8.0,0,lance-fuller-1
Chris Garrett,2008-09-06,2,Ohio,@,Ohio State,L,1,1,1.0,0,chris-garrett-1
T.J. Graham,2008-09-06,2,North Carolina State,,William & Mary,W,2,24,12.0,0,tj-graham-1
Logan Gray,2008-09-06,2,Georgia,,Central Michigan,W,1,7,7.0,0,logan-gray-1
Delano Green,2008-09-06,2,Temple,,Connecticut,L,3,22,7.3,0,delano-green-1
Rich Gunnell,2008-09-06,2,Boston College,,Georgia Tech,L,1,5,5.0,0,rich-gunnell-1
Vic Hall,2008-09-06,2,Virginia,,Richmond,W,1,0,0.0,0,vic-hall-1
Frank Halliburton,2008-09-06,1,Purdue,,Northern Colorado,W,1,13,13.0,0,frank-halliburton-1
Eugene Harris,2008-09-06,2,Miami (OH),@,Michigan,L,2,13,6.5,0,eugene-harris-1
Victor Harris,2008-09-06,2,Virginia Tech,,Furman,W,4,30,7.5,0,victor-harris-1
Courtney Herndon,2008-09-06,2,Kansas State,,Montana State,W,1,15,15.0,0,courtney-herndon-1
T.Y. Hilton,2008-09-06,2,Florida International,@,Iowa,L,1,7,7.0,0,ty-hilton-1
Patrick Honeycutt,2008-09-06,2,Middle Tennessee State,,Maryland,W,1,11,11.0,0,patrick-honeycutt-1
Jasper Howard,2008-09-06,2,Connecticut,@,Temple,W,3,53,17.7,0,jasper-howard-1
Eric Hunter,2008-09-06,2,Idaho,,Idaho State,W,1,22,22.0,1,eric-hunter-2
Brandon James,2008-09-06,2,Florida,,Miami (FL),W,3,49,16.3,0,brandon-james-1
Geron James,2008-09-06,2,North Carolina State,,William & Mary,W,3,41,13.7,0,geron-james-1
Trae Johnson,2008-09-06,2,Tulsa,@,North Texas,W,3,21,7.0,0,trae-johnson-1
Andre Jones,2008-09-06,2,Akron,@,Syracuse,W,1,11,11.0,0,andre-jones-2
Houston Jones,2008-09-06,2,Iowa State,,Kent State,W,1,4,4.0,0,houston-jones-1
Julio Jones,2008-09-06,2,Alabama,,Tulane,W,1,1,1.0,0,julio-jones-1
Kevin Jones,2008-09-06,2,Arkansas State,,Texas Southern,W,3,85,28.3,0,kevin-jones-2
Reshad Jones,2008-09-06,2,Georgia,,Central Michigan,W,1,6,6.0,0,reshad-jones-1
Schneider Julien,2008-09-06,2,Western Michigan,,Northern Illinois,W,1,9,9.0,0,schneider-julien-1
Kevin Jurovich,2008-09-06,2,San Jose State,@,Nebraska,L,2,21,10.5,0,kevin-jurovich-1
Shiloh Keo,2008-09-06,2,Idaho,,Idaho State,W,2,27,13.5,0,shiloh-keo-1
Jeremy Kerley,2008-09-06,2,Texas Christian,,Stephen F. Austin,W,4,74,18.5,0,jeremy-kerley-1
Brandon King,2008-09-06,2,Rice,@,Memphis,W,2,9,4.5,0,brandon-king-3
Ellis Lankster,2008-09-06,2,West Virginia,@,East Carolina,L,3,9,3.0,0,ellis-lankster-1
David Leonard,2008-09-06,2,Wyoming,,Air Force,L,2,29,14.5,0,david-leonard-1
Dicky Lyons,2008-09-06,2,Kentucky,,Norfolk State,W,4,55,13.8,0,dicky-lyons-1
Jeremy Maclin,2008-09-06,2,Missouri,,Southeast Missouri State,W,3,34,11.3,0,jeremy-maclin-1
Tyler Melton,2008-09-06,2,Georgia Tech,@,Boston College,W,2,23,11.5,0,tyler-melton-1
Eric Morris,2008-09-06,2,Texas Tech,@,Nevada,W,3,105,35.0,1,eric-morris-1
Dion Morton,2008-09-06,2,Colorado State,,Sacramento State,W,1,11,11.0,0,dion-morton-1
Jeff Moturi,2008-09-06,2,Texas-El Paso,,Texas,L,1,7,7.0,0,jeff-moturi-1
Deon Murphy,2008-09-06,2,Kansas State,,Montana State,W,1,8,8.0,0,deon-murphy-1
Jerell Norton,2008-09-06,2,Arkansas,,Louisiana-Monroe,W,1,1,1.0,0,jerell-norton-1
Michael O'Connell,2008-09-06,2,Iowa State,,Kent State,W,1,21,21.0,0,michael-oconnell-1
Danny Oquendo,2008-09-06,2,Maryland,@,Middle Tennessee State,L,2,5,2.5,0,danny-oquendo-1
Mark Parson,2008-09-06,2,Ohio,@,Ohio State,L,2,7,3.5,0,mark-parson-1
Corey Partridge,2008-09-06,2,Bowling Green State,,Minnesota,L,2,20,10.0,0,corey-partridge-1
Daymond Patterson,2008-09-06,2,Kansas,,Louisiana Tech,W,4,30,7.5,0,daymond-patterson-1
Niles Paul,2008-09-06,2,Nebraska,,San Jose State,W,2,15,7.5,0,niles-paul-1
John Peel,2008-09-06,2,Utah,,Nevada-Las Vegas,W,4,49,12.3,0,john-peel-1
Derek Pegues,2008-09-06,2,Mississippi State,,Southeastern Louisiana,W,4,30,7.5,0,derek-pegues-1
Jose Perez,2008-09-06,2,San Diego State,@,Notre Dame,L,1,3,3.0,0,jose-perez-1
Eric Peterman,2008-09-06,2,Northwestern,@,Duke,W,2,20,10.0,0,eric-peterman-1
Aaron Pflugrad,2008-09-06,2,Oregon,,Utah State,W,1,23,23.0,0,aaron-pflugrad-1
Tavious Polo,2008-09-06,2,Florida Atlantic,,Alabama-Birmingham,W,1,16,16.0,0,tavious-polo-1
Jordan Pugh,2008-09-06,2,Texas A&M,@,New Mexico,W,3,29,9.7,0,jordan-pugh-1
Reggie Rembert,2008-09-06,2,Air Force,@,Wyoming,W,1,4,4.0,0,reggie-rembert-1
Patrick Richardson,2008-09-06,2,South Florida,@,Central Florida,W,1,-1,-1.0,0,patrick-richardson-1
Andrew Robinson,2008-09-06,2,Louisville,,Tennessee Tech,W,2,11,5.5,0,andrew-robinson-1
Delmon Robinson,2008-09-06,2,Mississippi State,,Southeastern Louisiana,W,1,0,0.0,0,delmon-robinson-1
Casey Robottom,2008-09-06,1,Tulane,@,Alabama,L,2,8,4.0,0,casey-robottom-1
Naaman Roosevelt,2008-09-06,2,Buffalo,@,Pittsburgh,L,1,4,4.0,0,naaman-roosevelt-1
Demarco Sampson,2008-09-06,2,San Diego State,@,Notre Dame,L,2,2,1.0,0,demarco-sampson-1
Colin Sandeman,2008-09-06,2,Iowa,,Florida International,W,3,14,4.7,0,colin-sandeman-1
Carlo Sandiego,2008-09-06,2,Army,,New Hampshire,L,2,19,9.5,0,carlo-sandiego-1
Jason Scales,2008-09-06,2,Iowa State,,Kent State,W,1,32,32.0,0,jason-scales-1
Anthony Scirrotto,2008-09-06,2,Penn State,,Oregon State,W,1,1,1.0,0,anthony-scirrotto-1
Marcus Sherels,2008-09-06,2,Minnesota,@,Bowling Green State,W,2,11,5.5,0,marcus-sherels-1
Ray Small,2008-09-06,2,Ohio State,,Ohio,W,3,72,24.0,1,ray-small-1
Alphonso Smith,2008-09-06,2,Wake Forest,,Mississippi,W,3,43,14.3,0,alphonso-smith-1
Josh Smith,2008-09-06,2,Colorado,,Eastern Washington,W,4,108,27.0,0,josh-smith-1
Scott Smith,2008-09-06,1,Notre Dame,,San Diego State,W,1,6,6.0,0,scott-smith-1
Frankie Solomon,2008-09-06,2,New Mexico,,Texas A&M,L,1,13,13.0,0,frankie-solomon-1
Emmanuel Spann,2008-09-06,2,Marshall,@,Wisconsin,L,2,9,4.5,0,emmanuel-spann-1
C.J. Spiller,2008-09-06,2,Clemson,,Citadel,W,2,6,3.0,0,cj-spiller-1
Chantz Staden,2008-09-06,2,Washington State,,California,L,2,8,4.0,0,chantz-staden-1
Sammie Stroughter,2008-09-06,2,Oregon State,@,Penn State,L,2,17,8.5,0,sammie-stroughter-1
Adrian Stryker,2008-09-06,2,Kansas State,,Montana State,W,1,14,14.0,0,adrian-stryker-1
Nate Swift,2008-09-06,2,Nebraska,,San Jose State,W,1,8,8.0,0,nate-swift-1
Miami Thomas,2008-09-06,2,Illinois,,Eastern Illinois,W,1,0,0.0,0,miami-thomas-1
Mike Thomas,2008-09-06,2,Arizona,,Toledo,W,3,21,7.0,0,mike-thomas-9
Roy Upchurch,2008-09-06,2,Alabama,,Tulane,W,1,6,6.0,0,roy-upchurch-1
Daylan Walker,2008-09-06,2,Arkansas State,,Texas Southern,W,1,23,23.0,0,daylan-walker-1
Donovan Warren,2008-09-06,2,Michigan,,Miami (OH),W,5,26,5.2,0,donovan-warren-1
Michael Washington,2008-09-06,2,Hawaii,,Weber State,W,3,0,0.0,0,michael-washington-1
Andre Watson,2008-09-06,2,Southern Mississippi,@,Auburn,L,3,8,2.7,0,andre-watson-1
Otis Wiley,2008-09-06,2,Michigan State,,Eastern Michigan,W,5,113,22.6,0,otis-wiley-1
Ryan Wood,2008-09-06,2,Duke,,Northwestern,L,3,8,2.7,0,ryan-wood-1
Leon Wright,2008-09-06,2,Duke,,Northwestern,L,1,23,23.0,0,leon-wright-1
Sean Young,2008-09-06,2,California,@,Washington State,W,5,34,6.8,0,sean-young-1
Dennis Campbell,2008-09-11,2,Rutgers,,North Carolina,L,1,2,2.0,0,dennis-campbell-1
Brooks Foster,2008-09-11,2,North Carolina,@,Rutgers,W,1,-2,-2.0,0,brooks-foster-1
Brandon Tate,2008-09-11,2,North Carolina,@,Rutgers,W,1,4,4.0,0,brandon-tate-1
Mikail Baker,2008-09-12,3,Baylor,,Washington State,W,1,11,11.0,0,mikail-baker-1
Joe Bennett,2008-09-12,3,Baylor,,Washington State,W,1,5,5.0,0,joe-bennett-1
Marcus Edwards,2008-09-12,3,South Florida,,Kansas,W,4,26,6.5,0,marcus-edwards-2
Darrell McNeal,2008-09-12,3,Louisiana-Monroe,,Alabama A&M,W,1,21,21.0,0,darrell-mcneal-1
Chantz Staden,2008-09-12,3,Washington State,@,Baylor,L,1,1,1.0,0,chantz-staden-1
Armando Allen,2008-09-13,2,Notre Dame,,Michigan,W,1,9,9.0,0,armando-allen-1
Asher Allen,2008-09-13,3,Georgia,@,South Carolina,W,1,12,12.0,0,asher-allen-1
Javier Arenas,2008-09-13,3,Alabama,,Western Kentucky,W,2,38,19.0,0,javier-arenas-1
Terrence Austin,2008-09-13,2,UCLA,@,Brigham Young,L,1,8,8.0,0,terrence-austin-1
Doug Baldwin,2008-09-13,3,Stanford,@,Texas Christian,L,2,38,19.0,0,doug-baldwin-1
