Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Trayion Durham,2013-08-29,1,Kent State,,Liberty,W,1,-1,-1.0,0,trayion-durham-1
Eric Ebron,2013-08-29,1,North Carolina,@,South Carolina,L,3,32,10.7,0,eric-ebron-1
Jahwan Edwards,2013-08-29,1,Ball State,,Illinois State,W,1,7,7.0,0,jahwan-edwards-1
Bruce Ellington,2013-08-29,1,South Carolina,,North Carolina,W,1,17,17.0,0,bruce-ellington-1
Evan Engram,2013-08-29,1,Mississippi,@,Vanderbilt,W,5,61,12.2,0,evan-engram-1
Zane Fakes,2013-08-29,1,Ball State,,Illinois State,W,1,24,24.0,0,zane-fakes-1
Sean Fitzgerald,2013-08-29,1,Utah,,Utah State,W,5,79,15.8,0,sean-fitzgerald-1
Billy Freeman,2013-08-29,1,San Jose State,,Sacramento State,W,1,3,3.0,0,billy-freeman-2
Dee Frieson,2013-08-29,1,Akron,@,Central Florida,L,3,10,3.3,0,dee-frieson-1
Isaac Fruechte,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,2,17,8.5,0,isaac-fruechte-1
Chris Gallon,2013-08-29,1,Bowling Green State,,Tulsa,W,3,31,10.3,0,chris-gallon-1
Chris Gant,2013-08-29,1,Hawaii,,Southern California,L,2,17,8.5,0,chris-gant-1
Keyarris Garrett,2013-08-29,1,Tulsa,@,Bowling Green State,L,5,54,10.8,0,keyarris-garrett-1
T.J. Glover,2013-08-29,1,South Alabama,,Southern Utah,L,1,4,4.0,0,tj-glover-1
Jeff Godfrey,2013-08-29,1,Central Florida,,Akron,W,2,13,6.5,0,jeff-godfrey-1
Tyshon Goode,2013-08-29,1,Kent State,,Liberty,W,8,75,9.4,0,tyshon-goode-1
Drew Goodger,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,2,30,15.0,0,drew-goodger-1
Tyrell Goodman,2013-08-29,1,Akron,@,Central Florida,L,1,10,10.0,0,tyrell-goodman-1
Ryan Grant,2013-08-29,1,Tulane,,Jackson State,W,3,82,27.3,0,ryan-grant-2
Noel Grigsby,2013-08-29,1,San Jose State,,Sacramento State,W,4,51,12.8,1,noel-grigsby-1
Xavier Grimble,2013-08-29,1,Southern California,@,Hawaii,W,3,18,6.0,0,xavier-grimble-1
Kyle Griswould,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,3,23,7.7,0,kyle-griswould-1
Rannell Hall,2013-08-29,1,Central Florida,,Akron,W,3,54,18.0,1,rannell-hall-1
Scott Harding,2013-08-29,1,Hawaii,,Southern California,L,1,10,10.0,0,scott-harding-1
Josh Harper,2013-08-29,1,Fresno State,,Rutgers,W,14,94,6.7,2,josh-harper-1
Vasquez Haynes,2013-08-29,1,Hawaii,,Southern California,L,2,15,7.5,0,vasquez-haynes-1
Rush Hendricks,2013-08-29,1,South Alabama,,Southern Utah,L,1,-1,-1.0,0,rush-hendricks-1
Marcus Henry,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,3,32,10.7,0,marcus-henry-2
Joe Hill,2013-08-29,1,Utah State,@,Utah,L,7,39,5.6,0,joe-hill-2
Jordan Holder,2013-08-29,1,Mississippi,@,Vanderbilt,W,3,20,6.7,0,jordan-holder-1
Johnathan Howard,2013-08-29,1,North Carolina,@,South Carolina,L,2,32,16.0,0,johnathan-howard-1
Kofi Hughes,2013-08-29,1,Indiana,,Indiana State,W,3,69,23.0,1,kofi-hughes-1
Chris Humphrey,2013-08-29,1,Kent State,,Liberty,W,6,88,14.7,1,chris-humphrey-1
Conor Hundley,2013-08-29,1,Akron,@,Central Florida,L,2,0,0.0,0,conor-hundley-1
Logan Hutton,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,5,5.0,0,logan-hutton-1
Jordan James,2013-08-29,1,Tulsa,@,Bowling Green State,L,3,58,19.3,0,jordan-james-1
Paul James,2013-08-29,1,Rutgers,@,Fresno State,L,1,9,9.0,0,paul-james-1
Tavarres Jefferson,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,3,34,11.3,0,tavarres-jefferson-1
Marcel Jensen,2013-08-29,1,Fresno State,,Rutgers,W,2,25,12.5,0,marcel-jensen-1
Storm Johnson,2013-08-29,1,Central Florida,,Akron,W,2,2,1.0,0,storm-johnson-1
Chandler Jones,2013-08-29,1,San Jose State,,Sacramento State,W,8,130,16.3,1,chandler-jones-1
Jereme Jones,2013-08-29,1,South Alabama,,Southern Utah,L,5,26,5.2,1,jereme-jones-1
Nick Jones,2013-08-29,1,South Carolina,,North Carolina,W,4,21,5.3,0,nick-jones-2
Shaun Joplin,2013-08-29,1,Bowling Green State,,Tulsa,W,2,40,20.0,0,shaun-joplin-1
Rob Kelley,2013-08-29,1,Tulane,,Jackson State,W,1,15,15.0,0,rob-kelley-1
Marcus Kemp,2013-08-29,1,Hawaii,,Southern California,L,1,8,8.0,0,marcus-kemp-1
Jack Killian,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,1,0,0.0,0,jack-killian-1
Donnie King Jr.,2013-08-29,1,Hawaii,,Southern California,L,3,30,10.0,0,donnie-king-jr-1
Keith Kirkwood,2013-08-29,1,Hawaii,,Southern California,L,2,84,42.0,1,keith-kirkwood-1
Jonathan Krause,2013-08-29,1,Vanderbilt,,Mississippi,L,6,66,11.0,0,jonathan-krause-1
Tyler Kroft,2013-08-29,1,Rutgers,@,Fresno State,L,1,7,7.0,0,tyler-kroft-1
Steven Lakalaka,2013-08-29,1,Hawaii,,Southern California,L,1,6,6.0,0,steven-lakalaka-1
Marcus Langkilde,2013-08-29,1,Hawaii,,Southern California,L,2,18,9.0,0,marcus-langkilde-1
Cody Latimer,2013-08-29,1,Indiana,,Indiana State,W,2,44,22.0,0,cody-latimer-1
Bryant Lavender,2013-08-29,1,South Alabama,,Southern Utah,L,1,-2,-2.0,0,bryant-lavender-1
Marqise Lee,2013-08-29,1,Southern California,@,Hawaii,W,8,104,13.0,0,marqise-lee-1
Ja-Mes Logan,2013-08-29,1,Mississippi,@,Vanderbilt,W,5,39,7.8,0,ja-mes-logan-1
Keevan Lucas,2013-08-29,1,Tulsa,@,Bowling Green State,L,1,15,15.0,0,keevan-lucas-1
Kevonn Mabon,2013-08-29,1,Ball State,,Illinois State,W,2,12,6.0,0,kevonn-mabon-1
Tre Madden,2013-08-29,1,Southern California,@,Hawaii,W,1,10,10.0,0,tre-madden-1
Maika Mataele,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,9,43,4.8,0,maika-mataele-1
Jordan Matthews,2013-08-29,1,Vanderbilt,,Mississippi,L,10,178,17.8,1,jordan-matthews-1
K.J. Maye,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,3,30,10.0,0,kj-maye-1
Lyle McCombs,2013-08-29,1,Connecticut,,Towson,L,5,18,3.6,0,lyle-mccombs-1
Mark McNeill,2013-08-29,1,North Carolina,@,South Carolina,L,3,24,8.0,0,mark-mcneill-1
Anthony Meray,2013-08-29,1,Kent State,,Liberty,W,2,12,6.0,0,anthony-meray-1
Malique Micenheimer,2013-08-29,1,Fresno State,,Rutgers,W,2,14,7.0,0,malique-micenheimer-1
Kevin Miller,2013-08-29,1,Central Florida,,Akron,W,1,9,9.0,0,kevin-miller-4
Harold Moleni,2013-08-29,1,Hawaii,,Southern California,L,1,11,11.0,0,harold-moleni-1
Donte Moncrief,2013-08-29,1,Mississippi,@,Vanderbilt,W,5,56,11.2,0,donte-moncrief-1
Ronnie Moore,2013-08-29,1,Bowling Green State,,Tulsa,W,1,18,18.0,0,ronnie-moore-3
Romar Morris,2013-08-29,1,North Carolina,@,South Carolina,L,2,18,9.0,0,romar-morris-1
Jake Murphy,2013-08-29,1,Utah,,Utah State,W,2,41,20.5,1,jake-murphy-1
Shaquille Murray-Lawrence,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,2,4,2.0,0,shaquille-murray-lawrence-1
Bruce Natson,2013-08-29,1,Utah State,@,Utah,L,9,83,9.2,0,bruce-natson-1
Drew Owens,2013-08-29,1,South Carolina,,North Carolina,W,1,5,5.0,0,drew-owens-1
Dareen Owi,2013-08-29,1,Central Florida,,Akron,W,1,5,5.0,0,dareen-owi-1
Jordan Parker,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,1,2,2.0,0,jordan-parker-1
Derek Patterson,2013-08-29,1,Tulsa,@,Bowling Green State,L,3,45,15.0,1,derek-patterson-1
Ruhann Peele,2013-08-29,1,Rutgers,@,Fresno State,L,4,31,7.8,0,ruhann-peele-1
Chris Perkins,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,3,32,10.7,0,chris-perkins-4
Breshad Perriman,2013-08-29,1,Central Florida,,Akron,W,3,113,37.7,1,breshad-perriman-1
Terry Pettis,2013-08-29,1,Middle Tennessee State,,Western Carolina,W,2,27,13.5,0,terry-pettis-2
Jake Phillips,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,3,14,4.7,0,jake-phillips-1
Shakim Phillips,2013-08-29,1,Connecticut,,Towson,L,5,77,15.4,2,shakim-phillips-2
Casey Pierce,2013-08-29,1,Kent State,,Liberty,W,1,6,6.0,1,casey-pierce-1
Jahleel Pinner,2013-08-29,1,Southern California,@,Hawaii,W,1,5,5.0,0,jahleel-pinner-1
Chris Pohlman,2013-08-29,1,Bowling Green State,,Tulsa,W,1,13,13.0,0,chris-pohlman-1
James Poole,2013-08-29,1,Utah,,Utah State,W,1,8,8.0,0,james-poole-1
Quron Pratt,2013-08-29,1,Rutgers,@,Fresno State,L,3,47,15.7,0,quron-pratt-1
Joshua Quezada,2013-08-29,1,Fresno State,,Rutgers,W,4,21,5.3,0,joshua-quezada-1
Joshua Reese,2013-08-29,1,Central Florida,,Akron,W,2,38,19.0,0,joshua-reese-1
Orville Reynolds,2013-08-29,1,Wake Forest,,Presbyterian,W,5,30,6.0,0,orville-reynolds-1
Travis Reynolds,2013-08-29,1,Utah State,@,Utah,L,2,29,14.5,0,travis-reynolds-1
Jerry Rice Jr.,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,6,35,5.8,0,jerry-rice-jr-1
D'Angelo Roberts,2013-08-29,1,Indiana,,Indiana State,W,1,9,9.0,0,dangelo-roberts-1
Shaq Roland,2013-08-29,1,South Carolina,,North Carolina,W,2,75,37.5,1,shaq-roland-1
Isaiah Roundtree,2013-08-29,1,Indiana,,Indiana State,W,1,18,18.0,0,isaiah-roundtree-1
Connor Ryan,2013-08-29,1,Ball State,,Illinois State,W,1,6,6.0,0,connor-ryan-1
Wes Saxton,2013-08-29,1,South Alabama,,Southern Utah,L,1,2,2.0,0,wes-saxton-1
Steven Scheu,2013-08-29,1,Vanderbilt,,Mississippi,L,2,43,21.5,1,steven-scheu-1
Keith Sconiers,2013-08-29,1,Akron,@,Central Florida,L,1,4,4.0,0,keith-sconiers-1
Jeff Scott,2013-08-29,1,Mississippi,@,Vanderbilt,W,4,25,6.3,0,jeff-scott-2
Justyn Shackleford,2013-08-29,1,Tulane,,Jackson State,W,1,14,14.0,1,justyn-shackleford-1
Jamill Smith,2013-08-29,1,Ball State,,Illinois State,W,4,63,15.8,0,jamill-smith-1
L.T. Smith,2013-08-29,1,Akron,@,Central Florida,L,2,25,12.5,0,lt-smith-1
Shavarez Smith,2013-08-29,1,South Alabama,,Southern Utah,L,5,52,10.4,0,shavarez-smith-1
Willie Snead,2013-08-29,1,Ball State,,Illinois State,W,9,164,18.2,2,willie-snead-3
Nick Stoner,2013-08-29,1,Indiana,,Indiana State,W,1,44,44.0,1,nick-stoner-1
Brandon Swindall,2013-08-29,1,Utah State,@,Utah,L,3,23,7.7,2,brandon-swindall-1
Ryan Switzer,2013-08-29,1,North Carolina,@,South Carolina,L,3,15,5.0,0,ryan-switzer-1
Jack Tabb,2013-08-29,1,North Carolina,@,South Carolina,L,1,11,11.0,0,jack-tabb-1
Sean Tapley,2013-08-29,1,North Carolina,@,South Carolina,L,2,1,0.5,0,sean-tapley-1
Wesley Tate,2013-08-29,1,Vanderbilt,,Mississippi,L,3,13,4.3,0,wesley-tate-1
T.J. Thorpe,2013-08-29,1,North Carolina,@,South Carolina,L,4,9,2.3,0,tj-thorpe-1
D.J. Tialavea,2013-08-29,1,Utah State,@,Utah,L,3,26,8.7,0,dj-tialavea-1
Mykel Traylor-Bennett,2013-08-29,1,Akron,@,Central Florida,L,3,25,8.3,0,mykel-traylor-bennett-1
Laquon Treadwell,2013-08-29,1,Mississippi,@,Vanderbilt,W,9,82,9.1,0,laquon-treadwell-1
Justin Tukes,2013-08-29,1,Central Florida,,Akron,W,2,25,12.5,0,justin-tukes-1
Travis Van Leeuwen,2013-08-29,1,Utah State,@,Utah,L,5,107,21.4,0,travis-van-leeuwen-1
Andrew Vollert,2013-08-29,1,San Jose State,,Sacramento State,W,1,29,29.0,0,andrew-vollert-1
Marteze Waller,2013-08-29,1,Fresno State,,Rutgers,W,1,3,3.0,0,marteze-waller-1
Greg Watson,2013-08-29,1,Fresno State,,Rutgers,W,2,33,16.5,1,greg-watson-1
Trey Watts,2013-08-29,1,Tulsa,@,Bowling Green State,L,5,33,6.6,0,trey-watts-1
Kane Whitehurst,2013-08-29,1,South Carolina,,North Carolina,W,1,29,29.0,1,kane-whitehurst-1
Rodrick Williams Jr.,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,7,7.0,0,rodrick-williams-jr-1
Anthony Williams,2013-08-29,1,Nevada-Las Vegas,@,Minnesota,L,2,19,9.5,0,anthony-williams-14
Jonathan Williams,2013-08-29,1,Wake Forest,,Presbyterian,W,5,143,28.6,0,jonathan-williams-4
Jordan Williams,2013-08-29,1,Ball State,,Illinois State,W,6,64,10.7,1,jordan-williams-3
Maxx Williams,2013-08-29,1,Minnesota,,Nevada-Las Vegas,W,1,10,10.0,1,maxx-williams-1
Duwyce Wilson,2013-08-29,1,Indiana,,Indiana State,W,1,11,11.0,0,duwyce-wilson-1
Tyler Wilson,2013-08-29,1,Tulsa,@,Bowling Green State,L,1,15,15.0,0,tyler-wilson-2
Aofaga Wily,2013-08-29,1,Hawaii,,Southern California,L,1,9,9.0,0,aofaga-wily-1
Danny Woodson Jr.,2013-08-29,1,South Alabama,,Southern Utah,L,3,63,21.0,1,danny-woodson-jr-1
J.J. Worton,2013-08-29,1,Central Florida,,Akron,W,3,60,20.0,1,jj-worton-1
Shane Wynn,2013-08-29,1,Indiana,,Indiana State,W,2,46,23.0,2,shane-wynn-1
Kelvin York,2013-08-29,1,Utah,,Utah State,W,1,2,2.0,0,kelvin-york-1
Jace Amaro,2013-08-30,1,Texas Tech,@,Southern Methodist,W,3,42,14.0,0,jace-amaro-1
Deanthony Arnett,2013-08-30,1,Michigan State,,Western Michigan,W,1,7,7.0,0,deanthony-arnett-1
Jared Baker,2013-08-30,1,Arizona,,Northern Arizona,W,1,17,17.0,0,jared-baker-1
Eric Boyden,2013-08-30,1,Western Michigan,@,Michigan State,L,1,3,3.0,0,eric-boyden-1
Riley Bullough,2013-08-30,1,Michigan State,,Western Michigan,W,1,7,7.0,0,riley-bullough-1
Aaron Burbridge,2013-08-30,1,Michigan State,,Western Michigan,W,4,16,4.0,0,aaron-burbridge-1
Courtney Bynes,2013-08-30,1,Western Michigan,@,Michigan State,L,1,6,6.0,0,courtney-bynes-1
Darevon Chance,2013-08-30,1,Western Michigan,@,Michigan State,L,3,7,2.3,0,darevon-chance-1
Stacy Coley,2013-08-30,1,Miami (FL),,Florida Atlantic,W,2,19,9.5,0,stacy-coley-1
Shawn Corker,2013-08-30,1,Texas Tech,@,Southern Methodist,W,1,9,9.0,0,shawn-corker-1
Corey Davis,2013-08-30,1,Western Michigan,@,Michigan State,L,8,96,12.0,1,corey-davis-3
Jordan Davis,2013-08-30,1,Texas Tech,@,Southern Methodist,W,5,70,14.0,1,jordan-davis-1
Reginald Davis,2013-08-30,1,Texas Tech,@,Southern Methodist,W,1,22,22.0,1,reginald-davis-1
Robert Davis,2013-08-30,1,Georgia State,,Samford,L,7,66,9.4,0,robert-davis-10
Alex Deleon,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,1,1,1.0,0,alex-deleon-1
Phillip Dorsett,2013-08-30,1,Miami (FL),,Florida Atlantic,W,2,14,7.0,0,phillip-dorsett-1
Nexon Dorvilus,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,2,5,2.5,0,nexon-dorvilus-1
William Dukes,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,2,12,6.0,0,william-dukes-1
Kenneth Farrow,2013-08-30,1,Houston,N,Southern,W,2,19,9.5,0,kenneth-farrow-1
Sadale Foster,2013-08-30,1,Texas Tech,@,Southern Methodist,W,1,7,7.0,0,sadale-foster-1
Bennie Fowler,2013-08-30,1,Michigan State,,Western Michigan,W,3,34,11.3,0,bennie-fowler-1
Jeremiah Gaines,2013-08-30,1,Southern Methodist,,Texas Tech,L,1,12,12.0,0,jeremiah-gaines-1
Melvin German III,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,3,34,11.3,0,melvin-german-iii-1
Andrew Gleichert,2013-08-30,1,Michigan State,,Western Michigan,W,1,7,7.0,0,andrew-gleichert-1
Jakeem Grant,2013-08-30,1,Texas Tech,@,Southern Methodist,W,5,38,7.6,1,jakeem-grant-1
Deontay Greenberry,2013-08-30,1,Houston,N,Southern,W,6,70,11.7,1,deontay-greenberry-1
Glenn Gronkowski,2013-08-30,1,Kansas State,,North Dakota State,L,1,2,2.0,0,glenn-gronkowski-1
Kelton Hill,2013-08-30,1,Georgia State,,Samford,L,5,54,10.8,2,kelton-hill-1
Arrius Holleman,2013-08-30,1,Southern Methodist,,Texas Tech,L,1,17,17.0,0,arrius-holleman-1
Keenan Holman,2013-08-30,1,Southern Methodist,,Texas Tech,L,4,53,13.3,0,keenan-holman-1
John Hubert,2013-08-30,1,Kansas State,,North Dakota State,L,1,8,8.0,0,john-hubert-1
Allen Hurns,2013-08-30,1,Miami (FL),,Florida Atlantic,W,5,34,6.8,0,allen-hurns-1
Johnny Jackson,2013-08-30,1,Arizona,,Northern Arizona,W,2,8,4.0,0,johnny-jackson-3
Martese Jackson,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,1,-3,-3.0,0,martese-jackson-1
Ryan Jackson,2013-08-30,1,Houston,N,Southern,W,1,7,7.0,0,ryan-jackson-1
Daniel Jenkins,2013-08-30,1,Arizona,,Northern Arizona,W,3,13,4.3,1,daniel-jenkins-1
Sean Jeppesen,2013-08-30,1,Georgia State,,Samford,L,2,23,11.5,0,sean-jeppesen-1
Duke Johnson,2013-08-30,1,Miami (FL),,Florida Atlantic,W,1,38,38.0,0,duke-johnson-1
Jeremy Johnson,2013-08-30,1,Southern Methodist,,Texas Tech,L,12,131,10.9,0,jeremy-johnson-4
Darius Joseph,2013-08-30,1,Southern Methodist,,Texas Tech,L,11,103,9.4,0,darius-joseph-1
Timmy Keith,2013-08-30,1,Western Michigan,@,Michigan State,L,3,55,18.3,0,timmy-keith-1
Macgarrett Kings Jr.,2013-08-30,1,Michigan State,,Western Michigan,W,1,14,14.0,0,macgarrett-kings-jr-1
Collin Lagasse,2013-08-30,1,Southern Methodist,,Texas Tech,L,2,9,4.5,0,collin-lagasse-1
Jeremy Langford,2013-08-30,1,Michigan State,,Western Michigan,W,2,7,3.5,0,jeremy-langford-1
Chevaughn Lawrence,2013-08-30,1,Army,,Morgan State,W,2,26,13.0,1,chevaughn-lawrence-1
John Leday,2013-08-30,1,Houston,N,Southern,W,1,9,9.0,1,john-leday-1
Prescott Line,2013-08-30,1,Southern Methodist,,Texas Tech,L,1,1,1.0,0,prescott-line-1
Tyler Lockett,2013-08-30,1,Kansas State,,North Dakota State,L,7,113,16.1,1,tyler-lockett-1
Bradley Marquez,2013-08-30,1,Texas Tech,@,Southern Methodist,W,6,56,9.3,1,bradley-marquez-1
Xavier Maxwell,2013-08-30,1,Houston,N,Southern,W,3,24,8.0,0,xavier-maxwell-1
Larry McDuffey,2013-08-30,1,Houston,N,Southern,W,2,6,3.0,0,larry-mcduffey-1
Terrence Miller,2013-08-30,1,Arizona,,Northern Arizona,W,1,14,14.0,0,terrence-miller-1
Torell Miller,2013-08-30,1,Kansas State,,North Dakota State,L,1,5,5.0,0,torell-miller-1
Stephen Morris,2013-08-30,1,Miami (FL),,Florida Atlantic,W,1,-16,-16.0,0,stephen-morris-1
Xavier Moss,2013-08-30,1,Army,,Morgan State,W,2,75,37.5,0,xavier-moss-1
Keith Mumphery,2013-08-30,1,Michigan State,,Western Michigan,W,4,24,6.0,0,keith-mumphery-1
Clark Mussman,2013-08-30,1,Western Michigan,@,Michigan State,L,2,26,13.0,1,clark-mussman-1
Brad Pearson,2013-08-30,1,Texas Tech,@,Southern Methodist,W,1,2,2.0,0,brad-pearson-1
Deandre Richardson,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,2,9,4.5,0,deandre-richardson-1
Andrew Rodriguez,2013-08-30,1,Houston,N,Southern,W,2,18,9.0,0,andrew-rodriguez-2
Keith Rucker,2013-08-30,1,Georgia State,,Samford,L,1,8,8.0,0,keith-rucker-1
Rashawn Scott,2013-08-30,1,Miami (FL),,Florida Atlantic,W,2,28,14.0,0,rashawn-scott-1
Curry Sexton,2013-08-30,1,Kansas State,,North Dakota State,L,4,35,8.8,0,curry-sexton-1
Traylon Shead,2013-08-30,1,Southern Methodist,,Texas Tech,L,3,12,4.0,0,traylon-shead-1
Duvall Smith,2013-08-30,1,Georgia State,,Samford,L,2,14,7.0,0,duvall-smith-1
Daniel Spencer,2013-08-30,1,Houston,N,Southern,W,9,102,11.3,2,daniel-spencer-1
Jenson Stoshak,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,2,18,9.0,0,jenson-stoshak-1
Der'Rikk Thompson,2013-08-30,1,Southern Methodist,,Texas Tech,L,6,50,8.3,0,derrikk-thompson-1
Tramaine Thompson,2013-08-30,1,Kansas State,,North Dakota State,L,6,108,18.0,1,tramaine-thompson-1
Zach Trujillo,2013-08-30,1,Kansas State,,North Dakota State,L,1,9,9.0,0,zach-trujillo-1
Clive Walford,2013-08-30,1,Miami (FL),,Florida Atlantic,W,3,34,11.3,1,clive-walford-1
Jonathan Wallace,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,2,23,11.5,0,jonathan-wallace-2
Eric Ward,2013-08-30,1,Texas Tech,@,Southern Methodist,W,13,150,11.5,0,eric-ward-1
Deandre Washington,2013-08-30,1,Texas Tech,@,Southern Methodist,W,3,10,3.3,0,deandre-washington-1
Herb Waters,2013-08-30,1,Miami (FL),,Florida Atlantic,W,2,49,24.5,0,herb-waters-1
Garic Wharton,2013-08-30,1,Arizona,,Northern Arizona,W,2,35,17.5,0,garic-wharton-1
Lucky Whitehead,2013-08-30,1,Florida Atlantic,@,Miami (FL),L,1,18,18.0,0,lucky-whitehead-1
Danny Williams,2013-08-30,1,Georgia State,,Samford,L,3,59,19.7,0,danny-williams-4
Kenny Williams,2013-08-30,1,Texas Tech,@,Southern Methodist,W,4,7,1.8,0,kenny-williams-3
Albert Wilson,2013-08-30,1,Georgia State,,Samford,L,8,167,20.9,1,albert-wilson-1
Jared Abbrederis,2013-08-31,1,Wisconsin,,Massachusetts,W,2,122,61.0,2,jared-abbrederis-1
Ameer Abdullah,2013-08-31,1,Nebraska,,Wyoming,W,1,3,3.0,0,ameer-abdullah-1
Ralph Abernathy IV,2013-08-31,1,Cincinnati,,Purdue,W,2,17,8.5,0,ralph-abernathy-iv-1
Bralon Addison,2013-08-31,1,Oregon,,Nicholls State,W,2,42,21.0,1,bralon-addison-1
