Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Patrick Gamble,2014-08-30,1,Georgia Tech,,Wofford,W,0,,,1,patrick-gamble-1
Jake Ganus,2014-08-30,1,Alabama-Birmingham,,Troy,W,0,,,1,jake-ganus-1
Leighton Gasque,2014-08-30,1,Middle Tennessee State,,Savannah State,W,0,,,1,leighton-gasque-1
Nathan Gerry,2014-08-30,1,Nebraska,,Florida Atlantic,W,0,,,1,nathan-gerry-1
Junior Gnonkonde,2014-08-30,1,North Carolina,,Liberty,W,0,,,1,junior-gnonkonde-1
Troy Gray,2014-08-30,1,Central Florida,N,Penn State,L,0,,,1,troy-gray-1
Nigel Haikins,2014-08-30,1,Nevada,,Southern Utah,W,0,,,1,nigel-haikins-1
J.D. Harmon,2014-08-30,1,Kentucky,,Tennessee-Martin,W,0,,,1,jd-harmon-1
Nigel Harris,2014-08-30,1,South Florida,,Western Carolina,W,0,,,1,nigel-harris-1
Nate Holley,2014-08-30,1,Kent State,,Ohio,L,1,,,2,nate-holley-1
Christian Holmes,2014-08-30,1,Mississippi State,,Southern Mississippi,W,0,,,1,christian-holmes-1
Shaquille Huff,2014-08-30,1,Middle Tennessee State,,Savannah State,W,0,,,1,shaquille-huff-1
Chris Humes,2014-08-30,1,Arkansas State,,Montana State,W,0,,,1,chris-humes-1
Zachary Jackson,2014-08-30,1,Mississippi State,,Southern Mississippi,W,0,,,1,zachary-jackson-1
Grady Jarrett,2014-08-30,1,Clemson,@,Georgia,L,0,,,1,grady-jarrett-1
Eric Kendricks,2014-08-30,1,UCLA,@,Virginia,W,0,,,1,eric-kendricks-1
Elijah Lee,2014-08-30,1,Kansas State,,Stephen F. Austin,W,0,,,1,elijah-lee-1
A.J. Leggett,2014-08-30,1,Marshall,@,Miami (OH),W,0,,,1,aj-leggett-1
Donavon Lewis,2014-08-30,1,Fresno State,@,Southern California,L,1,,,1,donavon-lewis-1
Wayne Lyons,2014-08-30,1,Stanford,,California-Davis,W,0,,,1,wayne-lyons-1
Marcus Malepeai,2014-08-30,1,Hawaii,,Washington,L,0,,,1,marcus-malepeai-1
David Mayo,2014-08-30,1,Texas State,,Arkansas-Pine Bluff,W,0,,,1,david-mayo-1
Keland McElrath,2014-08-30,1,Texas Tech,,Central Arkansas,W,0,,,1,keland-mcelrath-1
Cassanova McKinzy,2014-08-30,1,Auburn,,Arkansas,W,0,,,1,cassanova-mckinzy-1
Ra'Shawde Myers,2014-08-30,1,Marshall,@,Miami (OH),W,0,,,1,rashawde-myers-1
Pat O'Connor,2014-08-30,1,Eastern Michigan,,Morgan State,W,1,,,1,pat-oconnor-1
Brandon Pittman,2014-08-30,1,North Carolina State,,Georgia Southern,W,0,,,1,brandon-pittman-1
Kendall Randolph,2014-08-30,1,Kentucky,,Tennessee-Martin,W,1,,,1,kendall-randolph-1
T.J. Ricks,2014-08-30,1,Old Dominion,,Hampton,W,0,,,1,tj-ricks-1
Daquan Romero,2014-08-30,1,Virginia,,UCLA,L,1,,,1,daquan-romero-1
Joe Schobert,2014-08-30,1,Wisconsin,N,Louisiana State,L,0,,,1,joe-schobert-1
Tim Scott,2014-08-30,1,North Carolina,,Liberty,W,0,,,1,tim-scott-1
Gary Scruggs,2014-08-30,1,Old Dominion,,Hampton,W,0,,,1,gary-scruggs-1
Ian Simon,2014-08-30,1,Missouri,,South Dakota State,W,0,,,1,ian-simon-1
Richie Staton,2014-08-30,1,Old Dominion,,Hampton,W,1,,,1,richie-staton-1
Jordan Sterns,2014-08-30,1,Oklahoma State,N,Florida State,L,0,,,1,jordan-sterns-1
Robenson Therezie,2014-08-30,1,Auburn,,Arkansas,W,0,,,1,robenson-therezie-1
Mike Tuaua,2014-08-30,1,Texas Christian,,Samford,W,0,,,2,mike-tuaua-1
Alex Twine,2014-08-30,1,Maryland,,James Madison,W,0,,,1,alex-twine-1
Nate Vance,2014-08-30,1,Kent State,,Ohio,L,1,,,1,nate-vance-1
Johnathon White,2014-08-30,1,East Carolina,,North Carolina Central,W,0,,,1,johnathon-white-1
Chase Williams,2014-08-30,1,Virginia Tech,,William & Mary,W,0,,,1,chase-williams-1
P.J. Williams,2014-08-30,1,Florida State,N,Oklahoma State,W,1,,,1,pj-williams-1
Kyrie Wilson,2014-08-30,1,Fresno State,@,Southern California,L,0,,,1,kyrie-wilson-1
Demetrius Woodard,2014-08-30,1,Texas State,,Arkansas-Pine Bluff,W,0,,,1,demetrius-woodard-1
Duran Workman,2014-08-30,1,Nevada,,Southern Utah,W,0,,,1,duran-workman-1
Sterling Wright,2014-08-30,1,Arkansas State,,Montana State,W,0,,,1,sterling-wright-1
Jacquez Young,2014-08-30,1,Troy,@,Alabama-Birmingham,L,0,,,1,jacquez-young-1
Anthony Zappone,2014-08-30,1,Eastern Michigan,,Morgan State,W,1,,,1,anthony-zappone-1
Aiavion Edwards,2014-08-31,1,Baylor,,Southern Methodist,W,1,,,1,aiavion-edwards-1
Bryce Hager,2014-08-31,1,Baylor,,Southern Methodist,W,0,,,1,bryce-hager-1
A.J. Johnson,2014-08-31,1,Tennessee,,Utah State,W,0,,,1,aj-johnson-5
Shawn Oakman,2014-08-31,1,Baylor,,Southern Methodist,W,0,,,1,shawn-oakman-1
Caleb Tuisosopo,2014-08-31,1,Southern Methodist,@,Baylor,L,0,,,1,caleb-tuisosopo-1
Taylor Young,2014-08-31,1,Baylor,,Southern Methodist,W,0,,,1,taylor-young-1
Thurston Armbrister,2014-09-01,1,Miami (FL),@,Louisville,L,1,,,1,thurston-armbrister-1
Anthony Chickillo,2014-09-01,1,Miami (FL),@,Louisville,L,0,,,1,anthony-chickillo-1
Devin Abraham,2014-09-06,2,South Florida,,Maryland,L,0,,,1,devin-abraham-1
Matthew Adams,2014-09-06,2,Houston,,Grambling State,W,0,,,1,matthew-adams-1
Derek Akunne,2014-09-06,2,North Texas,,Southern Methodist,W,0,,,1,derek-akunne-1
Michael Alisa,2014-09-06,2,Brigham Young,@,Texas,W,0,,,1,michael-alisa-1
Thurston Armbrister,2014-09-06,2,Miami (FL),,Florida A&M,W,0,,,1,thurston-armbrister-1
Kalei Auelua,2014-09-06,2,New Mexico State,@,Georgia State,W,2,,,1,kalei-auelua-1
Neiron Ball,2014-09-06,2,Florida,,Eastern Michigan,W,0,,,1,neiron-ball-1
Todd Barr,2014-09-06,2,California,,Sacramento State,W,0,,,1,todd-barr-1
Taylor Barton,2014-09-06,2,Illinois,,Western Kentucky,W,0,,,1,taylor-barton-3
Joey Bosa,2014-09-06,2,Ohio State,,Virginia Tech,L,0,,,1,joey-bosa-1
Caleb Brantley,2014-09-06,2,Florida,,Eastern Michigan,W,1,,,1,caleb-brantley-1
Terrell Brigham,2014-09-06,1,South Alabama,@,Kent State,W,0,,,1,terrell-brigham-1
Malcolm Brown,2014-09-06,2,Texas,,Brigham Young,L,0,,,1,malcolm-brown-2
Derrick Calloway,2014-09-06,2,South Florida,,Maryland,L,0,,,1,derrick-calloway-1
Kimmie Carson,2014-09-06,2,New Mexico,,Arizona State,L,0,,,1,kimmie-carson-1
Brandon Chubb,2014-09-06,2,Wake Forest,,Gardner-Webb,W,0,,,1,brandon-chubb-1
Henry Coley,2014-09-06,2,Virginia,,Richmond,W,0,,,1,henry-coley-1
Simon Connette,2014-09-06,2,San Jose State,@,Auburn,L,1,,,1,simon-connette-1
Quintin Cooper,2014-09-06,2,Ball State,@,Iowa,L,0,,,1,quintin-cooper-1
Valdon Cooper,2014-09-06,1,Georgia Southern,,Savannah State,W,0,,,1,valdon-cooper-2
Kamalei Correa,2014-09-06,2,Boise State,,Colorado State,W,0,,,1,kamalei-correa-1
Antonio Crawford,2014-09-06,2,Miami (FL),,Florida A&M,W,0,,,1,antonio-crawford-1
Tevin Crews,2014-09-06,2,Alabama-Birmingham,@,Mississippi State,L,0,,,1,tevin-crews-1
Zach Cunningham,2014-09-06,2,Vanderbilt,,Mississippi,L,0,,,1,zach-cunningham-1
Robertson Daniel,2014-09-06,2,Brigham Young,@,Texas,W,2,,,1,robertson-daniel-1
Ronald Darby,2014-09-06,2,Florida State,,Citadel,W,0,,,1,ronald-darby-1
Devon Edwards,2014-09-06,2,Duke,@,Troy,W,0,,,2,devon-edwards-1
Sharif Finch,2014-09-06,2,Temple,,Navy,L,2,,1,1,sharif-finch-1
Kenny Flowers,2014-09-06,2,Auburn,,San Jose State,W,0,,,1,kenny-flowers-2
Sean Folliard,2014-09-06,2,Northern Illinois,@,Northwestern,W,0,,,1,sean-folliard-1
Earl Foster,2014-09-06,2,Houston,,Grambling State,W,0,,,1,earl-foster-1
Quentin Gause,2014-09-06,2,Rutgers,,Howard,W,0,,,1,quentin-gause-1
Deonte Gibson,2014-09-06,2,Northwestern,,Northern Illinois,L,0,,,1,deonte-gibson-1
Torrey Green,2014-09-06,2,Utah State,,Idaho State,W,1,,,1,torrey-green-1
Brandon Greer,2014-09-06,2,Central Michigan,@,Purdue,W,1,,,1,brandon-greer-2
Khalia Hackett,2014-09-06,2,Arkansas,,Nicholls State,W,0,,,1,khalia-hackett-1
Marcus Hardison,2014-09-06,2,Arizona State,@,New Mexico,W,1,,,1,marcus-hardison-1
Eli Harold,2014-09-06,2,Virginia,,Richmond,W,1,,,1,eli-harold-1
Devyn Harris,2014-09-06,2,Wyoming,,Air Force,W,0,,,1,devyn-harris-1
Maleki Harris,2014-09-06,1,South Alabama,@,Kent State,W,0,,,1,maleki-harris-1
Nigel Harris,2014-09-06,2,South Florida,,Maryland,L,1,,,2,nigel-harris-1
Jesse Hayes,2014-09-06,2,Wisconsin,,Western Illinois,W,0,,,1,jesse-hayes-1
Andrew Hendrix,2014-09-06,2,Miami (OH),,Eastern Kentucky,L,0,,,1,andrew-hendrix-1
Dalton Herrington,2014-09-06,2,New Mexico State,@,Georgia State,W,0,,,1,dalton-herrington-1
Demarcus Hodge,2014-09-06,2,Arkansas,,Nicholls State,W,0,,,1,demarcus-hodge-1
Money Hunter,2014-09-06,2,Arkansas State,@,Tennessee,L,0,,,1,money-hunter-1
Dominick Jackson,2014-09-06,2,Alabama,,Florida Atlantic,W,0,,,1,dominick-jackson-1
Tank Jakes,2014-09-06,2,Memphis,@,UCLA,L,0,,,1,tank-jakes-1
David Johnson,2014-09-06,2,Missouri,@,Toledo,W,0,,,1,david-johnson-11
Jabral Johnson,2014-09-06,2,Oregon State,@,Hawaii,W,0,,,1,jabral-johnson-1
Tony Johnson,2014-09-06,2,Louisiana Tech,@,Louisiana,W,0,,,1,tony-johnson-7
Cyrus Jones,2014-09-06,2,Alabama,,Florida Atlantic,W,0,,,1,cyrus-jones-1
Jarron Jones,2014-09-06,2,Notre Dame,,Michigan,W,0,,,1,jarron-jones-1
Sidney Jones,2014-09-06,2,Washington,,Eastern Washington,W,0,,,1,sidney-jones-1
Jayshawn Jordan,2014-09-06,2,Idaho,@,Louisiana-Monroe,L,0,,,1,jayshawn-jordan-1
Cody Kater,2014-09-06,2,Central Michigan,@,Purdue,W,0,,,1,cody-kater-1
Darvin Kidsy,2014-09-06,2,North Texas,,Southern Methodist,W,0,,,1,darvin-kidsy-1
Davonte Lambert,2014-09-06,2,Auburn,,San Jose State,W,0,,,1,davonte-lambert-1
Taboris Lee,2014-09-06,2,Louisiana,,Louisiana Tech,L,0,,,1,taboris-lee-1
Jherremya Leuta-Douyere,2014-09-06,2,Brigham Young,@,Texas,W,0,,,1,jherremya-leuta-douyere-1
Antoine Lewis,2014-09-06,2,Purdue,,Central Michigan,L,0,,,1,antoine-lewis-1
Levander Liggins,2014-09-06,2,Louisiana Tech,@,Louisiana,W,1,,,1,levander-liggins-1
Dee Maggitt,2014-09-06,2,Hawaii,,Oregon State,L,0,,,1,dee-maggitt-1
Joe Massaquoi,2014-09-06,2,Marshall,,Rhode Island,W,0,,,1,joe-massaquoi-1
Dasman McCullum,2014-09-06,2,Southern Mississippi,,Alcorn State,W,0,,,1,dasman-mccullum-1
Danzel McDaniel,2014-09-06,2,Kansas State,@,Iowa State,W,0,,,1,danzel-mcdaniel-1
David Milewski,2014-09-06,2,Rutgers,,Howard,W,0,,,1,david-milewski-1
Marlon Moore,2014-09-06,2,Northern Illinois,@,Northwestern,W,0,,,1,marlon-moore-3
Derrick Nnadi,2014-09-06,2,Florida State,,Citadel,W,0,,,1,derrick-nnadi-1
Mayomi Olootu,2014-09-06,2,Northern Illinois,@,Northwestern,W,0,,,1,mayomi-olootu-1
Drew Ott,2014-09-06,2,Iowa,,Ball State,W,0,,,1,drew-ott-1
Denzell Perine,2014-09-06,2,Florida International,,Wagner,W,0,,,1,denzell-perine-1
Joseph Peterson,2014-09-06,2,Georgia State,,New Mexico State,L,0,,,1,joseph-peterson-1
Chad Polk,2014-09-06,2,North Texas,,Southern Methodist,W,0,,,1,chad-polk-1
Jihaad Pretlow,2014-09-06,2,Temple,,Navy,L,0,,,1,jihaad-pretlow-1
Jimmy Pruitt,2014-09-06,2,San Jose State,@,Auburn,L,0,,,1,jimmy-pruitt-1
Damarious Randall,2014-09-06,2,Arizona State,@,New Mexico,W,0,,,1,damarious-randall-1
Jordan Richards,2014-09-06,2,Stanford,,Southern California,L,0,,,1,jordan-richards-2
Rayguan Sam,2014-09-06,1,Georgia Southern,,Savannah State,W,1,,,1,rayguan-sam-1
Bud Sasser,2014-09-06,2,Missouri,@,Toledo,W,0,,,1,bud-sasser-1
Brennan Scarlett,2014-09-06,2,California,,Sacramento State,W,0,,,1,brennan-scarlett-1
Joe Schmidt,2014-09-06,2,Notre Dame,,Michigan,W,0,,,1,joe-schmidt-1
Gus Schwieterman,2014-09-06,2,Bowling Green State,,Virginia Military Institute,W,1,,,1,gus-schwieterman-1
Paul Senn,2014-09-06,2,Bowling Green State,,Virginia Military Institute,W,1,,,1,paul-senn-1
Lee Skinner,2014-09-06,2,Buffalo,@,Army,L,1,,,1,lee-skinner-1
Cordero Smith,2014-09-06,2,Louisiana-Monroe,,Idaho,W,0,,,1,cordero-smith-1
Kevin Snyder,2014-09-06,2,Rutgers,,Howard,W,0,,,1,kevin-snyder-3
Shermarke Spence,2014-09-06,2,Florida International,,Wagner,W,0,,,1,shermarke-spence-1
Jordan Stanton,2014-09-06,2,Wyoming,,Air Force,W,0,,,1,jordan-stanton-1
J.R. Tavai,2014-09-06,2,Southern California,@,Stanford,W,0,,,1,jr-tavai-1
Wonderful Terry,2014-09-06,2,Western Kentucky,@,Illinois,L,1,95,1,1,wonderful-terry-1
Eric Thomas,2014-09-06,2,Tulane,,Georgia Tech,L,0,,,1,eric-thomas-5
Jyquis Thomas,2014-09-06,2,Temple,,Navy,L,0,,,1,jyquis-thomas-1
Tedric Thompson,2014-09-06,2,Colorado,@,Massachusetts,W,0,,,1,tedric-thompson-1
John Timu,2014-09-06,2,Washington,,Eastern Washington,W,0,,,1,john-timu-1
Max Valles,2014-09-06,2,Virginia,,Richmond,W,1,,,1,max-valles-1
Michael Wakefield,2014-09-06,2,Florida International,,Wagner,W,2,,,1,michael-wakefield-1
Demarcus Walker,2014-09-06,2,Florida State,,Citadel,W,0,,,1,demarcus-walker-1
Jihad Ward,2014-09-06,2,Illinois,,Western Kentucky,W,0,,,1,jihad-ward-1
D.J. Welter,2014-09-06,2,Louisiana State,,Sam Houston State,W,0,,,1,dj-welter-1
Rashad Williams,2014-09-06,2,Georgia Southern,,Savannah State,W,1,,,1,rashad-williams-1
Terran Williams,2014-09-06,2,Western Kentucky,@,Illinois,L,0,,,1,terran-williams-2
Ryan Williamson,2014-09-06,2,Buffalo,@,Army,L,0,,,1,ryan-williamson-1
Damien Wilson,2014-09-06,2,Minnesota,,Middle Tennessee State,W,0,,,1,damien-wilson-1
Darrian Wright,2014-09-06,2,Southern Methodist,@,North Texas,L,0,,,1,darrian-wright-1
Kentrell Brice,2014-09-11,3,Louisiana Tech,@,North Texas,W,0,,,1,kentrell-brice-1
Adrian McDonald,2014-09-11,3,Houston,@,Brigham Young,L,1,,,1,adrian-mcdonald-1
Terrell Pinson,2014-09-11,3,Louisiana Tech,@,North Texas,W,1,,,1,terrell-pinson-1
Steven Taylor,2014-09-11,3,Houston,@,Brigham Young,L,0,,,1,steven-taylor-1
Xavier Woods,2014-09-11,3,Louisiana Tech,@,North Texas,W,0,,,1,xavier-woods-1
Grant Coleman,2014-09-12,1,Cincinnati,,Toledo,W,0,,,1,grant-coleman-1
Dewayne Alford,2014-09-13,3,Virginia Tech,,East Carolina,L,0,,,1,dewayne-alford-1
Quinton Alston,2014-09-13,3,Iowa,,Iowa State,L,0,,,1,quinton-alston-1
Arik Armstead,2014-09-13,3,Oregon,,Wyoming,W,0,,,1,arik-armstead-1
Ade Aruna,2014-09-13,3,Tulane,,Southeastern Louisiana,W,0,,,1,ade-aruna-1
Poncho Barnwell,2014-09-13,3,Old Dominion,,Eastern Michigan,W,0,,,1,poncho-barnwell-1
Thomas Brown,2014-09-13,3,Wake Forest,@,Utah State,L,0,,,1,thomas-brown-3
Brandin Bryant,2014-09-13,3,Florida Atlantic,,Tulsa,W,0,,,1,brandin-bryant-1
Deon Bush,2014-09-13,3,Miami (FL),,Arkansas State,W,0,,,1,deon-bush-1
Hatari Byrd,2014-09-13,3,Oklahoma,,Tennessee,W,0,,,1,hatari-byrd-1
Alex Carter,2014-09-13,3,Stanford,,Army,W,0,,,1,alex-carter-1
Tre Clifton,2014-09-13,3,Miami (OH),@,Michigan,L,0,,,1,tre-clifton-1
Eric Crume,2014-09-13,2,Syracuse,@,Central Michigan,W,0,,,1,eric-crume-1
Armonze Daniel,2014-09-13,3,Marshall,,Ohio,W,0,,,2,armonze-daniel-1
Dyshawn Davis,2014-09-13,2,Syracuse,@,Central Michigan,W,0,,,1,dyshawn-davis-1
Paul Dawson,2014-09-13,2,Texas Christian,,Minnesota,W,1,,,1,paul-dawson-1
Trey Dudley-Giles,2014-09-13,3,Massachusetts,@,Vanderbilt,L,0,,,1,trey-dudley-giles-1
Steve Edmond,2014-09-13,3,Texas,N,UCLA,L,0,,,1,steve-edmond-1
Brooks Ellis,2014-09-13,3,Arkansas,@,Texas Tech,W,0,,,1,brooks-ellis-1
Trae Elston,2014-09-13,3,Mississippi,,Louisiana,W,1,,,1,trae-elston-1
Dante Fowler Jr.,2014-09-13,3,Florida,,Kentucky,W,0,,,1,dante-fowler-jr-1
Jamal Golden,2014-09-13,3,Georgia Tech,,Georgia Southern,W,0,,,1,jamal-golden-1
Nicholas Grigsby,2014-09-13,3,Pittsburgh,@,Florida International,W,0,,,1,nicholas-grigsby-1
Jake Hanks,2014-09-13,3,Tulsa,@,Florida Atlantic,L,0,,,1,jake-hanks-1
Maleki Harris,2014-09-13,2,South Alabama,,Mississippi State,L,0,,,2,maleki-harris-1
Rickey Hatley,2014-09-13,3,Missouri,,Central Florida,W,0,,,1,rickey-hatley-1
Quentin Hayes,2014-09-13,3,Oklahoma,,Tennessee,W,1,,,1,quentin-hayes-1
Marquis Haynes,2014-09-13,3,Mississippi,,Louisiana,W,0,,,1,marquis-haynes-1
Gerod Holliman,2014-09-13,3,Louisville,@,Virginia,L,0,,,1,gerod-holliman-1
Amos Houston,2014-09-13,3,Eastern Michigan,@,Old Dominion,L,0,,,1,amos-houston-1
Andrew Hudson,2014-09-13,3,Washington,,Illinois,W,0,,,1,andrew-hudson-2
Chucky Hunter,2014-09-13,2,Texas Christian,,Minnesota,W,0,,,1,chucky-hunter-1
Joshua Kalu,2014-09-13,3,Nebraska,@,Fresno State,W,0,,,1,joshua-kalu-1
Kevin King,2014-09-13,3,Washington,,Illinois,W,0,,,1,kevin-king-5
Laryan King,2014-09-13,3,Colorado State,,California-Davis,W,0,,,1,laryan-king-1
Rasheen Lemon,2014-09-13,3,Northern Illinois,@,Nevada-Las Vegas,W,0,,,1,rasheen-lemon-1
Richard Leonard,2014-09-13,3,Florida International,,Pittsburgh,L,1,,,1,richard-leonard-1
Antoine Lewis,2014-09-13,3,Purdue,N,Notre Dame,L,0,,,1,antoine-lewis-1
William Likely,2014-09-13,3,Maryland,,West Virginia,L,0,,,1,william-likely-1
Jordan Lomax,2014-09-13,3,Iowa,,Iowa State,L,0,,,1,jordan-lomax-1
Jack Lynn,2014-09-13,3,Minnesota,@,Texas Christian,L,0,,,2,jack-lynn-1
Tyriq McCord,2014-09-13,3,Miami (FL),,Arkansas State,W,0,,,1,tyriq-mccord-1
Mason Monheim,2014-09-13,3,Illinois,@,Washington,L,0,,,1,mason-monheim-1
Marques Moore,2014-09-13,3,Kent State,@,Ohio State,L,0,,,1,marques-moore-1
Armand Nance,2014-09-13,3,Boise State,@,Connecticut,W,0,,,1,armand-nance-1
Romeo Okwara,2014-09-13,3,Notre Dame,N,Purdue,W,0,,,1,romeo-okwara-1
C.J. Olaniyan,2014-09-13,3,Penn State,@,Rutgers,W,0,,,1,cj-olaniyan-1
Marcus Oliver,2014-09-13,2,Indiana,@,Bowling Green State,L,0,,,1,marcus-oliver-2
Damian Parms,2014-09-13,3,Florida Atlantic,,Tulsa,W,0,,,1,damian-parms-1
Torrodney Prevot,2014-09-13,3,Oregon,,Wyoming,W,0,,,1,torrodney-prevot-1
Shane Ray,2014-09-13,3,Missouri,,Central Florida,W,0,,,1,shane-ray-1
Terrell Reid,2014-09-13,3,Old Dominion,,Eastern Michigan,W,0,,,1,terrell-reid-1
Tevin Shaw,2014-09-13,2,Kansas,@,Duke,L,0,,,1,tevin-shaw-1
Jordan Simone,2014-09-13,3,Arizona State,@,Colorado,W,0,,,1,jordan-simone-2
Demond Smith,2014-09-13,3,Georgia Tech,,Georgia Southern,W,0,,,1,demond-smith-1
Preston Smith,2014-09-13,3,Mississippi State,@,South Alabama,W,0,,,1,preston-smith-2
Matthew Sommers,2014-09-13,3,Kent State,@,Ohio State,L,0,,,1,matthew-sommers-1
Frankie Sutera,2014-09-13,3,Utah State,,Wake Forest,W,0,,,1,frankie-sutera-1
Taylor Taliulu,2014-09-13,3,Washington State,,Portland State,W,0,,,1,taylor-taliulu-1
Thomas Teal,2014-09-13,3,North Carolina State,@,South Florida,W,0,,,1,thomas-teal-1
Dymonte Thomas,2014-09-13,3,Michigan,,Miami (OH),W,0,,,1,dymonte-thomas-1
Sean Thomas,2014-09-13,3,Louisiana,@,Mississippi,L,0,,,1,sean-thomas-1
Avery Thompson,2014-09-13,3,Maryland,,West Virginia,L,0,,,1,avery-thompson-1
Nick Usher,2014-09-13,3,Texas-El Paso,,New Mexico State,W,0,,,1,nick-usher-1
Peni Vea,2014-09-13,3,Nevada-Las Vegas,,Northern Illinois,L,0,,,1,peni-vea-1
Nick Vigil,2014-09-13,3,Utah State,,Wake Forest,W,0,,,1,nick-vigil-1
Charlie Walker,2014-09-13,3,Bowling Green State,,Indiana,W,0,,,1,charlie-walker-1
Charleston White,2014-09-13,3,Washington State,,Portland State,W,0,,,1,charleston-white-1
Randall Evans,2014-09-18,3,Kansas State,,Auburn,L,0,,,1,randall-evans-1
Kris Frost,2014-09-18,3,Auburn,@,Kansas State,W,0,,,1,kris-frost-1
Chris Dunkley,2014-09-19,4,South Florida,,Connecticut,W,1,,,1,chris-dunkley-1
Kwon Alexander,2014-09-20,4,Louisiana State,,Mississippi State,L,0,,,1,kwon-alexander-1
