Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
John Chenal,2019-08-30,1,Wisconsin,@,South Florida,W,0,,,1,john-chenal-1
Elijah Garcia,2019-08-30,1,Rice,@,Army,L,0,,,1,elijah-garcia-1
Cole Hahn,2019-08-30,1,Michigan State,,Tulsa,W,0,,,1,cole-hahn-1
Kolby Harvell-Peel,2019-08-30,1,Oklahoma State,@,Oregon State,W,0,,,1,kolby-harvell-peel-1
Isaiahh Loudermilk,2019-08-30,1,Wisconsin,@,South Florida,W,0,,,1,isaiahh-loudermilk-1
Patrick Macon,2019-08-30,1,South Florida,,Wisconsin,L,0,,,1,patrick-macon-1
Aaron Maddox,2019-08-30,1,Colorado,N,Colorado State,W,0,,,1,aaron-maddox-1
E.J. Muhammad,2019-08-30,1,Nevada,,Purdue,W,1,,,1,ej-muhammad-1
Jacub Panasiuk,2019-08-30,1,Michigan State,,Tulsa,W,0,,,1,jacub-panasiuk-1
Reggie Pearson,2019-08-30,1,Wisconsin,@,South Florida,W,0,,,1,reggie-pearson-1
Dom Peterson,2019-08-30,1,Nevada,,Purdue,W,0,,,1,dom-peterson-1
Jonathan Van Diest,2019-08-30,1,Colorado,N,Colorado State,W,0,,,1,jonathan-van-diest-1
Raequan Williams,2019-08-30,1,Michigan State,,Tulsa,W,0,,,1,raequan-williams-1
David Woodward,2019-08-30,1,Utah State,@,Wake Forest,L,0,,,2,david-woodward-1
Feleti Afemui,2019-08-31,1,Vanderbilt,,Georgia,L,0,,,1,feleti-afemui-1
Jonathan Alexander,2019-08-31,1,Kansas State,,Nicholls State,W,1,,1,1,jonathan-alexander-1
Carlos Becker,2019-08-31,1,Florida State,,Boise State,L,0,,,1,carlos-becker-1
Luc Bequette,2019-08-31,1,California,,California-Davis,W,0,,,1,luc-bequette-1
Daniel Bolden,2019-08-31,1,Toledo,@,Kentucky,L,0,,,2,daniel-bolden-1
Racheem Boothe,2019-08-31,1,Southern Mississippi,,Alcorn State,W,0,,,1,racheem-boothe-1
William Bradley-King,2019-08-31,1,Arkansas State,,Southern Methodist,L,0,,,1,william-bradley-king-1
Phil Campbell,2019-08-31,1,Pittsburgh,,Virginia,L,0,,,1,phil-campbell-1
K'Lavon Chaisson,2019-08-31,1,Louisiana State,,Georgia Southern,W,0,,,1,klavon-chaisson-1
Jashon Cornell,2019-08-31,1,Ohio State,,Florida Atlantic,W,0,,,1,jashon-cornell-1
Nizaire Cromartie,2019-08-31,1,Navy,,Holy Cross,W,1,,,1,nizaire-cromartie-1
Will Dabbs,2019-08-31,1,North Carolina State,,East Carolina,W,0,,,1,will-dabbs-1
Tae Daley,2019-08-31,1,Vanderbilt,,Georgia,L,0,,,1,tae-daley-1
Rion Davis,2019-08-31,1,Liberty,,Syracuse,L,1,,,1,rion-davis-1
Paddy Fisher,2019-08-31,1,Northwestern,@,Stanford,L,0,,,1,paddy-fisher-1
Antonio Fletcher,2019-08-31,1,Arkansas State,,Southern Methodist,L,0,,,1,antonio-fletcher-1
Paris Ford,2019-08-31,1,Pittsburgh,,Virginia,L,0,,,1,paris-ford-1
Esaias Gandy,2019-08-31,1,Wyoming,,Missouri,W,0,,,1,esaias-gandy-1
Gregory Grate Jr,2019-08-31,1,Middle Tennessee State,@,Michigan,L,0,,,1,gregory-grate-jr-1
Tyler Hall,2019-08-31,1,Wyoming,,Missouri,W,0,,,1,tyler-hall-2
Jake Hansen,2019-08-31,1,Illinois,,Akron,W,1,,,1,jake-hansen-1
Tate Haynes,2019-08-31,1,Boston College,,Virginia Tech,W,0,,,1,tate-haynes-1
Saeed Holt,2019-08-31,1,Toledo,@,Kentucky,L,0,,,1,saeed-holt-1
Jaycee Horn,2019-08-31,1,South Carolina,N,North Carolina,L,0,,,2,jaycee-horn-1
Aidan Hutchinson,2019-08-31,1,Michigan,,Middle Tennessee State,W,0,,,1,aidan-hutchinson-1
Tanner Ingle,2019-08-31,1,North Carolina State,,East Carolina,W,0,,,1,tanner-ingle-1
Daniel Isom,2019-08-31,1,Washington State,,New Mexico State,W,0,,,1,daniel-isom-1
Lamar Jackson,2019-08-31,1,Nebraska,,South Alabama,W,0,,,1,lamar-jackson-2
Michael Jacquet,2019-08-31,1,Louisiana,N,Mississippi State,L,0,,,1,michael-jacquet-1
Shemar Jean-Charles,2019-08-31,1,Appalachian State,,East Tennessee State,W,0,,,1,shemar-jean-charles-1
Deandre Johnson,2019-08-31,1,Tennessee,,Georgia State,L,0,,,1,deandre-johnson-5
Kingsley Jonathan,2019-08-31,1,Syracuse,@,Liberty,W,1,,,1,kingsley-jonathan-1
Evan Jones,2019-08-31,1,Georgia State,@,Tennessee,W,0,,,1,evan-jones-2
Jacoby Jones,2019-08-31,1,Texas,,Louisiana Tech,W,0,,,1,jacoby-jones-2
Kekaula Kaniho,2019-08-31,1,Boise State,@,Florida State,W,0,,,1,kekaula-kaniho-1
Silas Kelly,2019-08-31,1,Coastal Carolina,,Eastern Michigan,L,0,,,1,silas-kelly-1
Rashard Lawrence,2019-08-31,1,Louisiana State,,Georgia Southern,W,0,,,1,rashard-lawrence-1
Akileis Leroy,2019-08-31,1,Florida Atlantic,@,Ohio State,L,0,,,1,akileis-leroy-1
Arron Mosby,2019-08-31,1,Fresno State,@,Southern California,L,0,,,1,arron-mosby-1
Gabriel Murphy,2019-08-31,1,North Texas,,Abilene Christian,W,0,,,1,gabriel-murphy-1
Hamsah Nasirildeen,2019-08-31,1,Florida State,,Boise State,L,0,,,2,hamsah-nasirildeen-1
Jeffrey Okudah,2019-08-31,1,Ohio State,,Florida Atlantic,W,0,,,1,jeffrey-okudah-1
Hansky Paillant,2019-08-31,1,Appalachian State,,East Tennessee State,W,0,,,1,hansky-paillant-1
Joshua Paschal,2019-08-31,1,Kentucky,,Toledo,W,0,,,1,joshua-paschal-1
Kwantel Raines,2019-08-31,1,West Virginia,,James Madison,W,0,,,1,kwantel-raines-1
Tyshun Render,2019-08-31,1,Middle Tennessee State,@,Michigan,L,1,,,1,tyshun-render-1
Justin Rice,2019-08-31,1,Fresno State,@,Southern California,L,0,,,1,justin-rice-1
Christian Richardson,2019-08-31,1,Texas-El Paso,,,W,0,,,1,christian-richardson-1
Justinn Richardson,2019-08-31,1,Old Dominion,,Norfolk State,W,0,,,1,justinn-richardson-1
Curtis Robinson,2019-08-31,1,Stanford,,Northwestern,W,0,,,2,curtis-robinson-1
De'John Rogers,2019-08-31,1,New Mexico,,Sam Houston State,W,0,,,1,dejohn-rogers-1
Tyrese Ross,2019-08-31,1,Washington State,,New Mexico State,W,0,,,1,tyrese-ross-1
Malakai Salu,2019-08-31,1,Nevada-Las Vegas,,Southern Utah,W,0,,,1,malakai-salu-1
Delontae Scott,2019-08-31,1,Southern Methodist,@,Arkansas State,W,0,,,1,delontae-scott-1
Dylan Singleton,2019-08-31,1,Duke,N,Alabama,L,0,,,1,dylan-singleton-1
Xavier Smith,2019-08-31,1,East Carolina,@,North Carolina State,L,0,,,1,xavier-smith-4
Marquiss Spencer,2019-08-31,1,Mississippi State,N,Louisiana,W,0,,,1,marquiss-spencer-1
Patrick Surtain II,2019-08-31,1,Alabama,N,Duke,W,0,,,1,patrick-surtain-ii-1
Cam Taylor,2019-08-31,1,Nebraska,,South Alabama,W,0,,,1,cam-taylor-1
Connor Taylor,2019-08-31,1,Louisiana Tech,@,Texas,L,1,,,1,connor-taylor-1
Casey Toohill,2019-08-31,1,Stanford,,Northwestern,W,0,,,1,casey-toohill-1
Marlon Tuipulotu,2019-08-31,1,Southern California,,Fresno State,W,0,,,1,marlon-tuipulotu-1
Riley Whimpey,2019-08-31,1,Boise State,@,Florida State,W,0,,,1,riley-whimpey-1
Sam Williams,2019-08-31,1,Mississippi,@,Memphis,L,0,,,1,sam-williams-8
Trill Williams,2019-08-31,1,Syracuse,@,Liberty,W,0,,,1,trill-williams-1
Hardrick Willis,2019-08-31,1,Georgia State,@,Tennessee,W,0,,,1,hardrick-willis-1
Marvin Wilson,2019-08-31,1,Florida State,,Boise State,L,0,,,1,marvin-wilson-1
Ben Wisdorf,2019-08-31,1,Wyoming,,Missouri,W,0,,,1,ben-wisdorf-1
Roy Yancey,2019-08-31,1,South Alabama,@,Nebraska,L,0,,,1,roy-yancey-1
David Anenih,2019-09-01,1,Houston,@,Oklahoma,L,0,,,1,david-anenih-1
Derek Parish,2019-09-01,1,Houston,@,Oklahoma,L,1,,,1,derek-parish-1
Ronnie Perkins,2019-09-01,1,Oklahoma,,Houston,W,0,,,1,ronnie-perkins-1
Alohi Gilman,2019-09-02,1,Notre Dame,@,Louisville,W,1,,,1,alohi-gilman-1
Chandler Jones,2019-09-02,1,Louisville,,Notre Dame,L,0,,,1,chandler-jones-4
Adetokunbo Ogundeji,2019-09-02,1,Notre Dame,@,Louisville,W,0,,,1,adetokunbo-ogundeji-1
Carlos Basham Jr.,2019-09-06,2,Wake Forest,@,Rice,W,0,,,1,carlos-basham-jr-1
Darien Butler,2019-09-06,2,Arizona State,,Sacramento State,W,0,,,1,darien-butler-1
Omari Cobb,2019-09-06,2,Marshall,@,Boise State,L,0,,,1,omari-cobb-1
Kekoa Nawahine,2019-09-06,2,Boise State,,Marshall,W,0,,,1,kekoa-nawahine-1
Cam Phillips,2019-09-06,2,Arizona State,,Sacramento State,W,0,,,1,cam-phillips-2
Fermin Silva,2019-09-06,2,Marshall,@,Boise State,L,0,,,1,fermin-silva-1
Gavin Adcock,2019-09-07,2,Georgia Southern,,Maine,W,0,,,1,gavin-adcock-1
Bradlee Anae,2019-09-07,2,Utah,,Northern Illinois,W,0,,,1,bradlee-anae-1
Kevin Atkins,2019-09-07,2,Fresno State,,Minnesota,L,0,,,1,kevin-atkins-2
Antonio Balabani,2019-09-07,2,Western Michigan,@,Michigan State,L,0,,,1,antonio-balabani-1
Joey Banks,2019-09-07,2,Buffalo,@,Penn State,L,0,,,1,joey-banks-1
Tarique Barnes,2019-09-07,2,Illinois,@,Connecticut,W,0,,,1,tarique-barnes-1
Kobie Beltram,2019-09-07,2,Eastern Michigan,@,Kentucky,L,0,,,1,kobie-beltram-1
Harrell Blackmon,2019-09-07,2,Old Dominion,@,Virginia Tech,L,0,,,1,harrell-blackmon-1
Mekhi Blackmon,2019-09-07,2,Colorado,,Nebraska,W,0,,,1,mekhi-blackmon-1
Jan-Phillip Bombek,2019-09-07,2,Colorado State,,Western Illinois,W,1,,,1,jan-phillip-bombek-1
Cameron Brown,2019-09-07,2,Penn State,,Buffalo,W,1,,,1,cameron-brown-1
Troy Brown,2019-09-07,2,Central Michigan,@,Wisconsin,L,0,,,1,troy-brown-2
Cole Christiansen,2019-09-07,2,Army,@,Michigan,L,0,,,1,cole-christiansen-1
Denzel Chukwukelu,2019-09-07,2,Texas-El Paso,@,Texas Tech,L,0,,,1,denzel-chukwukelu-1
Tyler Coyle,2019-09-07,2,Connecticut,,Illinois,L,0,,,1,tyler-coyle-1
Kamren Curl,2019-09-07,2,Arkansas,@,Mississippi,L,1,,1,1,kamren-curl-1
Ashtyn Davis,2019-09-07,2,California,@,Washington,W,0,,,1,ashtyn-davis-1
Cedrick Dort Jr.,2019-09-07,2,Kentucky,,Eastern Michigan,W,0,,,1,cedrick-dort-jr-1
Cory Durden,2019-09-07,2,Florida State,,Louisiana-Monroe,W,0,,,1,cory-durden-1
Mehdi El Attrach,2019-09-07,2,Boston College,,Richmond,W,0,,,1,mehdi-el-attrach-1
Ceneca Espinoza Jr.,2019-09-07,2,Liberty,@,Louisiana,L,1,,,1,ceneca-espinoza-jr-1
Caleb Evans,2019-09-07,2,Louisiana-Monroe,@,Florida State,L,0,,,1,caleb-evans-2
Tomon Fox,2019-09-07,2,North Carolina,,Miami (FL),W,0,,,1,tomon-fox-1
Neville Gallimore,2019-09-07,2,Oklahoma,,South Dakota,W,0,,,1,neville-gallimore-1
Dallas Gant,2019-09-07,2,Ohio State,,Cincinnati,W,0,,,1,dallas-gant-1
Jaylon George,2019-09-07,2,Western Kentucky,@,Florida International,W,0,,,1,jaylon-george-1
Cash Gilliam,2019-09-07,2,Utah State,,Stony Brook,W,0,,,1,cash-gilliam-1
Lawrence Graham,2019-09-07,2,Tulane,@,Auburn,L,0,,,1,lawrence-graham-2
Daniel Green Kan St,2019-09-07,2,Kansas State,,Bowling Green State,W,0,,,1,daniel-green-kan-st-1
Marcus Haynes,2019-09-07,2,Old Dominion,@,Virginia Tech,L,1,,,1,marcus-haynes-1
Kevin Henry,2019-09-07,2,Oklahoma State,,McNeese State,W,0,,,1,kevin-henry-3
Ja'Von Hicks,2019-09-07,2,Cincinnati,@,Ohio State,L,0,,,1,javon-hicks-1
Dallas Hobbs,2019-09-07,2,Washington State,,Northern Colorado,W,0,,,1,dallas-hobbs-1
Tre Hornbuckle,2019-09-07,2,Duke,,North Carolina A&T,W,0,,,1,tre-hornbuckle-1
Aidan Hutchinson,2019-09-07,2,Michigan,,Army,W,0,,,1,aidan-hutchinson-1
Dwayne Johnson Jr.,2019-09-07,2,San Diego State,@,UCLA,W,0,,,1,dwayne-johnson-3
D.J. Johnson,2019-09-07,2,Oregon,,Nevada,W,0,,,1,dj-johnson-9
Kelvin Johnson,2019-09-07,2,South Alabama,,Jackson State,W,0,,,1,kelvin-johnson-2
Leonard Johnson,2019-09-07,2,Duke,,North Carolina A&T,W,0,,,1,leonard-johnson-2
Mustafa Johnson,2019-09-07,2,Colorado,,Nebraska,W,0,,,1,mustafa-johnson-2
Patrick Jones II,2019-09-07,2,Pittsburgh,,Ohio,W,0,,,1,patrick-jones-ii-1
Deon Jones,2019-09-07,2,Maryland,,Syracuse,W,0,,,1,deon-jones-2
Keandre Jones,2019-09-07,2,Maryland,,Syracuse,W,0,,,1,keandre-jones-1
Thunder Keck,2019-09-07,2,Stanford,@,Southern California,L,0,,,1,thunder-keck-1
Ben Kimpler,2019-09-07,2,Miami (OH),,Tennessee Tech,W,1,,,1,ben-kimpler-1
Gabe Lemons,2019-09-07,2,Oklahoma State,,McNeese State,W,0,,,1,gabe-lemons-1
Deommodore Lenoir,2019-09-07,2,Oregon,,Nevada,W,0,,,1,deommodore-lenoir-1
Austin Lewis,2019-09-07,2,Liberty,@,Louisiana,L,0,,,1,austin-lewis-2
Xavier Lyas,2019-09-07,2,North Carolina State,,Western Carolina,W,0,,,1,xavier-lyas-1
Kenneth Major,2019-09-07,2,Purdue,,Vanderbilt,W,0,,,1,kenneth-major-1
Tyler Manoa,2019-09-07,2,UCLA,,San Diego State,L,0,,,1,tyler-manoa-1
Garrett Marino,2019-09-07,2,Alabama-Birmingham,@,Akron,W,0,,,1,garrett-marino-1
Cole McCubrey,2019-09-07,2,Massachusetts,,Southern Illinois,L,0,,,1,cole-mccubrey-1
Xavier McKinney,2019-09-07,2,Alabama,,New Mexico State,W,0,,,1,xavier-mckinney-1
Ryan Melton,2019-09-07,2,South Alabama,,Jackson State,W,0,,,1,ryan-melton-2
Mario Mora,2019-09-07,2,Wyoming,@,Texas State,W,1,,,1,mario-mora-1
D.J. Morgan,2019-09-07,2,Connecticut,,Illinois,L,1,,,1,dj-morgan-1
Terry Myrick,2019-09-07,2,Eastern Michigan,@,Kentucky,L,0,,,1,terry-myrick-1
Hamsah Nasirildeen,2019-09-07,2,Florida State,,Louisiana-Monroe,W,0,,,1,hamsah-nasirildeen-1
Sampson Niu,2019-09-07,2,Oregon,,Nevada,W,0,,,1,sampson-niu-1
Nnamdi Oguayo,2019-09-07,2,Washington State,,Northern Colorado,W,0,,,1,nnamdi-oguayo-1
Kaleb Oliver,2019-09-07,2,Georgia Tech,,South Florida,W,0,,,1,kaleb-oliver-1
Mikial Onu,2019-09-07,2,Colorado,,Nebraska,W,0,,,1,mikial-onu-1
Jacob Phillips,2019-09-07,2,Louisiana State,@,Texas,W,0,,,1,jacob-phillips-1
Hamilcar Rashed Jr,2019-09-07,2,Oregon State,@,Hawaii,L,1,,,1,hamilcar-rashed-jr-1
Labryan Ray,2019-09-07,2,Alabama,,New Mexico State,W,0,,,1,labryan-ray-1
Justin Rice,2019-09-07,2,Fresno State,,Minnesota,L,1,,,2,justin-rice-1
Elijah Riley,2019-09-07,2,Army,@,Michigan,L,1,,,1,elijah-riley-1
Nick Roberts,2019-09-07,2,South Florida,@,Georgia Tech,L,0,,,1,nick-roberts-1
Taylor Robinson,2019-09-07,2,North Texas,@,Southern Methodist,L,0,,,1,taylor-robinson-1
Dionte Ruffin,2019-09-07,2,Western Kentucky,@,Florida International,W,0,,,1,dionte-ruffin-1
Jahmal Sam,2019-09-07,2,Texas-San Antonio,@,Baylor,L,0,,,1,jahmal-sam-1
Noah Shannon,2019-09-07,2,Iowa,,Rutgers,W,1,,,1,noah-shannon-1
Arik Smith,2019-09-07,2,Army,@,Michigan,L,0,,,1,arik-smith-1
Marquiss Spencer,2019-09-07,2,Mississippi State,,Southern Mississippi,W,0,,,1,marquiss-spencer-1
Patrick Surtain II,2019-09-07,2,Alabama,,New Mexico State,W,0,,,1,patrick-surtain-ii-1
Cam Taylor,2019-09-07,2,Nebraska,@,Colorado,L,0,,,2,cam-taylor-1
Connor Taylor,2019-09-07,2,Louisiana Tech,,Grambling State,W,0,,,1,connor-taylor-1
Demetrius Taylor,2019-09-07,2,Appalachian State,,UNC Charlotte,W,0,,,1,demetrius-taylor-2
Willie Taylor,2019-09-07,2,Washington State,,Northern Colorado,W,0,,,1,willie-taylor-4
Kyahva Tezino,2019-09-07,2,San Diego State,@,UCLA,W,0,,,1,kyahva-tezino-1
Charlie Thomas,2019-09-07,2,Georgia Tech,,South Florida,W,0,,,1,charlie-thomas-2
Bryce Torneden,2019-09-07,2,Kansas,,Coastal Carolina,L,0,,,1,bryce-torneden-1
Nolan Turner,2019-09-07,2,Clemson,,Texas A&M,W,0,,,1,nolan-turner-1
Ryan Velez,2019-09-07,2,Army,@,Michigan,L,0,,,1,ryan-velez-1
Shaun Wade,2019-09-07,2,Ohio State,,Cincinnati,W,0,,,1,shaun-wade-1
Evan Weaver,2019-09-07,2,California,@,Washington,W,0,,,1,evan-weaver-1
Mark Webb,2019-09-07,2,Georgia,,Murray State,W,0,,,1,mark-webb-1
T.K. Wilkerson,2019-09-07,2,Tulsa,@,San Jose State,W,0,,,1,tk-wilkerson-1
Kyle Williams,2019-09-07,2,Ball State,,Fordham,W,0,,,1,kyle-williams-10
Dontae Wilson,2019-09-07,2,Georgia State,,Furman,W,0,,,1,dontae-wilson-1
Jahad Woods,2019-09-07,2,Washington State,,Northern Colorado,W,0,,,1,jahad-woods-1
Jamal Woods,2019-09-07,2,Illinois,@,Connecticut,W,0,,,1,jamal-woods-1
Kyree Woods,2019-09-07,2,San Diego State,@,UCLA,W,0,,,1,kyree-woods-1
Bryce Beekman,2019-09-13,3,Washington State,N,Houston,W,0,,,1,bryce-beekman-1
Jay Dineen,2019-09-13,3,Kansas,@,Boston College,W,0,,,1,jay-dineen-1
Nasir Greer,2019-09-13,3,Wake Forest,,North Carolina,W,0,,,1,nasir-greer-1
Dru Prox,2019-09-13,3,Kansas,@,Boston College,W,0,,,1,dru-prox-1
McTelvin Agim,2019-09-14,3,Arkansas,,Colorado State,W,0,,,1,mctelvin-agim-1
Trajan Bandy,2019-09-14,3,Miami (FL),,Bethune-Cookman,W,0,,,1,trajan-bandy-1
Eric Banks,2019-09-14,3,Texas-San Antonio,,Army,L,0,,,1,eric-banks-1
Reed Blankenship,2019-09-14,3,Middle Tennessee State,,Duke,L,0,,,1,reed-blankenship-1
Javhari Bourdeau,2019-09-14,3,Army,@,Texas-San Antonio,W,0,,,1,javhari-bourdeau-1
Earnest Brown IV,2019-09-14,2,Northwestern,,Nevada-Las Vegas,W,0,,,1,earnest-brown-iv-1
Da'Von Brown,2019-09-14,3,Florida Atlantic,@,Ball State,W,0,,,1,davon-brown-2
Joey Bryant,2019-09-14,3,Memphis,@,South Alabama,W,0,,,1,joey-bryant-1
Juwan Burgess,2019-09-14,3,Indiana,,Ohio State,L,0,,,1,juwan-burgess-1
Roscoe Byrd,2019-09-14,3,Georgia Southern,@,Minnesota,L,1,,1,1,roscoe-byrd-1
Amonte Caban,2019-09-14,3,Louisville,N,Western Kentucky,W,0,,,1,amonte-caban-1
Phil Campbell,2019-09-14,3,Pittsburgh,@,Penn State,L,0,,,1,phil-campbell-1
Tariq Carpenter,2019-09-14,3,Georgia Tech,,Citadel,L,0,,,1,tariq-carpenter-1
Cam'ron Carter,2019-09-14,3,Colorado State,@,Arkansas,L,1,,,1,camron-carter-1
Jarrod Carter-McLin,2019-09-14,3,Texas-San Antonio,,Army,L,0,,,1,jarrod-carter-mclin-1
Cole Christiansen,2019-09-14,3,Army,@,Texas-San Antonio,W,0,,,1,cole-christiansen-1
Brian Cole II,2019-09-14,3,Mississippi State,,Kansas State,L,0,,,1,brian-cole-ii-1
Bryce Cosby,2019-09-14,3,Ball State,,Florida Atlantic,L,0,,,1,bryce-cosby-1
Carter Coughlin,2019-09-14,3,Minnesota,,Georgia Southern,W,0,,,1,carter-coughlin-1
Aashari Crosswell,2019-09-14,3,Arizona State,@,Michigan State,W,0,,,1,aashari-crosswell-1
Chris Crumb,2019-09-14,3,Ball State,,Florida Atlantic,L,0,,,1,chris-crumb-1
Ishmael Davis,2019-09-14,3,Texas State,@,Southern Methodist,L,0,,,1,ishmael-davis-1
Lorenzo Fauatea,2019-09-14,3,Brigham Young,,Southern California,W,0,,,1,lorenzo-fauatea-1
Kavika Fonua,2019-09-14,3,Brigham Young,,Southern California,W,0,,,1,kavika-fonua-1
Joe Gaziano,2019-09-14,2,Northwestern,,Nevada-Las Vegas,W,1,,,1,joe-gaziano-1
Steven Gilmore,2019-09-14,3,Marshall,,Ohio,W,0,,,1,steven-gilmore-1
Troy Hairston,2019-09-14,3,Central Michigan,,Akron,W,0,,,1,troy-hairston-1
Darren Hall,2019-09-14,3,San Diego State,@,New Mexico State,W,0,,,2,darren-hall-1
Jaylinn Hawkins,2019-09-14,3,California,,North Texas,W,0,,,1,jaylinn-hawkins-1
Treshaun Hayward,2019-09-14,3,Western Michigan,,Georgia State,W,0,,,1,treshaun-hayward-1
Hayden Henry,2019-09-14,3,Arkansas,,Colorado State,W,0,,,1,hayden-henry-1
Willie Hibbler,2019-09-14,3,Mississippi,,Southeastern Louisiana,W,0,,,1,willie-hibbler-1
Dax Hollifield,2019-09-14,3,Virginia Tech,,Furman,W,0,,,1,dax-hollifield-1
Brody Hoying,2019-09-14,3,Eastern Michigan,@,Illinois,W,1,,,2,brody-hoying-1
Drake Jackson,2019-09-14,3,Southern California,@,Brigham Young,L,0,,,1,drake-jackson-2
James Jackson,2019-09-14,3,Louisiana Tech,@,Bowling Green State,W,0,,,1,james-jackson-5
Anfernee Jennings,2019-09-14,3,Alabama,@,South Carolina,W,0,,,1,anfernee-jennings-1
Anthony Johnson,2019-09-14,3,Louisville,N,Western Kentucky,W,1,,,1,anthony-johnson-14
Jan Johnson,2019-09-14,3,Penn State,,Pittsburgh,W,0,,,1,jan-johnson-1
Jacquez Jones,2019-09-14,3,Mississippi,,Southeastern Louisiana,W,0,,,2,jacquez-jones-2
Nico Lautanen,2019-09-14,3,Bowling Green State,,Louisiana Tech,L,0,,,1,nico-lautanen-1
Kordell Looney,2019-09-14,3,Kentucky,,Florida,L,0,,,1,kordell-looney-1
Aaron Maddox,2019-09-14,3,Colorado,,Air Force,L,0,,,1,aaron-maddox-1
Brandon Matterson,2019-09-14,3,Texas-San Antonio,,Army,L,0,,,1,brandon-matterson-1
Brandon McKinney,2019-09-14,3,Washington,,Hawaii,W,0,,,1,brandon-mckinney-3
Andrew Mims,2019-09-14,3,South Florida,,South Carolina State,W,0,,,1,andrew-mims-1
Jordan Mosley,2019-09-14,3,Maryland,@,Temple,L,0,,,1,jordan-mosley-1
Tristan Nichols,2019-09-14,3,Nevada,,Weber State,W,0,,,1,tristan-nichols-1
Mikial Onu,2019-09-14,3,Colorado,,Air Force,L,0,,,1,mikial-onu-1
Dennis Osagiede,2019-09-14,3,Massachusetts,@,UNC Charlotte,L,0,,,1,dennis-osagiede-1
Michael Pitts,2019-09-14,3,Cincinnati,,Miami (OH),W,0,,,1,michael-pitts-1
Larry Pryor,2019-09-14,3,Texas A&M,,Lamar,W,0,,,1,larry-pryor-1
Hamilcar Rashed Jr,2019-09-14,3,Oregon State,,Cal Poly,W,0,,,1,hamilcar-rashed-jr-1
Greg Reaves,2019-09-14,3,South Florida,,South Carolina State,W,1,,,1,greg-reaves-1
Stewart Reese,2019-09-14,3,Mississippi State,,Kansas State,L,0,,,1,stewart-reese-1
Elijah Riley,2019-09-14,3,Army,@,Texas-San Antonio,W,0,,,1,elijah-riley-1
Bentlee Sanders,2019-09-14,3,South Florida,,South Carolina State,W,0,,,1,bentlee-sanders-1
Rashad Smith,2019-09-14,3,Florida Atlantic,@,Ball State,W,2,,,1,rashad-smith-3
Isaiah Stalbird,2019-09-14,3,Nebraska,,Northern Illinois,W,0,,,1,isaiah-stalbird-1
Geno Stone,2019-09-14,3,Iowa,@,Iowa State,W,0,,,1,geno-stone-1
Rolliann Sturkey,2019-09-14,3,Central Michigan,,Akron,W,0,,,1,rolliann-sturkey-1
Charlie Thomas,2019-09-14,3,Georgia Tech,,Citadel,L,0,,,1,charlie-thomas-2
Amechi Uzodinma II,2019-09-14,3,Ball State,,Florida Atlantic,L,0,,,1,amechi-uzodinma-ii-1
Delano Ware,2019-09-14,3,Illinois,,Eastern Michigan,L,0,,,1,delano-ware-1
Travis Whillock,2019-09-14,2,Northwestern,,Nevada-Las Vegas,W,1,,,1,travis-whillock-1
Deondrae Williams,2019-09-14,2,Navy,,East Carolina,W,0,,,1,deondrae-williams-1
Marcus Williamson,2019-09-14,3,Ohio State,@,Indiana,W,0,,,1,marcus-williamson-1
