Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Chris Patullo,2006-08-31,1,Florida International,@,Middle Tennessee State,L,0,1,0.0,0,1,0.0,0,chris-patullo-1
Adam Carlson,2006-08-31,1,Mississippi State,,South Carolina,L,0,0,,0,1,0.0,0,adam-carlson-1
Reid Macko,2006-08-31,1,Kent State,,Minnesota,L,0,0,,0,1,0.0,0,reid-macko-1
Paul Jurado,2006-08-31,1,Tulsa,,Stephen F. Austin,W,1,1,100.0,0,0,,1,paul-jurado-1
Colby Smith,2006-08-31,1,Middle Tennessee State,,Florida International,W,1,1,100.0,0,1,0.0,1,colby-smith-1
Joel Howells,2006-08-31,1,Northwestern,@,Miami (OH),W,3,3,100.0,0,0,,3,joel-howells-1
Alex Steigerwald,2006-08-31,1,Toledo,@,Iowa State,L,3,3,100.0,0,0,,3,alex-steigerwald-1
Danny Murphy,2006-08-31,1,Temple,@,Buffalo,L,0,0,,1,1,100.0,3,danny-murphy-1
Taylor Packwood,2006-08-31,1,Buffalo,,Temple,W,0,0,,1,3,33.3,3,taylor-packwood-1
Nathan Parseghian,2006-08-31,1,Miami (OH),,Northwestern,L,0,0,,1,2,50.0,3,nathan-parseghian-1
Reagan Schneider,2006-08-31,1,Texas-El Paso,@,San Diego State,W,4,5,80.0,0,1,0.0,4,reagan-schneider-1
Jesse Ainsworth,2006-08-31,1,Arizona State,,Northern Arizona,W,5,5,100.0,0,0,,5,jesse-ainsworth-1
Rick Albreski,2006-08-31,1,Central Michigan,,Boston College,L,3,3,100.0,1,1,100.0,6,rick-albreski-1
Matt Pratt,2006-08-31,1,New Mexico State,,Southeastern Louisiana,W,3,4,75.0,1,1,100.0,6,matt-pratt-1
Ragan Walters,2006-08-31,1,Louisiana-Monroe,,Alcorn State,W,3,3,100.0,1,1,100.0,6,ragan-walters-1
Bret Culbertson,2006-08-31,1,Iowa State,,Toledo,W,4,4,100.0,1,1,100.0,7,bret-culbertson-1
Ryan Ohliger,2006-08-31,1,Boston College,@,Central Michigan,W,4,4,100.0,1,2,50.0,7,ryan-ohliger-1
Jason Giannini,2006-08-31,1,Minnesota,@,Kent State,W,5,6,83.3,1,1,100.0,8,jason-giannini-1
Brian Jackson,2006-08-31,1,Ball State,,Eastern Michigan,W,5,5,100.0,1,1,100.0,8,brian-jackson-2
Alexis Serna,2006-08-31,1,Oregon State,,Eastern Washington,W,8,8,100.0,0,1,0.0,8,alexis-serna-1
Jarod Tracy,2006-08-31,1,Tulsa,,Stephen F. Austin,W,5,5,100.0,1,1,100.0,8,jarod-tracy-1
Andrew Wellock,2006-08-31,1,Eastern Michigan,@,Ball State,L,2,2,100.0,2,2,100.0,8,andrew-wellock-1
Anthony Montgomery,2006-08-31,1,Boise State,,Sacramento State,W,6,6,100.0,1,2,50.0,9,anthony-montgomery-2
Garrett Palmer,2006-08-31,1,San Diego State,,Texas-El Paso,L,3,3,100.0,2,4,50.0,9,garrett-palmer-1
Ryan Succop,2006-08-31,1,South Carolina,@,Mississippi State,W,0,0,,3,3,100.0,9,ryan-succop-1
Matt Nuzie,2006-08-31,1,Connecticut,,Rhode Island,W,7,7,100.0,1,1,100.0,10,matt-nuzie-1
Brett Jaekle,2006-09-01,1,Nevada,@,Fresno State,L,1,2,50.0,0,0,,1,brett-jaekle-1
Clint Stitser,2006-09-01,1,Fresno State,,Nevada,W,4,4,100.0,0,0,,4,clint-stitser-1
Jared Develli,2006-09-02,1,Virginia Tech,,Northeastern,W,0,0,,0,1,0.0,0,jared-develli-1
Ryan Pretorius,2006-09-02,1,Ohio State,,Northern Illinois,W,0,0,,0,1,0.0,0,ryan-pretorius-1
Joe Surgan,2006-09-02,1,Duke,,Richmond,L,0,0,,0,2,0.0,0,joe-surgan-1
Kip Facer,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,1,2,50.0,0,0,,1,kip-facer-1
Bryant Hahnfeldt,2006-09-02,1,Vanderbilt,@,Michigan,L,1,1,100.0,0,0,,1,bryant-hahnfeldt-1
Justin Hamblin,2006-09-02,1,Utah State,@,Wyoming,L,1,1,100.0,0,0,,1,justin-hamblin-1
Denis Hopovac,2006-09-02,1,North Texas,@,Texas,L,1,1,100.0,0,1,0.0,1,denis-hopovac-1
Darren McCaleb,2006-09-02,1,Southern Mississippi,@,Florida,L,1,1,100.0,0,1,0.0,1,darren-mccaleb-1
Parker Mullins,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,1,1,100.0,0,0,,1,parker-mullins-1
Casey Welch,2006-09-02,1,Purdue,,Indiana State,W,1,1,100.0,0,0,,1,casey-welch-1
Josh Arauco,2006-09-02,1,Arkansas State,,Army,W,2,2,100.0,0,1,0.0,2,josh-arauco-1
Stephen Arnold,2006-09-02,1,Arkansas,,Southern California,L,2,2,100.0,0,0,,2,stephen-arnold-1
Sean Ellis,2006-09-02,1,Bowling Green State,,Wisconsin,L,2,2,100.0,0,0,,2,sean-ellis-1
Carl Gioia,2006-09-02,1,Notre Dame,@,Georgia Tech,W,2,2,100.0,0,2,0.0,2,carl-gioia-1
Loren Langley,2006-09-02,1,Washington State,@,Auburn,L,2,2,100.0,0,0,,2,loren-langley-1
Jake Scott,2006-09-02,1,Wyoming,,Utah State,W,2,2,100.0,0,0,,2,jake-scott-1
John Deraney,2006-09-02,1,North Carolina State,,Appalachian State,W,3,3,100.0,0,0,,3,john-deraney-1
Jeremy Ito,2006-09-02,1,Rutgers,@,North Carolina,W,3,3,100.0,0,0,,3,jeremy-ito-1
Drew Edmiston,2006-09-02,1,Louisiana,@,Louisiana State,L,0,0,,1,2,50.0,3,drew-edmiston-1
Ryan Gaudet,2006-09-02,1,Louisiana State,,Louisiana,W,0,0,,1,1,100.0,3,ryan-gaudet-1
Thomas Morstead,2006-09-02,1,Southern Methodist,@,Texas Tech,L,0,0,,1,2,50.0,3,thomas-morstead-1
Connor Barth,2006-09-02,1,North Carolina,,Rutgers,L,1,1,100.0,1,1,100.0,4,connor-barth-1
Travis Bell,2006-09-02,1,Georgia Tech,,Notre Dame,L,1,1,100.0,1,1,100.0,4,travis-bell-1
Anthony Binswanger,2006-09-02,1,Marshall,@,West Virginia,L,1,1,100.0,1,1,100.0,4,anthony-binswanger-1
Joey Bullen,2006-09-02,1,Navy,,East Carolina,W,4,4,100.0,0,1,0.0,4,joey-bullen-1
Mason Crosby,2006-09-02,1,Colorado,,Montana State,L,1,1,100.0,1,2,50.0,4,mason-crosby-1
Matt Domonkos,2006-09-02,1,Akron,@,Penn State,L,1,2,50.0,1,1,100.0,4,matt-domonkos-1
Chris Hetland,2006-09-02,1,Florida,,Southern Mississippi,W,4,4,100.0,0,0,,4,chris-hetland-1
Danny Horwedel,2006-09-02,1,Louisiana Tech,@,Nebraska,L,1,1,100.0,1,1,100.0,4,danny-horwedel-1
Louie Sakoda,2006-09-02,1,Utah,@,UCLA,L,1,1,100.0,1,1,100.0,4,louie-sakoda-1
Tom Schneider,2006-09-02,1,California,@,Tennessee,L,1,1,100.0,1,1,100.0,4,tom-schneider-1
Patrick Shadle,2006-09-02,1,Syracuse,@,Wake Forest,L,1,1,100.0,1,1,100.0,4,patrick-shadle-1
Swayze Waters,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,1,1,100.0,1,2,50.0,4,swayze-waters-1
Aaron Zagory,2006-09-02,1,Stanford,@,Oregon,L,1,1,100.0,1,3,33.3,4,aaron-zagory-1
Sergio Aguayo,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,2,2,100.0,1,1,100.0,5,sergio-aguayo-1
Tino Amancio,2006-09-02,1,Idaho,@,Michigan State,L,2,2,100.0,1,2,50.0,5,tino-amancio-1
Mike Benzer,2006-09-02,1,South Florida,,McNeese State,W,5,5,100.0,0,1,0.0,5,mike-benzer-1
Michael Braunstein,2006-09-02,1,Washington,,San Jose State,W,5,5,100.0,0,0,,5,michael-braunstein-1
Dan Kelly,2006-09-02,1,Hawaii,@,Alabama,L,2,2,100.0,1,1,100.0,5,dan-kelly-1
Robert Lee,2006-09-02,1,East Carolina,@,Navy,L,2,2,100.0,1,1,100.0,5,robert-lee-1
Taylor Mehlhaff,2006-09-02,1,Wisconsin,@,Bowling Green State,W,5,5,100.0,0,0,,5,taylor-mehlhaff-1
Aaron Pettrey,2006-09-02,1,Ohio State,,Northern Illinois,W,5,5,100.0,0,1,0.0,5,aaron-pettrey-1
Matt Szymanski,2006-09-02,1,Texas A&M,,Citadel,W,5,5,100.0,0,1,0.0,5,matt-szymanski-1
Michael Torres,2006-09-02,1,Central Florida,,Villanova,W,5,5,100.0,0,1,0.0,5,michael-torres-1
Alex Trlica,2006-09-02,1,Texas Tech,,Southern Methodist,W,5,5,100.0,0,1,0.0,5,alex-trlica-1
James Wilhoit,2006-09-02,1,Tennessee,,California,W,5,5,100.0,0,0,,5,james-wilhoit-1
Colt David,2006-09-02,1,Louisiana State,,Louisiana,W,6,6,100.0,0,0,,6,colt-david-1
Aric Goodman,2006-09-02,1,Wyoming,,Utah State,W,3,3,100.0,1,3,33.3,6,aric-goodman-1
Garrett Hartley,2006-09-02,1,Oklahoma,,Alabama-Birmingham,W,3,3,100.0,1,1,100.0,6,garrett-hartley-1
Ben Jaekle,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,3,3,100.0,1,2,50.0,6,ben-jaekle-1
Luke Juist,2006-09-02,1,Rice,,Houston,L,3,4,75.0,1,1,100.0,6,luke-juist-1
Pat McAfee,2006-09-02,1,West Virginia,,Marshall,W,6,6,100.0,0,1,0.0,6,pat-mcafee-1
Jason Reda,2006-09-02,1,Illinois,,Eastern Illinois,W,6,6,100.0,0,0,,6,jason-reda-1
Jason Smith,2006-09-02,1,Colorado State,,Weber State,W,3,4,75.0,1,1,100.0,6,jason-smith-2
Kenny Byrd,2006-09-02,1,New Mexico,,Portland State,L,0,0,,2,2,100.0,6,kenny-byrd-1
Warley Leroy,2006-09-02,1,Florida Atlantic,@,Clemson,L,0,0,,2,2,100.0,6,warley-leroy-1
Austin Miller,2006-09-02,1,Army,@,Arkansas State,L,0,0,,2,2,100.0,6,austin-miller-1
Chris Nendick,2006-09-02,1,Northern Illinois,@,Ohio State,L,0,0,,2,2,100.0,6,chris-nendick-1
Jordan Congdon,2006-09-02,1,Nebraska,,Louisiana Tech,W,7,7,100.0,0,0,,7,jordan-congdon-1
Chris Gould,2006-09-02,1,Virginia,@,Pittsburgh,L,1,1,100.0,2,2,100.0,7,chris-gould-1
T.J. Lawrence,2006-09-02,1,Houston,@,Rice,W,4,4,100.0,1,2,50.0,7,tj-lawrence-2
Kevin Lovell,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,4,4,100.0,1,1,100.0,7,kevin-lovell-1
Jared McLaughlin,2006-09-02,1,Brigham Young,@,Arizona,L,1,1,100.0,2,2,100.0,7,jared-mclaughlin-1
Justin Medlock,2006-09-02,1,UCLA,,Utah,W,4,4,100.0,1,2,50.0,7,justin-medlock-1
Scott Webb,2006-09-02,1,Kansas,,Northwestern State,W,7,7,100.0,0,1,0.0,7,scott-webb-1
Greg Johnson,2006-09-02,1,Texas,,North Texas,W,8,8,100.0,0,0,,8,greg-johnson-1
Conor Lee,2006-09-02,1,Pittsburgh,,Virginia,W,5,5,100.0,1,1,100.0,8,conor-lee-1
Nate Meyer,2006-09-02,1,Western Michigan,@,Indiana,L,2,2,100.0,2,2,100.0,8,nate-meyer-1
Brandon Pace,2006-09-02,1,Virginia Tech,,Northeastern,W,5,5,100.0,1,1,100.0,8,brandon-pace-1
Sam Swank,2006-09-02,1,Wake Forest,,Syracuse,W,2,2,100.0,2,3,66.7,8,sam-swank-1
Greg Whibbs,2006-09-02,1,Troy,,Alabama State,W,5,5,100.0,1,1,100.0,8,greg-whibbs-1
Dan Ennis,2006-09-02,1,Maryland,,William & Mary,W,3,3,100.0,2,2,100.0,9,dan-ennis-1
Matt Lasher,2006-09-02,1,Ohio,,Tennessee-Martin,W,3,3,100.0,2,2,100.0,9,matt-lasher-1
Garrett Rivas,2006-09-02,1,Michigan,,Vanderbilt,W,3,3,100.0,2,3,66.7,9,garrett-rivas-1
Austin Starr,2006-09-02,1,Indiana,,Western Michigan,W,3,5,60.0,2,2,100.0,9,austin-starr-1
Chris Summers,2006-09-02,1,Purdue,,Indiana State,W,6,7,85.7,1,1,100.0,9,chris-summers-1
Brett Swenson,2006-09-02,1,Michigan State,,Idaho,W,3,3,100.0,2,3,66.7,9,brett-swenson-1
Jeff Wolfert,2006-09-02,1,Missouri,,Murray State,W,6,6,100.0,1,2,50.0,9,jeff-wolfert-1
Nick Folk,2006-09-02,1,Arizona,,Brigham Young,W,1,1,100.0,3,4,75.0,10,nick-folk-1
Kevin Kelly,2006-09-02,1,Penn State,,Akron,W,4,4,100.0,2,2,100.0,10,kevin-kelly-1
Jason Ricks,2006-09-02,1,Oklahoma State,,Missouri State,W,7,7,100.0,1,2,50.0,10,jason-ricks-1
Jeff Snodgrass,2006-09-02,1,Kansas State,,Illinois State,W,1,1,100.0,3,4,75.0,10,jeff-snodgrass-1
Austin Signor,2006-09-02,1,Iowa,,Montana,W,5,5,100.0,2,2,100.0,11,austin-signor-1
Jared Strubeck,2006-09-02,1,San Jose State,@,Washington,L,2,3,66.7,3,3,100.0,11,jared-strubeck-1
Leigh Tiffin,2006-09-02,1,Alabama,,Hawaii,W,2,2,100.0,3,4,75.0,11,leigh-tiffin-1
Brandon Coutu,2006-09-02,1,Georgia,,Western Kentucky,W,6,6,100.0,2,2,100.0,12,brandon-coutu-1
Jad Dean,2006-09-02,1,Clemson,,Florida Atlantic,W,6,7,85.7,2,3,66.7,12,jad-dean-1
Paul Martinez,2006-09-02,1,Oregon,,Stanford,W,6,6,100.0,2,2,100.0,12,paul-martinez-1
Mario Danelo,2006-09-02,1,Southern California,@,Arkansas,W,5,6,83.3,3,3,100.0,14,mario-danelo-1
John Vaughn,2006-09-02,1,Auburn,,Washington State,W,4,4,100.0,4,5,80.0,16,john-vaughn-1
Peter Lococo,2006-09-03,1,Texas Christian,@,Baylor,W,0,0,,0,1,0.0,0,peter-lococo-1
Ryan Havens,2006-09-03,1,Baylor,,Texas Christian,L,1,1,100.0,0,1,0.0,1,ryan-havens-1
J.J. Housley,2006-09-03,1,Kentucky,@,Louisville,L,4,4,100.0,0,0,,4,jj-housley-1
Joshua Shene,2006-09-03,1,Mississippi,,Memphis,W,4,4,100.0,0,0,,4,joshua-shene-1
Trey Adams,2006-09-03,1,Memphis,@,Mississippi,L,2,2,100.0,1,1,100.0,5,trey-adams-1
Chris Manfredini,2006-09-03,1,Texas Christian,@,Baylor,W,2,2,100.0,1,1,100.0,5,chris-manfredini-1
Arthur Carmody,2006-09-03,1,Louisville,,Kentucky,W,8,8,100.0,1,2,50.0,11,arthur-carmody-1
Jon Peattie,2006-09-04,1,Miami (FL),,Florida State,L,1,1,100.0,1,1,100.0,4,jon-peattie-1
Gary Cismesia,2006-09-04,1,Florida State,@,Miami (FL),W,1,1,100.0,2,2,100.0,7,gary-cismesia-1
Alexis Serna,2006-09-07,2,Oregon State,@,Boise State,L,2,2,100.0,0,1,0.0,2,alexis-serna-1
Anthony Montgomery,2006-09-07,2,Boise State,,Oregon State,W,6,6,100.0,0,0,,6,anthony-montgomery-2
Kevin Lovell,2006-09-08,2,Cincinnati,,Pittsburgh,L,1,1,100.0,0,0,,1,kevin-lovell-1
Conor Lee,2006-09-08,2,Pittsburgh,@,Cincinnati,W,4,4,100.0,1,1,100.0,7,conor-lee-1
Thomas Morstead,2006-09-09,2,Southern Methodist,@,North Texas,L,0,1,0.0,0,0,,0,thomas-morstead-1
Eric Nappy,2006-09-09,2,Florida,,Central Florida,W,0,1,0.0,0,0,,0,eric-nappy-1
Adam Carlson,2006-09-09,2,Mississippi State,,Auburn,L,0,0,,0,1,0.0,0,adam-carlson-1
Adam Crossett,2006-09-09,2,Missouri,,Mississippi,W,0,0,,0,1,0.0,0,adam-crossett-1
Ryan Succop,2006-09-09,2,South Carolina,,Georgia,L,0,0,,0,1,0.0,0,ryan-succop-1
Romeen Abdollmohammadi,2006-09-09,2,Washington State,,Idaho,W,1,1,100.0,0,0,,1,romeen-abdollmohammadi-1
Josh Arauco,2006-09-09,2,Arkansas State,,Oklahoma State,L,1,1,100.0,0,0,,1,josh-arauco-1
Drew Edmiston,2006-09-09,2,Louisiana,@,Texas A&M,L,1,1,100.0,0,0,,1,drew-edmiston-1
Clark Fangmeier,2006-09-09,2,Rice,@,UCLA,L,1,1,100.0,0,0,,1,clark-fangmeier-1
Jason Gingell,2006-09-09,2,Michigan,,Central Michigan,W,1,1,100.0,0,0,,1,jason-gingell-1
Greg Johnson,2006-09-09,2,Texas,,Ohio State,L,1,1,100.0,0,1,0.0,1,greg-johnson-1
Reid Macko,2006-09-09,2,Kent State,@,Army,L,1,1,100.0,0,1,0.0,1,reid-macko-1
Nate Reed,2006-09-09,2,Kent State,@,Army,L,1,1,100.0,0,0,,1,nate-reed-1
Tim Schwerdt,2006-09-09,2,Kansas State,,Florida Atlantic,W,1,1,100.0,0,0,,1,tim-schwerdt-1
Joshua Shene,2006-09-09,2,Mississippi,@,Missouri,L,1,1,100.0,0,0,,1,joshua-shene-1
Ross Thevenot,2006-09-09,1,Tulane,@,Houston,L,1,1,100.0,0,1,0.0,1,ross-thevenot-1
Ragan Walters,2006-09-09,2,Louisiana-Monroe,@,Kansas,L,1,2,50.0,0,1,0.0,1,ragan-walters-1
Stephen Arnold,2006-09-09,2,Arkansas,,Utah State,W,2,3,66.7,0,1,0.0,2,stephen-arnold-1
Matt Domonkos,2006-09-09,2,Akron,@,North Carolina State,W,2,2,100.0,0,1,0.0,2,matt-domonkos-1
Sean Ellis,2006-09-09,2,Bowling Green State,,Buffalo,W,2,3,66.7,0,1,0.0,2,sean-ellis-1
Chris Patullo,2006-09-09,2,Florida International,@,South Florida,L,2,3,66.7,0,0,,2,chris-patullo-1
Alonso Rojas,2006-09-09,2,Bowling Green State,,Buffalo,W,2,3,66.7,0,0,,2,alonso-rojas-1
Brian Scott,2006-09-09,2,Kentucky,,Texas State,W,2,2,100.0,0,0,,2,brian-scott-1
Jason Smith,2006-09-09,2,Colorado State,N,Colorado,W,2,2,100.0,0,1,0.0,2,jason-smith-2
Sam Swank,2006-09-09,2,Wake Forest,,Duke,W,2,2,100.0,0,2,0.0,2,sam-swank-1
Francesco Zampogna,2006-09-09,2,Miami (FL),,Florida A&M,W,2,2,100.0,0,0,,2,francesco-zampogna-1
Mike Benzer,2006-09-09,2,South Florida,,Florida International,W,3,3,100.0,0,1,0.0,3,mike-benzer-1
Matt Harmon,2006-09-09,2,Navy,,Massachusetts,W,3,3,100.0,0,1,0.0,3,matt-harmon-2
J.J. Housley,2006-09-09,2,Kentucky,,Texas State,W,3,4,75.0,0,1,0.0,3,jj-housley-1
