Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Jesse Ainsworth,2005-09-01,1,Arizona State,,Temple,W,9,9,100.0,0,0,,9,jesse-ainsworth-1
Mike Barrow,2005-09-01,1,Idaho,@,Washington State,L,2,3,66.7,2,2,100.0,8,mike-barrow-1
Ben Bell,2005-09-01,1,Houston,,Oregon,L,3,3,100.0,0,0,,3,ben-bell-1
John Brown,2005-09-01,1,Central Florida,@,South Carolina,L,1,1,100.0,1,1,100.0,4,john-brown-1
Josh Brown,2005-09-01,1,South Carolina,,Central Florida,W,3,3,100.0,1,1,100.0,6,josh-brown-3
Brad Devault,2005-09-01,1,Tulsa,,Minnesota,L,1,1,100.0,1,2,50.0,4,brad-devault-1
Jason Giannini,2005-09-01,1,Minnesota,@,Tulsa,W,4,4,100.0,2,2,100.0,10,jason-giannini-1
Bryant Hahnfeldt,2005-09-01,1,Vanderbilt,@,Wake Forest,W,3,3,100.0,1,1,100.0,6,bryant-hahnfeldt-1
Loren Langley,2005-09-01,1,Washington State,,Idaho,W,5,5,100.0,1,1,100.0,8,loren-langley-1
Kevin Lovell,2005-09-01,1,Cincinnati,,Eastern Michigan,W,4,4,100.0,0,0,,4,kevin-lovell-1
Ryan Lux,2005-09-01,1,Temple,@,Arizona State,L,2,2,100.0,0,0,,2,ryan-lux-1
Paul Martinez,2005-09-01,1,Oregon,@,Houston,W,1,1,100.0,5,6,83.3,16,paul-martinez-1
Joel Monroe,2005-09-01,1,Minnesota,@,Tulsa,W,1,1,100.0,0,0,,1,joel-monroe-1
Matt Nuzie,2005-09-01,1,Connecticut,,Buffalo,W,5,5,100.0,1,2,50.0,8,matt-nuzie-1
Ian O'Connor,2005-09-01,1,Marshall,,William & Mary,W,3,4,75.0,1,2,50.0,6,ian-oconnor-1
Jason Robbins,2005-09-01,1,Toledo,,Western Illinois,W,8,8,100.0,2,2,100.0,14,jason-robbins-1
Sam Swank,2005-09-01,1,Wake Forest,,Vanderbilt,L,2,2,100.0,2,3,66.7,8,sam-swank-1
Ragan Walters,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,3,3,100.0,0,1,0.0,3,ragan-walters-1
Andrew Wellock,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,2,2,100.0,2,2,100.0,8,andrew-wellock-1
Rick Albreski,2005-09-02,1,Central Michigan,,Indiana,L,1,1,100.0,2,3,66.7,7,rick-albreski-1
Dan Beardall,2005-09-02,1,Utah,,Arizona,W,3,3,100.0,2,2,100.0,9,dan-beardall-1
Nick Folk,2005-09-02,1,Arizona,@,Utah,L,3,3,100.0,1,1,100.0,6,nick-folk-1
Joe Kleinsmith,2005-09-02,1,Indiana,@,Central Michigan,W,2,3,66.7,0,1,0.0,2,joe-kleinsmith-1
Keith Andrews,2005-09-03,1,Mississippi State,,Murray State,W,5,5,100.0,1,1,100.0,8,keith-andrews-1
Edgar Arceo,2005-09-03,1,Iowa State,,Illinois State,W,0,1,0.0,0,1,0.0,0,edgar-arceo-1
Stephen Arnold,2005-09-03,1,Arkansas,,Missouri State,W,1,1,100.0,0,0,,1,stephen-arnold-1
Chris Balseiro,2005-09-03,1,Arkansas,,Missouri State,W,6,6,100.0,0,1,0.0,6,chris-balseiro-1
Travis Bell,2005-09-03,1,Georgia Tech,@,Auburn,W,2,2,100.0,3,3,100.0,11,travis-bell-1
Mike Benzer,2005-09-03,1,South Florida,@,Penn State,L,1,1,100.0,0,1,0.0,1,mike-benzer-1
Joey Bullen,2005-09-03,1,Navy,N,Maryland,L,2,2,100.0,0,0,,2,joey-bullen-1
Jordan Congdon,2005-09-03,1,Nebraska,,Maine,W,1,2,50.0,4,4,100.0,13,jordan-congdon-1
Brandon Coutu,2005-09-03,1,Georgia,,Boise State,W,6,6,100.0,2,2,100.0,12,brandon-coutu-1
Mason Crosby,2005-09-03,1,Colorado,,Colorado State,W,2,2,100.0,3,3,100.0,11,mason-crosby-1
Adam Crossett,2005-09-03,1,Missouri,,Arkansas State,W,3,4,75.0,1,2,50.0,6,adam-crossett-1
Josh Cummings,2005-09-03,1,Pittsburgh,,Notre Dame,L,1,1,100.0,2,2,100.0,7,josh-cummings-1
Mario Danelo,2005-09-03,1,Southern California,@,Hawaii,W,9,9,100.0,0,1,0.0,9,mario-danelo-1
Jad Dean,2005-09-03,1,Clemson,,Texas A&M,W,1,1,100.0,6,6,100.0,19,jad-dean-1
Scott Eberle,2005-09-03,1,Air Force,@,Washington,W,2,2,100.0,2,2,100.0,8,scott-eberle-1
D.J. Fitzpatrick,2005-09-03,1,Notre Dame,@,Pittsburgh,W,6,6,100.0,0,0,,6,dj-fitzpatrick-1
Conor Foley,2005-09-03,1,New Mexico State,,Texas-El Paso,L,2,2,100.0,1,1,100.0,5,conor-foley-1
John Goss,2005-09-03,1,Michigan State,,Kent State,W,2,2,100.0,0,0,,2,john-goss-1
Garrett Hartley,2005-09-03,1,Oklahoma,,Texas Christian,L,1,1,100.0,1,2,50.0,4,garrett-hartley-1
Ryan Havens,2005-09-03,1,Baylor,@,Southern Methodist,W,2,2,100.0,2,3,66.7,8,ryan-havens-1
Chris Hetland,2005-09-03,1,Florida,,Wyoming,W,2,3,66.7,2,2,100.0,8,chris-hetland-1
Joel Howells,2005-09-03,1,Northwestern,,Ohio,W,5,5,100.0,1,3,33.3,8,joel-howells-1
Connor Hughes,2005-09-03,1,Virginia,,Western Michigan,W,4,4,100.0,1,2,50.0,7,connor-hughes-1
Josh Huston,2005-09-03,1,Ohio State,,Miami (OH),W,4,4,100.0,2,2,100.0,10,josh-huston-1
Jeremy Ito,2005-09-03,1,Rutgers,@,Illinois,L,3,3,100.0,3,7,42.9,12,jeremy-ito-1
Dan Kelly,2005-09-03,1,Hawaii,,Southern California,L,2,2,100.0,1,1,100.0,5,dan-kelly-1
Kevin Kelly,2005-09-03,1,Penn State,,South Florida,W,2,3,66.7,1,1,100.0,5,kevin-kelly-1
Daniel Kennard,2005-09-03,1,Florida Atlantic,@,Kansas,L,1,1,100.0,0,0,,1,daniel-kennard-1
Evan Knudson,2005-09-03,1,Washington,,Air Force,L,2,2,100.0,1,1,100.0,5,evan-knudson-1
Robert Lee,2005-09-03,1,East Carolina,,Duke,W,3,3,100.0,1,1,100.0,6,robert-lee-1
Peter Lococo,2005-09-03,1,Texas Christian,@,Oklahoma,W,2,2,100.0,1,1,100.0,5,peter-lococo-1
Kevin Mark,2005-09-03,1,Colorado State,@,Colorado,L,4,4,100.0,0,1,0.0,4,kevin-mark-1
Kyle Mayer,2005-09-03,1,Michigan State,,Kent State,W,3,4,75.0,0,0,,3,kyle-mayer-1
Travis Mayle,2005-09-03,1,Kent State,@,Michigan State,L,2,2,100.0,0,0,,2,travis-mayle-1
Richmond McGee,2005-09-03,1,Texas,,Louisiana,W,4,7,57.1,0,0,,4,richmond-mcgee-1
Chris McMurtray,2005-09-03,1,Southern Methodist,,Baylor,L,2,2,100.0,1,2,50.0,5,chris-mcmurtray-1
Justin Medlock,2005-09-03,1,UCLA,@,San Diego State,W,5,5,100.0,3,4,75.0,14,justin-medlock-1
Taylor Mehlhaff,2005-09-03,1,Wisconsin,,Bowling Green State,W,8,8,100.0,0,0,,8,taylor-mehlhaff-1
Nate Meyer,2005-09-03,1,Western Michigan,@,Virginia,L,1,1,100.0,4,4,100.0,13,nate-meyer-1
Anthony Montgomery,2005-09-03,1,Boise State,@,Georgia,L,1,1,100.0,0,0,,1,anthony-montgomery-2
Adam Moss,2005-09-03,1,Florida International,@,Kansas State,L,3,3,100.0,0,0,,3,adam-moss-1
Parker Mullins,2005-09-03,1,Alabama-Birmingham,@,Tennessee,L,1,1,100.0,1,1,100.0,4,parker-mullins-1
Eric Neihouse,2005-09-03,1,Arkansas State,@,Missouri,L,2,2,100.0,1,1,100.0,5,eric-neihouse-1
Chris Nendick,2005-09-03,1,Northern Illinois,@,Michigan,L,2,2,100.0,1,2,50.0,5,chris-nendick-1
Ryan Ohliger,2005-09-03,1,Boston College,@,Brigham Young,W,2,2,100.0,2,2,100.0,8,ryan-ohliger-1
Garrett Palmer,2005-09-03,1,San Diego State,,UCLA,L,1,2,50.0,0,0,,1,garrett-palmer-1
Todd Pegram,2005-09-03,1,Texas A&M,@,Clemson,L,3,3,100.0,1,1,100.0,6,todd-pegram-1
David Pino,2005-09-03,1,Texas,,Louisiana,W,2,2,100.0,0,0,,2,david-pino-1
Jason Reda,2005-09-03,1,Illinois,,Rutgers,W,3,3,100.0,2,3,66.7,9,jason-reda-1
Bruce Redden,2005-09-03,1,Oklahoma State,,Montana State,W,1,1,100.0,0,0,,1,bruce-redden-1
Garrett Rivas,2005-09-03,1,Michigan,,Northern Illinois,W,3,4,75.0,2,3,66.7,9,garrett-rivas-1
