Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Casey Barth,2008-08-30,1,North Carolina,,McNeese State,W,5,5,100.0,0,1,0.0,5,casey-barth-1
Richie Bean,2008-08-30,1,Texas A&M,,Arkansas State,L,2,2,100.0,0,2,0.0,2,richie-bean-1
Ben Bell,2008-08-30,1,Houston,,Southern,W,7,7,100.0,2,2,100.0,13,ben-bell-1
Jason Bondzio,2008-08-30,1,Arizona,,Idaho,W,7,7,100.0,0,0,,7,jason-bondzio-1
Kyle Brotzman,2008-08-30,1,Boise State,,Idaho State,W,7,7,100.0,0,0,,7,kyle-brotzman-1
Mark Buchholz,2008-08-30,1,Clemson,N,Alabama,L,1,1,100.0,1,1,100.0,4,mark-buchholz-1
David Buehler,2008-08-30,1,Southern California,@,Virginia,W,7,7,100.0,1,1,100.0,10,david-buehler-1
Wes Byrum,2008-08-30,1,Auburn,,Louisiana-Monroe,W,4,4,100.0,2,3,66.7,10,wes-byrum-1
Peter Caldwell,2008-08-30,1,Utah State,@,Nevada-Las Vegas,L,2,2,100.0,1,1,100.0,5,peter-caldwell-1
Adam Carlson,2008-08-30,1,Mississippi State,@,Louisiana Tech,L,2,2,100.0,0,0,,2,adam-carlson-1
Donnie Carona,2008-08-30,1,Texas Tech,,Eastern Washington,W,5,6,83.3,0,2,0.0,5,donnie-carona-1
Daren Daly,2008-08-30,1,Central Florida,,South Carolina State,W,2,2,100.0,1,2,50.0,5,daren-daly-1
Drew Edmiston,2008-08-30,1,Louisiana,@,Southern Mississippi,L,3,3,100.0,0,0,,3,drew-edmiston-1
Obi Egekeze,2008-08-30,1,Maryland,,Delaware,W,2,2,100.0,0,3,0.0,2,obi-egekeze-1
Matt Eller,2008-08-30,1,Illinois,N,Missouri,L,4,5,80.0,0,0,,4,matt-eller-1
Ross Evans,2008-08-30,1,Texas Christian,@,New Mexico,W,2,3,66.7,2,3,66.7,8,ross-evans-1
Matt Evensen,2008-08-30,1,Oregon,,Washington,W,4,5,80.0,1,2,50.0,7,matt-evensen-1
Morgan Flint,2008-08-30,1,Oregon,,Washington,W,1,1,100.0,0,0,,1,morgan-flint-1
Grady Fowler,2008-08-30,1,Kansas,,Florida International,W,4,5,80.0,0,0,,4,grady-fowler-1
Matt Harmon,2008-08-30,1,Navy,,Towson,W,5,5,100.0,2,3,66.7,11,matt-harmon-2
Ryan Harrison,2008-08-30,1,Air Force,,Southern Utah,W,4,4,100.0,3,3,100.0,13,ryan-harrison-1
Alex Henery,2008-08-30,1,Nebraska,,Western Michigan,W,5,5,100.0,4,4,100.0,17,alex-henery-1
Igor Iveljic,2008-08-30,1,Akron,@,Wisconsin,L,2,2,100.0,1,1,100.0,5,igor-iveljic-1
Brett Jaekle,2008-08-30,1,Nevada,,Grambling State,W,7,7,100.0,0,0,,7,brett-jaekle-1
Josh Jasper,2008-08-30,1,Louisiana State,,Appalachian State,W,5,5,100.0,2,2,100.0,11,josh-jasper-1
Dan Kelly,2008-08-30,1,Hawaii,@,Florida,L,1,1,100.0,1,1,100.0,4,dan-kelly-1
Kevin Kelly,2008-08-30,1,Penn State,,Coastal Carolina,W,7,7,100.0,1,1,100.0,10,kevin-kelly-1
Dustin Keys,2008-08-30,1,Virginia Tech,N,East Carolina,L,2,3,66.7,0,1,0.0,2,dustin-keys-1
Jeremy Knott,2008-08-30,1,North Texas,@,Kansas State,L,0,1,0.0,0,0,,0,jeremy-knott-1
Hunter Lawrence,2008-08-30,1,Texas,,Florida Atlantic,W,6,6,100.0,1,1,100.0,9,hunter-lawrence-1
Conor Lee,2008-08-30,1,Pittsburgh,,Bowling Green State,L,2,2,100.0,1,2,50.0,5,conor-lee-1
Warley Leroy,2008-08-30,1,Florida Atlantic,@,Texas,L,1,1,100.0,1,1,100.0,4,warley-leroy-1
K.C. Lopata,2008-08-30,1,Michigan,,Utah,L,2,2,100.0,1,1,100.0,5,kc-lopata-1
Nick Maggio,2008-08-30,1,Duke,,James Madison,W,4,4,100.0,1,1,100.0,7,nick-maggio-1
Pat McAfee,2008-08-30,1,West Virginia,,Villanova,W,6,6,100.0,2,2,100.0,12,pat-mcafee-1
Zac Minturn,2008-08-30,1,Western Kentucky,@,Indiana,L,1,1,100.0,2,2,100.0,7,zac-minturn-1
Joel Monroe,2008-08-30,1,Minnesota,,Northern Illinois,W,4,4,100.0,1,1,100.0,7,joel-monroe-1
Trent Mossbrucker,2008-08-30,1,Iowa,,Maine,W,2,2,100.0,2,2,100.0,8,trent-mossbrucker-1
Daniel Murray,2008-08-30,1,Iowa,,Maine,W,3,3,100.0,1,1,100.0,6,daniel-murray-1
Brad Oestriecher,2008-08-30,1,Louisiana Tech,,Mississippi State,W,1,2,50.0,3,3,100.0,10,brad-oestriecher-1
Mitch Payne,2008-08-30,1,Brigham Young,,Northern Iowa,W,5,6,83.3,0,0,,5,mitch-payne-1
Wade Penner,2008-08-30,1,Washington State,,Oklahoma State,L,1,2,50.0,0,0,,1,wade-penner-1
Ryan Perkins,2008-08-30,1,Washington,@,Oregon,L,1,1,100.0,1,1,100.0,4,ryan-perkins-1
Jonathan Phillips,2008-08-30,1,Florida,,Hawaii,W,8,8,100.0,0,0,,8,jonathan-phillips-1
John Potter,2008-08-30,1,Western Michigan,@,Nebraska,L,3,3,100.0,1,1,100.0,6,john-potter-1
Ryan Pretorius,2008-08-30,1,Ohio State,,Youngstown State,W,4,4,100.0,4,4,100.0,16,ryan-pretorius-1
Craig Ratanamorn,2008-08-30,1,Marshall,,Illinois State,W,5,5,100.0,0,0,,5,craig-ratanamorn-1
Matt Reagan,2008-08-30,1,Memphis,@,Mississippi,L,3,3,100.0,1,1,100.0,6,matt-reagan-1
Yannick Reyering,2008-08-30,1,Virginia,,Southern California,L,1,1,100.0,0,1,0.0,1,yannick-reyering-1
Dustin Rivest,2008-08-30,1,Florida International,@,Kansas,L,1,1,100.0,1,1,100.0,4,dustin-rivest-1
Brooks Rossman,2008-08-30,1,Kansas State,,North Texas,W,6,6,100.0,1,1,100.0,9,brooks-rossman-1
Ben Ryan,2008-08-30,1,East Carolina,N,Virginia Tech,W,3,4,75.0,0,1,0.0,3,ben-ryan-1
Louie Sakoda,2008-08-30,1,Utah,@,Michigan,W,1,2,50.0,4,4,100.0,13,louie-sakoda-1
Mike Salerno,2008-08-30,1,Northern Illinois,@,Minnesota,L,3,3,100.0,2,2,100.0,9,mike-salerno-1
Jake Scott,2008-08-30,1,Wyoming,,Ohio,W,3,3,100.0,0,0,,3,jake-scott-1
David Seawright,2008-08-30,1,California,,Michigan State,W,5,5,100.0,1,1,100.0,8,david-seawright-1
Patrick Shadle,2008-08-30,1,Syracuse,@,Northwestern,L,1,1,100.0,1,2,50.0,4,patrick-shadle-1
Joshua Shene,2008-08-30,1,Mississippi,,Memphis,W,5,5,100.0,2,2,100.0,11,joshua-shene-1
Austin Starr,2008-08-30,1,Indiana,,Western Kentucky,W,4,4,100.0,1,1,100.0,7,austin-starr-1
Jimmy Stevens,2008-08-30,1,Oklahoma,,Chattanooga,W,7,8,87.5,0,0,,7,jimmy-stevens-1
Jared Strubeck,2008-08-30,1,San Jose State,,California-Davis,W,1,2,50.0,0,2,0.0,1,jared-strubeck-1
Brett Swenson,2008-08-30,1,Michigan State,@,California,L,4,4,100.0,1,2,50.0,7,brett-swenson-1
Alex Tejada,2008-08-30,1,Arkansas,,Western Illinois,W,4,4,100.0,0,0,,4,alex-tejada-1
Leigh Tiffin,2008-08-30,1,Alabama,N,Clemson,W,2,2,100.0,4,5,80.0,14,leigh-tiffin-1
Jarod Tracy,2008-08-30,1,Tulsa,@,Alabama-Birmingham,W,6,6,100.0,0,1,0.0,6,jarod-tracy-1
Amado Villarreal,2008-08-30,1,Northwestern,,Syracuse,W,4,4,100.0,0,0,,4,amado-villarreal-1
Sinisa Vrvilo,2008-08-30,1,Bowling Green State,@,Pittsburgh,W,3,4,75.0,0,0,,3,sinisa-vrvilo-1
Collin Wagner,2008-08-30,1,Penn State,,Coastal Carolina,W,2,2,100.0,0,0,,2,collin-wagner-1
Blair Walsh,2008-08-30,1,Georgia,,Georgia Southern,W,6,6,100.0,1,1,100.0,9,blair-walsh-1
Swayze Waters,2008-08-30,1,Alabama-Birmingham,,Tulsa,L,1,2,50.0,1,1,100.0,4,swayze-waters-1
Kyle Watson,2008-08-30,1,Nevada-Las Vegas,,Utah State,W,3,3,100.0,1,1,100.0,6,kyle-watson-1
Barrett Way,2008-08-30,1,Ohio,@,Wyoming,L,2,2,100.0,2,2,100.0,8,barrett-way-1
Thomas Weber,2008-08-30,1,Arizona State,,Northern Arizona,W,3,3,100.0,3,3,100.0,12,thomas-weber-1
Philip Welch,2008-08-30,1,Wisconsin,,Akron,W,5,5,100.0,1,1,100.0,8,philip-welch-1
Jeff Wolfert,2008-08-30,1,Missouri,N,Illinois,W,7,7,100.0,1,1,100.0,10,jeff-wolfert-1
Lane Yoshida,2008-08-30,1,San Diego State,,Cal Poly,L,3,3,100.0,0,0,,3,lane-yoshida-1
Alex Zendejas,2008-08-30,1,Arizona,,Idaho,W,3,3,100.0,0,0,,3,alex-zendejas-1
Ben Deline,2008-08-31,1,Colorado State,N,Colorado,L,2,2,100.0,1,1,100.0,5,ben-deline-1
Aric Goodman,2008-08-31,1,Colorado,N,Colorado State,W,5,5,100.0,1,1,100.0,8,aric-goodman-1
Lones Seiber,2008-08-31,1,Kentucky,@,Louisville,W,3,3,100.0,2,3,66.7,9,lones-seiber-1
Kai Forbath,2008-09-01,1,UCLA,,Tennessee,W,3,3,100.0,2,2,100.0,9,kai-forbath-1
Kevin Goessling,2008-09-01,1,Fresno State,@,Rutgers,W,3,3,100.0,1,1,100.0,6,kevin-goessling-1
Daniel Lincoln,2008-09-01,1,Tennessee,@,UCLA,L,3,3,100.0,1,4,25.0,6,daniel-lincoln-1
San San Te,2008-09-01,1,Rutgers,,Fresno State,L,1,1,100.0,0,2,0.0,1,san-san-te-1
Bryant Hahnfeldt,2008-09-04,2,Vanderbilt,,South Carolina,W,3,3,100.0,1,1,100.0,6,bryant-hahnfeldt-1
Ryan Succop,2008-09-04,2,South Carolina,@,Vanderbilt,L,2,2,100.0,1,3,33.3,5,ryan-succop-1
Matt Harmon,2008-09-05,2,Navy,@,Ball State,L,2,2,100.0,3,3,100.0,11,matt-harmon-2
Ian McGarvey,2008-09-05,2,Ball State,,Navy,W,5,5,100.0,0,0,,5,ian-mcgarvey-1
Andrew Aguila,2008-09-06,2,Central Michigan,@,Georgia,L,2,2,100.0,1,1,100.0,5,andrew-aguila-1
James Aho,2008-09-06,2,New Mexico,,Texas A&M,L,1,1,100.0,1,1,100.0,4,james-aho-1
Delbert Alvarado,2008-09-06,2,South Florida,@,Central Florida,W,4,4,100.0,1,3,33.3,7,delbert-alvarado-1
Tino Amancio,2008-09-06,2,Idaho,,Idaho State,W,6,6,100.0,0,1,0.0,6,tino-amancio-1
Steve Aponavicius,2008-09-06,2,Boston College,,Georgia Tech,L,1,1,100.0,3,4,75.0,10,steve-aponavicius-1
Josh Arauco,2008-09-06,2,Arkansas State,,Texas Southern,W,11,11,100.0,2,2,100.0,17,josh-arauco-1
Dan Bailey,2008-09-06,2,Oklahoma State,,Houston,W,8,8,100.0,0,0,,8,dan-bailey-1
Britt Barefoot,2008-09-06,2,Southern Mississippi,@,Auburn,L,1,1,100.0,0,1,0.0,1,britt-barefoot-1
Richie Bean,2008-09-06,2,Texas A&M,@,New Mexico,W,4,4,100.0,0,0,,4,richie-bean-1
Ben Bell,2008-09-06,2,Houston,@,Oklahoma State,L,4,4,100.0,1,1,100.0,7,ben-bell-1
Scott Blair,2008-09-06,2,Georgia Tech,@,Boston College,W,2,2,100.0,1,3,33.3,5,scott-blair-1
Jason Bondzio,2008-09-06,2,Arizona,,Toledo,W,5,5,100.0,2,3,66.7,11,jason-bondzio-1
Jacob Branstetter,2008-09-06,2,Kansas,,Louisiana Tech,W,2,3,66.7,3,3,100.0,11,jacob-branstetter-1
Shea Brewster,2008-09-06,2,Baylor,,Northwestern State,W,1,1,100.0,0,0,,1,shea-brewster-1
Mark Buchholz,2008-09-06,2,Clemson,,Citadel,W,6,6,100.0,1,1,100.0,9,mark-buchholz-1
Wes Byrum,2008-09-06,2,Auburn,,Southern Mississippi,W,3,3,100.0,2,2,100.0,9,wes-byrum-1
Peter Caldwell,2008-09-06,2,Utah State,@,Oregon,L,3,3,100.0,1,1,100.0,6,peter-caldwell-1
Joe Carithers,2008-09-06,2,Eastern Michigan,@,Michigan State,L,1,1,100.0,1,2,50.0,4,joe-carithers-1
Adam Carlson,2008-09-06,2,Mississippi State,,Southeastern Louisiana,W,4,4,100.0,2,3,66.7,10,adam-carlson-1
Donnie Carona,2008-09-06,2,Texas Tech,@,Nevada,W,5,5,100.0,0,1,0.0,5,donnie-carona-1
Nick Cattoi,2008-09-06,2,Central Florida,,South Florida,L,3,3,100.0,1,1,100.0,6,nick-cattoi-1
Josh Czajkowski,2008-09-06,2,North Carolina State,,William & Mary,W,4,4,100.0,2,2,100.0,10,josh-czajkowski-1
Ben Deline,2008-09-06,2,Colorado State,,Sacramento State,W,2,2,100.0,3,3,100.0,11,ben-deline-1
Adam Demarco,2008-09-06,2,Army,,New Hampshire,L,1,1,100.0,0,0,,1,adam-demarco-1
Obi Egekeze,2008-09-06,2,Maryland,@,Middle Tennessee State,L,2,2,100.0,0,1,0.0,2,obi-egekeze-1
Matt Eller,2008-09-06,2,Illinois,,Eastern Illinois,W,5,5,100.0,2,2,100.0,11,matt-eller-1
Ross Evans,2008-09-06,2,Texas Christian,,Stephen F. Austin,W,8,8,100.0,1,1,100.0,11,ross-evans-1
Matt Evensen,2008-09-06,2,Oregon,,Utah State,W,9,9,100.0,1,1,100.0,12,matt-evensen-1
Clark Fangmeier,2008-09-06,2,Rice,@,Memphis,W,4,4,100.0,2,2,100.0,10,clark-fangmeier-1
Kevin Fitzpatrick,2008-09-06,2,Tulsa,@,North Texas,W,8,8,100.0,0,1,0.0,8,kevin-fitzpatrick-1
Nick Ford,2008-09-06,2,Indiana,,Murray State,W,1,1,100.0,0,0,,1,nick-ford-1
Alan Gendreau,2008-09-06,2,Middle Tennessee State,,Maryland,W,3,3,100.0,1,2,50.0,6,alan-gendreau-1
Jeremy Gener,2008-09-06,2,Louisiana-Monroe,@,Arkansas,L,3,3,100.0,2,3,66.7,9,jeremy-gener-1
Aric Goodman,2008-09-06,2,Colorado,,Eastern Washington,W,4,4,100.0,1,2,50.0,7,aric-goodman-1
Shay Haddock,2008-09-06,2,Arkansas,,Louisiana-Monroe,W,2,2,100.0,0,0,,2,shay-haddock-1
Ryan Harrison,2008-09-06,2,Air Force,@,Wyoming,W,2,2,100.0,3,3,100.0,11,ryan-harrison-1
Alex Henery,2008-09-06,2,Nebraska,,San Jose State,W,5,5,100.0,0,0,,5,alex-henery-1
Ed Imeokparia,2008-09-06,1,Florida State,,Western Carolina,W,9,10,90.0,0,1,0.0,9,ed-imeokparia-1
Igor Iveljic,2008-09-06,2,Akron,@,Syracuse,W,6,6,100.0,0,1,0.0,6,igor-iveljic-1
Brett Jaekle,2008-09-06,2,Nevada,,Texas Tech,L,1,1,100.0,4,6,66.7,13,brett-jaekle-1
Will Johnson,2008-09-06,2,San Jose State,@,Nebraska,L,0,1,0.0,0,1,0.0,0,will-johnson-1
Justin Kahut,2008-09-06,2,Oregon State,@,Penn State,L,2,2,100.0,0,0,,2,justin-kahut-1
Dan Kelly,2008-09-06,2,Hawaii,,Weber State,W,4,4,100.0,0,2,0.0,4,dan-kelly-1
Kevin Kelly,2008-09-06,2,Penn State,,Oregon State,W,6,6,100.0,1,2,50.0,9,kevin-kelly-1
Dustin Keys,2008-09-06,2,Virginia Tech,,Furman,W,3,3,100.0,1,1,100.0,6,dustin-keys-1
Jeremy Knott,2008-09-06,2,North Texas,,Tulsa,L,2,3,66.7,2,2,100.0,8,jeremy-knott-1
Hunter Lawrence,2008-09-06,2,Texas,@,Texas-El Paso,W,6,6,100.0,0,0,,6,hunter-lawrence-1
Conor Lee,2008-09-06,2,Pittsburgh,,Buffalo,W,3,3,100.0,2,2,100.0,9,conor-lee-1
Warley Leroy,2008-09-06,2,Florida Atlantic,,Alabama-Birmingham,W,7,7,100.0,0,1,0.0,7,warley-leroy-1
K.C. Lopata,2008-09-06,2,Michigan,,Miami (OH),W,1,2,50.0,1,2,50.0,4,kc-lopata-1
Nick Maggio,2008-09-06,2,Duke,,Northwestern,L,2,2,100.0,2,2,100.0,8,nick-maggio-1
Grant Mahoney,2008-09-06,2,Iowa State,,Kent State,W,6,6,100.0,2,3,66.7,12,grant-mahoney-1
Jose Martinez,2008-09-06,2,Texas-El Paso,,Texas,L,1,1,100.0,2,4,50.0,7,jose-martinez-1
Zac Minturn,2008-09-06,2,Western Kentucky,@,Eastern Kentucky,W,4,5,80.0,0,0,,4,zac-minturn-1
Joel Monroe,2008-09-06,2,Minnesota,@,Bowling Green State,W,6,6,100.0,0,0,,6,joel-monroe-1
Thomas Morstead,2008-09-06,2,Southern Methodist,,Texas State,W,6,6,100.0,1,2,50.0,9,thomas-morstead-1
Trent Mossbrucker,2008-09-06,2,Iowa,,Florida International,W,3,3,100.0,0,1,0.0,3,trent-mossbrucker-1
Daniel Murray,2008-09-06,2,Iowa,,Florida International,W,3,3,100.0,0,0,,3,daniel-murray-1
Ben Parks,2008-09-06,2,Baylor,,Northwestern State,W,5,6,83.3,1,1,100.0,8,ben-parks-1
Jon Payne,2008-09-06,2,Louisville,,Tennessee Tech,W,2,2,100.0,0,0,,2,jon-payne-1
Mitch Payne,2008-09-06,2,Brigham Young,@,Washington,W,4,4,100.0,0,0,,4,mitch-payne-1
Ryan Perkins,2008-09-06,2,Washington,,Brigham Young,L,3,4,75.0,0,0,,3,ryan-perkins-1
Jonathan Phillips,2008-09-06,2,Florida,,Miami (FL),W,3,3,100.0,1,1,100.0,6,jonathan-phillips-1
Chris Philpott,2008-09-06,2,Louisville,,Tennessee Tech,W,4,5,80.0,1,1,100.0,7,chris-philpott-1
John Potter,2008-09-06,2,Western Michigan,,Northern Illinois,W,3,3,100.0,0,1,0.0,3,john-potter-1
Ryan Pretorius,2008-09-06,2,Ohio State,,Ohio,W,2,3,66.7,2,3,66.7,8,ryan-pretorius-1
A.J. Principe,2008-09-06,2,Buffalo,@,Pittsburgh,L,1,2,50.0,1,2,50.0,4,aj-principe-1
Craig Ratanamorn,2008-09-06,2,Marshall,@,Wisconsin,L,2,2,100.0,0,0,,2,craig-ratanamorn-1
Matt Reagan,2008-09-06,2,Memphis,,Rice,L,5,5,100.0,0,1,0.0,5,matt-reagan-1
Nate Reed,2008-09-06,2,Kent State,@,Iowa State,L,4,4,100.0,0,0,,4,nate-reed-1
Yannick Reyering,2008-09-06,2,Virginia,,Richmond,W,1,2,50.0,1,1,100.0,4,yannick-reyering-1
Brooks Rossman,2008-09-06,2,Kansas State,,Montana State,W,9,9,100.0,2,2,100.0,15,brooks-rossman-1
Ben Ryan,2008-09-06,2,East Carolina,,West Virginia,W,3,3,100.0,1,2,50.0,6,ben-ryan-1
Louie Sakoda,2008-09-06,2,Utah,,Nevada-Las Vegas,W,6,6,100.0,0,0,,6,louie-sakoda-1
Mike Salerno,2008-09-06,2,Northern Illinois,@,Western Michigan,L,2,2,100.0,2,2,100.0,8,mike-salerno-1
David Seawright,2008-09-06,2,California,@,Washington State,W,9,9,100.0,1,1,100.0,12,david-seawright-1
Lones Seiber,2008-09-06,2,Kentucky,,Norfolk State,W,5,5,100.0,1,1,100.0,8,lones-seiber-1
Patrick Shadle,2008-09-06,2,Syracuse,,Akron,L,4,4,100.0,0,0,,4,patrick-shadle-1
Joshua Shene,2008-09-06,2,Mississippi,@,Wake Forest,L,4,4,100.0,0,0,,4,joshua-shene-1
Corey Smith,2008-09-06,2,Alabama,,Tulane,W,0,1,0.0,0,1,0.0,0,corey-smith-2
Austin Starr,2008-09-06,2,Indiana,,Murray State,W,5,5,100.0,1,2,50.0,8,austin-starr-1
Alex Steigerwald,2008-09-06,1,Toledo,@,Arizona,L,1,1,100.0,3,3,100.0,10,alex-steigerwald-1
Jimmy Stevens,2008-09-06,2,Oklahoma,,Cincinnati,W,7,7,100.0,1,1,100.0,10,jimmy-stevens-1
Chris Summers,2008-09-06,1,Purdue,,Northern Colorado,W,6,6,100.0,0,0,,6,chris-summers-1
Sam Swank,2008-09-06,2,Wake Forest,,Mississippi,W,3,3,100.0,3,3,100.0,12,sam-swank-1
Brett Swenson,2008-09-06,2,Michigan State,,Eastern Michigan,W,6,6,100.0,0,0,,6,brett-swenson-1
Alex Tejada,2008-09-06,2,Arkansas,,Louisiana-Monroe,W,0,1,0.0,0,2,0.0,0,alex-tejada-1
Leigh Tiffin,2008-09-06,2,Alabama,,Tulane,W,2,2,100.0,0,0,,2,leigh-tiffin-1
Amado Villarreal,2008-09-06,2,Northwestern,@,Duke,W,3,3,100.0,1,1,100.0,6,amado-villarreal-1
Sinisa Vrvilo,2008-09-06,2,Bowling Green State,,Minnesota,L,2,2,100.0,1,2,50.0,5,sinisa-vrvilo-1
Brandon Walker,2008-09-06,1,Notre Dame,,San Diego State,W,3,3,100.0,0,1,0.0,3,brandon-walker-1
Blair Walsh,2008-09-06,2,Georgia,,Central Michigan,W,8,8,100.0,0,1,0.0,8,blair-walsh-1
Swayze Waters,2008-09-06,2,Alabama-Birmingham,@,Florida Atlantic,L,2,2,100.0,2,2,100.0,8,swayze-waters-1
Kyle Watson,2008-09-06,2,Nevada-Las Vegas,@,Utah,L,3,3,100.0,0,0,,3,kyle-watson-1
Barrett Way,2008-09-06,2,Ohio,@,Ohio State,L,2,2,100.0,0,0,,2,barrett-way-1
Thomas Weber,2008-09-06,2,Arizona State,,Stanford,W,5,5,100.0,2,2,100.0,11,thomas-weber-1
Philip Welch,2008-09-06,2,Wisconsin,,Marshall,W,6,7,85.7,1,1,100.0,9,philip-welch-1
Jeff Wolfert,2008-09-06,2,Missouri,,Southeast Missouri State,W,7,7,100.0,1,1,100.0,10,jeff-wolfert-1
Brandon Yingling,2008-09-06,2,Cincinnati,@,Oklahoma,L,2,3,66.7,0,0,,2,brandon-yingling-1
Lane Yoshida,2008-09-06,2,San Diego State,@,Notre Dame,L,1,2,50.0,0,0,,1,lane-yoshida-1
Aaron Zagory,2008-09-06,2,Stanford,@,Arizona State,L,2,2,100.0,1,1,100.0,5,aaron-zagory-1
Jay Wooten,2008-09-11,2,North Carolina,@,Rutgers,W,5,5,100.0,3,3,100.0,14,jay-wooten-1
Maikon Bonani,2008-09-12,3,South Florida,,Kansas,W,4,4,100.0,3,4,75.0,13,maikon-bonani-1
Jacob Branstetter,2008-09-12,3,Kansas,@,South Florida,L,4,4,100.0,2,2,100.0,10,jacob-branstetter-1
Jeremy Gener,2008-09-12,3,Louisiana-Monroe,,Alabama A&M,W,2,2,100.0,0,1,0.0,2,jeremy-gener-1
Nico Grasu,2008-09-12,3,Washington State,@,Baylor,L,2,2,100.0,1,1,100.0,5,nico-grasu-1
Radi Jabour,2008-09-12,3,Louisiana-Monroe,,Alabama A&M,W,3,3,100.0,0,1,0.0,3,radi-jabour-1
Ben Parks,2008-09-12,3,Baylor,,Washington State,W,6,6,100.0,1,2,50.0,9,ben-parks-1
Andrew Aguila,2008-09-13,3,Central Michigan,@,Ohio,W,4,4,100.0,1,1,100.0,7,andrew-aguila-1
James Aho,2008-09-13,3,New Mexico,,Arizona,W,3,3,100.0,5,5,100.0,18,james-aho-1
Tino Amancio,2008-09-13,3,Idaho,,Western Michigan,L,4,4,100.0,0,0,,4,tino-amancio-1
Josh Arauco,2008-09-13,3,Arkansas State,,Southern Mississippi,L,3,3,100.0,1,1,100.0,6,josh-arauco-1
Dan Bailey,2008-09-13,3,Oklahoma State,,Missouri State,W,7,7,100.0,0,1,0.0,7,dan-bailey-1
