Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Russell Bellomy,2015-09-03,1,Texas-San Antonio,@,Arizona,L,0,2,0.0,0,0,0,0.0,russell-bellomy-1
Parker Boehme,2015-09-03,1,Duke,@,Tulane,W,2,4,50.0,35,0,0,123.5,parker-boehme-1
Blake Bogenschutz,2015-09-03,1,Texas-San Antonio,@,Arizona,L,25,43,58.1,332,2,1,133.7,blake-bogenschutz-1
Trevone Boykin,2015-09-03,1,Texas Christian,@,Minnesota,W,26,42,61.9,246,1,1,114.2,trevone-boykin-1
Tim Byerly,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,1,100.0,23,0,0,293.2,tim-byerly-1
Pharoh Cooper,2015-09-03,1,South Carolina,N,North Carolina,W,1,2,50.0,-6,0,0,24.8,pharoh-cooper-1
Brandon Doughty,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,19,30,63.3,209,1,0,132.9,brandon-doughty-1
Hunter Fralick,2015-09-03,1,Nevada,,California-Davis,W,0,3,0.0,0,0,0,0.0,hunter-fralick-1
Joe Gray,2015-09-03,1,San Jose State,,New Hampshire,W,16,20,80.0,253,1,0,202.8,joe-gray-1
Zack Greenlee,2015-09-03,1,Fresno State,,Abilene Christian,W,14,32,43.8,156,3,1,109.4,zack-greenlee-1
Kendall Hinton,2015-09-03,1,Wake Forest,,Elon,W,9,13,69.2,65,0,0,111.2,kendall-hinton-1
Justin Holman,2015-09-03,1,Central Florida,,Florida International,L,23,34,67.6,249,2,0,148.6,justin-holman-1
Chuckie Keeton,2015-09-03,1,Utah State,,Southern Utah,W,16,33,48.5,110,0,1,70.4,chuckie-keeton-1
Jesse Kroll,2015-09-03,1,Central Michigan,,Oklahoma State,L,1,1,100.0,40,0,0,436.0,jesse-kroll-1
Tanner Lee,2015-09-03,1,Tulane,,Duke,L,24,42,57.1,246,1,1,109.4,tanner-lee-1
Mitch Leidner,2015-09-03,1,Minnesota,,Texas Christian,L,19,35,54.3,197,1,0,111.0,mitch-leidner-1
Matt Linehan,2015-09-03,1,Idaho,,Ohio,L,36,48,75.0,297,1,2,125.5,matt-linehan-1
Sefo Liufau,2015-09-03,1,Colorado,@,Hawaii,L,23,40,57.5,156,0,1,85.3,sefo-liufau-1
Johnny McCrary,2015-09-03,1,Vanderbilt,,Western Kentucky,L,18,34,52.9,217,1,2,104.5,johnny-mccrary-1
Alex McGough,2015-09-03,1,Florida International,@,Central Florida,W,29,38,76.3,260,1,0,142.5,alex-mcgough-1
Jack Milas,2015-09-03,1,Ball State,,Virginia Military Institute,W,34,52,65.4,338,1,1,122.5,jack-milas-1
Connor Mitch,2015-09-03,1,South Carolina,N,North Carolina,W,9,22,40.9,122,1,0,102.5,connor-mitch-1
Perry Orth,2015-09-03,1,South Carolina,N,North Carolina,W,2,2,100.0,24,0,0,200.8,perry-orth-1
Kenny Potter,2015-09-03,1,San Jose State,,New Hampshire,W,13,14,92.9,167,0,0,193.1,kenny-potter-1
Jake Rudock,2015-09-03,1,Michigan,@,Utah,L,27,43,62.8,279,2,3,118.7,jake-rudock-1
Mason Rudolph,2015-09-03,1,Oklahoma State,@,Central Michigan,W,22,32,68.8,266,1,0,148.9,mason-rudolph-1
Cooper Rush,2015-09-03,1,Central Michigan,,Oklahoma State,L,28,41,68.3,225,0,1,109.5,cooper-rush-1
Bryant Shirreffs,2015-09-03,1,Connecticut,,Villanova,W,12,20,60.0,202,2,1,167.8,bryant-shirreffs-1
Thomas Sirk,2015-09-03,1,Duke,@,Tulane,W,27,40,67.5,289,2,0,144.7,thomas-sirk-1
Anu Solomon,2015-09-03,1,Arizona,,Texas-San Antonio,W,22,36,61.1,229,4,0,151.2,anu-solomon-1
J.D. Sprague,2015-09-03,1,Ohio,@,Idaho,W,7,9,77.8,92,1,0,200.3,jd-sprague-1
Tyler Stewart,2015-09-03,1,Nevada,,California-Davis,W,13,20,65.0,163,1,0,150.0,tyler-stewart-1
Justin Thomas,2015-09-03,1,Georgia Tech,,Alcorn State,W,3,4,75.0,54,1,0,270.9,justin-thomas-3
Derrius Vick,2015-09-03,1,Ohio,@,Idaho,W,13,16,81.3,192,2,0,223.3,derrius-vick-1
Chason Virgil,2015-09-03,1,Fresno State,,Abilene Christian,W,8,13,61.5,61,1,1,111.0,chason-virgil-1
Malik Watson,2015-09-03,1,San Jose State,,New Hampshire,W,1,1,100.0,2,0,0,116.8,malik-watson-1
Marquise Williams,2015-09-03,1,North Carolina,N,South Carolina,L,19,31,61.3,232,1,3,115.4,marquise-williams-1
Travis Wilson,2015-09-03,1,Utah,,Michigan,W,24,33,72.7,208,0,1,119.6,travis-wilson-4
Max Wittek,2015-09-03,1,Hawaii,,Colorado,W,19,38,50.0,202,3,2,110.2,max-wittek-2
John Wolford,2015-09-03,1,Wake Forest,,Elon,W,20,27,74.1,323,3,0,211.2,john-wolford-1
Nick Arbuckle,2015-09-04,1,Georgia State,,UNC Charlotte,L,25,43,58.1,299,2,1,127.2,nick-arbuckle-1
Ahmad Bradshaw,2015-09-04,1,Army,,Fordham,L,6,14,42.9,107,2,1,139.9,ahmad-bradshaw-2
Jake Browning,2015-09-04,1,Washington,@,Boise State,L,20,35,57.1,150,0,1,87.4,jake-browning-1
Darrel Colbert,2015-09-04,1,Southern Methodist,,Baylor,L,0,1,0.0,0,0,0,0.0,darrel-colbert-1
Seth Collins,2015-09-04,1,Oregon State,,Weber State,W,10,18,55.6,92,2,0,135.2,seth-collins-1
Connor Cook,2015-09-04,1,Michigan State,@,Western Michigan,W,15,31,48.4,256,2,0,139.0,connor-cook-1
Matt Davis,2015-09-04,1,Southern Methodist,,Baylor,L,16,23,69.6,166,2,2,141.5,matt-davis-4
Eric Dungey,2015-09-04,1,Syracuse,,Rhode Island,W,10,17,58.8,114,2,0,154.0,eric-dungey-1
Ryan Finley,2015-09-04,1,Boise State,,Washington,W,16,26,61.5,129,0,1,95.5,ryan-finley-1
Terrel Hunt,2015-09-04,1,Syracuse,,Rhode Island,W,0,2,0.0,0,0,1,-100.0,terrel-hunt-1
Matt Johnson,2015-09-04,1,UNC Charlotte,@,Georgia State,W,19,32,59.4,244,1,2,121.2,matt-johnson-10
Marcus McMaryion,2015-09-04,1,Oregon State,,Weber State,W,2,4,50.0,18,0,1,37.8,marcus-mcmaryion-1
Seth Russell,2015-09-04,1,Baylor,@,Southern Methodist,W,15,30,50.0,376,5,1,203.6,seth-russell-1
Thomas Sperbeck,2015-09-04,1,Boise State,,Washington,W,1,1,100.0,23,0,0,293.2,thomas-sperbeck-1
Jarrett Stidham,2015-09-04,1,Baylor,@,Southern Methodist,W,2,2,100.0,47,1,0,462.4,jarrett-stidham-1
Zach Terrell,2015-09-04,1,Western Michigan,,Michigan State,L,33,50,66.0,365,2,2,132.5,zach-terrell-1
Kelvin White,2015-09-04,1,Army,,Fordham,L,1,2,50.0,26,0,0,159.2,kelvin-white-2
Austin Wilson,2015-09-04,1,Syracuse,,Rhode Island,W,0,1,0.0,0,0,0,0.0,austin-wilson-2
Vernon Adams,2015-09-05,1,Oregon,,Eastern Washington,W,19,25,76.0,246,2,0,185.1,vernon-adams-1
Austin Allen,2015-09-05,1,Arkansas,,Texas-El Paso,W,0,2,0.0,0,0,0,0.0,austin-allen-1
Brandon Allen,2015-09-05,1,Arkansas,,Texas-El Paso,W,14,18,77.8,308,4,0,294.8,brandon-allen-2
Josh Allen,2015-09-05,1,Wyoming,,North Dakota,L,1,2,50.0,19,0,0,129.8,josh-allen-7
Kyle Allen,2015-09-05,1,Texas A&M,N,Arizona State,W,15,26,57.7,198,2,1,139.4,kyle-allen-1
Austin Apodaca,2015-09-05,1,New Mexico,,Mississippi Valley State,W,4,11,36.4,48,0,0,73.0,austin-apodaca-1
Tommy Armstrong Jr,2015-09-05,1,Nebraska,,Brigham Young,L,24,41,58.5,319,3,1,143.2,tommy-armstrong-jr-1
Billy Bahl,2015-09-05,1,Miami (OH),,Presbyterian,W,1,1,100.0,-1,0,0,91.6,billy-bahl-1
Cooper Bateman,2015-09-05,1,Alabama,N,Wisconsin,W,7,8,87.5,51,0,0,141.1,cooper-bateman-1
C.J. Beathard,2015-09-05,1,Iowa,,Illinois State,W,15,24,62.5,211,1,0,150.1,cj-beathard-1
Reggie Bell,2015-09-05,1,Eastern Michigan,,Old Dominion,L,12,18,66.7,121,2,1,148.7,reggie-bell-1
Steven Bench,2015-09-05,1,South Florida,,Florida A&M,W,8,10,80.0,140,1,0,230.6,steven-bench-2
Peyton Bender,2015-09-05,1,Washington State,,Portland State,L,1,4,25.0,18,0,1,12.8,peyton-bender-1
Shuler Bentley,2015-09-05,1,Old Dominion,@,Eastern Michigan,W,18,32,56.3,184,1,0,114.9,shuler-bentley-1
V'Angelo Bentley,2015-09-05,1,Illinois,,Kent State,W,0,1,0.0,0,0,0,0.0,vangelo-bentley-1
