Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Austin Walter,2016-09-01,1,Rice,@,Western Kentucky,L,3,46,15.3,0,austin-walter-1
Ralph Webb,2016-09-01,1,Vanderbilt,,South Carolina,L,2,49,24.5,0,ralph-webb-1
Devonte Williams,2016-09-01,1,Indiana,@,Florida International,W,4,90,22.5,0,devonte-williams-1
Kennedy Williams,2016-09-01,1,Utah State,,Weber State,W,1,9,9.0,0,kennedy-williams-1
Darren Woods Jr,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,2,55,27.5,0,darren-woods-jr-1
Blake Banham,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,2,91,45.5,0,blake-banham-1
Dalyn Dawkins,2016-09-02,1,Colorado State,N,Colorado,L,1,35,35.0,0,dalyn-dawkins-1
Kendrick Dorn,2016-09-02,1,Georgia State,,Ball State,L,1,14,14.0,0,kendrick-dorn-1
Christian Drake,2016-09-02,1,Army,@,Temple,W,2,39,19.5,0,christian-drake-1
Brisly Estime,2016-09-02,1,Syracuse,,Colgate,W,2,32,16.0,0,brisly-estime-1
Darian Green,2016-09-02,1,Ball State,@,Georgia State,W,2,48,24.0,0,darian-green-1
Nathan Hairston,2016-09-02,1,Temple,,Army,L,1,12,12.0,0,nathan-hairston-1
Johnathan Hawkins,2016-09-02,1,Buffalo,,Albany,L,2,46,23.0,0,johnathan-hawkins-1
David Hood,2016-09-02,1,Temple,,Army,L,2,31,15.5,0,david-hood-2
Corey Jones,2016-09-02,1,Toledo,@,Arkansas State,W,1,16,16.0,0,corey-jones-3
Phillip Lindsay,2016-09-02,1,Colorado,N,Colorado State,W,1,26,26.0,0,phillip-lindsay-1
Christian McCaffrey,2016-09-02,1,Stanford,,Kansas State,W,1,28,28.0,0,christian-mccaffrey-1
Ahki Muhammad,2016-09-02,1,Nevada,,Cal Poly,W,1,16,16.0,0,ahki-muhammad-1
Byron Pringle,2016-09-02,1,Kansas State,@,Stanford,L,2,45,22.5,0,byron-pringle-1
Michael Rector,2016-09-02,1,Stanford,,Kansas State,W,1,5,5.0,0,michael-rector-1
Austin Sanders,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,1,51,51.0,0,austin-sanders-2
Cameron Scarlett,2016-09-02,1,Stanford,,Kansas State,W,1,6,6.0,0,cameron-scarlett-1
Mathew Sexton,2016-09-02,1,Eastern Michigan,,Mississippi Valley State,W,1,4,4.0,0,mathew-sexton-1
R.J. Shelton,2016-09-02,1,Michigan State,,Furman,W,1,18,18.0,0,rj-shelton-1
Glenn Smith,2016-09-02,1,Georgia State,,Ball State,L,5,128,25.6,0,glenn-smith-2
Darrell Stewart Jr.,2016-09-02,1,Michigan State,,Furman,W,2,52,26.0,0,darrell-stewart-jr-1
Blaise Taylor,2016-09-02,1,Arkansas State,,Toledo,L,5,71,14.2,0,blaise-taylor-1
Art Thompkins,2016-09-02,1,Toledo,@,Arkansas State,W,1,16,16.0,0,art-thompkins-1
Ishmael Adams,2016-09-03,1,UCLA,@,Texas A&M,L,2,33,16.5,0,ishmael-adams-1
Rodney Adams,2016-09-03,1,South Florida,,Towson,W,1,52,52.0,0,rodney-adams-1
James Allen,2016-09-03,1,Massachusetts,@,Florida,L,2,27,13.5,0,james-allen-4
Desmond Anderson,2016-09-03,1,Middle Tennessee State,,Alabama A&M,W,1,24,24.0,0,desmond-anderson-1
Kalen Ballage,2016-09-03,1,Arizona State,,Northern Arizona,W,1,27,27.0,0,kalen-ballage-1
Matt Breida,2016-09-03,1,Georgia Southern,,Savannah State,W,1,27,27.0,0,matt-breida-1
Dorian Brown,2016-09-03,1,Ohio,,Texas State,L,4,105,26.3,0,dorian-brown-1
Tre Bryant,2016-09-03,1,Nebraska,,Fresno State,W,1,32,32.0,0,tre-bryant-1
Dejaun Butler,2016-09-03,2,Hawaii,@,Michigan,L,1,24,24.0,0,dejaun-butler-1
Kenny Buyers,2016-09-03,1,North Texas,,Southern Methodist,L,2,45,22.5,0,kenny-buyers-1
Raymond Calais,2016-09-03,1,Louisiana,,Boise State,L,3,75,25.0,0,raymond-calais-1
Antonio Callaway,2016-09-03,1,Florida,,Massachusetts,W,1,32,32.0,0,antonio-callaway-1
Tyler Cameron,2016-09-03,1,Florida Atlantic,,Southern Illinois,W,1,15,15.0,0,tyler-cameron-1
Keke Coutee,2016-09-03,1,Texas Tech,,Stephen F. Austin,W,1,15,15.0,0,keke-coutee-1
Damarea Crockett,2016-09-03,1,Missouri,@,West Virginia,L,2,36,18.0,0,damarea-crockett-1
Reginald Davis,2016-09-03,1,Texas Tech,,Stephen F. Austin,W,1,27,27.0,0,reginald-davis-1
Caleb Day,2016-09-03,1,Illinois,,Murray State,W,1,8,8.0,0,caleb-day-1
Trevon Diggs,2016-09-03,1,Alabama,N,Southern California,W,1,24,24.0,0,trevon-diggs-1
Van Edwards Jr.,2016-09-03,1,Akron,,Virginia Military Institute,W,3,80,26.7,0,van-edwards-jr-1
Jordan Ellis,2016-09-03,1,Virginia,,Richmond,L,1,12,12.0,0,jordan-ellis-2
Justin Evans,2016-09-03,1,Texas A&M,,UCLA,W,3,63,21.0,0,justin-evans-1
Keelan Ewaliko,2016-09-03,2,Hawaii,@,Michigan,L,1,13,13.0,0,keelan-ewaliko-1
Johnathan Ford,2016-09-03,1,Auburn,,Clemson,L,3,42,14.0,0,johnathan-ford-1
Keith Ford,2016-09-03,1,Texas A&M,,UCLA,W,2,52,26.0,0,keith-ford-1
Khris Francis,2016-09-03,1,North Carolina,N,Georgia,L,1,0,0.0,0,khris-francis-1
Jabir Frye,2016-09-03,1,Troy,,Austin Peay,W,3,78,26.0,0,jabir-frye-1
Shelton Gibson,2016-09-03,1,West Virginia,,Missouri,W,2,64,32.0,0,shelton-gibson-1
Laquvionte Gonzalez,2016-09-03,1,Kansas,,Rhode Island,W,2,41,20.5,0,laquvionte-gonzalez-1
Janarion Grant,2016-09-03,1,Rutgers,@,Washington,L,3,76,25.3,0,janarion-grant-1
Deante' Gray,2016-09-03,1,Texas Christian,,South Dakota State,W,2,34,17.0,0,deante-gray-1
Donald Gray,2016-09-03,1,Mississippi State,,South Alabama,L,2,41,20.5,0,donald-gray-1
J.J. Green,2016-09-03,1,Georgia Tech,N,Boston College,W,2,56,28.0,0,jj-green-1
Derrius Guice,2016-09-03,1,Louisiana State,N,Wisconsin,L,1,17,17.0,0,derrius-guice-1
Toneo Gulley,2016-09-03,1,Navy,,Fordham,W,1,32,32.0,0,toneo-gulley-1
Matt Hadley,2016-09-03,1,Brigham Young,N,Arizona,W,1,29,29.0,0,matt-hadley-1
Delvon Hardaway,2016-09-03,1,Fresno State,@,Nebraska,L,1,13,13.0,0,delvon-hardaway-1
J.D. Harmon,2016-09-03,1,Kentucky,,Southern Mississippi,L,2,43,21.5,0,jd-harmon-1
Paul Harris,2016-09-03,2,Hawaii,@,Michigan,L,4,86,21.5,0,paul-harris-3
Bobby Henderson,2016-09-03,1,Michigan,,Hawaii,W,1,15,15.0,0,bobby-henderson-2
Carlos Henderson,2016-09-03,1,Louisiana Tech,@,Arkansas,L,3,84,28.0,0,carlos-henderson-1
Quadree Henderson,2016-09-03,1,Pittsburgh,,Villanova,W,2,118,59.0,1,quadree-henderson-1
Kyle Hicks,2016-09-03,1,Texas Christian,,South Dakota State,W,1,24,24.0,0,kyle-hicks-1
Khalid Hill,2016-09-03,1,Michigan,,Hawaii,W,1,5,5.0,0,khalid-hill-1
Brandon Holloway,2016-09-03,1,Mississippi State,,South Alabama,L,1,13,13.0,0,brandon-holloway-1
Jordan Huff,2016-09-03,1,Northern Illinois,@,Wyoming,L,1,17,17.0,0,jordan-huff-1
Cole Hunt,2016-09-03,1,Texas Christian,,South Dakota State,W,1,6,6.0,0,cole-hunt-1
Adoree Jackson,2016-09-03,1,Southern California,N,Alabama,L,4,112,28.0,0,adoree-jackson-1
Natrell Jamerson,2016-09-03,1,Wisconsin,N,Louisiana State,W,2,34,17.0,0,natrell-jamerson-1
KeeSean Johnson,2016-09-03,1,Fresno State,@,Nebraska,L,2,43,21.5,0,keesean-johnson-1
Kevin Johnson,2016-09-03,1,Southern Methodist,@,North Texas,W,1,34,34.0,0,kevin-johnson-13
Quay Johnson,2016-09-03,1,East Carolina,,Western Carolina,W,2,44,22.0,0,quay-johnson-1
Rahshead Johnson,2016-09-03,1,San Jose State,@,Tulsa,L,4,114,28.5,0,rahshead-johnson-1
Ty Johnson,2016-09-03,1,Maryland,,Howard,W,1,22,22.0,0,ty-johnson-1
Tyrell Johnson,2016-09-03,1,Arizona,N,Brigham Young,L,3,65,21.7,0,tyrell-johnson-2
Jalen Jones,2016-09-03,1,Southern California,N,Alabama,L,1,5,5.0,0,jalen-jones-2
Austin Joyner,2016-09-03,1,Washington,,Rutgers,W,1,12,12.0,0,austin-joyner-1
Terry Juniel,2016-09-03,1,Texas-El Paso,,New Mexico State,W,1,26,26.0,0,terry-juniel-1
Austin Kelly,2016-09-03,1,Iowa,,Miami (OH),W,1,0,0.0,0,austin-kelly-2
Jojo Kemp,2016-09-03,1,Kentucky,,Southern Mississippi,L,3,75,25.0,0,jojo-kemp-1
Malik Kimbrough,2016-09-03,1,Purdue,,Eastern Kentucky,W,3,76,25.3,0,malik-kimbrough-1
Desmond King,2016-09-03,1,Iowa,,Miami (OH),W,2,70,35.0,0,desmond-king-1
Sihiem King,2016-09-03,1,Kentucky,,Southern Mississippi,L,3,70,23.3,0,sihiem-king-1
Christian Kirk,2016-09-03,1,Texas A&M,,UCLA,W,1,21,21.0,0,christian-kirk-1
T.J. Logan,2016-09-03,1,North Carolina,N,Georgia,L,5,170,34.0,1,tj-logan-1
Tavares Martin Jr,2016-09-03,1,Washington State,,Eastern Washington,L,4,99,24.8,0,tavares-martin-jr-1
Dre Massey,2016-09-03,1,Florida,,Massachusetts,W,1,21,21.0,0,dre-massey-1
D.J. May,2016-09-03,1,Wyoming,,Northern Illinois,W,3,95,31.7,0,dj-may-1
Tyree McCants,2016-09-03,1,South Florida,,Towson,W,1,17,17.0,0,tyree-mccants-1
Markis McCray,2016-09-03,1,Louisiana-Monroe,,Southern,W,4,68,17.0,0,markis-mccray-1
Brandon McDowell,2016-09-03,1,Texas State,@,Ohio,W,4,79,19.8,0,brandon-mcdowell-1
Isaiah McKenzie,2016-09-03,1,Georgia,N,North Carolina,W,1,24,24.0,0,isaiah-mckenzie-1
Jeremy McNichols,2016-09-03,1,Boise State,@,Louisiana,W,1,15,15.0,0,jeremy-mcnichols-1
Timothy McVey,2016-09-03,1,Air Force,,Abilene Christian,W,2,43,21.5,0,timothy-mcvey-1
Curtis Mikell,2016-09-03,1,Southern Mississippi,@,Kentucky,W,6,96,16.0,0,curtis-mikell-1
Scott Miller,2016-09-03,1,Bowling Green State,@,Ohio State,L,6,106,17.7,0,scott-miller-3
Joe Mixon,2016-09-03,1,Oklahoma,N,Houston,L,3,64,21.3,0,joe-mixon-1
Taquan Mizzell,2016-09-03,1,Virginia,,Richmond,L,2,32,16.0,0,taquan-mizzell-1
Jordan Moore,2016-09-03,1,Texas-San Antonio,,Alabama State,W,2,49,24.5,0,jordan-moore-1
Thurman Morbley,2016-09-03,1,Texas State,@,Ohio,W,1,10,10.0,0,thurman-morbley-1
Foster Moreau,2016-09-03,1,Louisiana State,N,Wisconsin,L,1,5,5.0,0,foster-moreau-1
Jamal Morrow,2016-09-03,1,Washington State,,Eastern Washington,L,2,23,11.5,0,jamal-morrow-1
Charles Nelson,2016-09-03,1,Oregon,,California-Davis,W,4,153,38.3,0,charles-nelson-2
Kene Nwangwu,2016-09-03,1,Iowa State,,Northern Iowa,L,2,53,26.5,0,kene-nwangwu-1
Dejonte O'Neal,2016-09-03,1,Fresno State,@,Nebraska,L,2,46,23.0,0,dejonte-oneal-1
Nate Ozdemir,2016-09-03,1,Florida Atlantic,,Southern Illinois,W,2,21,10.5,0,nate-ozdemir-1
Tristan Payton,2016-09-03,1,Central Florida,,South Carolina State,W,1,47,47.0,0,tristan-payton-1
Darius Phillips,2016-09-03,1,Western Michigan,@,Northwestern,W,1,13,13.0,0,darius-phillips-1
Tony Pollard,2016-09-03,1,Memphis,,Southeast Missouri State,W,2,63,31.5,0,tony-pollard-1
Kavious Price,2016-09-03,1,Kent State,@,Penn State,L,1,22,22.0,0,kavious-price-1
James Proche,2016-09-03,1,Southern Methodist,@,North Texas,W,2,34,17.0,0,james-proche-1
Dominique Reed,2016-09-03,1,Arkansas,,Louisiana Tech,W,2,42,21.0,0,dominique-reed-1
Dishan Romine,2016-09-03,1,Navy,,Fordham,W,2,40,20.0,0,dishan-romine-1
Alex Ross,2016-09-03,1,Missouri,@,West Virginia,L,1,23,23.0,0,alex-ross-1
John Ross,2016-09-03,1,Washington,,Rutgers,W,1,92,92.0,1,john-ross-1
Miles Sanders,2016-09-03,1,Penn State,,Kent State,W,2,36,18.0,0,miles-sanders-1
Artavis Scott,2016-09-03,1,Clemson,@,Auburn,W,1,16,16.0,0,artavis-scott-1
Nick Scott,2016-09-03,1,Penn State,,Kent State,W,2,52,26.0,0,nick-scott-1
Chris Sharp,2016-09-03,1,Virginia,,Richmond,L,4,73,18.3,0,chris-sharp-1
Tyler Siudzinski,2016-09-03,1,Texas State,@,Ohio,W,1,24,24.0,0,tyler-siudzinski-1
Greg Stroman,2016-09-03,1,Virginia Tech,,Liberty,W,2,61,30.5,0,greg-stroman-1
Tyrain Taylor,2016-09-03,1,New Mexico State,@,Texas-El Paso,L,2,35,17.5,0,tyrain-taylor-1
Maurice Thomas,2016-09-03,1,Miami (OH),@,Iowa,L,1,25,25.0,0,maurice-thomas-2
Jonah Trinnaman,2016-09-03,1,Brigham Young,N,Arizona,W,1,13,13.0,0,jonah-trinnaman-1
Quest Truxton,2016-09-03,1,San Diego State,,New Hampshire,W,1,9,9.0,0,quest-truxton-1
Aregeros Turner,2016-09-03,1,Northern Illinois,@,Wyoming,L,2,53,26.5,0,aregeros-turner-1
Solomon Vault,2016-09-03,1,Northwestern,,Western Michigan,L,4,115,28.8,0,solomon-vault-1
Zac Veatch,2016-09-03,1,Oklahoma State,,Southeastern Louisiana,W,1,11,11.0,0,zac-veatch-1
Tre Walker,2016-09-03,1,Navy,,Fordham,W,1,29,29.0,0,tre-walker-2
Brandon Wellington,2016-09-03,1,Washington,,Rutgers,W,1,25,25.0,0,brandon-wellington-1
Tim White,2016-09-03,1,Arizona State,,Northern Arizona,W,2,57,28.5,0,tim-white-1
Kerrith Whyte,2016-09-03,1,Florida Atlantic,,Southern Illinois,W,1,25,25.0,0,kerrith-whyte-1
Brandon Wilson,2016-09-03,1,Houston,N,Oklahoma,W,3,54,18.0,0,brandon-wilson-3
Dontre Wilson,2016-09-03,1,Ohio State,,Bowling Green State,W,1,17,17.0,0,dontre-wilson-1
Shaun Wilson,2016-09-03,1,Duke,,North Carolina Central,W,2,50,25.0,0,shaun-wilson-1
Connor Wingo-Reeves,2016-09-03,1,Virginia,,Richmond,L,1,16,16.0,0,connor-wingo-reeves-1
Anthony Wyche,2016-09-03,1,North Texas,,Southern Methodist,L,1,21,21.0,0,anthony-wyche-1
Marques Little,2016-09-04,1,Old Dominion,,Hampton,W,1,15,15.0,0,marques-little-1
Josh Marriner,2016-09-04,1,Old Dominion,,Hampton,W,1,16,16.0,0,josh-marriner-1
Kyle Porter,2016-09-04,1,Texas,,Notre Dame,W,2,29,14.5,0,kyle-porter-1
C.J Sanders,2016-09-04,1,Notre Dame,@,Texas,L,4,75,18.8,0,cj-sanders-1
Kesean Strong,2016-09-04,1,Old Dominion,,Hampton,W,2,78,39.0,0,kesean-strong-1
Dexter Williams,2016-09-04,1,Notre Dame,@,Texas,L,1,20,20.0,0,dexter-williams-1
Carlos Davis,2016-09-05,1,Mississippi,N,Florida State,L,4,74,18.5,0,carlos-davis-2
Freddie Stevenson,2016-09-05,1,Florida State,N,Mississippi,W,1,12,12.0,0,freddie-stevenson-1
Kermit Whitfield,2016-09-05,1,Florida State,N,Mississippi,W,2,69,34.5,0,kermit-whitfield-1
Seth Dawkins,2016-09-09,2,Louisville,@,Syracuse,W,4,73,18.3,0,seth-dawkins-1
Brisly Estime,2016-09-09,2,Syracuse,,Louisville,L,4,68,17.0,0,brisly-estime-1
Tony Gaiter IV,2016-09-09,2,Florida International,,Maryland,L,1,22,22.0,0,tony-gaiter-iv-1
Ty Johnson,2016-09-09,2,Maryland,@,Florida International,W,1,9,9.0,0,ty-johnson-1
Anthony Jones,2016-09-09,2,Florida International,,Maryland,L,6,102,17.0,0,anthony-jones-8
Sean Riley,2016-09-09,2,Syracuse,,Louisville,L,7,121,17.3,0,sean-riley-2
Ishmael Adams,2016-09-10,2,UCLA,,Nevada-Las Vegas,W,4,109,27.3,0,ishmael-adams-1
Rodney Adams,2016-09-10,2,South Florida,,Northern Illinois,W,1,20,20.0,0,rodney-adams-1
James Allen,2016-09-10,2,Massachusetts,,Boston College,L,6,101,16.8,0,james-allen-4
Desmond Anderson,2016-09-10,2,Middle Tennessee State,@,Vanderbilt,L,3,67,22.3,0,desmond-anderson-1
Jarion Anderson,2016-09-10,2,Tulsa,@,Ohio State,L,1,6,6.0,0,jarion-anderson-1
Sherman Badie,2016-09-10,2,Tulane,,Southern,W,4,135,33.8,1,sherman-badie-1
Kalen Ballage,2016-09-10,2,Arizona State,,Texas Tech,W,1,22,22.0,0,kalen-ballage-1
Saquon Barkley,2016-09-10,2,Penn State,@,Pittsburgh,L,1,17,17.0,0,saquon-barkley-1
Michael Barton,2016-09-10,2,Arizona,,Grambling State,W,1,-5,-5.0,0,michael-barton-1
Tyraiq Beals,2016-09-10,2,Connecticut,@,Navy,L,5,80,16.0,0,tyraiq-beals-1
Brayden Beard,2016-09-10,2,Cincinnati,@,Purdue,W,1,5,5.0,0,brayden-beard-1
Julian Blackmon,2016-09-10,2,Utah,,Brigham Young,W,1,12,12.0,0,julian-blackmon-1
Mike Boone,2016-09-10,2,Cincinnati,@,Purdue,W,1,19,19.0,0,mike-boone-2
Daniel Brooks,2016-09-10,2,Oklahoma,,Louisiana-Monroe,W,2,48,24.0,0,daniel-brooks-1
Tony Brooks-James,2016-09-10,2,Oregon,,Virginia,W,1,16,16.0,0,tony-brooks-james-1
Nick Brossette,2016-09-10,2,Louisiana State,,Jacksonville State,W,1,14,14.0,0,nick-brossette-1
Dorian Brown,2016-09-10,2,Ohio,@,Kansas,W,1,18,18.0,0,dorian-brown-1
LeVander Brown,2016-09-10,2,San Jose State,,Portland State,W,1,7,7.0,0,levander-brown-1
Tre Bryant,2016-09-10,2,Nebraska,,Wyoming,W,2,41,20.5,0,tre-bryant-1
Terrell Burgess,2016-09-10,2,Utah,,Brigham Young,W,2,27,13.5,0,terrell-burgess-1
Dejaun Butler,2016-09-10,3,Hawaii,,Tennessee-Martin,W,4,76,19.0,0,dejaun-butler-1
Raymond Calais,2016-09-10,2,Louisiana,,McNeese State,W,4,87,21.8,0,raymond-calais-1
Antonio Callaway,2016-09-10,2,Florida,,Kentucky,W,1,21,21.0,0,antonio-callaway-1
Tyler Campbell,2016-09-10,2,Army,,Rice,W,1,25,25.0,0,tyler-campbell-4
Jaquil Capel,2016-09-10,2,Appalachian State,,Old Dominion,W,2,28,14.0,0,jaquil-capel-1
Rashard Causey,2016-09-10,2,Central Florida,@,Michigan,L,1,0,0.0,0,rashard-causey-1
Mark Chapman,2016-09-10,2,Central Michigan,@,Oklahoma State,W,3,57,19.0,0,mark-chapman-2
Detrich Clark,2016-09-10,2,Colorado State,,Texas-San Antonio,W,1,15,15.0,0,detrich-clark-1
Steven Claude,2016-09-10,2,Wake Forest,@,Duke,W,1,8,8.0,0,steven-claude-1
A.J. Coney,2016-09-10,2,Akron,@,Wisconsin,L,1,17,17.0,0,aj-coney-1
Damarea Crockett,2016-09-10,2,Missouri,,Eastern Michigan,W,2,43,21.5,0,damarea-crockett-1
Montay Crockett,2016-09-10,2,Georgia Southern,@,South Alabama,W,2,47,23.5,0,montay-crockett-1
Carlos Davis,2016-09-10,2,Mississippi,,Wofford,W,1,62,62.0,0,carlos-davis-2
Drake Davis,2016-09-10,2,Louisiana State,,Jacksonville State,W,1,4,4.0,0,drake-davis-1
Keion Davis,2016-09-10,1,Marshall,,Morgan State,W,1,25,25.0,0,keion-davis-1
Reggie Davis,2016-09-10,2,Georgia,,Nicholls State,W,3,58,19.3,0,reggie-davis-4
Walter Dawn,2016-09-10,2,Texas-El Paso,@,Texas,L,3,52,17.3,0,walter-dawn-1
Cameron Decell,2016-09-10,2,Rice,@,Army,L,1,2,2.0,0,cameron-decell-1
Trevon Diggs,2016-09-10,2,Alabama,,Western Kentucky,W,3,63,21.0,0,trevon-diggs-1
Kenya Donaldson,2016-09-10,2,New Mexico,@,New Mexico State,L,1,0,0.0,0,kenya-donaldson-1
Cameron Echols-Luper,2016-09-10,2,Arkansas State,@,Auburn,L,1,25,25.0,0,cameron-echols-luper-1
Van Edwards Jr.,2016-09-10,2,Akron,@,Wisconsin,L,1,29,29.0,0,van-edwards-jr-1
Devon Edwards,2016-09-10,2,Duke,,Wake Forest,L,1,20,20.0,0,devon-edwards-1
Brayden El-Bakri,2016-09-10,2,Brigham Young,@,Utah,L,1,13,13.0,0,brayden-el-bakri-1
Nico Evans,2016-09-10,2,Wyoming,@,Nebraska,L,1,16,16.0,0,nico-evans-1
Keelan Ewaliko,2016-09-10,3,Hawaii,,Tennessee-Martin,W,3,67,22.3,0,keelan-ewaliko-1
Tavien Feaster,2016-09-10,2,Clemson,,Troy,W,1,22,22.0,0,tavien-feaster-1
Hunter Folkertsma,2016-09-10,2,Bowling Green State,,North Dakota,W,1,4,4.0,0,hunter-folkertsma-1
Johnathan Ford,2016-09-10,2,Auburn,,Arkansas State,W,1,13,13.0,0,johnathan-ford-1
Kendrick Foster,2016-09-10,2,Illinois,,North Carolina,L,3,58,19.3,0,kendrick-foster-1
Khris Francis,2016-09-10,2,North Carolina,@,Illinois,W,1,20,20.0,0,khris-francis-1
Jabir Frye,2016-09-10,2,Troy,@,Clemson,L,1,14,14.0,0,jabir-frye-1
Bailey Gaither,2016-09-10,2,San Jose State,,Portland State,W,1,26,26.0,0,bailey-gaither-1
Cole Gest,2016-09-10,2,Indiana,,Ball State,W,3,68,22.7,0,cole-gest-1
Shelton Gibson,2016-09-10,2,West Virginia,,Youngstown State,W,1,17,17.0,0,shelton-gibson-1
Teriyon Gipson,2016-09-10,2,New Mexico,@,New Mexico State,L,3,101,33.7,0,teriyon-gipson-1
Laquvionte Gonzalez,2016-09-10,2,Kansas,,Ohio,L,6,201,33.5,1,laquvionte-gonzalez-1
Janarion Grant,2016-09-10,2,Rutgers,,Howard,W,3,119,39.7,1,janarion-grant-1
Deante' Gray,2016-09-10,2,Texas Christian,,Arkansas,L,1,19,19.0,0,deante-gray-1
Donald Gray,2016-09-10,2,Mississippi State,,South Carolina,W,1,14,14.0,0,donald-gray-1
J.J. Green,2016-09-10,2,Georgia Tech,,Mercer,W,2,40,20.0,0,jj-green-1
Ryan Green,2016-09-10,2,Florida State,,Charleston Southern,W,1,6,6.0,0,ryan-green-3
Austin Guido,2016-09-10,2,Western Michigan,,North Carolina Central,W,1,0,0.0,0,austin-guido-1
Bo Hardy,2016-09-10,2,Ohio,@,Kansas,W,1,23,23.0,0,bo-hardy-1
JaMycal Hasty,2016-09-10,2,Baylor,,Southern Methodist,W,4,86,21.5,0,jamycal-hasty-1
Mikee Hayes,2016-09-10,2,Akron,@,Wisconsin,L,1,1,1.0,0,mikee-hayes-1
Bobby Henderson,2016-09-10,2,Michigan,,Central Florida,W,1,13,13.0,0,bobby-henderson-2
Carlos Henderson,2016-09-10,2,Louisiana Tech,,South Carolina State,W,3,111,37.0,0,carlos-henderson-1
Quadree Henderson,2016-09-10,2,Pittsburgh,,Penn State,W,2,96,48.0,0,quadree-henderson-1
Lloyd Hightower,2016-09-10,2,Idaho,@,Washington,L,4,73,18.3,0,lloyd-hightower-1
Gabe Hill,2016-09-10,2,Troy,@,Clemson,L,1,0,0.0,0,gabe-hill-1
Khalid Hill,2016-09-10,2,Michigan,,Central Florida,W,1,0,0.0,0,khalid-hill-1
Nyheim Hines,2016-09-10,2,North Carolina State,@,East Carolina,L,5,95,19.0,0,nyheim-hines-1
Garrett Hudson,2016-09-10,2,Purdue,,Cincinnati,L,1,13,13.0,0,garrett-hudson-1
